https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume LTC
1660176000000,2022-08-11 00:00:00,LTC/USD,65.757553,67.284911,65.547919,65.589567,432833.65385753126,6599.12351392
1660089600000,2022-08-10 00:00:00,LTC/USD,63.480921,66.5,62.518271,65.743953,359590.2117454882,5469.55568287
1660003200000,2022-08-09 00:00:00,LTC/USD,66.543531,66.67465,66.246337,66.279496,27530.62597092448,415.37168555
1659916800000,2022-08-08 00:00:00,LTC/USD,64.903337,67.950469,64.760738,66.565933,430756.52199808933,6471.12573331
1659830400000,2022-08-07 00:00:00,LTC/USD,64.915047,65.905166,64.044607,64.93528,415492.55567821534,6398.5641654
1659744000000,2022-08-06 00:00:00,LTC/USD,66.816284,66.999999,64.89668,64.913204,464660.53296087653,7158.18206972
1659657600000,2022-08-05 00:00:00,LTC/USD,64.167374,66.840953,64.123446,66.840953,432654.97211964504,6472.90250514
1659571200000,2022-08-04 00:00:00,LTC/USD,61.690286,64.918808,61.678452,64.199014,416827.28392063326,6492.7365383
1659484800000,2022-08-03 00:00:00,LTC/USD,61.795712,64.176178,60.484116,61.730281,391019.54566583893,6334.32311228
1659398400000,2022-08-02 00:00:00,LTC/USD,63.217059,63.723466,60.246189,61.805869,387106.3506012401,6263.26199865
1659312000000,2022-08-01 00:00:00,LTC/USD,64.105744,65.009175,62.000503,63.202585,420850.8907461793,6658.76072547
1659225600000,2022-07-31 00:00:00,LTC/USD,64.298945,67.254116,64.04731,64.135812,403541.81891981605,6291.98892687
1659139200000,2022-07-30 00:00:00,LTC/USD,64.594664,67.889685,64.027488,64.311066,407041.36206671805,6329.25851465
1659052800000,2022-07-29 00:00:00,LTC/USD,67.923123,68.898315,63.969,64.482239,414665.9699005445,6430.70055152
1658966400000,2022-07-28 00:00:00,LTC/USD,64.46314,69.298258,63.2,67.951009,456554.36266723654,6718.87539841
1658880000000,2022-07-27 00:00:00,LTC/USD,59.461334,64.461112,58.550901,64.461112,418108.17784349405,6486.20796122
1658793600000,2022-07-26 00:00:00,LTC/USD,59.690916,59.735772,57.381534,59.442955,387313.23790403904,6515.71305471
1658707200000,2022-07-25 00:00:00,LTC/USD,63.870389,64.434761,59.7,59.7,369176.80353185703,6183.86605581
1658620800000,2022-07-24 00:00:00,LTC/USD,61.24851,65.320233,61.24851,63.926405,412706.63231546764,6455.96498529
1658534400000,2022-07-23 00:00:00,LTC/USD,60.685669,61.849999,59.308964,61.264458,381894.5910428306,6233.54231001
1658448000000,2022-07-22 00:00:00,LTC/USD,62.61395,63.818999,60.117979,60.656987,390072.71380749746,6430.79607313
1658361600000,2022-07-21 00:00:00,LTC/USD,61.615267,63.196626,59.408601,62.56809,415706.23294965044,6644.06142092
1658275200000,2022-07-20 00:00:00,LTC/USD,62.097341,65.999998,60.918645,61.604274,426987.8637870926,6931.14026126
1658188800000,2022-07-19 00:00:00,LTC/USD,63.054273,64.048791,60.182542,62.07245,427860.4361023652,6892.92006522
1658102400000,2022-07-18 00:00:00,LTC/USD,60.212881,63.910581,59.888027,63.061076,420361.1048893106,6665.93612975
1658016000000,2022-07-17 00:00:00,LTC/USD,60.06703,61.494776,59.054126,60.192014,372385.9809632619,6186.63434261
1657929600000,2022-07-16 00:00:00,LTC/USD,56.7424,60.29896,55.951512,60.087643,375569.0560076979,6250.35427014
1657843200000,2022-07-15 00:00:00,LTC/USD,56.244316,57.701099,55.59774,56.683372,368392.3813412301,6499.1260813
1657756800000,2022-07-14 00:00:00,LTC/USD,54.607302,56.650789,52.790831,56.238531,372571.37497732235,6624.8418718
1657670400000,2022-07-13 00:00:00,LTC/USD,52.221693,54.66638,51.175,54.660078,358713.79449146934,6562.62866093
1657584000000,2022-07-12 00:00:00,LTC/USD,54.168693,54.852865,52.1783,52.219732,339975.09423813457,6510.47183157
1657497600000,2022-07-11 00:00:00,LTC/USD,57.751742,57.933488,53.777136,54.182759,343988.31386476825,6348.66736603
1657411200000,2022-07-10 00:00:00,LTC/USD,59.723162,60.880779,56.180886,57.766356,386714.2695001394,6694.45497826
1657324800000,2022-07-09 00:00:00,LTC/USD,56.550129,60.25,56.550129,59.736045,394409.35377741617,6602.53543363
1657238400000,2022-07-08 00:00:00,LTC/USD,57.319648,60.519264,56.04362,56.540063,367384.4065879434,6497.77144019
1657152000000,2022-07-07 00:00:00,LTC/USD,55.521781,57.733127,55.010001,57.23339,394050.46365296864,6884.97507579
1657065600000,2022-07-06 00:00:00,LTC/USD,54.774373,56.306283,54.106093,55.504331,343248.4925069648,6184.17493415
1656979200000,2022-07-05 00:00:00,LTC/USD,57.716725,57.88649,53.063702,54.821039,370836.5475476562,6764.49323676
1656892800000,2022-07-04 00:00:00,LTC/USD,56.130627,57.770425,54.813201,57.713648,358197.3724347638,6206.45869474
1656806400000,2022-07-03 00:00:00,LTC/USD,55.705514,57.242208,54.3,56.117675,359744.2536573051,6410.53382303
1656720000000,2022-07-02 00:00:00,LTC/USD,57.485767,57.944272,54.7225,55.683581,383773.6291338653,6892.04290101
1656633600000,2022-07-01 00:00:00,LTC/USD,60.289196,63.205516,55.8,57.456536,439427.86377667554,7648.00481144
1656547200000,2022-06-30 00:00:00,LTC/USD,59.056212,60.395199,56.435302,60.237796,445072.91068946104,7388.59885726
1656460800000,2022-06-29 00:00:00,LTC/USD,58.042413,59.850842,56.721203,59.039722,405313.4100395405,6865.09685868
1656374400000,2022-06-28 00:00:00,LTC/USD,61.524886,62.129263,60.93953,61.312002,16416.728670450677,267.75717861
1656288000000,2022-06-27 00:00:00,LTC/USD,62.22,64.261412,60.514288,61.430049,406990.1395810518,6625.26151625
1656201600000,2022-06-26 00:00:00,LTC/USD,64.750386,66.35367,62.217894,62.217894,469518.36450095964,7546.35578795
1656115200000,2022-06-25 00:00:00,LTC/USD,61.559476,65.505966,60.161016,64.725623,445004.591616727,6875.24616977
1656028800000,2022-06-24 00:00:00,LTC/USD,61.444291,63.0,60.157428,61.555523,423577.3658503995,6881.22438421
1655942400000,2022-06-23 00:00:00,LTC/USD,57.853089,62.336988,57.720847,61.451451,419119.1708413565,6820.3299356
1655856000000,2022-06-22 00:00:00,LTC/USD,59.01836,59.01836,55.803548,57.841992,389533.79771598463,6734.44645053
1655769600000,2022-06-21 00:00:00,LTC/USD,58.573993,61.623116,57.636973,58.980776,400891.0518907903,6796.97825425
1655683200000,2022-06-20 00:00:00,LTC/USD,59.551837,60.0366,56.338099,58.606729,405262.3796310379,6914.94622795
1655596800000,2022-06-19 00:00:00,LTC/USD,52.158877,61.5,49.587663,59.45287,441388.5234806111,7424.1752077
1655510400000,2022-06-18 00:00:00,LTC/USD,52.376142,53.128185,45.92542,52.178036,348927.85160871904,6687.25537329
1655424000000,2022-06-17 00:00:00,LTC/USD,49.025066,53.140387,48.832769,52.367278,366174.2501813909,6992.42473862
1655337600000,2022-06-16 00:00:00,LTC/USD,54.839585,55.805734,48.214038,49.034581,315595.8525530435,6436.18944257
1655251200000,2022-06-15 00:00:00,LTC/USD,50.152275,55.552002,45.618205,55.056833,381427.28808590065,6927.88283129
1655164800000,2022-06-14 00:00:00,LTC/USD,46.93395,50.277654,44.0,50.212431,350554.6567607614,6981.43168493
1655078400000,2022-06-13 00:00:00,LTC/USD,52.006376,52.296388,44.8,46.986271,351464.81023867906,7480.15968832
1654992000000,2022-06-12 00:00:00,LTC/USD,56.202213,56.720178,51.125189,52.028167,356256.42189151177,6847.37599715
1654905600000,2022-06-11 00:00:00,LTC/USD,60.696351,61.863077,55.713033,56.232405,381317.6639486458,6781.10182107
1654819200000,2022-06-10 00:00:00,LTC/USD,63.782757,63.782757,58.15723,60.698473,404784.8767476767,6668.78187772
1654732800000,2022-06-09 00:00:00,LTC/USD,64.919319,65.864251,62.871479,63.807502,403492.5461045352,6323.59101136
1654646400000,2022-06-08 00:00:00,LTC/USD,67.161552,67.700217,63.00875,64.924509,495506.7930917443,7632.04528958
1654560000000,2022-06-07 00:00:00,LTC/USD,67.196598,68.63748,63.10058,67.214352,445073.54176033346,6621.70397418
1654473600000,2022-06-06 00:00:00,LTC/USD,67.005217,69.65,66.465901,67.138008,434523.7928535099,6472.0983806
1654387200000,2022-06-05 00:00:00,LTC/USD,67.49942,67.58773,65.735889,67.045946,425788.6698979899,6350.69971118
1654300800000,2022-06-04 00:00:00,LTC/USD,66.118415,68.144899,65.025811,67.477437,423356.93602404225,6274.05181415
1654214400000,2022-06-03 00:00:00,LTC/USD,67.554464,67.9,64.917299,66.108079,425219.34793884994,6432.18430139
1654128000000,2022-06-02 00:00:00,LTC/USD,65.163803,67.700223,64.827486,67.557486,431040.1168006596,6380.34572217
1654041600000,2022-06-01 00:00:00,LTC/USD,70.617411,72.67383,63.771201,65.109376,453291.80673848506,6962.00508416
1653955200000,2022-05-31 00:00:00,LTC/USD,72.252609,72.805044,69.479948,70.597451,429613.0596982372,6085.39052916
1653868800000,2022-05-30 00:00:00,LTC/USD,67.455757,72.627082,67.130429,72.306799,483924.7707393658,6692.65929943
1653782400000,2022-05-29 00:00:00,LTC/USD,67.304563,68.284084,66.093466,67.476629,428463.27287476644,6349.80257942
1653696000000,2022-05-28 00:00:00,LTC/USD,66.616703,68.433085,66.436946,67.325811,431689.3408822355,6411.94416332
1653609600000,2022-05-27 00:00:00,LTC/USD,69.534803,70.0744,65.8289,66.562399,424607.18048708676,6379.08469145
1653523200000,2022-05-26 00:00:00,LTC/USD,74.776362,75.349435,66.000006,69.528354,463764.20937914145,6670.14509475
1653436800000,2022-05-25 00:00:00,LTC/USD,77.238233,78.765455,74.621201,74.878514,470006.80018540233,6276.92478226
1653350400000,2022-05-24 00:00:00,LTC/USD,76.141915,77.617386,73.970816,77.325291,431247.4749614649,5577.05595911
1653264000000,2022-05-23 00:00:00,LTC/USD,78.987129,81.2,75.62,76.129212,504625.8507626252,6628.54425398
1653177600000,2022-05-22 00:00:00,LTC/USD,76.950583,79.65,76.5506,78.963842,473022.1534668196,5990.36396262
1653091200000,2022-05-21 00:00:00,LTC/USD,75.706946,77.89086,74.86218,76.962445,478580.8274834715,6218.36828967
1653004800000,2022-05-20 00:00:00,LTC/USD,79.427531,80.655477,74.146972,75.678935,496710.99015007913,6563.39825805
1652918400000,2022-05-19 00:00:00,LTC/USD,73.537324,79.744844,72.3,79.408023,493887.60995376407,6219.61851328
1652832000000,2022-05-18 00:00:00,LTC/USD,80.590077,81.999991,73.265618,73.420902,466910.83592138905,6359.37210253
1652745600000,2022-05-17 00:00:00,LTC/USD,74.084811,81.422799,74.077357,80.646281,530808.4902228175,6581.93389256
1652659200000,2022-05-16 00:00:00,LTC/USD,78.944562,78.944562,72.0,74.024395,474742.3175049436,6413.32249328
1652572800000,2022-05-15 00:00:00,LTC/USD,76.157751,78.948155,73.143957,78.931926,506093.6858409056,6411.77418933
1652486400000,2022-05-14 00:00:00,LTC/USD,74.901813,77.493198,71.027258,76.140572,485765.0924272738,6379.84558912
1652400000000,2022-05-13 00:00:00,LTC/USD,71.499661,80.536688,70.336038,74.939341,525800.731698605,7016.35115391
1652313600000,2022-05-12 00:00:00,LTC/USD,75.353818,79.0,62.208039,71.597498,539395.784701643,7533.72393965
1652227200000,2022-05-11 00:00:00,LTC/USD,89.047096,91.856363,72.885247,75.248986,610839.7943985949,8117.5817359
1652140800000,2022-05-10 00:00:00,LTC/USD,84.922156,93.879588,82.152335,89.018078,764618.0198529738,8589.46898239
1652054400000,2022-05-09 00:00:00,LTC/USD,103.968959,104.757911,84.15088,85.019277,614805.9265695008,7231.37091097
1651968000000,2022-05-08 00:00:00,LTC/USD,103.483831,105.622439,101.156988,103.935167,643822.066000294,6194.45837808
1651881600000,2022-05-07 00:00:00,LTC/USD,105.107658,106.048751,101.888459,103.43766,637521.6817692941,6163.3420726
1651795200000,2022-05-06 00:00:00,LTC/USD,105.463452,106.907298,101.259857,105.162828,646012.3637441172,6142.97253155
1651708800000,2022-05-05 00:00:00,LTC/USD,112.887007,113.647999,102.000104,105.435487,727288.0217649472,6897.94340083
1651622400000,2022-05-04 00:00:00,LTC/USD,106.292009,113.790983,105.944843,112.879377,720796.5004615375,6385.54640908
1651536000000,2022-05-03 00:00:00,LTC/USD,107.018934,108.06119,104.213,106.233853,639797.8710494618,6022.54227802
1651449600000,2022-05-02 00:00:00,LTC/USD,105.216319,108.084597,104.692988,107.095049,675405.9080180507,6306.60253975
1651363200000,2022-05-01 00:00:00,LTC/USD,101.52559,105.582906,100.2,105.216504,677568.4167242352,6439.75413519
1651276800000,2022-04-30 00:00:00,LTC/USD,107.186241,108.008335,101.0,101.647481,639121.5573967978,6287.62809574
1651190400000,2022-04-29 00:00:00,LTC/USD,109.322149,110.249675,105.585495,107.099055,663751.3623784505,6197.54639645
1651104000000,2022-04-28 00:00:00,LTC/USD,110.829677,113.668366,106.324358,109.290475,749512.487187795,6857.9854483
1651017600000,2022-04-27 00:00:00,LTC/USD,109.249073,112.488993,108.724069,110.940782,716441.8119392046,6457.87598594
1650931200000,2022-04-26 00:00:00,LTC/USD,114.75234,115.365167,107.3521,109.279879,695200.0792768988,6361.64759367
1650844800000,2022-04-25 00:00:00,LTC/USD,115.374345,115.691739,109.55,114.763574,783296.3303255134,6825.30443262
1650758400000,2022-04-24 00:00:00,LTC/USD,116.00602,116.460072,115.85018,116.053078,37566.47329165105,323.70079225
1650672000000,2022-04-23 00:00:00,LTC/USD,115.222173,117.233514,114.932855,115.85213,729354.1426423016,6295.56092445
1650585600000,2022-04-22 00:00:00,LTC/USD,116.110206,118.051457,114.950017,115.124302,709342.6677334883,6161.53718555
1650412800000,2022-04-20 00:00:00,LTC/USD,123.639778,123.663542,122.452715,122.760999,30669.665529418475,249.8323228
1650326400000,2022-04-19 00:00:00,LTC/USD,121.176618,123.919999,120.398498,123.65782,785987.002337117,6356.14474149
1650240000000,2022-04-18 00:00:00,LTC/USD,117.803908,121.323997,114.85,121.096125,778732.8591860583,6430.70006729
1650153600000,2022-04-17 00:00:00,LTC/USD,123.649874,124.370381,117.500001,117.796586,756181.0470905192,6419.37999027
1650067200000,2022-04-16 00:00:00,LTC/USD,119.863381,124.044385,119.039524,123.585605,803598.3222602302,6502.36184271
