https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume TRX
1701043200000,2023-11-27 00:00:00,TRX/USD,0.10776,0.10791,0.10174,0.10183,273057.7853990892,2681506.28890395
1700956800000,2023-11-26 00:00:00,TRX/USD,0.10889,0.10986,0.10704,0.10783,56324.71107369432,522347.31590183
1700870400000,2023-11-25 00:00:00,TRX/USD,0.10453,0.10892,0.10448,0.10887,179008.55596709755,1644241.35176906
1700784000000,2023-11-24 00:00:00,TRX/USD,0.1023,0.10523,0.10209,0.10452,283535.24809089786,2712736.77851988
1700697600000,2023-11-23 00:00:00,TRX/USD,0.1014,0.10217,0.1009,0.10211,63856.07552624108,625365.54231947
1700611200000,2023-11-22 00:00:00,TRX/USD,0.096101,0.10204,0.096064,0.10116,559404.7196530217,5529900.35244189
1700524800000,2023-11-21 00:00:00,TRX/USD,0.10094,0.10193,0.095809,0.096469,448792.004461036,4652188.8322781
1700438400000,2023-11-20 00:00:00,TRX/USD,0.10364,0.10507,0.10089,0.10105,198542.26856100193,1964792.36576944
1700352000000,2023-11-19 00:00:00,TRX/USD,0.103,0.10395,0.10199,0.1036,39095.64982226809,377371.13728058
1700265600000,2023-11-18 00:00:00,TRX/USD,0.10377,0.10386,0.10134,0.10295,186215.09909685096,1808791.63765761
1700179200000,2023-11-17 00:00:00,TRX/USD,0.10236,0.10392,0.10177,0.10383,20624.685376704885,198638.98080232
1700092800000,2023-11-16 00:00:00,TRX/USD,0.10411,0.10478,0.10151,0.10233,40217.86648209053,393021.26924744
1700006400000,2023-11-15 00:00:00,TRX/USD,0.10223,0.10472,0.10223,0.10411,55591.63166982801,533970.14378857
1699920000000,2023-11-14 00:00:00,TRX/USD,0.10693,0.10721,0.10198,0.10238,25103.714620023977,245201.35397562
1699833600000,2023-11-13 00:00:00,TRX/USD,0.1085,0.1107,0.10693,0.10693,99433.74047116583,929895.63706318
1699747200000,2023-11-12 00:00:00,TRX/USD,0.10805,0.10892,0.10612,0.10823,93146.09180618476,860630.9877685
1699660800000,2023-11-11 00:00:00,TRX/USD,0.10639,0.10896,0.10484,0.1078,104346.95191329748,967968.01403801
1699574400000,2023-11-10 00:00:00,TRX/USD,0.098946,0.11277,0.098946,0.10623,354072.637696478,3333075.75728587
1699488000000,2023-11-09 00:00:00,TRX/USD,0.098459,0.1009,0.097344,0.098932,85382.97923794364,863047.13578967
1699401600000,2023-11-08 00:00:00,TRX/USD,0.096674,0.098733,0.096455,0.098466,37446.863411941056,380302.47407167
1699315200000,2023-11-07 00:00:00,TRX/USD,0.097776,0.097897,0.095943,0.096695,55327.67213689582,572187.51886753
1699228800000,2023-11-06 00:00:00,TRX/USD,0.098157,0.099135,0.09658,0.097736,264390.69705906993,2705151.6028799
1699142400000,2023-11-05 00:00:00,TRX/USD,0.097772,0.099099,0.09755,0.098345,52474.91503172213,533579.89762288
1699056000000,2023-11-04 00:00:00,TRX/USD,0.097208,0.098368,0.09702,0.097895,35400.040464357604,361612.3444952
1698969600000,2023-11-03 00:00:00,TRX/USD,0.09925,0.099251,0.097122,0.097286,29243.293637309605,300590.97544672
1698883200000,2023-11-02 00:00:00,TRX/USD,0.1002,0.10127,0.09867,0.099282,134877.78675591573,1358532.12823992
1698796800000,2023-11-01 00:00:00,TRX/USD,0.097201,0.10066,0.096921,0.10026,458418.3736731843,4572295.76773573
1698710400000,2023-10-31 00:00:00,TRX/USD,0.095681,0.097193,0.09552,0.097187,80928.41574496974,832708.24024787
1698624000000,2023-10-30 00:00:00,TRX/USD,0.095063,0.095728,0.094098,0.095722,26007.30321464776,271696.19538505
1698537600000,2023-10-29 00:00:00,TRX/USD,0.094444,0.095274,0.094145,0.094978,18950.87059486135,199529.05509551
1698451200000,2023-10-28 00:00:00,TRX/USD,0.093559,0.094779,0.093372,0.094349,54738.04391579024,580165.59704703
1698364800000,2023-10-27 00:00:00,TRX/USD,0.092895,0.09417,0.092633,0.093724,27078.781348860837,288920.46166255
1698278400000,2023-10-26 00:00:00,TRX/USD,0.093588,0.093855,0.092006,0.092838,102204.53525483864,1100891.17877204
1698192000000,2023-10-25 00:00:00,TRX/USD,0.092663,0.094181,0.092338,0.093514,273064.5732514086,2920039.49410151
1698105600000,2023-10-24 00:00:00,TRX/USD,0.092344,0.094013,0.091814,0.09251,214034.4951988953,2313636.31173814
1698019200000,2023-10-23 00:00:00,TRX/USD,0.090496,0.094022,0.090174,0.092263,150413.1469200482,1630265.07830927
1697932800000,2023-10-22 00:00:00,TRX/USD,0.091688,0.092059,0.089795,0.090448,88077.18753662813,973788.11622842
1697846400000,2023-10-21 00:00:00,TRX/USD,0.090804,0.091905,0.090623,0.091601,34854.346903463906,380501.81661187
1697760000000,2023-10-20 00:00:00,TRX/USD,0.0901,0.092183,0.090006,0.090692,211307.46315452922,2329946.00576158
1697673600000,2023-10-19 00:00:00,TRX/USD,0.089292,0.090022,0.0885,0.090011,53439.2525922455,593696.91029147
1697587200000,2023-10-18 00:00:00,TRX/USD,0.088618,0.089568,0.088472,0.089251,172209.2580397321,1929493.87726448
1697500800000,2023-10-17 00:00:00,TRX/USD,0.089015,0.089016,0.087215,0.088618,46429.10275530491,523924.064584
1697414400000,2023-10-16 00:00:00,TRX/USD,0.086644,0.090749,0.086644,0.088994,54963.04856437673,617603.97964331
1697328000000,2023-10-15 00:00:00,TRX/USD,0.085059,0.086847,0.084878,0.086759,16898.505493139433,194775.24514044
1697241600000,2023-10-14 00:00:00,TRX/USD,0.085594,0.085815,0.085128,0.085128,13344.739435011015,156760.87110012
1697155200000,2023-10-13 00:00:00,TRX/USD,0.085008,0.085898,0.084913,0.085561,37769.283564288366,441431.0674757
1697068800000,2023-10-12 00:00:00,TRX/USD,0.086054,0.086554,0.084828,0.084985,232987.06367749986,2741508.07410131
1696982400000,2023-10-11 00:00:00,TRX/USD,0.086362,0.086625,0.085655,0.086105,103200.1442438247,1198538.34555281
1696896000000,2023-10-10 00:00:00,TRX/USD,0.086251,0.086718,0.086126,0.08633,51074.75282154035,591622.29609105
1696809600000,2023-10-09 00:00:00,TRX/USD,0.087915,0.088278,0.085514,0.086259,27187.134909928274,315180.26999998
1696723200000,2023-10-08 00:00:00,TRX/USD,0.088099,0.088384,0.087409,0.088028,67730.52764840044,769420.27137275
1696636800000,2023-10-07 00:00:00,TRX/USD,0.087541,0.088347,0.087223,0.088058,139171.5267844367,1580452.96037199
1696550400000,2023-10-06 00:00:00,TRX/USD,0.088215,0.088899,0.085442,0.087224,118856.86508511986,1362662.39893974
1696464000000,2023-10-05 00:00:00,TRX/USD,0.088936,0.089554,0.088201,0.088315,42361.11288248075,479659.32041534
1696377600000,2023-10-04 00:00:00,TRX/USD,0.090438,0.090438,0.088249,0.089,159952.10672273397,1797214.68227791
1696291200000,2023-10-03 00:00:00,TRX/USD,0.08755,0.091,0.087413,0.090783,116492.11069865945,1283193.00638511
1696204800000,2023-10-02 00:00:00,TRX/USD,0.090291,0.090549,0.087421,0.08775,140388.8009392782,1599872.37537639
1696118400000,2023-10-01 00:00:00,TRX/USD,0.088696,0.090492,0.088022,0.090212,208416.81261861132,2310300.3216713
1696032000000,2023-09-30 00:00:00,TRX/USD,0.089152,0.089395,0.088492,0.088697,5431.973209210674,61241.9045651
1695945600000,2023-09-29 00:00:00,TRX/USD,0.086899,0.089949,0.086832,0.089103,37454.13925033299,420346.55679756
1695859200000,2023-09-28 00:00:00,TRX/USD,0.0855,0.086929,0.084521,0.086929,33457.07251630598,384878.14787132
1695772800000,2023-09-27 00:00:00,TRX/USD,0.0849,0.086168,0.08486,0.085636,36923.19982525807,431164.46150285
1695686400000,2023-09-26 00:00:00,TRX/USD,0.0847,0.085083,0.084305,0.084771,31997.84791296657,377462.1971307
1695600000000,2023-09-25 00:00:00,TRX/USD,0.083601,0.084989,0.083381,0.084671,37139.58379600705,438634.05175334
1695513600000,2023-09-24 00:00:00,TRX/USD,0.083585,0.0845,0.083553,0.083738,11855.597083020268,141579.65419547
1695427200000,2023-09-23 00:00:00,TRX/USD,0.083583,0.08392,0.083316,0.083692,25890.88106721494,309359.09127772
1695340800000,2023-09-22 00:00:00,TRX/USD,0.083053,0.084303,0.082955,0.083445,15239.713722986442,182631.8380129
1695254400000,2023-09-21 00:00:00,TRX/USD,0.084469,0.084887,0.083053,0.083116,17403.501266360043,209388.09935945
1695168000000,2023-09-20 00:00:00,TRX/USD,0.084705,0.08515,0.084068,0.084538,43113.26091091923,509986.76229529
1695081600000,2023-09-19 00:00:00,TRX/USD,0.083997,0.084876,0.083816,0.08458,34828.14326524387,411777.52737342
1694995200000,2023-09-18 00:00:00,TRX/USD,0.083419,0.08498,0.083134,0.084005,22425.7689084896,266957.54905648
1694908800000,2023-09-17 00:00:00,TRX/USD,0.083681,0.084004,0.083206,0.083347,35352.93061742642,424165.60425002
1694822400000,2023-09-16 00:00:00,TRX/USD,0.084167,0.084708,0.083423,0.083587,56042.77489599671,670472.38082473
1694736000000,2023-09-15 00:00:00,TRX/USD,0.083744,0.084251,0.08312,0.08414,27691.347446372354,329110.38086965
1694649600000,2023-09-14 00:00:00,TRX/USD,0.081246,0.084,0.081005,0.083766,22504.815151029223,268662.88411801
1694563200000,2023-09-13 00:00:00,TRX/USD,0.080858,0.081759,0.080353,0.081172,35050.96411927294,431811.02004722
1694476800000,2023-09-12 00:00:00,TRX/USD,0.077554,0.08277,0.077554,0.080739,79365.15598221435,982984.13384132
1694390400000,2023-09-11 00:00:00,TRX/USD,0.078298,0.07886,0.077056,0.077535,38484.188556094436,496346.01865086
1694304000000,2023-09-10 00:00:00,TRX/USD,0.079196,0.079196,0.077874,0.07842,62052.86689079991,791288.78973221
1694217600000,2023-09-09 00:00:00,TRX/USD,0.079208,0.079212,0.078766,0.079205,14527.945694789749,183422.07808585
1694131200000,2023-09-08 00:00:00,TRX/USD,0.079192,0.079507,0.078385,0.079215,22784.21994116713,287625.07026658
1694044800000,2023-09-07 00:00:00,TRX/USD,0.07904,0.079473,0.07876,0.079113,175194.73329035015,2214487.29400162
1693958400000,2023-09-06 00:00:00,TRX/USD,0.077639,0.079053,0.077427,0.07902,96013.37737750464,1215051.59931036
1693872000000,2023-09-05 00:00:00,TRX/USD,0.077549,0.07777,0.07718,0.077511,29758.521600099946,383926.43108849
1693785600000,2023-09-04 00:00:00,TRX/USD,0.077125,0.0775,0.076737,0.0775,2848.5558491530246,36755.55934391
1693699200000,2023-09-03 00:00:00,TRX/USD,0.076965,0.077193,0.076681,0.077013,6770.75211033954,87917.00245854
1693612800000,2023-09-02 00:00:00,TRX/USD,0.076148,0.077179,0.075978,0.077089,10997.509472624935,142659.90572747
1693526400000,2023-09-01 00:00:00,TRX/USD,0.077005,0.077546,0.075851,0.076075,25065.29779336305,329481.40379051
1693440000000,2023-08-31 00:00:00,TRX/USD,0.075675,0.077036,0.075397,0.07676,20125.337455544173,262185.2195876
1693353600000,2023-08-30 00:00:00,TRX/USD,0.077411,0.077411,0.075482,0.075631,112327.50575855265,1485204.5557847
1693267200000,2023-08-29 00:00:00,TRX/USD,0.076399,0.078093,0.075982,0.077305,51283.416197696664,663390.67586439
1693180800000,2023-08-28 00:00:00,TRX/USD,0.077465,0.07768,0.07635,0.076407,13656.594189256997,178734.85661336
1693094400000,2023-08-27 00:00:00,TRX/USD,0.077568,0.077678,0.077181,0.077561,1622.054633020474,20913.27642785
1693008000000,2023-08-26 00:00:00,TRX/USD,0.077244,0.077692,0.077233,0.077482,4946.168357374102,63836.35369988
1692921600000,2023-08-25 00:00:00,TRX/USD,0.076826,0.077472,0.076223,0.077353,32719.361325079575,422987.61942109
1692835200000,2023-08-24 00:00:00,TRX/USD,0.077661,0.077998,0.07632,0.076648,21354.476562715103,278604.48495349
1692748800000,2023-08-23 00:00:00,TRX/USD,0.075668,0.078401,0.075629,0.077682,397286.10548626474,5114262.06181953
1692662400000,2023-08-22 00:00:00,TRX/USD,0.075157,0.075636,0.074309,0.075492,24072.61796360535,318876.41026341
1692576000000,2023-08-21 00:00:00,TRX/USD,0.075926,0.076293,0.074255,0.075141,86376.12590153729,1149520.57999677
1692489600000,2023-08-20 00:00:00,TRX/USD,0.074303,0.076374,0.074106,0.075904,50247.25269660612,661984.2524321
1692403200000,2023-08-19 00:00:00,TRX/USD,0.073025,0.074198,0.073025,0.074147,29631.77236419491,399635.48578088
1692316800000,2023-08-18 00:00:00,TRX/USD,0.073007,0.0735,0.072022,0.073026,134470.07968548645,1841400.04499064
1692230400000,2023-08-17 00:00:00,TRX/USD,0.074689,0.075524,0.070605,0.072625,257264.6316146921,3542370.14271521
1692144000000,2023-08-16 00:00:00,TRX/USD,0.076376,0.076787,0.074112,0.074587,118007.47427434448,1582145.33731541
1692057600000,2023-08-15 00:00:00,TRX/USD,0.077509,0.077509,0.076062,0.076305,170734.8395295149,2237531.47932003
1691971200000,2023-08-14 00:00:00,TRX/USD,0.077086,0.07777,0.077041,0.077476,64935.221146905424,838133.37223018
1691884800000,2023-08-13 00:00:00,TRX/USD,0.077706,0.077706,0.077039,0.077209,14231.788599231559,184328.1042266
1691798400000,2023-08-12 00:00:00,TRX/USD,0.077207,0.077619,0.077207,0.07753,5597.734675835208,72200.88579692
1691712000000,2023-08-11 00:00:00,TRX/USD,0.077455,0.077492,0.076894,0.077188,5098.504240315417,66053.06835668
1691625600000,2023-08-10 00:00:00,TRX/USD,0.076831,0.077574,0.076732,0.077328,12954.581919786911,167527.69914891
1691539200000,2023-08-09 00:00:00,TRX/USD,0.07683,0.077094,0.0763,0.076776,186010.6808960589,2422771.19016436
1691452800000,2023-08-08 00:00:00,TRX/USD,0.076866,0.07737,0.076264,0.07683,42805.89706043555,557150.81427093
1691366400000,2023-08-07 00:00:00,TRX/USD,0.077019,0.077247,0.075973,0.076799,87686.0903624027,1141760.83493799
1691280000000,2023-08-06 00:00:00,TRX/USD,0.07752,0.077576,0.076604,0.076927,108600.63310357243,1411736.23179862
1691193600000,2023-08-05 00:00:00,TRX/USD,0.076665,0.077686,0.07592,0.077589,104628.1571930073,1348492.14699258
1691107200000,2023-08-04 00:00:00,TRX/USD,0.077219,0.077882,0.07629,0.07679,112585.67993686073,1466150.27916214
1691020800000,2023-08-03 00:00:00,TRX/USD,0.076324,0.077552,0.07632,0.077139,44709.72912212295,579599.54267132
1690934400000,2023-08-02 00:00:00,TRX/USD,0.078751,0.078761,0.076378,0.076378,103594.52868786,1356339.89745555
1690848000000,2023-08-01 00:00:00,TRX/USD,0.077985,0.078692,0.076426,0.078692,402435.6513204775,5114060.53119094
1690761600000,2023-07-31 00:00:00,TRX/USD,0.080013,0.080419,0.077601,0.077987,143685.69155541045,1842431.32259749
1690675200000,2023-07-30 00:00:00,TRX/USD,0.083419,0.083773,0.079338,0.080145,277594.6955523263,3463655.81823353
1690588800000,2023-07-29 00:00:00,TRX/USD,0.085121,0.085363,0.083251,0.083417,21166.97213826741,253748.90176184
1690502400000,2023-07-28 00:00:00,TRX/USD,0.082748,0.08553,0.082748,0.085254,46109.36391911628,540846.92705464
1690416000000,2023-07-27 00:00:00,TRX/USD,0.082457,0.08315,0.082274,0.082652,24084.147039529747,291392.18699523
1690329600000,2023-07-26 00:00:00,TRX/USD,0.082041,0.082664,0.08072,0.082459,120275.47006974921,1458609.37035071
1690243200000,2023-07-25 00:00:00,TRX/USD,0.081498,0.082389,0.0806,0.08197,24753.46213216404,301981.9706254
1690156800000,2023-07-24 00:00:00,TRX/USD,0.083305,0.083305,0.080375,0.081627,114471.71116199062,1402375.57624304
1690070400000,2023-07-23 00:00:00,TRX/USD,0.083858,0.085195,0.08292,0.083457,235429.44545164623,2820967.03034672
1689984000000,2023-07-22 00:00:00,TRX/USD,0.080477,0.0945,0.08034,0.083797,719759.8525256296,8589327.21369058
1689897600000,2023-07-21 00:00:00,TRX/USD,0.080714,0.081621,0.080531,0.080575,32922.79002676347,408598.07665856
1689811200000,2023-07-20 00:00:00,TRX/USD,0.080314,0.081233,0.080174,0.080816,62627.74599267521,774942.41230295
1689724800000,2023-07-19 00:00:00,TRX/USD,0.079836,0.080576,0.07947,0.080327,145195.65956672045,1807557.35389994
1689638400000,2023-07-18 00:00:00,TRX/USD,0.080272,0.080985,0.07912,0.079855,20712.44647294939,259375.69936697
1689552000000,2023-07-17 00:00:00,TRX/USD,0.079621,0.080649,0.079229,0.08015,69234.13955035234,863807.10605555
1689465600000,2023-07-16 00:00:00,TRX/USD,0.080886,0.081009,0.079031,0.079895,52931.25812772979,662510.27132774
1689379200000,2023-07-15 00:00:00,TRX/USD,0.080149,0.081723,0.080149,0.080912,41372.33570650328,511325.09030185
1689292800000,2023-07-14 00:00:00,TRX/USD,0.081819,0.08277,0.07892,0.079901,397310.79564804485,4972538.46194722
1689206400000,2023-07-13 00:00:00,TRX/USD,0.077978,0.082766,0.077773,0.081781,202110.48548496907,2471362.36393501
1689120000000,2023-07-12 00:00:00,TRX/USD,0.077612,0.078173,0.077206,0.077943,71325.44319117813,915097.48394568
1689033600000,2023-07-11 00:00:00,TRX/USD,0.077602,0.077602,0.076877,0.077372,38693.16449261848,500092.5980021
1688947200000,2023-07-10 00:00:00,TRX/USD,0.077489,0.078105,0.076347,0.077648,107207.79538200446,1380689.72004436
1688860800000,2023-07-09 00:00:00,TRX/USD,0.080149,0.080602,0.077422,0.077572,40751.15766124155,525333.33756048
1688774400000,2023-07-08 00:00:00,TRX/USD,0.079045,0.080502,0.078894,0.080238,172629.33656649082,2151466.09544718
1688688000000,2023-07-07 00:00:00,TRX/USD,0.076879,0.079721,0.076879,0.078885,74698.29611095088,946926.48933195
1688601600000,2023-07-06 00:00:00,TRX/USD,0.077177,0.078694,0.077026,0.07725,53898.839917716745,697719.61058533
1688515200000,2023-07-05 00:00:00,TRX/USD,0.077352,0.07796,0.076711,0.077173,51378.2210287052,665753.83914977
1688428800000,2023-07-04 00:00:00,TRX/USD,0.077303,0.078448,0.077103,0.077137,39063.80734342337,506421.13827895
1688342400000,2023-07-03 00:00:00,TRX/USD,0.07619,0.0779,0.075947,0.077417,144006.71680102643,1860143.33803979
1688256000000,2023-07-02 00:00:00,TRX/USD,0.077301,0.077413,0.075388,0.076055,79662.96236199814,1047438.858221
1688169600000,2023-07-01 00:00:00,TRX/USD,0.076288,0.077811,0.076129,0.077326,71041.52058750633,918727.47313331
1688083200000,2023-06-30 00:00:00,TRX/USD,0.074549,0.076889,0.074292,0.076263,319382.68519756664,4187911.37507791
1687996800000,2023-06-29 00:00:00,TRX/USD,0.073697,0.074777,0.073549,0.074489,201868.09188550548,2710038.95723537
1687910400000,2023-06-28 00:00:00,TRX/USD,0.074331,0.074527,0.07272,0.073862,76376.87180304965,1034048.24947943
1687824000000,2023-06-27 00:00:00,TRX/USD,0.073894,0.075442,0.073862,0.074388,48423.96419773229,650964.72815148
1687737600000,2023-06-26 00:00:00,TRX/USD,0.073049,0.074747,0.072491,0.073824,84338.42384086057,1142425.55051014
1687651200000,2023-06-25 00:00:00,TRX/USD,0.072281,0.073893,0.072168,0.073163,24220.825694484964,331052.93241782
1687564800000,2023-06-24 00:00:00,TRX/USD,0.073251,0.07351,0.07152,0.0722,216980.16598145384,3005265.45680684
1687478400000,2023-06-23 00:00:00,TRX/USD,0.072283,0.073792,0.071666,0.073102,104749.27358398122,1432919.39459907
1687392000000,2023-06-22 00:00:00,TRX/USD,0.072355,0.074273,0.071552,0.071997,175644.06093174563,2439602.49637826
1687305600000,2023-06-21 00:00:00,TRX/USD,0.070644,0.072727,0.070385,0.072424,265714.715744573,3668876.55672944
1687219200000,2023-06-20 00:00:00,TRX/USD,0.069839,0.070636,0.06812,0.070562,105983.43893971415,1501990.29137091
1687132800000,2023-06-19 00:00:00,TRX/USD,0.070134,0.070356,0.069402,0.070002,105793.29170779636,1511289.5589811201
1687046400000,2023-06-18 00:00:00,TRX/USD,0.071765,0.072074,0.069523,0.070219,30361.333866744964,432380.60733911
1686960000000,2023-06-17 00:00:00,TRX/USD,0.070406,0.07177,0.070406,0.071646,130646.0113533964,1823493.44490127
1686873600000,2023-06-16 00:00:00,TRX/USD,0.070862,0.071209,0.069,0.070618,46493.34246753581,658378.06887105
1686787200000,2023-06-15 00:00:00,TRX/USD,0.071038,0.07217,0.06952,0.071059,98771.95878259352,1389999.27922703
1686700800000,2023-06-14 00:00:00,TRX/USD,0.07189,0.072848,0.07014,0.071024,85770.71150395258,1207629.97724646
1686614400000,2023-06-13 00:00:00,TRX/USD,0.07126,0.07257,0.071137,0.071964,38665.54975234454,537290.16942283
1686528000000,2023-06-12 00:00:00,TRX/USD,0.070322,0.071265,0.069404,0.071056,31498.28426426248,443288.17079856
1686441600000,2023-06-11 00:00:00,TRX/USD,0.069611,0.070648,0.06832,0.070326,37323.784544049304,530725.25871014
1686355200000,2023-06-10 00:00:00,TRX/USD,0.071965,0.071965,0.06472,0.069682,853727.4391437375,12251764.28839209
1686268800000,2023-06-09 00:00:00,TRX/USD,0.077474,0.07843,0.071257,0.072194,353729.18836479913,4899703.41530874
1686182400000,2023-06-08 00:00:00,TRX/USD,0.07675,0.07806,0.076184,0.077594,45309.92838726524,583935.97942193
1686096000000,2023-06-07 00:00:00,TRX/USD,0.078151,0.078906,0.076283,0.076732,349760.7494649455,4558212.34250307
1686009600000,2023-06-06 00:00:00,TRX/USD,0.078383,0.079216,0.077489,0.078254,571115.2884972744,7298224.86386989
1685923200000,2023-06-05 00:00:00,TRX/USD,0.081375,0.081963,0.077513,0.078373,178716.3708613205,2280330.86472791
1685836800000,2023-06-04 00:00:00,TRX/USD,0.081623,0.082739,0.08024,0.081536,170918.12120200714,2096228.91976559
1685750400000,2023-06-03 00:00:00,TRX/USD,0.082846,0.085668,0.08112,0.081844,343162.4479592139,4192884.60924703
1685664000000,2023-06-02 00:00:00,TRX/USD,0.074866,0.084169,0.074787,0.082727,609730.4677368435,7370392.58932203
1685577600000,2023-06-01 00:00:00,TRX/USD,0.075269,0.075444,0.074137,0.074728,435614.7789638395,5829338.11909645
