https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTC,Volume USD
1691884800,2023-08-13,LTC/USD,83.383,83.383,81.428,81.748,10.17630681,831.89272910388
1691798400,2023-08-12,LTC/USD,83.407,83.759,83.407,83.486,3.10820668,259.49174288648
1691712000,2023-08-11,LTC/USD,82.979,83.359,82.8,83.304,5.84537392,486.94302903168
1691625600,2023-08-10,LTC/USD,83.962,84.107,82.667,82.916,11.26838439,934.3293600812399
1691539200,2023-08-09,LTC/USD,84.082,84.316,83.415,84.038,13.38116417,1124.52627451846
1691452800,2023-08-08,LTC/USD,82.284,85.118,81.981,84.186,44.87449872,3777.80454924192
1691366400,2023-08-07,LTC/USD,82.375,83.704,80.255,82.385,44.29758509,3649.45654763965
1691280000,2023-08-06,LTC/USD,83.046,83.599,82.015,82.349,57.21151622,4711.31114920078
1691193600,2023-08-05,LTC/USD,82.035,82.944,81.502,82.944,15.753873,1306.689242112
1691107200,2023-08-04,LTC/USD,82.77,84.43,81.249,82.008,61.75724962,5064.58852683696
1691020800,2023-08-03,LTC/USD,87.461,88.01,81.576,82.744,568.00868556,46999.31067797664
1690934400,2023-08-02,LTC/USD,93.809,94.212,86.333,87.433,160.62509082,14043.93356566506
1690848000,2023-08-01,LTC/USD,92.428,94.086,89.347,93.703,441.61437927,41380.59218073681
1690761600,2023-07-31,LTC/USD,94.163,94.737,91.438,92.318,41.66961909,3846.8558951506197
1690675200,2023-07-30,LTC/USD,94.592,96.27,91.285,94.11,114.06999289,10735.1270308779
1690588800,2023-07-29,LTC/USD,91.322,94.968,90.985,94.562,32.8351823,3104.9605086526
1690502400,2023-07-28,LTC/USD,90.476,91.802,90.476,91.351,23.22481903,2121.61044320953
1690416000,2023-07-27,LTC/USD,90.685,91.678,89.818,90.364,20.22236942,1827.37419026888
1690329600,2023-07-26,LTC/USD,89.416,91.213,88.731,90.665,41.97720429,3805.8632269528507
1690243200,2023-07-25,LTC/USD,89.136,90.006,88.842,89.535,27.74781528,2484.4006410948
1690156800,2023-07-24,LTC/USD,93.088,93.088,87.743,89.026,135.25630248,12041.327584584478
1690070400,2023-07-23,LTC/USD,91.851,93.448,91.738,93.118,16.89332151,1573.0723123681798
1689984000,2023-07-22,LTC/USD,94.147,96.25,91.4,91.88,34.5099828,3170.7772196640003
1689897600,2023-07-21,LTC/USD,92.308,94.467,91.953,94.116,27.13192604,2553.54835118064
1689811200,2023-07-20,LTC/USD,92.068,95.379,91.74,92.421,76.41598423,7062.441678520831
1689724800,2023-07-19,LTC/USD,91.578,94.263,91.578,92.038,41.33631156,3804.51144335928
1689638400,2023-07-18,LTC/USD,92.218,92.788,89.723,91.5,49.74371694,4551.55010001
1689552000,2023-07-17,LTC/USD,92.937,93.426,89.629,92.189,74.23376234,6843.53631636226
1689465600,2023-07-16,LTC/USD,95.014,95.131,92.254,92.967,113.27715359,10531.03713780153
1689379200,2023-07-15,LTC/USD,94.929,95.643,94.5,94.906,52.56345425,4988.5871890505005
1689292800,2023-07-14,LTC/USD,101.896,103.433,92.95,94.837,233.52230262,22146.554613572942
1689206400,2023-07-13,LTC/USD,96.554,104.079,96.554,101.928,217.32084759,22151.07935315352
1689120000,2023-07-12,LTC/USD,97.015,97.65,95.136,96.444,23.06212013,2224.20311381772
1689033600,2023-07-11,LTC/USD,96.643,98.06,96.033,97.108,54.98750433,5339.72657047764
1688947200,2023-07-10,LTC/USD,95.346,97.721,92.708,96.56,184.1203135,17778.65747156
1688860800,2023-07-09,LTC/USD,97.824,98.084,95.157,95.502,52.82129894,5044.53969136788
1688774400,2023-07-08,LTC/USD,98.121,98.121,97.234,97.709,10.37750343,1013.9754826418701
1688688000,2023-07-07,LTC/USD,96.0,98.472,95.109,98.228,96.52338543,9481.29910401804
1688601600,2023-07-06,LTC/USD,102.668,105.681,96.0,96.0,181.34667406,17409.28070976
1688515200,2023-07-05,LTC/USD,105.169,106.199,99.787,102.785,79.42472632,8163.6704948012
1688428800,2023-07-04,LTC/USD,107.113,109.086,105.0,105.0,69.71232688,7319.794322400001
1688342400,2023-07-03,LTC/USD,113.18,114.791,105.979,106.986,90.53335883,9685.80192778638
1688256000,2023-07-02,LTC/USD,107.336,114.205,106.582,113.092,271.30632012,30682.574355011042
1688169600,2023-07-01,LTC/USD,108.231,112.564,104.901,107.527,200.93050911,21605.45485307097
1688083200,2023-06-30,LTC/USD,84.855,111.051,84.696,108.075,2205.10905551,238317.16117424326
1687996800,2023-06-29,LTC/USD,83.296,85.647,83.296,84.785,22.8401078,1936.4985398229999
1687910400,2023-06-28,LTC/USD,88.171,88.171,82.443,83.201,191.62142188,15943.09392183788
1687824000,2023-06-27,LTC/USD,87.199,89.294,87.199,88.207,40.14255815,3540.85462673705
1687737600,2023-06-26,LTC/USD,88.361,90.1,85.972,87.163,239.12139638,20842.53827266994
1687651200,2023-06-25,LTC/USD,89.591,90.305,87.056,88.324,113.44201093,10019.652173381319
1687564800,2023-06-24,LTC/USD,91.095,110.0,87.554,89.488,735.79068194,65844.43654544672
1687478400,2023-06-23,LTC/USD,86.059,92.61,85.895,91.199,272.10878792,24816.04934951608
1687392000,2023-06-22,LTC/USD,85.266,88.265,85.031,86.024,59.35077179,5105.59079246296
1687305600,2023-06-21,LTC/USD,80.08,86.778,80.08,85.275,96.06763615,8192.16767269125
1687219200,2023-06-20,LTC/USD,77.568,80.555,76.42,80.08,37.80512306,3027.4342546447997
1687132800,2023-06-19,LTC/USD,77.158,77.628,76.728,77.48,9.6593925,748.4097309
1687046400,2023-06-18,LTC/USD,77.157,78.294,76.536,77.066,34.16029997,2632.59767748802
