https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume FIL,Volume USDT,tradecount
1681862400000,2023-04-19,FILUSDT,6.262,6.305,5.555,5.696,9752936.34,57328417.25398,149718
1681776000000,2023-04-18,FILUSDT,6.119,6.313,6.025,6.261,4663640.9,28935673.12465,66727
1681689600000,2023-04-17,FILUSDT,6.338,6.369,6.024,6.119,5996865.5,37017461.47286,84720
1681603200000,2023-04-16,FILUSDT,6.296,6.388,6.192,6.339,5070569.58,31947166.27828,88174
1681516800000,2023-04-15,FILUSDT,6.223,6.436,6.066,6.296,7303099.95,45536110.69927,108541
1681430400000,2023-04-14,FILUSDT,6.077,6.33,5.93,6.223,8631369.62,53325679.30429,131496
1681344000000,2023-04-13,FILUSDT,5.964,6.142,5.906,6.077,4627985.34,27910289.78525,72860
1681257600000,2023-04-12,FILUSDT,6.11,6.127,5.801,5.963,7947580.22,47220782.1746,129833
1681171200000,2023-04-11,FILUSDT,6.171,6.18,5.95,6.109,8519495.29,51652022.7252,124263
1681084800000,2023-04-10,FILUSDT,5.747,6.24,5.662,6.172,7390030.86,44106060.10185,121325
1680998400000,2023-04-09,FILUSDT,5.766,5.891,5.618,5.749,4939436.35,28333529.71721,72565
1680912000000,2023-04-08,FILUSDT,5.788,5.95,5.736,5.766,6675649.34,38883952.59383,109344
1680825600000,2023-04-07,FILUSDT,5.601,6.016,5.504,5.789,8843174.54,51243155.877,148066
1680739200000,2023-04-06,FILUSDT,5.671,5.685,5.52,5.601,3436968.63,19200620.22536,59205
1680652800000,2023-04-05,FILUSDT,5.614,5.791,5.542,5.671,6590253.03,37434834.27273,95719
1680566400000,2023-04-04,FILUSDT,5.571,5.667,5.513,5.616,4360174.61,24423075.89465,83460
1680480000000,2023-04-03,FILUSDT,5.546,5.684,5.336,5.572,6483211.18,35816721.96111,125593
1680393600000,2023-04-02,FILUSDT,5.761,5.795,5.435,5.546,4361119.13,24513841.25562,81118
1680307200000,2023-04-01,FILUSDT,5.686,5.801,5.551,5.761,5068427.36,28905073.24888,88617
1680220800000,2023-03-31,FILUSDT,5.563,5.737,5.439,5.686,5725034.22,32021008.66728,97268
1680134400000,2023-03-30,FILUSDT,5.733,5.886,5.429,5.563,7124398.29,40117633.40229,134061
1680048000000,2023-03-29,FILUSDT,5.556,5.828,5.54,5.732,6540897.82,37433175.37024,116643
1679961600000,2023-03-28,FILUSDT,5.345,5.633,5.265,5.555,5840062.52,31625735.40169,109964
1679875200000,2023-03-27,FILUSDT,5.681,5.7,5.199,5.344,7010858.59,37932745.70871,126704
1679788800000,2023-03-26,FILUSDT,5.378,5.745,5.351,5.681,4560386.24,25360720.46478,87843
1679702400000,2023-03-25,FILUSDT,5.554,5.628,5.255,5.378,5732394.01,31424196.7696,106561
1679616000000,2023-03-24,FILUSDT,5.924,6.06,5.443,5.554,10831132.88,62413581.4046,199642
1679529600000,2023-03-23,FILUSDT,5.649,5.972,5.608,5.925,7736964.07,44751912.63699,156116
1679443200000,2023-03-22,FILUSDT,5.924,5.979,5.308,5.651,13939358.47,79769372.53308,269605
1679356800000,2023-03-21,FILUSDT,5.719,6.093,5.611,5.923,11385930.48,66611777.49021,207727
1679270400000,2023-03-20,FILUSDT,6.281,6.454,5.656,5.72,14317737.14,86645420.6902,274710
1679184000000,2023-03-19,FILUSDT,5.875,6.52,5.85,6.281,10726790.57,65427549.5103,204489
1679097600000,2023-03-18,FILUSDT,6.389,6.555,5.824,5.874,14729227.96,92111696.89047,252630
1679011200000,2023-03-17,FILUSDT,5.804,6.485,5.7,6.39,18362358.25,111095507.01299,299355
1678924800000,2023-03-16,FILUSDT,5.596,5.93,5.503,5.804,17795138.33,101773851.56553,328244
1678838400000,2023-03-15,FILUSDT,6.752,7.043,5.328,5.595,31566715.18,191626489.54343,598409
1678752000000,2023-03-14,FILUSDT,6.377,7.583,6.126,6.751,26282981.43,177946982.78888,478474
1678665600000,2023-03-13,FILUSDT,5.713,6.584,5.596,6.376,33496210.15,202322355.05926,583207
1678579200000,2023-03-12,FILUSDT,4.951,5.77,4.804,5.714,13776947.63,70836103.19762,223822
1678492800000,2023-03-11,FILUSDT,5.314,5.512,4.654,4.95,18588316.41,92083116.16539,280196
1678406400000,2023-03-10,FILUSDT,5.51,5.528,5.103,5.313,14831813.59,78699812.77498,251446
1678320000000,2023-03-09,FILUSDT,5.781,6.2,5.284,5.509,16702539.55,97157614.89191,298299
1678233600000,2023-03-08,FILUSDT,5.973,6.106,5.597,5.782,8685413.12,50627514.71511,157904
1678147200000,2023-03-07,FILUSDT,6.098,6.197,5.764,5.969,8253372.68,49297359.62753,149070
1678060800000,2023-03-06,FILUSDT,6.138,6.245,6.005,6.098,5514872.8,33782372.67397,114629
1677974400000,2023-03-05,FILUSDT,5.916,6.281,5.876,6.139,7033919.63,43247141.82894,149461
1677888000000,2023-03-04,FILUSDT,6.26,6.325,5.684,5.915,6310103.1,38154637.31875,132526
1677801600000,2023-03-03,FILUSDT,6.905,6.975,5.925,6.259,14201717.09,89113288.45739,231105
1677715200000,2023-03-02,FILUSDT,7.251,7.365,6.642,6.905,8599511.62,59406390.2899,179045
1677628800000,2023-03-01,FILUSDT,6.484,7.296,6.408,7.251,13169882.19,91457642.21202,268414
1677542400000,2023-02-28,FILUSDT,6.853,6.881,6.309,6.484,7950118.57,52705822.02322,153524
1677456000000,2023-02-27,FILUSDT,6.905,7.274,6.668,6.851,8732600.21,60089171.58344,184203
1677369600000,2023-02-26,FILUSDT,6.709,7.0,6.637,6.906,8533404.12,57944843.67597,183213
1677283200000,2023-02-25,FILUSDT,6.852,6.997,6.35,6.706,13216949.99,89245479.48195,271832
1677196800000,2023-02-24,FILUSDT,7.847,8.052,6.605,6.853,20489714.28,151483296.93245,425829
1677110400000,2023-02-23,FILUSDT,8.029,8.276,7.625,7.846,15135969.55,120573218.63417,297890
1677024000000,2023-02-22,FILUSDT,8.184,9.183,7.513,8.031,38632546.13,323158430.30417,655922
1676937600000,2023-02-21,FILUSDT,8.529,8.686,7.67,8.182,20341748.1,165741180.02468,351313
1676851200000,2023-02-20,FILUSDT,8.467,8.719,8.066,8.526,25086242.33,212038233.42789,425859
1676764800000,2023-02-19,FILUSDT,7.52,9.5,7.52,8.466,48692958.43,420337013.50073,858987
1676678400000,2023-02-18,FILUSDT,7.599,7.979,7.186,7.52,25407230.11,191467803.84955,463610
1676592000000,2023-02-17,FILUSDT,5.404,7.9,5.397,7.609,48200213.76,335214074.39844,808691
1676505600000,2023-02-16,FILUSDT,5.482,6.0,5.351,5.403,12388250.64,69953345.09903,209323
1676419200000,2023-02-15,FILUSDT,5.091,5.496,5.005,5.483,6367931.42,33373704.07725,111045
1676332800000,2023-02-14,FILUSDT,4.868,5.104,4.75,5.091,4732835.51,23347099.99627,88811
1676246400000,2023-02-13,FILUSDT,4.919,4.967,4.684,4.867,4878274.92,23521754.47376,80907
1676160000000,2023-02-12,FILUSDT,5.103,5.157,4.85,4.919,3705643.63,18645520.34059,63200
1676073600000,2023-02-11,FILUSDT,4.847,5.121,4.836,5.102,5809550.82,29200165.83168,94172
1675987200000,2023-02-10,FILUSDT,4.79,5.009,4.718,4.848,7554898.11,36806441.81785,123051
1675900800000,2023-02-09,FILUSDT,5.445,5.519,4.61,4.789,8119066.38,41417489.2324,140303
1675814400000,2023-02-08,FILUSDT,5.537,5.718,5.258,5.442,9590936.38,53019821.13947,140125
1675728000000,2023-02-07,FILUSDT,5.126,5.565,5.118,5.537,6702156.38,35961137.00354,109043
1675641600000,2023-02-06,FILUSDT,5.3,5.427,5.072,5.125,5494492.53,28946616.13008,89912
1675555200000,2023-02-05,FILUSDT,5.521,5.55,5.16,5.299,6156378.87,32879580.05176,100792
1675468800000,2023-02-04,FILUSDT,5.675,5.725,5.48,5.521,4167757.78,23375900.85807,70972
1675382400000,2023-02-03,FILUSDT,5.476,5.791,5.411,5.675,7387094.44,41182701.73146,127347
1675296000000,2023-02-02,FILUSDT,5.686,5.87,5.443,5.473,12874190.74,73062352.93238,183332
1675209600000,2023-02-01,FILUSDT,5.229,5.797,5.042,5.687,9650872.34,51920590.11296,174405
1675123200000,2023-01-31,FILUSDT,5.097,5.44,5.004,5.229,5402256.35,28032321.65223,89147
1675036800000,2023-01-30,FILUSDT,5.478,5.531,4.85,5.098,6244352.46,32433939.38804,107501
1674950400000,2023-01-29,FILUSDT,5.272,5.568,5.254,5.477,5184878.51,28058164.9765,85469
1674864000000,2023-01-28,FILUSDT,5.39,5.614,5.156,5.274,5877074.07,31628096.09463,94202
1674777600000,2023-01-27,FILUSDT,5.433,5.485,5.177,5.391,4758740.04,25392797.47953,85305
1674691200000,2023-01-26,FILUSDT,5.451,5.664,5.171,5.433,7983357.84,43159909.71397,135519
1674604800000,2023-01-25,FILUSDT,4.995,5.7,4.808,5.45,10232718.98,54140536.76054,183261
1674518400000,2023-01-24,FILUSDT,5.422,5.556,4.846,4.994,7465263.53,39527031.1922,119284
1674432000000,2023-01-23,FILUSDT,5.424,5.776,5.153,5.422,13346272.08,72846219.61167,197311
1674345600000,2023-01-22,FILUSDT,4.951,5.788,4.9,5.427,13549475.74,72295226.10093,223690
1674259200000,2023-01-21,FILUSDT,4.742,5.199,4.685,4.95,11658933.38,57721804.56159,155606
1674172800000,2023-01-20,FILUSDT,4.404,4.783,4.336,4.741,4978970.3,22455785.62608,77321
1674086400000,2023-01-19,FILUSDT,4.253,4.436,4.246,4.404,3714514.39,16183357.90036,66278
1674000000000,2023-01-18,FILUSDT,4.627,4.74,4.211,4.252,7195617.58,32574476.81914,117584
1673913600000,2023-01-17,FILUSDT,4.571,4.89,4.43,4.626,7241242.2,33949048.15682,120746
1673827200000,2023-01-16,FILUSDT,4.7,4.86,4.415,4.57,9266421.05,43015729.4169,134631
1673740800000,2023-01-15,FILUSDT,4.805,4.99,4.452,4.699,16216645.18,76082438.6527,232805
1673654400000,2023-01-14,FILUSDT,4.018,4.87,3.953,4.804,18312585.31,79030686.72857,273450
1673568000000,2023-01-13,FILUSDT,3.852,4.111,3.737,4.018,9448750.45,36439413.31267,99902
1673481600000,2023-01-12,FILUSDT,3.733,3.876,3.6,3.852,9736116.56,36685205.73283,99867
1673395200000,2023-01-11,FILUSDT,3.758,3.782,3.534,3.732,7933696.74,29043330.91355,77577
1673308800000,2023-01-10,FILUSDT,3.774,3.862,3.652,3.757,6856622.59,25663638.58225,77643
1673222400000,2023-01-09,FILUSDT,3.446,3.95,3.432,3.774,12472653.86,46260570.20448,145536
1673136000000,2023-01-08,FILUSDT,3.3,3.464,3.272,3.447,5269297.26,17798292.40656,48583
1673049600000,2023-01-07,FILUSDT,3.34,3.4,3.277,3.299,3420635.05,11423113.7624,27572
1672963200000,2023-01-06,FILUSDT,3.287,3.356,3.203,3.339,4335969.32,14258095.31225,39399
1672876800000,2023-01-05,FILUSDT,3.356,3.362,3.225,3.287,3988585.31,13139202.66433,37510
1672790400000,2023-01-04,FILUSDT,3.092,3.528,3.087,3.357,10030313.69,33188792.96077,83324
1672704000000,2023-01-03,FILUSDT,3.152,3.196,3.027,3.091,4271044.93,13337959.66289,39596
1672617600000,2023-01-02,FILUSDT,3.109,3.221,3.033,3.151,4409729.66,13837036.27214,37569
1672531200000,2023-01-01,FILUSDT,3.009,3.15,2.992,3.108,2700516.95,8311252.80644,27913
1672444800000,2022-12-31,FILUSDT,2.98,3.119,2.961,3.01,2809047.86,8505793.80188,26727
1672358400000,2022-12-30,FILUSDT,2.977,2.996,2.917,2.98,2100979.04,6228079.76995,28404
1672272000000,2022-12-29,FILUSDT,2.994,3.043,2.918,2.977,3365159.11,10069095.24008,36166
1672185600000,2022-12-28,FILUSDT,3.071,3.1,2.907,2.992,5368082.05,16066697.04892,50615
1672099200000,2022-12-27,FILUSDT,3.003,3.32,2.956,3.071,9791010.9,30621423.48077,86410
1672012800000,2022-12-26,FILUSDT,2.963,3.007,2.943,3.002,2270089.6,6751650.92055,20973
1671926400000,2022-12-25,FILUSDT,2.933,2.97,2.897,2.964,1977682.06,5804518.67021,19925
1671840000000,2022-12-24,FILUSDT,2.967,2.991,2.919,2.933,1451673.23,4296149.89798,14572
1671753600000,2022-12-23,FILUSDT,2.995,3.041,2.946,2.967,2768590.29,8272307.60289,26576
1671667200000,2022-12-22,FILUSDT,2.977,3.008,2.888,2.995,3905948.16,11535332.00376,39998
1671580800000,2022-12-21,FILUSDT,2.974,3.007,2.88,2.979,4951572.25,14519110.49357,42699
1671494400000,2022-12-20,FILUSDT,2.813,3.118,2.802,2.975,8289928.58,24700027.06153,75170
1671408000000,2022-12-19,FILUSDT,3.047,3.109,2.68,2.815,8303874.89,24521283.31856,79163
1671321600000,2022-12-18,FILUSDT,3.196,3.206,3.023,3.046,5799881.19,18057257.657,54987
1671235200000,2022-12-17,FILUSDT,3.018,3.386,2.857,3.196,20407478.18,62487229.50281,187373
1671148800000,2022-12-16,FILUSDT,4.152,4.184,2.419,3.018,27769530.55,91103600.13326,217947
1671062400000,2022-12-15,FILUSDT,4.227,4.243,4.097,4.152,5453907.07,22717975.91235,47007
1670976000000,2022-12-14,FILUSDT,4.32,4.374,4.18,4.227,4824328.2,20771554.63911,50767
1670889600000,2022-12-13,FILUSDT,4.26,4.37,4.11,4.32,2902547.33,12364974.0761,25890
1670803200000,2022-12-12,FILUSDT,4.28,4.29,4.17,4.25,2181598.24,9238933.7677,17954
1670716800000,2022-12-11,FILUSDT,4.38,4.42,4.24,4.28,1063927.73,4637521.0465,9936
1670630400000,2022-12-10,FILUSDT,4.44,4.45,4.36,4.38,889329.58,3912619.3459,8623
1670544000000,2022-12-09,FILUSDT,4.4,4.47,4.38,4.44,1966711.29,8714064.0555,14074
1670457600000,2022-12-08,FILUSDT,4.34,4.44,4.3,4.4,1911133.52,8363459.236,15397
1670371200000,2022-12-07,FILUSDT,4.6,4.6,4.19,4.35,2978626.78,13077340.2898,25774
1670284800000,2022-12-06,FILUSDT,4.52,4.63,4.49,4.59,2612142.31,11878446.4291,19626
1670198400000,2022-12-05,FILUSDT,4.58,4.62,4.46,4.52,2931216.23,13370933.091,21879
1670112000000,2022-12-04,FILUSDT,4.42,4.6,4.42,4.58,1621764.64,7312104.2539,14577
1670025600000,2022-12-03,FILUSDT,4.65,4.69,4.38,4.42,2564050.56,11630794.0807,22904
1669939200000,2022-12-02,FILUSDT,4.39,4.71,4.34,4.64,5311164.77,24197819.267,43078
1669852800000,2022-12-01,FILUSDT,4.42,4.48,4.35,4.39,2771045.71,12166168.9628,23331
1669766400000,2022-11-30,FILUSDT,4.35,4.51,4.23,4.42,4057278.66,17810117.1498,31404
1669680000000,2022-11-29,FILUSDT,4.25,4.41,4.21,4.35,3665157.93,15895373.7964,25232
1669593600000,2022-11-28,FILUSDT,4.35,4.39,4.13,4.25,3927160.78,16606168.4974,31778
1669507200000,2022-11-27,FILUSDT,4.3,4.52,4.29,4.35,5384090.44,23844893.4365,34752
1669420800000,2022-11-26,FILUSDT,4.3,4.41,4.27,4.3,2374212.49,10292202.4376,19157
1669334400000,2022-11-25,FILUSDT,4.4,4.4,4.25,4.29,2750452.38,11825194.2366,20751
1669248000000,2022-11-24,FILUSDT,4.44,4.46,4.34,4.39,2743277.88,12075301.6802,20401
1669161600000,2022-11-23,FILUSDT,4.32,4.49,4.29,4.45,3964459.6,17439372.1753,28517
1669075200000,2022-11-22,FILUSDT,4.17,4.36,4.09,4.32,3896773.77,16420323.2501,29861
1668988800000,2022-11-21,FILUSDT,4.17,4.23,4.04,4.17,3876261.13,16043755.7926,31211
1668902400000,2022-11-20,FILUSDT,4.39,4.47,4.1,4.16,3363463.43,14512753.598,32868
1668816000000,2022-11-19,FILUSDT,4.34,4.43,4.25,4.38,2137590.2,9283280.0073,17343
1668729600000,2022-11-18,FILUSDT,4.31,4.42,4.28,4.34,2023215.76,8810015.8542,17500
1668643200000,2022-11-17,FILUSDT,4.33,4.4,4.22,4.31,2367004.21,10200714.5315,21409
1668556800000,2022-11-16,FILUSDT,4.39,4.55,4.26,4.33,3901111.51,17169206.7118,35542
1668470400000,2022-11-15,FILUSDT,4.33,4.51,4.27,4.4,3003100.37,13186992.0983,29585
1668384000000,2022-11-14,FILUSDT,4.28,4.41,4.08,4.33,5128034.97,21812351.6621,52609
1668297600000,2022-11-13,FILUSDT,4.27,4.45,4.21,4.29,4164826.85,17978685.4085,43176
1668211200000,2022-11-12,FILUSDT,4.48,4.5,4.22,4.27,2836955.93,12302078.1625,33570
1668124800000,2022-11-11,FILUSDT,4.63,4.68,4.2,4.47,5810216.11,25986760.1709,54999
1668038400000,2022-11-10,FILUSDT,4.14,4.79,4.08,4.63,10748733.61,48199579.7877,107643
1667952000000,2022-11-09,FILUSDT,4.78,4.88,4.0,4.14,11801644.22,53000124.8268,132373
1667865600000,2022-11-08,FILUSDT,5.73,5.86,4.23,4.79,12120955.51,61994138.6988,144600
1667779200000,2022-11-07,FILUSDT,5.83,5.95,5.6,5.73,5210565.64,30100780.7231,55670
1667692800000,2022-11-06,FILUSDT,6.16,6.4,5.77,5.83,6034571.07,37032745.3738,68420
1667606400000,2022-11-05,FILUSDT,6.15,6.56,6.01,6.16,6868297.38,42739756.3026,77138
1667520000000,2022-11-04,FILUSDT,5.79,6.3,5.74,6.15,8468565.8,50753390.1774,98151
1667433600000,2022-11-03,FILUSDT,5.23,6.25,5.21,5.78,14961938.64,88060195.0246,159779
1667347200000,2022-11-02,FILUSDT,5.36,5.44,5.09,5.22,3480250.71,18394364.5103,38695
1667260800000,2022-11-01,FILUSDT,5.42,5.51,5.32,5.37,3221613.95,17469690.1041,29138
1667174400000,2022-10-31,FILUSDT,5.38,5.52,5.29,5.42,3375342.94,18250854.1039,32661
1667088000000,2022-10-30,FILUSDT,5.72,5.76,5.28,5.38,5218019.97,29151646.3655,48582
1667001600000,2022-10-29,FILUSDT,5.37,5.9,5.34,5.72,7323071.11,40780809.3098,72251
1666915200000,2022-10-28,FILUSDT,5.23,5.48,5.12,5.36,4424731.32,23309281.1986,35477
1666828800000,2022-10-27,FILUSDT,5.26,5.5,5.21,5.23,4446700.56,23692154.631,40209
1666742400000,2022-10-26,FILUSDT,5.18,5.37,5.17,5.25,3507573.86,18523402.1304,34389
1666656000000,2022-10-25,FILUSDT,4.95,5.32,4.91,5.17,3056032.15,15599502.2917,31829
1666569600000,2022-10-24,FILUSDT,5.12,5.15,4.91,4.94,1963409.31,9831181.528,18752
1666483200000,2022-10-23,FILUSDT,4.96,5.17,4.94,5.11,2675794.42,13509676.7714,25264
1666396800000,2022-10-22,FILUSDT,4.96,5.0,4.9,4.96,1128173.45,5577559.6617,12344
1666310400000,2022-10-21,FILUSDT,4.94,5.0,4.8,4.95,2150448.1,10554222.3841,21627
1666224000000,2022-10-20,FILUSDT,4.98,5.09,4.9,4.94,1717628.17,8590561.5477,15914
1666137600000,2022-10-19,FILUSDT,5.13,5.15,4.91,4.98,1877753.03,9503963.8516,17632
1666051200000,2022-10-18,FILUSDT,5.26,5.28,5.05,5.13,2181067.6,11260149.1111,21192
1665964800000,2022-10-17,FILUSDT,5.16,5.28,5.09,5.25,2984384.74,15477936.5519,21465
1665878400000,2022-10-16,FILUSDT,5.19,5.29,5.09,5.15,1991408.21,10329159.8328,21040
1665792000000,2022-10-15,FILUSDT,5.06,5.29,4.97,5.2,2563130.1,13213960.2627,29785
1665705600000,2022-10-14,FILUSDT,5.14,5.32,5.0,5.07,3223054.61,16681383.7019,31907
1665619200000,2022-10-13,FILUSDT,5.15,5.18,4.72,5.14,4283437.66,21150813.9639,46583
1665532800000,2022-10-12,FILUSDT,5.14,5.23,5.1,5.14,1485619.99,7673892.2174,14907
1665446400000,2022-10-11,FILUSDT,5.15,5.23,4.98,5.14,1995827.77,10226908.6284,25897
1665360000000,2022-10-10,FILUSDT,5.43,5.49,5.1,5.16,1910332.81,10112493.5671,22588
1665273600000,2022-10-09,FILUSDT,5.4,5.48,5.38,5.43,840201.75,4553797.5837,11075
1665187200000,2022-10-08,FILUSDT,5.47,5.51,5.35,5.39,930359.56,5072386.2932,11884
1665100800000,2022-10-07,FILUSDT,5.49,5.53,5.39,5.48,1348183.87,7366583.0244,16390
1665014400000,2022-10-06,FILUSDT,5.59,5.65,5.46,5.48,2294253.11,12795008.914,21899
1664928000000,2022-10-05,FILUSDT,5.6,5.66,5.43,5.58,2049096.75,11382549.1522,22472
1664841600000,2022-10-04,FILUSDT,5.52,5.66,5.48,5.6,2459941.06,13678373.5298,26270
1664755200000,2022-10-03,FILUSDT,5.38,5.55,5.28,5.52,1858159.82,10144040.9921,22348
1664668800000,2022-10-02,FILUSDT,5.52,5.57,5.33,5.37,2622589.01,14336768.1656,29973
1664582400000,2022-10-01,FILUSDT,5.68,5.7,5.46,5.52,1792042.21,10023021.322,21929
1664496000000,2022-09-30,FILUSDT,5.78,5.84,5.6,5.69,3018804.46,17279805.2278,34657
1664409600000,2022-09-29,FILUSDT,5.85,5.95,5.66,5.79,2780534.73,16070740.7737,33660
1664323200000,2022-09-28,FILUSDT,5.73,6.06,5.55,5.85,4104281.78,23660288.9124,45858
1664236800000,2022-09-27,FILUSDT,5.7,6.16,5.59,5.73,6748398.56,39728841.2158,69055
1664150400000,2022-09-26,FILUSDT,5.71,5.81,5.51,5.7,3720096.49,21043799.3779,39066
1664064000000,2022-09-25,FILUSDT,5.57,5.91,5.51,5.71,3905534.87,22254741.6284,42044
1663977600000,2022-09-24,FILUSDT,5.69,5.8,5.5,5.57,3465959.85,19755934.2985,34426
1663891200000,2022-09-23,FILUSDT,5.52,5.83,5.32,5.69,4666443.33,25953158.1513,46479
1663804800000,2022-09-22,FILUSDT,5.24,5.57,5.23,5.52,4058894.63,22013079.3015,40575
1663718400000,2022-09-21,FILUSDT,5.32,5.63,5.1,5.24,5692990.31,30313140.4605,53784
1663632000000,2022-09-20,FILUSDT,5.48,5.52,5.26,5.32,3140581.73,16909588.5687,29810
1663545600000,2022-09-19,FILUSDT,5.26,5.53,5.14,5.48,5012314.2,26691770.7642,47417
1663459200000,2022-09-18,FILUSDT,5.91,5.92,5.12,5.26,4522074.36,25025457.5678,56151
1663372800000,2022-09-17,FILUSDT,5.83,5.96,5.79,5.91,1916908.72,11250241.4419,22693
1663286400000,2022-09-16,FILUSDT,5.73,5.86,5.64,5.82,2798783.1,16062975.8207,32435
1663200000000,2022-09-15,FILUSDT,5.96,5.98,5.63,5.72,4066814.16,23660032.1287,44716
1663113600000,2022-09-14,FILUSDT,5.87,6.02,5.74,5.96,3567571.67,21020184.7632,40477
1663027200000,2022-09-13,FILUSDT,6.55,6.56,5.8,5.86,7415419.6,45810587.4143,84207
1662940800000,2022-09-12,FILUSDT,6.41,6.79,6.32,6.55,6465526.02,42222172.6639,81240
1662854400000,2022-09-11,FILUSDT,6.36,6.99,6.16,6.41,6429397.96,42216936.0069,79302
1662768000000,2022-09-10,FILUSDT,6.38,6.56,6.21,6.36,4654919.21,29513592.3965,60550
1662681600000,2022-09-09,FILUSDT,5.87,6.49,5.86,6.38,7716456.81,48135862.1289,81618
1662595200000,2022-09-08,FILUSDT,5.85,5.96,5.7,5.87,3610799.21,21010558.3238,40720
1662508800000,2022-09-07,FILUSDT,5.59,5.95,5.52,5.85,3636111.03,20864762.8557,42458
1662422400000,2022-09-06,FILUSDT,6.15,6.3,5.52,5.6,5990697.38,35563922.8606,73405
1662336000000,2022-09-05,FILUSDT,6.27,6.34,5.92,6.14,3891589.32,23638253.8797,44162
1662249600000,2022-09-04,FILUSDT,6.51,6.65,6.13,6.27,3734283.9,23520872.5186,48000
1662163200000,2022-09-03,FILUSDT,5.83,6.8,5.79,6.51,9936669.76,63523965.4192,147368
1662076800000,2022-09-02,FILUSDT,5.78,5.99,5.69,5.83,3294057.34,19191343.5729,62652
1661990400000,2022-09-01,FILUSDT,5.75,5.81,5.59,5.78,2467712.13,14111694.7367,35610
1661904000000,2022-08-31,FILUSDT,5.72,5.89,5.67,5.75,2431904.93,14103441.4751,32445
1661817600000,2022-08-30,FILUSDT,6.01,6.11,5.57,5.72,3915660.29,22891348.8472,45736
1661731200000,2022-08-29,FILUSDT,5.64,6.06,5.52,6.01,3490929.79,20215631.8452,40230
1661644800000,2022-08-28,FILUSDT,5.83,5.89,5.59,5.63,2566948.14,14830446.6262,32614
1661558400000,2022-08-27,FILUSDT,5.67,5.87,5.58,5.83,3482726.91,19937089.3894,42720
1661472000000,2022-08-26,FILUSDT,6.35,6.36,5.56,5.66,7018802.97,42429520.7005,76786
1661385600000,2022-08-25,FILUSDT,6.27,6.49,6.26,6.36,3464454.2,22117832.5663,38116
1661299200000,2022-08-24,FILUSDT,6.38,6.6,6.17,6.28,4816804.66,30568608.7105,50915
1661212800000,2022-08-23,FILUSDT,6.33,6.45,6.12,6.38,3612176.08,22841426.9288,40098
1661126400000,2022-08-22,FILUSDT,6.41,6.43,6.03,6.33,3913817.59,24254220.2156,43417
1661040000000,2022-08-21,FILUSDT,6.25,6.58,6.21,6.41,3816782.28,24379985.4859,47437
1660953600000,2022-08-20,FILUSDT,6.47,6.72,6.05,6.24,5969010.4,38346659.0651,80054
1660867200000,2022-08-19,FILUSDT,7.48,7.57,6.35,6.46,12849385.57,88217616.6215,176186
1660780800000,2022-08-18,FILUSDT,8.19,8.3,6.6,7.48,6299631.96,48920376.391,111776
1660694400000,2022-08-17,FILUSDT,8.42,8.9,7.96,8.19,7441533.75,62729529.3317,116564
1660608000000,2022-08-16,FILUSDT,8.41,8.84,8.14,8.42,7414987.93,62854377.0514,130990
1660521600000,2022-08-15,FILUSDT,8.23,8.59,8.0,8.42,4993394.44,41195920.6407,77056
1660435200000,2022-08-14,FILUSDT,8.37,8.79,7.96,8.23,5738273.53,48159451.129,84601
1660348800000,2022-08-13,FILUSDT,8.76,8.88,8.24,8.37,4897021.5,42108613.9735,104853
1660262400000,2022-08-12,FILUSDT,8.34,8.81,8.16,8.76,5754911.71,49258707.9298,107552
1660176000000,2022-08-11,FILUSDT,8.29,9.02,8.22,8.34,9214548.47,79764641.3306,109128
1660089600000,2022-08-10,FILUSDT,8.05,8.53,7.71,8.3,8915368.38,73111837.6743,108495
1660003200000,2022-08-09,FILUSDT,8.72,8.84,7.82,8.04,10275836.71,85518344.1002,134958
1659916800000,2022-08-08,FILUSDT,8.79,9.4,8.5,8.72,8614025.43,77978067.8968,124691
1659830400000,2022-08-07,FILUSDT,9.45,9.45,8.65,8.8,8914688.02,79241439.6367,149003
1659744000000,2022-08-06,FILUSDT,8.33,9.53,8.16,9.45,16113129.81,146961672.0966,252432
1659657600000,2022-08-05,FILUSDT,8.08,8.42,8.04,8.34,6655229.23,54839044.4016,89695
1659571200000,2022-08-04,FILUSDT,8.08,8.63,7.86,8.09,8578210.41,70582932.0195,121427
1659484800000,2022-08-03,FILUSDT,8.2,8.76,7.91,8.08,12410810.92,103219862.7219,167783
1659398400000,2022-08-02,FILUSDT,8.79,8.88,7.67,8.19,22505326.17,184949198.1952,316027
1659312000000,2022-08-01,FILUSDT,9.77,11.39,8.34,8.79,32433806.27,315114204.2469,494002
1659225600000,2022-07-31,FILUSDT,8.04,10.72,7.92,9.77,39101511.11,365063533.6208,557031
1659139200000,2022-07-30,FILUSDT,5.97,8.89,5.95,8.03,37431139.81,287573141.1136,496470
1659052800000,2022-07-29,FILUSDT,5.92,6.23,5.77,5.97,7104576.78,42476548.8159,76173
1658966400000,2022-07-28,FILUSDT,5.66,6.06,5.55,5.93,5788516.84,33392017.777,64407
1658880000000,2022-07-27,FILUSDT,5.32,5.66,5.22,5.66,3399743.27,18351627.0781,38339
1658793600000,2022-07-26,FILUSDT,5.24,5.44,5.1,5.32,4120442.13,21442634.9202,44399
