https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume ADA,Volume USDT,tradecount
1659312000000,2022-08-01,ADAUSDT,0.5161,0.5262,0.5007,0.5124,158798003.7,81478272.91282,174209
1659225600000,2022-07-31,ADAUSDT,0.5263,0.5443,0.5125,0.5161,174783511.5,92491106.76508,199465
1659139200000,2022-07-30,ADAUSDT,0.5219,0.556,0.509,0.5263,271896568.2,144247588.63467,306837
1659052800000,2022-07-29,ADAUSDT,0.5131,0.5454,0.5064,0.5218,320668702.7,168837048.55654,391235
1658966400000,2022-07-28,ADAUSDT,0.5112,0.5242,0.4885,0.513,306444781.5,155541635.45628,319326
1658880000000,2022-07-27,ADAUSDT,0.4678,0.5122,0.4588,0.5111,290166822.0,140072070.82494,311114
1658793600000,2022-07-26,ADAUSDT,0.4752,0.4774,0.451,0.4677,213068947.5,98785176.07476,205216
1658707200000,2022-07-25,ADAUSDT,0.512,0.5154,0.4741,0.4752,200850290.9,98894494.41509,218306
1658620800000,2022-07-24,ADAUSDT,0.5171,0.5368,0.5095,0.512,233306136.5,121580637.36585,271496
1658534400000,2022-07-23,ADAUSDT,0.4827,0.5186,0.473,0.517,199660186.4,98131475.97387,207295
1658448000000,2022-07-22,ADAUSDT,0.4994,0.5114,0.477,0.4828,200329666.4,99432126.04535,196336
1658361600000,2022-07-21,ADAUSDT,0.491,0.5023,0.4756,0.4993,261898181.1,127916182.75465,247529
1658275200000,2022-07-20,ADAUSDT,0.5152,0.5487,0.4868,0.491,389779718.7,202518393.71977,408063
1658188800000,2022-07-19,ADAUSDT,0.4904,0.526,0.4733,0.5152,386358308.6,192345105.51031,391077
1658102400000,2022-07-18,ADAUSDT,0.4478,0.4998,0.4457,0.4904,383712607.4,184055804.57396,353973
1658016000000,2022-07-17,ADAUSDT,0.4578,0.466,0.4421,0.4478,153582187.8,69559410.06062,137153
1657929600000,2022-07-16,ADAUSDT,0.4421,0.4591,0.4316,0.4578,147996093.0,66098071.70082,132608
1657843200000,2022-07-15,ADAUSDT,0.4417,0.4536,0.4326,0.4421,187707381.7,82956659.08532,149271
1657756800000,2022-07-14,ADAUSDT,0.4383,0.4465,0.417,0.4416,208166850.3,89817605.08748,161281
1657670400000,2022-07-13,ADAUSDT,0.4171,0.4422,0.4023,0.4383,265120837.4,111631781.47776,219814
1657584000000,2022-07-12,ADAUSDT,0.4347,0.4425,0.4156,0.4171,139595801.6,60188310.95787,132808
1657497600000,2022-07-11,ADAUSDT,0.4625,0.4628,0.4316,0.4347,162045832.1,72500824.71716,165486
1657411200000,2022-07-10,ADAUSDT,0.4781,0.4798,0.4552,0.4624,115262368.1,53751291.74261,109497
1657324800000,2022-07-09,ADAUSDT,0.4661,0.4849,0.4653,0.478,100774030.7,48163760.13868,116114
1657238400000,2022-07-08,ADAUSDT,0.4775,0.493,0.46,0.4661,170807637.3,80808813.22228,180769
1657152000000,2022-07-07,ADAUSDT,0.4623,0.4827,0.4609,0.4776,142206515.1,66929708.46981,131996
1657065600000,2022-07-06,ADAUSDT,0.4571,0.4656,0.447,0.4623,139221841.0,63728969.98517,126851
1656979200000,2022-07-05,ADAUSDT,0.4695,0.4717,0.4447,0.4571,171538047.7,78479359.61598,159310
1656892800000,2022-07-04,ADAUSDT,0.456,0.4765,0.4445,0.4695,196991430.2,90547253.01091,184438
1656806400000,2022-07-03,ADAUSDT,0.4558,0.46,0.4436,0.4561,90832805.9,41041921.16475,92146
1656720000000,2022-07-02,ADAUSDT,0.4487,0.4617,0.4408,0.4559,109165380.7,49191448.48722,103433
1656633600000,2022-07-01,ADAUSDT,0.4599,0.475,0.4427,0.4487,182788187.1,83081567.6807,182713
1656547200000,2022-06-30,ADAUSDT,0.4662,0.4677,0.4352,0.4599,212174584.9,95075676.72616,216004
1656460800000,2022-06-29,ADAUSDT,0.4693,0.4772,0.4588,0.4662,166130162.2,77773512.88053,171783
1656374400000,2022-06-28,ADAUSDT,0.4855,0.4975,0.4671,0.4694,163559982.8,78948406.06234,186022
1656288000000,2022-06-27,ADAUSDT,0.4899,0.5088,0.4756,0.4856,157303921.4,77606254.36506,179939
1656201600000,2022-06-26,ADAUSDT,0.4985,0.526,0.4885,0.4899,211856675.9,107772457.29959,249977
1656115200000,2022-06-25,ADAUSDT,0.4982,0.5078,0.4783,0.4984,142417111.7,70381037.05771,168307
1656028800000,2022-06-24,ADAUSDT,0.48,0.5097,0.4762,0.4981,241562561.8,119934896.12403,274333
1655942400000,2022-06-23,ADAUSDT,0.4594,0.4831,0.4563,0.48,160787911.2,75878540.6978,175347
1655856000000,2022-06-22,ADAUSDT,0.4813,0.4815,0.4559,0.4594,203592970.7,95339778.91015,235107
1655769600000,2022-06-21,ADAUSDT,0.4915,0.5114,0.4751,0.4813,269304587.0,133582879.8169,336782
1655683200000,2022-06-20,ADAUSDT,0.4849,0.5088,0.4613,0.4915,309797825.1,150592838.51178,373869
1655596800000,2022-06-19,ADAUSDT,0.4548,0.49,0.4359,0.4848,304390171.7,140851798.29959,352806
1655510400000,2022-06-18,ADAUSDT,0.4871,0.4953,0.4206,0.4549,383466178.7,174806284.46655,434016
1655424000000,2022-06-17,ADAUSDT,0.4762,0.504,0.4717,0.4872,221261441.4,108323356.32765,268808
1655337600000,2022-06-16,ADAUSDT,0.5347,0.5472,0.4673,0.4762,360176076.1,180247004.87872,447662
1655251200000,2022-06-15,ADAUSDT,0.4831,0.5393,0.4483,0.5348,628287744.0,303575079.58861,794143
1655164800000,2022-06-14,ADAUSDT,0.4642,0.52,0.4369,0.4831,609069303.4,294811430.56791,744052
1655078400000,2022-06-13,ADAUSDT,0.4904,0.4985,0.4366,0.4644,761583537.4,352962846.74877,852871
1654992000000,2022-06-12,ADAUSDT,0.5541,0.561,0.4893,0.4904,397530507.9,206803633.39901,469363
1654905600000,2022-06-11,ADAUSDT,0.5744,0.6175,0.543,0.554,300758115.7,172700700.1128,374455
1654819200000,2022-06-10,ADAUSDT,0.6323,0.6361,0.57,0.5744,272263844.1,162542356.57568,358386
1654732800000,2022-06-09,ADAUSDT,0.6407,0.6579,0.6258,0.6323,192310885.5,123401495.81414,282642
1654646400000,2022-06-08,ADAUSDT,0.614,0.6696,0.6087,0.6408,394267374.7,253883949.48087,581779
1654560000000,2022-06-07,ADAUSDT,0.6091,0.645,0.5715,0.6141,338812294.7,205352604.40458,471354
1654473600000,2022-06-06,ADAUSDT,0.5675,0.6472,0.5651,0.6091,341502376.8,210111671.92015,453386
1654387200000,2022-06-05,ADAUSDT,0.5666,0.5808,0.5538,0.5674,95277593.6,54027559.10099,126913
1654300800000,2022-06-04,ADAUSDT,0.56,0.5718,0.5449,0.5665,108779268.9,60846034.84104,166996
1654214400000,2022-06-03,ADAUSDT,0.5872,0.6055,0.539,0.56,206257910.9,116992848.81495,300561
1654128000000,2022-06-02,ADAUSDT,0.5517,0.5981,0.5487,0.5871,306125734.2,175597999.00685,410361
1654041600000,2022-06-01,ADAUSDT,0.6266,0.6314,0.5359,0.5516,355477399.6,207077770.67488,455720
1653955200000,2022-05-31,ADAUSDT,0.5698,0.6893,0.5678,0.6268,663619489.7,419357527.62486,1006434
1653868800000,2022-05-30,ADAUSDT,0.4819,0.5777,0.4772,0.5698,259278313.4,137534136.01408,322644
1653782400000,2022-05-29,ADAUSDT,0.4646,0.4827,0.4559,0.482,88626528.9,41608754.06332,97923
1653696000000,2022-05-28,ADAUSDT,0.4566,0.4693,0.4481,0.4646,105935970.4,48699017.69142,111150
1653609600000,2022-05-27,ADAUSDT,0.4788,0.4839,0.4454,0.4566,268406015.6,123982040.01051,278146
1653523200000,2022-05-26,ADAUSDT,0.5145,0.521,0.4614,0.4789,243664954.1,119303698.33202,255129
1653436800000,2022-05-25,ADAUSDT,0.5218,0.5328,0.5071,0.5146,133554250.3,69046651.59821,145961
1653350400000,2022-05-24,ADAUSDT,0.5133,0.5255,0.4927,0.5219,170905795.6,87550942.7627,177961
1653264000000,2022-05-23,ADAUSDT,0.5416,0.5595,0.5039,0.5134,189427959.8,101951558.22317,271571
1653177600000,2022-05-22,ADAUSDT,0.5286,0.5488,0.5219,0.5416,104514258.8,56137371.78749,149250
1653091200000,2022-05-21,ADAUSDT,0.5162,0.5388,0.5086,0.5286,85487336.0,45014383.53085,134493
1653004800000,2022-05-20,ADAUSDT,0.5334,0.545,0.5012,0.5162,174293262.6,91285754.18405,258211
1652918400000,2022-05-19,ADAUSDT,0.5059,0.5467,0.4917,0.5334,205816006.7,107511001.865,310518
1652832000000,2022-05-18,ADAUSDT,0.5776,0.5863,0.5026,0.5059,203077123.9,109204097.70007,325319
1652745600000,2022-05-17,ADAUSDT,0.5569,0.5999,0.5511,0.5778,178084619.6,102370872.2906,315535
1652659200000,2022-05-16,ADAUSDT,0.5982,0.6146,0.5444,0.5569,280903516.1,159793334.64289,465282
1652572800000,2022-05-15,ADAUSDT,0.5374,0.5999,0.5148,0.5981,195264575.4,108585670.20941,327792
1652486400000,2022-05-14,ADAUSDT,0.5289,0.5572,0.4888,0.5372,253441055.6,132311337.3741,422322
1652400000000,2022-05-13,ADAUSDT,0.4733,0.6094,0.4689,0.529,458070252.8,253922648.53897,695710
1652313600000,2022-05-12,ADAUSDT,0.5186,0.5508,0.4019,0.4733,815465798.46,375840228.055986,1165637
1652227200000,2022-05-11,ADAUSDT,0.6286,0.6631,0.4727,0.5187,623456066.51,361445760.60107505,1045207
1652140800000,2022-05-10,ADAUSDT,0.6025,0.701,0.5833,0.6286,436850308.6,283217801.10111,751497
1652054400000,2022-05-09,ADAUSDT,0.7404,0.7542,0.5976,0.6019,472342566.94,315923785.342392,741784
1651968000000,2022-05-08,ADAUSDT,0.7605,0.7663,0.7254,0.7403,175139530.39,130209850.910652,236153
1651881600000,2022-05-07,ADAUSDT,0.7832,0.7858,0.7467,0.7604,126808896.0,97951871.70325,173806
1651795200000,2022-05-06,ADAUSDT,0.7884,0.7997,0.7625,0.7832,244058670.2,191381224.54187,367204
1651708800000,2022-05-05,ADAUSDT,0.8986,0.9058,0.7716,0.7884,364970629.3,304513975.74832,574367
1651622400000,2022-05-04,ADAUSDT,0.7712,0.8992,0.7677,0.8985,256649760.0,213655126.17362,413280
1651536000000,2022-05-03,ADAUSDT,0.7808,0.7994,0.7605,0.7711,96429722.5,75410127.88362,144918
1651449600000,2022-05-02,ADAUSDT,0.7894,0.7968,0.7636,0.7809,128907016.8,100687424.37431,191863
1651363200000,2022-05-01,ADAUSDT,0.7555,0.8002,0.7451,0.7895,137793227.3,106582681.5401,207348
1651276800000,2022-04-30,ADAUSDT,0.805,0.8179,0.7351,0.7556,147364161.34,115290631.74037,209037
1651190400000,2022-04-29,ADAUSDT,0.8432,0.8495,0.7891,0.8048,139320128.3,113905864.56138,193102
1651104000000,2022-04-28,ADAUSDT,0.8401,0.8526,0.8258,0.8432,134885232.9,113478674.58921,189397
1651017600000,2022-04-27,ADAUSDT,0.8258,0.8562,0.8187,0.8401,148780516.9,124685106.18968,234750
1650931200000,2022-04-26,ADAUSDT,0.8975,0.903,0.815,0.8259,176710067.0,151087067.46235,273090
1650844800000,2022-04-25,ADAUSDT,0.885,0.9039,0.8261,0.8974,171944524.5,148027393.73861,277318
1650758400000,2022-04-24,ADAUSDT,0.886,0.899,0.877,0.886,49191017.0,43699800.4742,70622
1650672000000,2022-04-23,ADAUSDT,0.906,0.913,0.881,0.886,34559067.5,30978218.3297,56634
1650585600000,2022-04-22,ADAUSDT,0.91,0.924,0.891,0.906,82391016.7,74969570.3452,96782
1650499200000,2022-04-21,ADAUSDT,0.937,0.971,0.891,0.91,105007978.4,98683813.6459,150741
1650412800000,2022-04-20,ADAUSDT,0.952,0.976,0.93,0.937,93644303.6,89151003.9477,125231
1650326400000,2022-04-19,ADAUSDT,0.936,0.957,0.927,0.952,75432689.7,70879191.9439,95583
1650240000000,2022-04-18,ADAUSDT,0.914,0.939,0.874,0.937,118870539.6,107348406.1814,157240
1650153600000,2022-04-17,ADAUSDT,0.95,0.963,0.912,0.914,42819442.0,40310611.7353,68140
1650067200000,2022-04-16,ADAUSDT,0.955,0.962,0.937,0.951,36809858.4,34998947.7004,55559
1649980800000,2022-04-15,ADAUSDT,0.933,0.959,0.929,0.956,42541809.7,40346404.5214,64036
1649894400000,2022-04-14,ADAUSDT,0.974,0.985,0.923,0.933,84093379.2,80111053.2067,118462
1649808000000,2022-04-13,ADAUSDT,0.954,0.981,0.934,0.974,83269578.6,79890065.9798,112129
1649721600000,2022-04-12,ADAUSDT,0.919,0.982,0.915,0.955,115179052.5,109425977.488,167562
1649635200000,2022-04-11,ADAUSDT,1.026,1.033,0.917,0.92,159034131.6,154099625.6197,236922
1649548800000,2022-04-10,ADAUSDT,1.044,1.07,1.023,1.027,51995282.7,54357960.7317,92974
1649462400000,2022-04-09,ADAUSDT,1.025,1.047,1.021,1.045,49693999.1,51363885.971,77809
1649376000000,2022-04-08,ADAUSDT,1.089,1.1,1.019,1.024,88048109.3,93952128.1717,143736
1649289600000,2022-04-07,ADAUSDT,1.052,1.101,1.038,1.089,99287570.5,106736899.8868,173322
1649203200000,2022-04-06,ADAUSDT,1.17,1.173,1.047,1.052,206766772.7,229948472.4843,353472
1649116800000,2022-04-05,ADAUSDT,1.212,1.219,1.163,1.171,108831679.5,130155835.1592,204197
1649030400000,2022-04-04,ADAUSDT,1.186,1.245,1.16,1.212,253235570.3,304882047.6727,472893
1648944000000,2022-04-03,ADAUSDT,1.156,1.2,1.142,1.186,78660058.3,92317779.5635,149109
1648857600000,2022-04-02,ADAUSDT,1.165,1.195,1.145,1.155,107106263.9,125668411.1632,204659
1648771200000,2022-04-01,ADAUSDT,1.141,1.175,1.104,1.165,191221298.9,218746166.9028,274430
1648684800000,2022-03-31,ADAUSDT,1.189,1.228,1.133,1.141,177164788.1,209017789.907,307148
1648598400000,2022-03-30,ADAUSDT,1.191,1.218,1.161,1.189,146032640.3,173764772.7865,233353
1648512000000,2022-03-29,ADAUSDT,1.17,1.243,1.166,1.191,180298618.0,217154215.415,341275
1648425600000,2022-03-28,ADAUSDT,1.184,1.246,1.157,1.17,261105698.6,313807434.4856,517027
1648339200000,2022-03-27,ADAUSDT,1.152,1.186,1.104,1.184,135043361.8,154469498.2835,261245
1648252800000,2022-03-26,ADAUSDT,1.096,1.16,1.079,1.152,143117986.1,161024339.18,271206
1648166400000,2022-03-25,ADAUSDT,1.13,1.167,1.072,1.096,290456883.7,324802638.2671,506738
1648080000000,2022-03-24,ADAUSDT,1.108,1.19,1.076,1.131,390982460.0,445651286.5284,702338
1647993600000,2022-03-23,ADAUSDT,0.975,1.11,0.957,1.108,362447245.1,376836453.7238,645078
1647907200000,2022-03-22,ADAUSDT,0.917,0.988,0.907,0.975,172058469.4,164577626.0288,280866
1647820800000,2022-03-21,ADAUSDT,0.879,0.93,0.863,0.917,115815047.2,104344596.3265,198250
1647734400000,2022-03-20,ADAUSDT,0.902,0.916,0.864,0.879,93008770.9,82605912.6887,155886
1647648000000,2022-03-19,ADAUSDT,0.851,0.916,0.85,0.903,114266368.8,101043393.8596,196393
1647561600000,2022-03-18,ADAUSDT,0.835,0.86,0.82,0.851,82865732.3,69473720.7252,105638
1647475200000,2022-03-17,ADAUSDT,0.839,0.858,0.827,0.835,106462948.2,89780881.3519,129730
1647388800000,2022-03-16,ADAUSDT,0.8,0.84,0.792,0.838,160796978.5,130862784.2482,189728
1647302400000,2022-03-15,ADAUSDT,0.803,0.817,0.781,0.8,95462205.5,76242142.1216,110291
1647216000000,2022-03-14,ADAUSDT,0.787,0.816,0.776,0.802,104141955.4,83119494.6767,120976
1647129600000,2022-03-13,ADAUSDT,0.789,0.821,0.78,0.786,88733691.2,70913375.733,103707
1647043200000,2022-03-12,ADAUSDT,0.788,0.802,0.786,0.789,50466434.4,40094234.3481,58866
1646956800000,2022-03-11,ADAUSDT,0.806,0.819,0.782,0.788,101514757.7,80994331.7712,108396
1646870400000,2022-03-10,ADAUSDT,0.849,0.854,0.785,0.807,115081098.3,93120654.8534,129266
1646784000000,2022-03-09,ADAUSDT,0.802,0.863,0.799,0.849,114971836.5,96603126.3741,143262
1646697600000,2022-03-08,ADAUSDT,0.793,0.821,0.787,0.802,124187499.5,99745823.8482,134552
1646611200000,2022-03-07,ADAUSDT,0.822,0.847,0.777,0.793,132873670.6,108036356.9915,159877
1646524800000,2022-03-06,ADAUSDT,0.865,0.872,0.819,0.823,76546559.4,64450087.9814,105508
1646438400000,2022-03-05,ADAUSDT,0.844,0.883,0.818,0.864,78739554.5,67279606.7473,117390
1646352000000,2022-03-04,ADAUSDT,0.902,0.903,0.826,0.844,147015719.3,127682736.9868,193685
1646265600000,2022-03-03,ADAUSDT,0.938,0.946,0.883,0.903,114772747.9,104789950.5144,155893
1646179200000,2022-03-02,ADAUSDT,0.964,0.977,0.927,0.939,149491898.8,142500770.6719,226130
1646092800000,2022-03-01,ADAUSDT,0.962,1.011,0.939,0.963,234764266.6,227552504.5608,333114
1646006400000,2022-02-28,ADAUSDT,0.857,0.97,0.842,0.962,227929558.7,206628176.2753,326839
1645920000000,2022-02-27,ADAUSDT,0.886,0.915,0.832,0.856,162004634.9,141268322.6367,205762
1645833600000,2022-02-26,ADAUSDT,0.898,0.93,0.881,0.887,142052119.7,128478270.2374,180449
1645747200000,2022-02-25,ADAUSDT,0.852,0.91,0.823,0.898,210840757.4,182133681.2225,277084
1645660800000,2022-02-24,ADAUSDT,0.866,0.899,0.746,0.853,560130978.58,450115675.74159104,622428
1645574400000,2022-02-23,ADAUSDT,0.888,0.96,0.863,0.866,237719675.9,217317574.2134,293901
1645488000000,2022-02-22,ADAUSDT,0.856,0.897,0.813,0.888,264842040.57,226538695.654874,305066
1645401600000,2022-02-21,ADAUSDT,0.931,0.993,0.851,0.856,283488504.31,262678267.439046,359675
1645315200000,2022-02-20,ADAUSDT,0.997,0.998,0.919,0.931,156774619.1,148159415.5595,209970
1645228800000,2022-02-19,ADAUSDT,0.996,1.019,0.973,0.996,92102940.7,91691271.9142,143588
1645142400000,2022-02-18,ADAUSDT,1.019,1.043,0.983,0.995,133614248.4,135340040.6369,197322
1645056000000,2022-02-17,ADAUSDT,1.083,1.094,1.008,1.02,114535761.9,120519433.2696,193074
1644969600000,2022-02-16,ADAUSDT,1.108,1.112,1.066,1.082,100925929.7,109865510.988,165005
1644883200000,2022-02-15,ADAUSDT,1.05,1.115,1.049,1.107,153934616.3,167359595.1925,217645
1644796800000,2022-02-14,ADAUSDT,1.043,1.055,1.018,1.049,138982742.3,144076429.1332,179063
1644710400000,2022-02-13,ADAUSDT,1.058,1.076,1.032,1.042,99247994.0,104644114.8535,151375
1644624000000,2022-02-12,ADAUSDT,1.079,1.092,1.029,1.059,149173437.2,158161972.9925,234429
1644537600000,2022-02-11,ADAUSDT,1.15,1.164,1.068,1.079,131818725.2,149139853.8464,247139
1644451200000,2022-02-10,ADAUSDT,1.194,1.225,1.143,1.15,183604520.1,217359334.4566,359090
1644364800000,2022-02-09,ADAUSDT,1.176,1.215,1.152,1.195,137109784.2,163081276.5901,245675
1644278400000,2022-02-08,ADAUSDT,1.198,1.263,1.133,1.176,271657090.8,325233753.4543,532963
1644192000000,2022-02-07,ADAUSDT,1.142,1.209,1.125,1.199,267801841.6,316342987.6477,508239
1644105600000,2022-02-06,ADAUSDT,1.125,1.15,1.097,1.143,107099317.0,120397073.3413,221871
1644019200000,2022-02-05,ADAUSDT,1.138,1.178,1.097,1.125,152710784.3,174120235.9621,348245
1643932800000,2022-02-04,ADAUSDT,1.061,1.139,1.045,1.138,135205051.6,146202131.6345,270244
1643846400000,2022-02-03,ADAUSDT,1.027,1.062,1.016,1.061,98542208.5,102202422.3626,175684
1643760000000,2022-02-02,ADAUSDT,1.096,1.103,1.022,1.027,126857788.7,134518230.4735,259307
1643673600000,2022-02-01,ADAUSDT,1.052,1.096,1.034,1.096,124526330.3,132239499.0162,235302
1643587200000,2022-01-31,ADAUSDT,1.035,1.06,1.006,1.051,101218950.1,104454406.4958,192580
1643500800000,2022-01-30,ADAUSDT,1.059,1.077,1.024,1.035,72352160.1,76033766.3812,155872
1643414400000,2022-01-29,ADAUSDT,1.049,1.084,1.037,1.059,89531278.4,94893530.2124,194659
1643328000000,2022-01-28,ADAUSDT,1.042,1.059,1.008,1.048,137690073.1,142445944.6639,257649
1643241600000,2022-01-27,ADAUSDT,1.078,1.08,1.004,1.042,184762461.8,192138287.9321,348731
1643155200000,2022-01-26,ADAUSDT,1.043,1.157,1.022,1.077,336503954.9,366773055.236,654579
1643068800000,2022-01-25,ADAUSDT,1.066,1.074,0.991,1.043,218828333.3,226342639.2071,394458
1642982400000,2022-01-24,ADAUSDT,1.124,1.125,0.951,1.065,437410320.0,447077366.5655,775867
1642896000000,2022-01-23,ADAUSDT,1.071,1.17,1.051,1.124,257147931.5,283676579.4982,487710
1642809600000,2022-01-22,ADAUSDT,1.12,1.155,0.917,1.071,554287709.12,587006937.36549,1068717
1642723200000,2022-01-21,ADAUSDT,1.259,1.282,1.101,1.12,408519522.4,489294165.1309,780053
1642636800000,2022-01-20,ADAUSDT,1.336,1.427,1.251,1.259,261063307.3,352149336.0505,566966
1642550400000,2022-01-19,ADAUSDT,1.458,1.534,1.326,1.337,329948716.4,466337970.5622,762741
1642464000000,2022-01-18,ADAUSDT,1.602,1.638,1.411,1.458,455949108.3,689115056.2762,1169456
1642377600000,2022-01-17,ADAUSDT,1.411,1.607,1.386,1.603,545675409.1,823631436.9341,1530274
1642291200000,2022-01-16,ADAUSDT,1.292,1.422,1.286,1.41,247977037.4,342364572.2918,615823
1642204800000,2022-01-15,ADAUSDT,1.293,1.319,1.251,1.291,80421836.4,103117575.3177,191252
1642118400000,2022-01-14,ADAUSDT,1.232,1.309,1.22,1.292,143281596.5,181243812.4815,331155
1642032000000,2022-01-13,ADAUSDT,1.312,1.354,1.227,1.233,179029543.6,230246441.4797,426125
1641945600000,2022-01-12,ADAUSDT,1.188,1.314,1.186,1.312,145608592.7,182190437.0444,341312
1641859200000,2022-01-11,ADAUSDT,1.123,1.196,1.122,1.187,115267098.7,133792540.3938,241607
1641772800000,2022-01-10,ADAUSDT,1.17,1.181,1.069,1.123,189250644.14,212884357.749318,360425
1641686400000,2022-01-09,ADAUSDT,1.182,1.206,1.147,1.17,114093699.4,134353467.7772,231040
1641600000000,2022-01-08,ADAUSDT,1.209,1.254,1.124,1.181,169730473.68,201840755.440639,359202
1641513600000,2022-01-07,ADAUSDT,1.279,1.285,1.189,1.21,209806013.2,256808689.2376,412091
1641427200000,2022-01-06,ADAUSDT,1.23,1.297,1.186,1.28,175754407.6,216590054.1071,361052
1641340800000,2022-01-05,ADAUSDT,1.31,1.353,1.193,1.23,158740088.2,203778648.559,365590
1641254400000,2022-01-04,ADAUSDT,1.319,1.352,1.295,1.309,94479305.9,124982226.7397,216349
1641168000000,2022-01-03,ADAUSDT,1.378,1.378,1.31,1.319,87155825.9,117269967.5736,191931
1641081600000,2022-01-02,ADAUSDT,1.379,1.391,1.342,1.377,81011860.4,110645055.5902,175248
1640995200000,2022-01-01,ADAUSDT,1.308,1.38,1.306,1.38,69007607.5,92211737.9666,159578
1640908800000,2021-12-31,ADAUSDT,1.359,1.383,1.281,1.308,120612337.3,161322991.5909,246500
1640822400000,2021-12-30,ADAUSDT,1.333,1.378,1.297,1.359,134171567.8,179821991.0688,262385
1640736000000,2021-12-29,ADAUSDT,1.4,1.438,1.323,1.332,151404808.3,209084760.1348,331818
1640649600000,2021-12-28,ADAUSDT,1.516,1.54,1.376,1.4,233458767.4,341026716.3522,532040
1640563200000,2021-12-27,ADAUSDT,1.455,1.594,1.45,1.516,181366355.6,279174436.6345,530865
1640476800000,2021-12-26,ADAUSDT,1.453,1.467,1.407,1.455,103769249.9,149590055.6023,237124
1640390400000,2021-12-25,ADAUSDT,1.393,1.46,1.381,1.452,87587873.9,125105131.845,208614
1640304000000,2021-12-24,ADAUSDT,1.475,1.491,1.381,1.392,126334018.1,182002763.6294,333889
1640217600000,2021-12-23,ADAUSDT,1.327,1.49,1.307,1.475,216795659.8,302005401.1816,554345
1640131200000,2021-12-22,ADAUSDT,1.279,1.369,1.276,1.327,161174698.1,214216796.0149,356337
1640044800000,2021-12-21,ADAUSDT,1.238,1.289,1.227,1.28,122949048.2,155011267.2872,237941
1639958400000,2021-12-20,ADAUSDT,1.244,1.261,1.201,1.237,123106967.7,151201012.0223,232072
1639872000000,2021-12-19,ADAUSDT,1.242,1.312,1.24,1.243,124074683.5,158128089.4293,257155
1639785600000,2021-12-18,ADAUSDT,1.218,1.267,1.2,1.242,81211094.1,100498679.7541,176212
1639699200000,2021-12-17,ADAUSDT,1.24,1.259,1.182,1.218,138092226.1,169578075.701886,278956
1639612800000,2021-12-16,ADAUSDT,1.311,1.331,1.236,1.24,117662885.3,152038613.1565,254665
1639526400000,2021-12-15,ADAUSDT,1.267,1.331,1.204,1.311,170247496.3,215469290.4439,347648
1639440000000,2021-12-14,ADAUSDT,1.223,1.284,1.198,1.266,175476318.0,217012813.0833,316738
1639353600000,2021-12-13,ADAUSDT,1.345,1.357,1.2,1.223,184388318.4,233475572.5924,338147
1639267200000,2021-12-12,ADAUSDT,1.354,1.415,1.319,1.346,149463677.1,202797177.2411,342775
1639180800000,2021-12-11,ADAUSDT,1.211,1.362,1.192,1.354,179118114.1,227800859.7492,316145
1639094400000,2021-12-10,ADAUSDT,1.288,1.334,1.207,1.211,192968833.1,247506337.1061,296381
1639008000000,2021-12-09,ADAUSDT,1.396,1.409,1.287,1.289,174568058.8,234779220.648,302960
1638921600000,2021-12-08,ADAUSDT,1.378,1.423,1.337,1.396,187594478.2,259126348.0926,325543
1638835200000,2021-12-07,ADAUSDT,1.42,1.479,1.365,1.378,229514365.2,328780032.0144,387655
1638748800000,2021-12-06,ADAUSDT,1.378,1.442,1.255,1.42,338310628.7,449825835.1286,492514
1638662400000,2021-12-05,ADAUSDT,1.419,1.435,1.284,1.378,270618794.7,367704497.1549,447908
1638576000000,2021-12-04,ADAUSDT,1.557,1.558,1.188,1.42,612957918.54,831776860.445718,1107859
1638489600000,2021-12-03,ADAUSDT,1.72,1.729,1.509,1.556,276255974.6,447174235.09,629620
1638403200000,2021-12-02,ADAUSDT,1.547,1.76,1.517,1.719,441382037.0,740760247.4082,1044013
1638316800000,2021-12-01,ADAUSDT,1.553,1.622,1.531,1.548,157458493.8,248792675.8981,343884
1638230400000,2021-11-30,ADAUSDT,1.602,1.629,1.544,1.554,185671961.6,293671151.1843,399379
1638144000000,2021-11-29,ADAUSDT,1.595,1.636,1.557,1.601,153848484.7,245164685.076,336923
1638057600000,2021-11-28,ADAUSDT,1.543,1.6,1.416,1.594,228010819.22,343379596.042891,417724
1637971200000,2021-11-27,ADAUSDT,1.532,1.585,1.531,1.543,107756518.0,168004728.6763,238962
1637884800000,2021-11-26,ADAUSDT,1.676,1.685,1.495,1.533,337429397.07,527707771.80384094,654915
1637798400000,2021-11-25,ADAUSDT,1.665,1.749,1.619,1.675,216037163.1,364294545.6357,545499
1637712000000,2021-11-24,ADAUSDT,1.751,1.754,1.586,1.666,290146559.06,481392566.845622,677158
1637625600000,2021-11-23,ADAUSDT,1.776,1.816,1.738,1.751,144774307.8,257575557.4962,356275
1637539200000,2021-11-22,ADAUSDT,1.835,1.839,1.757,1.776,144285714.0,259359138.2456,353637
1637452800000,2021-11-21,ADAUSDT,1.921,1.924,1.832,1.835,87455485.3,163849100.3596,319204
1637366400000,2021-11-20,ADAUSDT,1.862,1.956,1.86,1.922,128183408.0,243387633.5938,454244
1637280000000,2021-11-19,ADAUSDT,1.786,1.894,1.754,1.863,144849476.6,264482742.1073,439260
