https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SOL,Volume USD
1693958400000,2023-09-06 00:00:00,SOL/USD,20.28,20.424,19.137,19.604,14175.408291,277894.704136764
1693872000000,2023-09-05 00:00:00,SOL/USD,19.499,20.578,19.042,20.28,16241.669102,329381.04938856
1693785600000,2023-09-04 00:00:00,SOL/USD,19.571,20.0,19.198,19.499,6152.922372,119975.83333162799
1693699200000,2023-09-03 00:00:00,SOL/USD,19.472,19.652,19.248,19.571,3215.349873,62927.61236448301
1693612800000,2023-09-02 00:00:00,SOL/USD,19.356,19.664,19.144,19.472,2433.241349,47380.075547728
1693526400000,2023-09-01 00:00:00,SOL/USD,19.733,19.921,19.031,19.356,10547.69178,204161.12209368
1693440000000,2023-08-31 00:00:00,SOL/USD,20.86,21.251,19.6,19.733,15815.327078,312083.84923017403
1693353600000,2023-08-30 00:00:00,SOL/USD,21.735,21.987,20.596,20.86,11984.78525,250002.620315
1693267200000,2023-08-29 00:00:00,SOL/USD,20.636,22.128,20.129,21.735,31349.134397,681373.4361187951
1693180800000,2023-08-28 00:00:00,SOL/USD,20.826,20.826,20.02,20.636,7467.38388,154096.93374768
1693094400000,2023-08-27 00:00:00,SOL/USD,20.264,20.894,20.264,20.826,4484.953107,93403.63340638201
1693008000000,2023-08-26 00:00:00,SOL/USD,20.4,20.423,20.2,20.264,4478.726076,90756.905204064
1692921600000,2023-08-25 00:00:00,SOL/USD,21.047,21.053,20.088,20.4,8209.243095,167468.55913799998
1692835200000,2023-08-24 00:00:00,SOL/USD,21.655,21.987,20.676,21.047,18396.301585,387186.95945949503
1692748800000,2023-08-23 00:00:00,SOL/USD,20.576,21.816,20.373,21.655,7722.778718,167236.77313829
1692662400000,2023-08-22 00:00:00,SOL/USD,21.176,21.25,19.28,20.576,12757.92398,262507.04381248
1692576000000,2023-08-21 00:00:00,SOL/USD,21.787,21.787,20.46,21.176,32200.732874,681882.7193398239
1692489600000,2023-08-20 00:00:00,SOL/USD,21.879,22.047,21.589,21.787,5199.628368,113284.30325361599
1692403200000,2023-08-19 00:00:00,SOL/USD,21.258,22.203,21.258,21.879,4788.847397,104775.19219896299
1692316800000,2023-08-18 00:00:00,SOL/USD,21.688,22.205,20.961,21.258,16756.229793,356203.932939594
1692230400000,2023-08-17 00:00:00,SOL/USD,22.79,24.483,21.151,21.688,29528.143219,640406.370133672
1692144000000,2023-08-16 00:00:00,SOL/USD,23.87,24.014,22.525,22.79,15643.858817,356523.54243943
1692057600000,2023-08-15 00:00:00,SOL/USD,25.141,25.368,23.73,23.87,11391.018929,271903.62183523003
1691971200000,2023-08-14 00:00:00,SOL/USD,24.247,25.25,24.064,25.141,16303.324926,409881.89196456596
1691884800000,2023-08-13 00:00:00,SOL/USD,24.923,24.953,24.209,24.247,5339.35573,129463.35838531
1691798400000,2023-08-12 00:00:00,SOL/USD,24.542,25.2,24.4,24.923,8375.140127,208733.617385221
1691712000000,2023-08-11 00:00:00,SOL/USD,24.632,24.83,24.316,24.542,6972.906075,171129.06089265
1691625600000,2023-08-10 00:00:00,SOL/USD,24.365,24.857,24.127,24.632,7386.429087,181942.52127098403
1691539200000,2023-08-09 00:00:00,SOL/USD,24.207,24.969,24.127,24.365,11809.603171,287740.981261415
1691452800000,2023-08-08 00:00:00,SOL/USD,23.053,24.729,23.014,24.207,28265.807553,684230.403435471
1691366400000,2023-08-07 00:00:00,SOL/USD,23.15,23.6,22.34,23.053,6007.234205,138484.770127865
1691280000000,2023-08-06 00:00:00,SOL/USD,22.633,23.419,22.582,23.15,8424.148464,195019.03694159997
1691193600000,2023-08-05 00:00:00,SOL/USD,22.859,22.911,22.272,22.633,4106.194939,92935.51005438699
1691107200000,2023-08-04 00:00:00,SOL/USD,22.6,23.544,22.495,22.859,6319.851351,144465.48203250903
1691020800000,2023-08-03 00:00:00,SOL/USD,23.174,23.373,22.469,22.6,10181.150005,230093.990113
