https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DAI,Volume USD
1673568000,2023-01-13,DAI/USD,1.0089,1.0089,1.0089,1.0089,921.100596,929.2983913044
1673481600,2023-01-12,DAI/USD,0.9898,0.9898,0.9898,0.9898,98.99603,97.98627049400001
1673395200,2023-01-11,DAI/USD,1.0096,1.0096,1.0096,1.0096,98.999603,99.94999918879999
1673222400,2023-01-09,DAI/USD,0.998,0.998,0.998,0.998,0.140456,0.140175088
1672963200,2023-01-06,DAI/USD,0.998,0.998,0.998,0.998,31.859544,31.795824912
1672531200,2023-01-01,DAI/USD,1.0065,1.0065,1.0065,1.0065,24.3965,24.55507725
1671840000,2022-12-24,DAI/USD,0.9926,0.9926,0.9926,0.9926,1000.0,992.6
1671753600,2022-12-23,DAI/USD,1.0072,1.0072,1.0072,1.0072,1000.0,1007.2
1671062400,2022-12-15,DAI/USD,1.0093,1.0093,1.0093,1.0093,100.0,100.93
1670889600,2022-12-13,DAI/USD,0.9901,0.9901,0.97,0.97,310.4107,301.098379
1670457600,2022-12-08,DAI/USD,0.9919,1.009,0.9919,1.009,193.2169,194.9558521
1670284800,2022-12-06,DAI/USD,1.0007,1.0007,1.0004,1.0004,39.91336,39.929325344
1670198400,2022-12-05,DAI/USD,1.0009,1.0009,1.0004,1.0004,2720.330632,2721.4187642528
1669939200,2022-12-02,DAI/USD,1.0007,1.0007,1.0007,1.0007,36.751224,36.776949856799995
1669852800,2022-12-01,DAI/USD,1.0007,1.0009,1.0007,1.0009,204.392076,204.5760288684
1669766400,2022-11-30,DAI/USD,1.0007,1.0009,1.0007,1.0009,865.161297,865.9399421672999
1669680000,2022-11-29,DAI/USD,1.0007,1.0007,1.0007,1.0007,1996.418178,1997.8156707245998
1669593600,2022-11-28,DAI/USD,1.0006,1.0007,1.0005,1.0007,3996.411384,3999.2088719687995
1669507200,2022-11-27,DAI/USD,1.0005,1.0007,1.0005,1.0006,2575.585349,2577.1307002094
1669420800,2022-11-26,DAI/USD,1.0008,1.0008,1.0005,1.0007,3904.419804,3907.1528978628
1669248000,2022-11-24,DAI/USD,1.0008,1.0011,1.0008,1.0011,285.456333,285.7703349663
