https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1645660800000,2022-02-24 00:00:00,ETH/USDT,2577.98796858,2745,2300.74388834,2597.54227781,23073968.9659899,9361.1414673,0,0,0,2464.86703
1645574400000,2022-02-23 00:00:00,ETH/USDT,2636.89534946,2751.38732706,2575.93956522,2578.73328952,6561850.43711833,2458.14527972,0,0,0,2669.43149831
1645488000000,2022-02-22 00:00:00,ETH/USDT,2571.92101528,2665.05192012,2501,2636.89534945,9237149.33060903,3580.66845107,0,0,0,2579.72762818
1645401600000,2022-02-21 00:00:00,ETH/USDT,2621.75055823,2758.18468138,2560,2566.22336862,13120941.86471325,4938.73718128,0,0,0,2656.74025223
1645315200000,2022-02-20 00:00:00,ETH/USDT,2761.93857593,2762.66272759,2575,2618.90637338,7512745.19451683,2848.88777306,0,0,0,2637.0800793
1645228800000,2022-02-19 00:00:00,ETH/USDT,2777.52348234,2829.81925408,2694.33,2761.5350697,5645231.31746488,2059.38330943,0,0,0,2741.22417697
1645142400000,2022-02-18 00:00:00,ETH/USDT,2889.2455326,2943.50306886,2751.6764337,2778.8126194,8368127.69374674,2962.40863889,0,0,0,2824.77156726
1645056000000,2022-02-17 00:00:00,ETH/USDT,3124.8637162,3159.17279669,2850.00002001,2891.61191096,10782151.44109826,3624.32302349,0,0,0,2974.94218126
1644969600000,2022-02-16 00:00:00,ETH/USDT,3182.30672978,3186.76836978,3045.1621859,3121.98401432,5748719.14394494,1839.41711122,0,0,0,3125.29393625
1644883200000,2022-02-15 00:00:00,ETH/USDT,2930.30048967,3195.11050433,2912.54899901,3182.73227551,5371466.95543681,1740.15368128,0,0,0,3086.77734226
1644796800000,2022-02-14 00:00:00,ETH/USDT,2877.07411194,2963.88326154,2832.40232601,2928.45096236,5048787.79459591,1747.5252569,0,0,0,2889.10719582
1644710400000,2022-02-13 00:00:00,ETH/USDT,2917.18185834,2952.19638349,2837.93941573,2869.79609729,3152098.90684983,1089.52863645,0,0,0,2893.08495563
1644624000000,2022-02-12 00:00:00,ETH/USDT,2927.39568779,2985.46410957,2857.85787013,2915.35655789,4958603.42589697,1697.93474497,0,0,0,2920.37337747
1644537600000,2022-02-11 00:00:00,ETH/USDT,3073.58224671,3137.07321188,2850,2927.39568779,11308464.16412255,3772.74983274,0,0,0,2997.40631249
1644451200000,2022-02-10 00:00:00,ETH/USDT,3246.7290549,3281.86163721,3059.31249575,3072.13616389,13370117.44385879,4223.99555665,0,0,0,3165.27734571
1644364800000,2022-02-09 00:00:00,ETH/USDT,3114.61956537,3269.30635312,3055.02155509,3241.94833233,5360566.78372277,1688.91038802,0,0,0,3173.97940219
1644278400000,2022-02-08 00:00:00,ETH/USDT,3144.02744925,3240.58,3026.09,3114.52102358,8679559.15484229,2778.11718656,0,0,0,3124.25955133
1644192000000,2022-02-07 00:00:00,ETH/USDT,3053.22979853,3186.00756967,2993.39848815,3138.94103195,8185258.63955474,2639.52447581,0,0,0,3101.03532457
1644105600000,2022-02-06 00:00:00,ETH/USDT,3010.19119642,3072.61807641,2954,3054.38707496,3800395.2367102,1264.28201482,0,0,0,3005.97112998
1644019200000,2022-02-05 00:00:00,ETH/USDT,2995.87750603,3059.10774828,2959.3776799,3011.73850695,6528581.16341899,2176.41088368,0,0,0,2999.70065963
1643932800000,2022-02-04 00:00:00,ETH/USDT,2695.3796356,2995.87750604,2671.69962162,2994.86690686,14308116.48282828,4978.85194142,0,0,0,2873.77826277
1643846400000,2022-02-03 00:00:00,ETH/USDT,2677,2725.38589528,2576.46938375,2694.48573182,5340147.45162215,2033.99095987,0,0,0,2625.45289383
1643760000000,2022-02-02 00:00:00,ETH/USDT,2788.73433367,2810.81505534,2615,2677.58465981,8187596.09720523,3030.51678413,0,0,0,2701.71613636
1643673600000,2022-02-01 00:00:00,ETH/USDT,2686.35936234,2811.458602,2674.5,2787.32081472,7154163.68881987,2593.95641286,0,0,0,2758.01229864
1643587200000,2022-01-31 00:00:00,ETH/USDT,2605.11,2705,2477.539061,2685.7667063,8553996.31321791,3275.51504375,0,0,0,2611.4965735
1643500800000,2022-01-30 00:00:00,ETH/USDT,2598.61992793,2638.39642196,2541.44444441,2605.51524241,6199805.72828636,2389.46950201,0,0,0,2594.63689453
1643414400000,2022-01-29 00:00:00,ETH/USDT,2543.63649624,2635.70976022,2520.19,2600.93661743,6773399.54839253,2632.49703359,0,0,0,2572.99418079
1643328000000,2022-01-28 00:00:00,ETH/USDT,2426.62,2556.63780418,2358.9175785,2544.17347817,7233901.42147268,2961.55795149,0,0,0,2442.59998958
1643241600000,2022-01-27 00:00:00,ETH/USDT,2458.73,2517.55303656,2315.90333882,2427.35064393,8916348.1738743,3681.99017011,0,0,0,2421.61107497
1643155200000,2022-01-26 00:00:00,ETH/USDT,2458.8957185,2721.56739235,2401.42934526,2460.4453828,18468448.63741811,7294.49746152,0,0,0,2531.83289662
1643068800000,2022-01-25 00:00:00,ETH/USDT,2440.464519,2505.40948137,2350.15730449,2457.08339133,5740477.05799601,2359.84012156,0,0,0,2432.57032777
1642982400000,2022-01-24 00:00:00,ETH/USDT,2538.30371842,2538.30371842,2160.00000001,2440.60712201,27292178.7578036,11877.59305891,0,0,0,2297.78698617
1642896000000,2022-01-23 00:00:00,ETH/USDT,2412.07389659,2548.67643368,2371.50428254,2540.61312364,8241291.14449404,3347.10384626,0,0,0,2462.21555202
1642809600000,2022-01-22 00:00:00,ETH/USDT,2567.62747099,2623.38561017,2301.43640916,2411.95328008,34871119.82692835,14228.70238428,0,0,0,2450.75895785
1642723200000,2022-01-21 00:00:00,ETH/USDT,2997.92000004,3045.1098,2450,2570.8599792,29333037.67146225,10668.26970761,0,0,0,2749.55906397
1642636800000,2022-01-20 00:00:00,ETH/USDT,3089.33062949,3270.26342329,2988.66763572,3003.31533276,7765653.91530139,2470.78083814,0,0,0,3142.99584788
1642550400000,2022-01-19 00:00:00,ETH/USDT,3164.45109948,3174.64595993,3040.47178443,3084.09040911,6493741.35611872,2088.53046514,0,0,0,3109.23946981
1642464000000,2022-01-18 00:00:00,ETH/USDT,3209.29991548,3242.7461827,3084.05742012,3160.13479547,7055468.85400945,2244.74246772,0,0,0,3143.10837678
1642377600000,2022-01-17 00:00:00,ETH/USDT,3350.70210562,3357.07964896,3141.99999999,3209.85872846,5465064.11584111,1679.4878613,0,0,0,3254.00632048
1642291200000,2022-01-16 00:00:00,ETH/USDT,3326.6996085,3399,3272.26682234,3347.28668624,2674642.50656109,802.38275836,0,0,0,3333.37484971
1642204800000,2022-01-15 00:00:00,ETH/USDT,3308.12509235,3372.54758976,3262.90703473,3327.08338809,2317644.63320904,694.75688991,0,0,0,3335.90737546
1642118400000,2022-01-14 00:00:00,ETH/USDT,3242.13538708,3340.31177886,3190,3307.45395758,3049792.72820996,933.80973451,0,0,0,3265.96801843
1642032000000,2022-01-13 00:00:00,ETH/USDT,3369.54982725,3409.31122014,3234,3240.10379244,3808885.06702115,1148.68520571,0,0,0,3315.86499772
1641945600000,2022-01-12 00:00:00,ETH/USDT,3247.36842105,3410,3206.95320852,3369.38067217,6211140.86343821,1882.7658979,0,0,0,3298.94485042
1641859200000,2022-01-11 00:00:00,ETH/USDT,3085,3267.66798737,3053.03176538,3238.87005558,10131283.85517047,3220.7664031,0,0,0,3145.61274776
1641772800000,2022-01-10 00:00:00,ETH/USDT,3147.15001001,3179.37325565,2925,3082.39,21391454.25831155,7034.80531067,0,0,0,3040.80259703
1641686400000,2022-01-09 00:00:00,ETH/USDT,3078.199541,3210.61853228,3058.8,3149.74329861,14582597.58343395,4672.92758419,0,0,0,3120.65558917
1641600000000,2022-01-08 00:00:00,ETH/USDT,3198.99844914,3247.31488411,2999,3078.51992191,17995901.78169427,5785.63068662,0,0,0,3110.44772064
1641513600000,2022-01-07 00:00:00,ETH/USDT,3406.69142928,3415.60849332,3066,3198.16802205,25918618.14439129,8073.151429,0,0,0,3210.47095082
1641427200000,2022-01-06 00:00:00,ETH/USDT,3539.01619324,3549.62914104,3300,3406.76525483,12246470.57080974,3578.73653916,0,0,0,3422.00953794
1641340800000,2022-01-05 00:00:00,ETH/USDT,3786,3846.99228849,3416,3538.38107688,20217600.05513202,5518.75638851,0,0,0,3663.43404779
1641254400000,2022-01-04 00:00:00,ETH/USDT,3770.12524079,3891.81766126,3715.42110824,3786.84621051,7588005.22210732,1987.18267242,0,0,0,3818.47392664
1641168000000,2022-01-03 00:00:00,ETH/USDT,3827.69287287,3850.34999999,3682.17071697,3763.57426536,7418206.4227908,1974.17486962,0,0,0,3757.62377332
1641081600000,2022-01-02 00:00:00,ETH/USDT,3767.62410344,3855.25625888,3715,3829.86309168,11019441.48458792,2920.21665429,0,0,0,3773.50134908
