https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UNI,Volume USD
1698019200,2023-10-23 00:00:00,UNI/USD,4.23800,4.39399,4.21200,4.36101,8312.78135951,36252.122636636705
1697932800,2023-10-22 00:00:00,UNI/USD,4.13313,4.23800,4.10900,4.18700,2775.50248186,11621.028891547821
1697846400,2023-10-21 00:00:00,UNI/USD,3.96896,4.15900,3.96896,4.14400,4434.37646491,18376.05607058704
1697760000,2023-10-20 00:00:00,UNI/USD,4.02164,4.11199,3.98500,3.99199,6164.98634298,24610.563831312727
1697673600,2023-10-19 00:00:00,UNI/USD,3.93000,3.93300,3.87700,3.92100,22797.34001258,89388.37018932618
1697587200,2023-10-18 00:00:00,UNI/USD,3.87301,3.96600,3.87300,3.93100,1823.56325257,7168.42714585267
1697500800,2023-10-17 00:00:00,UNI/USD,4.08700,4.08700,3.83300,3.88895,27193.90688169,105755.74416754833
1697414400,2023-10-16 00:00:00,UNI/USD,4.16600,4.26300,4.11000,4.13198,5159.72833761,21319.89429643777
1697328000,2023-10-15 00:00:00,UNI/USD,4.11423,4.11423,4.11003,4.11100,29.23495899,120.18491640788999
1697241600,2023-10-14 00:00:00,UNI/USD,4.03600,4.08117,4.03600,4.07899,1387.91578314,5661.294600270229
1697155200,2023-10-13 00:00:00,UNI/USD,4.02299,4.06500,3.98906,4.06500,3500.82583549,14230.857021266851
1697068800,2023-10-12 00:00:00,UNI/USD,4.04051,4.08958,3.98491,4.00100,2893.93117068,11578.618613890681
1696982400,2023-10-11 00:00:00,UNI/USD,4.14500,4.14999,4.06600,4.10798,4575.97157638,18797.999716337516
1696896000,2023-10-10 00:00:00,UNI/USD,4.11200,4.14701,4.07615,4.11800,7357.54473391,30298.369214241382
1696809600,2023-10-09 00:00:00,UNI/USD,4.33900,4.33900,4.09949,4.13710,18389.17952727,76077.87462226872
1696723200,2023-10-08 00:00:00,UNI/USD,4.38510,4.38510,4.38510,4.38510,0.00000000,0.0
1696636800,2023-10-07 00:00:00,UNI/USD,4.40191,4.40191,4.34999,4.38510,1820.79977809,7984.38910690246
1696550400,2023-10-06 00:00:00,UNI/USD,4.32700,4.40599,4.32700,4.38600,1756.15350081,7702.48925455266
1696464000,2023-10-05 00:00:00,UNI/USD,4.29101,4.32501,4.27000,4.27400,189.38691246,809.43966385404
1696377600,2023-10-04 00:00:00,UNI/USD,4.27900,4.35499,4.27900,4.30400,5575.57827713,23997.288904767523
1696291200,2023-10-03 00:00:00,UNI/USD,4.46700,4.50703,4.35900,4.35900,5245.47871234,22865.041707090062
1696204800,2023-10-02 00:00:00,UNI/USD,4.63500,4.68000,4.43100,4.47264,19562.76862495,87497.22146269637
1696118400,2023-10-01 00:00:00,UNI/USD,4.49469,4.65585,4.49469,4.65585,3466.24449900,16138.31445066915
1696032000,2023-09-30 00:00:00,UNI/USD,4.40802,4.47098,4.40802,4.44500,5359.28977684,23822.0430580538
1695945600,2023-09-29 00:00:00,UNI/USD,4.44000,4.48548,4.32900,4.40298,535.32854611,2357.040881951408
1695859200,2023-09-28 00:00:00,UNI/USD,4.24997,4.47267,4.24997,4.42503,2036.53162502,9011.71353666225
1695772800,2023-09-27 00:00:00,UNI/USD,4.25700,4.40500,4.21200,4.22798,3083.52000934,13037.060929089332
1695686400,2023-09-26 00:00:00,UNI/USD,4.31200,4.31200,4.22999,4.22999,29.39653959,124.34706850030409
1695600000,2023-09-25 00:00:00,UNI/USD,4.24653,4.28201,4.24653,4.28000,2460.27114010,10529.960479628002
1695513600,2023-09-24 00:00:00,UNI/USD,4.25101,4.28997,4.24800,4.26799,5083.99319371,21698.432110822345
1695427200,2023-09-23 00:00:00,UNI/USD,4.29699,4.29699,4.25600,4.26100,216.63513556,923.0823126211601
1695340800,2023-09-22 00:00:00,UNI/USD,4.20600,4.24800,4.20600,4.24800,168.67346381,716.5248742648799
1695254400,2023-09-21 00:00:00,UNI/USD,4.36600,4.38329,4.22400,4.24400,2098.22202470,8904.8542728268
1695168000,2023-09-20 00:00:00,UNI/USD,4.40869,4.40869,4.37201,4.37800,455.17369027,1992.75041600206
1695081600,2023-09-19 00:00:00,UNI/USD,4.42999,4.46783,4.41038,4.41038,1028.99252864,4538.248068463284
1694995200,2023-09-18 00:00:00,UNI/USD,4.26487,4.44699,4.26487,4.38100,6784.58526939,29723.26806519759
