https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume AVAX,Volume USDT,tradecount
1696377600000,2023-10-04,AVAXUSDT,9.42,10.3,9.11,10.1,3916501.71,38293715.7385,93957
1696291200000,2023-10-03,AVAXUSDT,9.32,9.48,9.23,9.42,1282164.09,11978781.8718,29832
1696204800000,2023-10-02,AVAXUSDT,9.75,9.84,9.15,9.31,1934866.84,18495035.2486,46630
1696118400000,2023-10-01,AVAXUSDT,9.23,9.83,9.21,9.75,1684642.75,16097594.5922,41656
1696032000000,2023-09-30,AVAXUSDT,9.17,9.3,9.11,9.24,805999.91,7426692.7324,17756
1695945600000,2023-09-29,AVAXUSDT,9.28,9.37,9.07,9.17,1405080.87,12951374.0263,28995
1695859200000,2023-09-28,AVAXUSDT,8.93,9.36,8.91,9.27,1399102.7,12849433.8197,28271
1695772800000,2023-09-27,AVAXUSDT,9.05,9.19,8.81,8.92,1223697.83,11022337.4403,23938
1695686400000,2023-09-26,AVAXUSDT,8.95,9.07,8.85,9.04,934956.91,8396510.8714,17458
1695600000000,2023-09-25,AVAXUSDT,8.78,8.96,8.61,8.95,974057.28,8593306.0749,20988
1695513600000,2023-09-24,AVAXUSDT,8.9,9.05,8.73,8.78,1047017.16,9350946.2714,20512
1695427200000,2023-09-23,AVAXUSDT,8.86,8.99,8.83,8.9,639062.46,5690113.6203,14917
1695340800000,2023-09-22,AVAXUSDT,8.82,8.92,8.72,8.87,897556.95,7946370.0728,18140
1695254400000,2023-09-21,AVAXUSDT,9.05,9.11,8.77,8.83,1429451.17,12728825.9374,27498
1695168000000,2023-09-20,AVAXUSDT,9.21,9.24,8.86,9.05,1653192.29,14962398.8164,30560
1695081600000,2023-09-19,AVAXUSDT,9.11,9.31,9.04,9.21,1104724.32,10158297.4051,23358
1694995200000,2023-09-18,AVAXUSDT,9.09,9.31,8.81,9.11,1649478.75,15039509.3969,34528
1694908800000,2023-09-17,AVAXUSDT,9.38,9.38,9.0,9.1,1030936.69,9464126.0404,26302
1694822400000,2023-09-16,AVAXUSDT,9.42,9.61,9.36,9.38,874568.63,8286075.9979,22672
1694736000000,2023-09-15,AVAXUSDT,9.4,9.52,9.18,9.43,1025374.07,9573822.6951,24698
1694649600000,2023-09-14,AVAXUSDT,9.29,9.48,9.25,9.4,846740.43,7924634.8008,19014
1694563200000,2023-09-13,AVAXUSDT,9.22,9.46,9.1,9.29,1166588.89,10786515.2833,23445
1694476800000,2023-09-12,AVAXUSDT,9.24,9.6,9.19,9.22,1493579.6,13987420.5025,31625
1694390400000,2023-09-11,AVAXUSDT,9.46,9.51,9.05,9.23,1436614.67,13294366.8292,35317
1694304000000,2023-09-10,AVAXUSDT,9.83,9.84,9.22,9.47,1644037.72,15670164.9109,41834
1694217600000,2023-09-09,AVAXUSDT,9.92,9.93,9.83,9.84,320699.91,3168033.2743,10055
1694131200000,2023-09-08,AVAXUSDT,10.09,10.15,9.84,9.93,689024.96,6867950.7388,20938
1694044800000,2023-09-07,AVAXUSDT,9.94,10.14,9.83,10.1,675529.11,6742928.2418,17514
1693958400000,2023-09-06,AVAXUSDT,9.91,10.05,9.76,9.95,806313.46,7994375.2397,21474
1693872000000,2023-09-05,AVAXUSDT,9.81,9.97,9.65,9.91,726190.8,7150631.8854,18119
1693785600000,2023-09-04,AVAXUSDT,9.88,10.05,9.68,9.81,769303.74,7591881.0363,17655
1693699200000,2023-09-03,AVAXUSDT,9.92,9.99,9.83,9.88,412221.11,4083544.7508,11101
1693612800000,2023-09-02,AVAXUSDT,9.92,9.97,9.76,9.92,504146.54,4977252.6814,13587
1693526400000,2023-09-01,AVAXUSDT,9.98,10.07,9.75,9.92,947344.83,9409995.8146,23410
1693440000000,2023-08-31,AVAXUSDT,10.4,10.55,9.82,9.98,1826854.02,18629391.4289,39176
1693353600000,2023-08-30,AVAXUSDT,10.81,10.83,10.33,10.41,1031201.84,10853711.2018,22924
1693267200000,2023-08-29,AVAXUSDT,10.37,11.21,10.33,10.81,2530985.01,27221388.3916,54342
1693180800000,2023-08-28,AVAXUSDT,10.21,10.45,9.91,10.37,1100627.11,11229118.6264,25981
1693094400000,2023-08-27,AVAXUSDT,10.1,10.28,10.07,10.2,542549.14,5522445.755,15676
1693008000000,2023-08-26,AVAXUSDT,10.05,10.13,10.01,10.09,400362.23,4023014.4572,10171
1692921600000,2023-08-25,AVAXUSDT,10.12,10.13,9.89,10.04,1276333.67,12774553.3863,25169
1692835200000,2023-08-24,AVAXUSDT,10.34,10.36,9.98,10.12,907479.29,9242636.257,22304
1692748800000,2023-08-23,AVAXUSDT,10.15,10.47,10.06,10.33,1041985.33,10695625.254,24904
1692662400000,2023-08-22,AVAXUSDT,10.36,10.38,9.71,10.15,1950280.84,19557510.324,49590
1692576000000,2023-08-21,AVAXUSDT,10.87,10.87,10.15,10.36,1327961.76,13924624.1742,32945
1692489600000,2023-08-20,AVAXUSDT,10.81,10.93,10.74,10.86,444700.39,4821467.4307,13277
1692403200000,2023-08-19,AVAXUSDT,10.8,10.89,10.56,10.81,867573.99,9298433.7891,25340
1692316800000,2023-08-18,AVAXUSDT,10.58,11.0,10.53,10.81,1456015.19,15673309.1601,41733
1692230400000,2023-08-17,AVAXUSDT,11.39,11.51,9.99,10.57,2153968.62,23524130.398,74171
1692144000000,2023-08-16,AVAXUSDT,11.83,11.87,11.07,11.38,1453581.04,16644155.3813,34681
1692057600000,2023-08-15,AVAXUSDT,12.37,12.38,11.29,11.83,1220493.22,14487265.8742,36459
1691971200000,2023-08-14,AVAXUSDT,12.27,12.46,12.15,12.37,698660.88,8622920.0751,16899
1691884800000,2023-08-13,AVAXUSDT,12.4,12.43,12.2,12.27,504796.73,6222172.6267,16005
1691798400000,2023-08-12,AVAXUSDT,12.44,12.49,12.35,12.39,316232.47,3932764.4354,10091
1691712000000,2023-08-11,AVAXUSDT,12.49,12.55,12.35,12.44,499834.93,6228259.4491,14667
1691625600000,2023-08-10,AVAXUSDT,12.63,12.67,12.47,12.48,902127.87,11346922.8599,19174
1691539200000,2023-08-09,AVAXUSDT,12.69,12.81,12.5,12.62,824323.31,10432851.8951,19305
1691452800000,2023-08-08,AVAXUSDT,12.46,12.81,12.38,12.68,1262794.87,15897607.2514,28310
1691366400000,2023-08-07,AVAXUSDT,12.6,12.77,12.2,12.47,1011365.55,12656414.963,27716
1691280000000,2023-08-06,AVAXUSDT,12.45,12.67,12.42,12.59,562034.72,7070093.8777,17371
1691193600000,2023-08-05,AVAXUSDT,12.41,12.45,12.29,12.45,412492.25,5094631.8872,12624
1691107200000,2023-08-04,AVAXUSDT,12.45,12.61,12.25,12.41,699345.21,8714283.2503,19177
1691020800000,2023-08-03,AVAXUSDT,12.54,12.64,12.36,12.44,956470.45,11964056.0499,21045
1690934400000,2023-08-02,AVAXUSDT,12.89,12.96,12.42,12.55,1017575.22,12885950.607,26096
1690848000000,2023-08-01,AVAXUSDT,12.81,12.9,12.4,12.89,1385072.75,17563963.0775,37732
1690761600000,2023-07-31,AVAXUSDT,13.12,13.42,12.69,12.82,1110757.24,14411803.4363,31319
1690675200000,2023-07-30,AVAXUSDT,13.24,13.41,12.92,13.12,898388.07,11868363.0834,26353
1690588800000,2023-07-29,AVAXUSDT,13.23,13.3,13.15,13.23,306523.52,4053677.3045,10340
1690502400000,2023-07-28,AVAXUSDT,13.15,13.3,13.01,13.22,669907.99,8813905.3021,18911
1690416000000,2023-07-27,AVAXUSDT,13.27,13.43,13.02,13.15,898069.06,11889887.5664,25892
1690329600000,2023-07-26,AVAXUSDT,13.34,13.47,13.08,13.27,1381301.05,18323120.1039,39108
1690243200000,2023-07-25,AVAXUSDT,13.11,13.55,13.04,13.33,1578349.7,20967809.315,45561
1690156800000,2023-07-24,AVAXUSDT,13.54,13.6,12.77,13.11,1501733.4,19740644.2383,46911
1690070400000,2023-07-23,AVAXUSDT,13.52,13.75,13.39,13.54,798875.26,10856342.7482,24581
1689984000000,2023-07-22,AVAXUSDT,13.98,14.05,13.29,13.53,911581.17,12494404.4724,32806
1689897600000,2023-07-21,AVAXUSDT,13.87,14.07,13.72,13.98,920020.15,12823598.7235,29806
1689811200000,2023-07-20,AVAXUSDT,13.99,14.42,13.68,13.88,1776280.27,24927060.6139,53861
1689724800000,2023-07-19,AVAXUSDT,13.8,14.27,13.76,13.99,1249131.35,17493934.0733,40351
1689638400000,2023-07-18,AVAXUSDT,14.4,14.59,13.61,13.8,1504811.26,21020941.4997,48799
1689552000000,2023-07-17,AVAXUSDT,14.29,14.62,13.8,14.4,1862297.69,26478735.3984,59849
1689465600000,2023-07-16,AVAXUSDT,14.84,14.93,14.16,14.29,1645509.68,23976549.4465,47309
1689379200000,2023-07-15,AVAXUSDT,14.63,15.35,14.41,14.84,2332639.5,34756711.0549,62878
1689292800000,2023-07-14,AVAXUSDT,14.11,15.97,14.02,14.64,8887780.0,133732321.0394,238392
1689206400000,2023-07-13,AVAXUSDT,13.01,14.2,12.89,14.11,4270359.34,58829315.5196,111528
1689120000000,2023-07-12,AVAXUSDT,13.26,13.38,12.85,13.01,1755979.45,23093581.559,43712
1689033600000,2023-07-11,AVAXUSDT,13.38,13.69,13.15,13.27,2000014.47,26835736.1327,45060
1688947200000,2023-07-10,AVAXUSDT,13.58,13.85,13.16,13.39,2544390.52,34077334.0958,64781
1688860800000,2023-07-09,AVAXUSDT,13.64,14.21,13.57,13.58,2882299.75,40141403.8504,80696
1688774400000,2023-07-08,AVAXUSDT,12.74,13.89,12.72,13.64,4132298.8,55964752.9707,114301
1688688000000,2023-07-07,AVAXUSDT,12.37,12.75,12.25,12.74,1501124.31,18897652.7034,34791
1688601600000,2023-07-06,AVAXUSDT,12.67,13.12,12.24,12.37,2295716.98,29097279.6386,58293
1688515200000,2023-07-05,AVAXUSDT,13.04,13.16,12.5,12.67,1996286.11,25465377.3998,47989
1688428800000,2023-07-04,AVAXUSDT,13.25,13.4,13.0,13.04,2120178.89,28019470.1018,51196
1688342400000,2023-07-03,AVAXUSDT,13.13,13.49,13.07,13.25,2397430.98,31765229.7024,58862
1688256000000,2023-07-02,AVAXUSDT,13.0,13.22,12.71,13.13,2019538.49,26193050.4938,45397
1688169600000,2023-07-01,AVAXUSDT,13.03,13.16,12.83,12.99,1571688.38,20399462.6213,35100
1688083200000,2023-06-30,AVAXUSDT,12.68,13.34,12.12,13.03,3869609.02,49796318.127,97319
1687996800000,2023-06-29,AVAXUSDT,12.34,12.96,12.27,12.67,1769980.72,22354674.7992,43871
1687910400000,2023-06-28,AVAXUSDT,13.2,13.21,12.08,12.34,2629569.82,33275891.1316,62645
1687824000000,2023-06-27,AVAXUSDT,13.15,13.47,13.09,13.2,1323233.27,17580158.1331,35948
1687737600000,2023-06-26,AVAXUSDT,13.44,13.69,12.96,13.15,2115880.03,28198537.7427,58497
1687651200000,2023-06-25,AVAXUSDT,13.01,13.68,12.97,13.44,1464082.61,19658998.522,43243
1687564800000,2023-06-24,AVAXUSDT,13.28,13.4,12.73,13.01,1396657.31,18230605.3188,38277
1687478400000,2023-06-23,AVAXUSDT,12.66,13.51,12.62,13.29,2283130.73,29855584.2629,60570
1687392000000,2023-06-22,AVAXUSDT,12.9,13.24,12.58,12.65,2240979.03,28919605.6701,63168
1687305600000,2023-06-21,AVAXUSDT,12.12,13.04,12.06,12.9,2738855.15,34288313.4013,69276
1687219200000,2023-06-20,AVAXUSDT,11.48,12.13,11.17,12.12,1626750.24,18941224.0419,40464
1687132800000,2023-06-19,AVAXUSDT,11.34,11.52,11.17,11.47,1123434.72,12739019.9848,24676
1687046400000,2023-06-18,AVAXUSDT,11.63,11.63,11.25,11.34,1329941.71,15281307.2432,29304
1686960000000,2023-06-17,AVAXUSDT,11.54,11.85,11.47,11.62,1144774.1,13395282.8989,26726
1686873600000,2023-06-16,AVAXUSDT,11.4,11.73,11.22,11.55,1210256.45,13870745.786,29026
1686787200000,2023-06-15,AVAXUSDT,11.39,11.57,11.02,11.41,2323911.7,26285962.9362,52201
1686700800000,2023-06-14,AVAXUSDT,11.8,11.96,11.16,11.38,2059036.04,23889748.1371,45546
1686614400000,2023-06-13,AVAXUSDT,11.52,12.08,11.43,11.8,1946941.54,22874085.9997,44316
1686528000000,2023-06-12,AVAXUSDT,11.58,11.61,11.16,11.52,1987087.75,22758230.6824,47456
1686441600000,2023-06-11,AVAXUSDT,11.65,11.81,11.44,11.58,1692031.53,19671176.2252,43892
1686355200000,2023-06-10,AVAXUSDT,13.76,13.76,10.0,11.65,7634205.663,87539377.8836,219344
1686268800000,2023-06-09,AVAXUSDT,13.93,14.25,13.7,13.75,1330825.25,18556998.2985,36362
1686182400000,2023-06-08,AVAXUSDT,14.01,14.11,13.79,13.93,920454.95,12839672.0528,26969
1686096000000,2023-06-07,AVAXUSDT,14.63,14.7,13.95,14.02,1702244.4,24372974.7667,44020
1686009600000,2023-06-06,AVAXUSDT,13.87,14.67,13.81,14.62,1992149.85,28289622.7307,49774
1685923200000,2023-06-05,AVAXUSDT,14.79,14.9,13.48,13.87,2829208.26,40485782.5997,81476
1685836800000,2023-06-04,AVAXUSDT,14.57,14.93,14.52,14.79,1070607.7,15804563.2635,28981
1685750400000,2023-06-03,AVAXUSDT,14.49,14.6,14.39,14.58,728715.16,10582665.7776,19781
1685664000000,2023-06-02,AVAXUSDT,14.09,14.57,13.96,14.49,1166756.42,16784948.0537,34498
1685577600000,2023-06-01,AVAXUSDT,14.1,14.3,13.83,14.09,1037684.09,14633844.7752,29716
1685491200000,2023-05-31,AVAXUSDT,14.44,14.46,13.96,14.11,1145769.56,16200462.0313,36630
1685404800000,2023-05-30,AVAXUSDT,14.48,14.73,14.37,14.45,1193651.11,17354771.854,32603
1685318400000,2023-05-29,AVAXUSDT,14.9,14.98,14.35,14.48,1345784.55,19667156.4033,35886
1685232000000,2023-05-28,AVAXUSDT,14.56,15.06,14.24,14.89,1663810.9,24389890.5351,50708
1685145600000,2023-05-27,AVAXUSDT,14.33,14.62,14.26,14.56,866210.61,12466830.6406,24260
1685059200000,2023-05-26,AVAXUSDT,14.08,14.39,13.96,14.33,1159336.18,16462543.3527,29183
1684972800000,2023-05-25,AVAXUSDT,14.14,14.25,13.71,14.08,1411087.75,19872912.6713,35253
1684886400000,2023-05-24,AVAXUSDT,14.71,14.72,14.0,14.14,1527725.49,21790066.4909,40344
1684800000000,2023-05-23,AVAXUSDT,14.68,14.97,14.6,14.71,1082049.27,15956404.606,31400
1684713600000,2023-05-22,AVAXUSDT,14.31,14.79,14.08,14.68,1338597.29,19436268.2997,35499
1684627200000,2023-05-21,AVAXUSDT,14.63,14.7,14.17,14.31,799580.25,11524759.3866,22700
1684540800000,2023-05-20,AVAXUSDT,14.68,14.71,14.53,14.63,449868.14,6572507.8316,14215
1684454400000,2023-05-19,AVAXUSDT,14.68,14.84,14.56,14.68,850528.6,12494002.9375,24768
1684368000000,2023-05-18,AVAXUSDT,15.18,15.19,14.42,14.68,1392832.43,20636331.5561,40426
1684281600000,2023-05-17,AVAXUSDT,14.91,15.3,14.61,15.17,1366340.39,20432740.2181,42328
1684195200000,2023-05-16,AVAXUSDT,15.08,15.16,14.73,14.9,1044669.55,15585306.7311,32473
1684108800000,2023-05-15,AVAXUSDT,15.02,15.35,14.8,15.08,1309248.51,19869760.7949,35534
1684022400000,2023-05-14,AVAXUSDT,14.91,15.14,14.79,15.03,651517.07,9757423.301,21458
1683936000000,2023-05-13,AVAXUSDT,15.19,15.21,14.9,14.91,588938.52,8854432.5822,20773
1683849600000,2023-05-12,AVAXUSDT,14.96,15.22,14.52,15.19,1520092.84,22611838.5063,49076
1683763200000,2023-05-11,AVAXUSDT,15.52,15.53,14.76,14.95,1333686.77,20176405.1831,45446
1683676800000,2023-05-10,AVAXUSDT,15.32,15.74,14.66,15.52,2652746.29,40682860.9185,74291
1683590400000,2023-05-09,AVAXUSDT,15.42,15.58,15.21,15.31,965502.37,14863780.9278,31958
1683504000000,2023-05-08,AVAXUSDT,16.41,16.5,14.8,15.42,2627129.13,40955596.6082,87557
1683417600000,2023-05-07,AVAXUSDT,16.58,16.73,16.31,16.41,783994.9,12992091.3353,29380
1683331200000,2023-05-06,AVAXUSDT,17.38,17.51,16.43,16.58,1231115.03,20716428.5492,48270
1683244800000,2023-05-05,AVAXUSDT,16.93,17.73,16.73,17.38,1637028.01,28127892.4144,66614
1683158400000,2023-05-04,AVAXUSDT,17.22,17.27,16.78,16.93,913527.62,15518899.967,32724
1683072000000,2023-05-03,AVAXUSDT,16.84,17.37,16.39,17.21,1404905.59,23663007.8247,57796
1682985600000,2023-05-02,AVAXUSDT,16.64,16.97,16.49,16.84,781092.7,13054489.0765,31959
1682899200000,2023-05-01,AVAXUSDT,17.1,17.21,16.51,16.65,1160711.97,19563822.2212,46243
1682812800000,2023-04-30,AVAXUSDT,17.49,17.85,17.07,17.1,893876.28,15572793.3165,40403
1682726400000,2023-04-29,AVAXUSDT,17.56,17.72,17.33,17.49,596818.68,10465634.6373,26006
1682640000000,2023-04-28,AVAXUSDT,17.72,17.81,17.21,17.55,915809.55,16035752.7139,39787
1682553600000,2023-04-27,AVAXUSDT,17.18,17.93,17.11,17.72,1574922.98,27641551.9033,72488
1682467200000,2023-04-26,AVAXUSDT,17.62,18.24,16.27,17.18,2820375.37,48868361.42,118420
1682380800000,2023-04-25,AVAXUSDT,16.93,17.77,16.75,17.63,1680320.99,28810943.1036,69399
1682294400000,2023-04-24,AVAXUSDT,16.85,17.26,16.54,16.92,1229193.95,20767455.0907,56930
1682208000000,2023-04-23,AVAXUSDT,17.22,17.25,16.49,16.84,1071665.53,18116505.0388,49118
1682121600000,2023-04-22,AVAXUSDT,16.94,17.36,16.81,17.21,1163505.95,19929241.1121,49823
1682035200000,2023-04-21,AVAXUSDT,18.3,18.52,16.72,16.94,2949411.14,51911303.1839,112089
1681948800000,2023-04-20,AVAXUSDT,18.98,19.43,18.13,18.3,2533024.6,47683834.2111,105579
1681862400000,2023-04-19,AVAXUSDT,21.2,21.22,18.55,18.98,3606353.32,70830009.5232,171423
1681776000000,2023-04-18,AVAXUSDT,20.52,21.56,20.26,21.2,2400684.58,50725754.5821,111055
1681689600000,2023-04-17,AVAXUSDT,20.17,21.28,19.96,20.51,4308383.8,88923987.2587,195039
1681603200000,2023-04-16,AVAXUSDT,19.07,20.55,18.84,20.17,2486851.7,49092230.5387,109209
1681516800000,2023-04-15,AVAXUSDT,19.22,19.52,18.99,19.07,1527045.96,29327736.9077,62864
1681430400000,2023-04-14,AVAXUSDT,18.83,19.32,18.46,19.22,2348398.47,44608549.7978,96807
1681344000000,2023-04-13,AVAXUSDT,18.26,19.08,18.11,18.84,2456777.92,45921153.1388,95307
1681257600000,2023-04-12,AVAXUSDT,18.13,19.21,17.68,18.26,3554063.45,64449888.9025,132957
1681171200000,2023-04-11,AVAXUSDT,17.93,18.62,17.87,18.14,1487121.23,27156033.4243,66589
1681084800000,2023-04-10,AVAXUSDT,17.54,17.97,17.37,17.94,1022190.46,18066250.4795,45974
1680998400000,2023-04-09,AVAXUSDT,17.45,17.65,17.25,17.54,627757.54,10934568.4578,29995
1680912000000,2023-04-08,AVAXUSDT,17.6,17.74,17.33,17.45,565313.8,9935020.3653,25871
1680825600000,2023-04-07,AVAXUSDT,17.98,18.14,17.42,17.6,1023361.07,18126661.0984,40318
1680739200000,2023-04-06,AVAXUSDT,17.99,18.35,17.63,17.97,1494645.37,26924351.904,61311
1680652800000,2023-04-05,AVAXUSDT,17.65,18.38,17.44,18.0,2189499.57,39406410.9575,91168
1680566400000,2023-04-04,AVAXUSDT,17.1,17.67,16.97,17.65,1290395.25,22393695.8484,47277
1680480000000,2023-04-03,AVAXUSDT,17.24,17.45,16.65,17.11,1669238.44,28558818.9287,70349
1680393600000,2023-04-02,AVAXUSDT,17.79,17.85,17.06,17.25,918449.47,15997347.7282,40619
1680307200000,2023-04-01,AVAXUSDT,17.7,17.89,17.54,17.8,864902.81,15313441.9541,37585
1680220800000,2023-03-31,AVAXUSDT,17.23,17.84,17.08,17.7,1573547.04,27445923.839,63239
1680134400000,2023-03-30,AVAXUSDT,17.32,17.57,16.91,17.23,1878919.84,32465515.8102,77869
1680048000000,2023-03-29,AVAXUSDT,16.72,17.41,16.65,17.31,1647283.13,28347879.2026,63323
1679961600000,2023-03-28,AVAXUSDT,16.48,16.85,16.3,16.71,1416651.25,23483717.8115,62214
1679875200000,2023-03-27,AVAXUSDT,17.12,17.15,16.0,16.49,1496965.41,24796799.4388,71521
1679788800000,2023-03-26,AVAXUSDT,16.89,17.29,16.86,17.12,842868.94,14393944.7026,45051
1679702400000,2023-03-25,AVAXUSDT,16.96,17.15,16.38,16.89,1012240.42,16953254.578,59680
1679616000000,2023-03-24,AVAXUSDT,17.54,17.65,16.66,16.95,1168422.63,20031297.7932,60816
1679529600000,2023-03-23,AVAXUSDT,16.75,17.9,16.57,17.54,2132767.64,37044717.0507,96695
1679443200000,2023-03-22,AVAXUSDT,17.43,17.93,16.26,16.74,3533834.3,60899575.6477,169008
1679356800000,2023-03-21,AVAXUSDT,16.64,17.55,16.33,17.44,2044599.43,34835823.5463,104711
1679270400000,2023-03-20,AVAXUSDT,17.53,17.78,16.52,16.64,2421215.7,41698320.5881,116510
1679184000000,2023-03-19,AVAXUSDT,16.99,18.08,16.96,17.53,1927204.31,33932059.2696,98288
1679097600000,2023-03-18,AVAXUSDT,17.64,18.25,16.85,16.98,2990812.4,52378447.6722,136502
1679011200000,2023-03-17,AVAXUSDT,15.83,17.77,15.63,17.64,2625807.19,43768970.6909,115037
1678924800000,2023-03-16,AVAXUSDT,15.55,16.09,15.24,15.83,2101663.41,32958246.0935,100362
1678838400000,2023-03-15,AVAXUSDT,17.15,17.42,15.33,15.55,3381885.34,55175959.11,140842
1678752000000,2023-03-14,AVAXUSDT,16.47,17.91,16.07,17.15,4819447.82,81970536.5017,178933
1678665600000,2023-03-13,AVAXUSDT,16.17,16.78,15.45,16.47,3653015.82,59049962.2486,148001
1678579200000,2023-03-12,AVAXUSDT,14.51,16.29,14.2,16.18,2935250.36,44631183.8229,122733
1678492800000,2023-03-11,AVAXUSDT,14.79,15.19,13.93,14.51,2626062.79,37866487.3328,98297
1678406400000,2023-03-10,AVAXUSDT,14.42,15.28,13.88,14.8,3176465.15,46183612.8182,119870
1678320000000,2023-03-09,AVAXUSDT,15.11,15.69,14.2,14.41,2487752.3,36998124.5741,99840
1678233600000,2023-03-08,AVAXUSDT,16.17,16.26,15.0,15.12,1623242.29,25433756.3182,73449
1678147200000,2023-03-07,AVAXUSDT,16.51,16.73,15.85,16.17,1448118.8,23503545.9709,60776
1678060800000,2023-03-06,AVAXUSDT,16.14,16.7,15.82,16.52,1348393.86,22002952.4546,62809
1677974400000,2023-03-05,AVAXUSDT,16.14,16.52,16.06,16.14,745976.87,12167464.0171,36705
1677888000000,2023-03-04,AVAXUSDT,16.66,16.9,15.74,16.14,1088928.35,17813346.6153,55412
1677801600000,2023-03-03,AVAXUSDT,17.47,17.48,15.81,16.66,2000407.8,32767139.749,109630
1677715200000,2023-03-02,AVAXUSDT,17.76,17.86,17.11,17.47,877078.59,15201011.8628,48274
1677628800000,2023-03-01,AVAXUSDT,17.1,17.83,16.98,17.77,1103389.17,19397437.1369,59976
1677542400000,2023-02-28,AVAXUSDT,17.93,17.94,16.93,17.09,1522776.6,26587579.4305,83367
1677456000000,2023-02-27,AVAXUSDT,18.44,18.65,17.71,17.93,1411212.86,25607343.4992,69043
1677369600000,2023-02-26,AVAXUSDT,17.95,18.57,17.82,18.43,1010025.02,18383792.2546,49294
1677283200000,2023-02-25,AVAXUSDT,18.39,18.62,17.44,17.94,2202952.2,39855273.9764,99102
1677196800000,2023-02-24,AVAXUSDT,19.72,19.82,18.03,18.39,2530031.98,47774650.8463,124859
1677110400000,2023-02-23,AVAXUSDT,20.31,20.73,19.52,19.71,2303332.47,46332361.7526,103780
1677024000000,2023-02-22,AVAXUSDT,20.98,21.56,19.58,20.32,5077444.91,104139370.1629,230420
1676937600000,2023-02-21,AVAXUSDT,20.82,21.66,19.9,20.98,4109262.76,85273752.9331,184604
1676851200000,2023-02-20,AVAXUSDT,19.8,21.38,19.02,20.82,3948087.09,81441043.3782,171667
1676764800000,2023-02-19,AVAXUSDT,19.55,20.42,19.26,19.81,2282135.36,45314544.0159,101816
1676678400000,2023-02-18,AVAXUSDT,19.46,20.11,19.29,19.54,2371957.08,46716045.9388,76229
1676592000000,2023-02-17,AVAXUSDT,18.59,19.65,18.48,19.45,1832312.79,35095475.7303,80573
1676505600000,2023-02-16,AVAXUSDT,19.94,20.39,18.55,18.59,3100356.46,61105350.7748,140323
1676419200000,2023-02-15,AVAXUSDT,18.15,19.96,17.91,19.94,2162105.31,40826355.6404,99936
1676332800000,2023-02-14,AVAXUSDT,17.63,18.29,17.11,18.14,2085039.59,37075845.4141,87263
1676246400000,2023-02-13,AVAXUSDT,17.78,17.86,16.84,17.63,1833234.74,31820834.9284,87923
1676160000000,2023-02-12,AVAXUSDT,18.02,18.49,17.52,17.78,2661843.26,48228890.5391,70468
1676073600000,2023-02-11,AVAXUSDT,17.78,18.11,17.66,18.01,937640.27,16751422.8724,39047
1675987200000,2023-02-10,AVAXUSDT,17.9,18.24,17.49,17.79,1666736.69,29903620.4367,76377
1675900800000,2023-02-09,AVAXUSDT,20.11,20.24,17.44,17.9,3124670.9,59484285.4498,131853
1675814400000,2023-02-08,AVAXUSDT,20.83,21.02,19.62,20.11,1760631.93,35859512.546,71120
1675728000000,2023-02-07,AVAXUSDT,19.58,21.0,19.51,20.83,2538688.73,51363309.0135,91395
1675641600000,2023-02-06,AVAXUSDT,20.09,20.43,19.42,19.58,1856607.05,37135408.5358,79434
1675555200000,2023-02-05,AVAXUSDT,21.03,21.15,19.71,20.08,2975611.73,60549243.965,121657
1675468800000,2023-02-04,AVAXUSDT,21.35,21.69,20.84,21.04,2173964.82,46196243.1034,79384
1675382400000,2023-02-03,AVAXUSDT,21.21,21.96,20.68,21.36,3283902.72,69851250.2882,134423
1675296000000,2023-02-02,AVAXUSDT,20.95,22.79,20.82,21.21,6298959.25,138528657.3109,282389
1675209600000,2023-02-01,AVAXUSDT,19.8,21.06,18.69,20.95,4614268.07,90846309.1929,205928
1675123200000,2023-01-31,AVAXUSDT,19.73,20.19,19.31,19.8,2564633.38,50668727.6835,116068
1675036800000,2023-01-30,AVAXUSDT,20.99,21.31,19.25,19.74,4917486.44,100246091.3726,221186
1674950400000,2023-01-29,AVAXUSDT,20.54,21.17,20.08,20.99,2599913.75,53766064.5748,118117
1674864000000,2023-01-28,AVAXUSDT,21.19,21.81,20.05,20.54,4474456.15,92788078.5668,214025
1674777600000,2023-01-27,AVAXUSDT,18.09,21.67,17.45,21.2,4903029.78,94906857.286,218259
1674691200000,2023-01-26,AVAXUSDT,17.8,18.8,17.78,18.08,3441891.58,62599123.0271,133463
1674604800000,2023-01-25,AVAXUSDT,16.99,18.27,16.52,17.79,2663219.54,46158913.4755,116578
1674518400000,2023-01-24,AVAXUSDT,17.97,18.97,16.75,17.0,3499087.1,63299881.8824,141829
1674432000000,2023-01-23,AVAXUSDT,17.34,18.32,17.21,17.97,3276110.41,58109928.7652,128488
1674345600000,2023-01-22,AVAXUSDT,16.87,18.45,16.79,17.34,4196670.88,74112784.9288,170915
1674259200000,2023-01-21,AVAXUSDT,17.49,17.76,16.83,16.88,3798234.96,65666701.1346,137720
1674172800000,2023-01-20,AVAXUSDT,16.19,17.57,15.86,17.48,3086123.26,52088871.6914,113555
1674086400000,2023-01-19,AVAXUSDT,15.81,16.3,15.7,16.19,2010163.26,32167560.4171,70162
