https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,volto,volfrom
1701648000,2023-12-04T00:00:00Z,ATOM/USDT,9.485632950000,11.240000000000,9.485632950000,9.516226270000,78.339979140000,819.570030080000
1701561600,2023-12-03T00:00:00Z,ATOM/USDT,9.498760960000,9.500599710000,9.194303210000,9.355733570000,677.911904660000,6360.396775980000
1701475200,2023-12-02T00:00:00Z,ATOM/USDT,9.457568450000,9.700000000000,9.267991890000,9.700000000000,1492.182269390000,13926.939331830000
1701388800,2023-12-01T00:00:00Z,ATOM/USDT,9.192837030000,10.723353170000,9.133603400000,9.494937890000,947.874539040000,8924.235580690000
1701302400,2023-11-30T00:00:00Z,ATOM/USDT,8.326440380000,9.306317460000,7.317751810000,9.247654700000,1566.532882440000,13514.503991570000
1701216000,2023-11-29T00:00:00Z,ATOM/USDT,8.691870890000,9.232890640000,5.988511250000,8.410545840000,1299.069972990000,9451.983348670000
1701129600,2023-11-28T00:00:00Z,ATOM/USDT,9.231843380000,9.503789080000,8.107680630000,8.683599390000,381.469573300000,3353.811515690000
1701043200,2023-11-27T00:00:00Z,ATOM/USDT,9.761120900000,9.950000000000,8.713145740000,9.270139720000,292.130718400000,2661.858604460000
1700956800,2023-11-26T00:00:00Z,ATOM/USDT,9.414272280000,9.951747400000,9.245019850000,9.942932490000,217.297352200000,2094.070838990000
1700870400,2023-11-25T00:00:00Z,ATOM/USDT,8.941237100000,9.574418370000,8.380347060000,9.413769840000,382.251752350000,3460.908236430000
1700784000,2023-11-24T00:00:00Z,ATOM/USDT,8.828458180000,9.072879050000,8.193706740000,9.072879050000,369.171023960000,3281.223328990000
1700697600,2023-11-23T00:00:00Z,ATOM/USDT,8.851504990000,9.000044340000,7.790810240000,8.749264470000,711.911378320000,6187.756327020000
1700611200,2023-11-22T00:00:00Z,ATOM/USDT,8.496198920000,8.900000000000,5.229549860000,8.874382710000,1463.557301630000,12039.054478630000
1700524800,2023-11-21T00:00:00Z,ATOM/USDT,8.928788060000,9.099600430000,7.919892250000,8.260458480000,1504.603265700000,13153.356000100000
1700438400,2023-11-20T00:00:00Z,ATOM/USDT,9.357425900000,9.393424250000,8.906406110000,8.986702910000,423.795245400000,3886.510826360000
1700352000,2023-11-19T00:00:00Z,ATOM/USDT,9.069042230000,9.288798980000,8.980213490000,9.288798980000,57.296587450000,526.232789790000
1700265600,2023-11-18T00:00:00Z,ATOM/USDT,9.052176870000,9.367992320000,8.915176860000,9.200061350000,575.830791210000,5259.579536290000
1700179200,2023-11-17T00:00:00Z,ATOM/USDT,9.970320590000,10.158122370000,9.108489700000,9.191534610000,282.164539810000,2689.372379110000
1700092800,2023-11-16T00:00:00Z,ATOM/USDT,9.636194900000,10.207279980000,9.442282920000,9.497515200000,1497.747924750000,14744.637340120000
1700006400,2023-11-15T00:00:00Z,ATOM/USDT,9.013518750000,9.777053960000,9.013518750000,9.625779880000,1174.509377310000,11208.014239460000
1699920000,2023-11-14T00:00:00Z,ATOM/USDT,9.158148370000,9.412838740000,8.675936760000,9.097402580000,1464.144962040000,13228.930330900000
1699833600,2023-11-13T00:00:00Z,ATOM/USDT,9.435200820000,10.539590120000,9.158148370000,9.211801630000,1319.524059250000,13060.222140570000
