Timezones are UTC,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD
1593043200.0,2020-06-25,ETHUSD,240.76,240.76,232.7,236,3.931,925.88
1592956800.0,2020-06-24,ETHUSD,242.48,242.48,240.76,240.76,0.08984,21.63
1592870400.0,2020-06-23,ETHUSD,243.45,243.45,242.48,242.48,0.4125,100.02
1592784000.0,2020-06-22,ETHUSD,228.89,243.45,228.89,243.45,6.002,1453.29
1592697600.0,2020-06-21,ETHUSD,228.88,230.62,228.88,228.89,0.122,28.0
1592611200.0,2020-06-20,ETHUSD,231.22,231.22,228.18,228.88,1.215,278.14
1592524800.0,2020-06-19,ETHUSD,231.57,238.51,227.33,231.22,4.753,1089.17
1592438400.0,2020-06-18,ETHUSD,232.56,239,229,231.57,6.284,1469.75
1592352000.0,2020-06-17,ETHUSD,233.13,237,228.68,232.56,8.494,1981.23
1592265600.0,2020-06-16,ETHUSD,233.05,237,231.01,233.13,2.795,657.33
1592179200.0,2020-06-15,ETHUSD,235,235,218.55,233.05,14.31,3231.57
1592092800.0,2020-06-14,ETHUSD,239.3,239.3,235,235,0.2555,60.67
1592006400.0,2020-06-13,ETHUSD,238,239.31,233.77,239.3,1.318,313.33
1591920000.0,2020-06-12,ETHUSD,231.61,240.23,229.74,238,10.37,2460.07
1591833600.0,2020-06-11,ETHUSD,245.73,248.49,228.95,231.61,19.32,4616.2
1591747200.0,2020-06-10,ETHUSD,242.39,250.04,242.39,245.73,1.39,342.5
1591660800.0,2020-06-09,ETHUSD,244.2,285,160,242.39,45.5,10838.37
1591574400.0,2020-06-08,ETHUSD,242.57,244.2,240.66,244.2,29.57,7178.33
1591488000.0,2020-06-07,ETHUSD,242.59,243.34,234.84,242.57,61.72,14863.75
1591401600.0,2020-06-06,ETHUSD,239.9,244.26,230,242.59,63.48,15318.21
1591315200.0,2020-06-05,ETHUSD,243.38,247.76,238.9,239.9,64.45,15665.88
1591228800.0,2020-06-04,ETHUSD,239.25,247.79,230.01,243.38,123.32,29662.45
1591142400.0,2020-06-03,ETHUSD,239.26,239.26,237.37,239.25,1.214,289.88
1591056000.0,2020-06-02,ETHUSD,245.5,249.86,229.01,239.26,11.83,2797.34
1590969600.0,2020-06-01,ETHUSD,233.01,245.5,233,245.5,3.295,803.39
1590883200.0,2020-05-31,ETHUSD,241.58,242.79,233.01,233.01,11.65,2747.29
1590796800.0,2020-05-30,ETHUSD,221,269,221,241.58,43.51,10461.45
1590710400.0,2020-05-29,ETHUSD,217.44,221,213.21,221,5.031,1101.53
1590624000.0,2020-05-28,ETHUSD,206.36,217.44,205.09,217.44,9.869,2109.88
1590537600.0,2020-05-27,ETHUSD,197.75,206.36,197.75,206.36,0.4935,100.87
1590451200.0,2020-05-26,ETHUSD,205.5,205.5,195.94,197.75,21.06,4274.61
1590364800.0,2020-05-25,ETHUSD,200.67,206.36,198.11,205.5,40.88,8260.72
1590278400.0,2020-05-24,ETHUSD,205.53,210,200.17,200.67,78.84,16126.15
1590192000.0,2020-05-23,ETHUSD,207.07,209,204.95,205.53,4.744,979.95
1590105600.0,2020-05-22,ETHUSD,199.51,208.91,192.99,207.07,25.92,5251.95
1590019200.0,2020-05-21,ETHUSD,212.81,212.81,193,199.51,18.87,3707.75
1589932800.0,2020-05-20,ETHUSD,214.78,214.78,209.01,212.81,0.1584,33.26
1589846400.0,2020-05-19,ETHUSD,197.74,216.48,197.74,214.78,7.181,1530.74
1589760000.0,2020-05-18,ETHUSD,210,214.5,197.74,197.74,0.9418,197.32
1589673600.0,2020-05-17,ETHUSD,202,210,200,210,5.771,1181.26
1589587200.0,2020-05-16,ETHUSD,196.02,202,179.63,202,7.473,1496.38
1589500800.0,2020-05-15,ETHUSD,202.96,202.96,171,196.02,4.456,869.62
1589414400.0,2020-05-14,ETHUSD,196.44,205.96,165,202.96,70.07,13980.82
1589328000.0,2020-05-13,ETHUSD,192.27,199.25,192.27,196.44,11.11,2180.45
1589241600.0,2020-05-12,ETHUSD,183.27,199.67,183.27,192.27,23.43,4423.19
1589155200.0,2020-05-11,ETHUSD,187.67,194.83,160,183.27,42.61,7934.43
1589068800.0,2020-05-10,ETHUSD,208.73,208.73,183.71,187.67,49.12,9500.55
1588982400.0,2020-05-09,ETHUSD,210.79,213.15,207.63,208.73,3.682,774.86
1588896000.0,2020-05-08,ETHUSD,280,280,201.52,210.79,57.66,11869.09
1588809600.0,2020-05-07,ETHUSD,202,280,200.68,280,54.19,12673.08
1588723200.0,2020-05-06,ETHUSD,203,210,201,202,15.92,3278.07
1588636800.0,2020-05-05,ETHUSD,206.59,209.69,200,203,13.47,2729.45
1588550400.0,2020-05-04,ETHUSD,212.46,212.46,197.56,206.59,9.008,1841.44
1588464000.0,2020-05-03,ETHUSD,214.87,214.87,210.72,212.46,3.549,754.16
1588377600.0,2020-05-02,ETHUSD,210.64,215.85,210.64,214.87,0.354,76.1
1588291200.0,2020-05-01,ETHUSD,209.05,233.9,209.05,210.64,23.21,5047.59
1588204800.0,2020-04-30,ETHUSD,219.18,224,204.76,209.05,45.66,9719.91
1588118400.0,2020-04-29,ETHUSD,197.28,219.18,194,219.18,39.39,7978.75
1588032000.0,2020-04-28,ETHUSD,195.87,198.41,193.12,197.28,150.09,29377.37
1587945600.0,2020-04-27,ETHUSD,199.65,199.65,190.01,195.87,44.08,8536.81
1587859200.0,2020-04-26,ETHUSD,194.8,199.65,191,199.65,16.1,3129.87
1587772800.0,2020-04-25,ETHUSD,187.5,195.17,187.5,194.8,23.89,4645.76
1587686400.0,2020-04-24,ETHUSD,190,190.3,178.01,187.5,9.965,1855.24
1587600000.0,2020-04-23,ETHUSD,183.49,190,181.34,190,10.78,2028.06
1587513600.0,2020-04-22,ETHUSD,172.5,183.49,172.5,183.49,5.086,929.65
1587427200.0,2020-04-21,ETHUSD,169.85,183.49,169.85,172.5,3.193,559.66
1587340800.0,2020-04-20,ETHUSD,180.63,185,169.85,169.85,19.09,3410.01
1587254400.0,2020-04-19,ETHUSD,188,188,180.63,180.63,1.039,188.6
1587168000.0,2020-04-18,ETHUSD,169.85,188.6,169.85,188,17.86,3222.96
1587081600.0,2020-04-17,ETHUSD,170,172.9,164.38,169.85,26.81,4548.29
1586995200.0,2020-04-16,ETHUSD,166.99,173,157.07,170,40.47,6726.42
1586908800.0,2020-04-15,ETHUSD,166.99,166.99,166.99,166.99,0.0,0.0
1586822400.0,2020-04-14,ETHUSD,168.69,168.69,166.99,166.99,0.3203,53.49
1586736000.0,2020-04-13,ETHUSD,163.5,168.69,154.52,168.69,5.58,887.06
1586649600.0,2020-04-12,ETHUSD,158,172,158,163.5,0.9898,164.94
1586563200.0,2020-04-11,ETHUSD,158,158,158,158,1.198,189.27
1586476800.0,2020-04-10,ETHUSD,170,170,159.42,159.42,4.098,674.84
1586390400.0,2020-04-09,ETHUSD,169.74,170,167.48,170,0.1493,25.14
1586304000.0,2020-04-08,ETHUSD,163.04,169.74,163.04,169.74,4.422,748.15
1586217600.0,2020-04-07,ETHUSD,170,177.78,162.73,163.04,13.52,2322.37
1586131200.0,2020-04-06,ETHUSD,141.98,170,141.98,170,17.29,2817.09
1586044800.0,2020-04-05,ETHUSD,141.98,141.98,141.98,141.98,0.0,0.0
1585958400.0,2020-04-04,ETHUSD,138.5,141.98,138.5,141.98,0.5618,79.77
1585872000.0,2020-04-03,ETHUSD,144,144,134.56,138.5,9.389,1325.22
1585785600.0,2020-04-02,ETHUSD,132,149,132,144,37.61,5375.29
1585699200.0,2020-04-01,ETHUSD,138.66,138.66,132,132,14.09,1859.64
1585612800.0,2020-03-31,ETHUSD,133.8,138.66,132.44,138.66,13.06,1742.64
1585526400.0,2020-03-30,ETHUSD,128.82,136,128.82,133.8,29.02,3879.99
1585440000.0,2020-03-29,ETHUSD,131,138.99,128.82,128.82,22.84,2995.58
1585353600.0,2020-03-28,ETHUSD,131.11,133,131,131,4.091,539.57
1585267200.0,2020-03-27,ETHUSD,139,155,131.11,131.11,20.08,2952.37
1585180800.0,2020-03-26,ETHUSD,136.46,139,136.46,139,1.768,244.07
1585094400.0,2020-03-25,ETHUSD,137,141.33,134.12,136.46,30.31,4129.87
1585008000.0,2020-03-24,ETHUSD,135.82,140,132.96,137,30.65,4240.92
1584921600.0,2020-03-23,ETHUSD,129,135.82,122.5,135.82,21.56,2780.64
1584835200.0,2020-03-22,ETHUSD,136.33,136.33,123.88,129,5.07,646.71
1584748800.0,2020-03-21,ETHUSD,154.36,154.36,121.56,136.33,13.14,1712.87
1584662400.0,2020-03-20,ETHUSD,142.45,156.4,130,154.36,12.07,1724.54
1584576000.0,2020-03-19,ETHUSD,122.5,142.45,120.24,142.45,23.09,3030.03
1584489600.0,2020-03-18,ETHUSD,117.65,122.5,112.99,122.5,2.983,346.26
1584403200.0,2020-03-17,ETHUSD,109,135.67,109,117.65,3.083,373.82
1584316800.0,2020-03-16,ETHUSD,137.93,137.93,106,109,17.55,1985.93
1584230400.0,2020-03-15,ETHUSD,125.93,139.99,122.01,137.93,2.13,285.54
1584144000.0,2020-03-14,ETHUSD,134.74,134.74,125.93,125.93,1.698,213.81
1584057600.0,2020-03-13,ETHUSD,110,147.99,91.5,134.74,21.1,2492.66
1583971200.0,2020-03-12,ETHUSD,186.87,208.54,110,110,49.28,7012.35
1583884800.0,2020-03-11,ETHUSD,214.91,214.91,186.87,186.87,4.127,773.35
1583798400.0,2020-03-10,ETHUSD,220.59,220.59,214.91,214.91,0.2958,63.83
1583712000.0,2020-03-09,ETHUSD,200,220.59,188.02,220.59,7.544,1548.39
1583625600.0,2020-03-08,ETHUSD,237.2,237.2,200,200,132.5,30287.81
1583539200.0,2020-03-07,ETHUSD,244.16,248.2,237.2,237.2,1.998,481.62
1583452800.0,2020-03-06,ETHUSD,224.4,244.16,224.4,244.16,26.5,6311.63
1583366400.0,2020-03-05,ETHUSD,225,230.46,224.4,224.4,5.715,1313.31
1583280000.0,2020-03-04,ETHUSD,235.91,237,199,225,3.932,841.07
1583193600.0,2020-03-03,ETHUSD,236.88,237,229.71,235.91,0.5377,126.29
1583107200.0,2020-03-02,ETHUSD,237.21,237.21,236.88,236.88,1.599,378.76
1583020800.0,2020-03-01,ETHUSD,220,237.21,220,237.21,1.0,229.11
1582934400.0,2020-02-29,ETHUSD,233.99,234,220,220,1.345,311.47
1582848000.0,2020-02-28,ETHUSD,235,235,216.01,233.99,0.2663,58.39
1582761600.0,2020-02-27,ETHUSD,215.03,240,213,235,150.25,33864.97
1582675200.0,2020-02-26,ETHUSD,250,258.21,189,215.03,35.94,8194.41
1582588800.0,2020-02-25,ETHUSD,266,266,250,250,3.024,771.77
1582502400.0,2020-02-24,ETHUSD,279.88,279.88,266,266,1.619,432.12
1582416000.0,2020-02-23,ETHUSD,261.47,279.88,261.47,279.88,4.312,1140.69
1582329600.0,2020-02-22,ETHUSD,263.84,263.84,259.26,261.47,13.97,3661.14
1582243200.0,2020-02-21,ETHUSD,258.15,279.89,258.15,263.84,2.715,739.25
1582156800.0,2020-02-20,ETHUSD,261.88,277.3,258.15,258.15,3.631,951.84
1582070400.0,2020-02-19,ETHUSD,282.98,297.4,256.96,261.88,3.507,920.68
1581984000.0,2020-02-18,ETHUSD,260.62,300,210.01,282.98,62.47,16907.88
1581897600.0,2020-02-17,ETHUSD,259.57,260.62,244.92,260.62,20.47,5110.66
1581811200.0,2020-02-16,ETHUSD,265,274.37,239.55,259.57,54.28,13517.05
1581724800.0,2020-02-15,ETHUSD,281.78,287.9,263.82,265,82.84,22195.91
1581638400.0,2020-02-14,ETHUSD,265.16,285,260,281.78,59.39,15936.77
1581552000.0,2020-02-13,ETHUSD,257,275,257,265.16,65.42,17337.72
1581465600.0,2020-02-12,ETHUSD,237.63,269,237.63,257,101.39,25734.76
1581379200.0,2020-02-11,ETHUSD,219.91,239,218.35,237.63,102.08,23377.88
1581292800.0,2020-02-10,ETHUSD,223.13,224.69,201,219.91,34.69,7637.45
1581206400.0,2020-02-09,ETHUSD,223.55,232.1,223.13,223.13,50.91,11582.63
1581120000.0,2020-02-08,ETHUSD,223.71,228.47,215.65,223.55,39.14,8684.6
1581033600.0,2020-02-07,ETHUSD,208.83,223.97,208.83,223.71,6.421,1412.44
1580947200.0,2020-02-06,ETHUSD,207.18,215.39,200.1,208.83,114.02,23536.05
1580860800.0,2020-02-05,ETHUSD,187.84,207.29,187.84,207.18,28.1,5633.44
1580774400.0,2020-02-04,ETHUSD,189.05,190,186.23,187.84,9.067,1698.77
1580688000.0,2020-02-03,ETHUSD,190.92,190.92,187.04,189.05,0.8318,155.85
1580601600.0,2020-02-02,ETHUSD,184.45,190.92,184.45,190.92,3.17,600.5
1580515200.0,2020-02-01,ETHUSD,180.77,184.45,180.77,184.45,12.04,2201.28
1580428800.0,2020-01-31,ETHUSD,182.6,182.6,178.86,180.77,13.34,2405.07
1580342400.0,2020-01-30,ETHUSD,175.65,182.6,173.81,182.6,1.946,344.99
1580256000.0,2020-01-29,ETHUSD,175,177,174.6,175.65,86.23,15150.23
1580169600.0,2020-01-28,ETHUSD,169,175,152.5,175,38.79,6517.02
1580083200.0,2020-01-27,ETHUSD,165.35,170.4,165.35,169,8.173,1380.89
1579996800.0,2020-01-26,ETHUSD,162.08,165.35,161.27,165.35,41.19,6712.71
1579910400.0,2020-01-25,ETHUSD,173,173,158.55,162.08,14.68,2364.28
1579824000.0,2020-01-24,ETHUSD,162.5,173,156.37,173,3.845,613.9
1579737600.0,2020-01-23,ETHUSD,168,172,160.01,162.5,7.309,1198.97
1579651200.0,2020-01-22,ETHUSD,170.02,170.02,167.46,168,2.548,429.02
1579564800.0,2020-01-21,ETHUSD,168.65,170.02,165.91,170.02,3.416,567.83
1579478400.0,2020-01-20,ETHUSD,167.55,168.65,166.54,168.65,3.893,652.0
1579392000.0,2020-01-19,ETHUSD,174.95,197.76,164.08,167.55,156.27,27197.35
1579305600.0,2020-01-18,ETHUSD,172.51,178.57,166,174.95,50.54,8727.42
1579219200.0,2020-01-17,ETHUSD,162.39,172.72,160,172.51,25.74,4323.83
1579132800.0,2020-01-16,ETHUSD,166,166,160,162.39,12.63,2045.8
1579046400.0,2020-01-15,ETHUSD,164.99,170,150,166,10.7,1746.48
1578960000.0,2020-01-14,ETHUSD,144.11,201,144.11,164.99,68.57,11457.55
1578873600.0,2020-01-13,ETHUSD,144.3,144.3,143.33,144.11,10.15,1460.63
1578787200.0,2020-01-12,ETHUSD,146,148,144.3,144.3,5.314,769.02
1578700800.0,2020-01-11,ETHUSD,143.78,146,135.01,146,3.912,566.56
1578614400.0,2020-01-10,ETHUSD,138.32,143.78,137,143.78,15.66,2147.49
1578528000.0,2020-01-09,ETHUSD,140.88,141.23,136.34,138.32,2.346,324.01
1578441600.0,2020-01-08,ETHUSD,142.98,147,138.38,140.88,46.66,6579.58
1578355200.0,2020-01-07,ETHUSD,144,144.53,140.09,142.98,18.53,2646.85
1578268800.0,2020-01-06,ETHUSD,137.92,144,135.23,144,87.64,12447.64
1578182400.0,2020-01-05,ETHUSD,132.48,137.92,132.48,137.92,1.498,203.23
1578096000.0,2020-01-04,ETHUSD,133,133.35,132.48,132.48,0.5302,70.34
1578009600.0,2020-01-03,ETHUSD,126.98,133.41,126.98,133,13.01,1728.0
1577923200.0,2020-01-02,ETHUSD,130,130,126.44,126.98,198.72,25306.9
1577836800.0,2020-01-01,ETHUSD,130,130,130,130,0.0,0.0
1577750400.0,2019-12-31,ETHUSD,130.04,132.85,130,130,7.617,993.4
1577664000.0,2019-12-30,ETHUSD,139,139,130.04,130.04,0.7,91.03
1577577600.0,2019-12-29,ETHUSD,134.79,139,125.9,139,4.21,571.75
1577491200.0,2019-12-28,ETHUSD,126.2,134.79,126.2,134.79,0.09541,12.86
1577404800.0,2019-12-27,ETHUSD,126,126.2,125,126.2,2.345,293.89
1577318400.0,2019-12-26,ETHUSD,125,210,125,126,28.74,4774.04
1577232000.0,2019-12-25,ETHUSD,127.56,127.56,91.05,125,38.76,4530.29
1577145600.0,2019-12-24,ETHUSD,136.62,136.62,127.55,127.56,0.8747,111.98
1577059200.0,2019-12-23,ETHUSD,129.86,136.62,129.86,136.62,6.911,924.99
1576972800.0,2019-12-22,ETHUSD,127.3,130.38,127.3,129.86,22.17,2883.38
1576886400.0,2019-12-21,ETHUSD,127.95,128,127.3,127.3,0.4024,51.27
1576800000.0,2019-12-20,ETHUSD,121.01,128.05,121.01,127.95,3.293,418.6
1576713600.0,2019-12-19,ETHUSD,132.67,132.67,121.01,121.01,0.2421,29.3
1576627200.0,2019-12-18,ETHUSD,134.02,134.02,121,132.67,4.286,553.45
1576540800.0,2019-12-17,ETHUSD,146.2,146.2,125,134.02,13.74,1762.0
1576454400.0,2019-12-16,ETHUSD,144,153.67,135,146.2,3.292,452.49
1576368000.0,2019-12-15,ETHUSD,144,144,144,144,0.0,0.0
1576281600.0,2019-12-14,ETHUSD,144,144,144,144,0.0,0.0
1576195200.0,2019-12-13,ETHUSD,144,144,144,144,0.0,0.0
1576108800.0,2019-12-12,ETHUSD,145.86,145.86,137,144,0.5473,76.89
1576022400.0,2019-12-11,ETHUSD,145.86,145.86,145.86,145.86,0.0,0.0
1575936000.0,2019-12-10,ETHUSD,150,150,137,145.86,0.2843,40.46
1575849600.0,2019-12-09,ETHUSD,148.34,153.98,148.34,150,1.142,171.4
1575763200.0,2019-12-08,ETHUSD,148.34,148.34,148.34,148.34,0.0,0.0
1575676800.0,2019-12-07,ETHUSD,148.34,148.34,148.34,148.34,0.0,0.0
1575590400.0,2019-12-06,ETHUSD,148.08,158.31,137,148.34,34.09,5050.94
1575504000.0,2019-12-05,ETHUSD,145.85,148.51,145.47,148.08,28.08,4118.61
1575417600.0,2019-12-04,ETHUSD,146.5,151.87,143.85,145.85,148.93,21981.92
1575331200.0,2019-12-03,ETHUSD,148.58,149.23,99.9,146.5,101.94,14293.53
1575244800.0,2019-12-02,ETHUSD,146.78,149.61,146.78,148.58,0.09826,14.65
1575158400.0,2019-12-01,ETHUSD,150.59,150.59,146.78,146.78,0.2143,31.54
1575072000.0,2019-11-30,ETHUSD,166.89,166.89,150.35,150.59,1.448,223.02
1574985600.0,2019-11-29,ETHUSD,156,181,154.03,166.89,8.999,1431.79
1574899200.0,2019-11-28,ETHUSD,152.79,156,151.27,156,0.58,88.92
