https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GALA,Volume USD
1692144000,2023-08-16 00:00:00,GALA/USD,0.02246,0.02345,0.02021,0.02067,943526.70081305,19502.696905805744
1692057600,2023-08-15 00:00:00,GALA/USD,0.02289,0.02330,0.02073,0.02165,1060671.65374577,22963.54130359592
1691971200,2023-08-14 00:00:00,GALA/USD,0.02313,0.02345,0.02299,0.02320,165404.17852384,3837.376941753088
1691884800,2023-08-13 00:00:00,GALA/USD,0.02311,0.02315,0.02288,0.02288,77723.74586428,1778.3193053747266
1691798400,2023-08-12 00:00:00,GALA/USD,0.02303,0.02317,0.02303,0.02316,19105.79242426,442.4901525458616
1691712000,2023-08-11 00:00:00,GALA/USD,0.02277,0.02280,0.02275,0.02280,3766.54916667,85.87732100007601
1691625600,2023-08-10 00:00:00,GALA/USD,0.02311,0.02325,0.02282,0.02282,49161.03808696,1121.854889144427
1691539200,2023-08-09 00:00:00,GALA/USD,0.02355,0.02355,0.02312,0.02312,2549.96350438,58.955156221265604
1691452800,2023-08-08 00:00:00,GALA/USD,0.02304,0.02362,0.02304,0.02356,370387.14606380,8726.32116126313
1691366400,2023-08-07 00:00:00,GALA/USD,0.02373,0.02374,0.02266,0.02266,37303.20222042,845.2905623147171
1691280000,2023-08-06 00:00:00,GALA/USD,0.02494,0.02595,0.02347,0.02348,1053236.45653062,24729.99199933896
1691193600,2023-08-05 00:00:00,GALA/USD,0.02494,0.02494,0.02204,0.02457,1861783.15225993,45744.01205102648
1691107200,2023-08-04 00:00:00,GALA/USD,0.02608,0.02608,0.02201,0.02201,829599.48742520,18259.48471822865
1691020800,2023-08-03 00:00:00,GALA/USD,0.02314,0.02610,0.02280,0.02368,450667.66858258,10671.810392035493
1690934400,2023-08-02 00:00:00,GALA/USD,0.02397,0.02510,0.02314,0.02330,384260.73011242,8953.275011619386
1690848000,2023-08-01 00:00:00,GALA/USD,0.02308,0.02354,0.02230,0.02352,2136952.12355631,50261.1139460444
1690761600,2023-07-31 00:00:00,GALA/USD,0.03195,0.03395,0.02290,0.02299,1462702.89715585,33627.53960561299
1690675200,2023-07-30 00:00:00,GALA/USD,0.02337,0.03195,0.02275,0.03195,511263.46222214,16334.867617997372
1690588800,2023-07-29 00:00:00,GALA/USD,0.02361,0.02377,0.02352,0.02352,12604.76101302,296.4639790262304
1690502400,2023-07-28 00:00:00,GALA/USD,0.02361,0.02420,0.02340,0.02393,622497.08166841,14896.35516432505
1690416000,2023-07-27 00:00:00,GALA/USD,0.02326,0.02373,0.02317,0.02317,528722.96278297,12250.511047681415
1690329600,2023-07-26 00:00:00,GALA/USD,0.02400,0.02400,0.02300,0.02353,449572.76555612,10578.447173535504
1690243200,2023-07-25 00:00:00,GALA/USD,0.02445,0.02449,0.02415,0.02421,1403628.55839361,33981.847398709295
1690156800,2023-07-24 00:00:00,GALA/USD,0.02646,0.02646,0.02444,0.02450,541905.88243446,13276.69411964427
1690070400,2023-07-23 00:00:00,GALA/USD,0.02622,0.02657,0.02591,0.02637,527335.03427810,13905.824853913498
1689984000,2023-07-22 00:00:00,GALA/USD,0.02685,0.02685,0.02584,0.02586,101921.31448492,2635.6851925800315
