https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NEAR,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1702857600000,2023-12-18 00:00:00,NEAR/USDT,2.24,2.27,2.034,2.249,11271772.08,5214462.54377,5840131.035,2701830.01679,179050,2.163
1702771200000,2023-12-17 00:00:00,NEAR/USDT,2.343,2.4,2.23,2.24,12128132.293,5240576.74977,6238919.544,2695833.88048,190612,2.314
1702684800000,2023-12-16 00:00:00,NEAR/USDT,2.158,2.408,2.128,2.343,7938437.561,3463858.48799,4108557.589,1792719.21569,125823,2.294
1702598400000,2023-12-15 00:00:00,NEAR/USDT,2.288,2.29,2.146,2.158,9747364.001,4412034.78915,5032280.778,2278091.48237,155478,2.209
1702512000000,2023-12-14 00:00:00,NEAR/USDT,2.301,2.313,2.142,2.288,8960659.85,3979957.37728,4473000.271,1986758.12737,141368,2.251
1702425600000,2023-12-13 00:00:00,NEAR/USDT,2.265,2.31,2.058,2.3,9440083.753,4325835.65385,4831591.56,2214256.69139,151946,2.183
1702339200000,2023-12-12 00:00:00,NEAR/USDT,2.209,2.419,2.189,2.264,9442882.966,4155330.4561,4716088.843,2075436.10575,149203,2.273
1702252800000,2023-12-11 00:00:00,NEAR/USDT,2.485,2.505,2.135,2.21,8431610.848,3706137.85999,4163463.719,1830234.01854,134759,2.277
1702166400000,2023-12-10 00:00:00,NEAR/USDT,2.396,2.515,2.344,2.485,8496152.901,3516159.68114,4307407.165,1782368.79777,131694,2.417
1702080000000,2023-12-09 00:00:00,NEAR/USDT,2.354,2.559,2.354,2.391,5750235.009,2327500.97079,2939649.7,1189965.24324,91492,2.471
1701993600000,2023-12-08 00:00:00,NEAR/USDT,2.253,2.358,2.169,2.355,9145078.746,4105923.10851,4674226.77,2098424.53622,146074,2.227
1701907200000,2023-12-07 00:00:00,NEAR/USDT,2.222,2.32,2.179,2.253,8777880.939,3920022.12399,4471070.893,1996719.61993,140722,2.239
1701820800000,2023-12-06 00:00:00,NEAR/USDT,2.123,2.307,2.106,2.222,7153768.007,3220299.07142,3675532.196,1654739.67752,115911,2.222
1701734400000,2023-12-05 00:00:00,NEAR/USDT,2.095,2.241,2.054,2.125,10121486.6,4714209.89965,5253176.35,2446698.84359,165234,2.147
1701648000000,2023-12-04 00:00:00,NEAR/USDT,1.944,2.1,1.94,2.094,10392468.839,5069588.14023,5359537.64,2614016.3907,170207,2.05
1701561600000,2023-12-03 00:00:00,NEAR/USDT,1.972,1.996,1.913,1.945,11690627.86,6008255.59556,5813747.821,2988014.36532,196265,1.945
1701475200000,2023-12-02 00:00:00,NEAR/USDT,1.872,1.994,1.87,1.972,8974048.125,4616748.99769,4463993.114,2296858.87714,150454,1.944
1701388800000,2023-12-01 00:00:00,NEAR/USDT,1.874,1.89,1.84,1.872,10939505.35,5882947.57775,5537539.712,2977986.26831,187788,1.859
1701302400000,2023-11-30 00:00:00,NEAR/USDT,1.784,1.881,1.768,1.874,10941335.724,5985019.81603,5414531.404,2961684.24844,190721,1.828
1701216000000,2023-11-29 00:00:00,NEAR/USDT,1.814,1.876,1.776,1.785,12985718.045,7131299.34758,6392263.896,3510744.1714,225962,1.821
1701129600000,2023-11-28 00:00:00,NEAR/USDT,1.779,1.817,1.728,1.815,12891582.965,7247701.74991,6474049.99,3640067.12406,230573,1.778
1701043200000,2023-11-27 00:00:00,NEAR/USDT,1.817,1.822,1.725,1.779,11817548.234,6685821.46856,5765678.849,3262420.71202,211956,1.767
1700956800000,2023-11-26 00:00:00,NEAR/USDT,1.869,1.899,1.778,1.815,9308435.546,5046015.16474,4492931.821,2435736.94481,161676,1.845
1700870400000,2023-11-25 00:00:00,NEAR/USDT,1.82,1.896,1.799,1.867,12452241.428,6776656.52839,6004222.222,3267678.75296,217040,1.837
1700784000000,2023-11-24 00:00:00,NEAR/USDT,1.807,1.908,1.777,1.823,10773144.356,5919944.16677,5173195.107,2843011.02216,188843,1.82
1700697600000,2023-11-23 00:00:00,NEAR/USDT,1.82,1.854,1.766,1.807,13007206.924,7198748.60726,6288092.953,3480088.37322,229863,1.807
1700611200000,2023-11-22 00:00:00,NEAR/USDT,1.753,1.864,1.745,1.821,13018113.936,7151410.29206,6257072.175,3437110.40466,229903,1.82
1700524800000,2023-11-21 00:00:00,NEAR/USDT,1.995,2.045,1.729,1.755,13270418.58,6979158.5199,6312701.372,3320096.91516,228293,1.903
1700438400000,2023-11-20 00:00:00,NEAR/USDT,1.982,2.184,1.962,1.997,9364614.329,4545179.0373,4435067.836,2152890.35959,154529,2.061
1700352000000,2023-11-19 00:00:00,NEAR/USDT,1.77,2.048,1.713,1.98,9466198.169,5183267.48993,4562371.623,2498589.34603,166343,1.829
1700265600000,2023-11-18 00:00:00,NEAR/USDT,1.869,1.895,1.679,1.771,12813233.085,7296860.73728,6309209.959,3593034.69696,234300,1.756
1700179200000,2023-11-17 00:00:00,NEAR/USDT,1.723,1.941,1.713,1.869,15418755.669,8378407.17668,7632241.405,4147701.77199,270435,1.841
1700092800000,2023-11-16 00:00:00,NEAR/USDT,1.702,1.857,1.656,1.723,15639322.846,8946012.3184,7670866.14,4388284.12086,287379,1.749
1700006400000,2023-11-15 00:00:00,NEAR/USDT,1.539,1.74,1.533,1.702,15148534.996,9259658.62916,7471039.894,4568566.09401,299913,1.637
1699920000000,2023-11-14 00:00:00,NEAR/USDT,1.588,1.627,1.456,1.539,15868524.89,10113844.22441,7941789.608,5061196.54328,327219,1.569
1699833600000,2023-11-13 00:00:00,NEAR/USDT,1.673,1.741,1.579,1.587,9388776.748,5631926.68287,4622629.127,2772951.62383,177296,1.667
1699747200000,2023-11-12 00:00:00,NEAR/USDT,1.59,1.749,1.488,1.671,13366022.423,8166467.62266,6786401.695,4150069.00535,259121,1.639
1699660800000,2023-11-11 00:00:00,NEAR/USDT,1.583,1.636,1.475,1.591,13197366.926,8477190.02256,6971017.883,4477838.64014,263556,1.557
1699574400000,2023-11-10 00:00:00,NEAR/USDT,1.435,1.634,1.408,1.583,13626065.242,9233728.95583,7043743.838,4770593.81176,302356,1.477
1699488000000,2023-11-09 00:00:00,NEAR/USDT,1.47,1.565,1.329,1.436,10496545.714,7159551.87276,4989901.27,3403158.81426,233853,1.468
1699401600000,2023-11-08 00:00:00,NEAR/USDT,1.443,1.497,1.417,1.469,5189920.888,3553930.33782,2429575.163,1663860.76173,109746,1.46
1699315200000,2023-11-07 00:00:00,NEAR/USDT,1.583,1.584,1.415,1.445,4855426.255,3162249.01311,2405127.049,1566097.50381,100907,1.535
1699228800000,2023-11-06 00:00:00,NEAR/USDT,1.635,1.67,1.557,1.584,9361830.843,5852493.92966,4652729.618,2908942.17409,188943,1.599
1699142400000,2023-11-05 00:00:00,NEAR/USDT,1.511,1.675,1.495,1.636,8250631.812,5154115.56894,4050558.719,2531094.25397,161594,1.602
1699056000000,2023-11-04 00:00:00,NEAR/USDT,1.473,1.533,1.456,1.511,7966625.635,5330922.74525,3969220.101,2656140.85737,172059,1.494
1698969600000,2023-11-03 00:00:00,NEAR/USDT,1.523,1.559,1.448,1.473,11258266.267,7543103.95882,5765783.299,3862627.40537,257824,1.492
1698883200000,2023-11-02 00:00:00,NEAR/USDT,1.526,1.566,1.454,1.523,11909316.536,7963147.54238,6297737.123,4210249.37003,274350,1.496
1698796800000,2023-11-01 00:00:00,NEAR/USDT,1.331,1.567,1.324,1.524,7496085.916,5320121.17484,3907164.661,2773554.96178,163615,1.413
1698710400000,2023-10-31 00:00:00,NEAR/USDT,1.322,1.333,1.25,1.331,15986338.602,12308461.69256,8904797.106,6858079.86227,406991,1.299
1698624000000,2023-10-30 00:00:00,NEAR/USDT,1.275,1.325,1.253,1.321,1833373.787,1425113.57346,968972.227,753177.85574,38026,1.286
1698537600000,2023-10-29 00:00:00,NEAR/USDT,1.221,1.276,1.199,1.274,2141452.838,1742971.47346,1067715.169,868846.90865,39355,1.228
1698451200000,2023-10-28 00:00:00,NEAR/USDT,1.224,1.261,1.211,1.221,2417827.267,1963275.53497,1227486.666,996615.8534,45201,1.231
1698364800000,2023-10-27 00:00:00,NEAR/USDT,1.192,1.256,1.159,1.221,3152940.726,2634036.8312,1606849.18,1342063.3315,64834,1.197
1698278400000,2023-10-26 00:00:00,NEAR/USDT,1.143,1.216,1.137,1.191,3793089.835,3222494.45719,1951747.441,1657917.34955,84000,1.177
1698192000000,2023-10-25 00:00:00,NEAR/USDT,1.138,1.163,1.106,1.144,3561285.154,3127846.6384,1846971.488,1622080.83317,84372,1.138
1698105600000,2023-10-24 00:00:00,NEAR/USDT,1.099,1.169,1.09,1.137,3832069.025,3400537.51124,2092155.663,1856078.68248,92972,1.127
1698019200000,2023-10-23 00:00:00,NEAR/USDT,1.058,1.112,1.05,1.1,2810592.01,2628076.9862,1468250.201,1372847.73224,65802,1.069
1697932800000,2023-10-22 00:00:00,NEAR/USDT,1.042,1.058,1.022,1.057,2038448.317,1963542.29064,1052491.607,1013748.4326,49230,1.038
1697846400000,2023-10-21 00:00:00,NEAR/USDT,1.008,1.052,1.001,1.042,2245938.942,2196112.62692,1184755.846,1158540.37203,54863,1.022
1697760000000,2023-10-20 00:00:00,NEAR/USDT,0.989,1.299,0.982,1.008,2669557.932,2656551.86046,1400971.02,1393947.36252,63186,1.004
1697673600000,2023-10-19 00:00:00,NEAR/USDT,1.001,1.004,0.969,0.989,1768115.75,1798585.85676,924494.036,940473.0032,45188,0.983
1697587200000,2023-10-18 00:00:00,NEAR/USDT,1.007,1.176,0.993,1.001,1618709.024,1610614.68778,832289.687,828081.90427,42517,1.005
1697500800000,2023-10-17 00:00:00,NEAR/USDT,1.032,1.04,1.001,1.007,3010191.437,2931415.71347,1548535.843,1507973.95525,73827,1.026
