https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1662681600000,2022-09-09 00:00:00,BTC/USDT,19316.96,21588.39,19293.83,21363.67,11122940.37314561,538.173517,6496758.76144058,314.775029,13488,20684.792500329762319506
1662595200000,2022-09-08 00:00:00,BTC/USDT,19289.05,19446.38,19014.13,19317.93,5779882.4449369,300.290497,2815198.12923634,146.210491,8183,19247.975292718421678417
1662508800000,2022-09-07 00:00:00,BTC/USDT,18787.96,19446.12,18534.83,19280.18,7502393.8662459,396.106424,3993936.90381634,210.680153,10673,18942.757443904295289241
1662422400000,2022-09-06 00:00:00,BTC/USDT,19795.95,20170.87,18666,18784.19,10498503.63155923,541.095409,5185007.89683903,266.6573,12014,19412.202919641565766545
1662336000000,2022-09-05 00:00:00,BTC/USDT,19998.75,20054.6,19644.41,19786.69,4632221.02003167,233.876259,2578997.22542632,130.197522,6576,19806.602173060967249012
1662249600000,2022-09-04 00:00:00,BTC/USDT,19828.3,20012.03,19589.49,19995.8,3589659.54404996,181.154343,1738115.07410562,87.728583,7162,19815.787871528133308055
1662163200000,2022-09-03 00:00:00,BTC/USDT,19952.42,20047.12,19660.04,19828.29,4347502.02118387,219.329753,2128694.67995853,107.35389,5725,19822.086073637605249141
1662076800000,2022-09-02 00:00:00,BTC/USDT,20133.66,20434.45,19762.71,19952.43,6347077.6840816,315.469651,3419405.78686038,169.888733,8076,20120.861070612728076133
1661990400000,2022-09-01 00:00:00,BTC/USDT,20047.83,20204.12,19570.8,20127.61,7811114.06981608,391.620501,3871729.46046968,194.049875,9424,19946.51598280342858408
1661904000000,2022-08-31 00:00:00,BTC/USDT,19810.39,20479.99,19810.39,20055.11,8445133.67030048,417.911755,4349875.07257516,215.18806,11018,20208.862494079848099925
1661817600000,2022-08-30 00:00:00,BTC/USDT,20290.05,20576.76,19553.85,19795.36,7350452.70911071,366.293978,3670525.96972163,182.817857,9857,20071.658969485799851599
1661731200000,2022-08-29 00:00:00,BTC/USDT,19563.74,20420.08,19559.7,20294.92,7611476.19414245,380.047428,3996364.18828705,199.527146,10091,20029.957706342697408569
1661644800000,2022-08-28 00:00:00,BTC/USDT,20033.57,20155.57,19537.16,19562.36,3952483.97299869,198.043974,2134531.55024269,106.914616,8332,19958.317404692418666825
1661558400000,2022-08-27 00:00:00,BTC/USDT,20244.27,20366.18,19820.87,20035.03,9557583.2050661,474.800437,4613349.39470027,229.167949,11135,20130.327848440808209244
1661472000000,2022-08-26 00:00:00,BTC/USDT,21553.7,21862.66,20117.84,20256.14,12601887.15386479,599.919373,6149012.58870771,292.467138,12826,21016.687461305311212073
1661385600000,2022-08-25 00:00:00,BTC/USDT,21367.62,21811.68,21318.54,21562.58,4626221.11360737,214.132126,2196281.01696513,101.660236,7937,21604.893975652341756717
1661299200000,2022-08-24 00:00:00,BTC/USDT,21525.34,21885.58,21155,21370.39,23904965.60320503,1114.978872,11837246.96479255,552.242153,14252,21440.536072466813172986
1661212800000,2022-08-23 00:00:00,BTC/USDT,21398.58,21678.02,20897.11,21522.47,9282845.37746375,433.781825,4622284.86285479,215.98801,11439,21400.968010249166118462
1661126400000,2022-08-22 00:00:00,BTC/USDT,21522.65,21536.62,20906.8,21400.73,9601259.73412592,451.904726,4706468.14922931,221.418187,11195,21247.101072053062054676
1661040000000,2022-08-21 00:00:00,BTC/USDT,21138.5,21766.71,21077.55,21521.57,8991501.47903355,419.862517,4550264.55592318,212.543516,10196,21416.471512531387044893
1660953600000,2022-08-20 00:00:00,BTC/USDT,20849.84,21373.69,20764.85,21136.38,10187072.89502021,481.079609,5357343.61568172,252.990199,13083,21176.137457378296909236
1660867200000,2022-08-19 00:00:00,BTC/USDT,23189.25,23203.22,20800,20841.61,16488152.78006378,756.376528,6495414.66882859,297.941081,16259,21814.445858361395688197
1660780800000,2022-08-18 00:00:00,BTC/USDT,23331.4,23587,23120,23199.22,4234783.66539981,180.968565,2164129.19191637,92.472139,7377,23400.985287569261394412
1660694400000,2022-08-17 00:00:00,BTC/USDT,23864.06,24425.74,23157.38,23333.99,10116957.20758158,426.994516,4983251.773768,210.386157,12550,23697.509331440119272094
1660608000000,2022-08-16 00:00:00,BTC/USDT,24092.9,24258.1,23693.27,23865.56,3563113.22695282,148.727336,1938092.5878359,80.882956,9102,23957.881327244466687331
1660521600000,2022-08-15 00:00:00,BTC/USDT,24301.4,25190,23786.8,24101.84,4614397.30764304,189.864092,2286917.47044887,94.072144,10395,24308.471240739552528369
1660435200000,2022-08-14 00:00:00,BTC/USDT,24424.97,25026,24168.21,24322.86,3251544.22877486,132.659974,1777563.2560515,72.484957,9159,24511.816139725898688604
1660348800000,2022-08-13 00:00:00,BTC/USDT,24385.04,24845,24286.27,24402.45,2590133.90434833,105.662286,1305092.54174168,53.23082,8886,24513.825166792088645513
1660262400000,2022-08-12 00:00:00,BTC/USDT,23932.7,24426.36,23606.21,24400.83,3685202.42888958,153.929789,1822156.00949466,76.099991,10867,23941.605977454171547666
1660176000000,2022-08-11 00:00:00,BTC/USDT,23963.79,24875.99,23844.35,23932.67,15604258.24859775,638.695176,7709391.76568667,315.686094,10941,24433.202835052184684613
1660089600000,2022-08-10 00:00:00,BTC/USDT,23156.03,24165.99,22700,23935.22,22652219.65170269,968.202724,11708072.27877974,500.532983,11223,23405.82214233174449934
1660003200000,2022-08-09 00:00:00,BTC/USDT,23807.9,23855.4,22950.53,23156.02,17772657.53909292,760.401492,8652323.28433102,370.304102,12212,23376.72068468673658571
1659916800000,2022-08-08 00:00:00,BTC/USDT,23111.33,24192.1,23104.81,23807.73,16118130.33110835,677.930728,8089562.39859423,340.388361,10605,23780.06202669401230876
1659830400000,2022-08-07 00:00:00,BTC/USDT,22947.6,23355.73,22837,23091.53,13212639.84440637,572.618821,6708833.87863298,290.771372,8575,23074.726962176317795844
1659744000000,2022-08-06 00:00:00,BTC/USDT,23197.45,23252.89,22832.27,22947.6,17731663.11596775,766.155384,8839222.66432809,381.896688,6951,23143.806611442581834199
1659657600000,2022-08-05 00:00:00,BTC/USDT,22624.49,23420,22609.09,23197.42,8675316.7162517,376.487741,4441430.18756606,192.696337,4733,23043.950435153851078728
1659571200000,2022-08-04 00:00:00,BTC/USDT,22800,23200,22441.9,22624.49,1257507.6067902,55.259586,348132.85524265,15.27312,3992,22758.859842996737897651
1659484800000,2022-08-03 00:00:00,BTC/USDT,22948.04,24500,22650,22834.67,1700202.45561565,72.523161,987902.22890928,41.932015,5224,23450.34450257842839896
1659398400000,2022-08-02 00:00:00,BTC/USDT,23349.98,23350,22300,22936.45,981530.21548337,42.609931,534848.97412771,23.23651,3816,23036.85495508121423893
1659312000000,2022-08-01 00:00:00,BTC/USDT,23292.90916925,23294.00436979,23257.36165791,23287.5564701,1945.06725529,0.08353006,0,0,0,23285.83572538
1659225600000,2022-07-31 00:00:00,BTC/USDT,23640,24169.73310131,23223.68688185,23302.51625673,2516970.05997871,106.39704722,0,0,0,23656.39015126
1659139200000,2022-07-30 00:00:00,BTC/USDT,23776.45605378,24647.50719824,23516,23638.52074652,3851678.36845854,159.50630616,0,0,0,24147.49899978
1659052800000,2022-07-29 00:00:00,BTC/USDT,23842.83943297,24446.37619809,23438.93279519,23771.7022171,5500684.24566628,230.29354842,0,0,0,23885.53341335
1658966400000,2022-07-28 00:00:00,BTC/USDT,22968.88110913,24181.91831821,22609.03221034,23850.60247608,4761193.64424292,205.05520896,0,0,0,23219.08167264
1658880000000,2022-07-27 00:00:00,BTC/USDT,21251.86052773,23086.05275128,21046.58908926,22956.38584064,6741119.46141225,306.33393663,0,0,0,22005.7873299
1658793600000,2022-07-26 00:00:00,BTC/USDT,21298.575051,21335.81995809,20734.39775819,21253.38956679,4441561.59021794,210.94427328,0,0,0,21055.61587975
1658707200000,2022-07-25 00:00:00,BTC/USDT,22583.9631249,22660.24300617,21275,21298.575051,5259472.30894566,240.00771491,0,0,0,21913.76352596
1658620800000,2022-07-24 00:00:00,BTC/USDT,22459.2894495,23011.4765494,22276.39704402,22585.67386449,7447759.67040604,328.65688673,0,0,0,22661.20069628
1658534400000,2022-07-23 00:00:00,BTC/USDT,22678.51361804,22991.36783266,21960.67548893,22456.49317223,5161666.0308834,231.80401696,0,0,0,22267.37093936
1658448000000,2022-07-22 00:00:00,BTC/USDT,23146.81530402,23737.0851418,22515.73304638,22682.06663113,4510801.03448845,194.96691886,0,0,0,23136.23798777
1658361600000,2022-07-21 00:00:00,BTC/USDT,23215.18871866,23418.82024334,22351.89999999,23149.67786104,4184933.55845805,182.83380937,0,0,0,22889.27618408
1658275200000,2022-07-20 00:00:00,BTC/USDT,23408.55179365,24256.90404211,22930,23218.67917343,4842564.03296472,205.34948072,0,0,0,23582.06125472
1658188800000,2022-07-19 00:00:00,BTC/USDT,22445.3062905,23794,21596.83114111,23399.15912738,8434621.11729664,373.92102937,0,0,0,22557.22587068
1658102400000,2022-07-18 00:00:00,BTC/USDT,20790.11484539,22756,20768.94152775,22464.36409513,7141704.62414998,325.21792656,0,0,0,21959.75080368
1658016000000,2022-07-17 00:00:00,BTC/USDT,21192.53584196,21651.13231378,20740,20790.15586198,3826222.08293706,180.3359693,0,0,0,21217.18755159
1657929600000,2022-07-16 00:00:00,BTC/USDT,20822.86313536,21572.24629698,20483.58199889,21203.03549096,4519323.68266941,214.79154116,0,0,0,21040.51052598
1657843200000,2022-07-15 00:00:00,BTC/USDT,20581.94686392,21189.18580867,20391.15908215,20823.77803165,4295408.37561437,205.99671187,0,0,0,20851.82980165
1657756800000,2022-07-14 00:00:00,BTC/USDT,20235.03487463,20883.66261884,19623.24829291,20581.94686393,4065408.68468143,201.08096838,0,0,0,20217.76957528
1657670400000,2022-07-13 00:00:00,BTC/USDT,19348.57336693,20338.52298034,18942.50621646,20239.10036803,10560911.79101852,538.63052864,0,0,0,19606.96846813
1657584000000,2022-07-12 00:00:00,BTC/USDT,19964.97518086,20050.62069642,19251.19904623,19329.29410983,6193021.88048318,314.33928519,0,0,0,19701.71140632
1657497600000,2022-07-11 00:00:00,BTC/USDT,20853.7852213,20853.7852213,19893.57862247,19966.38255876,5293085.78167183,259.29707862,0,0,0,20413.21024456
1657411200000,2022-07-10 00:00:00,BTC/USDT,21591.93031902,21597.32212868,20664.23043554,20853.71198725,2627865.32966023,124.40352893,0,0,0,21123.72014092
1657324800000,2022-07-09 00:00:00,BTC/USDT,21590.0843711,21954.147477,21343.59703796,21593.7210715,3197953.37991339,147.91791722,0,0,0,21619.78372881
1657238400000,2022-07-08 00:00:00,BTC/USDT,21629.51860944,22476.96394188,21200,21614.56439391,8908980.96400595,410.16494698,0,0,0,21720.48350206
1657152000000,2022-07-07 00:00:00,BTC/USDT,20558.37196665,21830.23934497,20281.35555103,21622.8594654,5881741.0579894,280.30472673,0,0,0,20983.38164541
1657065600000,2022-07-06 00:00:00,BTC/USDT,20178.5,20664.23043554,19778.23088673,20558.37181986,5313994.49360439,262.25818302,0,0,0,20262.45447296
1656979200000,2022-07-05 00:00:00,BTC/USDT,20236.53247569,20738.04812063,19311.27185772,20204.76150373,7026927.33503603,351.15739265,0,0,0,20010.76292886
1656892800000,2022-07-04 00:00:00,BTC/USDT,19315,20322,19060.26164301,20228.76774862,3790277.04249753,192.29666544,0,0,0,19710.57081944
1656806400000,2022-07-03 00:00:00,BTC/USDT,19248.63769314,19629.5630712,18790.63195014,19312.51360447,2332019.64541541,121.58403473,0,0,0,19180.31138376
1656720000000,2022-07-02 00:00:00,BTC/USDT,19275.80499089,19437.41276465,18987.12389191,19248.21183342,1524506.48626436,79.2351887,0,0,0,19240.27078469
1656633600000,2022-07-01 00:00:00,BTC/USDT,19939.94424264,20864.21683808,18991.89950959,19271.66830997,5279649.20351033,268.0211633,0,0,0,19698.62804304
1656547200000,2022-06-30 00:00:00,BTC/USDT,20116.48150381,20161.51786529,18616.30350002,19932.26116002,6429913.48788498,333.84152023,0,0,0,19260.37685023
1656460800000,2022-06-29 00:00:00,BTC/USDT,20280.19272227,20419.587507,19855.5,20111.77569302,3314735.6242644,164.86111116,0,0,0,20106.23124484
1656374400000,2022-06-28 00:00:00,BTC/USDT,20730.30345432,21200.07825822,20210.67226095,20270.57735361,3217287.79204951,155.77177207,0,0,0,20653.85627508
1656288000000,2022-06-27 00:00:00,BTC/USDT,21039.38384944,21532.95221345,20526.99844686,20730.30345433,3702950.04831095,176.91772079,0,0,0,20930.35130554
1656201600000,2022-06-26 00:00:00,BTC/USDT,21484.25179047,21873,20985.821782,21048.43978086,2185209.94372756,101.97849036,0,0,0,21428.14564143
1656115200000,2022-06-25 00:00:00,BTC/USDT,21243.26237817,21599,20919.6755607,21485.16180992,2069073.78482394,97.35451045,0,0,0,21252.98330051
1656028800000,2022-06-24 00:00:00,BTC/USDT,21105.30913619,21540.38535012,20749.25884992,21239.04954556,4510140.05102829,213.48121795,0,0,0,21126.63631179
1655942400000,2022-06-23 00:00:00,BTC/USDT,19977.01876856,21216.29332297,19897.41018031,21100.17336467,5610014.87561347,272.30633779,0,0,0,20601.8520213
1655856000000,2022-06-22 00:00:00,BTC/USDT,20717.0585858,20886.14544089,19790.1019798,19978,4477218.54202777,220.67750121,0,0,0,20288.51386062
1655769600000,2022-06-21 00:00:00,BTC/USDT,20570.86236946,21719.92467532,20368.40333917,20724.54068833,4764850.40692063,225.69548572,0,0,0,21111.85516945
1655683200000,2022-06-20 00:00:00,BTC/USDT,20577.87816423,21048.43031043,19648.63711554,20575.78496017,5274266.69471671,258.67250405,0,0,0,20389.74615445
1655596800000,2022-06-19 00:00:00,BTC/USDT,18972.5454982,20808.30662353,17978.28603564,20583.65519053,8425833.80643909,435.6986251,0,0,0,19338.67430613
1655510400000,2022-06-18 00:00:00,BTC/USDT,20454.92565633,20759.39952102,17567,18980.13552201,19786683.87048146,1053.03239473,0,0,0,18790.19484063
1655424000000,2022-06-17 00:00:00,BTC/USDT,20401.64513637,21347,20256.11197418,20456.19999999,4546432.13793898,219.07317749,0,0,0,20753.02960421
1655337600000,2022-06-16 00:00:00,BTC/USDT,22570.53789811,22975.22165436,20237.21520193,20395.16170081,8150614.1673207,382.20101025,0,0,0,21325.46473906
1655251200000,2022-06-15 00:00:00,BTC/USDT,22134.1267525,22787.159116,20119,22578.2372984,21839001.03048681,1032.77043121,0,0,0,21146.03630247
1655164800000,2022-06-14 00:00:00,BTC/USDT,22475.48002146,23304.62759385,20861.28417116,22150.5406045,19532030.22773594,889.6657061,0,0,0,21954.34767667
1655078400000,2022-06-13 00:00:00,BTC/USDT,26594.42229129,26872.75729922,21965.104691,22486.87776749,27487738.03858358,1137.69990563,0,0,0,24160.7983815
1654992000000,2022-06-12 00:00:00,BTC/USDT,28423.19827558,28528.14558771,26578.60335719,26600,7240280.36249659,263.10327741,0,0,0,27518.77678518
1654905600000,2022-06-11 00:00:00,BTC/USDT,29091.04461961,29428.8192427,28120.5,28408.99395825,5092090.15514993,177.80151596,0,0,0,28639.18301065
1654819200000,2022-06-10 00:00:00,BTC/USDT,30093.10909694,30363.96539755,28863.37118148,29091.04461962,7291809.04207289,247.61262592,0,0,0,29448.45407208
1654732800000,2022-06-09 00:00:00,BTC/USDT,30205.48970529,30691.58803594,29958.4145,30103.37931795,3785507.33693651,125.0460478,0,0,0,30272.90668947
1654646400000,2022-06-08 00:00:00,BTC/USDT,31125.68971323,31309.88082059,29860.0425614,30213.19896704,4985502.73478552,163.77143477,0,0,0,30441.83341122
1654560000000,2022-06-07 00:00:00,BTC/USDT,31374.99743563,31564.12556629,29234.11477214,31128.80219683,10107386.57121872,332.23447698,0,0,0,30422.44941914
1654473600000,2022-06-06 00:00:00,BTC/USDT,29916.95738003,31748.46029089,29899.00000001,31370.83731573,5485437.86056995,175.53376589,0,0,0,31250.04373236
1654387200000,2022-06-05 00:00:00,BTC/USDT,29839.12696561,30163,29546.74652537,29912.5008752,2097199.07699747,70.15360555,0,0,0,29894.38761636
1654300800000,2022-06-04 00:00:00,BTC/USDT,29699.52446943,29958.44718339,29483.94859511,29866.59722791,2608056.83743187,87.78968517,0,0,0,29708.00991462
1654214400000,2022-06-03 00:00:00,BTC/USDT,30450.95028791,30675.9025159,29295.55810087,29699.52446943,4666988.92771215,156.50590962,0,0,0,29819.88947921
1654128000000,2022-06-02 00:00:00,BTC/USDT,29789.68421089,30674.60714411,29600,30450.95028791,3128476.10034112,104.09388447,0,0,0,30054.3698246
1654041600000,2022-06-01 00:00:00,BTC/USDT,31811.89207033,31969.33750239,29356.484888,29789.07265081,7341129.19904128,239.60042215,0,0,0,30639.04951905
1653955200000,2022-05-31 00:00:00,BTC/USDT,31736.25366103,32402.98429134,31234.87813198,31804.66290427,5384854.49681721,169.56659906,0,0,0,31756.57544981
1653868800000,2022-05-30 00:00:00,BTC/USDT,29466.59421945,32217.38684595,29309.58494213,31718.80131289,8342029.71775297,271.31567042,0,0,0,30746.58277142
1653782400000,2022-05-29 00:00:00,BTC/USDT,29038.4642826,29560.09381171,28843.05297828,29466.76914279,1438585.90877442,49.30087762,0,0,0,29179.72211088
1653696000000,2022-05-28 00:00:00,BTC/USDT,28641.51343738,29247.95605941,28529.8446772,29029.21099427,2320682.46232093,80.29006781,0,0,0,28903.7302573
1653609600000,2022-05-27 00:00:00,BTC/USDT,29215.20479998,29386.26606967,28285.81627387,28648.9683876,5715254.05999193,198.00429333,0,0,0,28864.29361643
1653523200000,2022-05-26 00:00:00,BTC/USDT,29545.60536273,29876.35137331,28066,29201.98846015,13476425.51202695,463.94818177,0,0,0,29047.26441779
1653436800000,2022-05-25 00:00:00,BTC/USDT,29649.06864029,30214.61486806,29351.37231993,29551.92625668,9465489.54927102,317.88812832,0,0,0,29776.16559415
1653350400000,2022-05-24 00:00:00,BTC/USDT,29102.0873901,30000,28695.1524719,29652.03368293,6487243.20217419,221.8546662,0,0,0,29240.9590174
1653264000000,2022-05-23 00:00:00,BTC/USDT,30287.27215551,30652.54950134,28888,29105.63970901,8446654.23448684,282.55524779,0,0,0,29893.81475145
1653177600000,2022-05-22 00:00:00,BTC/USDT,29452,30470,29267.10169941,30297.87429999,5528573.18469307,184.36157672,0,0,0,29987.66490855
1653091200000,2022-05-21 00:00:00,BTC/USDT,29202.84241807,29646.21053167,28968.1196936,29452,3911683.23765928,133.17525854,0,0,0,29372.44710874
1653004800000,2022-05-20 00:00:00,BTC/USDT,30317.41617623,30639.41976126,28724.8923194,29207.2230474,8611412.26699628,290.84070754,0,0,0,29608.68971827
1652918400000,2022-05-19 00:00:00,BTC/USDT,28705.17709896,30525,28687.87317942,30292.59490839,10041837.38434266,337.54094391,0,0,0,29749.9831221
1652832000000,2022-05-18 00:00:00,BTC/USDT,30446.79424338,30690.03857145,28660,28720.38489879,7109423.45166324,241.81419088,0,0,0,29400.3566366
1652745600000,2022-05-17 00:00:00,BTC/USDT,29865.75955636,30771.78301377,29465.33041366,30446.7942434,6726397.04351888,222.32669989,0,0,0,30254.56252823
1652659200000,2022-05-16 00:00:00,BTC/USDT,31317.66898719,31317.66898719,29138.68337035,29864.26634297,8043015.01028851,269.23553682,0,0,0,29873.52674645
1652572800000,2022-05-15 00:00:00,BTC/USDT,30082.0384709,31440.47921855,29509.29932324,31316.10326902,5253146.49391983,173.45497997,0,0,0,30285.3598947
1652486400000,2022-05-14 00:00:00,BTC/USDT,29288.57745998,30323.04145412,28676,30088.15745608,5294334.98804334,180.34425217,0,0,0,29356.82687049
1652400000000,2022-05-13 00:00:00,BTC/USDT,29003.96403669,31048.32958683,28773.51575136,29338.22170046,13337451.14094345,441.61201034,0,0,0,30201.74005384
1652313600000,2022-05-12 00:00:00,BTC/USDT,29125.6483,30190.99277049,26753.16978167,28972.8888425,40733263.47714307,1440.06862679,0,0,0,28285.64050307
1652227200000,2022-05-11 00:00:00,BTC/USDT,31015.52692914,32146.03972095,27768.81162648,29105.02894018,50104329.50650645,1646.36195892,0,0,0,30433.3620168
1652140800000,2022-05-10 00:00:00,BTC/USDT,30085.67341275,32621.66100076,29758.87,31019.11129608,49487469.21209634,1584.35790258,0,0,0,31235.03163742
1652054400000,2022-05-09 00:00:00,BTC/USDT,34048.53068381,34232.10171448,30042.3,30085.67341274,60173450.26010317,1884.87855838,0,0,0,31924.31151204
1651968000000,2022-05-08 00:00:00,BTC/USDT,35469.78773148,35507.60430436,33720,34051.92851493,15478188.872092,449.54752911,0,0,0,34430.59492004
1651881600000,2022-05-07 00:00:00,BTC/USDT,36011.49633126,36131.95837339,34785.94450647,35469.78772149,7848388.52634314,220.29503401,0,0,0,35626.71560715
1651795200000,2022-05-06 00:00:00,BTC/USDT,36547.65498777,36654.44014657,35289.80418131,36011.49633126,47822756.01624425,1328.47163789,0,0,0,35998.3266878
1651708800000,2022-05-05 00:00:00,BTC/USDT,39693.97408435,39823.41123866,35592.37069682,36549.24113151,55968213.15714624,1505.28094191,0,0,0,37181.24078959
1651622400000,2022-05-04 00:00:00,BTC/USDT,37732.59996996,40000,37670.18364534,39682.71290007,32050431.82936822,821.45660131,0,0,0,39016.58563368
1651536000000,2022-05-03 00:00:00,BTC/USDT,38521.86654239,38648.52998525,37502.80551151,37725.91147546,9171429.28702155,240.58622248,0,0,0,38121.17415736
1651449600000,2022-05-02 00:00:00,BTC/USDT,38480.0544326,39152.7342796,38065.89381078,38518.01369863,11488264.1588085,297.09015311,0,0,0,38669.28620335
1651363200000,2022-05-01 00:00:00,BTC/USDT,37626.76109792,38673.10651438,37410,38480.05443261,7199824.29270565,188.98059399,0,0,0,38098.22024946
1651276800000,2022-04-30 00:00:00,BTC/USDT,38610.5529248,38775,37575.50979842,37628.64241472,4633054.32401431,120.86072635,0,0,0,38333.82823298
1651190400000,2022-04-29 00:00:00,BTC/USDT,39743.15810352,39927.2067271,38183.67346939,38595.06983871,9220447.41828347,237.112338,0,0,0,38886.40926936
1651104000000,2022-04-28 00:00:00,BTC/USDT,39235.25374815,40364.510336,37501,39743.68515009,27990593.45731014,707.01404728,0,0,0,39589.86892126
1651017600000,2022-04-27 00:00:00,BTC/USDT,38118.37988648,39478.02504151,37880,39237.30000004,13793025.25778463,355.38793123,0,0,0,38811.18081316
1650931200000,2022-04-26 00:00:00,BTC/USDT,40428.0772186,40773.90869721,37713.00001001,38124.0969064,16512487.03872932,421.85329884,0,0,0,39142.72351107
1650844800000,2022-04-25 00:00:00,BTC/USDT,39443.84338005,40573.71241064,38200,40428.0772186,21484751.39940161,545.63807052,0,0,0,39375.46252761
1650758400000,2022-04-24 00:00:00,BTC/USDT,39438.9347771,39921.76147214,38990.32252642,39464.20099117,4542817.5946977,114.8970691,0,0,0,39538.15036608
1650672000000,2022-04-23 00:00:00,BTC/USDT,39716.47993435,39970.70891433,39297.36310457,39436.93235775,3457553.20930329,87.06652864,0,0,0,39711.62355168
1650585600000,2022-04-22 00:00:00,BTC/USDT,40480.57337954,40789.99117517,39188,39718.46666912,8629932.81560266,216.21508081,0,0,0,39913.64886886
1650499200000,2022-04-21 00:00:00,BTC/USDT,41349.30789686,42965.3182653,39800,40480.21143756,12519208.14776964,299.92136461,0,0,0,41741.6350584
1650412800000,2022-04-20 00:00:00,BTC/USDT,41487.48809856,42181.8716328,40891.43120255,41355.72507749,5326397.02829892,128.22609124,0,0,0,41539.10469226
1650326400000,2022-04-19 00:00:00,BTC/USDT,40794.99999998,41730,40581.68085741,41489.56336737,8474323.15488331,206.21957265,0,0,0,41093.68982771
1650240000000,2022-04-18 00:00:00,BTC/USDT,39676.21355595,41063.0782649,38550,40799.79518968,12337998.3837184,310.78431,0,0,0,39699.55363486
1650153600000,2022-04-17 00:00:00,BTC/USDT,40374.32617445,40578.01551699,39556.16741609,39694.19910153,3037752.81260257,75.66332906,0,0,0,40148.28385615
1650067200000,2022-04-16 00:00:00,BTC/USDT,40549,40682.32386205,40010.1898,40364.43331519,2843887.5341111,70.45463326,0,0,0,40364.80501738
1649980800000,2022-04-15 00:00:00,BTC/USDT,39916.78478425,40834.27012557,39777.6812535,40554.85198502,7625251.48192047,189.33758365,0,0,0,40273.31148376
1649894400000,2022-04-14 00:00:00,BTC/USDT,41150.48494058,41477.6818,39567.052313,39909.55845141,5359048.33960983,132.62402457,0,0,0,40407.82472847
1649808000000,2022-04-13 00:00:00,BTC/USDT,40072.0162848,41543.94614929,39593.28696148,41135.51810243,12947179.97659501,317.65867739,0,0,0,40758.14985749
1649721600000,2022-04-12 00:00:00,BTC/USDT,39529.42886122,40675.90683828,39265,40065.73008807,11859510.56760006,296.086398,0,0,0,40054.22284748
1649635200000,2022-04-11 00:00:00,BTC/USDT,42091.84603806,42395.84949521,39208.4912862,39523.45027865,16204686.62742821,397.88519326,0,0,0,40727.04112122
1649548800000,2022-04-10 00:00:00,BTC/USDT,42746.83476963,43406.06008926,41902.55269914,42130.75276313,5014001.4222713,117.72824023,0,0,0,42589.62346226
1649462400000,2022-04-09 00:00:00,BTC/USDT,42271.73209593,42793.87390619,42127.2,42744.79040696,2566692.12130392,60.47622708,0,0,0,42441.3400973
1649376000000,2022-04-08 00:00:00,BTC/USDT,43436.20818387,43954.11763572,42121.96079877,42273.84429277,7966913.48028869,184.94741987,0,0,0,43076.64030073
1649289600000,2022-04-07 00:00:00,BTC/USDT,43150,43888.64984656,42750,43457.92756943,5467715.5446099,126.09672016,0,0,0,43361.28281268
1649203200000,2022-04-06 00:00:00,BTC/USDT,45498.63223441,45503.37833173,43110,43154.30002002,13934127.93041731,314.48123562,0,0,0,44308.29681442
1649116800000,2022-04-05 00:00:00,BTC/USDT,46586.32940508,47172.61377152,45384.29872831,45482.07321446,6006531.20315274,129.98099528,0,0,0,46210.84174816
1649030400000,2022-04-04 00:00:00,BTC/USDT,46406.50865914,46887.05880284,45133.01201536,46600.44903375,15925635.09575169,346.88252556,0,0,0,45910.74476882
1648944000000,2022-04-03 00:00:00,BTC/USDT,45813.05329334,47428.31438396,45536.79961282,46399.99073242,13307313.02744328,286.11769072,0,0,0,46509.92741468
1648857600000,2022-04-02 00:00:00,BTC/USDT,46280.31010135,47183.22601984,45623.64050808,45826.79533652,15266497.10098887,329.01514367,0,0,0,46400.59095973
1648771200000,2022-04-01 00:00:00,BTC/USDT,45496.01661564,46710.60109064,44231.81211786,46285.80049065,11240772.42048923,247.40325722,0,0,0,45435.02194271
1648684800000,2022-03-31 00:00:00,BTC/USDT,47009.11470612,47590.82854322,45218,45516.60749155,13337805.80871811,286.63911142,0,0,0,46531.70232995
1648598400000,2022-03-30 00:00:00,BTC/USDT,47420.00000001,47688.82260684,46550.06696739,47039.69282132,8142921.29905496,172.66439417,0,0,0,47160.3965496
1648512000000,2022-03-29 00:00:00,BTC/USDT,47075.27449032,48085,46958.71051291,47423.17563511,9469605.68622739,199.20629714,0,0,0,47536.67841921
1648425600000,2022-03-28 00:00:00,BTC/USDT,46817.56348145,48175.99037145,46674.3555,47089.36122475,11291341.51198994,238.19123613,0,0,0,47404.52123867
1648339200000,2022-03-27 00:00:00,BTC/USDT,44506.72869171,46913,44432.06544906,46845.65937054,9483934.53668079,207.90738376,0,0,0,45616.15063959
1648252800000,2022-03-26 00:00:00,BTC/USDT,44311.63181625,44780.99999999,44080.16139019,44515,3867576.7688857,87.15314812,0,0,0,44376.78789939
1648166400000,2022-03-25 00:00:00,BTC/USDT,43993.94699175,45091.0074832,43591.17972501,44311.63181625,11471574.274812,258.38740476,0,0,0,44396.80132809
1648080000000,2022-03-24 00:00:00,BTC/USDT,42898.78391313,44213,42620,43985.86647634,15898169.22549185,366.88899677,0,0,0,43332.3685514
1647993600000,2022-03-23 00:00:00,BTC/USDT,42357.41424865,43005.95687554,41714.17211203,42889.16786709,8405754.8654333,198.96707145,0,0,0,42246.96480766
