https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AAVE,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1689206400000,2023-07-13 00:00:00,AAVE/USDT,75.7,79.26,74.82,79.19,584535.39,7630.158162,300607.77,3923.045488,3154,76.62
1689120000000,2023-07-12 00:00:00,AAVE/USDT,73.56,77.12,73.38,75.76,562222.33,7447.714531,273317.16,3622.072939,3081,75.49
1689033600000,2023-07-11 00:00:00,AAVE/USDT,71.17,74.49,69.6,73.53,599982.37,8323.296014,300843.42,4173.448923,3376,72.1
1688947200000,2023-07-10 00:00:00,AAVE/USDT,72,75.29,69.41,71.08,581855.53,8193.975023,299134.66,4215.948598,3157,71.01
1688860800000,2023-07-09 00:00:00,AAVE/USDT,73.62,74.3,71.68,72.04,561955.02,7725.431887,276974.3,3807.67337,3062,72.74
1688774400000,2023-07-08 00:00:00,AAVE/USDT,74.84,77.25,72.83,73.62,561341.02,7533.77582,282490.45,3792.582068,2861,74.52
1688688000000,2023-07-07 00:00:00,AAVE/USDT,70.63,74.97,70.03,74.85,551867.89,7585.84009,265167.52,3645.416397,3006,72.76
1688601600000,2023-07-06 00:00:00,AAVE/USDT,74.56,78.04,70.67,70.79,590105.56,7967.579333,299000.52,4036.812116,3077,74.1
1688515200000,2023-07-05 00:00:00,AAVE/USDT,76.97,81.29,71.91,74.58,588893.54,7690.127193,296622.07,3865.480188,3305,76.64
1688428800000,2023-07-04 00:00:00,AAVE/USDT,72.85,82.26,71.66,76.96,623246.85,8230.460217,310668.47,4107.721673,3399,75.8
1688342400000,2023-07-03 00:00:00,AAVE/USDT,70.47,74.28,68.75,72.8,573711.38,8066.094798,288238.07,4052.456833,3066,71.15
1688256000000,2023-07-02 00:00:00,AAVE/USDT,68.07,72.87,67.4,70.53,533292.83,7707.982273,262536.77,3796.044291,2974,69.21
1688169600000,2023-07-01 00:00:00,AAVE/USDT,70.5,70.5,66.55,68.08,556952.46,8221.468324,274785.6,4056.223725,3016,67.74
1688083200000,2023-06-30 00:00:00,AAVE/USDT,62.96,71.32,61.59,70.44,523913.22,7854.608833,272030.93,4076.246437,2941,66.8
1687996800000,2023-06-29 00:00:00,AAVE/USDT,59.42,66.87,59.02,63,575470.9,9327.813752,285798.38,4632.429731,2993,61.73
1687910400000,2023-06-28 00:00:00,AAVE/USDT,65.1,65.44,57.83,59.41,567807.99,9293.767903,280433.6,4590.296998,3008,61.12
1687824000000,2023-06-27 00:00:00,AAVE/USDT,63.28,66.7,62.91,65.11,562055.57,8722.144813,270033.4,4189.821195,2954,64.44
1687737600000,2023-06-26 00:00:00,AAVE/USDT,68.9,69.33,63.24,63.35,554265.77,8503.700329,272192.66,4175.727702,3141,65.19
1687651200000,2023-06-25 00:00:00,AAVE/USDT,57.22,76.91,57.09,68.91,508290.21,7367.080423,258916,3750.614286,3395,69.42
1687564800000,2023-06-24 00:00:00,AAVE/USDT,57.07,58.37,56.39,57.27,529062.93,9195.419922,257074.39,4469.339545,2831,57.53
1687478400000,2023-06-23 00:00:00,AAVE/USDT,55.71,57.73,55.46,57.16,577002.03,10231.464569,284703.76,5047.75073,2987,56.4
1687392000000,2023-06-22 00:00:00,AAVE/USDT,55.17,57.28,55.06,55.73,556202.74,9860.61499,286461.38,5079.379398,3120,56.41
1687305600000,2023-06-21 00:00:00,AAVE/USDT,53.2,55.55,53,55.16,578557.73,10675.306723,275272.99,5077.320965,3122,54.2
1687219200000,2023-06-20 00:00:00,AAVE/USDT,52.03,53.32,50.44,53.27,582128.8,11215.045586,300391.77,5785.463367,3135,51.91
1687132800000,2023-06-19 00:00:00,AAVE/USDT,51.08,52.26,50.79,52.01,601559.42,11713.006529,290680.46,5659.746515,3130,51.36
1687046400000,2023-06-18 00:00:00,AAVE/USDT,51.17,52.23,50.98,51.07,649703.36,12610.368463,325789.25,6322.939622,3234,51.52
1686960000000,2023-06-17 00:00:00,AAVE/USDT,50.84,52.38,50.53,51.25,666757.64,12953.176901,340528.63,6614.043672,3299,51.47
1686873600000,2023-06-16 00:00:00,AAVE/USDT,50.27,51.39,49.29,50.85,601558.83,11961.594946,307014.84,6104.192548,3264,50.29
1686787200000,2023-06-15 00:00:00,AAVE/USDT,52.08,52.59,49.23,50.2,641908.87,12751.832637,334759.41,6651.309998,3255,50.34
1686700800000,2023-06-14 00:00:00,AAVE/USDT,55.1,56.03,51.74,52.17,618021.37,11219.288274,316508.88,5743.422753,3163,55.11
1686614400000,2023-06-13 00:00:00,AAVE/USDT,53.78,56.03,53.28,55.11,556251.24,10180.618078,278078.38,5088.952337,2961,54.64
1686528000000,2023-06-12 00:00:00,AAVE/USDT,52.21,54.05,51.3,53.77,639648.2,12130.429887,328202.39,6219.903461,3181,52.73
1686441600000,2023-06-11 00:00:00,AAVE/USDT,52.64,53.38,51.76,52.22,586439.19,11185.24058,293602.79,5599.773925,3150,52.43
1686355200000,2023-06-10 00:00:00,AAVE/USDT,59.9,59.92,48.14,52.64,565701.78,10587.026763,285015.79,5330.643632,3235,53.56
1686268800000,2023-06-09 00:00:00,AAVE/USDT,59.83,60.54,59.17,59.92,637344.3,10648.609722,312937.44,5227.723362,3047,59.85
1686182400000,2023-06-08 00:00:00,AAVE/USDT,59.12,60.41,58.42,59.82,580692.52,9765.011782,289315.51,4863.144534,3065,59.47
1686096000000,2023-06-07 00:00:00,AAVE/USDT,61.76,61.87,58.71,59.13,594498.58,9852.245522,304331.72,5042.172159,3007,60.35
1686009600000,2023-06-06 00:00:00,AAVE/USDT,59.84,62.78,59.49,61.75,576904.74,9505.210283,277607.58,4570.817027,3075,60.7
1685923200000,2023-06-05 00:00:00,AAVE/USDT,62.59,62.74,57.05,59.84,575665.21,9401.276308,280256.36,4574.56742,3126,61.26
1685836800000,2023-06-04 00:00:00,AAVE/USDT,63.38,64.54,62.55,62.63,574208.9,9010.894225,286565.12,4498.218717,3093,63.72
1685750400000,2023-06-03 00:00:00,AAVE/USDT,63.59,64.3,62.85,63.37,590791.75,9291.932021,300003.32,4718.209507,2986,63.58
1685664000000,2023-06-02 00:00:00,AAVE/USDT,62.63,64.55,62.15,63.57,604744.26,9492.228745,305164.68,4788.958334,2968,63.71
1685577600000,2023-06-01 00:00:00,AAVE/USDT,63.83,64.2,62.54,62.58,557643.98,8843.931423,280782.32,4453.000443,2927,63.05
1685491200000,2023-05-31 00:00:00,AAVE/USDT,66.47,67.79,63.3,63.84,617589.94,9565.429026,306916.47,4753.401096,3141,64.58
1685404800000,2023-05-30 00:00:00,AAVE/USDT,67.11,67.7,66.09,66.49,606852.28,9064.604177,303844.01,4538.75785,3089,66.94
1685318400000,2023-05-29 00:00:00,AAVE/USDT,68.99,69.37,66.67,67.15,600952.17,8883.295064,294450.47,4352.363134,3178,67.65
1685232000000,2023-05-28 00:00:00,AAVE/USDT,65.49,69.35,65.21,68.95,603362.29,9041.882211,305248.38,4575.233257,3312,66.73
1685145600000,2023-05-27 00:00:00,AAVE/USDT,64.48,65.53,64.25,65.48,599314.36,9240.395794,300015.79,4626.006028,3310,64.85
1685059200000,2023-05-26 00:00:00,AAVE/USDT,63.4,65.51,62.77,64.46,258797.37,4067.31933,129609.17,2036.994084,3264,63.63
1684972800000,2023-05-25 00:00:00,AAVE/USDT,63.82,64.2,62.36,63.41,255276.11,4023.672287,129912.54,2047.511215,3366,63.44
1684886400000,2023-05-24 00:00:00,AAVE/USDT,65.47,65.49,62.34,63.83,285674.22,4467.462226,144282.91,2256.4645,3467,63.95
1684800000000,2023-05-23 00:00:00,AAVE/USDT,64.12,66.13,63.91,65.46,249687.93,3822.027346,126392.78,1934.462933,3371,65.33
1684713600000,2023-05-22 00:00:00,AAVE/USDT,63.68,64.71,62.81,64.06,261281.51,4092.145479,129968.87,2036.094406,3412,63.85
1684627200000,2023-05-21 00:00:00,AAVE/USDT,65.04,65.3,63.36,63.69,345263.85,5360.98516,169667.72,2634.546401,3960,64.4
1684540800000,2023-05-20 00:00:00,AAVE/USDT,65.19,65.21,64.41,65.04,394932.32,6098.122836,197980.63,3056.934609,4938,64.76
1684454400000,2023-05-19 00:00:00,AAVE/USDT,64.86,65.41,63.91,65.17,410931.51,6327.285047,202152.95,3112.74946,5074,64.94
1684368000000,2023-05-18 00:00:00,AAVE/USDT,64.8,66.95,64.42,64.81,393346.47,5995.453313,192356.2,2931.741632,5280,65.61
1684281600000,2023-05-17 00:00:00,AAVE/USDT,62.68,64.8,61.69,64.78,403634.15,6399.806233,207569.35,3290.979325,5167,63.07
1684195200000,2023-05-16 00:00:00,AAVE/USDT,62.69,63.07,61.91,62.69,416930.04,6677.932774,201760.67,3231.571225,5163,62.43
1684108800000,2023-05-15 00:00:00,AAVE/USDT,62.09,64.41,61.45,62.73,403899.2,6384.385949,201432.18,3183.691463,5032,63.26
1684022400000,2023-05-14 00:00:00,AAVE/USDT,62.02,63.18,61.53,62.1,386121.1,6202.226457,199874.99,3211.08216,5021,62.25
1683936000000,2023-05-13 00:00:00,AAVE/USDT,63,63.03,61.68,62.07,357327.2,5727.626837,182643.91,2927.440419,4694,62.38
1683849600000,2023-05-12 00:00:00,AAVE/USDT,62.2,63.06,60.18,63,410134.25,6654.449564,208255.57,3379.126737,4969,61.63
1683763200000,2023-05-11 00:00:00,AAVE/USDT,64.58,64.64,61.03,62.21,391166.8,6207.204194,197050.76,3126.414325,5197,63.03
1683676800000,2023-05-10 00:00:00,AAVE/USDT,64.43,65.81,61.78,64.6,393274.45,6087.937033,193455.25,2994.640647,4829,64.6
1683590400000,2023-05-09 00:00:00,AAVE/USDT,64.47,64.83,63.71,64.46,344830.53,5361.4287,171546.47,2667.079919,5275,64.31
1683504000000,2023-05-08 00:00:00,AAVE/USDT,68.53,69.01,62.79,64.5,258198.9,3907.037299,129413.69,1958.963571,5524,66.1
1683417600000,2023-05-07 00:00:00,AAVE/USDT,69.59,70.02,68.2,68.55,235558.62,3396.825548,116807.47,1684.518096,5182,69.34
1683331200000,2023-05-06 00:00:00,AAVE/USDT,73.19,73.83,68.46,69.67,240003.64,3405.164679,120686.09,1711.95253,5069,70.5
1683244800000,2023-05-05 00:00:00,AAVE/USDT,70.64,73.96,70.11,73.1,244939.79,3413.963733,120907.14,1685.389398,5195,71.76
1683158400000,2023-05-04 00:00:00,AAVE/USDT,71.65,71.9,70.11,70.63,212310.75,2993.3208,107244.54,1512.103673,4617,70.93
1683072000000,2023-05-03 00:00:00,AAVE/USDT,69.03,71.72,67.28,71.63,235170.56,3409.941385,122146.84,1772.055762,4698,68.98
1682985600000,2023-05-02 00:00:00,AAVE/USDT,68.67,69.39,67.97,69.03,220808.32,3210.055733,110581.16,1607.534558,4462,68.78
1682899200000,2023-05-01 00:00:00,AAVE/USDT,70.07,70.65,67.69,68.72,228153.16,3301.944093,116324.9,1683.593494,4643,69.1
1682812800000,2023-04-30 00:00:00,AAVE/USDT,71.48,72.32,70.01,70.2,233143.99,3278.313139,116027.32,1631.509574,4786,71.11
1682726400000,2023-04-29 00:00:00,AAVE/USDT,71.85,72.43,71.12,71.5,225984.29,3149.964543,111873.96,1559.465724,4644,71.74
1682640000000,2023-04-28 00:00:00,AAVE/USDT,71.24,71.96,69.83,71.81,229010.74,3223.180783,114172.42,1607.204792,4737,71.05
1682553600000,2023-04-27 00:00:00,AAVE/USDT,69.52,73.64,68.3,71.25,239931.29,3405.09368,119193.76,1691.87731,5052,70.47
1682467200000,2023-04-26 00:00:00,AAVE/USDT,71.05,74.4,66.32,69.51,213409.43,3005.922289,109329.94,1539.274618,4530,71.02
1682380800000,2023-04-25 00:00:00,AAVE/USDT,69.65,71.5,67.76,70.87,208312.3,3002.946205,103781.7,1496.104326,4507,69.37
1682294400000,2023-04-24 00:00:00,AAVE/USDT,70.22,73.18,67.25,69.71,227883.29,3274.538942,112167.91,1611.974377,4868,69.59
1682208000000,2023-04-23 00:00:00,AAVE/USDT,70.72,71.06,67.96,70.17,233570.94,3333.832934,115998.52,1655.729696,5038,70.06
1682121600000,2023-04-22 00:00:00,AAVE/USDT,69.19,70.87,68.31,70.72,215253.54,3082.378917,107242.03,1535.623218,4702,69.83
1682035200000,2023-04-21 00:00:00,AAVE/USDT,72.26,73.16,67.44,69.2,217738.98,3060.822215,110911.08,1558.647268,4373,71.16
1681948800000,2023-04-20 00:00:00,AAVE/USDT,73.83,75.19,71.55,72.15,209653.96,2846.458115,100033.56,1358.004235,4644,73.66
1681862400000,2023-04-19 00:00:00,AAVE/USDT,81.61,82.02,73.24,74.02,216812.43,2812.982834,105563.74,1370.077635,4917,77.18
1681776000000,2023-04-18 00:00:00,AAVE/USDT,80.96,83.75,79.78,81.61,188867.12,2316.523811,91061.65,1117.153424,4003,81.53
1681689600000,2023-04-17 00:00:00,AAVE/USDT,83.03,83.84,79.68,80.94,213935.29,2622.461227,107669.62,1319.883314,4505,81.58
1681603200000,2023-04-16 00:00:00,AAVE/USDT,82.33,83.33,80.8,83,211437.04,2574.161906,107748.62,1312.079537,4371,82.14
1681516800000,2023-04-15 00:00:00,AAVE/USDT,82.76,83.68,69.3,82.32,188496.83,2289.406453,92526.53,1122.82263,4304,82.34
1681430400000,2023-04-14 00:00:00,AAVE/USDT,81.1,85.95,80.01,82.74,237886.26,2881.899492,117996.48,1429.217136,4808,82.55
1681344000000,2023-04-13 00:00:00,AAVE/USDT,78.73,81.79,76.84,81.03,211517.99,2663.822558,105586.66,1330.147428,4538,79.41
1681257600000,2023-04-12 00:00:00,AAVE/USDT,78.86,79.84,75.78,78.72,214296.96,2753.105209,105921.34,1360.868856,4507,77.84
1681171200000,2023-04-11 00:00:00,AAVE/USDT,78.48,80.32,77.32,78.85,223774.34,2824.980922,109105.09,1377.430151,4437,79.21
1681084800000,2023-04-10 00:00:00,AAVE/USDT,76.08,78.82,74.93,78.47,188801.04,2476.231975,96902.46,1271.085083,4156,76.25
1680998400000,2023-04-09 00:00:00,AAVE/USDT,75.53,78.4,73.81,76.11,205618.39,2715.280635,103819.27,1371.32793,4446,75.73
1680912000000,2023-04-08 00:00:00,AAVE/USDT,78.36,78.96,73.96,76.02,219103.86,2831.62369,111011.19,1434.65402,4256,77.38
1680825600000,2023-04-07 00:00:00,AAVE/USDT,80.51,80.99,76.14,78.36,222236.1,2810.523961,112544.34,1422.589801,4842,79.08
1680739200000,2023-04-06 00:00:00,AAVE/USDT,78.01,80.81,76.21,80.52,218213.16,2767.876108,108030.26,1370.747062,4984,78.84
1680652800000,2023-04-05 00:00:00,AAVE/USDT,76.22,79.71,74.96,78.02,212999.25,2725.756268,106595.68,1363.994993,4673,78.14
1680566400000,2023-04-04 00:00:00,AAVE/USDT,73.46,77.64,72.35,76.26,215949.12,2880.877754,107220.7,1430.65467,4433,74.97
1680480000000,2023-04-03 00:00:00,AAVE/USDT,72.89,75.26,70.37,73.46,234691.89,3214.208313,116733.55,1599.16209,5022,73.02
1680393600000,2023-04-02 00:00:00,AAVE/USDT,73.96,74.67,70.82,73,260113.21,3546.740328,128958.89,1758.337475,5462,73.34
1680307200000,2023-04-01 00:00:00,AAVE/USDT,74.18,75.8,72.05,74.05,236911.53,3199.109887,117571.89,1587.668685,5006,74.05
1680220800000,2023-03-31 00:00:00,AAVE/USDT,72.04,74.76,70.67,74.16,150403.76,2064.30431,74937.62,1028.55482,4635,72.87
1680134400000,2023-03-30 00:00:00,AAVE/USDT,73.03,74.88,70.33,71.02,57771.31,799.916455,27563.17,381.893769,3422,72.23
1680048000000,2023-03-29 00:00:00,AAVE/USDT,73.83,81,70.69,73.02,53093.09,731.257132,25439.96,350.491106,3294,72.61
1679961600000,2023-03-28 00:00:00,AAVE/USDT,69.83,73.76,68.92,70.74,39666.47,567.384349,20193.58,288.915894,2991,69.91
1679875200000,2023-03-27 00:00:00,AAVE/USDT,74.83,74.83,68.52,69.84,29134.71,409.470909,13989.49,196.879767,1993,71.19
1679788800000,2023-03-26 00:00:00,AAVE/USDT,71.23,74.91,70.89,72.99,53477.25,739.009671,26070.8,360.367794,3492,72.36
1679702400000,2023-03-25 00:00:00,AAVE/USDT,73.02,76.95,70.29,71.23,39069.41,541.53379,19264.19,267.097786,2905,72.15
1679616000000,2023-03-24 00:00:00,AAVE/USDT,77.14,80.44,72.37,73.08,46320,618.031902,23043.5,307.333729,3257,74.97
1679529600000,2023-03-23 00:00:00,AAVE/USDT,75.07,80.4,73.08,77.08,53751.2,701.367404,26684.37,348.024027,3515,76.66
1679443200000,2023-03-22 00:00:00,AAVE/USDT,79.11,86,72.84,75.09,52395.7,677.713209,26728.69,345.836191,3034,77.35
1679356800000,2023-03-21 00:00:00,AAVE/USDT,76.06,82.12,74.43,79.09,92496.26,1201.047252,46232.56,599.813153,2611,77.03
1679270400000,2023-03-20 00:00:00,AAVE/USDT,79.49,86.93,75.77,76.15,77152.58,991.469171,36626.98,470.731431,2137,77.83
1679184000000,2023-03-19 00:00:00,AAVE/USDT,77.84,95.99,77.56,79.46,95638.61,1204.053246,47509.97,597.995701,2867,79.44
1679097600000,2023-03-18 00:00:00,AAVE/USDT,80.62,96,77.45,77.89,45539.17,568.611899,22317.39,278.398985,3208,80.1
1679011200000,2023-03-17 00:00:00,AAVE/USDT,74.93,88,73.91,80.69,55194.15,714.743735,28122.75,364.269011,3467,77.24
1678924800000,2023-03-16 00:00:00,AAVE/USDT,73.92,87.93,72.95,74.97,47410.93,635.9875,23117.37,310.047444,3201,74.55
1678838400000,2023-03-15 00:00:00,AAVE/USDT,79.06,81.64,70.61,73.93,59797.62,778.942203,29643.99,385.682708,3867,76.86
1678752000000,2023-03-14 00:00:00,AAVE/USDT,75.92,82.08,72.51,79.11,54207.43,701.699877,26541.42,343.765067,3529,77.31
1678665600000,2023-03-13 00:00:00,AAVE/USDT,72.14,76.64,70.92,75.7,51488.87,697.498068,25752.11,348.970185,3764,73.85
1678579200000,2023-03-12 00:00:00,AAVE/USDT,66.62,72.15,65.73,72.14,59663.04,882.281025,28936.69,427.836107,3864,67.66
1678492800000,2023-03-11 00:00:00,AAVE/USDT,68.11,70.54,64.01,66.69,47840.39,717.97465,23760.8,356.868981,3433,66.66
1678406400000,2023-03-10 00:00:00,AAVE/USDT,68.62,68.62,64.9,68.12,57576.52,858.533019,28419.92,423.851639,4235,67.07
1678320000000,2023-03-09 00:00:00,AAVE/USDT,71.48,73.78,67.12,68.62,41946.79,589.896007,21915.3,308.417889,3330,71.16
1678233600000,2023-03-08 00:00:00,AAVE/USDT,75.04,75.23,71.19,71.48,43615.07,592.587883,22349.98,303.640358,3324,73.61
1678147200000,2023-03-07 00:00:00,AAVE/USDT,76.36,77.47,73.53,75.04,52876.23,695.437186,26492.76,348.67629,4267,76.04
1678060800000,2023-03-06 00:00:00,AAVE/USDT,74.85,77.17,74.12,76.4,73659.32,973.036639,36315.78,479.682006,6213,75.71
1677974400000,2023-03-05 00:00:00,AAVE/USDT,75.33,76.95,74.61,74.9,67952.79,892.282461,34255.97,449.862942,5751,76.16
1677888000000,2023-03-04 00:00:00,AAVE/USDT,76.59,77.24,73.73,75.27,70836.11,931.511922,36308.89,477.463207,5593,76.05
1677801600000,2023-03-03 00:00:00,AAVE/USDT,79.69,79.73,73.2,76.6,108032.82,1418.505775,52694.59,691.894226,5724,76.17
1677715200000,2023-03-02 00:00:00,AAVE/USDT,82.64,82.87,78.32,79.68,156338.47,1950.118366,80722.65,1006.680716,5810,80.18
1677628800000,2023-03-01 00:00:00,AAVE/USDT,77.48,82.74,76.93,82.72,193043.36,2383.021915,96675.65,1193.027738,5261,81.03
1677542400000,2023-02-28 00:00:00,AAVE/USDT,80.07,80.08,76.64,77.47,178432.57,2267.434719,90070.01,1144.472075,5011,78.69
1677456000000,2023-02-27 00:00:00,AAVE/USDT,81.89,83.22,79.33,80.1,155008.05,1909.009708,77741.9,957.504343,4495,81.2
1677369600000,2023-02-26 00:00:00,AAVE/USDT,79.8,82.13,79.54,81.9,174659.63,2167.493952,86475.11,1073.104525,4927,80.58
1677283200000,2023-02-25 00:00:00,AAVE/USDT,81.38,83.3,77.42,79.79,148371.93,1851.866967,76751.42,957.834089,4434,80.13
1677196800000,2023-02-24 00:00:00,AAVE/USDT,85.38,86.4,80,81.45,165463.45,1976.794421,81671.49,975.691746,4766,83.75
1677110400000,2023-02-23 00:00:00,AAVE/USDT,84.98,87.41,83.79,85.43,183245.78,2134.628702,91538.15,1066.463575,5457,85.85
1677024000000,2023-02-22 00:00:00,AAVE/USDT,87.48,87.59,82.21,85.07,192022.46,2263.482125,96485.87,1137.463357,5481,84.85
1676937600000,2023-02-21 00:00:00,AAVE/USDT,91.82,92.37,85.67,87.55,184095.56,2060.092875,90965.75,1017.61107,5720,89.39
1676851200000,2023-02-20 00:00:00,AAVE/USDT,89.7,92.27,87.15,91.72,204242.27,2260.824368,104040.74,1151.771041,5515,90.35
1676764800000,2023-02-19 00:00:00,AAVE/USDT,90.61,94.79,88.92,89.88,206570.72,2273.097956,99493.33,1094.433702,5875,90.89
1676678400000,2023-02-18 00:00:00,AAVE/USDT,86.13,90.75,86.06,90.75,208566.95,2359.667816,105219.23,1190.540851,5776,88.39
1676592000000,2023-02-17 00:00:00,AAVE/USDT,83.66,88.02,83.32,86.24,201791.46,2363.730837,103867.43,1216.91864,5897,85.37
1676505600000,2023-02-16 00:00:00,AAVE/USDT,89.2,90.24,83.62,83.96,202869.28,2300.92828,104612.22,1186.310505,5921,88.19
1676419200000,2023-02-15 00:00:00,AAVE/USDT,82.92,89.27,82.11,89.19,194190.93,2314.283472,96697.69,1152.51147,5639,83.94
1676332800000,2023-02-14 00:00:00,AAVE/USDT,82.27,83.4,79.41,82.83,174554.4,2142.741195,83311.64,1022.643158,5359,81.47
1676246400000,2023-02-13 00:00:00,AAVE/USDT,77.17,83.53,73.73,82.28,232133.23,2944.309176,117175.53,1485.30757,6294,78.92
1676160000000,2023-02-12 00:00:00,AAVE/USDT,79.22,80.38,76.32,77.29,177532.75,2244.020225,88170.17,1114.540608,5194,79.12
1676073600000,2023-02-11 00:00:00,AAVE/USDT,78.68,79.32,77.78,79.22,185312.7053797,2362.454994,90548.23315328,1154.370405,5263,78.442484072325563216
1675987200000,2023-02-10 00:00:00,AAVE/USDT,78.02,80.28,76.98,78.69,207214.77763107,2634.399497,100269.9413811,1274.93454,5735,78.662792203858278594
1675900800000,2023-02-09 00:00:00,AAVE/USDT,86.89,89.5,76.52,78.03,220681.04656288,2649.122054,115651.83428754,1389.573156,6774,83.377373015958148503
1675814400000,2023-02-08 00:00:00,AAVE/USDT,88.66,89.72,84.71,86.9,218309.85277249,2489.613622,109388.22260143,1247.47712,6454,87.706543664597772947
1675728000000,2023-02-07 00:00:00,AAVE/USDT,83.93,89.04,83.91,88.73,199541.23715014,2308.827794,100093.63317672,1158.056679,5898,86.437750897417401415
1675641600000,2023-02-06 00:00:00,AAVE/USDT,85.52,87.48,83.38,84.02,201075.44444784,2342.845466,96967.48869896,1129.801653,5948,85.83085634353705664
1675555200000,2023-02-05 00:00:00,AAVE/USDT,88.67,88.83,83.67,85.52,170294.12080744,1968.874636,86428.62994107,999.894247,5189,86.526223389115527667
1675468800000,2023-02-04 00:00:00,AAVE/USDT,90.94,91.69,88.18,88.55,193656.68188583,2156.494387,94920.86425437,1056.828296,5603,89.806622276884610173
1675382400000,2023-02-03 00:00:00,AAVE/USDT,87.98,93.1,87,90.93,231635.89228488,2600.459523,114975.10403759,1291.184076,6611,89.087781775284615056
1675296000000,2023-02-02 00:00:00,AAVE/USDT,88.22,92.97,87.49,87.94,209341.41738416,2310.170412,103324.85209208,1140.556889,6206,90.627104824624977655
1675209600000,2023-02-01 00:00:00,AAVE/USDT,82.93,88.34,80.26,88.17,210668.01931106,2550.459076,106089.41799135,1283.407959,5875,82.656090512189040758
1675123200000,2023-01-31 00:00:00,AAVE/USDT,80.95,83.25,80.1,82.91,203020.9748938,2488.184188,101037.19654496,1238.322918,6005,81.601801730962762961
1675036800000,2023-01-30 00:00:00,AAVE/USDT,87.49,88.02,79.36,80.96,222577.93136391,2671.093534,112024.22578447,1343.64402,6090,83.398745334474150306
1674950400000,2023-01-29 00:00:00,AAVE/USDT,84.01,88.25,83.42,87.55,226716.45690934,2620.47822,115243.83975537,1331.937324,5755,86.530201329770628592
1674864000000,2023-01-28 00:00:00,AAVE/USDT,87.04,87.83,83.25,84.01,173947.12920793,2032.283132,87839.32735022,1026.251719,5322,85.617667973780652506
1674777600000,2023-01-27 00:00:00,AAVE/USDT,88.69,89.17,85.46,87.03,166551.12655073,1920.928693,80216.16244623,925.476985,5224,86.708169012505518387
1674691200000,2023-01-26 00:00:00,AAVE/USDT,85.42,89.18,84.49,88.54,496874.65141965,5782.989934,251528.11008261,2927.810571,7395,85.928261577689646672
1674604800000,2023-01-25 00:00:00,AAVE/USDT,79.75,86.96,78.01,85.51,1339036.15127105,16476.821933,656309.56235431,8072.868963,13367,81.317660918808377051
1674518400000,2023-01-24 00:00:00,AAVE/USDT,86.34,88.17,78.81,79.75,1475220.60268943,17374.414026,737972.07019649,8694.343742,14233,84.976167547802712603
1674432000000,2023-01-23 00:00:00,AAVE/USDT,85.06,89.43,84.54,86.35,1545236.2661327,17862.680003,773094.43250775,8936.780253,16487,86.510014000663874185
1674345600000,2023-01-22 00:00:00,AAVE/USDT,84.06,89.42,83.42,85.02,1340093.1287562,15735.951836,658750.3640664,7735.986383,13734,85.185256962204657969
1674259200000,2023-01-21 00:00:00,AAVE/USDT,87.32,88.84,83.76,84.05,1882740.03239586,21769.295294,956437.04048711,11059.53663,18183,86.49453882244631811
1674172800000,2023-01-20 00:00:00,AAVE/USDT,81.06,88.23,79.64,87.38,1532805.64037124,18689.175848,771966.12515287,9407.24719,16561,82.074183317283824605
1674086400000,2023-01-19 00:00:00,AAVE/USDT,81.83,83.36,77.66,81.05,1838004.71430129,22829.483384,920528.95690244,11435.878129,18420,80.533445015588566958
1674000000000,2023-01-18 00:00:00,AAVE/USDT,85.37,89.24,77.77,81.77,1819995.79000595,21706.807889,917545.53551286,10942.335608,18011,83.8619018487183165
1673913600000,2023-01-17 00:00:00,AAVE/USDT,80.8,90.54,79.09,85.38,1268522.3346061,15005.944456,626462.23774981,7409.760902,13264,84.599926954229416963
1673827200000,2023-01-16 00:00:00,AAVE/USDT,80.03,83.12,77.07,80.6,1155652.86431952,14419.567877,579407.02678922,7230.791461,12680,80.164068253909347838
1673740800000,2023-01-15 00:00:00,AAVE/USDT,76.54,83.17,73.54,80.03,712323.98902673,9377.493396,353671.70942556,4656.432073,7868,76.03731985092430673
1673654400000,2023-01-14 00:00:00,AAVE/USDT,71.5,81.01,71.48,75.99,1001913.27567295,13210.394728,495298.18269548,6531.622581,10269,75.899595136255007172
1673568000000,2023-01-13 00:00:00,AAVE/USDT,67.98,73.26,66.9,71.53,1482076.58098758,21550.703336,733569.76848787,10668.870262,15445,68.799971057735913322
1673481600000,2023-01-12 00:00:00,AAVE/USDT,64.65,68.86,64.1,67.97,1063165.99859371,15839.095389,525375.19107674,7826.35271,10333,67.138644939767310317
1673395200000,2023-01-11 00:00:00,AAVE/USDT,62.01,64.86,60.1,64.67,1489267.77742188,24201.761323,759319.5737883,12340.454875,14896,61.540493704185256261
1673308800000,2023-01-10 00:00:00,AAVE/USDT,61.34,63.01,60.01,62.02,1016614.62845052,16431.186861,511108.41055882,8259.907764,11051,61.87518453749311443
1673222400000,2023-01-09 00:00:00,AAVE/USDT,59.71,63.33,59.31,61.55,759331.73741891,12218.964259,372005.45569057,5986.347173,8382,62.152571687030166303
1673136000000,2023-01-08 00:00:00,AAVE/USDT,56.28,59.64,55.68,59.41,792146.46260139,13801.621532,390473.05914774,6802.205616,9273,57.414783772039466625
