https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DOT,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1690070400000,2023-07-23 00:00:00,DOT/USDT,5.309,5.486,5.276,5.391,222580.671,41187.02855,113450.691,20998.33497,8960,5.404
1689984000000,2023-07-22 00:00:00,DOT/USDT,5.492,5.514,5.269,5.315,204497.103,38025.15219,104573.135,19452.10452,11446,5.378
1689897600000,2023-07-21 00:00:00,DOT/USDT,5.346,5.699,5.336,5.479,272090.865,49477.3512,124738.738,22660.50351,19989,5.499
1689811200000,2023-07-20 00:00:00,DOT/USDT,5.19,5.486,5.185,5.35,210359.732,39549.20759,107821.557,20259.8915,8850,5.319
1689724800000,2023-07-19 00:00:00,DOT/USDT,5.178,5.255,5.13,5.193,234851.186,45151.21741,116669.193,22433.36787,10452,5.201
1689638400000,2023-07-18 00:00:00,DOT/USDT,5.306,5.388,5.104,5.182,251046.788,48076.20623,136792.403,26242.11433,10082,5.222
1689552000000,2023-07-17 00:00:00,DOT/USDT,5.308,5.413,5.174,5.303,225107.389,42456.66789,107280.645,20231.45117,12579,5.302
1689465600000,2023-07-16 00:00:00,DOT/USDT,5.435,5.447,5.263,5.313,232781.676,43319.14229,115853.828,21558.32081,10717,5.373
1689379200000,2023-07-15 00:00:00,DOT/USDT,5.445,5.561,5.383,5.432,201578.976,36896.04729,103451.39,18929.6051,16777,5.463
1689292800000,2023-07-14 00:00:00,DOT/USDT,5.543,5.731,5.298,5.447,274971.512,49536.95282,136744.257,24625.23612,22338,5.552
1689206400000,2023-07-13 00:00:00,DOT/USDT,5.146,5.545,5.099,5.541,345499.555,65297.67922,167955.322,31764.14573,19596,5.295
1689120000000,2023-07-12 00:00:00,DOT/USDT,5.211,5.309,5.101,5.146,250724.643,48157.54982,132279.864,25406.82526,21211,5.206
1689033600000,2023-07-11 00:00:00,DOT/USDT,5.131,5.216,5.088,5.213,238958.684,46425.96101,120386.824,23389.69285,22232,5.147
1688947200000,2023-07-10 00:00:00,DOT/USDT,5.076,5.094,4.99,5.084,101042.164,20068.25454,53170.537,10564.27292,10394,5.034
1688860800000,2023-07-09 00:00:00,DOT/USDT,5.127,5.161,5.062,5.081,445770.256,87169.90171,225853.99,44160.83912,17958,5.113
1688774400000,2023-07-08 00:00:00,DOT/USDT,5.119,5.198,5.056,5.129,565381.47,109884.35542,278526.443,54141.77685,14844,5.145
1688688000000,2023-07-07 00:00:00,DOT/USDT,5.016,5.177,4.983,5.12,292973.652,57539.74366,152233.761,29888.31549,22072,5.091
1688601600000,2023-07-06 00:00:00,DOT/USDT,5.205,5.361,5.011,5.02,544944.388,105391.36563,285728.32,55168.03287,17741,5.171
1688515200000,2023-07-05 00:00:00,DOT/USDT,5.346,5.375,5.116,5.208,324730.588,62077.37113,157693.14,30149.80615,14996,5.231
1688428800000,2023-07-04 00:00:00,DOT/USDT,5.425,5.511,5.256,5.344,141218.243,26049.62007,65113.477,12021.6093,18330,5.421
1688342400000,2023-07-03 00:00:00,DOT/USDT,5.499,5.632,5.382,5.427,212785.659,38949.46199,108577.317,19882.37424,14099,5.463
1688256000000,2023-07-02 00:00:00,DOT/USDT,5.351,5.521,5.225,5.499,446782.341,84152.05489,233769.238,43973.72425,17963,5.31
1688169600000,2023-07-01 00:00:00,DOT/USDT,5.183,5.366,5.119,5.348,246329.726,46971.05223,118997.737,22702.42602,14911,5.245
1688083200000,2023-06-30 00:00:00,DOT/USDT,4.983,5.198,4.797,5.18,524228.995,103369.29145,272905.698,53840.3687,17167,5.073
1687996800000,2023-06-29 00:00:00,DOT/USDT,4.878,5.229,4.868,4.986,606312.891,122022.58326,299406.96,60192.02693,12756,4.969
1687910400000,2023-06-28 00:00:00,DOT/USDT,5.095,5.095,4.748,4.877,570024.631,114390.15874,283053.249,56820.18246,14202,4.984
1687824000000,2023-06-27 00:00:00,DOT/USDT,5.025,5.148,5.002,5.096,583267.683,114658.88415,304456.983,59861.49237,13879,5.087
1687737600000,2023-06-26 00:00:00,DOT/USDT,5.197,5.231,5.001,5.023,544914.391,105903.15142,268255.877,52134.32859,10073,5.145
1687651200000,2023-06-25 00:00:00,DOT/USDT,5.012,5.243,5.002,5.193,530357.047,103134.15011,264429.02,51418.58568,4023,5.142
1687564800000,2023-06-24 00:00:00,DOT/USDT,5.097,5.135,4.913,5.008,498789.325,98954.43271,250174.312,49640.28055,4371,5.041
1687478400000,2023-06-23 00:00:00,DOT/USDT,4.83,5.135,4.827,5.097,556789.052,112197.11807,284501.159,57304.46088,5112,4.964
1687392000000,2023-06-22 00:00:00,DOT/USDT,4.826,4.973,4.76,4.823,509937.238,104721.93826,257069.168,52792.63781,4069,4.869
1687305600000,2023-06-21 00:00:00,DOT/USDT,4.661,4.859,4.641,4.823,604208.147,127478.57052,302748.358,63910.11547,4623,4.74
1687219200000,2023-06-20 00:00:00,DOT/USDT,4.529,4.677,4.375,4.662,515580.947,114100.42426,247493.82,54788.61401,3861,4.519
1687132800000,2023-06-19 00:00:00,DOT/USDT,4.54,4.586,4.441,4.528,522921.555,115500.48133,257066.067,56776.8509,3723,4.527
1687046400000,2023-06-18 00:00:00,DOT/USDT,4.528,4.665,4.484,4.537,544288.048,119163.32369,273980.693,59988.72846,3570,4.567
1686960000000,2023-06-17 00:00:00,DOT/USDT,4.424,4.562,4.398,4.53,441423.967,98124.43303,220599.825,49028.84076,3112,4.499
1686873600000,2023-06-16 00:00:00,DOT/USDT,4.369,4.463,4.291,4.425,572592.858,130656.36409,297186.768,67806.74293,4301,4.382
1686787200000,2023-06-15 00:00:00,DOT/USDT,4.563,4.619,4.27,4.375,517989.969,116900.47062,258278.324,58202.41687,6461,4.433
1686700800000,2023-06-14 00:00:00,DOT/USDT,4.623,4.796,4.516,4.569,577555.786,124022.44992,273630.165,58738.55501,6083,4.657
1686614400000,2023-06-13 00:00:00,DOT/USDT,4.536,4.706,4.491,4.627,427512.46,92799.5465,214107.344,46473.24587,5366,4.607
1686528000000,2023-06-12 00:00:00,DOT/USDT,4.516,4.56,4.423,4.535,547569.189,121464.26378,266438.871,59099.9467,7838,4.508
1686441600000,2023-06-11 00:00:00,DOT/USDT,4.522,4.548,4.427,4.521,538292.436,120078.2402,259059.762,57788.05789,8386,4.482
1686355200000,2023-06-10 00:00:00,DOT/USDT,4.979,4.985,4,4.519,464310.506,102710.64205,230121.765,50902.43288,8709,4.528
1686268800000,2023-06-09 00:00:00,DOT/USDT,5.022,5.122,4.934,4.992,516624.159,103178.18776,255531.368,51037.69355,4992,5.007
1686182400000,2023-06-08 00:00:00,DOT/USDT,5.022,5.06,4.981,5.021,506229.46,100844.59135,253421.515,50483.8053,5319,5.019
1686096000000,2023-06-07 00:00:00,DOT/USDT,5.202,5.452,4.976,5.021,497874.378,97638.63279,255241.541,50044.89016,4961,5.1
1686009600000,2023-06-06 00:00:00,DOT/USDT,5.065,5.261,4.991,5.204,539541.784,105819.85193,269844.744,52922.39211,4977,5.099
1685923200000,2023-06-05 00:00:00,DOT/USDT,5.31,5.33,4.913,5.063,507910.93,97548.24164,259147.077,49762.83854,6692,5.209
1685836800000,2023-06-04 00:00:00,DOT/USDT,5.344,5.381,5.308,5.318,507950.175,95051.69067,243279.423,45526.89699,4844,5.343
1685750400000,2023-06-03 00:00:00,DOT/USDT,5.274,5.342,5.245,5.339,534416.55,101272.9325,260076.144,49284.36422,4409,5.277
1685664000000,2023-06-02 00:00:00,DOT/USDT,5.204,5.304,5.17,5.276,476816.654,90707.96364,240161.406,45680.21111,4058,5.256
1685577600000,2023-06-01 00:00:00,DOT/USDT,5.317,5.337,5.191,5.211,456461.937,87117.04249,229731.66,43839.56145,4295,5.239
1685491200000,2023-05-31 00:00:00,DOT/USDT,5.444,5.463,5.272,5.322,543593.977,101797.71051,269606.083,50472.79411,3308,5.34
1685404800000,2023-05-30 00:00:00,DOT/USDT,5.458,5.525,5.419,5.444,542040.072,99173.05582,286698.499,52451.26157,3260,5.465
1685318400000,2023-05-29 00:00:00,DOT/USDT,5.503,5.539,5.423,5.463,442839.026,80864.67927,222961.16,40710.65283,2943,5.476
1685232000000,2023-05-28 00:00:00,DOT/USDT,5.336,5.559,5.319,5.502,458725.519,84905.55092,231494.883,42854.68856,3097,5.403
1685145600000,2023-05-27 00:00:00,DOT/USDT,5.242,5.373,5.231,5.337,385497.453,72844.56036,196303.216,37092.44081,2793,5.292
1685059200000,2023-05-26 00:00:00,DOT/USDT,5.25,5.269,5.2,5.245,185406.072,35432.51066,90813.702,17351.92982,2907,5.232
1684972800000,2023-05-25 00:00:00,DOT/USDT,5.25,5.296,5.2,5.25,233705.296,44542.24525,107130.164,20400.38993,3358,5.246
1684886400000,2023-05-24 00:00:00,DOT/USDT,5.401,5.401,5.202,5.254,240372.272,45470.87015,119730.434,22653.02914,3615,5.286
1684800000000,2023-05-23 00:00:00,DOT/USDT,5.316,5.446,5.298,5.397,252184.645,46864.27834,127641.204,23723.64501,3419,5.381
1684713600000,2023-05-22 00:00:00,DOT/USDT,5.268,5.339,5.232,5.313,246051.875,46391.64904,119532.576,22534.255,3672,5.303
1684627200000,2023-05-21 00:00:00,DOT/USDT,5.409,5.43,5.257,5.269,280871.723,52512.97177,141248.354,26407.90511,4007,5.349
1684540800000,2023-05-20 00:00:00,DOT/USDT,5.363,5.447,5.331,5.41,360038.877,66703.97738,175354.583,32496.36612,4776,5.397
1684454400000,2023-05-19 00:00:00,DOT/USDT,5.34,5.393,5.324,5.37,369247.748,68919.77453,185842.223,34687.62852,5284,5.357
1684368000000,2023-05-18 00:00:00,DOT/USDT,5.424,5.467,5.25,5.34,382831.964,71013.81428,189907.118,35237.2684,5414,5.391
1684281600000,2023-05-17 00:00:00,DOT/USDT,5.302,5.435,5.222,5.412,365859.124,68758.91246,183044.233,34396.01729,5244,5.321
1684195200000,2023-05-16 00:00:00,DOT/USDT,5.316,5.339,5.231,5.296,387516.18,73361.48346,188049.206,35600.53963,5247,5.282
1684108800000,2023-05-15 00:00:00,DOT/USDT,5.349,5.43,5.273,5.319,370595.009,68936.96198,180581.571,33592.50299,4852,5.376
1684022400000,2023-05-14 00:00:00,DOT/USDT,5.346,5.443,5.314,5.348,358274.212,66791.74614,181733.617,33882.11507,4595,5.364
1683936000000,2023-05-13 00:00:00,DOT/USDT,5.349,5.395,5.315,5.345,327548.76,61154.11663,162379.328,30314.80416,4827,5.356
1683849600000,2023-05-12 00:00:00,DOT/USDT,5.279,5.348,5.132,5.341,357178.856,68112.16622,177298.574,33813.61677,4824,5.244
1683763200000,2023-05-11 00:00:00,DOT/USDT,5.466,5.468,5.184,5.277,357898.552,66991.58745,181302.95,33938.56533,5288,5.343
1683676800000,2023-05-10 00:00:00,DOT/USDT,5.325,5.52,5.235,5.465,345280.603,64115.36409,167190.951,31043.222,4818,5.386
1683590400000,2023-05-09 00:00:00,DOT/USDT,5.363,5.407,5,5.321,308034.817,57741.64504,152416.771,28567.69968,5445,5.334
1683504000000,2023-05-08 00:00:00,DOT/USDT,5.632,5.647,5.195,5.369,244331.326,45210.42127,123684.14,22856.15788,5456,5.405
1683417600000,2023-05-07 00:00:00,DOT/USDT,5.639,5.698,5.598,5.63,218994.638,38722.25203,108736.219,19226.91661,5113,5.655
1683331200000,2023-05-06 00:00:00,DOT/USDT,5.85,5.889,5.581,5.633,222316.459,38795.70594,111279.138,19419.26353,5273,5.731
1683244800000,2023-05-05 00:00:00,DOT/USDT,5.667,5.897,5.665,5.848,211973.448,36609.64407,108347.632,18709.29104,5254,5.79
1683158400000,2023-05-04 00:00:00,DOT/USDT,5.78,5.803,5.626,5.669,212507.643,37160.39371,105498.673,18448.16076,4938,5.719
1683072000000,2023-05-03 00:00:00,DOT/USDT,5.72,5.812,5.557,5.781,210181.089,37064.54864,108173.407,19076.90241,4906,5.671
1682985600000,2023-05-02 00:00:00,DOT/USDT,5.664,5.754,5.621,5.713,194243.144,34141.70461,96097.758,16891.09354,4593,5.689
1682899200000,2023-05-01 00:00:00,DOT/USDT,5.875,5.911,5.605,5.666,225068.545,38935.65328,112322.941,19440.3928,4917,5.781
1682812800000,2023-04-30 00:00:00,DOT/USDT,6.037,6.084,5.858,5.873,200029.888,33362.40648,97528.853,16270.88145,4877,5.996
1682726400000,2023-04-29 00:00:00,DOT/USDT,5.946,6.05,5.923,6.04,204076.718,34082.22396,103028.511,17205.34468,4534,5.987
1682640000000,2023-04-28 00:00:00,DOT/USDT,5.972,5.981,5.796,5.948,191851.025,32465.91322,97043.619,16416.45951,4667,5.909
1682553600000,2023-04-27 00:00:00,DOT/USDT,5.85,6.044,5.834,5.969,199326.594,33540.17757,101727.423,17118.12406,4805,5.943
1682467200000,2023-04-26 00:00:00,DOT/USDT,6.003,6.218,5.626,5.851,204003.503,33968.4739,105814.626,17611.90653,4848,6.009
1682380800000,2023-04-25 00:00:00,DOT/USDT,5.886,6.012,5.78,5.998,206260.325,35112.50768,103248.065,17578.27269,4678,5.874
1682294400000,2023-04-24 00:00:00,DOT/USDT,5.909,6.012,5.81,5.885,212132.567,35771.48274,104005.346,17538.94515,4711,5.93
1682208000000,2023-04-23 00:00:00,DOT/USDT,5.95,5.97,5.777,5.905,228748.836,38719.2572,112642.759,19069.3814,4855,5.908
1682121600000,2023-04-22 00:00:00,DOT/USDT,5.849,5.976,5.822,5.953,190051.05,32143.97694,90724.209,15342.09958,4243,5.912
1682035200000,2023-04-21 00:00:00,DOT/USDT,6.116,6.168,5.783,5.848,194470.839,32365.79786,104901.792,17459.87445,4554,6.01
1681948800000,2023-04-20 00:00:00,DOT/USDT,6.307,6.435,6.075,6.11,192141.163,30534.39066,92674.437,14715.79887,4644,6.294
1681862400000,2023-04-19 00:00:00,DOT/USDT,6.914,6.914,6.229,6.311,251363.712,38355.14605,110437.802,16868.58101,5351,6.559
1681776000000,2023-04-18 00:00:00,DOT/USDT,6.697,6.982,6.587,6.913,184721.16,26939.63221,102896.306,14984.08794,4277,6.858
1681689600000,2023-04-17 00:00:00,DOT/USDT,6.829,6.83,6.631,6.695,155427.732,23200.53551,75500.54,11267.21713,4031,6.699
1681603200000,2023-04-16 00:00:00,DOT/USDT,6.805,6.869,6.68,6.824,161326.841,23793.01446,82352.202,12145.10688,3746,6.78
1681516800000,2023-04-15 00:00:00,DOT/USDT,6.729,6.862,6.615,6.804,163838.253,24303.8009,78752.927,11682.4255,3958,6.741
1681430400000,2023-04-14 00:00:00,DOT/USDT,6.637,6.846,6.412,6.729,202502.808,30165.73697,99219.205,14770.81127,5080,6.713
1681344000000,2023-04-13 00:00:00,DOT/USDT,6.406,6.65,6.349,6.635,196287.928,30197.28937,98423.574,15141.82111,4483,6.501
1681257600000,2023-04-12 00:00:00,DOT/USDT,6.427,6.463,6.221,6.404,188412.626,29728.48128,95209.017,15021.76292,4969,6.338
1681171200000,2023-04-11 00:00:00,DOT/USDT,6.294,6.486,6.279,6.417,200499.068,31364.85858,105859.618,16566.33899,4130,6.392
1681084800000,2023-04-10 00:00:00,DOT/USDT,6.212,6.31,6.115,6.296,180369.078,29163.59748,87433.534,14141.42706,4025,6.185
1680998400000,2023-04-09 00:00:00,DOT/USDT,6.13,6.267,6.096,6.219,204047.472,33126.60541,95730.62,15545.25436,4380,6.159
1680912000000,2023-04-08 00:00:00,DOT/USDT,6.176,6.232,6.1,6.131,171203.115,27735.11018,85695.631,13880.8103,3799,6.172
1680825600000,2023-04-07 00:00:00,DOT/USDT,6.283,6.318,6.136,6.177,219254.953,35388.79858,108486.226,17502.99099,4546,6.195
1680739200000,2023-04-06 00:00:00,DOT/USDT,6.405,6.413,6.257,6.276,192373.863,30339.68736,97038.657,15303.066,4410,6.34
1680652800000,2023-04-05 00:00:00,DOT/USDT,6.433,6.583,6.328,6.405,186995.396,28933.78799,95478.439,14769.02838,4441,6.463
1680566400000,2023-04-04 00:00:00,DOT/USDT,6.418,6.528,6.369,6.433,200553.726,31098.86281,101604.258,15751.43494,4510,6.449
1680480000000,2023-04-03 00:00:00,DOT/USDT,6.263,6.498,6.1,6.42,234840.91,37320.20438,117024.469,18577.71519,5427,6.293
1680393600000,2023-04-02 00:00:00,DOT/USDT,6.345,6.445,6.169,6.262,207022.234,32713.83967,105107.546,16609.23622,4546,6.328
1680307200000,2023-04-01 00:00:00,DOT/USDT,6.344,6.389,6.204,6.343,158732.782,25224.08526,81246.205,12912.69898,4106,6.293
1680220800000,2023-03-31 00:00:00,DOT/USDT,6.143,6.4,6.134,6.341,181748.844,29019.18401,87456.346,13977.66535,5127,6.263
1680134400000,2023-03-30 00:00:00,DOT/USDT,6.183,6.291,6.029,6.119,94301.696,15370.38857,46349.187,7555.8867,5007,6.135
1680048000000,2023-03-29 00:00:00,DOT/USDT,6.061,6.283,6.052,6.183,91175.145,14727.95301,44379.944,7174.25688,5430,6.191
1679961600000,2023-03-28 00:00:00,DOT/USDT,5.875,6.104,5.796,6.056,92468.929,15623.27221,43177.066,7303.73329,4863,5.919
1679875200000,2023-03-27 00:00:00,DOT/USDT,6.043,6.112,5.754,5.867,69541.82,11720.01864,35289.895,5946.23831,3750,5.934
1679788800000,2023-03-26 00:00:00,DOT/USDT,5.905,6.1,5.876,6.042,80580.988,13414.42863,41282.251,6872.89257,4676,6.007
1679702400000,2023-03-25 00:00:00,DOT/USDT,6.02,6.079,5.831,5.904,142495.64,23790.14748,70688.881,11798.55488,8560,5.99
1679616000000,2023-03-24 00:00:00,DOT/USDT,6.326,6.339,5.951,6.019,136964.739,22252.85317,62187.981,10095.98219,8332,6.157
1679529600000,2023-03-23 00:00:00,DOT/USDT,6.051,6.418,5.996,6.321,154057.958,24844.73514,80556.419,13002.08342,8620,6.202
1679443200000,2023-03-22 00:00:00,DOT/USDT,6.365,6.383,5.915,6.051,247442.886,39420.15478,71277.615,11434.75925,7896,6.278
1679356800000,2023-03-21 00:00:00,DOT/USDT,6.086,6.461,6.005,6.364,289060.962,46526.37622,130997.558,21092.86408,6833,6.214
1679270400000,2023-03-20 00:00:00,DOT/USDT,6.459,6.484,6.058,6.088,356304.673,56237.08779,172025.205,27142.33034,8642,6.337
1679184000000,2023-03-19 00:00:00,DOT/USDT,6.311,6.599,6.31,6.455,365355.004,56587.64908,191496.194,29649.32402,9570,6.457
1679097600000,2023-03-18 00:00:00,DOT/USDT,6.623,6.695,6.287,6.312,145060.194,22151.79588,69733.123,10645.10839,8893,6.549
1679011200000,2023-03-17 00:00:00,DOT/USDT,6.089,6.625,6.032,6.622,168996.772,26672.93235,83148.369,13108.19066,10258,6.338
1678924800000,2023-03-16 00:00:00,DOT/USDT,5.873,6.138,5.788,6.089,179827.446,29937.48649,91639.627,15249.52269,10868,6.007
1678838400000,2023-03-15 00:00:00,DOT/USDT,6.231,6.373,5.782,5.877,193051.86,31496.41006,94346.729,15395.05548,10453,6.134
1678752000000,2023-03-14 00:00:00,DOT/USDT,6.102,6.536,5.993,6.229,176014.344,28187.04392,84846.341,13591.63267,10028,6.248
1678665600000,2023-03-13 00:00:00,DOT/USDT,5.888,6.143,5.711,6.101,230474.952,38760.51768,117876.248,19817.63368,10273,5.948
1678579200000,2023-03-12 00:00:00,DOT/USDT,5.448,5.895,5.369,5.886,237292.217,42960.49308,121319.365,21972.31167,11669,5.526
1678492800000,2023-03-11 00:00:00,DOT/USDT,5.55,5.671,5.225,5.462,197586.661,36523.32043,104426.396,19301.98615,11319,5.412
1678406400000,2023-03-10 00:00:00,DOT/USDT,5.382,5.576,5.158,5.549,201462.241,37250.2851,105656.771,19547.13656,11309,5.41
1678320000000,2023-03-09 00:00:00,DOT/USDT,5.6,5.794,5.268,5.385,170980.255,30610.92549,85576.839,15312.1786,11113,5.588
1678233600000,2023-03-08 00:00:00,DOT/USDT,5.845,5.944,5.51,5.598,171465.7,30178.18495,70437.727,12381.21865,8168,5.683
1678147200000,2023-03-07 00:00:00,DOT/USDT,5.918,6.02,5.74,5.843,173708.074,29495.10918,89662.982,15228.22008,11556,5.89
1678060800000,2023-03-06 00:00:00,DOT/USDT,5.968,6.037,5.865,5.918,256629.745,43175.34082,126304.749,21247.35107,16421,5.944
1677974400000,2023-03-05 00:00:00,DOT/USDT,5.915,6.063,5.901,5.973,215003.569,35846.02897,106055.481,17683.54474,15006,5.998
1677888000000,2023-03-04 00:00:00,DOT/USDT,6.034,6.056,5.739,5.907,215931.221,36230.55445,107066.789,17958.26594,14076,5.96
1677801600000,2023-03-03 00:00:00,DOT/USDT,6.331,6.335,5.808,6.035,192165.046,31811.50759,99307.363,16430.5826,13437,6.041
1677715200000,2023-03-02 00:00:00,DOT/USDT,6.536,6.555,6.23,6.332,164180.957,25803.55573,81038.77,12735.9045,14715,6.363
1677628800000,2023-03-01 00:00:00,DOT/USDT,6.342,6.594,6.319,6.539,170747.602,26314.05771,85924.526,13242.04112,15895,6.489
1677542400000,2023-02-28 00:00:00,DOT/USDT,6.577,6.598,6.284,6.341,163982.085,25342.90734,84666.719,13081.1241,16156,6.471
1677456000000,2023-02-27 00:00:00,DOT/USDT,6.687,6.78,6.5,6.578,184917.85,27961.24847,96631.049,14618.42619,15152,6.613
1677369600000,2023-02-26 00:00:00,DOT/USDT,6.532,6.729,6.509,6.688,171722.488,26038.0387,86353.835,13091.92072,15531,6.595
1677283200000,2023-02-25 00:00:00,DOT/USDT,6.617,6.646,6.351,6.543,160450.219,24473.58728,81350.454,12404.6656,15484,6.556
1677196800000,2023-02-24 00:00:00,DOT/USDT,7.093,7.143,6.472,6.614,175650.515,25642.03769,88188.925,12882.78055,15745,6.856
1677110400000,2023-02-23 00:00:00,DOT/USDT,7.183,7.379,7.011,7.093,184418.611,25555.80054,88907.26,12320.02584,15902,7.217
1677024000000,2023-02-22 00:00:00,DOT/USDT,7.247,7.266,6.887,7.185,211327.454,29850.28342,110183.44,15566.19102,16262,7.08
1676937600000,2023-02-21 00:00:00,DOT/USDT,7.549,7.569,7.125,7.248,179591.153,24465.38307,92952.949,12660.78314,16342,7.342
1676851200000,2023-02-20 00:00:00,DOT/USDT,7.447,7.567,7.246,7.549,207175.592,27669.11863,104729.485,13979.44037,16762,7.487
1676764800000,2023-02-19 00:00:00,DOT/USDT,7.222,7.879,7.187,7.451,275093.626,36606.33102,133814.506,17814.76573,18546,7.518
1676678400000,2023-02-18 00:00:00,DOT/USDT,7.287,7.365,7.11,7.223,216002.288,29857.38583,101433.621,14022.89043,17575,7.234
1676592000000,2023-02-17 00:00:00,DOT/USDT,6.33,7.414,6.287,7.282,271902.085,39391.51448,139117.002,20170.86307,19772,6.915
1676505600000,2023-02-16 00:00:00,DOT/USDT,6.618,7,6.325,6.328,202092.034,30655.82583,95544.624,14483.73384,17165,6.593
1676419200000,2023-02-15 00:00:00,DOT/USDT,6.226,6.618,6.164,6.617,182528.827,28935.98726,85716.25,13591.66428,14966,6.31
1676332800000,2023-02-14 00:00:00,DOT/USDT,6.138,6.265,6.02,6.222,186967.4,30409.03999,92009.029,14963.22241,14327,6.149
1676246400000,2023-02-13 00:00:00,DOT/USDT,6.177,6.241,5.895,6.136,179956.384,29606.2269,86009.551,14145.54645,16176,6.079
1676160000000,2023-02-12 00:00:00,DOT/USDT,6.276,6.375,6.08,6.178,169061.516,26893.28979,84353.248,13419.18138,14959,6.286
1676073600000,2023-02-11 00:00:00,DOT/USDT,6.18,6.289,6.16,6.278,163082.32045183,26254.01131,80850.11173451,13016.2232,14991,6.211795206567339486
1675987200000,2023-02-10 00:00:00,DOT/USDT,6.233,6.298,6.132,6.184,165964.4886481,26620.561,81924.07346202,13141.77129,15780,6.234640285050442747
1675900800000,2023-02-09 00:00:00,DOT/USDT,6.763,6.972,6.091,6.233,260619.25627945,38973.65585,124912.43382919,18690.57558,18955,6.694085853252178896
1675814400000,2023-02-08 00:00:00,DOT/USDT,6.94,7,6.611,6.758,203592.42458466,29811.04022,99912.6005203,14629.54479,19033,6.83056926475349497
1675728000000,2023-02-07 00:00:00,DOT/USDT,6.49,6.948,6.479,6.942,193856.17825622,28978.77943,99997.47702041,14941.77331,18979,6.691091903854319003
1675641600000,2023-02-06 00:00:00,DOT/USDT,6.645,6.786,6.433,6.49,184060.47175517,27579.4056,92759.13988397,13897.44497,19281,6.674319236136815643
1675555200000,2023-02-05 00:00:00,DOT/USDT,6.854,6.895,5.4,6.636,198273.30262646,29488.16865,93887.29538116,13918.41373,17919,6.72740013305918971
1675468800000,2023-02-04 00:00:00,DOT/USDT,7.007,7.064,6.814,6.871,198309.83054491,28659.12437,98990.07801215,14306.15581,18561,6.919918492539802221
1675382400000,2023-02-03 00:00:00,DOT/USDT,6.543,7.119,6.5,7.006,359542.7741494,52713.56052,161257.09337666,23684.89124,20938,6.824600553820076431
1675296000000,2023-02-02 00:00:00,DOT/USDT,6.465,6.888,6.457,6.538,245531.48112037,37110.70156,127621.69601006,19245.34985,18994,6.617683866816251039
1675209600000,2023-02-01 00:00:00,DOT/USDT,6.255,6.488,6.036,6.466,276224.44471964,44306.0364,165778.75078149,26548.71467,17718,6.236543647711905802
1675123200000,2023-01-31 00:00:00,DOT/USDT,6.189,6.32,6.146,6.256,248663.54587587,39920.89493,112940.21883168,18122.07897,17642,6.229122930139593068
1675036800000,2023-01-30 00:00:00,DOT/USDT,6.608,6.649,6.034,6.19,324976.37155653,51279.15904,152192.35806516,24013.31132,16010,6.340658801478034103
1674950400000,2023-01-29 00:00:00,DOT/USDT,6.394,6.888,6.337,6.615,254510.35134091,38797.67603,144358.12813251,21999.29439,14874,6.560555488494589196
1674864000000,2023-01-28 00:00:00,DOT/USDT,6.577,6.658,5.4,6.401,196327.29157704,30321.84813,82621.87535492,12761.11132,16469,6.477537742982254185
1674777600000,2023-01-27 00:00:00,DOT/USDT,6.472,6.616,6.262,6.581,327769.38953648,50532.00643,150503.52985187,23215.38442,16070,6.487253957908830938
1674691200000,2023-01-26 00:00:00,DOT/USDT,6.392,6.565,6.306,6.473,281842.43747098,43768.74024,128538.41643718,19956.18974,16465,6.439567987176460532
1674604800000,2023-01-25 00:00:00,DOT/USDT,6.183,6.562,6.009,6.394,460837.26477692,74132.70243,208057.83857057,33475.81789,13400,6.217752583856201857
1674518400000,2023-01-24 00:00:00,DOT/USDT,6.56,6.71,6.124,6.183,762696.81236234,116499.51768,381688.47678522,58338.43321,13416,6.548384393792160552
1674432000000,2023-01-23 00:00:00,DOT/USDT,6.218,6.805,6.218,6.56,145058.03635172,22183.9329,84235.05033739,12860.74348,2378,6.541973794735595858
1674345600000,2023-01-22 00:00:00,DOT/USDT,6.256,6.451,6.096,6.204,358607.94645207,57221.98691,179615.09555232,28653.21635,6355,6.267354440373393264
1674259200000,2023-01-21 00:00:00,DOT/USDT,6.246,6.456,6.018,6.222,618917.58124731,99192.43182,298793.47419979,47889.81042,11435,6.239864003238925121
1674172800000,2023-01-20 00:00:00,DOT/USDT,5.806,6.289,5.757,6.249,1083492.67404024,183155.22587,537848.87796855,90897.8939,17278,5.919198657378422152
1674086400000,2023-01-19 00:00:00,DOT/USDT,5.651,5.841,5.65,5.805,952578.55719084,165597.89836,492540.24462811,85612.99679,18714,5.752578565460581295
1674000000000,2023-01-18 00:00:00,DOT/USDT,5.956,6.205,5.601,5.649,870962.51765963,147533.24345,432569.57723311,73277.90434,17495,5.906819136695349521
1673913600000,2023-01-17 00:00:00,DOT/USDT,5.819,6.198,5.736,5.951,844093.65729205,141251.2403,425924.33382427,71259.93721,16916,5.977340769108218887
1673827200000,2023-01-16 00:00:00,DOT/USDT,5.931,6.08,5.642,5.824,679323.0414204,115894.94321,345809.57831679,58976.40085,13908,5.862808611470818829
1673740800000,2023-01-15 00:00:00,DOT/USDT,6.047,6.065,5.712,5.932,766714.78345548,129492.34831,365334.17682055,61725.80975,13702,5.921311673597213586
