https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DOT,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1673654400000,2023-01-14 00:00:00,DOT/USDT,5.397,6.527,4.363,6.023,798268.4002632,133932.76719,403932.19456581,67735.77272,12669,5.970221212492642023
1673568000000,2023-01-13 00:00:00,DOT/USDT,5.234,5.418,5,5.398,730227.25665632,139053.9007,354251.76963612,67478.25664,13046,5.25205238584981012
1673481600000,2023-01-12 00:00:00,DOT/USDT,5.131,5.26,5.023,5.236,771393.93418309,150112.25096,396777.67935584,77212.01673,15354,5.139360463369750363
1673395200000,2023-01-11 00:00:00,DOT/USDT,4.918,5.139,4.825,5.133,835648.8355447,170186.57904,413696.28975668,84250.06114,15775,4.910968210116340787
1673308800000,2023-01-10 00:00:00,DOT/USDT,4.884,4.968,4.825,4.918,752016.6064565,153216.9592,388474.51516148,79133.60455,14605,4.908283575039978757
1673222400000,2023-01-09 00:00:00,DOT/USDT,4.82,5.3,4.806,4.887,676440.91889709,136737.25089,339269.73118559,68558.93007,13605,4.94757574079797013
1673136000000,2023-01-08 00:00:00,DOT/USDT,4.69,4.82,4.606,4.82,521705.91585704,111885.48693,263944.46841654,56608.90245,9518,4.663175941607306601
1673049600000,2023-01-07 00:00:00,DOT/USDT,4.667,4.708,4.634,4.659,464730.60543392,99602.29076,233600.53442377,50063.4723,8872,4.66591421332922444
1672963200000,2023-01-06 00:00:00,DOT/USDT,4.619,4.699,4.551,4.699,592701.30354449,128327.07084,297019.44571832,64303.95036,12110,4.618923010210091681
1672876800000,2023-01-05 00:00:00,DOT/USDT,4.632,4.645,4.544,4.619,655536.82841515,142648.44362,329715.95939699,71743.12985,13938,4.595608065510921574
1672790400000,2023-01-04 00:00:00,DOT/USDT,4.525,4.688,4.525,4.635,711428.68657043,153438.81555,355842.02217857,76738.53839,13296,4.6367484849547803
1672704000000,2023-01-03 00:00:00,DOT/USDT,4.489,4.541,4.452,4.526,855281.51451994,189769.08232,432525.40275454,95964.03184,12527,4.507009200781455165
1672617600000,2023-01-02 00:00:00,DOT/USDT,4.373,4.528,4.322,4.49,741809.73579954,166215.86863,372780.9546471,83527.67583,6940,4.46383682757333961
1672531200000,2023-01-01 00:00:00,DOT/USDT,4.306,4.388,4.28,4.372,669804.09468954,154249.94374,346342.84386708,79754.08333,6787,4.342494553249206173
1672444800000,2022-12-31 00:00:00,DOT/USDT,4.323,4.394,4.3,4.308,858142.51011561,197735.07009,388955.33918836,89687.74223,7929,4.339965955022257621
1672358400000,2022-12-30 00:00:00,DOT/USDT,4.307,4.336,4.231,4.323,1255327.57160669,292712.59348,626435.47024579,146062.67634,12047,4.288716109121875097
1672272000000,2022-12-29 00:00:00,DOT/USDT,4.285,4.353,4.224,4.309,772845.86405271,179581.94952,389688.24891862,90543.79527,7762,4.303739870315936155
1672185600000,2022-12-28 00:00:00,DOT/USDT,4.478,4.481,4.252,4.286,1228632.63683986,282189.24507,596642.85200806,136957.60628,11066,4.354708427715788586
1672099200000,2022-12-27 00:00:00,DOT/USDT,4.571,4.581,4.462,4.479,1338364.75309269,296692.71084,674380.74027696,149505.10772,12851,4.511088970127698023
1672012800000,2022-12-26 00:00:00,DOT/USDT,4.49,4.574,4.468,4.573,1323292.6878788,293965.37737,672889.90056127,149480.36727,12871,4.501623841992675749
1671926400000,2022-12-25 00:00:00,DOT/USDT,4.448,4.499,4.398,4.493,1009689.85984225,227166.35476,515856.48263298,116052.96333,10783,4.444764635255867267
1671840000000,2022-12-24 00:00:00,DOT/USDT,4.471,4.492,4.433,4.449,1095894.84101417,245821.47369,556153.61634402,124744.84203,11195,4.458142312627156776
1671753600000,2022-12-23 00:00:00,DOT/USDT,4.531,4.547,4.457,4.472,1164320.15083186,258837.89289,582696.2937065,129540.29223,15143,4.498349968078446826
1671667200000,2022-12-22 00:00:00,DOT/USDT,4.484,4.537,4.376,4.532,552728.76719452,124284.62162,272825.70708487,61324.79081,15775,4.447662713921478032
1671580800000,2022-12-21 00:00:00,DOT/USDT,4.608,4.617,4.447,4.485,263899.25015077,58748.75574,132663.51047263,29527.82116,12885,4.492177601812644692
1671494400000,2022-12-20 00:00:00,DOT/USDT,4.48,4.647,4.465,4.609,63526.19592314,13822.15815,34075.39293755,7417.24974,4991,4.596064274016920478
1671408000000,2022-12-19 00:00:00,DOT/USDT,4.654,4.695,4.43,4.48,37365.32774761,8175.92351,15369.76679085,3344.4526,2241,4.571047854656098332
1671321600000,2022-12-18 00:00:00,DOT/USDT,4.709,4.712,4.62,4.657,17330.35382221,3712.94934,7397.04928583,1584.279,2106,4.667615348208934059
1671235200000,2022-12-17 00:00:00,DOT/USDT,4.648,4.738,4.592,4.706,42646.49536916,9117.00014,17057.48581885,3646.02031,2003,4.677738372156512754
1671148800000,2022-12-16 00:00:00,DOT/USDT,5.236,5.253,4.54,4.653,127109.26111079,24871.19959,67514.17846616,13279.07054,2512,5.117554374158483372
1671062400000,2022-12-15 00:00:00,DOT/USDT,5.208,5.255,5.123,5.229,265988.85698023,51200.63453,139401.82235077,26835.26327,3172,5.195123479086933098
1670976000000,2022-12-14 00:00:00,DOT/USDT,5.274,5.355,5.17,5.218,253554.97306453,47908.93689,144757.07391122,27343.18511,3059,5.2925948513967294
1670889600000,2022-12-13 00:00:00,DOT/USDT,5.169,5.329,5.001,5.284,306249.13346735,59101.1116,159348.20367946,30758.89286,3539,5.183099174332145302
1670803200000,2022-12-12 00:00:00,DOT/USDT,5.159,5.183,5.016,5.174,368991.93104495,71864.81801,178543.62601571,34771.25331,4533,5.13459732584575846
1670716800000,2022-12-11 00:00:00,DOT/USDT,5.277,5.317,5.15,5.164,387224.39835935,73536.98356,188100.29551417,35705.08378,4387,5.266014855406544101
1670630400000,2022-12-10 00:00:00,DOT/USDT,5.293,5.322,5.257,5.274,304768.25700638,57606.88619,159462.20317225,30138.53251,3733,5.290504169776449611
1670544000000,2022-12-09 00:00:00,DOT/USDT,5.424,5.436,5.261,5.294,307050.38551487,57355.17176,158576.71277842,29632.8823,3613,5.354026271571480812
1670457600000,2022-12-08 00:00:00,DOT/USDT,5.294,5.498,5.264,5.426,395327.02158301,74241.71688,189220.30479226,35531.60715,4116,5.325396187260925033
1670371200000,2022-12-07 00:00:00,DOT/USDT,5.501,5.516,5.25,5.294,327483.74792294,61344.94492,167394.3306244,31371.34453,3814,5.339624876909328776
1670284800000,2022-12-06 00:00:00,DOT/USDT,5.482,5.599,5.433,5.496,301381.08839173,55029.4529,148039.79838676,27031.92778,3701,5.476759892894587013
1670198400000,2022-12-05 00:00:00,DOT/USDT,5.593,5.732,5.445,5.483,308716.30260059,55165.3782,150442.1604166,26892.10486,3390,5.597614776328852008
1670112000000,2022-12-04 00:00:00,DOT/USDT,5.491,5.599,5.488,5.59,271262.17154529,48912.16755,137781.27340255,24841.66485,3022,5.545960300452117271
1670025600000,2022-12-03 00:00:00,DOT/USDT,5.624,5.692,5.486,5.491,167767.60638448,30169.25433,88223.57496835,15859.95644,2762,5.561023952517755899
1669939200000,2022-12-02 00:00:00,DOT/USDT,5.397,5.686,5.372,5.62,41989.68078367,7584.53626,21044.28123464,3806.06881,2336,5.537687114927430378
1669852800000,2022-12-01 00:00:00,DOT/USDT,5.466,5.474,5.326,5.393,43715.73128773,8103.27559,20819.06420513,3858.78344,2379,5.394943693839177816
1669766400000,2022-11-30 00:00:00,DOT/USDT,5.314,5.526,5.311,5.461,60103.69520837,11106.34111,32013.99727432,5912.3786,2845,5.411942526686875098
1669680000000,2022-11-29 00:00:00,DOT/USDT,5.137,5.354,5.1,5.304,59025.95522182,11243.39152,26466.42535988,5032.05476,2725,5.250477740555175888
1669593600000,2022-11-28 00:00:00,DOT/USDT,5.3,5.321,5.067,5.139,70242.95095876,13640.49956,29142.99030061,5647.80443,2904,5.149989938119462405
1669507200000,2022-11-27 00:00:00,DOT/USDT,5.304,5.439,5.283,5.307,63121.2141673,11744.90587,32976.89101311,6135.04572,3193,5.374528545211511324
1669420800000,2022-11-26 00:00:00,DOT/USDT,5.273,5.441,5.251,5.306,77472.04447252,14450.68286,38379.0124637,7161.20391,3077,5.361422727706127528
1669334400000,2022-11-25 00:00:00,DOT/USDT,5.389,5.392,5.247,5.274,67085.01272867,12666.32366,32693.48664936,6172.50567,3669,5.296464271324865698
1669248000000,2022-11-24 00:00:00,DOT/USDT,5.438,5.528,5.336,5.392,88788.63260763,16411.12718,40423.95089226,7467.36989,4530,5.41061310305435126
1669161600000,2022-11-23 00:00:00,DOT/USDT,5.284,5.487,5.242,5.443,93147.99186054,17306.9952,44999.65715717,8357.33764,4802,5.382517374972742145
1669075200000,2022-11-22 00:00:00,DOT/USDT,5.186,5.324,5.001,5.285,103303.95398273,20003.02176,53068.9280173,10272.4659,5510,5.166404495275515681
1668988800000,2022-11-21 00:00:00,DOT/USDT,5.293,5.301,5.084,5.184,125381.69915905,24014.61888,61108.3427209,11703.95898,5997,5.221323472509718621
1668902400000,2022-11-20 00:00:00,DOT/USDT,5.593,5.663,5.244,5.293,210467.4627366,38144.9183,47876.75415024,8643.97802,6672,5.51851941599875891
1668816000000,2022-11-19 00:00:00,DOT/USDT,5.643,5.654,5.536,5.598,151045.82700483,27063.67181,74217.42453384,13298.47531,8805,5.581228419891288776
1668729600000,2022-11-18 00:00:00,DOT/USDT,5.675,5.781,5.609,5.641,173839.23683702,30512.46001,93498.31685769,16400.06249,9048,5.697610459055120264
1668643200000,2022-11-17 00:00:00,DOT/USDT,5.696,5.8,5.575,5.675,171067.85180371,30124.31373,83963.68825993,14790.26246,9567,5.679031604693381336
1668556800000,2022-11-16 00:00:00,DOT/USDT,5.923,6.002,5.609,5.705,174877.37953008,30112.18342,89982.95536216,15496.42404,9360,5.809827062613063707
1668470400000,2022-11-15 00:00:00,DOT/USDT,5.873,6.049,5.797,5.915,139799.93415661,23560.31491,71066.82763613,11973.55239,8129,5.934192365941154232
1668384000000,2022-11-14 00:00:00,DOT/USDT,5.752,5.888,5.5,5.857,210290.13133632,37049.99759,64100.03861583,11140.14811,6947,5.678998539868401849
1668297600000,2022-11-13 00:00:00,DOT/USDT,5.783,5.939,5.622,5.751,63312.50086118,10919.65408,37989.80069226,6542.3281,3044,5.798949391737192898
1668211200000,2022-11-12 00:00:00,DOT/USDT,5.752,5.87,5.56,5.779,59768.15361996,10332.79447,40340.38326381,6983.68979,675,5.784642655297053433
1668124800000,2022-11-11 00:00:00,DOT/USDT,5.928,5.976,5.535,5.771,20449.03463715,3576.85828,10320.43363398,1797.05965,517,5.71843822447913351
1668038400000,2022-11-10 00:00:00,DOT/USDT,5.39,6.169,5.335,5.963,48722.79965,8359.88782,21707.0428334,3715.56203,854,5.834853432611473729
1667952000000,2022-11-09 00:00:00,DOT/USDT,6.275,6.343,5.361,5.413,56230.01369478,9394.19343,28244.74094018,4693.39502,1027,5.995901359818359624
1667865600000,2022-11-08 00:00:00,DOT/USDT,7.123,7.162,5.88,6.286,60645.22932828,9434.44288,21767.98293735,3376.02352,1175,6.443236619189155131
1667779200000,2022-11-07 00:00:00,DOT/USDT,6.818,7.398,6.67,7.126,26519.68540965,3836.68202,14692.75925951,2129.30586,876,6.914563719457473035
1667692800000,2022-11-06 00:00:00,DOT/USDT,7.028,8.244,6.809,6.821,56530.87161869,7879.94573,39092.67118202,5396.85995,881,7.185394078452839644
1667606400000,2022-11-05 00:00:00,DOT/USDT,7.069,7.24,6.933,7.02,26951.018585,3800.30664,18038.51993128,2536.13043,670,7.092640776320877438
1667520000000,2022-11-04 00:00:00,DOT/USDT,6.425,7.091,6.425,7.057,23614.35604655,3489.35208,11187.77901185,1656.23155,876,6.770772865514782111
1667433600000,2022-11-03 00:00:00,DOT/USDT,6.237,6.515,6.237,6.424,20433.06518155,3189.20502,8367.43247167,1300.66247,710,6.407649349038860617
1667347200000,2022-11-02 00:00:00,DOT/USDT,6.451,6.515,6.051,6.237,30213.7712638,4767.62432,18587.18621137,2931.98259,686,6.338038309016002959
1667260800000,2022-11-01 00:00:00,DOT/USDT,6.617,6.712,6.434,6.452,29887.13701564,4517.22369,15765.61239857,2383.6909,909,6.61702604562584717
1667174400000,2022-10-31 00:00:00,DOT/USDT,6.664,6.82,6.565,6.628,33411.91391493,4992.86193,24042.15802563,3588.67343,806,6.692581658015167423
1667088000000,2022-10-30 00:00:00,DOT/USDT,6.646,6.739,6.5,6.66,37737.63942875,5728.63638,27554.03354345,4185.01811,869,6.58806498586257188
1667001600000,2022-10-29 00:00:00,DOT/USDT,6.514,6.78,6.503,6.639,39589.33940997,5978.99108,27320.40748394,4123.29211,825,6.621882920671464171
1666915200000,2022-10-28 00:00:00,DOT/USDT,6.332,6.548,6.275,6.512,22031.83330846,3428.8642,10634.83790233,1654.84649,1031,6.426014273252885106
1666828800000,2022-10-27 00:00:00,DOT/USDT,6.477,6.625,6.3,6.335,24325.38632625,3764.53678,11496.82092745,1779.64056,841,6.462515114301992536
1666742400000,2022-10-26 00:00:00,DOT/USDT,6.449,6.62,6.308,6.461,66095.78213355,10177.21129,34271.11125987,5261.26364,1649,6.495089556792207391
1666656000000,2022-10-25 00:00:00,DOT/USDT,5.915,6.599,5.904,6.444,30108.69212085,4876.66902,19609.5365994,3180.14877,894,6.183090097084567002
1666569600000,2022-10-24 00:00:00,DOT/USDT,5.968,5.998,5.811,5.913,39290.25730626,6684.45951,17208.64291504,2925.3474,1274,5.878133718879734837
1666483200000,2022-10-23 00:00:00,DOT/USDT,5.862,5.977,5.785,5.966,26970.28074215,4619.77165,13621.84813208,2332.46604,1204,5.838287600134544342
1666396800000,2022-10-22 00:00:00,DOT/USDT,5.841,5.866,5.773,5.849,40970.23180267,7029.84684,25321.13271004,4346.24806,970,5.828090006590717882
1666310400000,2022-10-21 00:00:00,DOT/USDT,5.873,5.889,5.71,5.839,53283.86942641,9122.31047,28298.50710135,4844.158,1568,5.841141984571414599
1666224000000,2022-10-20 00:00:00,DOT/USDT,6.102,6.151,5.861,5.882,27565.54676075,4582.32652,8498.63561116,1408.01216,920,6.016751755855982169
1666137600000,2022-10-19 00:00:00,DOT/USDT,6.157,6.242,6.077,6.095,34383.12964796,5608.83234,16572.23103512,2703.24675,1351,6.130407982839095043
1666051200000,2022-10-18 00:00:00,DOT/USDT,6.253,6.29,6.074,6.157,34258.63097794,5524.3056,17839.03598744,2876.29471,1501,6.201833345405655329
1665964800000,2022-10-17 00:00:00,DOT/USDT,6.185,6.284,6.127,6.252,47143.55711815,7600.69527,24878.32736419,4011.45331,2227,6.202694044690422491
1665878400000,2022-10-16 00:00:00,DOT/USDT,6.045,6.242,6.045,6.188,34033.4086895,5540.562,17034.48356347,2773.36497,1429,6.142729803583039577
1665792000000,2022-10-15 00:00:00,DOT/USDT,6.042,6.097,6.024,6.046,47586.80493799,7850.19311,25411.04701914,4192.62923,1775,6.061900302778350182
1665705600000,2022-10-14 00:00:00,DOT/USDT,6.125,6.262,6.018,6.041,21503.89113177,3500.38436,11183.36725275,1818.59837,1154,6.144627867039918045
1665619200000,2022-10-13 00:00:00,DOT/USDT,6.164,6.166,5.71,6.125,62402.63721547,10311.01771,34350.05331722,5661.32225,1741,6.053477907719095985
1665532800000,2022-10-12 00:00:00,DOT/USDT,6.17,6.235,6.13,6.171,36050.87182074,5829.64388,16223.65266734,2623.29548,1283,6.184143002177782056
1665446400000,2022-10-11 00:00:00,DOT/USDT,6.25,6.25,6.134,6.18,50339.64204926,8127.43369,24573.74960566,3966.66553,1589,6.193860881292734103
1665360000000,2022-10-10 00:00:00,DOT/USDT,6.49,6.538,6.25,6.256,35772.69638559,5567.83521,14788.34097636,2295.69142,842,6.425803845602033943
1665273600000,2022-10-09 00:00:00,DOT/USDT,6.297,6.498,6.285,6.458,21470.71225171,3364.46841,15516.0521003,2434.42614,572,6.38211563390153622
1665187200000,2022-10-08 00:00:00,DOT/USDT,6.333,6.383,6.267,6.303,10194.3319947,1610.22056,4804.93850975,758.71617,434,6.331211307742557227
1665100800000,2022-10-07 00:00:00,DOT/USDT,6.375,6.404,6.253,6.329,24312.58749379,3830.26534,10341.9674893,1629.52917,846,6.347631373974189936
1665014400000,2022-10-06 00:00:00,DOT/USDT,6.45,6.515,6.318,6.329,28099.88478137,4367.1489,14458.13469608,2242.93406,944,6.434856616027756863
1664928000000,2022-10-05 00:00:00,DOT/USDT,6.469,6.469,6.276,6.421,30587.57166755,4778.36379,14833.05863654,2315.53946,925,6.401611460523875927
1664841600000,2022-10-04 00:00:00,DOT/USDT,6.381,6.531,6.339,6.499,32515.26526072,5045.98516,12925.89179306,2005.40205,999,6.444007286197133903
1664755200000,2022-10-03 00:00:00,DOT/USDT,6.127,6.399,6.111,6.369,35041.94401253,5580.4624,17581.6925189,2794.06245,886,6.280008639852967492
1664668800000,2022-10-02 00:00:00,DOT/USDT,6.27,6.324,6.148,6.152,20412.89468807,3254.41408,9452.35260848,1502.85073,747,6.272627598167350258
1664582400000,2022-10-01 00:00:00,DOT/USDT,6.315,6.335,6.228,6.264,13186.94854017,2092.89342,5535.75310432,878.60871,628,6.300873795189921895
1664496000000,2022-09-30 00:00:00,DOT/USDT,6.445,6.567,6.225,6.319,21657.56025101,3378.67882,8496.77635241,1322.65381,622,6.411258118552193617
1664409600000,2022-09-29 00:00:00,DOT/USDT,6.396,6.477,6.286,6.434,36029.81118094,5633.53359,16762.92380179,2620.43304,1390,6.395753391026087574
1664323200000,2022-09-28 00:00:00,DOT/USDT,6.365,6.464,6.199,6.391,75602.1668034,11924.05104,37980.27003996,5985.03734,2154,6.341045393257306467
1664236800000,2022-09-27 00:00:00,DOT/USDT,6.57,6.814,6.256,6.365,50920.93562233,7698.08366,18140.40427864,2757.88217,1221,6.619749680373440742
1664150400000,2022-09-26 00:00:00,DOT/USDT,6.194,6.571,6.164,6.571,25920.47380507,4092.91551,17711.1108557,2797.07996,892,6.334484737195704611
1664064000000,2022-09-25 00:00:00,DOT/USDT,6.259,6.355,6.058,6.2,27945.07827266,4471.33697,14243.15380356,2277.98767,786,6.250667602520407564
1663977600000,2022-09-24 00:00:00,DOT/USDT,6.447,6.49,6.239,6.271,27354.07908002,4269.84309,9290.98183769,1449.73547,975,6.406941345928505491
1663891200000,2022-09-23 00:00:00,DOT/USDT,6.456,6.618,6.2,6.437,47035.49996224,7316.87951,23503.46499881,3654.0833,1154,6.429906923757489765
1663804800000,2022-09-22 00:00:00,DOT/USDT,6.13,6.514,6.063,6.462,142294.21024918,22281.78169,66170.88346579,10360.84963,3283,6.387095269471084669
1663718400000,2022-09-21 00:00:00,DOT/USDT,6.274,6.58,6,6.101,93553.37750461,15011.6513,39897.62311167,6377.42453,2637,6.234269942349747973
1663632000000,2022-09-20 00:00:00,DOT/USDT,6.383,6.387,6.19,6.27,43881.92141393,6975.89703,20121.05927361,3200.40487,1380,6.290721495291695319
1663545600000,2022-09-19 00:00:00,DOT/USDT,6.442,6.647,6.124,6.389,207864.14667723,32947.60569,99222.58137627,15741.96942,5625,6.31007151906700995
1663459200000,2022-09-18 00:00:00,DOT/USDT,7.027,7.033,6.402,6.442,201244.61908854,29402.63124,81108.38887136,11840.69334,5397,6.848181529079633856
1663372800000,2022-09-17 00:00:00,DOT/USDT,6.908,7.161,6.908,7.057,255233.48076372,36362.14732,118870.80350845,16933.49619,6885,7.019463070909118149
1663286400000,2022-09-16 00:00:00,DOT/USDT,6.933,6.974,6.729,6.908,315017.58853157,45950.86466,157912.97985268,23034.78472,7708,6.85587866798041994
1663200000000,2022-09-15 00:00:00,DOT/USDT,7.201,7.254,6.874,6.935,455188.832326,64722.80636,226732.68152575,32237.63584,10402,7.033684103346332383
1663113600000,2022-09-14 00:00:00,DOT/USDT,7.066,7.298,7.036,7.202,318076.26802773,44391.31814,159143.70584293,22211.34075,8025,7.165525448609100953
1663027200000,2022-09-13 00:00:00,DOT/USDT,7.659,7.949,7.037,7.068,142420.23196701,19406.0968,67605.99482856,9211.27209,3644,7.345672395973359328
1662940800000,2022-09-12 00:00:00,DOT/USDT,7.689,8.068,7.556,7.66,359543.49262734,46337.07624,180010.21761116,23190.89626,8573,7.761126080309970726
1662854400000,2022-09-11 00:00:00,DOT/USDT,7.772,7.892,7.552,7.711,423558.07269859,54791.70725,209930.54924467,27157.50645,10946,7.730583785574888729
1662768000000,2022-09-10 00:00:00,DOT/USDT,7.747,7.9,7.6,7.774,373701.5415678,48378.43683,189153.13806601,24472.63421,9092,7.72498933788174805
1662681600000,2022-09-09 00:00:00,DOT/USDT,7.381,7.99,7.378,7.747,300640.11447093,39060.81953,166360.67207647,21579.44171,7211,7.69905296273733964
1662595200000,2022-09-08 00:00:00,DOT/USDT,7.193,7.444,7.043,7.395,270006.41070334,37440.45381,137332.68291781,19038.42531,6718,7.212732507487294021
1662508800000,2022-09-07 00:00:00,DOT/USDT,6.873,7.299,6.762,7.194,359342.96372243,51222.63051,185464.127131,26401.09554,9186,7.018242905741108067
1662422400000,2022-09-06 00:00:00,DOT/USDT,7.362,7.691,6.83,6.875,369270.5124201,50415.18556,179681.11391012,24482.72556,9051,7.337033857228224482
1662336000000,2022-09-05 00:00:00,DOT/USDT,7.388,7.722,7.259,7.362,318266.09581845,42673.97821,157972.00966445,21177.69486,8167,7.459275975905493068
1662249600000,2022-09-04 00:00:00,DOT/USDT,7.315,7.4,7.151,7.377,363406.57271152,49982.25981,181128.33715887,24912.54035,9065,7.27095549986891834
1662163200000,2022-09-03 00:00:00,DOT/USDT,7.266,7.314,7.181,7.286,230454.7725668,31741.4239,111035.55045082,15293.17247,5267,7.260426366106405999
1662076800000,2022-09-02 00:00:00,DOT/USDT,7.186,7.564,7.122,7.289,248290.23298047,34044.00843,127317.88433498,17456.20414,5394,7.294596835817479255
1661990400000,2022-09-01 00:00:00,DOT/USDT,7.035,7.203,6.863,7.186,257312.28307526,36675.30886,128065.50024623,18246.85672,5672,7.01668304056743565
1661904000000,2022-08-31 00:00:00,DOT/USDT,7.012,7.285,6.981,7.034,318862.83303694,44643.50316,156715.53402923,21933.27017,7228,7.143187448395447141
1661817600000,2022-08-30 00:00:00,DOT/USDT,7.272,7.373,6.898,7.012,350901.54150437,48976.56117,182787.25602341,25507.32762,8226,7.167283257570594781
1661731200000,2022-08-29 00:00:00,DOT/USDT,6.863,7.307,6.798,7.275,341893.69876127,48539.8711,175108.08863697,24850.16107,9032,7.046293315496154892
1661644800000,2022-08-28 00:00:00,DOT/USDT,7.046,7.142,6.812,6.85,375243.63964697,53257.76373,189584.26204299,26902.39789,7775,7.046140197843986189
1661558400000,2022-08-27 00:00:00,DOT/USDT,6.921,7.095,6.801,7.045,331589.95931454,47404.58884,168685.31600875,24112.24808,7649,6.99516490117343656
1661472000000,2022-08-26 00:00:00,DOT/USDT,7.585,7.674,6.872,6.923,431185.38877638,58840.9104,206734.25294851,28173.80645,9259,7.333819871835955331
1661385600000,2022-08-25 00:00:00,DOT/USDT,7.563,7.754,7.475,7.59,328182.39053377,43108.41286,148161.18292397,19467.37943,8120,7.613449750953977893
1661299200000,2022-08-24 00:00:00,DOT/USDT,7.643,7.755,7.419,7.563,298524.37028468,39314.27526,144875.09554825,19078.77671,9362,7.594068127901970277
1661212800000,2022-08-23 00:00:00,DOT/USDT,7.425,7.717,7.2,7.63,301657.37772988,40088.86517,149022.73206835,19803.04775,10456,7.526583043206450221
1661126400000,2022-08-22 00:00:00,DOT/USDT,7.446,7.466,7.008,7.403,287589.32289747,39731.65774,149315.17056166,20630.23936,9298,7.239548793477468659
1661040000000,2022-08-21 00:00:00,DOT/USDT,7.235,7.538,7.175,7.452,321984.33451666,43831.06041,162931.49888819,22176.53847,7961,7.347102589144078196
1660953600000,2022-08-20 00:00:00,DOT/USDT,7.312,7.599,7.1,7.245,508623.45798325,68828.28166,252167.7395616,34122.44634,8957,7.390463935836064259
1660867200000,2022-08-19 00:00:00,DOT/USDT,8.082,8.092,7.217,7.309,528091.42018617,69639.63331,253413.77093084,33404.97015,10822,7.587872643589753316
1660780800000,2022-08-18 00:00:00,DOT/USDT,8.37,8.584,8.008,8.092,493096.6256272,58497.1273,244537.79422989,28986.70178,11321,8.430008630531795372
1660694400000,2022-08-17 00:00:00,DOT/USDT,8.84,9.177,8.318,8.364,350169.70018252,40528.51996,177819.44919774,20585.45578,9960,8.647531588747057185
1660608000000,2022-08-16 00:00:00,DOT/USDT,8.78,8.958,8.639,8.838,314768.70738693,35788.42563,160728.89071852,18274.68409,9892,8.795683626678036956
1660521600000,2022-08-15 00:00:00,DOT/USDT,8.952,9.365,8.63,8.787,357925.16547072,40181.97631,178118.76357695,19984.59257,9802,8.910564889783519835
1660435200000,2022-08-14 00:00:00,DOT/USDT,9.306,9.589,8.855,8.952,310533.99532001,33753.72528,150738.77114403,16381.06405,8987,9.204726926056869478
1660348800000,2022-08-13 00:00:00,DOT/USDT,9.481,9.697,9.25,9.295,368002.11972557,38864.78624,186487.08126366,19687.07666,11550,9.469392774282791503
1660262400000,2022-08-12 00:00:00,DOT/USDT,9.195,9.508,9.038,9.481,364280.65648492,39275.64086,180470.40319376,19454.61246,10628,9.275975244588535257
1660176000000,2022-08-11 00:00:00,DOT/USDT,9.5,9.66,9.12,9.193,412095.42963132,43951.00053,204454.25763325,21798.12584,11614,9.377437534674246105
1660089600000,2022-08-10 00:00:00,DOT/USDT,8.911,9.66,8.542,9.499,388779.94457217,42722.7322,199624.50377275,21916.0563,11629,9.119368325288096692
1660003200000,2022-08-09 00:00:00,DOT/USDT,9.271,9.367,8.673,8.885,253857.34705883,28409.25135,124359.30671341,13909.87415,7783,8.939324929859384886
1659916800000,2022-08-08 00:00:00,DOT/USDT,8.655,9.431,8.63,9.277,236884.50245335,25953.98343,114933.77194441,12592.99638,5858,9.131728111229513852
1659830400000,2022-08-07 00:00:00,DOT/USDT,8.435,8.799,8.22,8.655,53210.37664576,6136.85231,35343.36190014,4072.85842,1362,8.672414746247162341
1659744000000,2022-08-06 00:00:00,DOT/USDT,8.61,8.868,8.22,8.434,26624.39634532,3103.72455,12649.25553497,1471.45564,1742,8.579694477545126334
1659657600000,2022-08-05 00:00:00,DOT/USDT,8.063,8.6,8.01,8.511,42635.50383976,5167.84389,33570.87013484,4082.1855,1425,8.252362120055839992
1659571200000,2022-08-04 00:00:00,DOT/USDT,8.233,8.346,7.8,8.09,10732.21801335,1337.31924,6714.58881279,836.11343,1341,8.026750399032195316
1659484800000,2022-08-03 00:00:00,DOT/USDT,7.959,8.398,7.8,8.241,51097.33492909,6396.53127,43472.8728789,5436.82981,982,7.98960264895801897
1659398400000,2022-08-02 00:00:00,DOT/USDT,8.416,8.416,7.81,7.931,25492.27901573,3191.75608,15571.53095057,1973.87036,180,7.98923825746123171
1659312000000,2022-08-01 00:00:00,DOT/USDT,8.63700033,8.63700033,8.58538486,8.60487241,307.70024965,35.68905046,0,0,0,8.62169897
1659225600000,2022-07-31 00:00:00,DOT/USDT,8.21199587,9.19586791,8.08917157,8.64197022,84548.81851602,9746.72856661,0,0,0,8.67458429
1659139200000,2022-07-30 00:00:00,DOT/USDT,8.21495909,8.8,8.17357139,8.21199585,70411.51960482,8326.87918608,0,0,0,8.45593145
1659052800000,2022-07-29 00:00:00,DOT/USDT,7.86628573,8.40982724,7.77417684,8.18530942,130763.31804472,16149.12211744,0,0,0,8.09724002
1658966400000,2022-07-28 00:00:00,DOT/USDT,7.68962125,8.08816281,7.49136656,7.86727274,83956.39250008,10864.77808748,0,0,0,7.72739137
1658880000000,2022-07-27 00:00:00,DOT/USDT,6.79123601,7.68708921,6.64968844,7.67724243,55271.19778763,7917.21377326,0,0,0,6.98114252
