https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LINK,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1675641600000,2023-02-06 00:00:00,LINK/USDT,7.0012,7.0793,6.7991,6.844,743091.172474747,106490.71243,371591.932183313,53249.20042,15342,6.978301549442488321
1675555200000,2023-02-05 00:00:00,LINK/USDT,7.2519,7.2659,6.9006,7.0013,799731.125454649,112607.04111,391770.894877691,55147.03505,16139,7.103789654848846909
1675468800000,2023-02-04 00:00:00,LINK/USDT,7.2936,7.3651,7.1427,7.254,754825.470527825,103937.68052,377323.467891473,51959.74234,14023,7.262719382950442546
1675382400000,2023-02-03 00:00:00,LINK/USDT,7.0979,7.3354,7.0112,7.2937,931258.709492558,129705.11176,463386.513090922,64542.93286,18438,7.180653323948099801
1675296000000,2023-02-02 00:00:00,LINK/USDT,7.212,7.4678,7.0524,7.099,676013.837944007,92917.51063,344632.162859694,47373.11056,13506,7.276053664764074932
1675209600000,2023-02-01 00:00:00,LINK/USDT,6.9411,7.2754,6.6795,7.2103,703322.767972838,102577.03625,349062.95879009,50911.17416,15111,6.857335391734746568
1675123200000,2023-01-31 00:00:00,LINK/USDT,6.909,7.0587,6.8605,6.9407,883677.94207596,126934.389,436615.021689556,62709.64218,19059,6.961934594076165774
1675036800000,2023-01-30 00:00:00,LINK/USDT,7.366,7.4353,6.8,6.9016,926806.115961563,130492.64613,458615.646589996,64630.18927,18183,7.106765201400694828
1674950400000,2023-01-29 00:00:00,LINK/USDT,7.1877,7.4659,7.1411,7.367,827763.678587655,112751.81706,413284.040039517,56293.05615,17318,7.341782545231204662
1674864000000,2023-01-28 00:00:00,LINK/USDT,7.3629,7.4667,7.1149,7.1961,794780.979735642,109462.58638,398447.977616802,54879.33753,17419,7.261719282901449694
1674777600000,2023-01-27 00:00:00,LINK/USDT,7.1577,7.447,6.9286,7.3619,875723.986382085,121612.26413,445134.830475472,61803.01395,16283,7.202545338801597611
1674691200000,2023-01-26 00:00:00,LINK/USDT,6.9483,7.2553,6.8249,7.1676,869479.920427565,124556.05965,436706.940762222,62561.98419,17481,6.981810986919110354
1674604800000,2023-01-25 00:00:00,LINK/USDT,6.6619,7.0775,6.5091,6.9483,965642.94052475,143392.38682,485218.124325563,72043.84955,18716,6.735487328250663225
1674518400000,2023-01-24 00:00:00,LINK/USDT,7.0085,7.1804,6.5743,6.6622,950794.205781079,135362.88483,473033.27993848,67340.86547,18274,7.026313801044774329
1674432000000,2023-01-23 00:00:00,LINK/USDT,6.9611,7.1955,6.436,7.0092,878397.598841499,124537.74025,443497.024987097,62872.46195,16883,7.053616658021389279
1674345600000,2023-01-22 00:00:00,LINK/USDT,6.8464,7.2679,6.7848,6.9617,804774.372274732,115924.00562,395139.969876063,56920.22756,17730,6.943628995836331579
1674259200000,2023-01-21 00:00:00,LINK/USDT,6.9302,7.0852,6.8243,6.8463,485511.106182931,69578.40861,244028.453924182,34979.55622,9678,6.978173769936330085
1674172800000,2023-01-20 00:00:00,LINK/USDT,6.5013,6.9578,6.4086,6.9349,985977.120589207,150518.97791,497185.983551787,75892.39614,19207,6.553728641741282273
1674086400000,2023-01-19 00:00:00,LINK/USDT,6.33,6.5372,6.314,6.5063,723842.342850394,112517.04592,359443.238559484,55873.18114,14997,6.433480899076825274
1674000000000,2023-01-18 00:00:00,LINK/USDT,6.8064,6.9652,6.3065,6.3289,529665.353565985,78513.9567,267794.487714866,39705.22136,11722,6.750265896775362212
1673913600000,2023-01-17 00:00:00,LINK/USDT,6.6589,6.9574,6.5766,6.8259,1179720.41708278,176304.41249,591412.783018308,88386.05988,13129,6.691585170628399209
1673827200000,2023-01-16 00:00:00,LINK/USDT,6.6942,6.938,6.4481,6.6617,1532626.515298138,229104.32676,764276.165195537,114260.3399,16374,6.69105876578838054
1673740800000,2023-01-15 00:00:00,LINK/USDT,6.8598,6.9134,6.5964,6.6957,1427154.354361417,212207.08231,714510.370469085,106250.55559,14828,6.725953526884462182
1673654400000,2023-01-14 00:00:00,LINK/USDT,6.6094,7.0858,6.4895,6.8581,1211630.360187224,177895.02331,609773.720990373,89541.80815,13520,6.812587830488315211
1673568000000,2023-01-13 00:00:00,LINK/USDT,6.4017,6.6298,6.2856,6.6162,1192613.276633027,186592.35543,596808.350852722,93351.83386,12294,6.392604796194638874
1673481600000,2023-01-12 00:00:00,LINK/USDT,6.3074,6.4267,6.1282,6.4021,1196511.206702737,189579.03398,597761.600716618,94717.55929,13373,6.311991170675777364
1673395200000,2023-01-11 00:00:00,LINK/USDT,6.1728,6.3195,6.0301,6.2976,1155079.613450907,188353.49761,575199.271014684,93787.35486,12444,6.132887035458929656
1673308800000,2023-01-10 00:00:00,LINK/USDT,6.075,6.3169,6.0116,6.1804,1352847.889710292,220349.20844,690076.698809653,112390.65728,12641,6.13999477472846308
1673222400000,2023-01-09 00:00:00,LINK/USDT,5.9801,6.2908,5.9544,6.0809,1065606.128545678,173740.17893,553076.363434352,90163.10182,10578,6.133895364940669311
1673136000000,2023-01-08 00:00:00,LINK/USDT,5.8274,6.5,5.7764,5.9658,870420.234398349,149207.98577,430231.56293188,73737.85545,8880,5.833828798789586434
1673049600000,2023-01-07 00:00:00,LINK/USDT,5.7198,5.8368,5.7023,5.8311,1221509.851419783,211314.91244,614192.194342206,106248.54696,12736,5.78060434437580106
1672963200000,2023-01-06 00:00:00,LINK/USDT,5.6694,5.7357,5.5653,5.7199,1353466.606505495,239610.4264,673202.230015606,119178.72989,14315,5.648807947524915508
1672876800000,2023-01-05 00:00:00,LINK/USDT,5.7897,5.8148,5.6242,5.6512,1096705.755845334,191017.58854,550053.873810713,95807.70463,11121,5.741620610519784585
1672790400000,2023-01-04 00:00:00,LINK/USDT,5.6084,5.8256,5.5979,5.7909,1095473.151406185,190478.29277,548379.939480035,95357.46782,10348,5.751692532690292487
1672704000000,2023-01-03 00:00:00,LINK/USDT,5.6826,5.7186,5.5806,5.6114,1307688.570954139,231678.30831,658826.192724825,116725.49485,12285,5.644603060733340276
1672617600000,2023-01-02 00:00:00,LINK/USDT,5.6414,5.7542,5.5568,5.6826,1068299.544856721,188668.66349,536579.491104959,94765.77346,11555,5.662678768109829242
1672531200000,2023-01-01 00:00:00,LINK/USDT,5.5589,5.6488,5.5034,5.6436,1125067.194322949,201808.23952,563596.438504983,101087.64308,11228,5.575186882324459756
1672444800000,2022-12-31 00:00:00,LINK/USDT,5.4601,5.6107,5.4034,5.5582,1058350.568006752,192235.60946,530848.819516793,96439.42764,10734,5.506366497177007315
1672358400000,2022-12-30 00:00:00,LINK/USDT,5.5942,5.6293,5.4323,5.4524,1227659.832719996,222951.91741,618945.410505313,112388.91606,12116,5.506789853232127486
1672272000000,2022-12-29 00:00:00,LINK/USDT,5.678,5.7243,5.5336,5.5988,1169567.666183889,206963.98727,580612.628103975,102739.07454,11670,5.651440477274163371
1672185600000,2022-12-28 00:00:00,LINK/USDT,5.8866,5.9036,5.5,5.6809,1126731.370142325,195735.02847,555536.615305384,96507.75644,11631,5.756944750595018765
1672099200000,2022-12-27 00:00:00,LINK/USDT,6.0244,6.1033,5.8339,5.8905,1328640.425618795,223950.64791,662318.132052352,111636.61165,12032,5.933058533266009
1672012800000,2022-12-26 00:00:00,LINK/USDT,5.9587,6.022,5.9455,6.0198,1070833.537389878,179129.32829,525937.678935346,87980.89159,10857,5.978037889328696413
1671926400000,2022-12-25 00:00:00,LINK/USDT,5.9044,5.9834,5.8868,5.9661,976065.762163502,164799.29281,491983.920442272,83069.79724,10217,5.922818233648585675
1671840000000,2022-12-24 00:00:00,LINK/USDT,5.9215,5.9728,5.8694,5.9043,1147753.304858929,194414.02295,581175.700770455,98445.22212,10851,5.903725905091176882
1671753600000,2022-12-23 00:00:00,LINK/USDT,5.981,6.033,5.9045,5.9206,505482.017451072,84738.95019,247200.630017416,41438.57134,10441,5.965349412996064199
1671667200000,2022-12-22 00:00:00,LINK/USDT,5.9812,6.0213,5.8521,5.9756,342593.271811789,57641.77242,172105.789058679,28958.52767,13348,5.943799545476079165
1671580800000,2022-12-21 00:00:00,LINK/USDT,6.0212,6.0312,5.8886,5.9942,160526.200490408,26964.99569,77971.624951271,13096.98409,10947,5.953251660816039914
1671494400000,2022-12-20 00:00:00,LINK/USDT,5.7835,6.1016,5.7631,6.0134,42537.612378659,7065.67936,20464.65585226,3398.29881,4268,6.020837159581421774
1671408000000,2022-12-19 00:00:00,LINK/USDT,5.9357,6.0364,5.6,5.7938,16340.361471692,2758.37318,6631.606688361,1118.96995,2041,5.924589969491722921
1671321600000,2022-12-18 00:00:00,LINK/USDT,6.0156,6.0353,5.922,5.9351,12093.311188006,2021.58169,6297.872844577,1052.74751,1862,5.982190052519999824
1671235200000,2022-12-17 00:00:00,LINK/USDT,5.9052,6.0365,5.8243,6.0143,13608.625517167,2281.15084,6958.666794776,1166.08037,1949,5.965915071695354792
1671148800000,2022-12-16 00:00:00,LINK/USDT,6.4682,6.549,5.8203,5.9064,31041.405317441,4866.33496,15010.861291752,2350.40051,2467,6.383471034320266545
1671062400000,2022-12-15 00:00:00,LINK/USDT,6.7296,6.8202,6.4198,6.4649,55967.00147841,8475.6505,27283.016283351,4131.00345,3336,6.603967715022562485
1670976000000,2022-12-14 00:00:00,LINK/USDT,6.9154,7.1028,6.7175,6.7385,55864.237253113,8135.11689,27695.655338394,4032.92528,3434,6.867444618225815115
1670889600000,2022-12-13 00:00:00,LINK/USDT,6.6758,7.0279,6.4916,6.9167,56144.309634873,8290.4042,27743.470789886,4094.47839,3573,6.774872890948169815
1670803200000,2022-12-12 00:00:00,LINK/USDT,6.7316,6.7316,6.5092,6.6809,82354.769623289,12411.17205,39259.703177431,5918.37423,4856,6.635782946637401233
1670716800000,2022-12-11 00:00:00,LINK/USDT,6.8434,6.931,6.7175,6.7314,77530.996462697,11273.40012,37255.253029147,5417.42919,4334,6.877622456514117479
1670630400000,2022-12-10 00:00:00,LINK/USDT,6.8586,6.9246,6.7338,6.8434,65363.676816616,9539.97796,32809.152199919,4787.87819,4024,6.851673971202466932
1670544000000,2022-12-09 00:00:00,LINK/USDT,6.9602,7.031,6.8372,6.8603,73474.408278578,10591.60628,36280.199176472,5230.97497,4131,6.93752618091305134
1670457600000,2022-12-08 00:00:00,LINK/USDT,6.8824,7.0698,6.7958,6.9661,76965.278664166,11138.69619,38197.637280849,5528.02468,4527,6.910331357846467136
1670371200000,2022-12-07 00:00:00,LINK/USDT,7.1113,7.138,6.8107,6.8885,68695.733276818,9919.3559,34641.195751181,5000.17568,4085,6.926693369827655048
1670284800000,2022-12-06 00:00:00,LINK/USDT,7.2669,7.3041,7,7.1113,62832.332369531,8715.9259,31342.465175468,4347.55022,3853,7.209762148052742999
1670198400000,2022-12-05 00:00:00,LINK/USDT,7.4524,7.584,7.1931,7.2543,61542.847238463,8296.21695,29998.282642414,4045.03754,3645,7.420117438731858157
1670112000000,2022-12-04 00:00:00,LINK/USDT,7.2605,7.4652,7.2237,7.4526,56140.175677128,7647.51119,27751.668208917,3780.17723,3205,7.341108494886409095
1670025600000,2022-12-03 00:00:00,LINK/USDT,7.5831,7.5961,7.2456,7.2605,51720.481992301,6974.99246,25021.737316983,3373.94133,2858,7.41580413905234008
1669939200000,2022-12-02 00:00:00,LINK/USDT,7.6559,7.7584,7.5125,7.6001,40027.758098254,5270.76754,21378.238260727,2814.30743,2281,7.594428930457705413
1669852800000,2022-12-01 00:00:00,LINK/USDT,7.6898,7.7718,7.4685,7.6542,52427.316595312,6906.17836,27586.824944121,3633.55609,2649,7.591923706309604968
1669766400000,2022-11-30 00:00:00,LINK/USDT,7.2997,7.7266,7.2995,7.6899,54897.225745245,7341.61922,27774.117134937,3711.57498,3105,7.478410931881369667
1669680000000,2022-11-29 00:00:00,LINK/USDT,7.1803,7.4746,7.103,7.3199,56735.324489378,7731.21616,28148.580542496,3837.35278,2920,7.339173650686689009
1669593600000,2022-11-28 00:00:00,LINK/USDT,6.9215,7.3581,6.5699,7.1856,56986.678135355,8320.24013,27581.052877037,4013.59889,3055,6.854376180049080018
1669507200000,2022-11-27 00:00:00,LINK/USDT,7.1508,7.2294,6.9077,6.9192,57424.615783955,8088.40861,26977.59566135,3798.42727,3266,7.099989506517365394
1669420800000,2022-11-26 00:00:00,LINK/USDT,6.8247,7.35,6.8231,7.1465,74409.350758797,10586.08275,37498.590341892,5338.72976,3657,7.032614172200900178
1669334400000,2022-11-25 00:00:00,LINK/USDT,6.824,6.9719,6.725,6.8249,79937.085207467,11791.81961,29705.11986552,4368.82191,3629,6.779446553858207248
1669248000000,2022-11-24 00:00:00,LINK/USDT,6.7004,6.9556,6.6,6.8251,106988.793846231,15799.74721,39633.190552428,5857.00852,4661,6.772161035624622416
1669161600000,2022-11-23 00:00:00,LINK/USDT,6.2674,6.7999,6.2235,6.7165,100955.334696622,15585.93043,50530.935099574,7795.77257,5017,6.479208616739222351
1669075200000,2022-11-22 00:00:00,LINK/USDT,5.8689,6.45,5.731,6.2665,96545.448425503,15758.72409,48021.142553933,7841.42393,5745,6.132947279794923363
1668988800000,2022-11-21 00:00:00,LINK/USDT,5.7884,5.8861,5.5629,5.8623,112027.293044225,19506.10813,54768.392338623,9534.99195,6103,5.743758334266197069
1668902400000,2022-11-20 00:00:00,LINK/USDT,6.116,6.2305,5.7375,5.7812,118284.364382898,19567.72153,58213.866943863,9624.06184,7013,6.04738493910973939
1668816000000,2022-11-19 00:00:00,LINK/USDT,6.1678,6.1986,6.04,6.118,162273.636628246,26566.83053,79905.298784094,13080.92204,9086,6.108255520952098204
1668729600000,2022-11-18 00:00:00,LINK/USDT,6.2603,6.3919,6.069,6.1696,164738.375243574,26474.86904,81766.009759633,13136.74101,8867,6.223350655018280603
1668643200000,2022-11-17 00:00:00,LINK/USDT,6.1816,6.3314,5.8001,6.2042,176205.321963848,28461.90559,87623.198342462,14151.68114,9340,6.191362024461155411
1668556800000,2022-11-16 00:00:00,LINK/USDT,6.4289,6.5425,6.0673,6.1913,157646.679682642,25024.56479,76636.562626559,12170.29992,9060,6.30268473398057027
1668470400000,2022-11-15 00:00:00,LINK/USDT,6.2601,6.6575,6.2497,6.4311,127027.495511546,19708.3099,63561.710439824,9860.49582,7078,6.446602063230058741
1668384000000,2022-11-14 00:00:00,LINK/USDT,6.0339,6.3891,5.6,6.2596,98456.446533361,16176.50145,46488.356823473,7626.10294,7008,6.090905969109616014
1668297600000,2022-11-13 00:00:00,LINK/USDT,6.2416,6.4843,5.8583,6.0559,50225.687421477,8140.46014,23029.206894548,3724.13439,4167,6.172455598353337068
1668211200000,2022-11-12 00:00:00,LINK/USDT,7.0378,7.0378,5.8001,6.2775,39070.535751966,6078.84615,17011.126182505,2635.80295,3158,6.433866894050992698
1668124800000,2022-11-11 00:00:00,LINK/USDT,7.209,7.2855,6.6,7.0169,53490.445531522,7642.05868,36066.908796558,5132.25118,2851,7.00194087328075915
1668038400000,2022-11-10 00:00:00,LINK/USDT,6.1836,7.4822,6.1097,7.205,29369.470614464,4258.25313,14531.741349006,2107.89068,2149,6.911463101101959205
1667952000000,2022-11-09 00:00:00,LINK/USDT,7.6961,7.8477,5.9,6.2209,54149.129747726,7752.08438,19547.182844587,2757.69439,3173,7.017649030414666864
1667865600000,2022-11-08 00:00:00,LINK/USDT,8.9109,9.3856,6.7175,7.6544,81526.884101416,9816.12852,38510.912986126,4588.0143,5281,8.347929373036051577
1667779200000,2022-11-07 00:00:00,LINK/USDT,8.1085,9.1643,7.9067,8.9131,63251.369479034,7529.44239,34334.523259856,4073.79494,4191,8.410781252746307919
1667692800000,2022-11-06 00:00:00,LINK/USDT,8.6667,8.7695,8.0898,8.1086,60373.270669142,7056.70824,31639.53409314,3697.6315,4763,8.558119101041328068
1667606400000,2022-11-05 00:00:00,LINK/USDT,8.7235,8.9815,8.5687,8.6565,64446.424610125,7362.94695,33721.086670408,3850.35794,4588,8.753725140494194656
1667520000000,2022-11-04 00:00:00,LINK/USDT,7.7186,8.8664,7.6738,8.715,59638.1397281,7176.47836,32307.215297136,3880.67922,4705,8.319877916870464527
1667433600000,2022-11-03 00:00:00,LINK/USDT,7.4319,8.018,7.3932,7.7186,59042.247181574,7597.88413,32291.357986471,4151.97075,4922,7.772615522612536461
1667347200000,2022-11-02 00:00:00,LINK/USDT,7.6852,7.9899,7.3492,7.4295,71552.171482621,9313.21511,39100.324001565,5098.77315,5545,7.685893567787642922
1667260800000,2022-11-01 00:00:00,LINK/USDT,7.8638,7.9297,7.6013,7.6903,60259.741694644,7777.62801,31071.326421952,4009.2121,4916,7.748477011363145602
1667174400000,2022-10-31 00:00:00,LINK/USDT,7.7677,8.3161,7.6678,7.9427,93686.942700661,11831.53209,46896.576418202,5917.26569,5872,7.920024596449094676
1667088000000,2022-10-30 00:00:00,LINK/USDT,7.6223,7.9344,7.4896,7.7682,64069.441030939,8345.18945,32383.968403073,4215.8335,5641,7.678672496522281101
1667001600000,2022-10-29 00:00:00,LINK/USDT,7.0959,7.6613,7.0871,7.6184,74564.932699591,10253.57113,38373.672599655,5274.64818,6018,7.276081717831102384
1666915200000,2022-10-28 00:00:00,LINK/USDT,6.8819,7.1875,6.7501,7.1033,75770.405055156,10824.72135,37524.97054248,5358.89377,5600,7.001210616668351248
1666828800000,2022-10-27 00:00:00,LINK/USDT,7.1497,7.3494,6.7176,6.8884,80014.021317885,11263.85004,39031.569980006,5483.69914,5290,7.105992040980697046
1666742400000,2022-10-26 00:00:00,LINK/USDT,7.0751,7.3057,7.01,7.1528,90561.968236916,12650.85226,48443.670091875,6762.83971,5846,7.158905049174271714
1666656000000,2022-10-25 00:00:00,LINK/USDT,6.9054,7.2707,6.6001,7.0659,70625.505410817,10139.30146,35453.891225143,5086.77267,5604,6.967274017280500419
1666569600000,2022-10-24 00:00:00,LINK/USDT,7.0701,7.0812,6.7931,6.9054,77985.392334042,11271.94377,38681.289568533,5590.35106,6178,6.918837142700214893
1666483200000,2022-10-23 00:00:00,LINK/USDT,6.8565,7.0793,6.8099,7.0655,64297.392757536,9310.65414,32922.937356151,4767.02301,5729,6.906344451992048035
1666396800000,2022-10-22 00:00:00,LINK/USDT,6.8102,6.9653,6.7069,6.8674,60979.091663529,8940.87006,31202.13338849,4574.78993,5404,6.820625944756716857
1666310400000,2022-10-21 00:00:00,LINK/USDT,6.6464,6.8441,6.4383,6.804,62207.527091806,9334.95433,30841.192525401,4628.57649,5227,6.665323875129047418
1666224000000,2022-10-20 00:00:00,LINK/USDT,6.7768,6.911,6.6258,6.6464,68524.561894088,10114.47788,33582.963718236,4956.11284,5686,6.775723962087683821
1666137600000,2022-10-19 00:00:00,LINK/USDT,7.1249,7.1449,6.7215,6.7768,54392.556071191,7816.72791,26704.301907438,3837.59466,4539,6.959508616743270657
1666051200000,2022-10-18 00:00:00,LINK/USDT,7.3415,7.3934,6.9665,7.1234,69744.231662185,9720.5619,33917.469188937,4727.36521,5723,7.176076534710634663
1665964800000,2022-10-17 00:00:00,LINK/USDT,7.1718,7.3831,7.0715,7.3385,71516.860412149,9920.62574,35912.863016034,4981.9583,6346,7.209541182384095314
1665878400000,2022-10-16 00:00:00,LINK/USDT,6.8777,7.2192,6.873,7.1718,72989.146404398,10318.7805,36513.230420406,5162.02489,6092,7.073982893599754337
1665792000000,2022-10-15 00:00:00,LINK/USDT,6.8956,6.9921,6.8022,6.8884,82863.674559643,11995.10951,41492.837793113,6006.59251,6942,6.90826262398110933
1665705600000,2022-10-14 00:00:00,LINK/USDT,7.02,7.2597,6.8079,6.8986,76266.242953944,10791.98396,38518.079133781,5448.74554,6485,7.068913918611998873
1665619200000,2022-10-13 00:00:00,LINK/USDT,7.1395,7.155,6.3323,7.0291,54974.557306047,7994.58177,27463.426210824,3986.38232,5148,6.881967880355703082
1665532800000,2022-10-12 00:00:00,LINK/USDT,7.1303,7.2728,7.0901,7.1435,63636.01642588,8854.70383,30945.198763017,4306.61269,5342,7.186900347048216392
1665446400000,2022-10-11 00:00:00,LINK/USDT,7.337,7.4002,7.05,7.1378,37333.976330183,5169.2491,18590.901074039,2573.43226,3886,7.22253413626581559
1665360000000,2022-10-10 00:00:00,LINK/USDT,7.6332,7.735,7.3319,7.3431,63995.581173451,8461.86221,35212.299105563,4655.77426,5251,7.563481121150165812
1665273600000,2022-10-09 00:00:00,LINK/USDT,7.4465,7.648,7.4075,7.634,42617.769924384,5674.49596,21699.457804925,2889.71885,4571,7.510853879213577215
1665187200000,2022-10-08 00:00:00,LINK/USDT,7.6022,7.653,7.3547,7.4498,75186.358427567,9979.05662,37147.944945177,4929.39237,5631,7.534998511562631884
1665100800000,2022-10-07 00:00:00,LINK/USDT,7.6228,7.7875,7.476,7.6022,57483.984268815,7545.19209,29410.506366238,3861.03495,4714,7.619044370832276547
1665014400000,2022-10-06 00:00:00,LINK/USDT,7.8693,7.9324,7.6012,7.6325,53103.657533918,6828.66095,26489.187516336,3404.78762,4660,7.777651324996024799
1664928000000,2022-10-05 00:00:00,LINK/USDT,7.7261,7.942,7.5924,7.8844,72117.314113887,9312.80048,36309.070968974,4689.03952,5367,7.744726435391397799
1664841600000,2022-10-04 00:00:00,LINK/USDT,7.3279,7.8324,7.3279,7.7159,86518.185676213,11321.99001,44275.784338523,5791.92675,7147,7.643466706365167546
1664755200000,2022-10-03 00:00:00,LINK/USDT,7.1217,7.3449,6.4,7.33,64890.764176156,9010.13553,30679.417751372,4251.20626,4879,7.203540175925760269
1664668800000,2022-10-02 00:00:00,LINK/USDT,7.4038,7.5485,7.1217,7.1217,40500.572773613,5450.62101,19970.824772232,2685.31071,3389,7.431280526566522027
1664582400000,2022-10-01 00:00:00,LINK/USDT,7.5838,7.6513,7.3547,7.3719,48219.296848154,6346.22996,25243.919210374,3320.80436,4118,7.59827254919309798
1664496000000,2022-09-30 00:00:00,LINK/USDT,7.8966,7.9118,7.5131,7.5837,79689.74687945,10302.78141,40624.922935863,5250.20904,6830,7.736203874637171393
1664409600000,2022-09-29 00:00:00,LINK/USDT,7.801,7.9388,7.5995,7.9024,87952.279009433,11320.0406,43606.970319722,5610.46718,6801,7.770158648611937126
1664323200000,2022-09-28 00:00:00,LINK/USDT,8.0633,8.5313,7.7392,7.801,87709.572053635,10917.79854,44356.721318581,5519.94131,7318,8.036804523446090763
1664236800000,2022-09-27 00:00:00,LINK/USDT,7.9326,8.3982,7.6643,8.0809,67207.491106204,8353.7151,34314.046271555,4264.80097,5401,8.050816076744665847
1664150400000,2022-09-26 00:00:00,LINK/USDT,7.8702,7.9451,7.4684,7.9451,72211.198417752,9310.82396,35660.991073384,4597.09095,5981,7.756937173920281741
1664064000000,2022-09-25 00:00:00,LINK/USDT,7.6337,8.0687,7.5731,7.856,82674.748874273,10542.70939,39718.901118503,5064.62299,6031,7.843140263361560783
1663977600000,2022-09-24 00:00:00,LINK/USDT,7.4586,7.8588,7.371,7.6337,81275.914201797,10683.36132,41630.17471053,5477.17202,6164,7.609569762573255714
1663891200000,2022-09-23 00:00:00,LINK/USDT,7.1129,7.4711,6.9664,7.453,88788.573520544,12397.24559,47237.545455796,6587.84986,6230,7.163578037005987416
1663804800000,2022-09-22 00:00:00,LINK/USDT,6.683,7.1555,6.6399,7.1106,75005.958041299,10807.91818,32143.159299172,4632.93284,5082,6.942216602335417087
1663718400000,2022-09-21 00:00:00,LINK/USDT,6.85,7.3057,6.5581,6.692,85304.219687362,12363.65382,40457.040376811,5846.28845,6195,6.902421094102083175
1663632000000,2022-09-20 00:00:00,LINK/USDT,7.2961,7.3523,6.8022,6.87,90990.395308412,12801.8835,44019.007651112,6182.05599,7267,7.110360548111540141
1663545600000,2022-09-19 00:00:00,LINK/USDT,7.5136,7.6624,7.0221,7.3062,111874.515006,15440.84602,55906.238883161,7722.3831,8490,7.247909197745571421
1663459200000,2022-09-18 00:00:00,LINK/USDT,8.0995,8.1229,7.4343,7.5239,126151.329788728,16052.55367,63925.416626418,8142.262,9524,7.862370989068733914
1663372800000,2022-09-17 00:00:00,LINK/USDT,7.6403,8.1264,7.6403,8.0891,119381.97443064,15082.75631,57937.520245895,7322.90815,9153,7.916383580329040454
1663286400000,2022-09-16 00:00:00,LINK/USDT,7.5367,7.8304,7.3946,7.6492,116222.751784748,15287.23324,58183.139028982,7646.94237,8930,7.603407030195253866
1663200000000,2022-09-15 00:00:00,LINK/USDT,7.4303,7.5713,7.05,7.5509,129658.455529072,17758.24852,66573.058124027,9117.73892,9394,7.302535545880857629
1663113600000,2022-09-14 00:00:00,LINK/USDT,7.0244,7.5223,6.9878,7.4345,114905.451526809,15782.97438,56466.248677389,7746.47372,9484,7.281989445038239297
1663027200000,2022-09-13 00:00:00,LINK/USDT,7.7454,7.9689,7.018,7.018,89450.450384686,12120.37089,44197.375877195,5982.0676,9767,7.389721518516654076
1662940800000,2022-09-12 00:00:00,LINK/USDT,8.0146,8.281,7.6116,7.7454,64411.424961065,8141.78222,32712.445713999,4130.57149,9877,7.913785387371034984
1662854400000,2022-09-11 00:00:00,LINK/USDT,7.9053,8.1427,7.7365,8.0146,61863.56508846,7802.17258,31456.286578255,3966.41935,9190,7.929331406394620436
1662768000000,2022-09-10 00:00:00,LINK/USDT,7.7291,8.0218,7.6411,7.9053,59686.4495462,7641.45314,28751.712202556,3682.16793,8835,7.811847961410501427
1662681600000,2022-09-09 00:00:00,LINK/USDT,7.3865,8.0386,7.3781,7.7303,47937.272600684,6200.88334,25487.86831104,3300.11368,6889,7.732710895589353085
1662595200000,2022-09-08 00:00:00,LINK/USDT,7.0849,7.5098,6.9935,7.3879,63345.943757157,8751.10735,31976.243837994,4411.75764,8554,7.242004887379037099
1662508800000,2022-09-07 00:00:00,LINK/USDT,6.6556,7.1553,6.5661,7.0806,64078.787905502,9451.55422,30579.753738308,4505.08691,9426,6.783096570571166291
1662422400000,2022-09-06 00:00:00,LINK/USDT,7.3679,7.5318,6.5801,6.6556,64475.04009554,9090.79111,30766.840768675,4315.34931,9051,7.103551378945258914
1662336000000,2022-09-05 00:00:00,LINK/USDT,7.1524,7.3999,7.0939,7.3697,70567.50212228,9793.44791,35848.757011449,4975.74926,9967,7.206068760181092709
1662249600000,2022-09-04 00:00:00,LINK/USDT,6.857,7.2668,6.7827,7.156,70728.055042952,10069.20024,38639.537711337,5498.50068,9956,7.026976168582369659
1662163200000,2022-09-03 00:00:00,LINK/USDT,6.9262,6.9632,6.7216,6.8567,48042.901611929,7011.16773,23897.36065335,3487.87635,6984,6.852633543776119142
1662076800000,2022-09-02 00:00:00,LINK/USDT,6.924,7.2192,6.7841,6.9274,54002.339894778,7755.06568,25729.68457828,3692.70705,6545,6.965522307128366703
1661990400000,2022-09-01 00:00:00,LINK/USDT,6.6226,6.96,6.4558,6.9215,60038.057362282,9062.92621,31728.432290216,4792.79807,8462,6.625834523344426406
1661904000000,2022-08-31 00:00:00,LINK/USDT,6.5626,6.8914,6.5441,6.6287,61277.373469866,9115.16778,31629.196302888,4704.85884,9588,6.723324125525126873
1661817600000,2022-08-30 00:00:00,LINK/USDT,6.7023,6.8263,6.3541,6.5537,59558.154710617,8956.82429,28671.281181107,4313.78332,8315,6.651581349660145586
1661731200000,2022-08-29 00:00:00,LINK/USDT,6.2508,6.7312,6.2001,6.7029,59662.50063027,9262.35593,29428.539552691,4567.74825,9323,6.444336407335766308
1661644800000,2022-08-28 00:00:00,LINK/USDT,6.5282,6.623,6.226,6.25,55010.411055561,8470.28894,26694.055103353,4111.40453,8589,6.49492364878137275
1661558400000,2022-08-27 00:00:00,LINK/USDT,6.4984,6.6105,6.4168,6.5312,81875.809471621,12534.04441,33857.572368877,5189.99485,9000,6.532574163667216675
