Timezones are UTC,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
1599436800.0,2020-09-07,LTCUSD,47.1,51.2,45.82,51.2,62.16,3181.57
1599350400.0,2020-09-06,LTCUSD,48,48,47.1,47.1,1.358,63.96
1599264000.0,2020-09-05,LTCUSD,51.2,51.2,48,48,4.532,230.96
1599177600.0,2020-09-04,LTCUSD,53,53,51,51.2,68.52,3507.24
1599091200.0,2020-09-03,LTCUSD,56.51,65.99,53,53,6.35,362.27
1599004800.0,2020-09-02,LTCUSD,65.99,65.99,56.51,56.51,5.943,341.78
1598918400.0,2020-09-01,LTCUSD,65.99,65.99,65.99,65.99,0.0,0.0
1598832000.0,2020-08-31,LTCUSD,60,65.99,60,65.99,0.306,20.15
1598745600.0,2020-08-30,LTCUSD,51,60,51,60,1.123,67.38
1598659200.0,2020-08-29,LTCUSD,51,51,51,51,0.0,0.0
1598572800.0,2020-08-28,LTCUSD,51,51,51,51,0.0,0.0
1598486400.0,2020-08-27,LTCUSD,51,51,51,51,0.0,0.0
1598400000.0,2020-08-26,LTCUSD,58,58,51,51,5.0,262.13
1598313600.0,2020-08-25,LTCUSD,66,66,58,58,0.1379,8.0
1598227200.0,2020-08-24,LTCUSD,66,66,66,66,0.0,0.0
1598140800.0,2020-08-23,LTCUSD,66,66,66,66,0.0,0.0
1598054400.0,2020-08-22,LTCUSD,66,66,66,66,0.0,0.0
1597968000.0,2020-08-21,LTCUSD,66,66,66,66,0.0,0.0
1597881600.0,2020-08-20,LTCUSD,66,66,66,66,0.0,0.0
1597795200.0,2020-08-19,LTCUSD,66,66,66,66,0.0,0.0
1597708800.0,2020-08-18,LTCUSD,66,66,66,66,3.266,215.58
1597622400.0,2020-08-17,LTCUSD,64,66,53,66,7.584,443.71
1597536000.0,2020-08-16,LTCUSD,59.5,64,58,64,117.55,6839.53
1597449600.0,2020-08-15,LTCUSD,56,59.5,56,59.5,1.259,74.46
1597363200.0,2020-08-14,LTCUSD,44.5,56,44.5,56,1.505,84.26
1597276800.0,2020-08-13,LTCUSD,50.65,50.65,44.5,44.5,2.021,94.2
1597190400.0,2020-08-12,LTCUSD,50.65,50.65,50.65,50.65,0.0,0.0
1597104000.0,2020-08-11,LTCUSD,50.65,50.65,50.65,50.65,0.0,0.0
1597017600.0,2020-08-10,LTCUSD,50.65,50.65,50.65,50.65,0.0,0.0
1596931200.0,2020-08-09,LTCUSD,50.56,50.65,50.56,50.65,0.1597,8.091
1596844800.0,2020-08-08,LTCUSD,50.02,50.56,50.02,50.56,0.1907,9.641
1596758400.0,2020-08-07,LTCUSD,58,58,50.02,50.02,1.0,50.02
1596672000.0,2020-08-06,LTCUSD,57.9,58.89,50.03,58,1.821,105.04
1596585600.0,2020-08-05,LTCUSD,50.01,57.9,50.01,57.9,0.09499,5.5
1596499200.0,2020-08-04,LTCUSD,50.01,50.01,50.01,50.01,0.0,0.0
1596412800.0,2020-08-03,LTCUSD,58.89,58.89,50.01,50.01,2.358,117.94
1596326400.0,2020-08-02,LTCUSD,55,58.89,51.16,58.89,1.267,71.4
1596240000.0,2020-08-01,LTCUSD,54,55,54,55,0.28,15.4
1596153600.0,2020-07-31,LTCUSD,54,54,54,54,0.0,0.0
1596067200.0,2020-07-30,LTCUSD,50,54,50,54,3.687,196.41
1595980800.0,2020-07-29,LTCUSD,51.51,51.87,50,50,1.821,92.61
1595894400.0,2020-07-28,LTCUSD,48,51.51,48,51.51,8.061,409.82
1595808000.0,2020-07-27,LTCUSD,49,49,42.37,48,30.7,1376.43
1595721600.0,2020-07-26,LTCUSD,48.93,49,47.56,49,12.66,603.7
1595635200.0,2020-07-25,LTCUSD,45,48.93,45,48.93,1.364,66.48
1595548800.0,2020-07-24,LTCUSD,45.42,45.42,45,45,0.4984,22.43
1595462400.0,2020-07-23,LTCUSD,42.34,45.42,42.34,45.42,7.153,321.18
1595376000.0,2020-07-22,LTCUSD,43.92,43.92,42.34,42.34,1.0,42.34
1595289600.0,2020-07-21,LTCUSD,42.43,43.92,42.43,43.92,11.65,507.34
1595203200.0,2020-07-20,LTCUSD,42.43,42.43,42.43,42.43,0.0,0.0
1595116800.0,2020-07-19,LTCUSD,42.43,42.43,42.43,42.43,0.0,0.0
1595030400.0,2020-07-18,LTCUSD,42,42.43,42,42.43,1.66,70.45
1594944000.0,2020-07-17,LTCUSD,42.19,42.19,42,42,0.7117,29.89
1594857600.0,2020-07-16,LTCUSD,43.47,43.47,42.02,42.19,107.47,4576.51
1594771200.0,2020-07-15,LTCUSD,43.67,43.9,42.73,43.47,31.14,1351.77
1594684800.0,2020-07-14,LTCUSD,44,48.86,43.39,43.67,37.4,1639.47
1594598400.0,2020-07-13,LTCUSD,44.44,45.71,44,44,80.41,3620.61
1594512000.0,2020-07-12,LTCUSD,44.24,45.24,44.24,44.44,2.846,127.41
1594425600.0,2020-07-11,LTCUSD,44.24,44.24,44.24,44.24,0.0,0.0
1594339200.0,2020-07-10,LTCUSD,44.4,45.06,43.82,44.24,8.581,380.81
1594252800.0,2020-07-09,LTCUSD,45,45,44.4,44.4,0.9365,41.63
1594166400.0,2020-07-08,LTCUSD,43.83,45,43.83,45,3.676,164.34
1594080000.0,2020-07-07,LTCUSD,43.85,44.47,43.83,43.83,1.374,60.57
1593993600.0,2020-07-06,LTCUSD,41.61,44.14,41.61,43.85,3.143,135.92
1593907200.0,2020-07-05,LTCUSD,42.03,42.03,41.03,41.61,25.49,1047.46
1593820800.0,2020-07-04,LTCUSD,41.2,42.36,41.2,42.03,4.246,177.13
1593734400.0,2020-07-03,LTCUSD,40.92,41.57,40.65,41.2,11.89,488.68
1593648000.0,2020-07-02,LTCUSD,41.72,41.97,40.41,40.92,117.81,4831.1
1593561600.0,2020-07-01,LTCUSD,41.41,42.16,41.1,41.72,17.42,724.7
1593475200.0,2020-06-30,LTCUSD,41.57,41.57,41.41,41.41,8.628,357.29
1593388800.0,2020-06-29,LTCUSD,41.57,41.57,41.57,41.57,0.0,0.0
1593302400.0,2020-06-28,LTCUSD,41.57,41.57,41.57,41.57,0.0,0.0
1593216000.0,2020-06-27,LTCUSD,43,43,41.57,41.57,0.1719,7.146
1593129600.0,2020-06-26,LTCUSD,42.38,43,42,43,0.5491,23.47
1593043200.0,2020-06-25,LTCUSD,42.65,42.65,42.38,42.38,0.7617,32.28
1592956800.0,2020-06-24,LTCUSD,43.65,45.2,42.65,42.65,18.43,826.83
1592870400.0,2020-06-23,LTCUSD,44.75,44.75,43.64,43.65,30.19,1329.36
1592784000.0,2020-06-22,LTCUSD,43.13,44.75,43.13,44.75,15.57,681.99
1592697600.0,2020-06-21,LTCUSD,43.39,44.05,42.87,43.13,79.23,3436.87
1592611200.0,2020-06-20,LTCUSD,42.84,43.98,42.38,43.39,55.72,2398.7
1592524800.0,2020-06-19,LTCUSD,43.32,43.82,42.79,42.84,73.68,3197.66
1592438400.0,2020-06-18,LTCUSD,43.99,44.39,42.94,43.32,38.9,1696.54
1592352000.0,2020-06-17,LTCUSD,44.89,45.49,43.6,43.99,6.458,291.81
1592265600.0,2020-06-16,LTCUSD,44.5,44.89,44.5,44.89,0.3789,17.01
1592179200.0,2020-06-15,LTCUSD,44,48.99,37.8,44.5,44.64,1910.87
1592092800.0,2020-06-14,LTCUSD,46.68,46.68,44,44,0.122,5.368
1592006400.0,2020-06-13,LTCUSD,44.23,46.68,44.23,46.68,6.247,291.6
1591920000.0,2020-06-12,LTCUSD,44.23,44.23,44.23,44.23,0.0,0.0
1591833600.0,2020-06-11,LTCUSD,45.33,45.33,44.23,44.23,3.221,143.83
1591747200.0,2020-06-10,LTCUSD,45.67,45.67,45.33,45.33,0.4288,19.44
1591660800.0,2020-06-09,LTCUSD,45.67,45.67,45.67,45.67,0.0,0.0
1591574400.0,2020-06-08,LTCUSD,45.67,45.67,45.67,45.67,0.0,0.0
1591488000.0,2020-06-07,LTCUSD,45.67,45.67,45.67,45.67,0.0,0.0
1591401600.0,2020-06-06,LTCUSD,45.67,45.67,45.67,45.67,0.0,0.0
1591315200.0,2020-06-05,LTCUSD,45.32,49.9,45.32,45.67,0.204,9.748
1591228800.0,2020-06-04,LTCUSD,45.32,45.32,45.32,45.32,0.0,0.0
1591142400.0,2020-06-03,LTCUSD,45.32,45.32,45.32,45.32,0.0,0.0
1591056000.0,2020-06-02,LTCUSD,45.34,45.34,45.32,45.32,0.1787,8.099
1590969600.0,2020-06-01,LTCUSD,45.62,45.62,44.46,45.34,1.411,63.18
1590883200.0,2020-05-31,LTCUSD,45.92,54,45.62,45.62,1.403,67.67
1590796800.0,2020-05-30,LTCUSD,43.26,45.92,43.26,45.92,2.021,92.18
1590710400.0,2020-05-29,LTCUSD,43.26,43.26,43.26,43.26,0.0,0.0
1590624000.0,2020-05-28,LTCUSD,43.26,43.26,43.26,43.26,0.0,0.0
1590537600.0,2020-05-27,LTCUSD,42.84,44,42.84,43.26,17.71,773.52
1590451200.0,2020-05-26,LTCUSD,42.68,42.84,42.68,42.84,0.3617,15.47
1590364800.0,2020-05-25,LTCUSD,41.74,43.1,41.71,42.68,5.094,215.31
1590278400.0,2020-05-24,LTCUSD,44.05,44.05,41.74,41.74,124.96,5382.12
1590192000.0,2020-05-23,LTCUSD,44.49,44.49,43.64,44.05,2.769,121.66
1590105600.0,2020-05-22,LTCUSD,43.16,44.67,41.74,44.49,19.11,827.31
1590019200.0,2020-05-21,LTCUSD,44,44,42.58,43.16,2.702,115.68
1589932800.0,2020-05-20,LTCUSD,45.84,45.84,44,44,2.572,113.97
1589846400.0,2020-05-19,LTCUSD,44.94,45.84,42.6,45.84,14.62,669.3
1589760000.0,2020-05-18,LTCUSD,42.4,46.01,41.93,44.94,18.78,818.54
1589673600.0,2020-05-17,LTCUSD,43.74,44.26,42.4,42.4,2.16,94.34
1589587200.0,2020-05-16,LTCUSD,42.4,43.78,42.4,43.74,1.468,63.89
1589500800.0,2020-05-15,LTCUSD,42.15,44.27,41.75,42.4,15.99,688.07
1589414400.0,2020-05-14,LTCUSD,43.22,44.51,42.15,42.15,16.49,706.37
1589328000.0,2020-05-13,LTCUSD,42.22,43.67,41.8,43.22,9.859,421.55
1589241600.0,2020-05-12,LTCUSD,40.64,42.94,40.64,42.22,30.19,1271.28
1589155200.0,2020-05-11,LTCUSD,40.78,42.74,39.57,40.64,44.25,1820.29
1589068800.0,2020-05-10,LTCUSD,45.93,46.54,40.78,40.78,26.95,1123.67
1588982400.0,2020-05-09,LTCUSD,47.73,47.73,45.93,45.93,0.2791,12.82
1588896000.0,2020-05-08,LTCUSD,46.07,47.73,46.07,47.73,0.5877,27.9
1588809600.0,2020-05-07,LTCUSD,44.15,46.5,44.05,46.07,2.771,125.35
1588723200.0,2020-05-06,LTCUSD,45.88,47.35,44.02,44.15,15.9,728.82
1588636800.0,2020-05-05,LTCUSD,47.73,47.73,45.49,45.88,12.69,588.25
1588550400.0,2020-05-04,LTCUSD,45,47.73,45,47.73,5.127,237.51
1588464000.0,2020-05-03,LTCUSD,49.21,49.65,45,45,11.56,533.77
1588377600.0,2020-05-02,LTCUSD,46.6,49.21,46.6,49.21,10.37,510.27
1588291200.0,2020-05-01,LTCUSD,46.88,48.16,46.6,46.6,64.07,3076.6
1588204800.0,2020-04-30,LTCUSD,48.44,50.55,45.01,46.88,84.32,3989.46
1588118400.0,2020-04-29,LTCUSD,45.66,49.46,45.65,48.44,117.0,5513.57
1588032000.0,2020-04-28,LTCUSD,44.17,46.28,43.89,45.66,105.64,4723.86
1587945600.0,2020-04-27,LTCUSD,44.86,44.86,43.54,44.17,30.29,1334.33
1587859200.0,2020-04-26,LTCUSD,44.75,44.86,44.75,44.86,0.2016,9.046
1587772800.0,2020-04-25,LTCUSD,43.69,45.1,43.69,44.75,7.538,339.1
1587686400.0,2020-04-24,LTCUSD,43.49,44.51,43.49,43.69,6.045,268.1
1587600000.0,2020-04-23,LTCUSD,42.32,43.49,41.72,43.49,92.54,3954.82
1587513600.0,2020-04-22,LTCUSD,40.7,44.1,40.7,42.32,38.61,1606.02
1587427200.0,2020-04-21,LTCUSD,40.03,40.77,40.03,40.7,4.447,180.76
1587340800.0,2020-04-20,LTCUSD,41.7,42.28,40.03,40.03,74.47,3051.28
1587254400.0,2020-04-19,LTCUSD,44,44,41.1,41.7,3.013,126.75
1587168000.0,2020-04-18,LTCUSD,41.22,44,41.22,44,2.049,90.16
1587081600.0,2020-04-17,LTCUSD,41.22,41.22,41.22,41.22,0.0,0.0
1586995200.0,2020-04-16,LTCUSD,39.75,43.35,38.87,41.22,136.14,5796.54
1586908800.0,2020-04-15,LTCUSD,42.15,42.15,39.75,39.75,1.278,50.88
1586822400.0,2020-04-14,LTCUSD,41,44.98,40.63,42.15,30.82,1282.94
1586736000.0,2020-04-13,LTCUSD,49,49,40.67,41,2.71,114.59
1586649600.0,2020-04-12,LTCUSD,42.33,49,42.33,49,0.1218,5.97
1586563200.0,2020-04-11,LTCUSD,42.2,47.83,42.2,42.33,14.09,616.29
1586476800.0,2020-04-10,LTCUSD,42.21,42.21,41.85,42.2,2.934,123.49
1586390400.0,2020-04-09,LTCUSD,44.85,46.34,44.85,46.04,4.369,201.69
1586304000.0,2020-04-08,LTCUSD,44.58,44.85,44.58,44.85,1.188,53.27
1586217600.0,2020-04-07,LTCUSD,45,46.99,44.4,44.58,35.15,1638.24
1586131200.0,2020-04-06,LTCUSD,40.47,45,40.47,45,42.12,1848.69
1586044800.0,2020-04-05,LTCUSD,40.47,40.47,40.47,40.47,0.0,0.0
1585958400.0,2020-04-04,LTCUSD,40.81,40.81,40.47,40.47,0.3587,14.52
1585872000.0,2020-04-03,LTCUSD,40.45,40.86,40.45,40.81,17.74,723.12
1585785600.0,2020-04-02,LTCUSD,38.31,42.1,38.31,40.45,28.0,1137.41
1585699200.0,2020-04-01,LTCUSD,38.76,38.76,38.31,38.31,8.987,344.28
1585612800.0,2020-03-31,LTCUSD,38.76,38.76,38.76,38.76,0.0,0.0
1585526400.0,2020-03-30,LTCUSD,38.76,38.76,38.76,38.76,0.0,0.0
1585440000.0,2020-03-29,LTCUSD,38.76,38.76,38.76,38.76,0.0,0.0
1585353600.0,2020-03-28,LTCUSD,38.76,38.76,38.76,38.76,0.0,0.0
1585267200.0,2020-03-27,LTCUSD,39.85,42.85,38.76,38.76,5.346,208.62
1585180800.0,2020-03-26,LTCUSD,39.23,39.85,39.23,39.85,2.278,90.78
1585094400.0,2020-03-25,LTCUSD,41,41,39.15,39.23,250.68,9830.62
1585008000.0,2020-03-24,LTCUSD,42.93,42.93,39.03,41,36.01,1435.88
1584921600.0,2020-03-23,LTCUSD,42.93,42.93,42.93,42.93,0.0,0.0
1584835200.0,2020-03-22,LTCUSD,41.39,42.93,41.39,42.93,11.64,499.53
1584748800.0,2020-03-21,LTCUSD,38.57,41.39,38.28,41.39,17.48,672.29
1584662400.0,2020-03-20,LTCUSD,39.62,43.07,38.57,38.57,8.536,330.85
1584576000.0,2020-03-19,LTCUSD,34.88,40,34.88,39.62,34.06,1275.71
1584489600.0,2020-03-18,LTCUSD,34.45,34.88,34.31,34.88,12.81,443.05
1584403200.0,2020-03-17,LTCUSD,32.27,35.08,32.27,34.45,55.65,1917.33
1584316800.0,2020-03-16,LTCUSD,40,40,32,32.27,8.517,274.43
1584230400.0,2020-03-15,LTCUSD,40,40,40,40,0.0,0.0
1584144000.0,2020-03-14,LTCUSD,40,40,40,40,0.0,0.0
1584057600.0,2020-03-13,LTCUSD,30.56,40,25.11,40,22.29,654.79
1583971200.0,2020-03-12,LTCUSD,47,47,30.56,30.56,23.29,842.23
1583884800.0,2020-03-11,LTCUSD,50,50,47,47,1.197,56.26
1583798400.0,2020-03-10,LTCUSD,50,50,50,50,0.0,0.0
1583712000.0,2020-03-09,LTCUSD,52.15,52.15,50,50,1.378,69.98
1583625600.0,2020-03-08,LTCUSD,59,59,52.15,52.15,15.18,804.79
1583539200.0,2020-03-07,LTCUSD,59,59,59,59,0.0,0.0
1583452800.0,2020-03-06,LTCUSD,59,59,59,59,0.0,0.0
1583366400.0,2020-03-05,LTCUSD,59,59,59,59,0.0,0.0
1583280000.0,2020-03-04,LTCUSD,59,59,59,59,0.0,0.0
1583193600.0,2020-03-03,LTCUSD,59,59,59,59,0.0,0.0
1583107200.0,2020-03-02,LTCUSD,61.65,61.65,59,59,0.9496,56.03
1583020800.0,2020-03-01,LTCUSD,60,61.65,60,61.65,0.09732,6.0
1582934400.0,2020-02-29,LTCUSD,60,60,60,60,0.0,0.0
1582848000.0,2020-02-28,LTCUSD,65,65,58.21,60,2.335,139.36
1582761600.0,2020-02-27,LTCUSD,59,65,57.51,65,23.01,1466.1
1582675200.0,2020-02-26,LTCUSD,71.7,71.7,59,59,15.55,972.8
1582588800.0,2020-02-25,LTCUSD,79,79,71.7,71.7,35.38,2642.36
1582502400.0,2020-02-24,LTCUSD,79,79,79,79,0.0,0.0
1582416000.0,2020-02-23,LTCUSD,80.68,80.68,76,79,3.964,301.63
1582329600.0,2020-02-22,LTCUSD,73.97,80.68,73.18,80.68,1.984,152.06
1582243200.0,2020-02-21,LTCUSD,70.11,75.84,70.11,73.97,9.207,682.25
1582156800.0,2020-02-20,LTCUSD,69.67,76.11,69.67,70.11,1.581,112.36
1582070400.0,2020-02-19,LTCUSD,76.93,77.59,69.67,69.67,13.66,1023.62
1581984000.0,2020-02-18,LTCUSD,70.95,76.94,65.01,76.93,51.01,3832.39
1581897600.0,2020-02-17,LTCUSD,74.83,74.83,70.84,70.95,3.691,261.66
1581811200.0,2020-02-16,LTCUSD,77.79,77.79,68.32,74.83,34.28,2459.42
1581724800.0,2020-02-15,LTCUSD,82.95,82.95,76.05,77.79,20.64,1607.36
1581638400.0,2020-02-14,LTCUSD,80.48,82.95,80.48,82.95,7.837,638.34
1581552000.0,2020-02-13,LTCUSD,81.25,83.47,78.13,80.48,7.555,611.3
1581465600.0,2020-02-12,LTCUSD,76.81,82,76.52,81.25,18.59,1464.46
1581379200.0,2020-02-11,LTCUSD,74.22,76.81,74.22,76.81,1.619,124.36
1581292800.0,2020-02-10,LTCUSD,77.76,77.76,73.68,74.22,0.3906,29.29
1581206400.0,2020-02-09,LTCUSD,76,77.76,76,77.76,23.34,1815.0
1581120000.0,2020-02-08,LTCUSD,73.84,76,73.84,76,8.247,626.64
1581033600.0,2020-02-07,LTCUSD,71.73,73.99,71.73,73.84,3.699,273.09
1580947200.0,2020-02-06,LTCUSD,73,74,71.73,71.73,1.192,87.79
1580860800.0,2020-02-05,LTCUSD,67.32,73,67.32,73,1.758,121.83
1580774400.0,2020-02-04,LTCUSD,71.85,71.85,61.01,67.32,0.4369,27.35
1580688000.0,2020-02-03,LTCUSD,71.85,71.85,71.85,71.85,0.0,0.0
1580601600.0,2020-02-02,LTCUSD,71.85,71.85,71.85,71.85,0.0,0.0
1580515200.0,2020-02-01,LTCUSD,66,71.85,66,71.85,4.122,288.96
1580428800.0,2020-01-31,LTCUSD,69.3,69.3,50,66,4.635,266.51
1580342400.0,2020-01-30,LTCUSD,61,69.3,61,69.3,4.851,319.97
1580256000.0,2020-01-29,LTCUSD,51,61,51,61,0.744,45.32
1580169600.0,2020-01-28,LTCUSD,58.78,61,51,51,0.473,26.02
1580083200.0,2020-01-27,LTCUSD,54.55,58.78,54.55,58.78,4.507,264.9
1579996800.0,2020-01-26,LTCUSD,54.04,54.7,54.04,54.55,6.376,348.04
1579910400.0,2020-01-25,LTCUSD,53.8,54.04,53.8,54.04,0.9476,51.21
1579824000.0,2020-01-24,LTCUSD,58.32,58.32,51,53.8,14.41,771.47
1579737600.0,2020-01-23,LTCUSD,58.18,58.32,58.18,58.32,0.1715,10.0
1579651200.0,2020-01-22,LTCUSD,57.98,58.18,57.48,58.18,9.092,525.73
1579564800.0,2020-01-21,LTCUSD,56.96,58.12,56.96,57.98,5.086,295.61
1579478400.0,2020-01-20,LTCUSD,56.58,56.96,56.58,56.96,1.602,91.27
1579392000.0,2020-01-19,LTCUSD,60,62.02,56.58,56.58,27.9,1712.04
1579305600.0,2020-01-18,LTCUSD,60,60,60,60,0.0,0.0
1579219200.0,2020-01-17,LTCUSD,58.13,60,58.13,60,1.653,99.06
1579132800.0,2020-01-16,LTCUSD,58,58.13,45,58.13,6.144,317.32
1579046400.0,2020-01-15,LTCUSD,57.82,58,57.82,58,0.1,5.8
1578960000.0,2020-01-14,LTCUSD,49.5,59.9,49.5,57.82,25.24,1442.43
1578873600.0,2020-01-13,LTCUSD,50.52,50.52,49.5,49.5,0.9368,46.37
1578787200.0,2020-01-12,LTCUSD,51.22,51.22,50.52,50.52,0.2573,13.0
1578700800.0,2020-01-11,LTCUSD,49.22,51.22,49.22,51.22,0.206,10.55
1578614400.0,2020-01-10,LTCUSD,44.65,49.22,43.72,49.22,1.601,76.36
1578528000.0,2020-01-09,LTCUSD,44.81,44.81,44.65,44.65,0.1671,7.46
1578441600.0,2020-01-08,LTCUSD,46,47.34,44.81,44.81,3.774,175.27
1578355200.0,2020-01-07,LTCUSD,44.46,46,44.46,46,1.233,56.73
1578268800.0,2020-01-06,LTCUSD,43.69,44.46,43.69,44.46,3.264,145.12
1578182400.0,2020-01-05,LTCUSD,42.99,44,42.79,43.69,15.35,660.53
1578096000.0,2020-01-04,LTCUSD,42.99,42.99,42.99,42.99,0.0,0.0
1578009600.0,2020-01-03,LTCUSD,40.92,42.99,40.92,42.99,0.5243,22.54
1577923200.0,2020-01-02,LTCUSD,41,41,40.92,40.92,0.999,40.88
1577836800.0,2020-01-01,LTCUSD,41,41,41,41,0.0,0.0
1577750400.0,2019-12-31,LTCUSD,41,41,41,41,0.0,0.0
1577664000.0,2019-12-30,LTCUSD,41,41,41,41,0.0,0.0
1577577600.0,2019-12-29,LTCUSD,41,41,41,41,0.0,0.0
1577491200.0,2019-12-28,LTCUSD,41,41,41,41,0.0,0.0
1577404800.0,2019-12-27,LTCUSD,41,41,41,41,0.0,0.0
1577318400.0,2019-12-26,LTCUSD,43.99,43.99,41,41,0.14,5.74
1577232000.0,2019-12-25,LTCUSD,43.99,43.99,43.99,43.99,0.0,0.0
1577145600.0,2019-12-24,LTCUSD,43.99,43.99,43.99,43.99,0.0,0.0
1577059200.0,2019-12-23,LTCUSD,41.03,43.99,41.03,43.99,0.9914,43.61
1576972800.0,2019-12-22,LTCUSD,38.6,41.03,38.6,41.03,10.07,413.12
1576886400.0,2019-12-21,LTCUSD,38.6,38.6,38.6,38.6,0.0,0.0
1576800000.0,2019-12-20,LTCUSD,38.6,38.6,38.6,38.6,0.0,0.0
1576713600.0,2019-12-19,LTCUSD,38.6,38.6,38.6,38.6,0.0,0.0
1576627200.0,2019-12-18,LTCUSD,38.6,38.6,38.6,38.6,0.0,0.0
1576540800.0,2019-12-17,LTCUSD,40,40,38.6,38.6,1.545,59.84
1576454400.0,2019-12-16,LTCUSD,45.57,45.57,40,40,0.5033,20.13
1576368000.0,2019-12-15,LTCUSD,45.57,45.57,45.57,45.57,0.0,0.0
1576281600.0,2019-12-14,LTCUSD,45.57,45.57,45.57,45.57,0.0,0.0
1576195200.0,2019-12-13,LTCUSD,45.57,45.57,45.57,45.57,0.0,0.0
1576108800.0,2019-12-12,LTCUSD,40,45.57,40,45.57,0.4679,21.32
1576022400.0,2019-12-11,LTCUSD,40,40,40,40,0.0,0.0
1575936000.0,2019-12-10,LTCUSD,40,40,40,40,0.0,0.0
1575849600.0,2019-12-09,LTCUSD,45.21,45.5,40,40,1.385,57.11
1575763200.0,2019-12-08,LTCUSD,45.21,45.21,45.21,45.21,0.0,0.0
1575676800.0,2019-12-07,LTCUSD,44.75,48,44.75,45.21,20.07,914.64
1575590400.0,2019-12-06,LTCUSD,44.9,44.9,44.75,44.75,0.6645,29.74
1575504000.0,2019-12-05,LTCUSD,45.49,45.49,44.9,44.9,1.992,89.46
1575417600.0,2019-12-04,LTCUSD,45.6,45.6,43.65,45.49,8.433,375.26
1575331200.0,2019-12-03,LTCUSD,47.12,47.12,30.49,45.6,96.54,4093.94
1575244800.0,2019-12-02,LTCUSD,47.12,47.12,47.12,47.12,0.0,0.0
1575158400.0,2019-12-01,LTCUSD,47.12,47.12,47.12,47.12,0.0,0.0
1575072000.0,2019-11-30,LTCUSD,49,49,47.12,47.12,2.543,119.83
1574985600.0,2019-11-29,LTCUSD,47.61,49,47.39,49,8.406,401.18
1574899200.0,2019-11-28,LTCUSD,47.61,47.61,47.61,47.61,0.0,0.0
1574812800.0,2019-11-27,LTCUSD,43,47.61,43,47.61,10.67,507.38
