https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume ATOM
1650067200000,2022-04-16 00:00:00,ATOM/USD,26.20369,26.3841,25.9,26.25,1684.993696575,64.19023606
1649980800000,2022-04-15 00:00:00,ATOM/USD,26.23368,26.2452,25.8,25.900001,3988.445248684019,153.9940191
1649894400000,2022-04-14 00:00:00,ATOM/USD,26.8206,27.999972,25.8,26.999895,2935.252463004919,108.71347696
1649808000000,2022-04-13 00:00:00,ATOM/USD,26.757927,28.554998,26.30157,27.145751,673.7309752595289,24.81902141
1649721600000,2022-04-12 00:00:00,ATOM/USD,25.724644,28.886678,25.724644,26.30157,3887.0877518038387,147.78919098
1649635200000,2022-04-11 00:00:00,ATOM/USD,28.15,29.869932,25.110001,25.610998,6278.254508896134,245.13900274
1649462400000,2022-04-09 00:00:00,ATOM/USD,28.75,29.303575,28.4,28.933722,2597.4202575057707,89.77138363
1649376000000,2022-04-08 00:00:00,ATOM/USD,29.268947,31.043035,28,28.5,17204.22006141,603.65684426
1649289600000,2022-04-07 00:00:00,ATOM/USD,28.846261,30.0,28.0,29.485944,4461.713386243015,151.31662009
1649203200000,2022-04-06 00:00:00,ATOM/USD,30.2,30.887949,28.4,28.4,8116.0925048399995,285.7779051
1649116800000,2022-04-05 00:00:00,ATOM/USD,31.51,32.4,30.2,30.2,10243.160595432,339.17750316
