https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume ATOM
1652227200000,2022-05-11 00:00:00,ATOM/USD,15.091914,16.02405,11.045684,11.55,12594.340357137002,1090.41907854
1652140800000,2022-05-10 00:00:00,ATOM/USD,14.169901,17.281335,13.33,14.100004,13294.707973591292,942.88682284
1652054400000,2022-05-09 00:00:00,ATOM/USD,17.5294,18.009919,14.169901,14.169901,15880.81403728539,1120.74276576
1651968000000,2022-05-08 00:00:00,ATOM/USD,17.856117,18.087196,17.200001,18.002085,2376.470337398481,132.0108386
1651881600000,2022-05-07 00:00:00,ATOM/USD,19.1,19.677156,17.7,17.7,4533.370192752,256.12260976
1651795200000,2022-05-06 00:00:00,ATOM/USD,19.369275,19.918134,18.82,19.2674,763.3659675681779,39.61956297
1651708800000,2022-05-05 00:00:00,ATOM/USD,21.2866,21.4701,18.389867,19.454803,6036.498331965157,310.28318981
1651622400000,2022-05-04 00:00:00,ATOM/USD,18.932443,21.470096,18.932443,21.242884,4247.780196098577,199.9625002
1651536000000,2022-05-03 00:00:00,ATOM/USD,18.795361,20.335142,18.600002,18.600002,2302.797435796601,123.80630044
1651449600000,2022-05-02 00:00:00,ATOM/USD,19.0867,19.789995,18.5,19.309332,1232.1735585414472,63.81233481
1651363200000,2022-05-01 00:00:00,ATOM/USD,19.296058,20.5,18.996174,19.0,1130.11022944,59.47948576
1651276800000,2022-04-30 00:00:00,ATOM/USD,20.801669,22.82,18.0,18.349724,6867.397367789047,374.25071722
1651190400000,2022-04-29 00:00:00,ATOM/USD,21.81,22.519999,20.088399,20.9985,3258.209464297845,155.16391477
1651104000000,2022-04-28 00:00:00,ATOM/USD,23.7898,25.305545,21.8,21.996589,9092.883296857548,413.37696935
1651017600000,2022-04-27 00:00:00,ATOM/USD,22.558255,24.264763,22.558255,23.7898,2077.6157157261882,87.33220606
1650931200000,2022-04-26 00:00:00,ATOM/USD,24.36176,24.36176,22.245461,22.245461,3149.5092406681833,141.5798594
1650844800000,2022-04-25 00:00:00,ATOM/USD,24.719432,25.0,23.25,25.0,4151.4211695,166.05684678
1650672000000,2022-04-23 00:00:00,ATOM/USD,25.111176,25.769013,25,25.539419,2208.0903589907853,86.45812808
1650585600000,2022-04-22 00:00:00,ATOM/USD,25.658935,25.970105,25.098,25.3332,856.0157558702041,33.79027347
1650499200000,2022-04-21 00:00:00,ATOM/USD,26.458116,26.458116,26.1866,26.1866,71.07166526512799,2.71404708
1650412800000,2022-04-20 00:00:00,ATOM/USD,26.546129,28.353642,26.16,26.3031,2299.311536301147,87.41599037
1650326400000,2022-04-19 00:00:00,ATOM/USD,26.222,27,26.035379,26.854971,2151.8802143778994,80.12967932
1650240000000,2022-04-18 00:00:00,ATOM/USD,25.2,26.222,24.5,26.222,3056.59286743776,116.56597008
1650153600000,2022-04-17 00:00:00,ATOM/USD,26.227244,26.797588,25.15,25.15,5471.4225003205,217.55159047
