https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XRP,Volume USD
1657843200,2022-07-15,XRP/USD,0.33385,0.34815,0.32818,0.33479,948268.2614,317470.73123410594
1657756800,2022-07-14,XRP/USD,0.32368,0.33384,0.31291,0.33384,700244.598457,233769.65674888488
1657670400,2022-07-13,XRP/USD,0.31184,0.32573,0.30385,0.32376,909942.760202,294603.06804299954
1657584000,2022-07-12,XRP/USD,0.31516,0.31799,0.30871,0.31171,433027.045796,134978.86044507116
1657497600,2022-07-11,XRP/USD,0.32543,0.32893,0.31175,0.31515,611499.475462,192714.05969184928
1657411200,2022-07-10,XRP/USD,0.34475,0.34475,0.32035,0.32548,569960.483821,185510.73827405905
1657324800,2022-07-09,XRP/USD,0.34029,0.34766,0.33958,0.34481,334911.438368,115480.81306367007
1657238400,2022-07-08,XRP/USD,0.34246,0.3582,0.3362,0.34027,1138390.472547,387360.1260935677
1657152000,2022-07-07,XRP/USD,0.33241,0.34489,0.32671,0.34231,442163.342773,151356.93386462564
1657065600,2022-07-06,XRP/USD,0.32555,0.33328,0.32056,0.33242,613659.181699,203992.58518038155
1656979200,2022-07-05,XRP/USD,0.32856,0.3308,0.31333,0.32577,564496.732526,183896.10055499504
1656892800,2022-07-04,XRP/USD,0.32195,0.32933,0.31548,0.32863,472370.349826,155235.06806331838
1656806400,2022-07-03,XRP/USD,0.31599,0.32514,0.30945,0.322,390510.509253,125744.38397946602
1656720000,2022-07-02,XRP/USD,0.31361,0.31759,0.30997,0.31597,430777.213639,136112.67619351484
1656633600,2022-07-01,XRP/USD,0.33265,0.3357,0.31047,0.31355,965133.728803,302617.6806661806
1656547200,2022-06-30,XRP/USD,0.32866,0.33361,0.30665,0.33272,821993.498028,273493.67666387616
1656460800,2022-06-29,XRP/USD,0.33764,0.34137,0.32086,0.3284,246697.640626,81015.50518157841
1656374400,2022-06-28,XRP/USD,0.35422,0.35519,0.33601,0.33601,203647.348626,68427.54561182225
1656288000,2022-06-27,XRP/USD,0.36294,0.36648,0.34922,0.353,222925.969745,78692.867319985
1656201600,2022-06-26,XRP/USD,0.36732,0.37439,0.35828,0.35859,200672.45937,71959.1372054883
1656115200,2022-06-25,XRP/USD,0.36321,0.37393,0.3546,0.36796,72679.300788,26743.07551795248
1656028800,2022-06-24,XRP/USD,0.33789,0.38596,0.33731,0.36957,452214.458519,167124.8974348668
1655942400,2022-06-23,XRP/USD,0.3228,0.33592,0.32279,0.33564,201647.198225,67680.865612239
1655856000,2022-06-22,XRP/USD,0.32851,0.32851,0.31933,0.32463,276379.413201,89721.04890744062
1655769600,2022-06-21,XRP/USD,0.32182,0.33671,0.31983,0.32911,338232.448915,111315.68126241566
1655683200,2022-06-20,XRP/USD,0.3273,0.328,0.31439,0.32353,214066.729871,69257.00911516462
1655596800,2022-06-19,XRP/USD,0.30757,0.33226,0.29899,0.32629,431784.354227,140886.91694072782
1655510400,2022-06-18,XRP/USD,0.32443,0.32541,0.28769,0.30835,1000825.921092,308604.6727687182
1655424000,2022-06-17,XRP/USD,0.32027,0.33916,0.3165,0.32067,359552.367603,115297.65771925401
1655337600,2022-06-16,XRP/USD,0.34458,0.34647,0.30745,0.31155,278450.659233,86751.30288404116
1655251200,2022-06-15,XRP/USD,0.32206,0.34552,0.29766,0.34468,1079563.420596,372103.9198110293
1655164800,2022-06-14,XRP/USD,0.31101,0.32592,0.29529,0.3232,616906.098455,199384.05102065598
1655078400,2022-06-13,XRP/USD,0.3443,0.34923,0.30287,0.31179,1393198.762182,434385.4420607258
1654992000,2022-06-12,XRP/USD,0.36045,0.36548,0.34026,0.3437,680629.275376,233932.2819467312
1654905600,2022-06-11,XRP/USD,0.38332,0.38848,0.35622,0.35957,281417.220167,101189.1898554482
1654819200,2022-06-10,XRP/USD,0.39984,0.41081,0.37772,0.38245,2032139.823508,777191.8755006347
1654732800,2022-06-09,XRP/USD,0.40022,0.40351,0.39614,0.39984,1125663.678752,450085.36531219963
1654646400,2022-06-08,XRP/USD,0.40624,0.40857,0.395,0.40025,923061.667506,369455.4324192765
1654560000,2022-06-07,XRP/USD,0.39982,0.41615,0.38504,0.40707,638353.485047,259854.55315808227
1654473600,2022-06-06,XRP/USD,0.39653,0.40872,0.39651,0.40241,266942.216714,107420.21742788074
1654387200,2022-06-05,XRP/USD,0.392,0.39963,0.39003,0.39667,60091.62785,23836.546019259502
1654300800,2022-06-04,XRP/USD,0.38987,0.39359,0.385,0.39259,194209.806447,76244.82791302774
1654214400,2022-06-03,XRP/USD,0.40431,0.40912,0.38387,0.389,207567.852418,80743.894590602
1654128000,2022-06-02,XRP/USD,0.39767,0.40626,0.3923,0.40626,199289.622324,80963.40196534824
1654041600,2022-06-01,XRP/USD,0.42,0.42451,0.38936,0.39879,975001.148847,388820.7081486951
1653955200,2022-05-31,XRP/USD,0.41911,0.43264,0.40721,0.42127,437187.70372,184174.0639461244
1653868800,2022-05-30,XRP/USD,0.38834,0.41911,0.38705,0.41911,412422.53841,172850.41007301508
1653782400,2022-05-29,XRP/USD,0.38578,0.38997,0.38,0.38928,236218.046246,91954.96104264288
1653696000,2022-05-28,XRP/USD,0.3825,0.38821,0.38118,0.38692,246373.190854,95326.71500522968
1653609600,2022-05-27,XRP/USD,0.39035,0.40153,0.37657,0.38332,371387.8766,142360.400858312
1653523200,2022-05-26,XRP/USD,0.40612,0.41035,0.37649,0.39303,2923839.232774,1149156.5336571652
1653436800,2022-05-25,XRP/USD,0.40836,0.41251,0.39531,0.40604,2642012.766516,1072762.8637161567
1653350400,2022-05-24,XRP/USD,0.4046,0.41295,0.39159,0.40838,2889565.668991,1180040.8279025445
1653264000,2022-05-23,XRP/USD,0.42185,0.4277,0.4007,0.40451,2267062.322118,917049.3799199521
1653177600,2022-05-22,XRP/USD,0.41455,0.42484,0.41055,0.42193,1417831.247393,598225.5382125285
1653091200,2022-05-21,XRP/USD,0.41036,0.41709,0.40336,0.41459,1496801.255812,620558.8326470971
1653004800,2022-05-20,XRP/USD,0.42028,0.43972,0.40216,0.41028,3497073.664174,1434779.3829373086
1652918400,2022-05-19,XRP/USD,0.40527,0.42307,0.39206,0.42034,3797607.990642,1596286.5427864583
1652832000,2022-05-18,XRP/USD,0.43724,0.44168,0.40465,0.405,3053222.555144,1236555.13483332
1652745600,2022-05-17,XRP/USD,0.42249,0.43906,0.41792,0.43717,3104987.074543,1357407.1993779633
1652659200,2022-05-16,XRP/USD,0.44719,0.44719,0.41051,0.42261,4823462.556535,2038443.5110172562
1652572800,2022-05-15,XRP/USD,0.42603,0.44898,0.41496,0.44728,4261746.438411,1906193.9469724721
1652486400,2022-05-14,XRP/USD,0.42282,0.43981,0.39743,0.426,6416180.00892,2733292.68379992
1652400000,2022-05-13,XRP/USD,0.38613,0.46092,0.38089,0.42299,8559176.766781,3620446.180580695
1652313600,2022-05-12,XRP/USD,0.41843,0.42746,0.33781,0.38537,2885762.917145,1112086.4553801685
1652227200,2022-05-11,XRP/USD,0.5137,0.52212,0.36814,0.41522,20072085.436918,8334331.315117092
1652140800,2022-05-10,XRP/USD,0.48851,0.53656,0.47542,0.5138,8624685.984225,4431363.658694805
1652054400,2022-05-09,XRP/USD,0.56655,0.57824,0.47618,0.48818,9014168.198842,4400536.631310687
1651968000,2022-05-08,XRP/USD,0.58184,0.58269,0.55995,0.56666,2268526.171549,1285483.0403699563
1651881600,2022-05-07,XRP/USD,0.60259,0.60386,0.57118,0.58188,1310526.319903,762569.0550251576
1651795200,2022-05-06,XRP/USD,0.59846,0.61555,0.58926,0.6027,2957320.726995,1782377.2021598867
1651708800,2022-05-05,XRP/USD,0.64602,0.65614,0.58313,0.59856,2989267.217298,1789255.785585891
1651622400,2022-05-04,XRP/USD,0.60468,0.64931,0.60468,0.64604,2168788.227121,1401123.9462492508
1651536000,2022-05-03,XRP/USD,0.61462,0.62741,0.59763,0.60471,1273013.944842,769804.2625854058
1651449600,2022-05-02,XRP/USD,0.60788,0.63046,0.60052,0.61421,2091209.394473,1284441.7221792613
1651363200,2022-05-01,XRP/USD,0.58616,0.6119,0.57901,0.60799,2393360.32445,1455139.1436623556
1651276800,2022-04-30,XRP/USD,0.61137,0.62805,0.57071,0.58655,2164332.478815,1269489.2154489383
1651190400,2022-04-29,XRP/USD,0.64339,0.64584,0.60083,0.61136,1661396.283792,1015711.2320590771
1651104000,2022-04-28,XRP/USD,0.65233,0.65662,0.63415,0.64345,1442598.52346,928240.019920337
1651017600,2022-04-27,XRP/USD,0.64211,0.66373,0.63812,0.65235,2123910.231696,1385532.8396468854
1650931200,2022-04-26,XRP/USD,0.69356,0.70656,0.63077,0.64254,2397484.060199,1540479.4080402653
1650844800,2022-04-25,XRP/USD,0.69917,0.69939,0.64773,0.69355,2739715.036722,1900129.3637185432
1650758400,2022-04-24,XRP/USD,0.70702,0.7125,0.69664,0.69904,616155.917902,430717.6328502141
1650672000,2022-04-23,XRP/USD,0.71904,0.72596,0.70483,0.70691,674961.252467,477136.858981447
1650585600,2022-04-22,XRP/USD,0.73273,0.73804,0.71572,0.71893,1473997.687353,1059701.1573686923
1650499200,2022-04-21,XRP/USD,0.75228,0.76766,0.72248,0.73293,1262046.668926,924991.865055933
1650412800,2022-04-20,XRP/USD,0.77522,0.77566,0.74526,0.75227,1230893.972053,925964.6083563103
1650326400,2022-04-19,XRP/USD,0.76882,0.78111,0.75975,0.77522,1235175.798362,957532.9824061895
1650240000,2022-04-18,XRP/USD,0.75277,0.76882,0.72957,0.76882,1664884.349865,1279996.3858632091
1650153600,2022-04-17,XRP/USD,0.78153,0.78526,0.74915,0.75292,1008392.596846,759238.9540172903
1650067200,2022-04-16,XRP/USD,0.78557,0.79961,0.76756,0.78156,1171807.381974,915837.7774555995
1649980800,2022-04-15,XRP/USD,0.72664,0.79648,0.72664,0.78556,3425303.802813,2690781.6553377802
1649894400,2022-04-14,XRP/USD,0.72334,0.74061,0.70972,0.72661,1437847.582757,1044754.4321070638
1649808000,2022-04-13,XRP/USD,0.7151,0.725,0.7035,0.72349,1233971.444597,892766.0004514835
1649721600,2022-04-12,XRP/USD,0.69453,0.72566,0.69453,0.71558,1662032.058742,1189316.9005946005
1649635200,2022-04-11,XRP/USD,0.75439,0.75518,0.68592,0.69464,1866589.385485,1296607.6507333005
1649548800,2022-04-10,XRP/USD,0.76287,0.77233,0.75437,0.75437,571980.949768,431485.2690764862
1649462400,2022-04-09,XRP/USD,0.75505,0.76595,0.75505,0.76297,501521.804134,382646.090900118
1649376000,2022-04-08,XRP/USD,0.788,0.793,0.74818,0.7549,1470192.337609,1109848.1956610342
1649289600,2022-04-07,XRP/USD,0.7602,0.79025,0.7544,0.78814,1381113.564928,1088510.8450623539
1649203200,2022-04-06,XRP/USD,0.81681,0.81828,0.75913,0.76004,2976868.250102,2262538.9448075243
1649116800,2022-04-05,XRP/USD,0.82671,0.8356,0.81469,0.81698,931933.502325,761371.0327294786
1649030400,2022-04-04,XRP/USD,0.8428,0.8428,0.80526,0.82701,1330203.297816,1100091.4293268102
1648944000,2022-04-03,XRP/USD,0.82424,0.85079,0.81637,0.84281,861563.999167,726134.7541379392
1648857600,2022-04-02,XRP/USD,0.82709,0.84866,0.82058,0.82421,1115097.137736,919074.2118933884
1648771200,2022-04-01,XRP/USD,0.81515,0.8335,0.8087,0.82674,1387848.029701,1147389.4800750047
1648684800,2022-03-31,XRP/USD,0.86109,0.87295,0.78348,0.81473,3049791.573587,2484756.688748536
1648598400,2022-03-30,XRP/USD,0.85782,0.87074,0.84773,0.86108,1445168.046539,1244405.301513802
1648512000,2022-03-29,XRP/USD,0.86425,0.88494,0.84501,0.85791,1552295.902278,1331730.177523319
1648425600,2022-03-28,XRP/USD,0.85736,0.91,0.85482,0.86477,2584120.67009,2234670.0318737295
1648339200,2022-03-27,XRP/USD,0.83279,0.8578,0.83,0.85736,1005519.203521,862091.9443307646
1648252800,2022-03-26,XRP/USD,0.82537,0.83506,0.82239,0.83281,435647.098452,362811.26006181014
1648166400,2022-03-25,XRP/USD,0.8431,0.84555,0.82151,0.82551,919823.89085,759323.8201355834
1648080000,2022-03-24,XRP/USD,0.83821,0.85148,0.82903,0.843,1523456.287388,1284273.650268084
1647993600,2022-03-23,XRP/USD,0.8368,0.84548,0.8187,0.83825,1609085.982491,1348816.3248230808
1647907200,2022-03-22,XRP/USD,0.83809,0.86437,0.82879,0.83681,1649507.126847,1380324.0588168383
1647820800,2022-03-21,XRP/USD,0.80542,0.854,0.79011,0.83821,2118136.13253,1775442.8876479713
1647734400,2022-03-20,XRP/USD,0.81991,0.82136,0.79714,0.80544,1019735.404742,821335.6843953966
1647648000,2022-03-19,XRP/USD,0.79841,0.82684,0.79316,0.81992,1395496.839125,1144195.7683353699
1647561600,2022-03-18,XRP/USD,0.79444,0.80051,0.77805,0.79841,756137.928488,603708.083484104
1647475200,2022-03-17,XRP/USD,0.79269,0.80157,0.78449,0.794,1027570.758125,815891.1819512501
1647388800,2022-03-16,XRP/USD,0.76664,0.7946,0.75895,0.79287,2462737.543439,1952630.7160664797
1647302400,2022-03-15,XRP/USD,0.77501,0.77586,0.745,0.7667,1187836.252863,910714.055070062
1647216000,2022-03-14,XRP/USD,0.76034,0.77689,0.74959,0.77536,1845762.518465,1431130.4263170224
1647129600,2022-03-13,XRP/USD,0.78553,0.8043,0.75639,0.76048,1998314.314564,1519678.0699396308
1647043200,2022-03-12,XRP/USD,0.80283,0.84638,0.77901,0.78585,4002213.386075,3145139.389447039
1646956800,2022-03-11,XRP/USD,0.73692,0.81213,0.72633,0.80274,4000064.274729,3211011.5958959577
1646870400,2022-03-10,XRP/USD,0.766,0.77911,0.7242,0.73694,2686252.696696,1979607.0623031505
1646784000,2022-03-09,XRP/USD,0.72098,0.77463,0.72091,0.76615,2098158.353769,1607504.0227401194
1646697600,2022-03-08,XRP/USD,0.72116,0.73053,0.71488,0.72089,1863758.042641,1343564.5353594704
1646611200,2022-03-07,XRP/USD,0.72561,0.75346,0.70802,0.72164,3004488.321107,2168158.9520436553
1646524800,2022-03-06,XRP/USD,0.75416,0.75807,0.7247,0.72563,2323391.098735,1685922.282975078
1646438400,2022-03-05,XRP/USD,0.71243,0.76865,0.70625,0.75432,2997476.704461,2261056.6277090213
1646352000,2022-03-04,XRP/USD,0.75139,0.75371,0.7,0.71228,3242846.400529,2309814.6341687962
1646265600,2022-03-03,XRP/USD,0.76917,0.78879,0.73547,0.75155,2483500.026142,1866474.4446470204
1646179200,2022-03-02,XRP/USD,0.78465,0.78465,0.7585,0.76917,2946250.557468,2266167.5412876615
1646092800,2022-03-01,XRP/USD,0.78224,0.80389,0.75875,0.7847,4288154.641528,3364914.9472070215
1646006400,2022-02-28,XRP/USD,0.72145,0.79212,0.70967,0.78225,3708167.709881,2900714.1910544126
1645920000,2022-02-27,XRP/USD,0.75134,0.76645,0.70567,0.72151,3763996.919683,2715761.417520481
1645833600,2022-02-26,XRP/USD,0.76975,0.79263,0.74105,0.75148,4646636.16755,3491854.1471904744
1645747200,2022-02-25,XRP/USD,0.69671,0.78,0.68444,0.77017,5203823.675618,4007828.8802507157
1645660800,2022-02-24,XRP/USD,0.69779,0.72026,0.62362,0.69658,8770085.256302,6109065.987834847
1645574400,2022-02-23,XRP/USD,0.72173,0.74374,0.69533,0.69793,2813824.504368,1963852.5363335586
1645488000,2022-02-22,XRP/USD,0.70207,0.7268,0.67189,0.72171,4371840.605072,3155201.083086513
1645401600,2022-02-21,XRP/USD,0.77657,0.80094,0.699,0.70203,4622123.003114,3244869.0118761216
1645315200,2022-02-20,XRP/USD,0.82174,0.82288,0.76839,0.77648,3457171.705625,2684424.6859836997
1645228800,2022-02-19,XRP/USD,0.78476,0.85259,0.77282,0.82173,3934234.509549,3232878.5235316996
1645142400,2022-02-18,XRP/USD,0.76774,0.80446,0.75938,0.78489,3498260.55778,2745749.729195944
1645056000,2022-02-17,XRP/USD,0.8369,0.84477,0.75627,0.76774,3283824.33616,2521123.2958434783
1644969600,2022-02-16,XRP/USD,0.85048,0.85261,0.81063,0.83697,2248378.561721,1881825.4048036253
1644883200,2022-02-15,XRP/USD,0.80168,0.85787,0.79679,0.85049,2089263.002742,1776897.2912020434
1644796800,2022-02-14,XRP/USD,0.8064,0.81228,0.7816,0.80167,2794668.69798,2240402.0551096266
1644710400,2022-02-13,XRP/USD,0.82207,0.84627,0.7944,0.80624,3561919.850801,2871762.260509798
1644624000,2022-02-12,XRP/USD,0.75986,0.85168,0.74633,0.82207,5333331.961447,4384372.205546735
1644537600,2022-02-11,XRP/USD,0.82654,0.83426,0.75233,0.75988,4324545.495407,3286135.6310498714
1644451200,2022-02-10,XRP/USD,0.87035,0.89637,0.82375,0.8264,5687776.750788,4700378.706851204
1644364800,2022-02-09,XRP/USD,0.87608,0.9143,0.8455,0.87009,6265767.055347,5451781.257186872
1644278400,2022-02-08,XRP/USD,0.83216,0.91207,0.80451,0.87578,10193675.337708,8927416.987257913
1644192000,2022-02-07,XRP/USD,0.68371,0.83858,0.6723,0.83161,6348368.265366,5279366.533161019
1644105600,2022-02-06,XRP/USD,0.66697,0.68676,0.66006,0.68375,1665841.849064,1139019.36429751
1644019200,2022-02-05,XRP/USD,0.65591,0.68721,0.65128,0.66696,2594369.451576,1730340.649423129
1643932800,2022-02-04,XRP/USD,0.60966,0.65848,0.60526,0.6559,2077001.13101,1362305.041829459
1643846400,2022-02-03,XRP/USD,0.60135,0.61052,0.59,0.60954,1586188.62856,966845.4166524624
1643760000,2022-02-02,XRP/USD,0.62913,0.63094,0.59703,0.60127,1674796.565855,1007004.9311516357
1643673600,2022-02-01,XRP/USD,0.61813,0.63021,0.61178,0.62918,1488753.283184,936693.7907137091
1643587200,2022-01-31,XRP/USD,0.60184,0.62343,0.58204,0.61855,1745267.711792,1079535.3431289417
1643500800,2022-01-30,XRP/USD,0.61726,0.62278,0.59758,0.60211,1157923.095773,697197.0751958811
1643414400,2022-01-29,XRP/USD,0.61216,0.625,0.60961,0.61684,1297569.660579,800392.8694315504
1643328000,2022-01-28,XRP/USD,0.60834,0.61338,0.59211,0.61229,2002189.300318,1225920.4866917082
1643241600,2022-01-27,XRP/USD,0.62004,0.62377,0.59132,0.60839,2701781.722892,1643736.9823902638
1643155200,2022-01-26,XRP/USD,0.61768,0.65759,0.60719,0.62013,4390758.905532,2722841.3200875586
1643068800,2022-01-25,XRP/USD,0.61204,0.62466,0.58977,0.61732,2590452.416037,1599138.0854679607
1642982400,2022-01-24,XRP/USD,0.62825,0.62825,0.55585,0.61216,7084273.425252,4336708.820002264
1642896000,2022-01-23,XRP/USD,0.59634,0.63467,0.59204,0.62835,4375165.71309,2749135.3758201012
1642809600,2022-01-22,XRP/USD,0.64184,0.65401,0.55092,0.59647,8937994.402745,5331245.521405309
1642723200,2022-01-21,XRP/USD,0.71977,0.7274,0.61285,0.63836,3613391.628665,2306644.68007459
1642636800,2022-01-20,XRP/USD,0.73897,0.76098,0.71813,0.71992,1150788.736491,828475.8271746008
1642550400,2022-01-19,XRP/USD,0.75224,0.75296,0.72521,0.73855,1084517.449504,800970.3623311792
1642464000,2022-01-18,XRP/USD,0.76215,0.76769,0.73718,0.75224,1205737.61714,907004.0651173936
1642377600,2022-01-17,XRP/USD,0.77932,0.77984,0.75201,0.76212,1006334.948002,766947.9905712842
1642291200,2022-01-16,XRP/USD,0.78032,0.78405,0.77013,0.7793,584824.286501,455753.56647022936
1642204800,2022-01-15,XRP/USD,0.7745,0.78885,0.76882,0.78048,743889.554183,580590.9192487478
1642118400,2022-01-14,XRP/USD,0.7678,0.78939,0.75395,0.77446,1853708.623865,1435623.180838488
1642032000,2022-01-13,XRP/USD,0.79935,0.80155,0.76315,0.76776,1258812.31613,966465.7438319687
1641945600,2022-01-12,XRP/USD,0.77057,0.80596,0.75776,0.79934,1656120.69454,1323803.5159736038
1641859200,2022-01-11,XRP/USD,0.73933,0.77604,0.73303,0.77068,1472713.064704,1134990.5047060787
1641772800,2022-01-10,XRP/USD,0.75456,0.7579,0.70135,0.73918,3387035.211376,2503628.6875449116
1641686400,2022-01-09,XRP/USD,0.74719,0.76633,0.73977,0.75471,956018.140299,721516.4506650582
1641600000,2022-01-08,XRP/USD,0.76303,0.77553,0.72527,0.74716,2514208.226302,1878515.8183638025
1641513600,2022-01-07,XRP/USD,0.78173,0.78173,0.73261,0.76256,3867221.414314,2948988.361699284
1641427200,2022-01-06,XRP/USD,0.77349,0.79007,0.7408,0.78175,1917492.925784,1499000.094731642
1641340800,2022-01-05,XRP/USD,0.82567,0.83576,0.71433,0.77364,3196244.271887,2472742.4185026586
1641254400,2022-01-04,XRP/USD,0.83287,0.84463,0.81802,0.82584,792593.292756,654555.244889615
1641168000,2022-01-03,XRP/USD,0.85966,0.85966,0.82405,0.83285,724515.793724,603412.9788030334
1641081600,2022-01-02,XRP/USD,0.84996,0.8652,0.83911,0.8598,837350.40549,719953.878640302
1640995200,2022-01-01,XRP/USD,0.83012,0.85405,0.83012,0.84981,738131.113864,627271.2018727658
1640908800,2021-12-31,XRP/USD,0.83875,0.85328,0.8064,0.83005,1209883.748509,1004264.0054498954
1640822400,2021-12-30,XRP/USD,0.81739,0.85859,0.80655,0.83864,1475844.20793,1237701.9865384153
1640736000,2021-12-29,XRP/USD,0.85375,0.86317,0.81415,0.81729,1572771.57282,1285410.4787500578
1640649600,2021-12-28,XRP/USD,0.92838,0.92838,0.84958,0.85414,1890885.697769,1615081.1098924137
1640563200,2021-12-27,XRP/USD,0.92171,0.95469,0.91787,0.92852,845003.218343,784602.3882958425
1640476800,2021-12-26,XRP/USD,0.92755,0.93238,0.90958,0.92214,607396.692578,560104.7860938769
1640390400,2021-12-25,XRP/USD,0.91096,0.9331,0.90175,0.9277,734562.471373,681453.604692732
1640304000,2021-12-24,XRP/USD,0.99299,0.99425,0.901,0.91084,2518230.129464,2293704.7311209897
1640217600,2021-12-23,XRP/USD,0.95398,1.01442,0.93917,0.99297,2566248.824183,2548208.0949489935
1640131200,2021-12-22,XRP/USD,0.94811,0.97121,0.92426,0.95404,2205703.727196,2104329.583894072
1640044800,2021-12-21,XRP/USD,0.87945,0.95982,0.85521,0.94805,2985742.911127,2830633.5668939524
1639958400,2021-12-20,XRP/USD,0.83498,0.91288,0.82714,0.87944,3563746.634428,3134101.3401813605
1639872000,2021-12-19,XRP/USD,0.82655,0.84694,0.82254,0.83497,923664.490183,771232.1393680995
1639785600,2021-12-18,XRP/USD,0.7994,0.83317,0.79379,0.82653,1145775.22921,947017.6001989413
1639699200,2021-12-17,XRP/USD,0.80622,0.83,0.77872,0.7999,1646296.581727,1316872.6357234274
1639612800,2021-12-16,XRP/USD,0.8274,0.83613,0.8049,0.80621,1018444.520598,821080.1569513136
1639526400,2021-12-15,XRP/USD,0.81277,0.83849,0.78,0.82739,1951986.249795,1615053.903217885
1639440000,2021-12-14,XRP/USD,0.78253,0.82185,0.77677,0.81294,2578141.637086,2095874.4624526927
1639353600,2021-12-13,XRP/USD,0.84019,0.84423,0.76295,0.78266,2651520.151749,2075238.7619678723
1639267200,2021-12-12,XRP/USD,0.84001,0.85763,0.81253,0.8402,1175942.988263,988027.2987385725
1639180800,2021-12-11,XRP/USD,0.80184,0.84326,0.78989,0.83984,1731328.873188,1454039.24085821
1639094400,2021-12-10,XRP/USD,0.85973,0.88145,0.79665,0.80137,3869743.473296,3101096.327195216
1639008000,2021-12-09,XRP/USD,0.86171,0.93287,0.83551,0.85975,5765681.151397,4957044.369913571
1638921600,2021-12-08,XRP/USD,0.81748,0.88383,0.80693,0.86171,3441099.766038,2965230.079392605
1638835200,2021-12-07,XRP/USD,0.82792,0.84552,0.80848,0.81764,2218100.385396,1813607.5991151854
1638748800,2021-12-06,XRP/USD,0.80487,0.83029,0.75369,0.82737,3520763.362091,2912973.982893231
1638662400,2021-12-05,XRP/USD,0.84751,0.86201,0.77723,0.80471,4810526.488984,3871078.7709503146
1638576000,2021-12-04,XRP/USD,0.92217,0.92587,0.7009,0.84734,7568592.971202,6413171.568218303
1638489600,2021-12-03,XRP/USD,0.97441,0.98388,0.89601,0.92233,1694974.58603,1563325.9099330497
1638403200,2021-12-02,XRP/USD,0.99057,0.99057,0.96,0.97457,1053479.322747,1026689.3435695439
1638316800,2021-12-01,XRP/USD,0.99905,1.01725,0.98345,0.99058,1320919.750413,1308476.6863641094
1638230400,2021-11-30,XRP/USD,0.99216,1.029,0.97388,0.99899,1823409.859675,1821568.2157167282
1638144000,2021-11-29,XRP/USD,0.96873,1.00437,0.96777,0.99227,1245614.376736,1235985.7776038307
1638057600,2021-11-28,XRP/USD,0.94532,0.9683,0.88991,0.9681,1915239.71941,1854143.5723608208
1637971200,2021-11-27,XRP/USD,0.93886,0.96569,0.93886,0.94534,1124990.040287,1063498.0846849123
1637884800,2021-11-26,XRP/USD,1.04425,1.04589,0.9175,0.93867,5238766.549718,4917472.997223795
1637798400,2021-11-25,XRP/USD,1.03244,1.06428,1.0246,1.04378,929738.271048,970442.2125544813
1637712000,2021-11-24,XRP/USD,1.06729,1.07102,1.01188,1.03228,998142.06803,1030362.0939860084
1637625600,2021-11-23,XRP/USD,1.03785,1.07099,1.02351,1.06757,1122819.894288,1198688.83454504
1637539200,2021-11-22,XRP/USD,1.05931,1.07151,1.03079,1.03793,1398432.365665,1451474.9052946735
1637452800,2021-11-21,XRP/USD,1.09689,1.09706,1.05824,1.05962,702342.213557,744215.8563292684
1637366400,2021-11-20,XRP/USD,1.09211,1.10028,1.06298,1.09711,1088565.464401,1194276.056648981
1637280000,2021-11-19,XRP/USD,1.04164,1.1014,1.0205,1.09213,2016556.584189,2202341.9422903326
1637193600,2021-11-18,XRP/USD,1.09685,1.16001,1.02023,1.04097,3938623.766248,4099989.18195118
1637107200,2021-11-17,XRP/USD,1.09128,1.11104,1.06365,1.0967,1814558.677699,1990026.5018324933
1637020800,2021-11-16,XRP/USD,1.17325,1.17325,1.05271,1.09128,4100696.610736,4475008.197363982
1636934400,2021-11-15,XRP/USD,1.18583,1.22021,1.16844,1.17302,1082922.882795,1270290.199976191
1636848000,2021-11-14,XRP/USD,1.19138,1.19733,1.17,1.18567,499908.09539,592726.0314610612
1636761600,2021-11-13,XRP/USD,1.19063,1.20395,1.1706,1.1915,916952.51432,1092548.92081228
1636675200,2021-11-12,XRP/USD,1.21925,1.23039,1.15507,1.1907,2388061.19761,2843464.4679942275
1636588800,2021-11-11,XRP/USD,1.19103,1.25092,1.18006,1.21927,2014639.233232,2456389.1779027805
1636502400,2021-11-10,XRP/USD,1.25838,1.345,1.11845,1.19125,6203390.200285,7389788.576089505
1636416000,2021-11-09,XRP/USD,1.28406,1.28537,1.22888,1.25863,2358561.23226,2968555.9237594036
1636329600,2021-11-08,XRP/USD,1.21759,1.29439,1.21759,1.28431,3066904.3802,3938855.964534662
1636243200,2021-11-07,XRP/USD,1.152,1.23378,1.14762,1.21735,1616888.351128,1968319.0342456708
1636156800,2021-11-06,XRP/USD,1.16068,1.17433,1.10475,1.15204,1580367.736083,1820646.8466770593
1636070400,2021-11-05,XRP/USD,1.2,1.2,1.13503,1.16091,1821073.622105,2114102.5786379157
1635984000,2021-11-04,XRP/USD,1.20923,1.25409,1.16615,1.19998,2598746.504611,3118443.830603108
1635897600,2021-11-03,XRP/USD,1.13702,1.23142,1.13036,1.20774,4662685.408649,5631311.675441744
1635811200,2021-11-02,XRP/USD,1.09309,1.14518,1.08969,1.13723,1576412.948518,1792744.0974431252
1635724800,2021-11-01,XRP/USD,1.11432,1.13034,1.07277,1.0932,1189724.571743,1300606.9018294476
1635638400,2021-10-31,XRP/USD,1.08453,1.152,1.07268,1.11438,2326064.637779,2592119.9110481623
