https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume USD
1687996800000,2023-06-29 00:00:00,BTC/USD,30086.55,30827.58,30051.63,30455.0,317.5486866,9670945.250403
1687910400000,2023-06-28 00:00:00,BTC/USD,30702.15,30702.15,29872.6,30086.55,321.47970906,9672215.340619143
1687824000000,2023-06-27 00:00:00,BTC/USD,30273.01,30999.0,30228.78,30702.15,580.49323392,17822390.341796927
1687737600000,2023-06-26 00:00:00,BTC/USD,30487.47,30666.5,29952.12,30273.01,543.28955787,16447010.218294086
1687651200000,2023-06-25 00:00:00,BTC/USD,30545.4,31051.54,30300.0,30487.47,308.66881849,9410531.34364932
1687564800000,2023-06-24 00:00:00,BTC/USD,30699.65,30803.83,30279.0,30545.4,461.96996607,14111057.40159458
1687478400000,2023-06-23 00:00:00,BTC/USD,29886.95,31422.41,29811.14,30699.65,799.07675973,24531376.846845098
1687392000000,2023-06-22 00:00:00,BTC/USD,29990.01,30490.12,29560.0,29886.95,1094.31898503,32705856.78964236
1687305600000,2023-06-21 00:00:00,BTC/USD,28318.74,30777.17,28292.29,29990.01,1501.98502837,45044546.020666584
1687219200000,2023-06-20 00:00:00,BTC/USD,26840.33,28424.3,26652.1,28318.74,714.23832638,20226329.462790363
1687132800000,2023-06-19 00:00:00,BTC/USD,26344.16,27029.73,26280.87,26840.33,242.87124437,6518744.346401443
1687046400000,2023-06-18 00:00:00,BTC/USD,26512.13,26694.95,26265.9,26344.16,91.77547973,2417747.922083877
1686960000000,2023-06-17 00:00:00,BTC/USD,26330.38,26808.4,26175.23,26512.13,159.74867073,4235277.525720955
1686873600000,2023-06-16 00:00:00,BTC/USD,25574.55,26476.99,25172.73,26330.38,412.8623561,10870822.723808318
1686787200000,2023-06-15 00:00:00,BTC/USD,25133.3,25739.65,24750.01,25574.55,566.90943739,14498453.752002424
1686700800000,2023-06-14 00:00:00,BTC/USD,25929.3,26069.38,24833.87,25133.3,460.14004272,11564837.735694576
1686614400000,2023-06-13 00:00:00,BTC/USD,25902.21,26415.64,25721.45,25929.3,353.63156137,9169418.84423114
1686528000000,2023-06-12 00:00:00,BTC/USD,25936.51,26093.79,25625.0,25902.21,380.70128878,9861004.729250204
1686441600000,2023-06-11 00:00:00,BTC/USD,25854.62,26202.0,25668.0,25936.51,114.27522714,2963900.5714688813
1686355200000,2023-06-10 00:00:00,BTC/USD,26482.95,26530.98,25392.0,25854.62,306.81696965,7932636.159852282
1686268800000,2023-06-09 00:00:00,BTC/USD,26513.29,26768.07,26293.39,26482.95,247.14063376,6545013.046834392
1686182400000,2023-06-08 00:00:00,BTC/USD,26353.27,26826.77,26219.01,26513.29,296.7228361,7867098.603141769
1686096000000,2023-06-07 00:00:00,BTC/USD,27243.06,27395.0,26142.19,26353.27,479.65555283,12640492.290728254
1686009600000,2023-06-06 00:00:00,BTC/USD,25736.82,27340.57,25353.36,27243.06,821.93155603,22391930.696818653
1685923200000,2023-06-05 00:00:00,BTC/USD,27117.48,27125.0,25471.43,25736.82,895.41916262,23045241.81290167
1685836800000,2023-06-04 00:00:00,BTC/USD,27080.27,27446.42,26970.0,27117.48,237.71211007,6446153.390581023
1685750400000,2023-06-03 00:00:00,BTC/USD,27253.37,27340.57,26927.52,27080.27,93.67836196,2536835.335034529
1685664000000,2023-06-02 00:00:00,BTC/USD,26826.55,27304.14,26514.47,27253.37,265.60065994,7238513.057588998
1685577600000,2023-06-01 00:00:00,BTC/USD,27215.54,27352.32,26625.0,26826.55,265.49712936,7122372.015632507
1685491200000,2023-05-31 00:00:00,BTC/USD,27701.82,27834.93,26834.02,27215.54,291.11386067,7922820.919618812
1685404800000,2023-05-30 00:00:00,BTC/USD,27743.95,28046.68,27567.29,27701.82,280.35669646,7766390.741129558
1685318400000,2023-05-29 00:00:00,BTC/USD,28085.33,28477.1,27545.78,27743.95,258.79538906,7180006.334311187
