https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume FIL
1685232000000,2023-05-28 00:00:00,FIL/USD,4.4747,4.7085,4.4747,4.6631,133754.83921732078,28683.67378296
1685145600000,2023-05-27 00:00:00,FIL/USD,4.4497,4.5067,4.4242,4.4848,48048.033503041326,10713.52869761
1685059200000,2023-05-26 00:00:00,FIL/USD,4.4195,4.4575,4.3795,4.4462,7287.513707818102,1639.04316221
1684972800000,2023-05-25 00:00:00,FIL/USD,4.4586,4.4586,4.3464,4.4211,7933.682609562026,1794.50422057
1684886400000,2023-05-24 00:00:00,FIL/USD,4.5175,4.5175,4.3469,4.4693,86572.72608780001,19370.53366026
1684800000000,2023-05-23 00:00:00,FIL/USD,4.421,4.5297,4.4021,4.525,15819.322943956002,3495.98297104
1684713600000,2023-05-22 00:00:00,FIL/USD,4.3787,4.4348,4.316,4.4125,5968.829238746999,1352.70917592
1684627200000,2023-05-21 00:00:00,FIL/USD,4.5204,4.5371,4.35,4.3853,71492.81800137494,16302.83401395
1684540800000,2023-05-20 00:00:00,FIL/USD,4.5055,4.5435,4.4663,4.5194,238296.0379811445,52727.3615925
1684454400000,2023-05-19 00:00:00,FIL/USD,4.4699,4.5198,4.4335,4.5045,163944.10904969097,36395.62860466
1684368000000,2023-05-18 00:00:00,FIL/USD,4.5608,4.6617,4.3963,4.4634,165231.1642048006,37019.12537635
1684281600000,2023-05-17 00:00:00,FIL/USD,4.4316,4.609,4.3928,4.5455,109185.71625669864,24020.6173703
1684195200000,2023-05-16 00:00:00,FIL/USD,4.474,4.4851,4.3807,4.4261,29658.738178056006,6700.87394728
1684108800000,2023-05-15 00:00:00,FIL/USD,4.4433,4.5369,4.385,4.4614,140194.62248524683,31423.90785073
1684022400000,2023-05-14 00:00:00,FIL/USD,4.3797,4.4915,4.3294,4.4521,34359.675708445284,7717.6334108500005
1683936000000,2023-05-13 00:00:00,FIL/USD,4.4207,4.4234,4.3423,4.3886,6287.857965618957,1432.77080746
1683849600000,2023-05-12 00:00:00,FIL/USD,4.3376,4.4394,4.2266,4.437,41812.35445798344,9423.56422312
1683763200000,2023-05-11 00:00:00,FIL/USD,4.5965,4.5965,4.2384,4.3653,122923.36947843544,28159.20314261
1683676800000,2023-05-10 00:00:00,FIL/USD,4.5486,4.7301,4.3667,4.6046,366124.1998495321,79512.70465394
1683590400000,2023-05-09 00:00:00,FIL/USD,4.5318,4.6062,4.4961,4.5576,588831.2768139195,129197.66473888
1683504000000,2023-05-08 00:00:00,FIL/USD,5.022,5.0774,4.3468,4.5473,270431.081744956,59470.69288258
1683417600000,2023-05-07 00:00:00,FIL/USD,5.055,5.1297,5.0179,5.031,58262.3901647424,11580.6778304
1683331200000,2023-05-06 00:00:00,FIL/USD,5.2519,5.2864,4.9963,5.0588,93327.33671932746,18448.51283295
1683244800000,2023-05-05 00:00:00,FIL/USD,5.2767,5.3277,5.0824,5.2782,66232.70557718244,12548.35087287
1683158400000,2023-05-04 00:00:00,FIL/USD,5.3327,5.3561,5.2399,5.2657,5519.584663145025,1048.21479825
1683072000000,2023-05-03 00:00:00,FIL/USD,5.2717,5.3733,5.2081,5.3497,56184.53256085949,10502.37070506
1682985600000,2023-05-02 00:00:00,FIL/USD,5.2837,5.3195,5.2263,5.2836,40661.94255703154,7695.87829454
1682899200000,2023-05-01 00:00:00,FIL/USD,5.4236,5.4652,5.199,5.3065,120195.22975537243,22650.56624053
1682812800000,2023-04-30 00:00:00,FIL/USD,5.5654,5.61,5.3973,5.4239,88139.9318606894,16250.28703713
1682726400000,2023-04-29 00:00:00,FIL/USD,5.4997,5.6683,5.4298,5.5798,427823.12734284997,76673.55950802
1682640000000,2023-04-28 00:00:00,FIL/USD,5.4026,5.5291,5.2783,5.5093,86444.63322360888,15690.67453644
1682553600000,2023-04-27 00:00:00,FIL/USD,5.2424,5.4821,5.2152,5.3911,91005.50656250496,16880.69346933
1682467200000,2023-04-26 00:00:00,FIL/USD,5.3432,5.5491,5.01,5.2537,179801.95657931315,34223.87204814
1682380800000,2023-04-25 00:00:00,FIL/USD,5.2502,5.387,5.16,5.3582,29176.147187702532,5445.13963415
1682294400000,2023-04-24 00:00:00,FIL/USD,5.2534,5.3566,5.17,5.2593,102867.92265697823,19559.24222938
1682208000000,2023-04-23 00:00:00,FIL/USD,5.3177,5.3893,5.154,5.2737,119354.70897160079,22632.06268305
1682121600000,2023-04-22 00:00:00,FIL/USD,5.2773,5.3454,5.2163,5.3281,46366.75857314058,8702.30637059
1682035200000,2023-04-21 00:00:00,FIL/USD,5.5824,5.6262,5.1257,5.2661,257243.93615195493,48849.04125481
1681948800000,2023-04-20 00:00:00,FIL/USD,5.7126,5.8187,5.4636,5.5602,111423.25453518328,20039.43285047
1681862400000,2023-04-19 00:00:00,FIL/USD,6.2585,6.3019,5.5202,5.7034,392506.592547411,68819.7553297
1681776000000,2023-04-18 00:00:00,FIL/USD,6.1053,6.313,6.0327,6.2612,77017.63012077015,12300.77782546
1681689600000,2023-04-17 00:00:00,FIL/USD,6.3434,6.3539,6.04,6.1146,96578.33356959905,15794.70996788
1681603200000,2023-04-16 00:00:00,FIL/USD,6.2916,6.39,6.1933,6.3416,829681.1134012649,130831.51151149
1681516800000,2023-04-15 00:00:00,FIL/USD,6.193,6.4317,6.0765,6.2969,226685.76015319474,35999.58077041
1681430400000,2023-04-14 00:00:00,FIL/USD,6.0886,6.3148,5.9352,6.2086,207232.04238740864,33378.22413868
1681344000000,2023-04-13 00:00:00,FIL/USD,5.9339,6.1256,5.9163,6.0775,142848.17533707793,23504.43033107
1681257600000,2023-04-12 00:00:00,FIL/USD,6.104,6.1175,5.8043,5.9679,269102.4856112933,45091.65462077
1681171200000,2023-04-11 00:00:00,FIL/USD,6.1665,6.1665,5.9578,6.106,72590.03063759886,11888.31160131
1681084800000,2023-04-10 00:00:00,FIL/USD,5.763,6.2263,5.6723,6.1587,312221.9141231673,50696.07451624
1680998400000,2023-04-09 00:00:00,FIL/USD,5.7831,5.8743,5.6293,5.7451,151618.84646878322,26390.98474679
1680912000000,2023-04-08 00:00:00,FIL/USD,5.7789,5.9026,5.7412,5.7636,217473.5006697117,37732.23344259
1680825600000,2023-04-07 00:00:00,FIL/USD,5.6201,6.0017,5.5055,5.7892,328078.47932712233,56670.77995701
1680739200000,2023-04-06 00:00:00,FIL/USD,5.5991,5.6183,5.5249,5.5707,10094.413774298358,1812.05481794
1680652800000,2023-04-05 00:00:00,FIL/USD,5.6059,5.7851,5.5512,5.6678,52578.24225581535,9276.65800766
1680566400000,2023-04-04 00:00:00,FIL/USD,5.5794,5.6617,5.521,5.6137,27735.655172338702,4940.7084761099995
1680480000000,2023-04-03 00:00:00,FIL/USD,5.5303,5.6797,5.3488,5.5739,95366.89381771206,17109.54516904
1680393600000,2023-04-02 00:00:00,FIL/USD,5.7742,5.7877,5.4361,5.5416,64302.77294044805,11603.64749178
1680307200000,2023-04-01 00:00:00,FIL/USD,5.6952,5.8005,5.5436,5.7622,111513.77054582581,19352.63797609
1680220800000,2023-03-31 00:00:00,FIL/USD,5.5623,5.7299,5.4576,5.6833,95562.17965423925,16814.55838232
1680134400000,2023-03-30 00:00:00,FIL/USD,5.7446,5.8806,5.4387,5.5597,138767.577985034,24959.54421732
1680048000000,2023-03-29 00:00:00,FIL/USD,5.5602,5.8237,5.5419,5.7351,92801.00260516112,16181.2353063
1679961600000,2023-03-28 00:00:00,FIL/USD,5.356,5.6165,5.2727,5.5516,116519.57951028881,20988.46810114
1679875200000,2023-03-27 00:00:00,FIL/USD,5.6868,5.6898,5.209,5.3443,193108.62876186654,36133.56824315
1679788800000,2023-03-26 00:00:00,FIL/USD,5.3872,5.7347,5.3649,5.679,166545.9589378817,29326.63478392
1679702400000,2023-03-25 00:00:00,FIL/USD,5.5606,5.6246,5.2672,5.383,106587.6090317577,19800.7819119
1679616000000,2023-03-24 00:00:00,FIL/USD,5.9429,6.0474,5.46,5.5524,176097.75304922933,31715.61001535
1679529600000,2023-03-23 00:00:00,FIL/USD,5.6563,5.9683,5.6166,5.9325,112175.7909508509,18908.68789732
1679443200000,2023-03-22 00:00:00,FIL/USD,5.9235,5.9743,5.3282,5.6405,391339.40447357314,69380.26849988
1679356800000,2023-03-21 00:00:00,FIL/USD,5.7337,6.087,5.628,5.9373,144730.436734254,24376.47360488
1679270400000,2023-03-20 00:00:00,FIL/USD,6.2689,6.4416,5.6627,5.7181,303467.87440560857,53071.45282622
1679184000000,2023-03-19 00:00:00,FIL/USD,5.8867,6.5146,5.8546,6.2724,294713.5579706043,46985.77226749
1679097600000,2023-03-18 00:00:00,FIL/USD,6.3824,6.5391,5.8343,5.8802,499637.49707106745,84969.47332932
1679011200000,2023-03-17 00:00:00,FIL/USD,5.8125,6.4447,5.7137,6.3736,497392.2818265087,78039.45679467
1678924800000,2023-03-16 00:00:00,FIL/USD,5.6291,5.9292,5.5253,5.8196,286310.3019294407,49197.59123126
1678838400000,2023-03-15 00:00:00,FIL/USD,6.7792,7.048,5.3444,5.6245,692516.0150868197,123124.90267345001
1678752000000,2023-03-14 00:00:00,FIL/USD,6.4034,7.59,6.1601,6.762,985458.7555194024,145734.80560772
1678665600000,2023-03-13 00:00:00,FIL/USD,5.7321,6.6003,5.6944,6.4015,943288.5645491974,147354.30204627
1678579200000,2023-03-12 00:00:00,FIL/USD,4.9729,5.7583,4.8225,5.7384,307257.43258921395,53544.0946238
1678492800000,2023-03-11 00:00:00,FIL/USD,5.3244,5.5365,4.6789,4.9666,264758.6910404691,53307.83454284
1678406400000,2023-03-10 00:00:00,FIL/USD,5.5107,5.5214,5.11,5.3175,155079.68174508231,29164.02101459
1678320000000,2023-03-09 00:00:00,FIL/USD,5.8117,6.2014,5.2943,5.5169,345099.18956653925,62553.09858191
1678233600000,2023-03-08 00:00:00,FIL/USD,5.989,6.1023,5.6029,5.7807,185878.03136117788,32154.93475897
1678147200000,2023-03-07 00:00:00,FIL/USD,6.0864,6.1847,5.7763,5.9757,62466.8043587763,10453.47061579
1678060800000,2023-03-06 00:00:00,FIL/USD,6.1346,6.2412,6.0164,6.098,53466.7132841318,8767.9096891
1677974400000,2023-03-05 00:00:00,FIL/USD,5.9228,6.2632,5.8828,6.1437,107348.25275386884,17472.89951558
1677888000000,2023-03-04 00:00:00,FIL/USD,6.254,6.3164,5.69,5.9175,237137.68172661326,40073.96395887
1677801600000,2023-03-03 00:00:00,FIL/USD,6.9017,6.9702,5.8778,6.2575,298454.67585959734,47695.51352131
1677715200000,2023-03-02 00:00:00,FIL/USD,7.2426,7.3519,6.6488,6.8898,253423.77414397418,36782.45727655
1677628800000,2023-03-01 00:00:00,FIL/USD,6.4853,7.288,6.4214,7.2604,465264.42734181584,64082.47856066
1677542400000,2023-02-28 00:00:00,FIL/USD,6.8598,6.8716,6.3297,6.4853,246692.27316912077,38038.68335607
1677456000000,2023-02-27 00:00:00,FIL/USD,6.8731,7.247,6.6765,6.8554,206912.8558113327,30182.46284846
1677369600000,2023-02-26 00:00:00,FIL/USD,6.6972,6.9955,6.6498,6.9035,102883.45499407408,14903.08611488
1677283200000,2023-02-25 00:00:00,FIL/USD,6.8533,6.9903,6.35,6.7163,248056.09943324226,36933.44541388
1677196800000,2023-02-24 00:00:00,FIL/USD,7.8497,8.0509,6.625,6.8446,823787.8484495366,120355.87886064
1677110400000,2023-02-23 00:00:00,FIL/USD,8.0281,8.2664,7.6394,7.8533,534606.0696619471,68074.0669097
1677024000000,2023-02-22 00:00:00,FIL/USD,8.1974,9.1629,7.5368,8.0126,2319476.7587137287,289478.66594036
1676937600000,2023-02-21 00:00:00,FIL/USD,8.5548,8.6645,7.7016,8.1813,1409812.4712471303,172321.32683646
1676851200000,2023-02-20 00:00:00,FIL/USD,8.5343,8.7058,8.0809,8.5234,1014822.333332956,119063.08906457
1676764800000,2023-02-19 00:00:00,FIL/USD,7.5217,9.4793,7.5188,8.4948,3639622.208227464,428452.96042608
1676678400000,2023-02-18 00:00:00,FIL/USD,7.6389,7.9703,7.2812,7.5138,1665426.4899731777,221649.03111251
1676592000000,2023-02-17 00:00:00,FIL/USD,5.4088,7.882,5.4088,7.6403,4800485.2790287305,628311.09760464
1676505600000,2023-02-16 00:00:00,FIL/USD,5.4892,5.985,5.3634,5.3933,704883.3457889459,130696.11291583
1676419200000,2023-02-15 00:00:00,FIL/USD,5.103,5.4901,5.0108,5.4832,176585.14569943552,32204.7610336
1676332800000,2023-02-14 00:00:00,FIL/USD,4.861,5.1012,4.7563,5.0911,153894.10827771676,30228.06628778
1676246400000,2023-02-13 00:00:00,FIL/USD,4.9093,4.9663,4.695,4.8652,102911.30284181597,21152.53285411
1676160000000,2023-02-12 00:00:00,FIL/USD,5.0941,5.145,4.8561,4.9227,55277.147724817245,11229.03035424
1676073600000,2023-02-11 00:00:00,FIL/USD,4.853,5.1145,4.8456,5.103,82636.57771538084,16193.72481195
1675987200000,2023-02-10 00:00:00,FIL/USD,4.7757,4.9967,4.7254,4.8492,186513.47328982037,38462.73061326
1675900800000,2023-02-09 00:00:00,FIL/USD,5.4435,5.5073,4.6082,4.786,402154.6504445402,84027.29846313
1675814400000,2023-02-08 00:00:00,FIL/USD,5.5511,5.7154,5.2622,5.4396,237095.7897256537,43586.98980176
1675728000000,2023-02-07 00:00:00,FIL/USD,5.1253,5.5589,5.1253,5.5456,125420.94983396417,22616.2993786
1675641600000,2023-02-06 00:00:00,FIL/USD,5.3043,5.401,5.0776,5.1205,80809.88086119603,15781.63868005
1675555200000,2023-02-05 00:00:00,FIL/USD,5.5183,5.5482,5.1636,5.2968,153440.5006087588,28968.52828288
1675468800000,2023-02-04 00:00:00,FIL/USD,5.6778,5.7268,5.4828,5.5169,63870.74880556201,11577.2895658
1675382400000,2023-02-03 00:00:00,FIL/USD,5.4767,5.7677,5.4139,5.6728,152121.70970645652,26815.983236930002
1675296000000,2023-02-02 00:00:00,FIL/USD,5.6866,5.858,5.4498,5.4503,250297.99752063848,45923.71016653
1675209600000,2023-02-01 00:00:00,FIL/USD,5.2324,5.7772,5.0509,5.6858,400971.06864207686,70521.48662318
1675123200000,2023-01-31 00:00:00,FIL/USD,5.1039,5.4382,5.0062,5.2309,155762.1518780819,29777.31401443
1675036800000,2023-01-30 00:00:00,FIL/USD,5.4917,5.5233,4.8508,5.101,251715.27284926752,49346.26011552
1674950400000,2023-01-29 00:00:00,FIL/USD,5.2702,5.5599,5.2628,5.4835,143168.6865242325,26108.99726894
1674864000000,2023-01-28 00:00:00,FIL/USD,5.394,5.6028,5.1766,5.2801,400451.4416151253,75841.63966878
1674777600000,2023-01-27 00:00:00,FIL/USD,5.4387,5.477,5.1778,5.388,112823.17531368733,20939.71330989
1674691200000,2023-01-26 00:00:00,FIL/USD,5.4688,5.667,5.1749,5.4381,270997.8970698585,49833.1948787
1674604800000,2023-01-25 00:00:00,FIL/USD,4.994,5.7017,4.8254,5.4499,484007.8656006142,88810.41222786
1674518400000,2023-01-24 00:00:00,FIL/USD,5.3968,5.5473,4.8476,4.9934,242726.92293802925,48609.54919254
1674432000000,2023-01-23 00:00:00,FIL/USD,5.4205,5.7693,5.1544,5.4117,510253.7020733116,94287.13751193
1674345600000,2023-01-22 00:00:00,FIL/USD,4.9559,5.7838,4.9008,5.43,743170.2234365459,136863.7612222
1674259200000,2023-01-21 00:00:00,FIL/USD,4.7531,5.1892,4.6918,4.9321,257847.01997722776,52279.35767264
1674172800000,2023-01-20 00:00:00,FIL/USD,4.3919,4.7808,4.3392,4.7492,132555.44286803782,27911.10984335
1674086400000,2023-01-19 00:00:00,FIL/USD,4.2486,4.4364,4.2486,4.4078,121273.8019465437,27513.45386509
1674000000000,2023-01-18 00:00:00,FIL/USD,4.6479,4.7365,4.22,4.2584,388212.4402326035,91163.92077602
1673913600000,2023-01-17 00:00:00,FIL/USD,4.5507,4.8719,4.4351,4.6244,378463.6582217749,81840.59731463
1673827200000,2023-01-16 00:00:00,FIL/USD,4.715,4.86,4.4169,4.5696,394912.1336871622,86421.59788322
1673740800000,2023-01-15 00:00:00,FIL/USD,4.7661,4.98,4.4568,4.6978,553358.0283578517,117790.88687425
1673654400000,2023-01-14 00:00:00,FIL/USD,4.0178,4.862,3.9651,4.8001,1107685.8030243265,230763.06806615
1673568000000,2023-01-13 00:00:00,FIL/USD,3.8536,4.1105,3.7383,4.0243,128198.17284969894,31856.01790366
1673481600000,2023-01-12 00:00:00,FIL/USD,3.7303,3.873,3.5817,3.8522,142720.827110967,37049.17374772
1673395200000,2023-01-11 00:00:00,FIL/USD,3.7653,3.7819,3.5397,3.7322,111280.54529986889,29816.34030863
1673308800000,2023-01-10 00:00:00,FIL/USD,3.776,3.8623,3.6614,3.7589,133393.33829144304,35487.33360596
1673222400000,2023-01-09 00:00:00,FIL/USD,3.4566,3.9469,3.4375,3.7794,895011.0439370599,236812.99781369
1673136000000,2023-01-08 00:00:00,FIL/USD,3.2982,3.4642,3.277,3.4518,55163.00283167203,15980.93830224
1673049600000,2023-01-07 00:00:00,FIL/USD,3.3392,3.3968,3.2768,3.3025,69476.65618093192,21037.59460437
1672963200000,2023-01-06 00:00:00,FIL/USD,3.2962,3.3591,3.2119,3.3437,62945.56204958361,18825.12248395
1672876800000,2023-01-05 00:00:00,FIL/USD,3.3594,3.362,3.2326,3.2887,94049.10403426814,28597.65379459
1672790400000,2023-01-04 00:00:00,FIL/USD,3.0946,3.5006,3.0903,3.36,436025.46566308796,129769.4838283
1672704000000,2023-01-03 00:00:00,FIL/USD,3.1559,3.1952,3.0315,3.0913,144836.07147012223,46852.80350342
1672617600000,2023-01-02 00:00:00,FIL/USD,3.1155,3.2153,3.0388,3.1515,51828.87202692903,16445.77884402
1672531200000,2023-01-01 00:00:00,FIL/USD,3.0136,3.1502,2.9968,3.1135,42412.59018985768,13622.15840368
1672444800000,2022-12-31 00:00:00,FIL/USD,2.985,3.1123,2.9633,3.0136,106551.80908679689,35356.9846983
1672358400000,2022-12-30 00:00:00,FIL/USD,2.9787,2.9971,2.92,2.978,63593.715572694106,21354.50489345
1672272000000,2022-12-29 00:00:00,FIL/USD,3.0035,3.0472,2.9237,2.9841,110649.4682464768,37079.67837756
1672185600000,2022-12-28 00:00:00,FIL/USD,3.0745,3.0979,2.978,2.9955,185207.48610285769,61828.57155829
1672099200000,2022-12-27 00:00:00,FIL/USD,3.0122,3.2972,2.978,3.0718,297759.83186573826,96933.33936641
1672012800000,2022-12-26 00:00:00,FIL/USD,2.9623,3.0127,2.9474,3.0069,137920.6256603085,45868.04538239
1671926400000,2022-12-25 00:00:00,FIL/USD,2.9322,2.9711,2.8987,2.9654,28883.575215746765,9740.19532466
1671840000000,2022-12-24 00:00:00,FIL/USD,2.9715,2.9969,2.9216,2.9353,50093.44091284619,17065.86751366
1671753600000,2022-12-23 00:00:00,FIL/USD,3.0004,3.0417,2.9529,2.9752,78372.46946019618,26341.91632838
1671667200000,2022-12-22 00:00:00,FIL/USD,2.9824,3.0122,2.8958,3.0002,126315.30069285227,42102.29341139
1671580800000,2022-12-21 00:00:00,FIL/USD,2.9853,2.9993,2.8866,2.9811,128838.1417692809,43218.32268937
1671494400000,2022-12-20 00:00:00,FIL/USD,2.8185,3.1102,2.8127,2.9745,326612.93714962294,109804.31573361
1671408000000,2022-12-19 00:00:00,FIL/USD,3.0528,3.1083,2.6784,2.8159,179654.5055372145,63800.03037651
1671321600000,2022-12-18 00:00:00,FIL/USD,3.19,3.19,3.0361,3.0526,73222.96307246192,23987.08087285
1671235200000,2022-12-17 00:00:00,FIL/USD,3.0026,3.3989,2.8692,3.201,401372.5997572863,125389.7531263
1671148800000,2022-12-16 00:00:00,FIL/USD,4.1514,4.183,2.3588,3.0151,649196.2180656459,215314.98725271
1671062400000,2022-12-15 00:00:00,FIL/USD,4.2358,4.2445,4.1043,4.1508,25602.321157899085,6168.04499323
1670976000000,2022-12-14 00:00:00,FIL/USD,4.3273,4.3736,4.1904,4.2299,50505.7588882762,11940.17799198
1670889600000,2022-12-13 00:00:00,FIL/USD,4.2781,4.3624,4.1216,4.3227,144318.39632280098,33386.16982969
1670803200000,2022-12-12 00:00:00,FIL/USD,4.2852,4.2926,4.1934,4.2595,65114.51572360389,15286.89182383
1670716800000,2022-12-11 00:00:00,FIL/USD,4.383,4.4191,4.2492,4.2873,42628.951788588194,9943.07647904
1670630400000,2022-12-10 00:00:00,FIL/USD,4.4399,4.4454,4.3711,4.3764,32882.401362761586,7513.57311095
1670544000000,2022-12-09 00:00:00,FIL/USD,4.396,4.4714,4.3807,4.435,38686.2298146364,8722.93795144
1670457600000,2022-12-08 00:00:00,FIL/USD,4.3424,4.444,4.3129,4.3938,59342.21190415776,13505.89737907
1670371200000,2022-12-07 00:00:00,FIL/USD,4.5947,4.5993,4.1879,4.3499,159097.06140069943,36574.8779054
1670284800000,2022-12-06 00:00:00,FIL/USD,4.5274,4.6215,4.4931,4.5909,101237.31629522296,22051.73632517
1670198400000,2022-12-05 00:00:00,FIL/USD,4.5805,4.6191,4.4666,4.5248,48982.29317263789,10825.29463681
1670112000000,2022-12-04 00:00:00,FIL/USD,4.4247,4.5979,4.4188,4.5714,27966.856948268753,6117.78819361
1670025600000,2022-12-03 00:00:00,FIL/USD,4.6571,4.6827,4.397,4.4259,89043.35512130667,20118.70017879
1669939200000,2022-12-02 00:00:00,FIL/USD,4.3944,4.7145,4.3487,4.6432,171447.62623352633,36924.45430598
1669852800000,2022-12-01 00:00:00,FIL/USD,4.4242,4.4753,4.3517,4.3935,56365.48485422155,12829.28982684
1669766400000,2022-11-30 00:00:00,FIL/USD,4.354,4.5098,4.2426,4.419,155608.34595831725,35213.47498491
1669680000000,2022-11-29 00:00:00,FIL/USD,4.2582,4.4094,4.2263,4.3492,171748.98725583238,39489.78829574
1669593600000,2022-11-28 00:00:00,FIL/USD,4.3603,4.3993,4.1559,4.2605,80366.23221440543,18863.09874766
1669507200000,2022-11-27 00:00:00,FIL/USD,4.3036,4.6778,4.2989,4.3608,992937.7186403367,227696.22973774
1669420800000,2022-11-26 00:00:00,FIL/USD,4.3028,4.4087,4.2733,4.3037,55131.00114720867,12810.14037856
1669334400000,2022-11-25 00:00:00,FIL/USD,4.3872,4.4019,4.251,4.2955,57503.04314820703,13386.81018466
1669248000000,2022-11-24 00:00:00,FIL/USD,4.4436,4.4555,4.3484,4.3939,75628.48326212754,17212.15395483
1669161600000,2022-11-23 00:00:00,FIL/USD,4.3125,4.4854,4.2909,4.4387,96370.08732306557,21711.33154371
1669075200000,2022-11-22 00:00:00,FIL/USD,4.1592,4.3591,4.0919,4.3192,106150.73298665271,24576.48013212
1668988800000,2022-11-21 00:00:00,FIL/USD,4.1612,4.2207,4.05,4.1665,66496.25356920897,15959.739246180001
1668902400000,2022-11-20 00:00:00,FIL/USD,4.3878,4.4508,4.0945,4.1673,42903.890238215376,10295.36876112
1668816000000,2022-11-19 00:00:00,FIL/USD,4.3376,4.4345,4.2587,4.3789,35897.44256777003,8197.82195706
1668729600000,2022-11-18 00:00:00,FIL/USD,4.3091,4.4076,4.2793,4.3393,54250.514075583014,12502.13492397
1668643200000,2022-11-17 00:00:00,FIL/USD,4.3336,4.3915,4.219,4.3172,33490.26173083404,7757.40334727
1668556800000,2022-11-16 00:00:00,FIL/USD,4.3809,4.539,4.2651,4.3361,47063.70391646387,10853.92493634
1668470400000,2022-11-15 00:00:00,FIL/USD,4.3288,4.5058,4.2836,4.3934,25216.551484646476,5739.64389417
1668384000000,2022-11-14 00:00:00,FIL/USD,4.2729,4.401,4.0926,4.3209,61008.326560535745,14119.35628238
1668297600000,2022-11-13 00:00:00,FIL/USD,4.2686,4.4516,4.214,4.2872,97705.67761241885,22790.09087806
1668211200000,2022-11-12 00:00:00,FIL/USD,4.4828,4.4828,4.2304,4.2691,122198.49611940418,28623.94793268
1668124800000,2022-11-11 00:00:00,FIL/USD,4.6238,4.6797,4.2053,4.4741,128254.00670106725,28665.87843389
1668038400000,2022-11-10 00:00:00,FIL/USD,4.1331,4.7875,4.106,4.6252,195046.78200182048,42170.4536024
1667952000000,2022-11-09 00:00:00,FIL/USD,4.7814,4.8671,4.006,4.1504,393249.9998227069,94749.90358103
1667865600000,2022-11-08 00:00:00,FIL/USD,5.7331,5.8379,4.1167,4.7817,633482.5583451699,132480.61533454
1667779200000,2022-11-07 00:00:00,FIL/USD,5.8223,5.9438,5.6085,5.7439,122232.81095659304,21280.45595442
1667692800000,2022-11-06 00:00:00,FIL/USD,6.1772,6.3914,5.787,5.8432,341668.3170699498,58472.80891805
1667606400000,2022-11-05 00:00:00,FIL/USD,6.1537,6.5535,6.0216,6.1671,384890.4268434943,62410.27822534
1667520000000,2022-11-04 00:00:00,FIL/USD,5.7924,6.3073,5.7448,6.1494,336827.0342303332,54773.96725377
1667433600000,2022-11-03 00:00:00,FIL/USD,5.2176,6.2428,5.2176,5.7987,683524.818754008,117875.52705848
1667347200000,2022-11-02 00:00:00,FIL/USD,5.3774,5.4247,5.1079,5.2262,95319.9251644969,18238.8590495
1667260800000,2022-11-01 00:00:00,FIL/USD,5.4285,5.5057,5.337,5.3674,54859.43732812235,10220.85876367
1667174400000,2022-10-31 00:00:00,FIL/USD,5.3997,5.5157,5.3118,5.4345,64077.5395603747,11790.88040489
1667088000000,2022-10-30 00:00:00,FIL/USD,5.7234,5.7643,5.2839,5.3914,251427.40802241786,46634.90151397
1667001600000,2022-10-29 00:00:00,FIL/USD,5.3729,5.9012,5.3495,5.7288,338054.1831787003,59009.59767817
1666915200000,2022-10-28 00:00:00,FIL/USD,5.2395,5.4706,5.1198,5.3646,72236.28599353692,13465.36293359
1666828800000,2022-10-27 00:00:00,FIL/USD,5.2531,5.5029,5.2191,5.2339,79137.50508232352,15120.17904093
1666742400000,2022-10-26 00:00:00,FIL/USD,5.1924,5.3685,5.1817,5.2616,69004.35519366067,13114.70944079
1666656000000,2022-10-25 00:00:00,FIL/USD,4.9454,5.32,4.9109,5.1833,184205.34068137547,35538.23639021
1666569600000,2022-10-24 00:00:00,FIL/USD,5.1273,5.1526,4.9268,4.9515,59490.82523755248,12014.70771232
1666483200000,2022-10-23 00:00:00,FIL/USD,4.9698,5.1764,4.9455,5.1211,157981.18219302208,30849.07191678
1666396800000,2022-10-22 00:00:00,FIL/USD,4.9681,4.9976,4.9047,4.9576,40657.34515557919,8201.01362667
1666310400000,2022-10-21 00:00:00,FIL/USD,4.9374,4.9934,4.8041,4.9578,84479.95141509494,17039.80624775
1666224000000,2022-10-20 00:00:00,FIL/USD,4.9811,5.0936,4.9063,4.9468,69751.05173179581,14100.23686662
1666137600000,2022-10-19 00:00:00,FIL/USD,5.1347,5.1465,4.9192,4.9846,197078.49104368637,39537.47362751
1666051200000,2022-10-18 00:00:00,FIL/USD,5.2614,5.276,5.0635,5.1298,113797.7013359613,22183.65264454
1665964800000,2022-10-17 00:00:00,FIL/USD,5.1684,5.275,5.0973,5.2592,111606.08472657474,21221.11437606
1665878400000,2022-10-16 00:00:00,FIL/USD,5.1986,5.2761,5.1031,5.1598,105506.70823054193,20447.8290303
1665792000000,2022-10-15 00:00:00,FIL/USD,5.0751,5.2786,4.9747,5.1965,264047.8802285106,50812.63932041
1665705600000,2022-10-14 00:00:00,FIL/USD,5.1387,5.3223,5.0077,5.0682,292763.93335408415,57764.873792289996
1665619200000,2022-10-13 00:00:00,FIL/USD,5.1539,5.1754,4.7137,5.141,375140.88406011934,72970.41121574
1665532800000,2022-10-12 00:00:00,FIL/USD,5.1363,5.207,5.1061,5.1455,28792.12462865512,5595.59316464
1665446400000,2022-10-11 00:00:00,FIL/USD,5.1511,5.2265,4.9827,5.1309,248265.3437923013,48386.31503095
