https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume OP,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1699315200000,2023-11-07 00:00:00,OP/USDT,1.5725,1.5734,1.4701,1.5118,11181200.9085,7340950.0853,5716101.5331,3752490.3717,244768,1.5233
1699228800000,2023-11-06 00:00:00,OP/USDT,1.5416,1.5818,1.5101,1.5702,100861.4438,65161.5852,43748.2823,28274.0367,779,1.548
1699142400000,2023-11-05 00:00:00,OP/USDT,1.4944,1.5568,1.4852,1.5397,224296.3291,147341.4007,115897.747,76163.7328,1607,1.5224
1699056000000,2023-11-04 00:00:00,OP/USDT,1.4239,1.5211,1.4142,1.5004,262924.7028,181983.7451,141027.0223,97568.8091,1549,1.445
1698969600000,2023-11-03 00:00:00,OP/USDT,1.3724,1.4268,1.324,1.4212,4359888.722,3227975.6685,2055123.9385,1521428.7897,106170,1.3507
1698883200000,2023-11-02 00:00:00,OP/USDT,1.4375,1.4661,1.3433,1.3718,16223867.1607,11623526.2027,7807354.7365,5592190.5073,416463,1.3963
1698796800000,2023-11-01 00:00:00,OP/USDT,1.3934,1.4521,1.3451,1.4372,12574067.7703,9057066.1705,6194531.1902,4461463.4285,308856,1.3886
1698710400000,2023-10-31 00:00:00,OP/USDT,1.4202,1.44,1.34,1.3938,21700164.375,15544216.2103,11256766.6135,8064102.4927,536437,1.3962
1698624000000,2023-10-30 00:00:00,OP/USDT,1.4126,1.4388,1.3861,1.4205,2501091.6668,1769821.4554,1269652.8982,898472.2175,51165,1.4132
1698537600000,2023-10-29 00:00:00,OP/USDT,1.3728,1.4227,1.3546,1.4127,2776894.9928,2005396.7707,1326115.2103,957618.3518,52599,1.3848
1698451200000,2023-10-28 00:00:00,OP/USDT,1.369,1.3944,1.3637,1.3729,3697453.9858,2684029.4732,1748865.5575,1269543.348,71497,1.3775
1698364800000,2023-10-27 00:00:00,OP/USDT,1.4107,1.4144,1.3454,1.3683,4778635.9445,3463284.5242,2237021.0764,1621211.1471,97465,1.3799
1698278400000,2023-10-26 00:00:00,OP/USDT,1.3829,1.4759,1.3616,1.4115,5168975.6765,3651724.8993,2421952.6588,1710942.6258,112453,1.4159
1698192000000,2023-10-25 00:00:00,OP/USDT,1.396,1.4196,1.3492,1.3831,5375183.0992,3891986.8315,2554755.4097,1849639.2685,121283,1.3811
1698105600000,2023-10-24 00:00:00,OP/USDT,1.3591,1.4357,1.3441,1.3954,5141121.1312,3701781.8956,2622409.857,1888237.4473,120408,1.389
1698019200000,2023-10-23 00:00:00,OP/USDT,1.3141,1.3716,1.2769,1.3571,4506972.3002,3434440.8704,2297378.6243,1750869.0552,103318,1.3125
1697932800000,2023-10-22 00:00:00,OP/USDT,1.2693,1.3141,1.2459,1.3141,3203230.9247,2519636.0241,1636771.6082,1287609.1335,74433,1.2714
1697846400000,2023-10-21 00:00:00,OP/USDT,1.2344,1.2886,1.2251,1.2687,3403358.3415,2722380.087,1730658.9435,1384364.9278,78428,1.2504
1697760000000,2023-10-20 00:00:00,OP/USDT,1.1702,1.2527,1.1645,1.2344,4133503.0517,3390181.4313,2109818.7097,1730386.9368,96275,1.2195
1697673600000,2023-10-19 00:00:00,OP/USDT,1.1868,1.1913,1.1635,1.17,2863253.0866,2431192.5476,1472098.1903,1249946.2072,68528,1.1777
1697587200000,2023-10-18 00:00:00,OP/USDT,1.1954,1.2141,1.1833,1.1873,3127771.9215,2612585.674,1594287.6101,1331608.6993,72190,1.1972
1697500800000,2023-10-17 00:00:00,OP/USDT,1.234,1.2383,1.1855,1.1948,4468294.5837,3670855.8492,2281645.4503,1874588.5826,103434,1.2174
1697414400000,2023-10-16 00:00:00,OP/USDT,1.2089,1.2667,1.2088,1.234,3681289.9263,3002994.123,1883038.4249,1536010.288,88293,1.2259
1697328000000,2023-10-15 00:00:00,OP/USDT,1.1986,1.2152,1.1881,1.2094,1521566.833,1266669.6353,773663.8615,644026.9341,35848,1.2012
1697241600000,2023-10-14 00:00:00,OP/USDT,1.2079,1.2194,1.197,1.1986,1890243.4544,1564246.06,954886.5721,790210.2179,44551,1.2084
1697155200000,2023-10-13 00:00:00,OP/USDT,1.1904,1.239,1.1884,1.2078,2329054.8434,1942980.177,1169803.5683,975866.1978,54525,1.1987
1697068800000,2023-10-12 00:00:00,OP/USDT,1.2449,1.2476,1.1702,1.1909,2606981.4954,2158051.7922,1327194.9875,1098591.165,60979,1.2083
1696982400000,2023-10-11 00:00:00,OP/USDT,1.2426,1.2562,1.2232,1.2448,3037061.6953,2445598.5584,1559401.8809,1255722.5579,70065,1.2418
1696896000000,2023-10-10 00:00:00,OP/USDT,1.2276,1.2525,1.2179,1.2431,3828100.9259,3102013.9604,1960140.3053,1588407.6929,87989,1.2341
1696809600000,2023-10-09 00:00:00,OP/USDT,1.2788,1.2868,1.1947,1.2277,4972521.0395,3989602.612,2530631.7542,2030377.0451,116170,1.2469
1696723200000,2023-10-08 00:00:00,OP/USDT,1.2889,1.3031,1.2568,1.279,5088589.9869,3986465.8552,2577390.2151,2019259.8158,115775,1.2765
1696636800000,2023-10-07 00:00:00,OP/USDT,1.3024,1.3126,1.2706,1.2889,7132622.4957,5507979.5141,3642314.2434,2812819.9773,163303,1.295
1696550400000,2023-10-06 00:00:00,OP/USDT,1.2996,1.3208,1.2886,1.3029,8119825.6583,6216980.7742,4157512.1206,3183140.9196,187872,1.3061
1696464000000,2023-10-05 00:00:00,OP/USDT,1.3288,1.3427,1.2905,1.2988,7567066.9717,5755237.8397,3831218.9175,2913754.7693,170351,1.3148
1696377600000,2023-10-04 00:00:00,OP/USDT,1.3197,1.3411,1.2555,1.3277,8141741.6842,6242142.2166,4144969.4323,3177631.1284,183121,1.3044
1696291200000,2023-10-03 00:00:00,OP/USDT,1.3912,1.3979,1.3012,1.3197,10336408.7214,7622235.6465,5276760.5193,3891584.3732,228871,1.3565
1696204800000,2023-10-02 00:00:00,OP/USDT,1.4083,1.4597,1.36,1.3909,4152694.3534,2929125.5256,2116208.0803,1492662.7754,96981,1.4181
1696118400000,2023-10-01 00:00:00,OP/USDT,1.3429,1.4197,1.3413,1.4081,2209640.2171,1610551.9303,1127843.6462,822057.4134,51800,1.3721
1696032000000,2023-09-30 00:00:00,OP/USDT,1.334,1.358,1.3147,1.3429,2472902.3542,1859176.6631,1244541.5045,935626.3682,57665,1.3301
1695945600000,2023-09-29 00:00:00,OP/USDT,1.3207,1.3461,1.3083,1.3334,3732468.9314,2814067.9593,1897488.7289,1430560.5199,88620,1.3264
1695859200000,2023-09-28 00:00:00,OP/USDT,1.2669,1.3423,1.2642,1.3204,3737519.091,2877957.1488,1895316.6057,1459578.1743,87247,1.2988
1695772800000,2023-09-27 00:00:00,OP/USDT,1.2874,1.3168,1.2529,1.2672,2848982.3855,2227929.7184,1443616.4477,1128824.1454,67572,1.2789
1695686400000,2023-09-26 00:00:00,OP/USDT,1.2494,1.2889,1.2477,1.288,2279755.3163,1798428.311,1156621.3135,912475.7023,53521,1.2676
1695600000000,2023-09-25 00:00:00,OP/USDT,1.2615,1.2769,1.2332,1.249,2553119.4131,2035629.846,1302841.9405,1038772.9363,60722,1.2542
1695513600000,2023-09-24 00:00:00,OP/USDT,1.2983,1.2991,1.2588,1.262,968822.923,753983.2047,484735.0091,377243.9512,23341,1.2849
1695427200000,2023-09-23 00:00:00,OP/USDT,1.2924,1.3052,1.2821,1.2985,1334751.7251,1031886.7838,680906.081,526386.0711,31664,1.2935
1695340800000,2023-09-22 00:00:00,OP/USDT,1.297,1.3125,1.2746,1.2921,1951460.6726,1504231.4239,996317.9682,767927.4498,47295,1.2973
1695254400000,2023-09-21 00:00:00,OP/USDT,1.3895,1.3974,1.2927,1.297,2407273.7785,1815715.0737,1235329.8122,931977.2113,57638,1.3264
1695168000000,2023-09-20 00:00:00,OP/USDT,1.381,1.405,1.3629,1.3906,2359386.344,1709248.6881,1183598.9839,857429.5422,53761,1.3803
1695081600000,2023-09-19 00:00:00,OP/USDT,1.3664,1.4119,1.3632,1.381,2611343.2323,1884133.9039,1332466.6963,961357.9405,58766,1.386
1694995200000,2023-09-18 00:00:00,OP/USDT,1.3707,1.4196,1.3561,1.3668,2156882.1293,1547090.6541,1090836.7625,782409.8537,49839,1.3943
1694908800000,2023-09-17 00:00:00,OP/USDT,1.3922,1.3922,1.3475,1.3707,1392429.922,1016075.1687,718119.4836,524070.7896,33643,1.3704
1694822400000,2023-09-16 00:00:00,OP/USDT,1.4046,1.4344,1.3811,1.3923,1997644.0268,1428342.7116,1025853.9839,733571.0628,46969,1.3986
1694736000000,2023-09-15 00:00:00,OP/USDT,1.3541,1.4197,1.3474,1.4046,2020094.7368,1455834.0934,1034816.7944,745752.3436,46851,1.3877
1694649600000,2023-09-14 00:00:00,OP/USDT,1.3489,1.3762,1.3344,1.3546,2689342.5342,1987282.2113,1361271.0538,1005905.7046,62454,1.3533
1694563200000,2023-09-13 00:00:00,OP/USDT,1.338,1.3764,1.3283,1.3487,3250458.075,2401102.1818,1644663.9509,1215017.635,76196,1.3538
1694476800000,2023-09-12 00:00:00,OP/USDT,1.2821,1.3764,1.2814,1.3384,4221098.7941,3163357.1028,2172700.8531,1628285.2044,98903,1.3345
1694390400000,2023-09-11 00:00:00,OP/USDT,1.271,1.2827,1.2221,1.2822,3559815.4902,2818892.9945,1805857.4063,1430077.9575,85104,1.2629
1694304000000,2023-09-10 00:00:00,OP/USDT,1.2952,1.2953,1.24,1.2708,2377693.4727,1876258.7406,1205356.9953,951226.8837,56136,1.2673
1694217600000,2023-09-09 00:00:00,OP/USDT,1.2994,1.3024,1.2843,1.2952,3269857.0202,2528412.558,1664611.7251,1287168.942,74986,1.2932
1694131200000,2023-09-08 00:00:00,OP/USDT,1.3426,1.3481,1.2973,1.299,5946164.8655,4519447.2362,3021731.7905,2296596.0172,135800,1.3158
1694044800000,2023-09-07 00:00:00,OP/USDT,1.3316,1.349,1.3069,1.3422,5810863.8286,4380829.5546,2978880.0776,2245936.5907,130163,1.3264
1693958400000,2023-09-06 00:00:00,OP/USDT,1.3459,1.3563,1.3038,1.3317,5252185.5203,3944868.6136,2710958.4086,2036263.629,123107,1.3314
1693872000000,2023-09-05 00:00:00,OP/USDT,1.3413,1.3476,1.3094,1.3463,6160009.1006,4628105.2291,3137310.6409,2357086.7495,139937,1.331
1693785600000,2023-09-04 00:00:00,OP/USDT,1.3377,1.3691,1.3182,1.3417,12551282.4047,9363766.0772,6453668.9574,4814628.8569,280418,1.3404
1693699200000,2023-09-03 00:00:00,OP/USDT,1.3189,1.347,1.3112,1.3372,21922374.6929,16467266.8492,11294249.1289,8483813.4833,478860,1.3313
1693612800000,2023-09-02 00:00:00,OP/USDT,1.32,1.3383,1.2852,1.3193,20742351.2444,15717705.9299,10641382.6668,8063769.8001,458757,1.3197
1693526400000,2023-09-01 00:00:00,OP/USDT,1.3949,1.4048,1.2988,1.3193,19952835.0524,14666888.2662,10265613.9891,7545933.4274,447344,1.3611
1693440000000,2023-08-31 00:00:00,OP/USDT,1.4849,1.4945,1.3725,1.3949,20747404.8284,14317699.3456,10660865.2151,7357515.9917,458582,1.45
1693353600000,2023-08-30 00:00:00,OP/USDT,1.4948,1.5087,1.4606,1.4845,23865112.8302,16076187.0996,12269519.573,8264959.0509,510569,1.4845
1693267200000,2023-08-29 00:00:00,OP/USDT,1.4248,1.53,1.4115,1.495,12108133.1002,8328754.9442,6182246.3131,4252431.1047,297107,1.4545
1693180800000,2023-08-28 00:00:00,OP/USDT,1.4541,1.4614,1.4028,1.4236,13950880.295,9785271.4689,7167840.8683,5027464.1215,346442,1.4257
1693094400000,2023-08-27 00:00:00,OP/USDT,1.4826,1.4973,1.4358,1.4547,18955739.5497,12928423.7777,9770118.8437,6663506.0269,491293,1.4663
1693008000000,2023-08-26 00:00:00,OP/USDT,1.4708,1.5017,1.4446,1.4827,15712712.3597,10592330.3486,8135737.5847,5484554.5711,509160,1.4834
1692921600000,2023-08-25 00:00:00,OP/USDT,1.5879,1.5951,1.4629,1.4708,15627345.6922,10406537.1303,8052060.9045,5361708.0519,508660,1.5024
1692835200000,2023-08-24 00:00:00,OP/USDT,1.5634,1.5933,1.5274,1.5885,16146426.4683,10374633.3611,8346334.0449,5362873.9632,519656,1.5564
1692748800000,2023-08-23 00:00:00,OP/USDT,1.5815,1.655,1.5284,1.5634,15186226.8684,9638636.7931,7835813.8108,4973538.7379,499083,1.5757
1692662400000,2023-08-22 00:00:00,OP/USDT,1.5355,1.5967,1.5044,1.5793,10940270.2485,7035952.1601,5630090.7097,3621061.6849,352884,1.555
1692576000000,2023-08-21 00:00:00,OP/USDT,1.5094,1.5929,1.4708,1.5366,5868683.712,3850022.0142,3062154.0667,2008954.4627,193665,1.5245
1692489600000,2023-08-20 00:00:00,OP/USDT,1.5043,1.5758,1.4556,1.5111,1165448.7576,775692.1316,627690.8384,417885.9264,39136,1.5028
1692403200000,2023-08-19 00:00:00,OP/USDT,1.441,1.5913,1.4245,1.528,6396317.5751,4353122.3702,3428366.0735,2333111.6214,210542,1.4699
1692316800000,2023-08-18 00:00:00,OP/USDT,1.3626,1.46,1.2959,1.4409,9556390.1,6772627.5791,5154768.6094,3652852.3316,359170,1.4116
1692230400000,2023-08-17 00:00:00,OP/USDT,1.4422,1.6199,1.2385,1.3655,11754396.6999,8145699.1998,6238982.3287,4323784.562,552074,1.4434
1692144000000,2023-08-16 00:00:00,OP/USDT,1.4757,1.5231,1.4028,1.4436,7646216.8596,5210383.1784,4046980.6536,2758260.4666,341841,1.4678
1692057600000,2023-08-15 00:00:00,OP/USDT,1.5313,1.6323,1.36,1.4814,5292966.2345,3488789.4947,2818226.1383,1857745.27,182662,1.5177
1691971200000,2023-08-14 00:00:00,OP/USDT,1.5339,1.5948,1.4423,1.5313,13981921.2868,8971134.8797,7295717.4979,4681398.6627,329474,1.5586
1691884800000,2023-08-13 00:00:00,OP/USDT,1.5509,1.5688,1.5264,1.5356,16601862.1574,10702036.2505,8854621.4865,5707937.8964,631093,1.5513
1691798400000,2023-08-12 00:00:00,OP/USDT,1.5828,1.5948,1.534,1.5516,14787680.3048,9460192.4247,7840441.0483,5015989.436,560214,1.5631
1691712000000,2023-08-11 00:00:00,OP/USDT,1.5914,1.6585,1.5663,1.5881,14336178.3178,9005584.9342,7591825.7135,4768929.6884,530864,1.5919
1691625600000,2023-08-10 00:00:00,OP/USDT,1.5541,1.6258,1.5359,1.5876,10398882.3651,6597394.7308,5519680.9636,3501811.9486,385316,1.5762
1691539200000,2023-08-09 00:00:00,OP/USDT,1.6884,1.7265,1.5252,1.5531,9254019.5753,5694358.724,4886229.8393,3006673.5103,331447,1.6271
1691452800000,2023-08-08 00:00:00,OP/USDT,1.796,1.8307,1.5734,1.6833,12409964.6612,7230597.4084,6499002.8102,3787162.987,433310,1.7173
1691366400000,2023-08-07 00:00:00,OP/USDT,1.7013,1.8241,1.6783,1.7901,13040839.8448,7501391.4223,6789980.3279,3905560.0204,450120,1.7388
1691280000000,2023-08-06 00:00:00,OP/USDT,1.6925,1.7227,1.6598,1.6992,7532598.3406,4440813.3791,3857746.9946,2274286.8463,286894,1.6962
1691193600000,2023-08-05 00:00:00,OP/USDT,1.6839,1.7176,1.6269,1.6908,2683743.8248,1600362.5056,1387204.961,827240.1241,125788,1.677
1691107200000,2023-08-04 00:00:00,OP/USDT,1.7076,1.7537,1.6751,1.691,1815606.2052,1058039.3082,929588.446,541728.0448,164638,1.7161
1691020800000,2023-08-03 00:00:00,OP/USDT,1.6335,1.7999,1.6334,1.7075,867466.2805,504020.3039,446303.4051,259290.8281,75708,1.7213
1690934400000,2023-08-02 00:00:00,OP/USDT,1.637,1.6702,1.6042,1.6344,406289.5425,248701.3097,202572.734,124005.2806,35152,1.6337
1690848000000,2023-08-01 00:00:00,OP/USDT,1.6082,1.6437,1.555,1.6373,8653.3227,5412.7599,4820.2856,3012.7887,948,1.5988
1690761600000,2023-07-31 00:00:00,OP/USDT,1.6181,1.7421,1.5864,1.6111,11507.0364,6938.0675,6358.8342,3832.4969,1128,1.6588
1690675200000,2023-07-30 00:00:00,OP/USDT,1.5376,1.6233,1.5118,1.6088,13559.4801,8698.2855,7416.4409,4748.8754,1508,1.5592
1690588800000,2023-07-29 00:00:00,OP/USDT,1.5281,1.579,1.4927,1.5376,38182.7244,25035.9825,19289.2373,12647.6499,4417,1.5252
1690502400000,2023-07-28 00:00:00,OP/USDT,1.4896,1.5518,1.4577,1.5279,23999.2539,16044.7185,11757.8741,7860.7503,3178,1.4959
1690416000000,2023-07-27 00:00:00,OP/USDT,1.5009,1.5641,1.483,1.4959,15423.1743,10087.3918,6764.1066,4429.7022,1705,1.5293
1690329600000,2023-07-26 00:00:00,OP/USDT,1.469,1.5502,1.4353,1.4997,11049.9773,7476.229,5374.1123,3636.03,1403,1.4783
1690243200000,2023-07-25 00:00:00,OP/USDT,1.503,1.5335,1.4451,1.4755,9362.5608,6318.723,4941.1572,3336.2669,974,1.4819
1690156800000,2023-07-24 00:00:00,OP/USDT,1.5683,1.6428,1.44,1.5006,24152.0867,15554.6458,11468.4086,7401.9768,2672,1.5539
1690070400000,2023-07-23 00:00:00,OP/USDT,1.598,1.6635,1.545,1.5727,23820.6515,14911.172,12096.8965,7570.0429,2800,1.5978
1689984000000,2023-07-22 00:00:00,OP/USDT,1.5114,1.8,1.4811,1.5979,28786.2385,18118.0088,13988.4585,8806.6603,3738,1.5904
1689897600000,2023-07-21 00:00:00,OP/USDT,1.567,1.5883,1.492,1.511,25322.2801,16340.6677,12879.0131,8305.8009,2907,1.5499
1689811200000,2023-07-20 00:00:00,OP/USDT,1.5662,1.8,1.5432,1.567,46211.1104,28874.1194,23367.7196,14586.1145,5515,1.6011
1689724800000,2023-07-19 00:00:00,OP/USDT,1.4658,1.6999,1.4369,1.5607,11720.2974,7669.2761,6097.7902,3981.6443,1397,1.5298
1689638400000,2023-07-18 00:00:00,OP/USDT,1.4686,1.6087,1.4305,1.4688,6297.9116,4198.3868,3212.1523,2140.7978,757,1.5006
1689552000000,2023-07-17 00:00:00,OP/USDT,1.5286,1.5531,1.4076,1.4704,7448.5126,5044.6603,3550.2202,2395.985,878,1.4771
1689465600000,2023-07-16 00:00:00,OP/USDT,1.4898,1.5353,1.4235,1.4942,12180.842,8261.2568,5765.2417,3911.3659,1532,1.4747
1689379200000,2023-07-15 00:00:00,OP/USDT,1.4635,1.547,1.4406,1.5134,14006.7522,9460.0176,6942.8887,4686.3358,1855,1.481
1689292800000,2023-07-14 00:00:00,OP/USDT,1.3604,1.6575,1.3602,1.4624,12929.9315,8948.7682,5945.5534,4091.0834,1454,1.4481
1689206400000,2023-07-13 00:00:00,OP/USDT,1.2145,1.575,1.2094,1.3663,12252.968,9407.106,6336.2559,4873.3641,1475,1.3068
1689120000000,2023-07-12 00:00:00,OP/USDT,1.2461,1.305,1.1769,1.2181,29523.2315,23696.017,14690.1907,11786.7613,3363,1.2461
1689033600000,2023-07-11 00:00:00,OP/USDT,1.1959,1.2635,1.1568,1.2257,25641.5712,21176.4779,12755.9757,10537.1024,3435,1.2109
1688947200000,2023-07-10 00:00:00,OP/USDT,1.225,1.2314,1.1521,1.1941,7452.9698,6200.2131,4019.0991,3341.7932,786,1.2022
1688860800000,2023-07-09 00:00:00,OP/USDT,1.2252,1.2945,1.2141,1.2257,26952.5423,21782.5474,13221.5187,10686.3545,3228,1.2375
1688774400000,2023-07-08 00:00:00,OP/USDT,1.2253,1.2815,1.1828,1.2263,9535.9322,7851.6572,5102.8666,4202.4166,1279,1.2146
1688688000000,2023-07-07 00:00:00,OP/USDT,1.2215,1.2342,1.1741,1.2255,17566.1255,14533.2465,8886.8466,7355.5246,2410,1.2087
1688601600000,2023-07-06 00:00:00,OP/USDT,1.2491,1.3228,1.1972,1.2212,18200.7502,14679.1615,8708.6986,7022.4451,2206,1.2401
1688515200000,2023-07-05 00:00:00,OP/USDT,1.2887,1.3539,1.2105,1.2496,22556.7201,17928.3167,11189.3939,8897.0676,2582,1.2585
1688428800000,2023-07-04 00:00:00,OP/USDT,1.3852,1.4198,1.2606,1.2957,32254.5569,23856.4197,16195.0177,11973.3872,3887,1.3529
1688342400000,2023-07-03 00:00:00,OP/USDT,1.3397,1.4197,1.3208,1.3849,25596.4302,18699.3476,12706.574,9282.4967,3289,1.369
1688256000000,2023-07-02 00:00:00,OP/USDT,1.3766,1.412,1.2966,1.345,37435.2588,27352.4998,17865.9713,13055.484,4740,1.3689
1688169600000,2023-07-01 00:00:00,OP/USDT,1.3652,1.4152,1.3283,1.3852,33795.8486,24795.5184,16982.7488,12461.3311,4298,1.3632
1688083200000,2023-06-30 00:00:00,OP/USDT,1.2308,1.5,1.2086,1.3959,30899.7238,22945.0128,15825.7474,11762.0102,3585,1.3484
1687996800000,2023-06-29 00:00:00,OP/USDT,1.2261,1.3248,1.1873,1.2297,18687.7291,14825.8263,9335.786,7399.5983,2122,1.261
