https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume OP,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1702944000000,2023-12-19 00:00:00,OP/USDT,2.2367,2.2731,2.0851,2.1083,15210796.6087,6994156.1,7847958.5587,3608364.4649,243045,2.1758
1702857600000,2023-12-18 00:00:00,OP/USDT,2.0885,2.2577,1.9666,2.2372,15571929.947,7394096.5866,7987270.7296,3793030.1876,252644,2.1079
1702771200000,2023-12-17 00:00:00,OP/USDT,2.1802,2.2195,2.0606,2.0887,15900375.3403,7478623.1118,8202506.6875,3857805.1863,258133,2.1266
1702684800000,2023-12-16 00:00:00,OP/USDT,2.0966,2.2811,2.0939,2.1804,15161852.9286,6958855.9401,7773524.1419,3567817.0446,242437,2.1792
1702598400000,2023-12-15 00:00:00,OP/USDT,2.2615,2.2927,2.0893,2.0972,15360765.4215,7096233.3376,7939710.4964,3667812.9867,246849,2.1653
1702512000000,2023-12-14 00:00:00,OP/USDT,2.2473,2.3201,2.1565,2.2614,13397276.2127,5953550.6892,6856961.8938,3047176.2663,211533,2.2505
1702425600000,2023-12-13 00:00:00,OP/USDT,2.3355,2.3455,2.1275,2.246,13708717.773,6254447.9486,7047775.4079,3215350.1198,218817,2.1928
1702339200000,2023-12-12 00:00:00,OP/USDT,2.2925,2.4869,2.2318,2.3352,12807027.3615,5530249.1273,6555911.2992,2831294.5605,202037,2.3168
1702252800000,2023-12-11 00:00:00,OP/USDT,2.1669,2.388,1.9711,2.2896,13328672.3852,6007394.7487,6787337.6157,3058085.6776,212440,2.2219
1702166400000,2023-12-10 00:00:00,OP/USDT,2.0434,2.2102,2.0434,2.167,13953743.5895,6487465.7602,7062448.2256,3283535.6132,225812,2.1512
1702080000000,2023-12-09 00:00:00,OP/USDT,2.1133,2.2984,2.0204,2.0445,14227086.4494,6769080.182,7218242.852,3434360.6935,232168,2.1027
1701993600000,2023-12-08 00:00:00,OP/USDT,2.1798,2.2446,2.0832,2.1112,13965478.4387,6520084.1357,7142826.2982,3334616.5551,224750,2.1424
1701907200000,2023-12-07 00:00:00,OP/USDT,1.7129,2.1968,1.6998,2.1818,15941534.4156,8672647.5734,8213914.6551,4469558.5781,282610,1.8514
1701820800000,2023-12-06 00:00:00,OP/USDT,1.7837,1.9,1.544,1.7135,16116350.646,9199207.4326,8305968.5212,4741244.0319,296383,1.7524
1701734400000,2023-12-05 00:00:00,OP/USDT,1.7888,1.8449,1.6496,1.7855,16531413.6121,9363316.7808,8540705.5382,4837596.1107,301683,1.7658
1701648000000,2023-12-04 00:00:00,OP/USDT,1.7036,1.8255,1.6618,1.7883,16011445.2537,9160981.7043,8262202.0817,4727478.3252,288827,1.7481
1701561600000,2023-12-03 00:00:00,OP/USDT,1.7367,1.759,1.6778,1.7036,14715882.5437,8610452.2625,7510181.3409,4394290.223,270225,1.7093
1701475200000,2023-12-02 00:00:00,OP/USDT,1.6506,1.7512,1.6491,1.7374,12424421.6963,7359486.4526,6368069.5737,3771897.714,229450,1.6886
1701388800000,2023-12-01 00:00:00,OP/USDT,1.6755,1.7131,1.6173,1.6504,12482104.356,7436037.788,6470089.658,3854971.182,230847,1.6788
1701302400000,2023-11-30 00:00:00,OP/USDT,1.6845,1.6924,1.6425,1.6752,15068159.3209,9050166.408,7791279.3551,4679540.2156,284580,1.665
1701216000000,2023-11-29 00:00:00,OP/USDT,1.7092,1.7234,1.6509,1.6845,17152349.0837,10193207.2545,8880402.6078,5277515.8656,320886,1.6828
1701129600000,2023-11-28 00:00:00,OP/USDT,1.7275,1.7882,1.6866,1.7088,16580357.2388,9642760.6642,8547429.0874,4971101.0489,307803,1.7195
1701043200000,2023-11-27 00:00:00,OP/USDT,1.809,1.8102,1.6789,1.7261,16017714.2236,9237886.7357,8245615.2053,4755664.2976,294501,1.7344
1700956800000,2023-11-26 00:00:00,OP/USDT,1.7729,1.8299,1.7275,1.8087,10942763.5404,6114727.7491,5598643.4548,3128480.353,193249,1.7896
1700870400000,2023-11-25 00:00:00,OP/USDT,1.7894,1.8216,1.7486,1.7732,14089201.3701,7919071.3472,7244006.5379,4071488.4426,252602,1.7793
1700784000000,2023-11-24 00:00:00,OP/USDT,1.8272,1.8751,1.7862,1.7898,12790808.8233,7014647.8238,6548839.2587,3591735.2986,225387,1.8236
1700697600000,2023-11-23 00:00:00,OP/USDT,1.7346,1.8485,1.7248,1.8266,15736840.7577,8767918.2935,8064491.1282,4493395.2318,280852,1.7953
1700611200000,2023-11-22 00:00:00,OP/USDT,1.5978,1.7574,1.5943,1.7341,17280208.9735,10202715.8714,8895266.0591,5251678.0823,327910,1.6944
1700524800000,2023-11-21 00:00:00,OP/USDT,1.7311,1.7545,1.5972,1.5984,16979216.8106,10040916.5748,8919944.3023,5274023.6466,318558,1.6917
1700438400000,2023-11-20 00:00:00,OP/USDT,1.7808,1.8092,1.7218,1.7315,13724269.8201,7743190.2863,7178377.2537,4050018.7034,249102,1.7726
1700352000000,2023-11-19 00:00:00,OP/USDT,1.7429,1.7899,1.701,1.7772,3529598.4725,2018486.0157,1804310.4707,1031715.1616,64580,1.7488
1700265600000,2023-11-18 00:00:00,OP/USDT,1.7109,1.7655,1.6303,1.7411,4082731.54,2333915.5148,2135199.3385,1220630.1434,74196,1.7493
1700179200000,2023-11-17 00:00:00,OP/USDT,1.8103,1.8421,1.6551,1.7111,4408231.0429,2626913.8517,2308397.3007,1375794.0705,82189,1.6782
1700092800000,2023-11-16 00:00:00,OP/USDT,1.8602,1.9062,1.7722,1.8102,5080443.5353,2724554.2451,2670627.17,1432298.2456,85138,1.8648
1700006400000,2023-11-15 00:00:00,OP/USDT,1.7918,1.8776,1.7906,1.86,16250850.5649,8813897.8834,8424002.4093,4568992.4461,285080,1.8439
1699920000000,2023-11-14 00:00:00,OP/USDT,1.7869,1.889,1.6544,1.7926,14746335.5409,8277961.3375,7714348.7095,4330411.5117,264449,1.782
1699833600000,2023-11-13 00:00:00,OP/USDT,1.8464,1.9794,1.7805,1.7899,5184710.2167,2748184.2128,2666285.9898,1413226.8622,87673,1.887
1699747200000,2023-11-12 00:00:00,OP/USDT,1.6994,1.9632,1.6072,1.8476,16597044.522,9489538.2136,8614172.1586,4925923.9318,307700,1.751
1699660800000,2023-11-11 00:00:00,OP/USDT,1.6918,1.7935,1.6441,1.7302,17168992.6044,10055695.4705,8864731.001,5192169.1445,323028,1.7076
1699574400000,2023-11-10 00:00:00,OP/USDT,1.7435,1.9063,1.6228,1.6911,15941848.3223,9297773.9288,8241789.0027,4807323.1849,298319,1.7151
1699488000000,2023-11-09 00:00:00,OP/USDT,1.5255,1.7486,1.4,1.7431,15069283.4311,9550786.3201,7729163.6009,4899163.3066,316871,1.5791
1699401600000,2023-11-08 00:00:00,OP/USDT,1.5116,1.5499,1.488,1.5273,12017036.0183,7905863.5243,6175203.4449,4062472.7089,275672,1.5201
