https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DOGE,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1674604800000,2023-01-25 00:00:00,DOGE/USDT,0.083781,0.088139,0.081744,0.086551,752403.956603905,8907114.137,370042.856427376,4379675.438,17389,0.084485250818064144
1674518400000,2023-01-24 00:00:00,DOGE/USDT,0.088526,0.090758,0.08233,0.083807,810541.578759889,9209592.715,385988.099545301,4374393.523,17251,0.088054935682916273
1674432000000,2023-01-23 00:00:00,DOGE/USDT,0.088167,0.091448,0.086407,0.088539,943856.681069172,10593240.299,482203.702930033,5413047.479,17404,0.089108512810399771
1674345600000,2023-01-22 00:00:00,DOGE/USDT,0.084653,0.093383,0.084479,0.0882,839722.724092229,9614313.264,431536.778074365,4938016.521,17610,0.087411165945161561
1674259200000,2023-01-21 00:00:00,DOGE/USDT,0.08621,0.088978,0.08417,0.084654,804107.821935871,9259325.397,394727.038549382,4546749.655,17276,0.086849106007631139
1674172800000,2023-01-20 00:00:00,DOGE/USDT,0.081576,0.086926,0.080597,0.086231,630411.7908536,7638596.735,321297.824837287,3892148.793,15898,0.082575198207281382
1674086400000,2023-01-19 00:00:00,DOGE/USDT,0.080063,0.082077,0.079819,0.081625,573574.752209879,7075426.205,275063.583290644,3392934.652,15524,0.081068018092105222
1674000000000,2023-01-18 00:00:00,DOGE/USDT,0.082796,0.089637,0.07825,0.080057,1143668.741395402,13496725.289,580684.834736354,6850378.478,18610,0.08483003701272772
1673913600000,2023-01-17 00:00:00,DOGE/USDT,0.083582,0.084921,0.082079,0.082844,637456.267131516,7608569.184,315381.117158599,3764275.568,15518,0.083783674261471852
1673827200000,2023-01-16 00:00:00,DOGE/USDT,0.086052,0.088281,0.081755,0.083604,818122.244887675,9623660.141,396011.42310498,4656660.673,16968,0.085034733108778714
1673740800000,2023-01-15 00:00:00,DOGE/USDT,0.087248,0.0877,0.082923,0.08609,558796.403996578,6581808.139,268734.55014105,3165929.692,13658,0.084907427938703724
1673654400000,2023-01-14 00:00:00,DOGE/USDT,0.084502,0.092336,0.082572,0.087387,808404.588507764,9258997.2,412952.065517725,4725829.113,17023,0.087334473775007123
1673568000000,2023-01-13 00:00:00,DOGE/USDT,0.080312,0.085114,0.078679,0.084489,717965.408973101,8892688.492,370696.845444011,4586971.289,17111,0.080761394921717566
1673481600000,2023-01-12 00:00:00,DOGE/USDT,0.078035,0.080683,0.075289,0.080315,683846.976753991,8674868.079,345315.800679869,4378373.183,16595,0.078844828547845185
1673395200000,2023-01-11 00:00:00,DOGE/USDT,0.077665,0.078347,0.074785,0.078099,812116.218151011,10563232.782,448374.290648296,5823234.527,17021,0.076888057601857015
1673308800000,2023-01-10 00:00:00,DOGE/USDT,0.075599,0.077839,0.073857,0.077771,810472.318007327,10605882.736,354700.344408081,4642834.672,15502,0.076421264723234776
1673222400000,2023-01-09 00:00:00,DOGE/USDT,0.073517,0.079523,0.073009,0.075659,730400.000371787,9543361.74,362953.709802762,4744368.409,16628,0.076565899299753823
1673136000000,2023-01-08 00:00:00,DOGE/USDT,0.072206,0.073865,0.0713,0.073512,481053.48364278,6678560.876,235136.074323405,3263696.747,13513,0.072032757579143759
1673049600000,2023-01-07 00:00:00,DOGE/USDT,0.07249,0.072988,0.071582,0.072209,492899.285782883,6823635.119,246662.600876757,3414531.006,13891,0.072234679516215094
1672963200000,2023-01-06 00:00:00,DOGE/USDT,0.071521,0.072758,0.06965,0.072496,552788.462662897,7749305.566,281237.378149858,3942873.498,15580,0.071339357072772496
1672876800000,2023-01-05 00:00:00,DOGE/USDT,0.073116,0.075198,0.070516,0.07151,637866.314010965,8739288.884,309352.679372096,4236594.562,16179,0.072995495824605632
1672790400000,2023-01-04 00:00:00,DOGE/USDT,0.07048,0.073471,0.070243,0.073135,568267.517179866,7874810.683,299082.829483363,4143196.709,15163,0.072167100914974173
1672704000000,2023-01-03 00:00:00,DOGE/USDT,0.071349,0.07227,0.06965,0.070478,572126.130189128,8051219.39,299694.098118646,4217150.274,14062,0.071068142278143438
1672617600000,2023-01-02 00:00:00,DOGE/USDT,0.070194,0.073535,0.069046,0.071385,636978.09811618,8928110.687,330469.729550228,4630215.388,13855,0.071361783097974905
1672531200000,2023-01-01 00:00:00,DOGE/USDT,0.070198,0.070718,0.069058,0.070194,305799.049573411,4386876.843,159158.680844092,2283432.912,6031,0.069708293924142425
1672444800000,2022-12-31 00:00:00,DOGE/USDT,0.068397,0.071307,0.068003,0.070198,578727.832575125,8296576.411,299685.201496363,4293900.377,10373,0.069769014602983295
1672358400000,2022-12-30 00:00:00,DOGE/USDT,0.070919,0.071473,0.066,0.068398,970481.519763102,14203636.987,468067.536923112,6852438.654,12671,0.068340718750669992
1672272000000,2022-12-29 00:00:00,DOGE/USDT,0.070435,0.07151,0.069316,0.070975,527437.310052639,7459875.102,288894.257870167,4086462.292,8263,0.070704423253784467
1672185600000,2022-12-28 00:00:00,DOGE/USDT,0.073684,0.073873,0.069408,0.070429,1159608.692632481,16271095.082,586553.950402579,8230533.566,15053,0.071277607681580807
1672099200000,2022-12-27 00:00:00,DOGE/USDT,0.075695,0.076098,0.072686,0.073684,986596.590295018,13276803.136,504095.049401713,6784710.071,14373,0.074318543848053718
1672012800000,2022-12-26 00:00:00,DOGE/USDT,0.075914,0.076517,0.074319,0.075695,841026.78718617,11126245.681,395093.138712152,5226036.28,12491,0.075591326543748032
1671926400000,2022-12-25 00:00:00,DOGE/USDT,0.077486,0.077644,0.073212,0.07597,840374.5839413,11061912.77,431717.802789569,5687906.033,11181,0.07598767311224408
1671840000000,2022-12-24 00:00:00,DOGE/USDT,0.077167,0.078139,0.07669,0.077536,431803.587382493,5575032.04,221917.108963596,2865619.189,6943,0.077454165431703943
1671753600000,2022-12-23 00:00:00,DOGE/USDT,0.076845,0.078913,0.076509,0.077203,1141107.510295379,14704496.415,573727.758498815,7391751.13,14559,0.077605913480750692
1671667200000,2022-12-22 00:00:00,DOGE/USDT,0.073688,0.077718,0.073242,0.076868,679557.876841411,9012820.769,349002.6004196,4628754.15,15131,0.075420239472673121
1671580800000,2022-12-21 00:00:00,DOGE/USDT,0.07489,0.074982,0.071453,0.073716,320211.924830597,4376535.298,169313.379204036,2313779.682,12770,0.073167338594446588
1671494400000,2022-12-20 00:00:00,DOGE/USDT,0.07137,0.0755,0.071208,0.074857,157144.900581438,2121354.282,58366.697460916,787264.4,5802,0.074084565286839236
1671408000000,2022-12-19 00:00:00,DOGE/USDT,0.07843,0.079431,0.07,0.071369,360084.616872312,4833571.552,182027.200025228,2457544.165,3749,0.074581647522503908
1671321600000,2022-12-18 00:00:00,DOGE/USDT,0.079219,0.080115,0.077693,0.078427,112400.883910838,1426885.247,48394.501178473,613596.49,1835,0.078777401603468896
1671235200000,2022-12-17 00:00:00,DOGE/USDT,0.075773,0.079355,0.075656,0.079217,77891.483045675,1009009.239,39559.744904079,512403.899,1758,0.077201101243640358
1671148800000,2022-12-16 00:00:00,DOGE/USDT,0.08478,0.086762,0.074277,0.075771,505381.101663767,6209788.848,224852.683663282,2742679.336,2784,0.081585814258473294
1671062400000,2022-12-15 00:00:00,DOGE/USDT,0.088251,0.088798,0.084212,0.084764,476936.280733118,5486985.516,223841.722989257,2574127.462,2650,0.086935644306129972
1670976000000,2022-12-14 00:00:00,DOGE/USDT,0.09101,0.092336,0.086876,0.088296,390787.814372251,4321326.243,210352.88402423,2327922.126,2712,0.090450411010089649
1670889600000,2022-12-13 00:00:00,DOGE/USDT,0.090299,0.095187,0.087134,0.091094,392518.158530113,4321351.695,189472.120478714,2092182.665,2795,0.090861061580871806
1670803200000,2022-12-12 00:00:00,DOGE/USDT,0.092623,0.09296,0.08492,0.09038,387793.906808762,4374486.561,184586.701028614,2077625.553,3124,0.088667354536473155
1670716800000,2022-12-11 00:00:00,DOGE/USDT,0.096363,0.097184,0.091801,0.092594,180262.657396692,1877513.444,84440.638902598,876693.431,3065,0.096030258141840445
1670630400000,2022-12-10 00:00:00,DOGE/USDT,0.096632,0.097353,0.096024,0.096334,186657.528509202,1928914.49,97787.73054279,1010322.228,2842,0.09676868681805283
1670544000000,2022-12-09 00:00:00,DOGE/USDT,0.098557,0.09911,0.095782,0.096644,154158.04458646,1579915.367,83117.172471067,851163.677,2526,0.097580922470602359
1670457600000,2022-12-08 00:00:00,DOGE/USDT,0.0957,0.098953,0.094989,0.098587,172784.982124925,1790240.408,90582.428460313,937727.419,2505,0.096522415806731438
1670371200000,2022-12-07 00:00:00,DOGE/USDT,0.100175,0.101103,0.093101,0.095724,220287.602090929,2271351.976,112081.624782276,1155858.679,2903,0.09703048879558158
1670284800000,2022-12-06 00:00:00,DOGE/USDT,0.101418,0.102684,0.098176,0.100177,306833.343488016,3054009.472,157388.003522955,1565481.122,3318,0.100480492990080762
1670198400000,2022-12-05 00:00:00,DOGE/USDT,0.104098,0.111618,0.099589,0.101418,387139.924591961,3723329.977,179954.208241792,1723293.514,3882,0.104033366928476637
1670112000000,2022-12-04 00:00:00,DOGE/USDT,0.099685,0.105689,0.099631,0.104201,265073.558680802,2568977.661,134462.893264672,1303169.531,3619,0.103191692149107903
1670025600000,2022-12-03 00:00:00,DOGE/USDT,0.102032,0.102991,0.098311,0.099628,218552.849983685,2175183.327,113445.192923623,1128633.36,3097,0.10048791834695606
1669939200000,2022-12-02 00:00:00,DOGE/USDT,0.101666,0.1034,0.097,0.102068,265597.991886768,2674040.112,140058.777749621,1403862.429,2766,0.099342905469064035
1669852800000,2022-12-01 00:00:00,DOGE/USDT,0.106797,0.107649,0.1005,0.101661,265205.568170745,2568991.904,147160.489947925,1423145.813,3172,0.103255894128594101
1669766400000,2022-11-30 00:00:00,DOGE/USDT,0.101254,0.109868,0.099838,0.106794,401837.47971096,3809314.218,207992.252546701,1968996.787,3934,0.105523033379303138
1669680000000,2022-11-29 00:00:00,DOGE/USDT,0.094907,0.105,0.093747,0.10137,569860.567464768,5570926.923,305360.190252378,2988184.831,3647,0.102318358749945991
1669593600000,2022-11-28 00:00:00,DOGE/USDT,0.098295,0.099265,0.090713,0.095161,539749.396717291,5679159.36,284242.286289886,2991167.498,3724,0.095072636375261334
1669507200000,2022-11-27 00:00:00,DOGE/USDT,0.088877,0.107655,0.088821,0.098344,851781.956752019,8466682.237,424398.757583889,4247302.674,4796,0.100855185779102804
1669420800000,2022-11-26 00:00:00,DOGE/USDT,0.089418,0.09532,0.087416,0.088871,394293.247440838,4281878.887,215896.563305786,2337980.562,4022,0.09210845060964099
1669334400000,2022-11-25 00:00:00,DOGE/USDT,0.08142,0.091452,0.080556,0.089372,517295.477481242,5928491.835,332869.832584249,3807862.669,4719,0.087332604171763396
1669248000000,2022-11-24 00:00:00,DOGE/USDT,0.082017,0.084334,0.080556,0.081497,278371.467694491,3408036.673,138570.001028158,1696028.746,4951,0.08168780958603008
1669161600000,2022-11-23 00:00:00,DOGE/USDT,0.078688,0.083433,0.077802,0.081963,294057.445961556,3643992.082,154432.848374396,1912287.438,5397,0.080715137838200584
1669075200000,2022-11-22 00:00:00,DOGE/USDT,0.074633,0.079308,0.07308,0.078677,360184.222535385,4725497.407,187388.055198824,2460324.538,6115,0.076259458336639193
1668988800000,2022-11-21 00:00:00,DOGE/USDT,0.077,0.077337,0.071383,0.07466,396329.363390674,5263732.11,199849.452709998,2652266.629,6596,0.07531145365312398
1668902400000,2022-11-20 00:00:00,DOGE/USDT,0.084512,0.085791,0.076451,0.077077,401602.915400315,4887641.68,188482.986813856,2291403.704,6990,0.082242592670363733
1668816000000,2022-11-19 00:00:00,DOGE/USDT,0.084629,0.084994,0.082807,0.084573,282176.857253125,3357329.372,140230.979815342,1667756.984,5122,0.084050044964931788
1668729600000,2022-11-18 00:00:00,DOGE/USDT,0.085268,0.086635,0.083576,0.08467,184749.266706523,2176537.913,92654.57177315,1091632.805,4296,0.084888386504810321
1668643200000,2022-11-17 00:00:00,DOGE/USDT,0.085354,0.087122,0.082527,0.084594,71950.792511003,846303.843,30865.743728916,362137.83,2415,0.085024215627114895
1668556800000,2022-11-16 00:00:00,DOGE/USDT,0.086944,0.091059,0.083443,0.085381,151265.113283432,1737921.57,74177.432047077,852594.919,3040,0.08707400542829449
1668470400000,2022-11-15 00:00:00,DOGE/USDT,0.08576,0.089711,0.084968,0.087085,124235.645294646,1421823.517,72596.30733005,828704.051,5030,0.087390141047937729
1668384000000,2022-11-14 00:00:00,DOGE/USDT,0.084957,0.091104,0.079588,0.085816,283531.181392941,3367420.643,139656.220913407,1641365.244,5361,0.084267397074110608
1668297600000,2022-11-13 00:00:00,DOGE/USDT,0.087976,0.091402,0.082917,0.085051,128080.775339782,1477988.31,53118.816806043,612327.943,4015,0.08669056468214812
1668211200000,2022-11-12 00:00:00,DOGE/USDT,0.085106,0.094899,0.078673,0.088026,295987.795394162,3349024.791,172306.462353471,1948127.04,4794,0.088570262460067339
1668124800000,2022-11-11 00:00:00,DOGE/USDT,0.089445,0.093,0.080152,0.085101,249435.303768094,2913737.148,130893.338427623,1516212.024,5446,0.085711873779447432
1668038400000,2022-11-10 00:00:00,DOGE/USDT,0.073764,0.093996,0.073298,0.089668,536867.21292454,6406743.593,283215.515532551,3377866.227,5941,0.084076208114264352
1667952000000,2022-11-09 00:00:00,DOGE/USDT,0.088198,0.091987,0.070918,0.074619,422845.95262042,5164332.675,205726.08613081,2530779.49,5510,0.082398945926509674
1667865600000,2022-11-08 00:00:00,DOGE/USDT,0.111242,0.112469,0.077699,0.088413,710688.857671237,7336145.961,282592.643911389,2929980.851,5345,0.09764163820636835
1667779200000,2022-11-07 00:00:00,DOGE/USDT,0.11472,0.11897,0.10763,0.111215,455607.215959851,3974919.736,265088.778368442,2314706.845,5358,0.114683500493761647
1667692800000,2022-11-06 00:00:00,DOGE/USDT,0.124618,0.127383,0.112432,0.114755,239873.611734643,1963338.837,108844.216189438,888429.687,4524,0.122268583144732203
1667606400000,2022-11-05 00:00:00,DOGE/USDT,0.126092,0.135543,0.120301,0.12448,379069.642474589,2948815.839,215195.389719045,1671425.894,4913,0.128617566787286344
1667520000000,2022-11-04 00:00:00,DOGE/USDT,0.122437,0.129342,0.115634,0.126117,530873.217267224,4329702.421,221106.838927158,1790535.729,5879,0.122701135414733618
1667433600000,2022-11-03 00:00:00,DOGE/USDT,0.127687,0.136417,0.120366,0.122588,353538.713984301,2702002.944,186720.588195659,1423496.201,5400,0.130897706371663612
1667347200000,2022-11-02 00:00:00,DOGE/USDT,0.141695,0.148,0.122721,0.128162,729251.302201843,5432910.969,350848.59053454,2591257.101,5918,0.134454978609944467
1667260800000,2022-11-01 00:00:00,DOGE/USDT,0.126425,0.15835,0.124691,0.142136,3480226.700886029,24690452.237,1826914.242753324,13024763.154,9670,0.141220365448453317
1667174400000,2022-10-31 00:00:00,DOGE/USDT,0.117535,0.1313,0.114,0.126923,1106721.011896468,9053094.753,617351.250640123,5011904.835,8469,0.122358310310093281
1667088000000,2022-10-30 00:00:00,DOGE/USDT,0.121594,0.143293,0.1115,0.117582,1131545.133829372,9089375.352,554217.168639523,4458465.091,9844,0.125029533945551001
1667001600000,2022-10-29 00:00:00,DOGE/USDT,0.083862,0.150892,0.0829,0.121679,2924500.376440405,23804733.252,1491372.731343876,12098951.701,11976,0.125138780019886247
1666915200000,2022-10-28 00:00:00,DOGE/USDT,0.076898,0.088359,0.072578,0.08384,600664.230036118,7361057.233,377484.525293891,4589944.871,8107,0.081854431986479862
1666828800000,2022-10-27 00:00:00,DOGE/USDT,0.072542,0.085421,0.071836,0.076806,651653.488587985,8411299.375,531645.78479448,6871012.176,7894,0.07750811250329011
1666742400000,2022-10-26 00:00:00,DOGE/USDT,0.063043,0.073449,0.06268,0.072785,233547.386902096,3421300.715,114346.42114371,1666991.335,5143,0.068371134671721467
1666656000000,2022-10-25 00:00:00,DOGE/USDT,0.05948,0.064079,0.059151,0.063013,145308.773837445,2387897.611,78453.607442736,1286751.066,4715,0.060875539410924562
1666569600000,2022-10-24 00:00:00,DOGE/USDT,0.060349,0.060862,0.058706,0.059526,103914.08303148,1743525.542,51841.790258656,870060.591,3848,0.059604281846809615
1666483200000,2022-10-23 00:00:00,DOGE/USDT,0.059621,0.060405,0.058762,0.06038,126748.837497841,2132265.257,76015.18267461,1278584.277,4973,0.059446035383922554
1666396800000,2022-10-22 00:00:00,DOGE/USDT,0.059344,0.05979,0.059093,0.059608,31993.810954489,538304.433,15383.680746392,258831.059,1436,0.059434731167699451
1666310400000,2022-10-21 00:00:00,DOGE/USDT,0.059406,0.05948,0.057191,0.059295,114644.646164462,1953525.032,55436.158303691,944535.263,5228,0.058689577195258454
1666224000000,2022-10-20 00:00:00,DOGE/USDT,0.058583,0.060334,0.058242,0.059447,127060.072738646,2133569.73,64980.21769264,1091190.824,5561,0.05955552558390123
1666137600000,2022-10-19 00:00:00,DOGE/USDT,0.059785,0.060658,0.058313,0.058614,151176.412489773,2542665.976,69476.903928525,1171169.427,6324,0.059460400175911615
1666051200000,2022-10-18 00:00:00,DOGE/USDT,0.060033,0.061034,0.058614,0.059754,142712.208756981,2396963.352,67065.125322823,1126191.512,5811,0.059541789767568736
1665964800000,2022-10-17 00:00:00,DOGE/USDT,0.058857,0.060157,0.058541,0.059947,133867.910997395,2256623.143,63264.058145417,1066334.305,5693,0.059325097919606585
1665878400000,2022-10-16 00:00:00,DOGE/USDT,0.058537,0.059415,0.058497,0.058893,115269.911222794,1953710.928,54652.281093993,926313.766,5474,0.059000996390339122
1665792000000,2022-10-15 00:00:00,DOGE/USDT,0.058642,0.059606,0.058,0.058552,96660.121150302,1645106.069,48085.274618768,818094.899,4442,0.058757233100077871
1665705600000,2022-10-14 00:00:00,DOGE/USDT,0.059685,0.061,0.058162,0.058641,118682.252062119,1990529.215,58488.586089103,979981.483,5220,0.059633240901793427
1665619200000,2022-10-13 00:00:00,DOGE/USDT,0.059764,0.060225,0.055163,0.059684,203966.315669729,3540069.217,79422.306683039,1368512.646,5750,0.05765170230344873
1665532800000,2022-10-12 00:00:00,DOGE/USDT,0.060239,0.060905,0.059361,0.059792,115829.021824561,1930070.775,53662.663544068,894324.551,4722,0.060014326697986128
1665446400000,2022-10-11 00:00:00,DOGE/USDT,0.059176,0.060831,0.057595,0.06024,166357.058093129,2790499.978,85790.471423474,1436037.1,6267,0.059623864834763863
1665360000000,2022-10-10 00:00:00,DOGE/USDT,0.062056,0.062443,0.059341,0.059398,140465.035512664,2301884.348,66703.810325687,1092199.203,5860,0.061032948613212846
1665273600000,2022-10-09 00:00:00,DOGE/USDT,0.061629,0.062361,0.061131,0.06212,121598.259776618,1966139.226,58157.925133707,940378.102,5406,0.06184741500141359
1665187200000,2022-10-08 00:00:00,DOGE/USDT,0.062309,0.062612,0.061194,0.061648,128680.724063797,2070286.736,63984.26470723,1029039.261,5799,0.062157393753462893
1665100800000,2022-10-07 00:00:00,DOGE/USDT,0.063434,0.063789,0.061488,0.062338,156899.649623026,2499826.744,69510.047792829,1107060.962,5889,0.062770870005364368
1665014400000,2022-10-06 00:00:00,DOGE/USDT,0.064735,0.066698,0.06291,0.063433,226812.102193206,3495866.856,92552.548488205,1429948.231,6233,0.064889847221700283
1664928000000,2022-10-05 00:00:00,DOGE/USDT,0.065783,0.0667,0.062735,0.064766,385059.575302062,5964166.468,217117.402288601,3359195.278,6199,0.064569452951922424
1664841600000,2022-10-04 00:00:00,DOGE/USDT,0.060053,0.07,0.059911,0.065782,267105.085869526,4247028.724,135729.410609875,2147268.189,3909,0.062958125013909833
1664755200000,2022-10-03 00:00:00,DOGE/USDT,0.05915,0.060436,0.058815,0.060436,88571.233434825,1479944.749,49571.289149275,827624.57,2363,0.059850532302973269
1664668800000,2022-10-02 00:00:00,DOGE/USDT,0.060529,0.060934,0.058986,0.05911,100412.14860585,1666596.89,47882.586303306,794193.573,3766,0.060253931630242312
1664582400000,2022-10-01 00:00:00,DOGE/USDT,0.061675,0.063024,0.060303,0.060572,175729.329482844,2865425.225,95599.009848215,1555974.448,4396,0.061335146280563942
1664496000000,2022-09-30 00:00:00,DOGE/USDT,0.060911,0.062096,0.05969,0.061675,147327.320707316,2429431.895,72762.322321851,1199875.236,4146,0.060646299563229071
1664409600000,2022-09-29 00:00:00,DOGE/USDT,0.060565,0.0611,0.059285,0.060821,114234.066018792,1896926.889,56061.938754845,930824.033,4688,0.060222880654841187
1664323200000,2022-09-28 00:00:00,DOGE/USDT,0.060501,0.061133,0.058557,0.060565,194657.208018957,3249966.099,109184.879406976,1824348.395,5833,0.059902807711485334
1664236800000,2022-09-27 00:00:00,DOGE/USDT,0.061163,0.063102,0.059797,0.060545,140995.486476203,2294369.29,60963.982479125,988480.626,3403,0.06146599520797415
1664150400000,2022-09-26 00:00:00,DOGE/USDT,0.061145,0.061852,0.059833,0.061056,153152.773756167,2515624.855,72067.669992464,1182221.098,4647,0.060884330963035893
1664064000000,2022-09-25 00:00:00,DOGE/USDT,0.063079,0.063815,0.060144,0.061153,190530.1069616,3060928.139,99533.962852419,1600035.939,6213,0.062253982163161169
1663977600000,2022-09-24 00:00:00,DOGE/USDT,0.063364,0.068114,0.062506,0.063123,298372.354688922,4584040.594,149760.431383322,2297380.098,5669,0.065118073749946093
1663891200000,2022-09-23 00:00:00,DOGE/USDT,0.059605,0.064298,0.059143,0.063297,392583.557618444,6357827.302,204813.542063229,3315585.142,5736,0.061770341977184265
1663804800000,2022-09-22 00:00:00,DOGE/USDT,0.057141,0.06003,0.056843,0.059604,143233.187695627,2439605.169,71506.35712854,1217513.102,5930,0.05872115488872781
1663718400000,2022-09-21 00:00:00,DOGE/USDT,0.058336,0.060786,0.05606,0.057235,217334.818852089,3682059.489,116841.048343651,1980396.332,4788,0.059042526579740039
1663632000000,2022-09-20 00:00:00,DOGE/USDT,0.058576,0.060309,0.057504,0.058382,218977.212367882,3737930.947,123834.808203693,2111326.876,5931,0.058586784387025385
1663545600000,2022-09-19 00:00:00,DOGE/USDT,0.057518,0.058777,0.055916,0.05857,184871.658919428,3226532.528,83455.352170056,1460737.233,4861,0.057311294923898393
1663459200000,2022-09-18 00:00:00,DOGE/USDT,0.06218,0.06218,0.056532,0.057503,202126.95204548,3355847.402,108667.108455532,1807559.06,6663,0.060254138692472424
1663372800000,2022-09-17 00:00:00,DOGE/USDT,0.060434,0.062415,0.060264,0.062221,203680.243090847,3338241.451,85534.861731245,1399882.368,6826,0.061018713263480261
1663286400000,2022-09-16 00:00:00,DOGE/USDT,0.058643,0.060486,0.05813,0.060401,291523.202915004,4901431.579,223689.859494802,3759992.881,5137,0.059478663895559734
1663200000000,2022-09-15 00:00:00,DOGE/USDT,0.061087,0.06123,0.058563,0.058625,169495.649001736,2821561.611,89328.281662018,1486768.721,6802,0.060078059903197078
1663113600000,2022-09-14 00:00:00,DOGE/USDT,0.05963,0.061508,0.059275,0.061125,122508.990241721,2019656.044,66986.694993864,1104194.85,4514,0.060661668872593531
1663027200000,2022-09-13 00:00:00,DOGE/USDT,0.063642,0.06405,0.059144,0.059624,130863.308564297,2132923.658,63032.527152065,1026593.082,5403,0.06139368502916654
1662940800000,2022-09-12 00:00:00,DOGE/USDT,0.063633,0.065232,0.062694,0.063842,70428.585248705,1104825.872,33906.591509687,531863.851,4097,0.063750682842372506
1662854400000,2022-09-11 00:00:00,DOGE/USDT,0.064668,0.065218,0.062624,0.063634,115890.688884118,1812638.929,54604.212378418,854317.723,6461,0.063938726504674522
1662768000000,2022-09-10 00:00:00,DOGE/USDT,0.063879,0.065385,0.063192,0.064667,111501.169952875,1739819.043,54161.220370529,844420.057,6570,0.064089680485380881
1662681600000,2022-09-09 00:00:00,DOGE/USDT,0.061065,0.064626,0.061064,0.063874,109840.255620444,1736909.576,62416.34005589,986273.635,5380,0.063245646285757259
1662595200000,2022-09-08 00:00:00,DOGE/USDT,0.06095,0.061334,0.059611,0.060899,83398.620857932,1377143.363,30111.62179085,496976.768,2738,0.060560160776110857
1662508800000,2022-09-07 00:00:00,DOGE/USDT,0.058871,0.061488,0.057502,0.060932,99666.313860574,1678406.056,48007.729222617,808451.666,6241,0.059394374610241638
1662422400000,2022-09-06 00:00:00,DOGE/USDT,0.062711,0.065,0.058312,0.05883,107065.116816571,1743165.226,56878.6820283,923393.346,5099,0.061488245580683689
1662336000000,2022-09-05 00:00:00,DOGE/USDT,0.063226,0.063679,0.061092,0.062712,77699.353847271,1249100.263,38249.93616011,614625.139,4771,0.062207431863341356
1662249600000,2022-09-04 00:00:00,DOGE/USDT,0.06272,0.063849,0.061887,0.063191,122285.798708142,1943827.459,57275.469220779,910399.096,5670,0.06291162774930793
1662163200000,2022-09-03 00:00:00,DOGE/USDT,0.061607,0.063909,0.061111,0.062749,123572.108752793,1995978.258,72921.191162388,1178755.728,5384,0.061915178982058289
1662076800000,2022-09-02 00:00:00,DOGE/USDT,0.062328,0.06279,0.060717,0.061643,153751.597982617,2490218.54,58439.812886566,948987.65,3721,0.06174489873401592
1661990400000,2022-09-01 00:00:00,DOGE/USDT,0.061397,0.062649,0.059958,0.062329,252529.426578675,4132028.197,60869.061894857,993058.12,6701,0.061117830257146422
1661904000000,2022-08-31 00:00:00,DOGE/USDT,0.061589,0.063397,0.060822,0.061395,96521.627621023,1550810.334,56664.970407471,911215.044,6736,0.062245255068491948
1661817600000,2022-08-30 00:00:00,DOGE/USDT,0.063911,0.06438,0.06017,0.06149,79861.259754003,1282217.175,47625.819444404,763609.773,5683,0.062302292205023146
1661731200000,2022-08-29 00:00:00,DOGE/USDT,0.061778,0.063951,0.061015,0.063321,46097.36504554,740677.001,23746.73412487,382483.67,3547,0.062247802137181252
1661644800000,2022-08-28 00:00:00,DOGE/USDT,0.063416,0.064267,0.061407,0.061792,54930.768988595,864400.823,25581.724748224,402260.362,5809,0.063551390344422121
1661558400000,2022-08-27 00:00:00,DOGE/USDT,0.063504,0.064139,0.06226,0.063427,161310.388875735,2544829.901,74495.168191425,1173489.941,5819,0.063390481587681412
1661472000000,2022-08-26 00:00:00,DOGE/USDT,0.068936,0.069391,0.062785,0.063515,131505.091845069,1972528.282,53464.455468409,797199.893,6694,0.066703366806713345
1661385600000,2022-08-25 00:00:00,DOGE/USDT,0.06787,0.071707,0.06779,0.068985,65367.743607558,945390.929,33328.64314941,481784.303,5502,0.069152001771900756
1661299200000,2022-08-24 00:00:00,DOGE/USDT,0.068797,0.069585,0.067006,0.067899,39942.234741151,586711.245,20338.979201651,298792.939,5740,0.068084249945648948
1661212800000,2022-08-23 00:00:00,DOGE/USDT,0.068465,0.06923,0.066836,0.0687,53226.532027085,779911.377,27560.26456608,403260.686,5706,0.068250432350860914
1661126400000,2022-08-22 00:00:00,DOGE/USDT,0.069292,0.069338,0.06531,0.068413,352906.201189587,5210605.988,25144.293647791,373668.238,6494,0.067731417774576284
1661040000000,2022-08-21 00:00:00,DOGE/USDT,0.069224,0.07073,0.0675,0.06927,96104.226389763,1387178.505,47175.582864582,681144.778,5933,0.069285633529755058
1660953600000,2022-08-20 00:00:00,DOGE/USDT,0.067762,0.071077,0.067671,0.069283,227056.400281538,3280378.207,181776.455897255,2627294.008,4756,0.069218844105364145
1660867200000,2022-08-19 00:00:00,DOGE/USDT,0.074623,0.075179,0.067229,0.067827,374368.786368177,5225824.992,102887.605273859,1453955.044,6573,0.071694787655186665
1660780800000,2022-08-18 00:00:00,DOGE/USDT,0.080089,0.082239,0.074,0.074576,198035.514870397,2498836.849,96164.912451404,1211528.899,6688,0.079292531800097239
1660694400000,2022-08-17 00:00:00,DOGE/USDT,0.086672,0.0896,0.079587,0.080176,511327.706527341,5949755.191,249145.539138129,2890016.83,9448,0.086001818859680152
