https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XLM,Volume USD
1682380800,2023-04-25,XLM/USD,0.09343,0.09731,0.09196,0.09731,73822.6951726,7183.686467245705
1682294400,2023-04-24,XLM/USD,0.09325,0.09732,0.09324,0.09361,23318.3600153,2182.831681032233
1682208000,2023-04-23,XLM/USD,0.09525,0.09961,0.09392,0.09448,18742.4057009,1770.7824906210317
1682121600,2023-04-22,XLM/USD,0.09374,0.09961,0.09374,0.09917,14664.9839532,1454.3264586388439
1682035200,2023-04-21,XLM/USD,0.0964,0.09961,0.093,0.093,68196.9382216,6342.3152546087995
1681948800,2023-04-20,XLM/USD,0.09828,0.09953,0.09552,0.0959,78692.8444131,7546.64377921629
1681862400,2023-04-19,XLM/USD,0.10567,0.11118,0.09712,0.09786,501485.1686444,49075.338603540986
1681776000,2023-04-18,XLM/USD,0.10423,0.10614,0.10386,0.10565,285037.9569111,30114.260147657715
1681689600,2023-04-17,XLM/USD,0.10746,0.10747,0.10376,0.10426,618269.1044922,64460.73683435677
1681603200,2023-04-16,XLM/USD,0.10668,0.1079,0.10585,0.10749,428504.9724155,46059.99948494209
1681516800,2023-04-15,XLM/USD,0.10723,0.10723,0.10598,0.10667,203305.1042486,21686.55547019816
1681430400,2023-04-14,XLM/USD,0.10545,0.1093,0.10545,0.10719,1229756.6180311,131817.61188675358
1681344000,2023-04-13,XLM/USD,0.10381,0.10582,0.10366,0.1055,227473.5134373,23998.45566763515
1681257600,2023-04-12,XLM/USD,0.10525,0.10525,0.10286,0.10383,573743.2805317,59571.76481760642
1681171200,2023-04-11,XLM/USD,0.10593,0.10732,0.10524,0.10526,598477.5007085,62995.74172457672
1681084800,2023-04-10,XLM/USD,0.10512,0.106,0.10297,0.106,436843.9314303,46305.4567316118
1680998400,2023-04-09,XLM/USD,0.10479,0.10572,0.10325,0.10496,466520.8302886,48966.02634709146
1680912000,2023-04-08,XLM/USD,0.10659,0.10665,0.1045,0.10481,285139.4044846,29885.460984030928
1680825600,2023-04-07,XLM/USD,0.1058,0.10661,0.10449,0.10657,567107.8288856,60436.68132433839
1680739200,2023-04-06,XLM/USD,0.1073,0.1073,0.10455,0.10578,643790.0960706,68100.11636234807
1680652800,2023-04-05,XLM/USD,0.10612,0.10871,0.10565,0.10733,761772.5509412,81761.047892519
1680566400,2023-04-04,XLM/USD,0.10691,0.10713,0.10493,0.10614,725141.8339484,76966.55425528318
1680480000,2023-04-03,XLM/USD,0.10668,0.11059,0.10546,0.10687,1485622.442019,158768.47037857052
1680393600,2023-04-02,XLM/USD,0.10841,0.11096,0.10623,0.10669,1397464.9599294,149095.53657486767
1680307200,2023-04-01,XLM/USD,0.11216,0.11422,0.10774,0.10843,1722524.1902092,186773.29794438355
1680220800,2023-03-31,XLM/USD,0.10644,0.11282,0.10544,0.11222,2506804.9148013,281313.6475390019
1680134400,2023-03-30,XLM/USD,0.10191,0.10671,0.10021,0.10652,2572344.338819,274006.1189709999
1680048000,2023-03-29,XLM/USD,0.09795,0.1072,0.09795,0.1019,2512770.9403436,256051.35882101287
1679961600,2023-03-28,XLM/USD,0.09281,0.09814,0.09156,0.09793,1582763.5561715,155000.035055875
1679875200,2023-03-27,XLM/USD,0.0923,0.09508,0.09038,0.0928,1183196.9316537,109800.67525746336
1679788800,2023-03-26,XLM/USD,0.09096,0.09268,0.09096,0.09232,418264.53908,38614.1822478656
1679702400,2023-03-25,XLM/USD,0.08916,0.0931,0.08911,0.09087,823229.4408034,74806.85928580497
1679616000,2023-03-24,XLM/USD,0.09271,0.09273,0.0878,0.08917,799134.1858766,71258.79535461642
1679529600,2023-03-23,XLM/USD,0.09094,0.09374,0.09035,0.0927,1392409.2076008,129076.33354459418
1679443200,2023-03-22,XLM/USD,0.09664,0.09722,0.08913,0.09095,3472548.1694291,315828.25600957667
1679356800,2023-03-21,XLM/USD,0.08683,0.0995,0.0863,0.09657,4854685.5466843,468816.98324330285
1679270400,2023-03-20,XLM/USD,0.08807,0.08965,0.08682,0.08683,2237383.4091498,194272.00141647714
1679184000,2023-03-19,XLM/USD,0.08568,0.08916,0.08568,0.08806,1568471.2786313,138119.58079627226
1679097600,2023-03-18,XLM/USD,0.08813,0.08879,0.08558,0.08563,1495692.1599902,128076.11965996082
1679011200,2023-03-17,XLM/USD,0.08497,0.08813,0.08469,0.08811,823021.5425344,72516.42811270598
1678924800,2023-03-16,XLM/USD,0.08414,0.08543,0.08414,0.08496,452545.8096515,38448.29198799144
1678838400,2023-03-15,XLM/USD,0.08856,0.08914,0.08346,0.08417,1408628.1768356,118564.23364425245
