https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume GALA,Volume USDT,tradecount
1697155200000,2023-10-13,GALAUSDT,0.01355,0.01381,0.01343,0.01365,394784990.0,5375955.96479,27897
1697068800000,2023-10-12,GALAUSDT,0.01323,0.01373,0.01317,0.01356,654829709.0,8830648.19088,44501
1696982400000,2023-10-11,GALAUSDT,0.01338,0.01345,0.01275,0.01323,496573646.0,6489241.27925,32930
1696896000000,2023-10-10,GALAUSDT,0.01337,0.01363,0.01317,0.01339,452843863.0,6057098.36026,29204
1696809600000,2023-10-09,GALAUSDT,0.01435,0.01453,0.01313,0.01337,755057374.0,10293495.5644,46181
1696723200000,2023-10-08,GALAUSDT,0.01463,0.01474,0.01407,0.01435,418707441.0,6009716.75612,23921
1696636800000,2023-10-07,GALAUSDT,0.01463,0.01501,0.01446,0.01462,418592048.0,6144045.05625,24502
1696550400000,2023-10-06,GALAUSDT,0.01444,0.01481,0.0143,0.01462,595748388.0,8704673.95268,36655
1696464000000,2023-10-05,GALAUSDT,0.01566,0.01579,0.01418,0.01444,1048303922.0,15612448.55556,60082
1696377600000,2023-10-04,GALAUSDT,0.01536,0.01616,0.01478,0.01567,1475160352.0,22854585.14014,79902
1696291200000,2023-10-03,GALAUSDT,0.01477,0.01639,0.01472,0.01537,2550582188.0,40388831.68635,134489
1696204800000,2023-10-02,GALAUSDT,0.01509,0.01567,0.0144,0.01477,972994054.0,14675024.23795,51915
1696118400000,2023-10-01,GALAUSDT,0.01424,0.01534,0.0142,0.01509,790456859.0,11641534.77308,44162
1696032000000,2023-09-30,GALAUSDT,0.01436,0.01472,0.01408,0.01425,690987556.0,9917545.01533,34529
1695945600000,2023-09-29,GALAUSDT,0.01347,0.01492,0.01339,0.01436,1386053979.0,19783091.43548,68749
1695859200000,2023-09-28,GALAUSDT,0.01331,0.01365,0.01328,0.01347,434310873.0,5847920.34536,21496
1695772800000,2023-09-27,GALAUSDT,0.01335,0.01354,0.0131,0.0133,322545693.0,4296851.97389,18286
1695686400000,2023-09-26,GALAUSDT,0.01353,0.01366,0.01307,0.01334,348412252.0,4668739.00264,19741
1695600000000,2023-09-25,GALAUSDT,0.01327,0.01355,0.01307,0.01353,291989309.0,3916187.91043,17825
1695513600000,2023-09-24,GALAUSDT,0.01344,0.01349,0.01313,0.01327,280226488.0,3741024.15842,18186
1695427200000,2023-09-23,GALAUSDT,0.01347,0.01365,0.0132,0.01343,342901074.0,4597272.38264,20227
1695340800000,2023-09-22,GALAUSDT,0.01313,0.01367,0.01297,0.01347,523958408.0,6971365.98896,29687
1695254400000,2023-09-21,GALAUSDT,0.01391,0.01411,0.01294,0.01314,854372504.0,11476640.85774,47326
1695168000000,2023-09-20,GALAUSDT,0.01433,0.01441,0.01355,0.01392,684087803.0,9570721.7638,40678
1695081600000,2023-09-19,GALAUSDT,0.01431,0.01462,0.01422,0.01434,329009586.0,4739696.29235,23190
1694995200000,2023-09-18,GALAUSDT,0.0142,0.01473,0.01402,0.01431,384689603.0,5551307.92915,26383
1694908800000,2023-09-17,GALAUSDT,0.01485,0.01486,0.01383,0.0142,521504625.0,7482042.04164,32424
1694822400000,2023-09-16,GALAUSDT,0.01474,0.01504,0.01448,0.01485,552879704.0,8162916.32659,32207
1694736000000,2023-09-15,GALAUSDT,0.01439,0.01479,0.01421,0.01474,441940236.0,6393041.2583,26872
1694649600000,2023-09-14,GALAUSDT,0.01409,0.01464,0.01404,0.01439,610490119.0,8774718.08261,33620
1694563200000,2023-09-13,GALAUSDT,0.01393,0.01463,0.01368,0.01409,807779295.0,11353025.91905,43472
1694476800000,2023-09-12,GALAUSDT,0.01404,0.01471,0.01388,0.01393,747311680.0,10647990.65535,42214
1694390400000,2023-09-11,GALAUSDT,0.01465,0.01492,0.01365,0.01404,913461266.0,13011489.84629,56056
1694304000000,2023-09-10,GALAUSDT,0.01599,0.01599,0.01431,0.01465,1127462664.0,16791384.45156,67031
1694217600000,2023-09-09,GALAUSDT,0.01598,0.01625,0.01581,0.01599,360126666.0,5773395.51486,26744
1694131200000,2023-09-08,GALAUSDT,0.01614,0.0163,0.01555,0.01598,459409153.0,7319483.14768,33244
1694044800000,2023-09-07,GALAUSDT,0.01605,0.01625,0.0158,0.01613,475757438.0,7631784.40603,32563
1693958400000,2023-09-06,GALAUSDT,0.01643,0.0165,0.01552,0.01605,736027116.0,11794148.47876,45577
1693872000000,2023-09-05,GALAUSDT,0.01585,0.01653,0.01546,0.01643,1067122828.0,16993847.00654,59198
1693785600000,2023-09-04,GALAUSDT,0.01664,0.01699,0.01565,0.01585,1349189941.0,22003885.5429,84048
1693699200000,2023-09-03,GALAUSDT,0.01852,0.01856,0.01603,0.01665,2006948923.0,34102343.85277,118158
1693612800000,2023-09-02,GALAUSDT,0.01858,0.01886,0.01822,0.01852,236641314.0,4382212.30558,20448
1693526400000,2023-09-01,GALAUSDT,0.01882,0.01892,0.01817,0.01858,379483860.0,7075122.42774,27324
1693440000000,2023-08-31,GALAUSDT,0.01994,0.01996,0.01858,0.01882,525657120.0,10157264.57977,36425
1693353600000,2023-08-30,GALAUSDT,0.02044,0.0208,0.0197,0.01994,496534037.0,9998284.6949,32918
1693267200000,2023-08-29,GALAUSDT,0.01946,0.02064,0.01901,0.02043,583310695.0,11658453.37214,45497
1693180800000,2023-08-28,GALAUSDT,0.01924,0.01954,0.0187,0.01946,279572907.0,5349715.1738,22750
1693094400000,2023-08-27,GALAUSDT,0.01908,0.01935,0.01903,0.01924,245257252.0,4701066.49131,14372
1693008000000,2023-08-26,GALAUSDT,0.01934,0.01943,0.019,0.01909,169854736.0,3265455.96411,11832
1692921600000,2023-08-25,GALAUSDT,0.0196,0.0196,0.01892,0.01934,440925184.0,8464979.59264,29254
1692835200000,2023-08-24,GALAUSDT,0.01991,0.02016,0.01938,0.0196,309506554.0,6129539.09848,23913
1692748800000,2023-08-23,GALAUSDT,0.01939,0.02009,0.01924,0.01991,503189102.0,9866178.15891,29738
1692662400000,2023-08-22,GALAUSDT,0.01933,0.01953,0.0185,0.01938,510486046.0,9733865.2605,33869
1692576000000,2023-08-21,GALAUSDT,0.02004,0.02013,0.01881,0.01934,372741691.0,7292899.80073,28563
1692489600000,2023-08-20,GALAUSDT,0.02007,0.02056,0.01981,0.02005,426795137.0,8645383.69774,22728
1692403200000,2023-08-19,GALAUSDT,0.01966,0.02036,0.01949,0.02007,269557282.0,5362731.53943,19238
1692316800000,2023-08-18,GALAUSDT,0.01923,0.01984,0.01889,0.01967,937040847.0,18205574.37383,53991
1692230400000,2023-08-17,GALAUSDT,0.02066,0.02091,0.01779,0.01922,921068078.0,18343707.69177,76544
1692144000000,2023-08-16,GALAUSDT,0.02164,0.02216,0.02001,0.02065,908739937.0,19304529.32487,53789
1692057600000,2023-08-15,GALAUSDT,0.02313,0.02316,0.02038,0.02164,557409504.0,12302382.9844,42366
1691971200000,2023-08-14,GALAUSDT,0.02288,0.0235,0.02267,0.02313,267740508.0,6187231.51081,19709
1691884800000,2023-08-13,GALAUSDT,0.02307,0.02323,0.02281,0.02289,243525672.0,5620095.79001,16746
1691798400000,2023-08-12,GALAUSDT,0.02293,0.02323,0.02286,0.02307,239402321.0,5524580.08956,16682
1691712000000,2023-08-11,GALAUSDT,0.0228,0.02295,0.02267,0.02293,252576672.0,5763889.69802,18670
1691625600000,2023-08-10,GALAUSDT,0.02333,0.02347,0.02263,0.0228,346953097.0,7987650.74247,28148
1691539200000,2023-08-09,GALAUSDT,0.02353,0.02377,0.02306,0.02333,358422596.0,8415401.59213,27710
1691452800000,2023-08-08,GALAUSDT,0.02317,0.02384,0.02297,0.02354,413507747.0,9667439.49334,32972
1691366400000,2023-08-07,GALAUSDT,0.02351,0.02404,0.0225,0.02316,742167021.0,17390788.00896,59098
1691280000000,2023-08-06,GALAUSDT,0.02439,0.02611,0.02339,0.02351,1821951792.0,44905748.99119,141390
1691193600000,2023-08-05,GALAUSDT,0.02222,0.02467,0.02204,0.0244,1426611705.0,33648246.33121,104526
1691107200000,2023-08-04,GALAUSDT,0.02274,0.02303,0.02207,0.02223,501774807.0,11339034.3172,40219
1691020800000,2023-08-03,GALAUSDT,0.02323,0.02376,0.02271,0.02274,366888384.0,8523826.14319,30112
1690934400000,2023-08-02,GALAUSDT,0.02351,0.02411,0.02286,0.02323,453164027.0,10642380.77705,41655
1690848000000,2023-08-01,GALAUSDT,0.02296,0.02354,0.022,0.02351,428662578.0,9744289.03122,36814
1690761600000,2023-07-31,GALAUSDT,0.02319,0.02338,0.02261,0.02296,315734611.0,7271829.30338,26427
1690675200000,2023-07-30,GALAUSDT,0.02349,0.02366,0.0224,0.02319,378139933.0,8796577.09297,33135
1690588800000,2023-07-29,GALAUSDT,0.02364,0.02385,0.02339,0.02349,264463748.0,6233433.26192,19001
1690502400000,2023-07-28,GALAUSDT,0.02365,0.02378,0.02331,0.02365,267594271.0,6298481.17772,23904
1690416000000,2023-07-27,GALAUSDT,0.02342,0.0239,0.0231,0.02366,457555255.0,10777395.72767,40882
1690329600000,2023-07-26,GALAUSDT,0.02408,0.02415,0.02291,0.02342,650953056.0,15265904.95323,56158
1690243200000,2023-07-25,GALAUSDT,0.02461,0.02469,0.02396,0.02408,376213823.0,9155386.71644,32719
1690156800000,2023-07-24,GALAUSDT,0.02647,0.02671,0.02418,0.02461,707297074.0,17695398.46901,62786
1690070400000,2023-07-23,GALAUSDT,0.0262,0.02691,0.02595,0.02647,272178404.0,7191664.111,26988
1689984000000,2023-07-22,GALAUSDT,0.02682,0.02727,0.0258,0.0262,342674268.0,9142156.5595,32908
1689897600000,2023-07-21,GALAUSDT,0.0265,0.0278,0.02635,0.02681,797333118.0,21528280.11106,71543
1689811200000,2023-07-20,GALAUSDT,0.02572,0.02694,0.0255,0.0265,606608738.0,15880539.68068,60974
1689724800000,2023-07-19,GALAUSDT,0.0262,0.0272,0.02561,0.02572,603989669.0,15842925.31585,61912
1689638400000,2023-07-18,GALAUSDT,0.02786,0.0289,0.02584,0.0262,1175709610.0,31892573.5852,114421
1689552000000,2023-07-17,GALAUSDT,0.02495,0.028,0.02477,0.02786,1382228843.0,36502810.59241,138806
1689465600000,2023-07-16,GALAUSDT,0.0257,0.02639,0.0247,0.02497,517688437.0,13160228.07214,47365
1689379200000,2023-07-15,GALAUSDT,0.02525,0.02605,0.02484,0.0257,457646861.0,11658784.37227,44895
1689292800000,2023-07-14,GALAUSDT,0.02622,0.02707,0.0241,0.02525,1047819284.0,27038131.91655,98135
1689206400000,2023-07-13,GALAUSDT,0.0241,0.02627,0.02366,0.02622,979158000.0,24693461.95516,93868
1689120000000,2023-07-12,GALAUSDT,0.02463,0.02494,0.0237,0.02409,401802737.0,9836821.17592,38768
1689033600000,2023-07-11,GALAUSDT,0.02432,0.02544,0.02422,0.02463,496599138.0,12309878.765,50035
1688947200000,2023-07-10,GALAUSDT,0.02409,0.02464,0.02333,0.0243,430408589.0,10286787.9227,43849
1688860800000,2023-07-09,GALAUSDT,0.02408,0.02464,0.02393,0.02408,301322714.0,7322018.14594,28589
1688774400000,2023-07-08,GALAUSDT,0.02415,0.0246,0.0236,0.02409,370479402.0,8929301.63981,32278
1688688000000,2023-07-07,GALAUSDT,0.02334,0.02423,0.02304,0.02415,383536251.0,9090828.79334,38887
1688601600000,2023-07-06,GALAUSDT,0.02423,0.02499,0.02325,0.02334,610559583.0,14731154.40774,60857
1688515200000,2023-07-05,GALAUSDT,0.02522,0.02569,0.02372,0.02423,469897875.0,11553642.18226,50612
1688428800000,2023-07-04,GALAUSDT,0.02584,0.02603,0.02467,0.02521,425812677.0,10840256.3595,40062
1688342400000,2023-07-03,GALAUSDT,0.02515,0.02631,0.02495,0.02583,686904380.0,17634856.31723,65216
1688256000000,2023-07-02,GALAUSDT,0.02544,0.02574,0.0242,0.02514,646913292.0,16104852.87829,57929
1688169600000,2023-07-01,GALAUSDT,0.02459,0.02549,0.02384,0.02544,582893116.0,14334147.09897,50468
1688083200000,2023-06-30,GALAUSDT,0.02414,0.02577,0.02233,0.02459,1002489902.0,24585411.48004,103739
1687996800000,2023-06-29,GALAUSDT,0.02343,0.02458,0.02314,0.02413,632879557.0,15181720.13715,49755
1687910400000,2023-06-28,GALAUSDT,0.02565,0.02565,0.0229,0.02343,689845205.0,16714778.95771,64335
1687824000000,2023-06-27,GALAUSDT,0.02562,0.02623,0.02528,0.02564,414029272.0,10650408.79767,39793
1687737600000,2023-06-26,GALAUSDT,0.02683,0.02688,0.02517,0.02561,578407110.0,15080298.44252,59669
1687651200000,2023-06-25,GALAUSDT,0.02655,0.02815,0.0265,0.02682,775796098.0,21088520.95362,79788
1687564800000,2023-06-24,GALAUSDT,0.02613,0.0272,0.02495,0.02655,1031099261.0,27062180.08334,84763
1687478400000,2023-06-23,GALAUSDT,0.02485,0.02689,0.02476,0.02611,703060247.0,18120772.26183,67729
1687392000000,2023-06-22,GALAUSDT,0.02554,0.02743,0.02448,0.02485,756142366.0,19623055.75624,76987
1687305600000,2023-06-21,GALAUSDT,0.02423,0.02579,0.0241,0.02555,761844775.0,18949306.55302,65065
1687219200000,2023-06-20,GALAUSDT,0.0232,0.02427,0.02283,0.02422,563041783.0,13271938.80197,48233
1687132800000,2023-06-19,GALAUSDT,0.02299,0.02346,0.02259,0.0232,477836245.0,11025172.64897,39254
1687046400000,2023-06-18,GALAUSDT,0.02329,0.02359,0.02262,0.02299,477393173.0,11077483.73521,42400
1686960000000,2023-06-17,GALAUSDT,0.02222,0.02419,0.02209,0.02328,741810016.0,17436524.06479,64097
1686873600000,2023-06-16,GALAUSDT,0.02212,0.02252,0.02133,0.02221,436858298.0,9566297.80484,37903
1686787200000,2023-06-15,GALAUSDT,0.02121,0.02262,0.02109,0.02212,527552424.0,11470135.84381,46677
1686700800000,2023-06-14,GALAUSDT,0.02217,0.02269,0.02085,0.0212,671196891.0,14721994.93652,57369
1686614400000,2023-06-13,GALAUSDT,0.0217,0.023,0.02151,0.02217,534776058.0,11823627.56364,49196
1686528000000,2023-06-12,GALAUSDT,0.02161,0.02187,0.02097,0.02171,604952501.0,12982315.65444,55786
1686441600000,2023-06-11,GALAUSDT,0.02111,0.022,0.02077,0.02161,632121369.0,13456942.73954,57823
1686355200000,2023-06-10,GALAUSDT,0.02553,0.02561,0.01803,0.0211,1925873458.0,40859584.36131,184481
1686268800000,2023-06-09,GALAUSDT,0.02604,0.0263,0.02533,0.02552,397309629.0,10254739.88742,37849
1686182400000,2023-06-08,GALAUSDT,0.02583,0.02637,0.02558,0.02605,367550053.0,9551628.37691,36197
1686096000000,2023-06-07,GALAUSDT,0.02762,0.02764,0.02562,0.02583,534968307.0,14132781.56672,52663
1686009600000,2023-06-06,GALAUSDT,0.02641,0.02808,0.02608,0.02763,767282942.0,20725729.43329,72583
1685923200000,2023-06-05,GALAUSDT,0.02966,0.0297,0.02572,0.0264,1078594985.0,29838118.42392,116041
1685836800000,2023-06-04,GALAUSDT,0.03008,0.0303,0.02956,0.02966,403475406.0,12070286.0023,39072
1685750400000,2023-06-03,GALAUSDT,0.03023,0.03092,0.02995,0.03007,263888749.0,8021420.92013,27527
1685664000000,2023-06-02,GALAUSDT,0.02976,0.03033,0.02937,0.03024,335989849.0,10094422.752,33029
1685577600000,2023-06-01,GALAUSDT,0.02944,0.0302,0.02887,0.02977,386877701.0,11465368.16721,37097
1685491200000,2023-05-31,GALAUSDT,0.02997,0.03024,0.02876,0.02944,472046283.0,13838415.10181,44864
1685404800000,2023-05-30,GALAUSDT,0.0301,0.03046,0.02963,0.02997,486148908.0,14585451.53085,43298
1685318400000,2023-05-29,GALAUSDT,0.03125,0.0315,0.02987,0.03009,561441970.0,17163190.26856,45304
1685232000000,2023-05-28,GALAUSDT,0.03013,0.03175,0.02993,0.03125,666645383.0,20574468.19264,58755
1685145600000,2023-05-27,GALAUSDT,0.03011,0.0308,0.02984,0.03012,356894767.0,10796092.76762,33891
1685059200000,2023-05-26,GALAUSDT,0.02996,0.03045,0.02933,0.03011,394668939.0,11844804.54045,33768
1684972800000,2023-05-25,GALAUSDT,0.02977,0.03053,0.02873,0.02997,756773243.0,22675028.64489,68871
1684886400000,2023-05-24,GALAUSDT,0.03062,0.03066,0.02809,0.02976,808622433.0,23743747.4186,70746
1684800000000,2023-05-23,GALAUSDT,0.03,0.031,0.02965,0.03061,530039925.0,16161197.72952,47069
1684713600000,2023-05-22,GALAUSDT,0.02946,0.0303,0.02873,0.02999,490958182.0,14568806.47485,47511
1684627200000,2023-05-21,GALAUSDT,0.03088,0.03096,0.02895,0.02946,628258180.0,18796644.15024,59175
1684540800000,2023-05-20,GALAUSDT,0.03111,0.03135,0.03055,0.03088,383579570.0,11846339.09779,33216
1684454400000,2023-05-19,GALAUSDT,0.03179,0.03193,0.03076,0.0311,618340678.0,19315676.99617,57054
1684368000000,2023-05-18,GALAUSDT,0.03256,0.03319,0.03066,0.0318,1053110923.0,33713336.89092,89399
1684281600000,2023-05-17,GALAUSDT,0.03239,0.03529,0.0315,0.03256,2574506137.0,85989640.93811,227430
1684195200000,2023-05-16,GALAUSDT,0.0302,0.0329,0.02942,0.03238,1240992783.0,38424583.40664,107710
1684108800000,2023-05-15,GALAUSDT,0.03038,0.03129,0.02968,0.03021,874321227.0,26684287.1137,87927
1684022400000,2023-05-14,GALAUSDT,0.02953,0.0313,0.02885,0.03038,716292027.0,21564025.02767,78672
1683936000000,2023-05-13,GALAUSDT,0.03009,0.03014,0.02904,0.02953,516506203.0,15235894.4312,52996
1683849600000,2023-05-12,GALAUSDT,0.02844,0.03016,0.02752,0.03008,1166904138.0,33834891.53911,114986
1683763200000,2023-05-11,GALAUSDT,0.03127,0.03137,0.02768,0.02844,1185927168.0,34585855.52265,123660
1683676800000,2023-05-10,GALAUSDT,0.02838,0.03273,0.02794,0.03128,2212115990.0,66788813.45043,219783
1683590400000,2023-05-09,GALAUSDT,0.0284,0.02886,0.02772,0.02839,618791807.0,17539557.67208,54944
1683504000000,2023-05-08,GALAUSDT,0.0318,0.03231,0.02705,0.02839,1262552222.0,36922622.94925,133292
1683417600000,2023-05-07,GALAUSDT,0.03218,0.03276,0.03154,0.03181,507019256.0,16238430.78576,56077
1683331200000,2023-05-06,GALAUSDT,0.03448,0.03476,0.03106,0.03218,822513759.0,26732350.68417,93067
1683244800000,2023-05-05,GALAUSDT,0.03493,0.03531,0.03351,0.03447,848760382.0,29256868.68557,91563
1683158400000,2023-05-04,GALAUSDT,0.03708,0.03723,0.03461,0.03493,800621128.0,28864411.02121,87408
1683072000000,2023-05-03,GALAUSDT,0.03748,0.0381,0.03543,0.03709,778631395.0,28508230.20692,85718
1682985600000,2023-05-02,GALAUSDT,0.0372,0.03775,0.03675,0.03748,379585473.0,14148428.24102,45494
1682899200000,2023-05-01,GALAUSDT,0.03815,0.03844,0.0365,0.03721,524370624.0,19649267.24432,63348
1682812800000,2023-04-30,GALAUSDT,0.03933,0.03953,0.03789,0.03816,427308396.0,16575827.5997,48016
1682726400000,2023-04-29,GALAUSDT,0.03891,0.03982,0.03868,0.03933,393960900.0,15454492.0132,46469
1682640000000,2023-04-28,GALAUSDT,0.03938,0.03955,0.03819,0.03892,491744872.0,19135393.2469,52399
1682553600000,2023-04-27,GALAUSDT,0.03843,0.04,0.03801,0.03938,807541097.0,31529601.41477,89872
1682467200000,2023-04-26,GALAUSDT,0.03967,0.04156,0.03654,0.03843,1133007581.0,44628421.77594,138354
1682380800000,2023-04-25,GALAUSDT,0.03934,0.03995,0.03743,0.03966,1014547677.0,39120147.73147,101039
1682294400000,2023-04-24,GALAUSDT,0.04007,0.04086,0.03843,0.03933,821838032.0,32486349.71138,87796
1682208000000,2023-04-23,GALAUSDT,0.04095,0.04181,0.0391,0.04007,799792923.0,32436636.08759,87040
1682121600000,2023-04-22,GALAUSDT,0.03943,0.04124,0.03885,0.04095,636916111.0,25507494.37169,68613
1682035200000,2023-04-21,GALAUSDT,0.04239,0.0428,0.03897,0.03943,1362093729.0,55784325.52573,134260
1681948800000,2023-04-20,GALAUSDT,0.04332,0.046,0.04165,0.04236,1561897508.0,68154084.42525,171878
1681862400000,2023-04-19,GALAUSDT,0.04709,0.04879,0.04217,0.04333,1984960276.0,89615043.08069,235411
1681776000000,2023-04-18,GALAUSDT,0.04372,0.05,0.04364,0.04709,2969245230.0,140414348.50457,308469
1681689600000,2023-04-17,GALAUSDT,0.0441,0.045,0.04208,0.04372,1213416457.0,52375675.50493,111969
1681603200000,2023-04-16,GALAUSDT,0.04284,0.04494,0.04182,0.0441,987216407.0,42759490.75006,94349
1681516800000,2023-04-15,GALAUSDT,0.04338,0.0435,0.04233,0.04285,628170679.0,26919863.50101,59755
1681430400000,2023-04-14,GALAUSDT,0.04317,0.04463,0.04161,0.04337,1184406973.0,51459568.09249,130016
1681344000000,2023-04-13,GALAUSDT,0.04362,0.04385,0.04237,0.04317,755241803.0,32510306.8993,77330
1681257600000,2023-04-12,GALAUSDT,0.04156,0.04459,0.03971,0.04362,1302453657.0,54677469.67094,153249
1681171200000,2023-04-11,GALAUSDT,0.04149,0.04244,0.04113,0.04156,618414452.0,25891205.71878,70890
1681084800000,2023-04-10,GALAUSDT,0.04004,0.04169,0.0395,0.04148,455719202.0,18441680.5773,50614
1680998400000,2023-04-09,GALAUSDT,0.03956,0.04041,0.03902,0.04002,399693298.0,15854475.76747,41889
1680912000000,2023-04-08,GALAUSDT,0.0399,0.04037,0.03927,0.03956,353142753.0,14067728.20473,39233
1680825600000,2023-04-07,GALAUSDT,0.0403,0.04096,0.03925,0.03989,512573589.0,20491825.36549,53574
1680739200000,2023-04-06,GALAUSDT,0.0415,0.04163,0.0397,0.0403,679773414.0,27568259.12465,67645
1680652800000,2023-04-05,GALAUSDT,0.04041,0.04199,0.04004,0.04151,904106343.0,37194115.6825,91588
1680566400000,2023-04-04,GALAUSDT,0.04008,0.04086,0.03953,0.04041,736845746.0,29621161.61206,78444
1680480000000,2023-04-03,GALAUSDT,0.04056,0.0411,0.03862,0.04008,1167383923.0,46768303.37543,129145
1680393600000,2023-04-02,GALAUSDT,0.04148,0.04199,0.0396,0.04056,766094555.0,31257771.12245,83441
