https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume GALA,Volume USDT,tradecount
1698364800000,2023-10-27,GALAUSDT,0.01861,0.01862,0.01684,0.01756,1622898239.0,28795419.43163,129779
1698278400000,2023-10-26,GALAUSDT,0.016,0.02052,0.01594,0.01861,6021538790.0,111993760.25846,473780
1698192000000,2023-10-25,GALAUSDT,0.01505,0.01694,0.01481,0.01599,1548274751.0,24453045.79045,122316
1698105600000,2023-10-24,GALAUSDT,0.01477,0.01577,0.01437,0.01506,1847161159.0,27784763.44693,129950
1698019200000,2023-10-23,GALAUSDT,0.01425,0.0148,0.01381,0.01476,1225777041.0,17434841.7276,83903
1697932800000,2023-10-22,GALAUSDT,0.01351,0.01428,0.0133,0.01425,814777027.0,11223108.67309,55135
1697846400000,2023-10-21,GALAUSDT,0.01293,0.01361,0.01282,0.0135,500905343.0,6653609.22629,29123
1697760000000,2023-10-20,GALAUSDT,0.01268,0.01325,0.01261,0.01292,494961439.0,6407693.02071,28479
1697673600000,2023-10-19,GALAUSDT,0.01294,0.01296,0.01251,0.01269,448452592.0,5691218.6399,31789
1697587200000,2023-10-18,GALAUSDT,0.0132,0.01338,0.01286,0.01294,478598758.0,6266901.36237,33768
1697500800000,2023-10-17,GALAUSDT,0.01381,0.01391,0.01297,0.01321,533759068.0,7178091.1341,36119
1697414400000,2023-10-16,GALAUSDT,0.01366,0.01433,0.01355,0.01381,690933614.0,9563996.06063,51808
1697328000000,2023-10-15,GALAUSDT,0.01353,0.01385,0.01344,0.01367,253377800.0,3454008.51652,18520
1697241600000,2023-10-14,GALAUSDT,0.01366,0.01375,0.01349,0.01352,227471963.0,3097326.26851,15178
