https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AVAX,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1703635200000,2023-12-27 00:00:00,AVAX/USDT,43.813,43.946,41.287,41.815,6667114.98,156076.445781,3350157.7,78419.317143,96174,42.726
1703548800000,2023-12-26 00:00:00,AVAX/USDT,43.232,46.444,41.014,43.836,7484089.26,169547.787152,3750451.26,84971.165722,107960,44.188
1703462400000,2023-12-25 00:00:00,AVAX/USDT,44.036,45.101,40.996,43.141,2999562.22,69551.170835,1506468.46,34942.521753,43873,43.152
1703376000000,2023-12-24 00:00:00,AVAX/USDT,42.028,44.541,40.951,44.055,4505994.59,105605.112441,2257790.17,52919.975729,66196,42.683
1703289600000,2023-12-23 00:00:00,AVAX/USDT,43.123,43.331,31.19,42.064,2934361.85,72517.54016,1473012.1,36418.032512,43585,40.497
1703203200000,2023-12-22 00:00:00,AVAX/USDT,41.668,45.516,30.9,43.125,3945258.94,91774.604816,1967803.45,45795.758115,57164,43.073
1703116800000,2023-12-21 00:00:00,AVAX/USDT,42.855,44.517,39.266,41.67,5225514.25,123195.71886,2617639.85,61731.041869,77429,42.474
1703030400000,2023-12-20 00:00:00,AVAX/USDT,38.472,42.9,38.072,42.849,5813224.67,144695.674674,2919623.72,72683.840688,84595,40.204
1702944000000,2023-12-19 00:00:00,AVAX/USDT,39.093,41.212,38.131,38.489,7814272.06,196397.663714,3906017.8,98171.863729,113238,39.799
1702857600000,2023-12-18 00:00:00,AVAX/USDT,39.951,40.039,35.455,39.101,6932862,182973.945555,3472292.1,91638.218497,100988,37.906
1702771200000,2023-12-17 00:00:00,AVAX/USDT,41.644,43.149,39.823,39.965,6081975.5,147228.987256,3070561.42,74322.577077,86843,41.318
1702684800000,2023-12-16 00:00:00,AVAX/USDT,36.031,44.821,35.978,41.675,6663884.76,164355.639063,3337142.43,82323.539807,97482,40.635
1702598400000,2023-12-15 00:00:00,AVAX/USDT,35.064,37.7,27.527,36.063,6719838.66,200033.50128,3358005.77,99993.093448,100194,33.66
1702512000000,2023-12-14 00:00:00,AVAX/USDT,35.37,36.775,34.4,35.046,6607811.45,186181.753081,3341289.76,94138.433017,96067,35.497
1702425600000,2023-12-13 00:00:00,AVAX/USDT,35.598,37.576,30.495,35.395,5698758.39,162837.718569,2873062.55,82087.922799,82603,35.046
1702339200000,2023-12-12 00:00:00,AVAX/USDT,35.028,39.97,34.854,36,5875807.48,158319.570682,2932852.8,79032.498198,84980,37.158
1702252800000,2023-12-11 00:00:00,AVAX/USDT,36.679,36.871,31.614,34.95,3445619.42,98743.621008,1718610.95,49246.66747,49261,34.907
1702166400000,2023-12-10 00:00:00,AVAX/USDT,31.553,36.722,31.197,36.7,4706091.09,143624.829926,2357934.75,71948.930621,68118,32.822
1702080000000,2023-12-09 00:00:00,AVAX/USDT,30.013,32.17,30.013,31.547,2457755.98,77707.046828,1239990.94,39210.728795,35016,31.632
1701993600000,2023-12-08 00:00:00,AVAX/USDT,26.316,30.43,26.066,30.018,6998174.07,255209.990024,3481832.17,127026.767996,100070,27.461
1701907200000,2023-12-07 00:00:00,AVAX/USDT,26.107,27.818,25.852,26.32,7755509.17,292184.162831,3889775.73,146541.684378,113786,26.547
1701820800000,2023-12-06 00:00:00,AVAX/USDT,23.554,31,23.536,26.103,5893874.96,228286.94932,2948961.72,114214.063949,85728,25.833
1701734400000,2023-12-05 00:00:00,AVAX/USDT,21.771,23.554,21.347,23.553,7478187,338493.349332,3742697.4,169431.743298,107452,22.107
1701648000000,2023-12-04 00:00:00,AVAX/USDT,21.752,22.851,20.301,21.77,6827887.96,313963.472914,3437922.44,158062.468401,99762,21.756
1701561600000,2023-12-03 00:00:00,AVAX/USDT,21.958,22.526,21.313,21.757,6057893.27,278041.52145,3021323.8,138665.847508,87204,21.791
1701475200000,2023-12-02 00:00:00,AVAX/USDT,21.772,22.14,21.7,21.959,5603415,255803.916001,2802369.09,127931.335346,81379,21.905
1701388800000,2023-12-01 00:00:00,AVAX/USDT,21.375,22.603,21.092,21.77,6182004.23,281154.756901,3102381.73,141096.149074,89432,21.991
1701302400000,2023-11-30 00:00:00,AVAX/USDT,20.902,21.438,20.57,21.35,6768290.93,323579.359056,3394536.9,162277.649413,97602,20.918
1701216000000,2023-11-29 00:00:00,AVAX/USDT,20.543,21.232,20.419,20.901,7471762.66,358655.853302,3755936.69,180290.543661,108232,20.833
1701129600000,2023-11-28 00:00:00,AVAX/USDT,20.328,20.64,19.5,20.545,7626482.95,378277.508411,3846157.76,190777.596283,110006,20.165
1701043200000,2023-11-27 00:00:00,AVAX/USDT,20.904,21.141,19.792,20.329,7471937.68,365745.756468,3748520.01,183485.352175,108461,20.432
1700956800000,2023-11-26 00:00:00,AVAX/USDT,21.107,21.223,20.061,20.899,4576133.01,219415.220225,2311366.57,110823.478074,66103,20.858
1700870400000,2023-11-25 00:00:00,AVAX/USDT,20.701,21.292,20.358,21.108,6698849.22,321831.429659,3348241.24,160861.867171,97352,20.816
