Timezones are UTC,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
1602460800.0,2020-10-12,BTCUSD,11380.25,11416.75,11179.5,11262.25,147.04,1662899.47
1602374400.0,2020-10-11,BTCUSD,11307,11446.5,11284.75,11380.25,227.24,2583274.39
1602288000.0,2020-10-10,BTCUSD,11073.75,11489,11063,11307,314.15,3560641.45
1602201600.0,2020-10-09,BTCUSD,10933,11104.75,10842.5,11073.75,448.23,4924813.06
1602115200.0,2020-10-08,BTCUSD,10670.25,10958.25,10550,10933,504.23,5449961.06
1602028800.0,2020-10-07,BTCUSD,10607,10687.25,10560.5,10670.25,144.57,1536532.66
1601942400.0,2020-10-06,BTCUSD,10797,10800,10526.75,10607,151.93,1621382.01
1601856000.0,2020-10-05,BTCUSD,10663,10797,10641.25,10797,220.79,2365828.32
1601769600.0,2020-10-04,BTCUSD,10565.75,10699.5,10535.75,10663,91.54,971810.83
1601683200.0,2020-10-03,BTCUSD,10575.75,10600,10518,10565.75,101.53,1071431.02
1601596800.0,2020-10-02,BTCUSD,10622,10658,10383,10575.75,627.92,6602559.89
1601510400.0,2020-10-01,BTCUSD,10777,10924.5,10450,10622,690.14,7366873.69
1601424000.0,2020-09-30,BTCUSD,10841.75,10849.75,10669.5,10777,441.21,4741330.8
1601337600.0,2020-09-29,BTCUSD,10693.5,10867.25,10646.25,10841.75,360.02,3864480.34
1601251200.0,2020-09-28,BTCUSD,10779.5,10948.25,10639.75,10693.5,254.59,2765117.17
1601164800.0,2020-09-27,BTCUSD,10735,10803.25,10608,10779.5,140.86,1508862.53
1601078400.0,2020-09-26,BTCUSD,10691.75,10820.75,10674.75,10735,91.34,979746.37
1600992000.0,2020-09-25,BTCUSD,10737.25,10761,10570.5,10691.75,276.97,2948555.69
1600905600.0,2020-09-24,BTCUSD,10231.75,10794,10199.25,10737.25,349.82,3681471.6
1600819200.0,2020-09-23,BTCUSD,10534.25,10537,10149,10231.75,352.68,3652829.6
1600732800.0,2020-09-22,BTCUSD,10424,10576.75,10365,10534.25,263.04,2754714.63
1600646400.0,2020-09-21,BTCUSD,10918,10985.75,10299.75,10424,388.53,4095273.62
1600560000.0,2020-09-20,BTCUSD,11086.5,11086.5,10778.75,10918,126.17,1374713.5
1600473600.0,2020-09-19,BTCUSD,10938.75,11164,10903.25,11086.5,239.97,2650179.91
1600387200.0,2020-09-18,BTCUSD,10944.5,11026.75,10826.5,10938.75,190.14,2074548.77
1600300800.0,2020-09-17,BTCUSD,10967.5,11040,10755.75,10944.5,327.06,3557337.34
1600214400.0,2020-09-16,BTCUSD,10787.5,11161.5,10682,10967.5,341.65,3745907.65
1600128000.0,2020-09-15,BTCUSD,10683.75,10935.25,10626.5,10787.5,204.12,2207917.98
1600041600.0,2020-09-14,BTCUSD,10329,10754.75,10259.75,10683.75,250.98,2656481.88
1599955200.0,2020-09-13,BTCUSD,10444.75,10571.25,10220.75,10329,173.2,1797427.02
1599868800.0,2020-09-12,BTCUSD,10400,10479.75,10281.25,10444.75,122.41,1269410.14
1599782400.0,2020-09-11,BTCUSD,10345,10407.5,10211.5,10400,310.74,3202326.75
1599696000.0,2020-09-10,BTCUSD,10230,10481.25,10230,10345,267.56,2765099.43
1599609600.0,2020-09-09,BTCUSD,10124.25,10349.25,9989.25,10230,351.31,3579235.21
1599523200.0,2020-09-08,BTCUSD,10364,10442,9862.25,10124.25,493.53,4969136.76
1599436800.0,2020-09-07,BTCUSD,10261.75,10404,9884.25,10364,272.29,2759010.11
