https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume ATOM,Volume USDT,tradecount
1701475200000,2023-12-02,ATOMUSDT,9.466,9.702,9.394,9.635,1949092.36,18599624.59878,85162
1701388800000,2023-12-01,ATOMUSDT,9.249,9.472,9.179,9.466,1851704.83,17371714.13022,71712
1701302400000,2023-11-30,ATOMUSDT,9.225,9.5,9.123,9.249,2456821.19,22807347.25114,88757
1701216000000,2023-11-29,ATOMUSDT,9.254,9.326,9.01,9.222,2472582.04,22747681.81391,84965
1701129600000,2023-11-28,ATOMUSDT,9.307,9.361,8.786,9.256,3333002.78,30325785.9503,124014
1701043200000,2023-11-27,ATOMUSDT,9.912,9.951,8.96,9.307,3895989.42,36554809.494,142186
1700956800000,2023-11-26,ATOMUSDT,9.491,10.013,9.267,9.912,6272048.44,61016056.85545,230882
1700870400000,2023-11-25,ATOMUSDT,8.908,9.675,8.841,9.491,2648668.07,24475023.80696,98262
1700784000000,2023-11-24,ATOMUSDT,8.752,9.089,8.712,8.908,2643683.77,23542454.2821,100470
1700697600000,2023-11-23,ATOMUSDT,8.805,9.077,8.657,8.744,1888757.11,16738324.78065,74597
1700611200000,2023-11-22,ATOMUSDT,8.199,8.924,8.179,8.806,2922591.38,25261636.77698,88581
1700524800000,2023-11-21,ATOMUSDT,8.966,9.078,8.188,8.203,4425541.53,38685399.47551,182544
1700438400000,2023-11-20,ATOMUSDT,9.366,9.547,8.877,8.966,3400076.82,31621651.64936,115953
1700352000000,2023-11-19,ATOMUSDT,9.23,9.396,8.966,9.365,2344474.39,21525576.55208,84958
1700265600000,2023-11-18,ATOMUSDT,9.389,9.42,8.865,9.231,3547210.02,32545707.28915,120999
1700179200000,2023-11-17,ATOMUSDT,9.594,10.223,9.038,9.39,4041826.86,38824162.03142,171521
1700092800000,2023-11-16,ATOMUSDT,9.646,10.195,9.424,9.594,5713053.52,56245429.38905,246995
1700006400000,2023-11-15,ATOMUSDT,9.116,9.793,8.951,9.646,5049213.8,47699746.56644,171977
1699920000000,2023-11-14,ATOMUSDT,9.175,9.41,8.62,9.118,6023952.47,55234079.18161,205776
1699833600000,2023-11-13,ATOMUSDT,9.528,10.579,9.169,9.173,7317236.91,72354763.71124,311867
1699747200000,2023-11-12,ATOMUSDT,9.241,9.7,8.872,9.527,3560214.76,33431860.82393,137010
1699660800000,2023-11-11,ATOMUSDT,9.178,9.449,8.859,9.239,3034301.61,27864188.47009,126631
1699574400000,2023-11-10,ATOMUSDT,9.026,9.544,8.934,9.178,5665848.6,52183873.92633,200801
1699488000000,2023-11-09,ATOMUSDT,8.65,9.066,8.13,9.023,5736471.69,50213348.80792,198241
1699401600000,2023-11-08,ATOMUSDT,8.464,8.756,8.367,8.65,2454465.66,21079233.12714,86247
1699315200000,2023-11-07,ATOMUSDT,8.734,8.742,8.153,8.463,3167265.87,26655512.76778,119275
1699228800000,2023-11-06,ATOMUSDT,8.358,8.762,8.305,8.738,3411600.26,29146967.24229,130490
1699142400000,2023-11-05,ATOMUSDT,8.092,8.55,8.046,8.358,4592113.06,38357071.11685,140557
1699056000000,2023-11-04,ATOMUSDT,7.754,8.228,7.704,8.093,3694014.76,29136344.83871,89806
1698969600000,2023-11-03,ATOMUSDT,7.833,7.834,7.514,7.754,3314326.61,25465976.95961,107031
1698883200000,2023-11-02,ATOMUSDT,7.887,8.098,7.527,7.833,4618140.27,36142420.53915,118232
1698796800000,2023-11-01,ATOMUSDT,7.927,8.031,7.538,7.886,4644560.82,36132083.31329,126165
1698710400000,2023-10-31,ATOMUSDT,8.102,8.249,7.651,7.929,5836059.21,46451474.1735,170384
1698624000000,2023-10-30,ATOMUSDT,7.313,8.145,7.199,8.105,4190291.27,32066627.06157,120035
1698537600000,2023-10-29,ATOMUSDT,7.181,7.39,7.04,7.314,1287829.94,9313290.21766,37570
1698451200000,2023-10-28,ATOMUSDT,7.026,7.222,7.019,7.183,1030981.31,7380054.9654,40408
1698364800000,2023-10-27,ATOMUSDT,7.17,7.179,6.9,7.027,1484717.96,10458365.79916,56114
1698278400000,2023-10-26,ATOMUSDT,7.118,7.379,6.902,7.168,2979952.04,21294515.12707,112185
1698192000000,2023-10-25,ATOMUSDT,7.002,7.223,6.86,7.116,2408114.3,17006015.81049,62249
1698105600000,2023-10-24,ATOMUSDT,7.033,7.313,6.72,7.002,4853520.59,34279527.96993,112506
1698019200000,2023-10-23,ATOMUSDT,6.754,7.062,6.614,7.032,2972510.41,20142546.15088,74546
1697932800000,2023-10-22,ATOMUSDT,6.629,6.762,6.503,6.755,1437084.46,9517970.25192,36182
1697846400000,2023-10-21,ATOMUSDT,6.407,6.699,6.361,6.629,1520330.15,9932537.49634,35925
1697760000000,2023-10-20,ATOMUSDT,6.263,6.484,6.247,6.407,1421213.89,9066533.98891,35672
1697673600000,2023-10-19,ATOMUSDT,6.293,6.293,6.158,6.263,1409092.49,8774930.30778,33628
1697587200000,2023-10-18,ATOMUSDT,6.444,6.484,6.287,6.292,1143198.31,7293391.93991,26523
1697500800000,2023-10-17,ATOMUSDT,6.628,6.632,6.377,6.443,1058891.37,6862448.33852,28067
1697414400000,2023-10-16,ATOMUSDT,6.601,6.805,6.558,6.627,1773544.72,11804767.18924,49379
1697328000000,2023-10-15,ATOMUSDT,6.581,6.69,6.523,6.6,1000933.93,6607754.04972,26717
1697241600000,2023-10-14,ATOMUSDT,6.565,6.661,6.559,6.581,463422.86,3064117.82604,14842
1697155200000,2023-10-13,ATOMUSDT,6.585,6.65,6.501,6.565,975899.9,6443170.46048,31963
1697068800000,2023-10-12,ATOMUSDT,6.704,6.733,6.373,6.584,1700233.87,11108843.35896,46191
1696982400000,2023-10-11,ATOMUSDT,6.679,6.754,6.479,6.706,1463591.68,9707087.12251,44935
1696896000000,2023-10-10,ATOMUSDT,6.832,7.37,6.594,6.68,5459671.4,38177733.41515,140440
1696809600000,2023-10-09,ATOMUSDT,6.944,6.96,6.575,6.832,1271434.54,8581586.39746,38738
1696723200000,2023-10-08,ATOMUSDT,6.963,7.0,6.849,6.942,618332.13,4276107.30935,18322
1696636800000,2023-10-07,ATOMUSDT,6.91,6.995,6.867,6.963,601673.72,4173619.44475,19682
1696550400000,2023-10-06,ATOMUSDT,6.832,6.975,6.808,6.909,686839.59,4733624.31664,27293
1696464000000,2023-10-05,ATOMUSDT,6.963,6.996,6.769,6.83,916538.07,6317686.77494,36230
1696377600000,2023-10-04,ATOMUSDT,7.062,7.067,6.852,6.963,1121746.32,7822416.88433,43547
1696291200000,2023-10-03,ATOMUSDT,7.144,7.28,7.031,7.063,970450.83,6960716.26523,37075
1696204800000,2023-10-02,ATOMUSDT,7.566,7.588,7.088,7.144,1423670.07,10505858.71716,52063
1696118400000,2023-10-01,ATOMUSDT,7.237,7.666,7.176,7.565,1366624.64,10101988.49333,46836
1696032000000,2023-09-30,ATOMUSDT,7.101,7.3,7.089,7.235,685659.23,4941998.4569,27101
1695945600000,2023-09-29,ATOMUSDT,7.107,7.196,7.072,7.102,716936.11,5111931.15604,26408
1695859200000,2023-09-28,ATOMUSDT,6.971,7.198,6.934,7.106,1062320.43,7532162.0002,35916
1695772800000,2023-09-27,ATOMUSDT,6.958,7.135,6.893,6.97,1004230.08,7024594.07902,32582
1695686400000,2023-09-26,ATOMUSDT,7.04,7.093,6.866,6.958,945195.13,6632535.4659,25809
1695600000000,2023-09-25,ATOMUSDT,6.981,7.08,6.9,7.039,1127854.82,7885049.02755,34388
1695513600000,2023-09-24,ATOMUSDT,7.085,7.148,6.959,6.98,589450.8,4155824.94148,20474
1695427200000,2023-09-23,ATOMUSDT,7.132,7.25,7.05,7.085,849828.57,6040153.15155,23839
1695340800000,2023-09-22,ATOMUSDT,7.148,7.237,7.033,7.131,931375.02,6653048.51011,31279
1695254400000,2023-09-21,ATOMUSDT,7.294,7.512,7.127,7.148,1777543.68,13140732.86909,45946
1695168000000,2023-09-20,ATOMUSDT,7.503,7.514,7.171,7.292,1106490.5,8101279.22193,35891
1695081600000,2023-09-19,ATOMUSDT,7.379,7.587,7.197,7.503,1494600.73,11080739.01862,46316
1694995200000,2023-09-18,ATOMUSDT,6.943,7.5,6.84,7.384,1949357.96,14170091.49088,60651
1694908800000,2023-09-17,ATOMUSDT,7.145,7.171,6.9,6.943,1173770.19,8263792.25404,42187
1694822400000,2023-09-16,ATOMUSDT,6.933,7.172,6.933,7.144,936919.09,6639091.81121,31737
1694736000000,2023-09-15,ATOMUSDT,6.835,7.052,6.757,6.933,1333196.08,9149190.79727,39570
1694649600000,2023-09-14,ATOMUSDT,6.539,6.92,6.5,6.834,1504448.04,10069693.13186,45380
1694563200000,2023-09-13,ATOMUSDT,6.38,6.662,6.36,6.539,1171388.24,7606278.79055,33517
1694476800000,2023-09-12,ATOMUSDT,6.374,6.565,6.335,6.38,1336356.14,8598175.41244,40426
1694390400000,2023-09-11,ATOMUSDT,6.66,6.686,6.287,6.375,2411023.1,15546686.8921,61869
1694304000000,2023-09-10,ATOMUSDT,6.851,6.853,6.501,6.66,1163809.01,7797236.90126,40426
1694217600000,2023-09-09,ATOMUSDT,6.836,6.929,6.807,6.851,677434.15,4646152.45388,17655
1694131200000,2023-09-08,ATOMUSDT,6.95,7.0,6.771,6.837,778978.15,5359936.90297,23524
1694044800000,2023-09-07,ATOMUSDT,6.894,6.991,6.808,6.948,796780.92,5487775.34227,25019
1693958400000,2023-09-06,ATOMUSDT,6.815,6.927,6.701,6.895,889485.91,6066632.80686,27876
1693872000000,2023-09-05,ATOMUSDT,6.721,6.856,6.664,6.813,998006.81,6753856.67394,28897
1693785600000,2023-09-04,ATOMUSDT,6.804,6.922,6.669,6.723,1279860.09,8707003.37656,32875
1693699200000,2023-09-03,ATOMUSDT,6.828,6.881,6.758,6.805,678322.37,4627579.05171,21045
1693612800000,2023-09-02,ATOMUSDT,6.663,6.833,6.629,6.825,792791.27,5326190.63913,23115
1693526400000,2023-09-01,ATOMUSDT,6.924,6.978,6.641,6.665,1341722.73,9128992.31087,37118
1693440000000,2023-08-31,ATOMUSDT,7.222,7.268,6.8,6.924,1622862.21,11470421.83863,51426
1693353600000,2023-08-30,ATOMUSDT,7.443,7.458,7.172,7.221,1016397.84,7416115.31249,29638
1693267200000,2023-08-29,ATOMUSDT,7.268,7.519,7.113,7.443,1513116.42,11118332.14287,53746
1693180800000,2023-08-28,ATOMUSDT,7.181,7.282,7.051,7.267,860797.77,6167303.14368,26479
1693094400000,2023-08-27,ATOMUSDT,7.153,7.211,7.095,7.18,536603.15,3835020.69964,16419
1693008000000,2023-08-26,ATOMUSDT,7.246,7.262,7.135,7.154,1199365.33,8639806.74525,25132
1692921600000,2023-08-25,ATOMUSDT,7.207,7.273,7.031,7.246,1116174.31,8014789.1818,33985
1692835200000,2023-08-24,ATOMUSDT,7.429,7.454,7.093,7.206,1254195.03,9131796.85849,43381
1692748800000,2023-08-23,ATOMUSDT,7.403,7.529,7.309,7.429,1026253.75,7614254.05909,38258
1692662400000,2023-08-22,ATOMUSDT,7.544,7.558,7.105,7.401,1420968.55,10447123.99271,47988
1692576000000,2023-08-21,ATOMUSDT,7.865,7.892,7.407,7.546,1071781.92,8178751.84077,32535
1692489600000,2023-08-20,ATOMUSDT,7.704,7.903,7.689,7.866,865738.76,6750321.747,28795
1692403200000,2023-08-19,ATOMUSDT,7.573,7.737,7.503,7.703,812234.9,6173244.88199,23448
1692316800000,2023-08-18,ATOMUSDT,7.387,7.696,7.361,7.571,2592940.39,19487446.06442,72568
1692230400000,2023-08-17,ATOMUSDT,7.802,8.25,7.121,7.387,6336247.47,50052751.5653,210449
1692144000000,2023-08-16,ATOMUSDT,8.105,8.129,7.591,7.802,1397206.84,11010315.61995,37428
1692057600000,2023-08-15,ATOMUSDT,8.516,8.556,7.818,8.109,1396214.64,11512598.20776,41000
1691971200000,2023-08-14,ATOMUSDT,8.375,8.575,8.326,8.516,699463.57,5923868.4688,20799
1691884800000,2023-08-13,ATOMUSDT,8.42,8.508,8.347,8.375,592151.89,4989962.70095,18779
1691798400000,2023-08-12,ATOMUSDT,8.348,8.44,8.337,8.421,678137.27,5686682.44672,18759
1691712000000,2023-08-11,ATOMUSDT,8.419,8.465,8.31,8.349,752563.35,6306286.02149,18534
1691625600000,2023-08-10,ATOMUSDT,8.546,8.569,8.403,8.416,689840.04,5844872.36599,20396
1691539200000,2023-08-09,ATOMUSDT,8.522,8.678,8.433,8.545,738045.65,6307655.85102,22635
1691452800000,2023-08-08,ATOMUSDT,8.501,8.667,8.448,8.521,978778.97,8368827.61051,31950
1691366400000,2023-08-07,ATOMUSDT,8.49,8.592,8.265,8.499,1095875.76,9255472.92815,30262
1691280000000,2023-08-06,ATOMUSDT,8.508,8.584,8.449,8.486,553919.77,4717599.97237,17928
1691193600000,2023-08-05,ATOMUSDT,8.479,8.541,8.368,8.507,665698.51,5621417.92404,18791
1691107200000,2023-08-04,ATOMUSDT,8.616,8.682,8.371,8.479,854731.43,7312638.62622,27698
1691020800000,2023-08-03,ATOMUSDT,8.714,8.781,8.585,8.616,737076.59,6400483.0705,22757
1690934400000,2023-08-02,ATOMUSDT,8.981,9.025,8.682,8.717,897845.49,7955142.46338,28643
1690848000000,2023-08-01,ATOMUSDT,8.864,8.99,8.59,8.98,1070119.06,9396108.56768,33629
1690761600000,2023-07-31,ATOMUSDT,9.007,9.116,8.754,8.862,856518.94,7668520.94777,28267
1690675200000,2023-07-30,ATOMUSDT,9.076,9.097,8.844,9.008,654452.82,5900577.54077,24118
1690588800000,2023-07-29,ATOMUSDT,9.028,9.092,8.983,9.077,404708.41,3660021.15665,13577
1690502400000,2023-07-28,ATOMUSDT,8.911,9.069,8.855,9.024,587440.04,5274415.19545,17422
1690416000000,2023-07-27,ATOMUSDT,8.984,9.105,8.854,8.914,672056.85,6041416.40366,23169
1690329600000,2023-07-26,ATOMUSDT,8.955,9.039,8.777,8.988,1101466.95,9817172.39238,29942
1690243200000,2023-07-25,ATOMUSDT,9.005,9.065,8.921,8.955,794756.22,7133987.63512,21120
1690156800000,2023-07-24,ATOMUSDT,9.277,9.295,8.844,9.005,1227388.55,11121635.90094,37243
1690070400000,2023-07-23,ATOMUSDT,9.266,9.365,9.222,9.278,590016.24,5482712.88267,19828
1689984000000,2023-07-22,ATOMUSDT,9.422,9.57,9.183,9.265,1038985.77,9767103.96122,32096
1689897600000,2023-07-21,ATOMUSDT,9.372,9.538,9.295,9.426,1007217.48,9499498.99427,31085
1689811200000,2023-07-20,ATOMUSDT,9.183,9.596,9.148,9.372,1497817.22,14045475.82925,45848
1689724800000,2023-07-19,ATOMUSDT,9.285,9.415,9.122,9.184,1116609.81,10336862.35732,37992
1689638400000,2023-07-18,ATOMUSDT,9.43,9.517,9.1,9.288,1028638.18,9553871.30533,38940
1689552000000,2023-07-17,ATOMUSDT,9.395,9.607,9.164,9.431,1406646.27,13223429.30013,57463
1689465600000,2023-07-16,ATOMUSDT,9.711,9.73,9.333,9.395,1041811.87,9943987.76954,41001
1689379200000,2023-07-15,ATOMUSDT,9.787,9.985,9.634,9.712,979835.37,9577388.19337,42100
1689292800000,2023-07-14,ATOMUSDT,9.889,10.291,9.427,9.787,2988277.88,29659973.7982,111314
1689206400000,2023-07-13,ATOMUSDT,9.069,9.905,8.938,9.889,2451711.48,23265154.60643,90822
1689120000000,2023-07-12,ATOMUSDT,9.197,9.291,8.965,9.069,902211.22,8254191.23575,32809
1689033600000,2023-07-11,ATOMUSDT,9.241,9.363,9.153,9.198,783490.58,7244312.44673,32578
1688947200000,2023-07-10,ATOMUSDT,9.427,9.437,9.175,9.242,1232530.99,11453403.41811,44795
1688860800000,2023-07-09,ATOMUSDT,9.207,9.612,9.186,9.426,885765.93,8342673.4997,34537
1688774400000,2023-07-08,ATOMUSDT,9.168,9.305,9.087,9.208,638938.47,5870904.99461,24307
1688688000000,2023-07-07,ATOMUSDT,9.175,9.376,9.1,9.169,811383.42,7502795.7533,31447
1688601600000,2023-07-06,ATOMUSDT,9.395,9.65,9.1,9.181,1330064.53,12477999.51723,51779
1688515200000,2023-07-05,ATOMUSDT,9.685,9.878,9.255,9.396,1523001.39,14510822.94202,58049
1688428800000,2023-07-04,ATOMUSDT,9.944,9.963,9.622,9.684,1085032.4,10627253.1351,39931
1688342400000,2023-07-03,ATOMUSDT,9.599,10.102,9.564,9.942,1416709.12,13977383.47507,57215
1688256000000,2023-07-02,ATOMUSDT,9.559,9.6,9.335,9.599,930966.7,8815045.67925,35298
1688169600000,2023-07-01,ATOMUSDT,9.289,9.579,9.155,9.559,1255616.32,11793224.44638,41974
1688083200000,2023-06-30,ATOMUSDT,8.977,9.436,8.741,9.289,2175272.65,19972158.42021,84695
1687996800000,2023-06-29,ATOMUSDT,9.126,9.7,8.974,8.976,1236995.08,11401476.33423,45476
1687910400000,2023-06-28,ATOMUSDT,9.427,9.439,8.95,9.126,1177991.02,10834513.30528,54625
1687824000000,2023-06-27,ATOMUSDT,9.184,9.447,9.165,9.428,926043.43,8625996.60699,38249
1687737600000,2023-06-26,ATOMUSDT,9.452,9.524,9.098,9.185,999578.12,9315569.7797,44405
1687651200000,2023-06-25,ATOMUSDT,9.386,9.744,9.354,9.452,1001075.3,9584797.1504,41347
1687564800000,2023-06-24,ATOMUSDT,9.313,9.484,9.092,9.385,922825.88,8603488.17569,36063
1687478400000,2023-06-23,ATOMUSDT,9.002,9.428,8.989,9.31,1035964.33,9552009.81326,44078
1687392000000,2023-06-22,ATOMUSDT,9.038,9.415,8.985,9.002,1394446.55,12817823.63576,53326
1687305600000,2023-06-21,ATOMUSDT,8.771,9.127,8.746,9.038,1678420.46,14977829.09838,61634
1687219200000,2023-06-20,ATOMUSDT,8.604,8.794,8.263,8.77,1353659.52,11579700.22274,42544
1687132800000,2023-06-19,ATOMUSDT,8.565,8.636,8.34,8.599,879121.04,7487217.43516,29979
1687046400000,2023-06-18,ATOMUSDT,8.902,8.934,8.477,8.568,897485.09,7838571.00356,29976
1686960000000,2023-06-17,ATOMUSDT,8.763,8.982,8.689,8.903,645610.56,5726337.50179,26418
1686873600000,2023-06-16,ATOMUSDT,8.665,8.94,8.557,8.764,978598.65,8532873.61988,35637
1686787200000,2023-06-15,ATOMUSDT,8.503,8.771,8.411,8.665,1519554.44,13028754.60675,57222
1686700800000,2023-06-14,ATOMUSDT,8.65,8.845,8.375,8.502,1198259.74,10341165.11527,44512
1686614400000,2023-06-13,ATOMUSDT,8.74,8.951,8.542,8.649,1106953.62,9651264.95338,42587
1686528000000,2023-06-12,ATOMUSDT,8.443,8.843,8.255,8.738,1414412.6,12142936.60106,58196
1686441600000,2023-06-11,ATOMUSDT,8.237,8.508,8.116,8.444,1254000.84,10381067.64776,51802
1686355200000,2023-06-10,ATOMUSDT,9.176,9.18,7.01,8.237,4232118.58,34076963.33663,182404
1686268800000,2023-06-09,ATOMUSDT,9.438,9.472,9.147,9.174,1223755.94,11393900.40287,39962
1686182400000,2023-06-08,ATOMUSDT,9.436,9.629,9.331,9.437,912479.66,8654352.8125,33134
1686096000000,2023-06-07,ATOMUSDT,10.147,10.172,9.339,9.434,1244910.36,12122708.89548,52672
1686009600000,2023-06-06,ATOMUSDT,10.006,10.284,9.803,10.148,1069914.36,10753023.38966,42373
1685923200000,2023-06-05,ATOMUSDT,10.749,10.815,9.865,10.005,1969299.76,20177378.03997,82079
1685836800000,2023-06-04,ATOMUSDT,10.699,10.849,10.656,10.75,575227.56,6201682.39888,24203
1685750400000,2023-06-03,ATOMUSDT,10.656,10.77,10.544,10.7,474508.87,5053200.66706,19238
1685664000000,2023-06-02,ATOMUSDT,10.329,10.669,10.252,10.653,799611.13,8429909.2628,32838
1685577600000,2023-06-01,ATOMUSDT,10.458,10.491,10.197,10.33,1076434.71,11130172.55852,41348
1685491200000,2023-05-31,ATOMUSDT,10.832,10.883,10.418,10.458,959597.23,10166320.09397,36899
1685404800000,2023-05-30,ATOMUSDT,10.75,10.9,10.726,10.837,678313.19,7341267.86506,27867
1685318400000,2023-05-29,ATOMUSDT,10.936,10.969,10.702,10.751,732320.67,7924522.89017,28069
1685232000000,2023-05-28,ATOMUSDT,10.544,10.953,10.508,10.932,993471.22,10634592.44061,39483
1685145600000,2023-05-27,ATOMUSDT,10.53,10.598,10.455,10.544,536939.6,5653458.35393,19130
1685059200000,2023-05-26,ATOMUSDT,10.476,10.61,10.418,10.53,739144.56,7769437.11857,26074
1684972800000,2023-05-25,ATOMUSDT,10.413,10.557,10.223,10.476,935809.88,9783876.55751,32532
1684886400000,2023-05-24,ATOMUSDT,10.527,10.535,10.2,10.413,1037466.9,10732758.01381,39811
1684800000000,2023-05-23,ATOMUSDT,10.488,10.623,10.445,10.527,832620.67,8762389.09183,32041
1684713600000,2023-05-22,ATOMUSDT,10.47,10.584,10.325,10.488,612776.11,6415609.03175,25787
1684627200000,2023-05-21,ATOMUSDT,10.612,10.619,10.403,10.474,593938.69,6240877.58272,25899
1684540800000,2023-05-20,ATOMUSDT,10.614,10.642,10.519,10.61,580547.14,6138128.58242,21953
1684454400000,2023-05-19,ATOMUSDT,10.738,10.746,10.408,10.614,1406031.03,14858200.21022,50808
1684368000000,2023-05-18,ATOMUSDT,10.938,11.004,10.493,10.736,1584901.8,17128803.21326,61601
1684281600000,2023-05-17,ATOMUSDT,10.887,11.079,10.72,10.937,1151106.2,12539738.53081,50146
1684195200000,2023-05-16,ATOMUSDT,10.795,11.191,10.684,10.888,1084260.79,11750155.49944,45651
1684108800000,2023-05-15,ATOMUSDT,10.918,11.104,10.725,10.798,1248831.16,13668779.1795,49956
1684022400000,2023-05-14,ATOMUSDT,10.882,11.104,10.804,10.918,1695546.34,18516847.08124,55003
1683936000000,2023-05-13,ATOMUSDT,11.151,11.172,10.811,10.883,1451623.75,15859979.4507,56135
1683849600000,2023-05-12,ATOMUSDT,11.024,11.278,10.729,11.152,2730596.5,30130233.3674,126345
1683763200000,2023-05-11,ATOMUSDT,10.985,11.079,10.511,11.026,2367306.81,25707133.56795,112048
1683676800000,2023-05-10,ATOMUSDT,10.375,11.2,10.2,10.983,3105538.77,33426855.53581,139219
1683590400000,2023-05-09,ATOMUSDT,10.59,10.716,10.148,10.375,1909951.0,19941249.86556,78011
1683504000000,2023-05-08,ATOMUSDT,10.97,11.144,10.393,10.591,2932929.87,31605183.88266,130260
1683417600000,2023-05-07,ATOMUSDT,10.841,11.097,10.774,10.974,811361.93,8868897.21887,34887
1683331200000,2023-05-06,ATOMUSDT,11.214,11.295,10.756,10.841,992886.54,10894693.67013,45237
1683244800000,2023-05-05,ATOMUSDT,10.979,11.307,10.94,11.214,1173260.8,13078500.94579,52628
1683158400000,2023-05-04,ATOMUSDT,11.102,11.142,10.888,10.98,941697.7,10363221.65654,39291
1683072000000,2023-05-03,ATOMUSDT,11.032,11.161,10.748,11.102,1436293.4,15701370.62413,73419
1682985600000,2023-05-02,ATOMUSDT,11.0,11.11,10.884,11.03,974178.79,10719713.5445,45961
1682899200000,2023-05-01,ATOMUSDT,11.513,11.569,10.831,11.003,1895490.75,21103968.41827,93433
1682812800000,2023-04-30,ATOMUSDT,11.708,11.958,11.46,11.515,1334539.94,15678960.50313,67320
1682726400000,2023-04-29,ATOMUSDT,11.715,11.832,11.532,11.707,928025.25,10857452.92833,45296
1682640000000,2023-04-28,ATOMUSDT,11.518,11.767,11.274,11.715,1654062.88,19090780.87802,75497
1682553600000,2023-04-27,ATOMUSDT,10.941,11.781,10.88,11.519,2968922.76,33819445.135,142379
1682467200000,2023-04-26,ATOMUSDT,11.048,11.399,10.2,10.937,2969497.98,32371238.25193,132699
1682380800000,2023-04-25,ATOMUSDT,10.903,11.09,10.657,11.05,1269398.63,13760459.05776,57013
1682294400000,2023-04-24,ATOMUSDT,10.819,10.984,10.65,10.903,1392230.1,15067219.76312,63050
1682208000000,2023-04-23,ATOMUSDT,11.035,11.045,10.569,10.816,1165478.59,12628892.84452,54785
1682121600000,2023-04-22,ATOMUSDT,10.807,11.052,10.7,11.03,1434226.76,15629089.95949,65936
1682035200000,2023-04-21,ATOMUSDT,11.392,11.491,10.639,10.807,2904058.12,32185570.67518,126963
1681948800000,2023-04-20,ATOMUSDT,11.696,12.127,11.279,11.393,2760386.06,32295086.12059,133606
1681862400000,2023-04-19,ATOMUSDT,12.555,12.586,11.478,11.702,3442606.38,40945118.39665,161463
1681776000000,2023-04-18,ATOMUSDT,12.352,12.773,12.154,12.555,1888010.5,23650068.50508,84979
1681689600000,2023-04-17,ATOMUSDT,12.662,12.94,12.31,12.352,2187222.5,27532257.91433,102118
1681603200000,2023-04-16,ATOMUSDT,12.369,12.9,12.367,12.662,2646291.43,33583184.66598,120667
1681516800000,2023-04-15,ATOMUSDT,12.252,12.485,12.039,12.371,1838098.61,22593286.86011,82073
1681430400000,2023-04-14,ATOMUSDT,11.805,12.46,11.791,12.254,3931691.17,47971119.11325,173702
1681344000000,2023-04-13,ATOMUSDT,11.318,11.997,11.24,11.807,2345843.4,27365299.70634,101290
1681257600000,2023-04-12,ATOMUSDT,11.267,11.362,10.921,11.318,1846368.86,20659497.85847,85859
1681171200000,2023-04-11,ATOMUSDT,11.18,11.409,11.115,11.267,1718610.86,19386693.17068,78807
1681084800000,2023-04-10,ATOMUSDT,11.028,11.23,10.91,11.18,1399850.3,15489014.35387,59758
1680998400000,2023-04-09,ATOMUSDT,10.959,11.093,10.862,11.028,936338.61,10271093.79463,39147
1680912000000,2023-04-08,ATOMUSDT,11.045,11.196,10.866,10.959,1098295.31,12110449.6984,50189
1680825600000,2023-04-07,ATOMUSDT,11.334,11.356,10.919,11.046,1999070.48,22121834.68743,79737
1680739200000,2023-04-06,ATOMUSDT,11.523,11.634,11.233,11.334,2088084.31,23855583.79079,83250
1680652800000,2023-04-05,ATOMUSDT,11.283,11.597,11.126,11.523,2313664.5,26392391.53528,87147
1680566400000,2023-04-04,ATOMUSDT,11.147,11.427,11.03,11.285,2293322.08,25843949.4621,84673
1680480000000,2023-04-03,ATOMUSDT,11.121,11.263,10.692,11.147,2437287.39,26860993.8617,121886
1680393600000,2023-04-02,ATOMUSDT,11.384,11.59,10.967,11.12,1762619.27,19898139.44298,86710
1680307200000,2023-04-01,ATOMUSDT,11.188,11.499,11.042,11.383,1766629.63,19840870.03702,76232
1680220800000,2023-03-31,ATOMUSDT,11.149,11.39,10.98,11.188,2122617.8,23710476.87005,88595
1680134400000,2023-03-30,ATOMUSDT,11.429,11.567,10.918,11.149,2554870.77,28523172.57765,115732
1680048000000,2023-03-29,ATOMUSDT,11.213,11.554,11.1,11.43,4197271.82,47424243.0867,177887
1679961600000,2023-03-28,ATOMUSDT,10.837,11.65,10.675,11.212,2078626.23,23129582.91892,96982
1679875200000,2023-03-27,ATOMUSDT,11.327,11.354,10.611,10.838,1736664.43,19036585.72433,73630
1679788800000,2023-03-26,ATOMUSDT,11.086,11.463,11.028,11.326,904183.17,10191327.11663,46410
1679702400000,2023-03-25,ATOMUSDT,11.193,11.898,10.917,11.085,1248714.55,13925329.80466,63942
1679616000000,2023-03-24,ATOMUSDT,11.68,11.724,10.98,11.192,1537028.73,17443291.8964,88585
1679529600000,2023-03-23,ATOMUSDT,11.327,12.38,11.227,11.683,1932059.48,22523286.92492,98740
1679443200000,2023-03-22,ATOMUSDT,11.916,11.996,10.918,11.327,3003953.7,34646106.14397,169299
1679356800000,2023-03-21,ATOMUSDT,11.549,12.173,11.251,11.915,2409510.45,28341341.0154,124109
1679270400000,2023-03-20,ATOMUSDT,12.308,12.445,11.472,11.545,2679318.66,31979071.67139,146880
1679184000000,2023-03-19,ATOMUSDT,12.22,13.068,12.05,12.306,2682551.98,33619734.0474,150694
