https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UNI,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1698969600000,2023-11-03 00:00:00,UNI/USDT,4.6995,4.7963,4.5027,4.661,6380356.545,1377352.64727,2853221.558,615886.83588,93864,4.6326
1698883200000,2023-11-02 00:00:00,UNI/USDT,4.7987,4.924,4.5365,4.6969,6906945.448,1481791.08134,3211794.725,688919.8024,102475,4.662
1698796800000,2023-11-01 00:00:00,UNI/USDT,4.1573,4.8628,4.0422,4.7996,5145100.269,1212482.61714,2500537.539,589487.5435,75918,4.2566
1698710400000,2023-10-31 00:00:00,UNI/USDT,4.1851,4.2489,4.0315,4.1559,10114451.285,2439861.60881,5200601.478,1254505.55035,147113,4.146
1698624000000,2023-10-30 00:00:00,UNI/USDT,4.1584,4.2174,4.0972,4.1847,1203723.669,288851.66724,600557.16,144114.70325,18218,4.1673
1698537600000,2023-10-29 00:00:00,UNI/USDT,4.0846,4.2171,4.0436,4.1546,1217727.612,293800.52216,545031.532,131494.65242,17539,4.1451
1698451200000,2023-10-28 00:00:00,UNI/USDT,4.0239,4.1374,4.0236,4.0847,1560774.214,381152.88319,718924.335,175576.10472,22301,4.0949
1698364800000,2023-10-27 00:00:00,UNI/USDT,4.1151,4.1959,3.9632,4.025,2076317.208,510208.89306,952881.71,234159.53868,29841,4.0699
1698278400000,2023-10-26 00:00:00,UNI/USDT,4.1704,4.3843,4.0122,4.1117,2245649.381,535940.71209,1023930.362,244386.99202,32043,4.1921
1698192000000,2023-10-25 00:00:00,UNI/USDT,4.2241,4.3399,4.1477,4.1718,2294551.766,543015.28572,1079631.75,255471.55265,32606,4.226
1698105600000,2023-10-24 00:00:00,UNI/USDT,4.3754,4.4965,4.1357,4.2223,2242373.391,520441.09854,1132540.755,262848.16444,31819,4.3107
1698019200000,2023-10-23 00:00:00,UNI/USDT,4.2167,4.428,4.1999,4.3702,1920851.861,448280.63039,973950.286,227276.96669,27601,4.2852
1697932800000,2023-10-22 00:00:00,UNI/USDT,4.1427,4.251,4.0967,4.2104,1383009.266,333494.47501,694821.671,167557.94059,19650,4.1472
1697846400000,2023-10-21 00:00:00,UNI/USDT,3.9975,4.159,3.9643,4.1432,1458667.642,360256.14716,740241.2,182837.95185,20848,4.0499
1697760000000,2023-10-20 00:00:00,UNI/USDT,3.9286,4.1434,3.9153,3.998,1907144.878,475828.37766,946723.586,236242.06692,27059,4.0084
1697673600000,2023-10-19 00:00:00,UNI/USDT,3.9313,3.9437,3.85,3.9292,1493369.415,381914.10886,749498.989,191675.97329,21669,3.9102
1697587200000,2023-10-18 00:00:00,UNI/USDT,3.8886,3.9895,3.846,3.9319,1535753.824,393178.8822,765570.979,196044.13673,22518,3.9062
1697500800000,2023-10-17 00:00:00,UNI/USDT,4.1186,4.1257,3.8375,3.8892,2150194.44,537109.69315,1055994.217,263671.42217,30959,4.0054
1697414400000,2023-10-16 00:00:00,UNI/USDT,4.1023,4.2887,4.0994,4.1189,1796383.428,433818.1,877657.588,211948.16867,25855,4.1409
1697328000000,2023-10-15 00:00:00,UNI/USDT,4.0829,4.1462,4.0602,4.1025,856384.294,208312.43273,423129.801,102930.46734,12160,4.1111
1697241600000,2023-10-14 00:00:00,UNI/USDT,4.0297,4.0998,4.0207,4.0833,1003272.551,246855.61509,507429.75,124831.8075,14651,4.0642
1697155200000,2023-10-13 00:00:00,UNI/USDT,4.0017,4.0943,3.9755,4.0292,1203053.582,299764.36963,593168.166,147806.64929,17201,4.0134
1697068800000,2023-10-12 00:00:00,UNI/USDT,4.1255,4.1493,3.9703,4.0047,1315812.151,323467.1875,701205.661,172388.59672,18950,4.0685
1696982400000,2023-10-11 00:00:00,UNI/USDT,4.1224,4.1516,4.0475,4.1287,1504411.565,366513.52117,716381.339,174539.69992,21462,4.1047
1696896000000,2023-10-10 00:00:00,UNI/USDT,4.1429,4.1716,4.0635,4.1218,1855679.142,449832.33327,933674.775,226301.74036,26153,4.1253
1696809600000,2023-10-09 00:00:00,UNI/USDT,4.3401,4.3673,4.062,4.1428,2304196.193,545492.63613,1132530.348,268258.36553,33181,4.2262
1696723200000,2023-10-08 00:00:00,UNI/USDT,4.3746,4.3843,4.278,4.3404,2287653.291,527162.0659,1166702.903,268857.86597,32623,4.3396
1696636800000,2023-10-07 00:00:00,UNI/USDT,4.3938,4.4229,4.3385,4.3752,3129389.224,715192.34891,1609920.819,367928.97512,44650,4.3756
1696550400000,2023-10-06 00:00:00,UNI/USDT,4.3055,4.4276,4.2881,4.3942,3624769.985,831545.32511,1860303.93,426791.52988,51341,4.3592
1696464000000,2023-10-05 00:00:00,UNI/USDT,4.3081,4.3398,4.2568,4.3033,3379547.171,787437.24442,1702930.739,396780.66739,47799,4.2918
1696377600000,2023-10-04 00:00:00,UNI/USDT,4.3623,4.3623,4.2352,4.3067,3696435.981,856964.36978,1875511.058,434784.72526,52321,4.3134
1696291200000,2023-10-03 00:00:00,UNI/USDT,4.4573,4.5191,4.3405,4.3627,4466866.874,1005362.16993,2273523.952,511698.44432,63002,4.4436
1696204800000,2023-10-02 00:00:00,UNI/USDT,4.6576,4.6794,4.4145,4.4571,1937008.573,424504.67802,983082.519,215454.71752,28420,4.5644
1696118400000,2023-10-01 00:00:00,UNI/USDT,4.4542,4.6755,4.4282,4.6551,1050515.048,231840.82373,530857.699,117146.42779,16551,4.5318
1696032000000,2023-09-30 00:00:00,UNI/USDT,4.4018,4.4772,4.382,4.4542,1110669.965,250403.99565,548631.809,123687.75314,15775,4.4355
1695945600000,2023-09-29 00:00:00,UNI/USDT,4.4173,4.4965,4.3206,4.4017,1692169.346,381923.33358,840008.272,189536.38123,24282,4.4309
1695859200000,2023-09-28 00:00:00,UNI/USDT,4.2457,4.4781,4.2376,4.4158,1748177.462,402802.09369,906769.13,208977.48957,24937,4.3411
1695772800000,2023-09-27 00:00:00,UNI/USDT,4.2601,4.4207,4.2036,4.2479,1336347.4,311749.8307,673147.716,157044.82009,19283,4.2873
1695686400000,2023-09-26 00:00:00,UNI/USDT,4.2712,4.3178,4.2029,4.2601,1051424.31,246298.36157,529009.296,123912.90955,15216,4.269
1695600000000,2023-09-25 00:00:00,UNI/USDT,4.2326,4.3017,4.2059,4.2719,1180414.079,277523.46393,600539.151,141170.0765,16978,4.2534
1695513600000,2023-09-24 00:00:00,UNI/USDT,4.2795,4.308,4.2228,4.233,528662.102,123901.16461,267991.206,62823.6573,7529,4.2668
1695427200000,2023-09-23 00:00:00,UNI/USDT,4.2645,4.2881,4.2373,4.2794,664559.598,155866.9415,344075.896,80697.54573,9480,4.2636
1695340800000,2023-09-22 00:00:00,UNI/USDT,4.2426,4.3027,4.2069,4.2604,922332.232,217103.88687,446702.915,105132.90682,13204,4.2483
1695254400000,2023-09-21 00:00:00,UNI/USDT,4.3628,4.3937,4.2119,4.243,1141834.867,266487.54269,579910.228,135438.17275,16419,4.2853
1695168000000,2023-09-20 00:00:00,UNI/USDT,4.4078,4.4285,4.3204,4.3625,1085025.982,247385.91708,551109.021,125655.78538,15608,4.386
1695081600000,2023-09-19 00:00:00,UNI/USDT,4.359,4.4779,4.3401,4.4074,1191424.85,270346.30561,607996.802,137950.2705,17039,4.4072
1694995200000,2023-09-18 00:00:00,UNI/USDT,4.2798,4.4525,4.2443,4.3623,1091976.184,249781.947,583172.403,133430.55781,15392,4.3722
1694908800000,2023-09-17 00:00:00,UNI/USDT,4.3352,4.3875,4.2348,4.281,794707.738,184246.59704,396903.776,91997.09155,11444,4.3135
1694822400000,2023-09-16 00:00:00,UNI/USDT,4.3478,4.4152,4.3019,4.3376,1080198.794,248701.41309,598959.331,137884.52105,15223,4.3434
1694736000000,2023-09-15 00:00:00,UNI/USDT,4.2693,4.3737,4.2282,4.3474,1027841.683,239752.47634,512548.766,119546.34796,14707,4.2872
1694649600000,2023-09-14 00:00:00,UNI/USDT,4.2528,4.3458,4.2412,4.2704,1242751.951,290005.44199,613622.643,143182.43317,17919,4.2853
1694563200000,2023-09-13 00:00:00,UNI/USDT,4.1939,4.3065,4.1811,4.2533,1508666.983,355364.29461,752780.65,177305.19784,21632,4.2456
1694476800000,2023-09-12 00:00:00,UNI/USDT,4.1107,4.3053,4.0901,4.1934,2042791.416,486570.08278,1016663.98,242123.76856,29251,4.1988
1694390400000,2023-09-11 00:00:00,UNI/USDT,4.2171,4.2501,4.0375,4.1105,1753647.741,423053.06907,854133.527,206095.57448,25444,4.1459
1694304000000,2023-09-10 00:00:00,UNI/USDT,4.3228,4.3233,4.1599,4.2177,1236864.85,292419.41657,609413.492,144106.45045,17549,4.23
1694217600000,2023-09-09 00:00:00,UNI/USDT,4.3664,4.3782,4.3111,4.3234,1590888.71,365916.44743,844600.819,194259.37921,22489,4.3477
1694131200000,2023-09-08 00:00:00,UNI/USDT,4.4806,4.4952,4.3229,4.3678,2563435.562,581599.53701,1336678.74,303201.69144,36826,4.4079
1694044800000,2023-09-07 00:00:00,UNI/USDT,4.473,4.5327,4.4136,4.4807,2597147.197,581504.86071,1322896.94,296170.61206,37071,4.4663
1693958400000,2023-09-06 00:00:00,UNI/USDT,4.3957,4.5587,4.3658,4.4727,2378744.842,537766.31233,1199467.221,271112.34673,34381,4.4236
1693872000000,2023-09-05 00:00:00,UNI/USDT,4.4556,4.4715,4.2956,4.3957,2644009.648,605357.09672,1297545.943,297056.19991,37664,4.368
1693785600000,2023-09-04 00:00:00,UNI/USDT,4.4248,4.5181,4.3854,4.4564,5047321.097,1135593.5332,2563075.872,576655.97803,71733,4.4447
1693699200000,2023-09-03 00:00:00,UNI/USDT,4.4021,4.4881,4.3627,4.4258,5059073.854,1144786.13626,2666355.917,603335.26017,71762,4.4193
1693612800000,2023-09-02 00:00:00,UNI/USDT,4.2651,4.4042,4.2513,4.4021,6994299.499,1611152.15519,3697271.63,851620.99087,99395,4.3414
1693526400000,2023-09-01 00:00:00,UNI/USDT,4.3728,4.4262,4.2385,4.265,8652639.588,1985275.47575,4559045.749,1046078.92219,123648,4.3591
1693440000000,2023-08-31 00:00:00,UNI/USDT,4.6399,4.6795,4.3284,4.3735,9535431.431,2099874.98476,4996498.054,1100549.73772,136382,4.5436
1693353600000,2023-08-30 00:00:00,UNI/USDT,4.799,4.806,4.6358,4.6394,10699587.817,2280606.65733,5711163,1217254.17412,151617,4.6918
1693267200000,2023-08-29 00:00:00,UNI/USDT,4.675,4.8951,4.5485,4.7984,5829697.951,1241937.27001,3031767.259,645788.59329,84384,4.6959
1693180800000,2023-08-28 00:00:00,UNI/USDT,4.6876,4.7394,4.5809,4.6751,6947686.334,1492823.45539,3626136.743,779072.11878,100247,4.6543
1693094400000,2023-08-27 00:00:00,UNI/USDT,4.6021,4.71,4.5994,4.6853,9774931.278,2100107.55014,5149257.858,1106321.01125,139058,4.6546
1693008000000,2023-08-26 00:00:00,UNI/USDT,4.5553,4.6481,4.5322,4.6017,10169395.488,2220596.63017,5269023.282,1150506.49912,144332,4.5796
1692921600000,2023-08-25 00:00:00,UNI/USDT,4.661,4.6715,4.5219,4.5543,10193664.469,2223051.78846,5239202.442,1142553.29283,144315,4.5857
1692835200000,2023-08-24 00:00:00,UNI/USDT,4.7661,4.8213,4.6035,4.6613,10008496.494,2122943.49193,5190282.394,1100887.74688,141697,4.7151
1692748800000,2023-08-23 00:00:00,UNI/USDT,4.6708,4.8654,4.6529,4.7667,9796603.265,2067541.67142,5057913.311,1067471.72843,139604,4.7388
1692662400000,2023-08-22 00:00:00,UNI/USDT,4.7783,4.7983,4.5438,4.673,9931562.166,2113519.30745,5151020.251,1096121.63422,141268,4.6998
1692576000000,2023-08-21 00:00:00,UNI/USDT,4.9033,5.017,4.7615,4.7788,10328735.143,2130021.27114,5419778.312,1117494.89315,146948,4.8494
1692489600000,2023-08-20 00:00:00,UNI/USDT,4.9115,4.9383,4.8603,4.9031,16078369.454,3283267.58799,8759617.993,1788754.69727,226974,4.8971
1692403200000,2023-08-19 00:00:00,UNI/USDT,4.9067,5.0042,4.86,4.9108,11839179.697,2409108.63567,6361202.345,1294344.35867,167188,4.9144
1692316800000,2023-08-18 00:00:00,UNI/USDT,4.9935,5.083,4.8684,4.9067,9228538.977,1859371.57922,4911603.08,989612.43236,132020,4.9635
1692230400000,2023-08-17 00:00:00,UNI/USDT,5.4619,5.5094,4.6083,4.9966,8938686.565,1670093.12145,4707162.554,879539.33075,129187,5.3568
1692144000000,2023-08-16 00:00:00,UNI/USDT,5.9506,5.9518,5.3197,5.4627,8766534.177,1537053.53204,4571509.013,801537.72131,126521,5.709
1692057600000,2023-08-15 00:00:00,UNI/USDT,6.2537,6.2937,5.9275,5.9517,8476539.985,1371349.36471,4416172.565,714407.12584,121165,6.1829
1691971200000,2023-08-14 00:00:00,UNI/USDT,6.0753,6.3488,6.0662,6.2545,7694534.97,1242028.75472,4046740.029,653263.41024,108077,6.1957
1691884800000,2023-08-13 00:00:00,UNI/USDT,6.215,6.2237,6.0456,6.0773,9087417.116,1480538.05597,4774747.25,777905.18877,127852,6.138
1691798400000,2023-08-12 00:00:00,UNI/USDT,6.1926,6.253,6.1104,6.216,8115553.491,1316410.31632,4276420.581,693673.27,115178,6.165
1691712000000,2023-08-11 00:00:00,UNI/USDT,6.1832,6.2077,6.0949,6.1877,11878280.295,1929753.59449,6278241.08,1019971.72594,169988,6.1554
1691625600000,2023-08-10 00:00:00,UNI/USDT,6.2413,6.3271,6.1448,6.1841,15112642.63,2428018.45945,7928270.387,1273766.64316,217313,6.2245
1691539200000,2023-08-09 00:00:00,UNI/USDT,6.0769,6.2846,6.0328,6.242,15202119.759,2485443.52006,7979537.428,1304609.39079,219632,6.1168
1691452800000,2023-08-08 00:00:00,UNI/USDT,5.8703,6.1445,5.8135,6.0778,15191035.626,2557862.93505,7974537.556,1342663.04363,217582,5.9407
1691366400000,2023-08-07 00:00:00,UNI/USDT,5.9525,6.004,5.7483,5.8706,13365910.617,2271096.89388,7063808.949,1200269.74865,192155,5.8857
1691280000000,2023-08-06 00:00:00,UNI/USDT,6.0887,6.1561,5.9421,5.9517,2615154.862,435889.05698,1365905.163,227675.4262,38458,5.9997
1691193600000,2023-08-05 00:00:00,UNI/USDT,6.0657,6.0896,5.9447,6.0896,755129.663,125428.28608,392789.647,65245.62677,21209,6.0206
1691107200000,2023-08-04 00:00:00,UNI/USDT,6.097,6.2865,6.0195,6.0657,2419007.886,395601.93559,1271614.694,207955.87802,78976,6.115
1691020800000,2023-08-03 00:00:00,UNI/USDT,6.1638,6.2393,6.0541,6.0995,1369504.778,222719.55782,718333.404,116816.11968,37820,6.1492
1690934400000,2023-08-02 00:00:00,UNI/USDT,6.6671,6.6846,6.1381,6.1656,186903.649,29752.77586,93716.046,14928.21063,5424,6.2854
1690848000000,2023-08-01 00:00:00,UNI/USDT,6.515,6.6798,6.3381,6.6748,86611.499,13333.6763,44532.059,6858.85812,2344,6.4969
1690761600000,2023-07-31 00:00:00,UNI/USDT,6.419,6.6251,6.4032,6.5304,85910.228,13209.66361,44358.413,6819.27949,2446,6.5038
1690675200000,2023-07-30 00:00:00,UNI/USDT,6.3349,6.4362,6.2711,6.4194,83851.873,13158.92731,43286.214,6793.85444,2401,6.3724
1690588800000,2023-07-29 00:00:00,UNI/USDT,6.0116,6.3523,6.0057,6.3221,92624.124,15131.61761,47525.254,7766.8334,2479,6.1226
1690502400000,2023-07-28 00:00:00,UNI/USDT,5.8727,6.0139,5.8657,6.0115,96035.3,16130.35827,48454.384,8139.12502,2521,5.9538
1690416000000,2023-07-27 00:00:00,UNI/USDT,5.8403,5.9739,5.8016,5.872,90642.436,15400.53605,47312.362,8038.16217,2489,5.8859
1690329600000,2023-07-26 00:00:00,UNI/USDT,5.782,5.8815,5.7341,5.8403,89638.276,15442.84411,46201.649,7959.76525,2549,5.8046
1690243200000,2023-07-25 00:00:00,UNI/USDT,5.773,5.8029,5.6904,5.7878,93705.872,16292.9351,46267.578,8046.20269,2538,5.7514
1690156800000,2023-07-24 00:00:00,UNI/USDT,6.1431,6.1807,5.7247,5.7729,101564.635,17264.91758,52762.732,8974.29628,2660,5.8855
1690070400000,2023-07-23 00:00:00,UNI/USDT,5.9919,6.2259,5.9808,6.1446,94065.695,15413.70638,48342.273,7923.95848,2532,6.1031
1689984000000,2023-07-22 00:00:00,UNI/USDT,6.2092,6.2507,5.9607,5.9904,89208.651,14468.64333,45235.734,7335.90689,2555,6.1659
1689897600000,2023-07-21 00:00:00,UNI/USDT,6.0217,6.4082,5.9547,6.2063,87478.683,14130.76744,42296.057,6836.94428,2515,6.1914
1689811200000,2023-07-20 00:00:00,UNI/USDT,5.8851,6.1699,5.8281,6.0154,96541.209,16211.21182,47680.066,8003.0359,2492,5.9563
1689724800000,2023-07-19 00:00:00,UNI/USDT,5.9083,6.0564,5.8294,5.8816,87976.464,14861.43759,45322.889,7656.93552,2482,5.9202
1689638400000,2023-07-18 00:00:00,UNI/USDT,5.9167,6.8,5.8792,5.9149,98738.383,16342.22335,50035.436,8261.42928,2668,6.0448
1689552000000,2023-07-17 00:00:00,UNI/USDT,5.7161,6.1344,5.6899,5.9055,96836.021,16499.82748,48651.951,8291.48289,2576,5.8712
1689465600000,2023-07-16 00:00:00,UNI/USDT,5.8065,5.9383,5.6835,5.7169,89597.597,15537.84213,44926.235,7789.67665,2480,5.7666
1689379200000,2023-07-15 00:00:00,UNI/USDT,5.8581,5.926,5.7603,5.8035,86886.239,14896.01269,42508.076,7289.29083,2550,5.8331
1689292800000,2023-07-14 00:00:00,UNI/USDT,5.87,6.1286,5.7372,5.8621,114273.254,19334.25736,56408.99,9544.41513,2930,5.9114
1689206400000,2023-07-13 00:00:00,UNI/USDT,5.2717,5.8665,5.222,5.8665,103839.465,19100.42298,51820.201,9528.5828,2881,5.4435
1689120000000,2023-07-12 00:00:00,UNI/USDT,5.2622,5.3647,5.1959,5.2731,108588.549,20515.66955,52838.916,9982.84355,2899,5.2933
1689033600000,2023-07-11 00:00:00,UNI/USDT,5.2374,5.2937,5.1866,5.2595,100674.565,19217.93605,50120.298,9565.01841,2920,5.2386
1688947200000,2023-07-10 00:00:00,UNI/USDT,5.2326,5.3499,5.1005,5.2338,96993.13,18684.16591,48987.412,9434.26964,2849,5.1918
1688860800000,2023-07-09 00:00:00,UNI/USDT,5.2513,5.325,5.2042,5.2326,95811.163,18216.6244,47195.598,8973.81063,2841,5.2596
1688774400000,2023-07-08 00:00:00,UNI/USDT,5.4747,5.4768,5.1789,5.2484,107860.875,20252.14566,53448.749,10034.91465,2825,5.327
1688688000000,2023-07-07 00:00:00,UNI/USDT,5.2728,5.5735,5.2291,5.4775,102452.182,18767.82906,51842.912,9494.50177,2834,5.4597
1688601600000,2023-07-06 00:00:00,UNI/USDT,5.4083,5.6336,5.2225,5.2739,101759.957,18765.45082,49822.279,9187.80164,2836,5.424
1688515200000,2023-07-05 00:00:00,UNI/USDT,5.5109,5.7208,5.3212,5.4154,95065.164,17345.28525,48321.34,8808.66601,2981,5.4826
1688428800000,2023-07-04 00:00:00,UNI/USDT,5.5164,5.5888,5.3856,5.5108,106900.639,19442.22147,53620.454,9750.12955,2965,5.4985
1688342400000,2023-07-03 00:00:00,UNI/USDT,5.5605,5.76,5.5005,5.5249,107546.612,19107.38402,54430.763,9672.26999,2994,5.6289
1688256000000,2023-07-02 00:00:00,UNI/USDT,5.59,5.6771,5.4536,5.5643,110245.316,19948.1824,57188.418,10348.6739,2895,5.5269
1688169600000,2023-07-01 00:00:00,UNI/USDT,5.2719,5.5985,5.1811,5.5855,101955.134,18972.79849,50306.048,9358.63208,2841,5.3773
1688083200000,2023-06-30 00:00:00,UNI/USDT,4.927,5.3377,4.8683,5.2696,105278.322,20484.30993,52408.511,10200.98789,2905,5.1419
1687996800000,2023-06-29 00:00:00,UNI/USDT,4.8327,5.0261,4.8239,4.9239,95063.088,19319.43421,48896.355,9939.16822,2826,4.921
1687910400000,2023-06-28 00:00:00,UNI/USDT,5.2768,5.3313,4.7402,4.8328,105786.614,21041.07361,51397.346,10219.23614,2892,5.0306
1687824000000,2023-06-27 00:00:00,UNI/USDT,5.2634,5.3825,5.1368,5.277,105792.099,20028.76034,50672.05,9593.2353,2837,5.2821
1687737600000,2023-06-26 00:00:00,UNI/USDT,5.4106,5.5056,5.1196,5.2586,104242.29,19488.7962,51915.883,9708.33166,2852,5.3501
1687651200000,2023-06-25 00:00:00,UNI/USDT,4.7264,5.4957,4.714,5.4107,91530.898,17594.43947,44830.918,8624.8839,2550,5.2129
1687564800000,2023-06-24 00:00:00,UNI/USDT,4.8634,4.9105,4.7013,4.7311,96401.012,20041.31248,48658.766,10112.24798,2856,4.8109
1687478400000,2023-06-23 00:00:00,UNI/USDT,4.7197,4.9537,4.702,4.8623,105580.286,21977.31257,52732.621,10980.842,2907,4.8046
1687392000000,2023-06-22 00:00:00,UNI/USDT,4.7667,4.9336,4.6741,4.716,110166.127,22980.25491,55778.065,11635.51586,2910,4.7946
1687305600000,2023-06-21 00:00:00,UNI/USDT,4.5567,4.8104,4.5302,4.7667,105284.939,22674.23174,51246.561,11035.97817,2902,4.6446
1687219200000,2023-06-20 00:00:00,UNI/USDT,4.4748,4.5995,4.3667,4.5565,106883.784,23925.54723,54223.559,12137.32544,2944,4.4681
1687132800000,2023-06-19 00:00:00,UNI/USDT,4.4889,4.5581,4.3829,4.4768,108342.72,24280.80359,54049.74,12113.69752,3072,4.4621
1687046400000,2023-06-18 00:00:00,UNI/USDT,4.5238,4.6492,4.4624,4.4891,118349.431,26149.77414,59545.18,13155.48097,3133,4.526
1686960000000,2023-06-17 00:00:00,UNI/USDT,4.5273,4.645,4.492,4.5237,114552.488,25161.20986,57286.291,12582.95763,3160,4.5531
1686873600000,2023-06-16 00:00:00,UNI/USDT,4.4291,4.6028,4.3746,4.5309,108635.161,24341.6926,54099.16,12122.40206,3061,4.4633
1686787200000,2023-06-15 00:00:00,UNI/USDT,4.4075,4.5953,4.257,4.4281,117708.781,26720.22446,58037.815,13176.10618,3164,4.4066
1686700800000,2023-06-14 00:00:00,UNI/USDT,4.2785,4.6358,4.2467,4.4073,110062.835,25021.68863,58239.618,13251.29848,3088,4.4016
1686614400000,2023-06-13 00:00:00,UNI/USDT,4.2807,4.4896,4.2183,4.28,49880.578,11656.65226,24928.581,5826.37405,1486,4.2793
1686528000000,2023-06-12 00:00:00,UNI/USDT,4.0417,4.285,3.9597,4.2811,101583.265,24739.99648,52324.061,12739.81156,2794,4.1072
1686441600000,2023-06-11 00:00:00,UNI/USDT,4.0508,4.0939,3.9842,4.041,106655.405,26261.23663,55778.442,13736.67248,3017,4.0613
1686355200000,2023-06-10 00:00:00,UNI/USDT,4.5585,4.564,3.6099,4.0514,117448.927,29029.12755,58045.452,14329.31392,3065,4.0569
1686268800000,2023-06-09 00:00:00,UNI/USDT,4.6254,4.647,4.462,4.5579,108100.244,23512.85362,53642.811,11666.3873,2919,4.5976
1686182400000,2023-06-08 00:00:00,UNI/USDT,4.5428,4.6409,3.85,4.6253,111830.512,24414.89691,55974.934,12198.32564,3027,4.5818
1686096000000,2023-06-07 00:00:00,UNI/USDT,4.7798,4.8196,4.5157,4.5428,108295.309,23220.64807,53903.47,11548.07179,2848,4.6656
1686009600000,2023-06-06 00:00:00,UNI/USDT,4.7163,4.834,4.661,4.7827,110845.037,23383.3444,57782.043,12189.59834,2979,4.7405
1685923200000,2023-06-05 00:00:00,UNI/USDT,5.0109,5.0619,4.57,4.717,100712.464,20594.85113,48993.302,10016.44605,2993,4.8934
1685836800000,2023-06-04 00:00:00,UNI/USDT,5.0831,5.1263,4.9921,5.0118,106678.032,21039.97426,56002.486,11044.64186,3047,5.0704
1685750400000,2023-06-03 00:00:00,UNI/USDT,5.0666,5.0896,5.0491,5.083,104400.494,20596.24927,51517.745,10163.61352,2893,5.0689
1685664000000,2023-06-02 00:00:00,UNI/USDT,4.9909,5.091,4.9849,5.0666,97071.547,19213.88245,50307.27,9956.76879,2894,5.0522
1685577600000,2023-06-01 00:00:00,UNI/USDT,5.0186,5.0548,4.9629,4.9883,104939.321,20929.96203,54012.859,10772.57893,2945,5.0138
1685491200000,2023-05-31 00:00:00,UNI/USDT,5.1272,5.1631,4.9589,5.0186,104638.027,20677.05727,51915.434,10261.20396,3053,5.0609
1685404800000,2023-05-30 00:00:00,UNI/USDT,5.1175,5.1661,5.0976,5.1279,104466.658,20336.88852,52402.085,10201.17404,3118,5.1368
1685318400000,2023-05-29 00:00:00,UNI/USDT,5.1372,5.1621,5.0961,5.1111,114763.479,22376.14171,55505.48,10821.59398,3188,5.1288
1685232000000,2023-05-28 00:00:00,UNI/USDT,5.0273,5.6029,5.0181,5.137,112093.164,22124.35465,54545.527,10763.66803,3278,5.0666
1685145600000,2023-05-27 00:00:00,UNI/USDT,4.9783,5.0954,4.9513,5.034,115633.599,23124.18188,58607.009,11720.35262,3333,5.0006
1685059200000,2023-05-26 00:00:00,UNI/USDT,4.95,5.068,4.9345,4.9776,46071.357,9264.43197,23759.248,4777.73448,3186,4.9729
1684972800000,2023-05-25 00:00:00,UNI/USDT,4.9641,5.0224,4.8862,4.9468,48705.533,9864.82302,24730.418,5008.76212,3236,4.9373
1684886400000,2023-05-24 00:00:00,UNI/USDT,5.0813,5.1257,4.8853,4.975,46844.538,9428.80494,23003.155,4631.71146,3285,4.9686
1684800000000,2023-05-23 00:00:00,UNI/USDT,5.0769,5.229,5.0326,5.0732,43529.782,8514.9516,21862.042,4276.17136,3217,5.1122
1684713600000,2023-05-22 00:00:00,UNI/USDT,5.1102,5.1921,5.0684,5.0828,43614.438,8554.13546,22612.909,4434.90017,3280,5.0986
1684627200000,2023-05-21 00:00:00,UNI/USDT,5.2715,5.2885,5.1012,5.1103,54878.636,10535.87131,27254.168,5231.34771,3841,5.2092
1684540800000,2023-05-20 00:00:00,UNI/USDT,5.3025,5.3197,5.2298,5.2747,71003.72,13467.81917,34225.501,6491.77733,4977,5.2721
1684454400000,2023-05-19 00:00:00,UNI/USDT,5.2876,5.3533,5.2537,5.3024,73074.688,13796.00421,36964.652,6978.65879,5002,5.2968
1684368000000,2023-05-18 00:00:00,UNI/USDT,5.272,5.385,5.2087,5.2877,75476.035,14195.58878,37647.476,7081.7955,5113,5.3171
1684281600000,2023-05-17 00:00:00,UNI/USDT,5.1175,5.3109,5.1019,5.3052,72958.11,14114.70843,36760,7113.3314,5042,5.1693
1684195200000,2023-05-16 00:00:00,UNI/USDT,5.1189,5.1477,5.0355,5.1193,71110.672,13946.67488,35927.125,7046.0212,5071,5.0988
1684108800000,2023-05-15 00:00:00,UNI/USDT,5.1188,5.2118,5.0696,5.1193,69583.985,13500.68743,36179.874,7020.49932,4831,5.1542
1684022400000,2023-05-14 00:00:00,UNI/USDT,5.0884,5.1622,5.0751,5.1187,67918.21,13290.51984,33261.245,6508.91639,4881,5.1103
1683936000000,2023-05-13 00:00:00,UNI/USDT,5.1781,5.1809,5.0745,5.0885,69823.375,13631.24782,33933.407,6623.28057,4667,5.1224
1683849600000,2023-05-12 00:00:00,UNI/USDT,5.0349,5.1939,4.8156,5.1774,72286.831,14328.88459,35334.036,7003.92946,4989,5.0456
1683763200000,2023-05-11 00:00:00,UNI/USDT,5.0882,5.1935,4.9233,5.0347,72139.721,14185.12118,35588.198,6998.98277,4949,5.086
1683676800000,2023-05-10 00:00:00,UNI/USDT,4.9495,5.105,4.817,5.0907,64191.169,12845.11192,31915.88,6388.93289,4572,4.9979
1683590400000,2023-05-09 00:00:00,UNI/USDT,4.9406,5,4.9148,4.9495,57290.687,11561.36268,28147.195,5680.49828,4759,4.9553
