https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UNI,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1702857600000,2023-12-18 00:00:00,UNI/USDT,6.0563,6.1092,5.596,5.9339,8869439.341,1520189.68082,4723149.421,809497.84124,128171,5.8366
1702771200000,2023-12-17 00:00:00,UNI/USDT,6.1347,6.2696,6.0334,6.0533,8692208.319,1411366.82686,4645256.874,754299.97136,124439,6.159
1702684800000,2023-12-16 00:00:00,UNI/USDT,6.0066,6.2147,5.9091,6.1403,8833361.134,1442446.778,4683101.439,764753.41642,127038,6.1242
1702598400000,2023-12-15 00:00:00,UNI/USDT,6.3308,6.3365,5.9554,6.0074,8608753.84,1401764.10367,4588851.833,747185.11231,123464,6.142
1702512000000,2023-12-14 00:00:00,UNI/USDT,6.2653,6.4482,6.1298,6.3319,7554639.96,1202307.28233,4029238.392,641242.39273,108736,6.2836
1702425600000,2023-12-13 00:00:00,UNI/USDT,6.1995,6.2951,5.9167,6.2653,7863010.484,1288576.49438,4168024.725,683050.60708,113504,6.1032
1702339200000,2023-12-12 00:00:00,UNI/USDT,6.0491,6.2499,6.0345,6.1938,4505802.616,730155.58205,2401018.118,389079.483,64530,6.1713
1702252800000,2023-12-11 00:00:00,UNI/USDT,6.5658,6.5787,5.8492,6.0492,6706687.971,1084632.57973,3562252.411,576202.06322,97722,6.1866
1702166400000,2023-12-10 00:00:00,UNI/USDT,6.817,6.8256,6.3983,6.5686,7529719.66,1140213.93274,3938163.848,596400.69011,108502,6.6046
1702080000000,2023-12-09 00:00:00,UNI/USDT,6.5025,6.942,6.5007,6.7881,6984855.785,1042243.31327,3622062.866,540543.52947,101418,6.7022
1701993600000,2023-12-08 00:00:00,UNI/USDT,6.3006,6.51,6.2995,6.5017,7217104.035,1131630.03199,3783736.017,593305.58591,103963,6.378
1701907200000,2023-12-07 00:00:00,UNI/USDT,6.1202,6.3352,6.1201,6.3006,6836102.542,1108040.05682,3581371.76,580460.17895,100765,6.1699
1701820800000,2023-12-06 00:00:00,UNI/USDT,5.986,6.1266,5.9516,6.1203,2744304.378,452214.6704,1437102.575,236810.85406,41439,6.0688
1701734400000,2023-12-05 00:00:00,UNI/USDT,5.9912,6.1395,5.8665,5.9994,6312564.971,1052967.43373,3336276.211,556509.09961,92171,5.9957
1701648000000,2023-12-04 00:00:00,UNI/USDT,5.9779,6.1891,5.8086,5.9923,8067812.365,1346837.20271,4244332.466,708595.99085,116889,5.9909
1701561600000,2023-12-03 00:00:00,UNI/USDT,6.0743,6.1934,5.8824,5.9761,7390851.41,1227110.73078,3853439.3,639783.08613,106469,6.024
1701475200000,2023-12-02 00:00:00,UNI/USDT,5.9792,6.1419,5.9691,6.0742,5466813.013,903772.72712,2856461.2,472234.03667,79524,6.049
1701388800000,2023-12-01 00:00:00,UNI/USDT,5.972,6.0616,5.9025,5.9785,6073329.782,1011456.53695,3167020.187,527427.54703,87541,6.0046
1701302400000,2023-11-30 00:00:00,UNI/USDT,6.0012,6.1299,5.8376,5.9663,6768866.54,1140877.59193,3558135.304,599707.11889,99417,5.9332
1701216000000,2023-11-29 00:00:00,UNI/USDT,6.2878,6.4275,5.9982,6.0013,7594509.047,1218224.08479,4014434.627,643972.31797,111620,6.2376
1701129600000,2023-11-28 00:00:00,UNI/USDT,6.3226,6.6129,6.1107,6.2906,6360451.999,1008507.54932,3423973.021,542966.82098,93299,6.3085
1701043200000,2023-11-27 00:00:00,UNI/USDT,6.1735,6.4484,5.9976,6.3281,7461054.757,1213574.34736,3965626.547,645003.40265,111030,6.1489
1700956800000,2023-11-26 00:00:00,UNI/USDT,6.189,6.2327,5.9976,6.1737,5132465.259,835347.19671,2691966.166,438160.85588,76195,6.1444
1700870400000,2023-11-25 00:00:00,UNI/USDT,6.1542,6.3309,6.0576,6.2022,6330161.795,1025520.20561,3314401.422,536958.03218,94244,6.1728
1700784000000,2023-11-24 00:00:00,UNI/USDT,6.3258,6.6346,6.1009,6.1548,4956000.594,795573.90047,2589056.051,415655.69932,72887,6.2311
1700697600000,2023-11-23 00:00:00,UNI/USDT,6.1039,6.4267,5.9976,6.3289,2288378.151,361568.16418,1219065.187,192615.38188,34217,6.3293
1700611200000,2023-11-22 00:00:00,UNI/USDT,4.8802,6.2568,4.8546,6.0866,6782039.156,1258970.37208,3622894.078,672399.09029,98744,5.3999
1700524800000,2023-11-21 00:00:00,UNI/USDT,5.1909,5.2713,4.8315,4.8745,4017770.508,795567.13608,2199864.085,435714.69791,59088,5.0528
1700438400000,2023-11-20 00:00:00,UNI/USDT,5.2286,5.3489,5.117,5.1908,6802652.155,1302064.2585,3654305.627,699465.71918,99199,5.2247
1700352000000,2023-11-19 00:00:00,UNI/USDT,5.0682,5.2439,4.9515,5.2288,5556652.784,1093514.70496,2930830.714,576832.58794,80720,5.082
1700265600000,2023-11-18 00:00:00,UNI/USDT,5.1129,5.16,4.8145,5.067,8566078.649,1708821.50875,4625505.791,922873.27737,124266,5.0136
1700179200000,2023-11-17 00:00:00,UNI/USDT,5.2025,5.406,4.8195,5.1111,8869228.231,1722503.75647,4797723.767,931828.59759,128535,5.1529
1700092800000,2023-11-16 00:00:00,UNI/USDT,5.3859,5.5858,5.1314,5.2032,7956188.842,1477871.31615,4325089.238,803611.36408,116484,5.3864
1700006400000,2023-11-15 00:00:00,UNI/USDT,5.067,5.3877,5.0652,5.3842,7744514.244,1474373.76431,4178323.314,795519.2971,112440,5.2539
1699920000000,2023-11-14 00:00:00,UNI/USDT,5.2566,5.38,4.9124,5.067,7882350.476,1522290.71445,4288118.473,828032.22085,116118,5.1799
1699833600000,2023-11-13 00:00:00,UNI/USDT,5.4763,5.6286,5.2563,5.2566,2601216.124,476174.53043,1392615.435,254918.92613,39189,5.4631
1699747200000,2023-11-12 00:00:00,UNI/USDT,5.3404,5.4999,5.2632,5.4763,4977746.561,916745.10984,2630882.913,484540.19858,75716,5.4302
1699660800000,2023-11-11 00:00:00,UNI/USDT,5.3132,5.3132,5.3132,5.3132,0,0,0,0,0,5.2114
1699574400000,2023-11-10 00:00:00,UNI/USDT,5.14,5.3468,5.0832,5.3132,2665309.862,511488.66883,1448563.724,278011.75415,39612,5.2114
1699488000000,2023-11-09 00:00:00,UNI/USDT,5.198,5.4228,4.7222,5.17,5964527.227,1165659.80869,3257308.017,636763.57341,88067,5.121
1699401600000,2023-11-08 00:00:00,UNI/USDT,4.9388,5.2791,4.8652,5.198,4829124.787,949294.844,2592446.655,509602.23223,72051,5.0897
1699315200000,2023-11-07 00:00:00,UNI/USDT,5.1123,5.1165,4.7839,4.9379,5397717.396,1087466.1149,2875039.396,579296.89662,79335,4.9643
1699228800000,2023-11-06 00:00:00,UNI/USDT,4.7823,5.1573,4.6808,5.1155,5021126.97,1014297.03827,2426733.082,490164.46064,73562,4.9544
1699142400000,2023-11-05 00:00:00,UNI/USDT,4.719,4.911,4.6499,4.781,4285483.805,894962.67919,2022756.787,422383.75319,63270,4.789
1699056000000,2023-11-04 00:00:00,UNI/USDT,4.6605,4.7905,4.6192,4.7191,4471104.734,949315.57281,2095268.777,444869.17065,65645,4.7101
