https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNB,Volume USD
1678924800,2023-03-16,BNB/USD,324.7782,349.9999,305.1001,349.9999,13.148345,4601.9194351655005
1678838400,2023-03-15,BNB/USD,303.5002,324.9999,285.1001,324.8887,25.121837,8161.800964541899
1678752000,2023-03-14,BNB/USD,320.0,320.0,305.0,315.0003,8.623103,2716.2800319309
1678665600,2023-03-13,BNB/USD,300.0,320.0,295.8,320.0,12.804258,4097.3625600000005
1678579200,2023-03-12,BNB/USD,276.0002,303.5174,276.0002,302.8996,6.715392,2034.0895506432
1678492800,2023-03-11,BNB/USD,295.9999,318.0,277.0,288.0,10.573582,3045.191616
1678406400,2023-03-10,BNB/USD,295.0,295.9999,258.0011,295.9999,6.869666,2033.4204490334
1678320000,2023-03-09,BNB/USD,300.0,304.9982,270.5001,270.6,9.103353,2463.3673218000004
1678233600,2023-03-08,BNB/USD,307.0,307.9998,285.0001,285.0001,3.316956,945.3327916955999
1678147200,2023-03-07,BNB/USD,289.0001,313.9727,285.1002,307.9998,8.438567,2599.0769482866003
1678060800,2023-03-06,BNB/USD,288.5102,305.0,285.9,305.0,5.451342,1662.65931
1677974400,2023-03-05,BNB/USD,301.0,305.9999,287.0001,288.5102,1.849277,533.5352771254001
1677888000,2023-03-04,BNB/USD,287.1001,308.9998,287.1001,288.1901,59.198089,17060.3031887189
1677801600,2023-03-03,BNB/USD,318.9998,318.9999,287.1001,287.1001,9.685889,2780.8197004889
1677715200,2023-03-02,BNB/USD,312.999,320.0,292.0001,318.9998,4.897706,1562.3672344588
1677628800,2023-03-01,BNB/USD,320.0,323.9998,290.0,312.999,3.910647,1224.028600353
1677542400,2023-02-28,BNB/USD,324.9997,324.9997,287.0001,287.0001,10.933489,3137.9124363488995
1677456000,2023-02-27,BNB/USD,320.0,325.9899,290.0001,300.0001,10.245404,3073.6222245404
1677369600,2023-02-26,BNB/USD,295.0,325.9985,290.5002,310.0,3.03568,941.0608000000001
1677283200,2023-02-25,BNB/USD,313.9999,324.0,295.0,316.4984,4.978329,1575.6331631735998
1677196800,2023-02-24,BNB/USD,320.0,326.4998,299.0,314.9997,22.427829,7064.7594066513
1677110400,2023-02-23,BNB/USD,312.5102,327.0,306.0001,307.0054,23.950445,7352.915947402999
1677024000,2023-02-22,BNB/USD,322.0,328.9992,299.0001,299.0001,24.236935,7246.845988693499
