https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNB,Volume USD
1676937600,2023-02-21,BNB/USD,325.9997,325.9997,305.0001,324.9998,2.747672,892.9928504656
1676851200,2023-02-20,BNB/USD,328.9996,328.9996,298.9995,325.9999,6.096563,1987.4789283437
1676764800,2023-02-19,BNB/USD,329.8997,329.8997,287.0,287.0001,12.882687,3697.3324572686997
1676678400,2023-02-18,BNB/USD,329.8999,329.8999,298.5001,329.8998,6.902691,2277.1963803618
1676592000,2023-02-17,BNB/USD,329.0,334.6444,297.0001,329.8999,11.1834,3689.40254166
1676505600,2023-02-16,BNB/USD,325.9999,329.9994,296.2223,329.0,18.426423,6062.293167
1676419200,2023-02-15,BNB/USD,296.1001,326.0,296.1,326.0,32.808528,10695.580128000001
1676332800,2023-02-14,BNB/USD,315.1554,315.1554,285.0001,296.1,9.781489,2896.2988929000003
1676246400,2023-02-13,BNB/USD,324.0,330.4059,281.0101,317.2998,15.994887,5075.1744461226
1676160000,2023-02-12,BNB/USD,309.9,325.3892,305.0001,309.0002,29.74617,9191.572479234
1676073600,2023-02-11,BNB/USD,321.0,321.0,305.0001,308.7001,7.305474,2255.2005543474
1675987200,2023-02-10,BNB/USD,315.0,324.9033,305.0001,305.0001,3.695668,1127.1791095668
1675900800,2023-02-09,BNB/USD,338.602,341.4525,305.0,305.0,30.615624,9337.76532
1675814400,2023-02-08,BNB/USD,344.9999,349.9998,318.6003,343.9999,32.594078,11212.359572592202
1675728000,2023-02-07,BNB/USD,341.911,350.0,318.5105,350.0,17.447636,6106.6726
1675641600,2023-02-06,BNB/USD,341.911,341.9111,317.5001,341.911,3.52464,1205.1131870400002
1675555200,2023-02-05,BNB/USD,349.9998,349.9998,316.0001,329.9231,15.089205,4978.277290135499
1675468800,2023-02-04,BNB/USD,349.9999,349.9999,329.0,349.9998,2.381682,833.5882236636
1675382400,2023-02-03,BNB/USD,328.6965,349.9999,315.0001,345.0,3.063228,1056.81366
1675296000,2023-02-02,BNB/USD,307.0,350.0,307.0,328.6965,63.87623,20995.893234195002
1675209600,2023-02-01,BNB/USD,328.2854,347.9999,305.0001,334.5548,20.398726,6824.4916971848
1675123200,2023-01-31,BNB/USD,312.0,328.2856,299.9001,328.2855,9.010869,2958.1376350995
1675036800,2023-01-30,BNB/USD,335.8611,335.8611,298.0003,312.0,4.638164,1447.107168
1674950400,2023-01-29,BNB/USD,317.9998,335.9209,301.0,335.9029,13.93106,4679.483454074
1674864000,2023-01-28,BNB/USD,319.98,319.9904,295.0001,317.9998,5.979508,1901.4823480984
1674777600,2023-01-27,BNB/USD,318.9999,321.9996,300.0003,319.9904,21.486615,6875.510528496001
1674691200,2023-01-26,BNB/USD,291.3502,319.9998,291.3502,317.657,14.570819,4628.522651083
1674604800,2023-01-25,BNB/USD,322.8106,322.8107,289.3273,319.9998,49.895676,15966.6063408648
1674518400,2023-01-24,BNB/USD,313.9998,330.2678,295.0465,322.8106,32.603955,10524.902275923001
1674432000,2023-01-23,BNB/USD,314.9998,314.9999,303.0,313.9998,0.820229,257.5517419542
1674345600,2023-01-22,BNB/USD,311.9999,314.9999,289.3273,314.9998,2.36143,743.8499777139999
1674259200,2023-01-21,BNB/USD,311.9998,311.9999,300.0,300.0,2.087484,626.2452
1674172800,2023-01-20,BNB/USD,301.9108,304.0,285.0001,304.0,15.874435,4825.82824
1674086400,2023-01-19,BNB/USD,301.9108,301.9109,281.0001,301.9108,36.747846,11094.5715841368
1674000000,2023-01-18,BNB/USD,316.9999,316.9999,277.2716,281.0001,9.76271,2743.322486271
1673913600,2023-01-17,BNB/USD,287.785,317.9998,287.7849,287.7849,3.557337,1023.7478728113
1673827200,2023-01-16,BNB/USD,319.9899,319.9998,287.7847,290.0002,8.850629,2566.6841801258
1673740800,2023-01-15,BNB/USD,287.7844,319.9994,287.7843,319.9994,2.329647,745.4856422117999
1673654400,2023-01-14,BNB/USD,299.0,319.9999,274.0001,287.7844,32.159092,9254.8849957648
1673568000,2023-01-13,BNB/USD,289.9996,298.9998,274.0001,297.9998,5.827708,1736.6558184584
1673481600,2023-01-12,BNB/USD,287.0331,289.9996,274.0,289.9996,6.054281,1755.7390682875998
1673395200,2023-01-11,BNB/USD,287.0331,287.0332,270.0002,286.6555,14.98147,4294.520773585
1673308800,2023-01-10,BNB/USD,287.033,287.0332,263.3155,287.0331,3.193316,916.5873907595999
1673222400,2023-01-09,BNB/USD,276.9,287.0332,263.3155,287.033,28.316415,8127.7455466950005
1673136000,2023-01-08,BNB/USD,276.9999,277.0,250.0001,269.4623,6.335313,1707.1280121999002
1673049600,2023-01-07,BNB/USD,258.0002,276.9999,250.0001,276.9999,1.227676,340.06612923240004
1672963200,2023-01-06,BNB/USD,252.0001,277.0,252.0001,258.0001,1.510082,389.60130700819997
1672876800,2023-01-05,BNB/USD,255.0001,264.9999,248.0001,252.0001,31.738079,7997.9990818078995
1672790400,2023-01-04,BNB/USD,250.9998,270.354,245.0001,255.0001,17.692117,4511.4916042117
1672704000,2023-01-03,BNB/USD,252.7998,252.7999,245.0001,250.9997,3.466862,870.1813219413999
1672617600,2023-01-02,BNB/USD,252.0,254.5399,242.0,252.911,2.106799,532.832641889
1672531200,2023-01-01,BNB/USD,253.9999,254.5399,241.0003,241.0003,3.672743,885.1321648229001
1672444800,2022-12-31,BNB/USD,253.9998,254.0,242.0001,242.0001,24.834999,6010.0722414999
1672358400,2022-12-30,BNB/USD,250.9998,254.5399,241.0003,242.0002,12.038297,2913.2702816594
1672272000,2022-12-29,BNB/USD,238.1001,254.5399,238.1001,241.0002,31.808073,7665.7519546146
1672185600,2022-12-28,BNB/USD,254.5399,254.5399,239.0002,239.0002,4.589814,1096.9664639628
1672099200,2022-12-27,BNB/USD,254.9109,254.911,240.0001,254.5399,4.650499,1183.7375504100999
1672012800,2022-12-26,BNB/USD,254.9999,254.9999,239.0001,240.0001,1.595323,382.8776795323
1671926400,2022-12-25,BNB/USD,254.7998,267.2534,239.0001,239.0001,15.237083,3641.6643607083
1671840000,2022-12-24,BNB/USD,269.3859,270.0516,240.0001,243.0001,10.843627,2635.0024453626997
1671753600,2022-12-23,BNB/USD,252.9998,299.8039,239.0007,269.3859,14.51395,3909.853483305
1671667200,2022-12-22,BNB/USD,258.9524,258.9524,238.1001,239.0001,8.953655,2139.9244403655
1671580800,2022-12-21,BNB/USD,262.0199,262.0199,243.0002,262.0199,2.786157,730.0285785243001
1671494400,2022-12-20,BNB/USD,253.0558,262.0199,238.0002,262.0199,5.789502,1516.9647350898
1671408000,2022-12-19,BNB/USD,255.0,262.1,229.0001,258.9599,4.93158,1277.081463642
1671321600,2022-12-18,BNB/USD,250.6799,264.4669,241.0,242.0001,12.07666,2922.552927666
1671235200,2022-12-17,BNB/USD,245.5867,250.68,225.0,250.68,7.903131,1981.1568790800002
1671148800,2022-12-16,BNB/USD,271.9559,271.9559,225.0101,230.619,17.997005,4150.4512960950005
1671062400,2022-12-15,BNB/USD,265.0001,284.9397,255.0201,271.956,9.263824,2519.352519744
1670976000,2022-12-14,BNB/USD,277.9359,284.94,260.0002,273.0,7.483293,2042.938989
1670889600,2022-12-13,BNB/USD,267.0007,302.0,260.0,270.0,18.375434,4961.367179999999
1670803200,2022-12-12,BNB/USD,282.99,297.9999,266.0101,267.0007,5.261038,1404.7008287266
1670716800,2022-12-11,BNB/USD,287.0001,306.7951,286.0,290.9999,11.332638,3297.7965247362
1670630400,2022-12-10,BNB/USD,294.9997,295.998,285.0001,295.998,2.505433,741.603157134
1670544000,2022-12-09,BNB/USD,299.998,299.998,287.0001,294.9997,3.692824,1089.3819721528
1670457600,2022-12-08,BNB/USD,299.9995,300.0,282.0,287.0001,4.374343,1255.4368784342998
1670371200,2022-12-07,BNB/USD,291.0,300.0,266.0101,299.9995,17.737849,5321.3458310755
1670284800,2022-12-06,BNB/USD,300.0,302.9109,286.0101,290.0,14.456483,4192.38007
1670198400,2022-12-05,BNB/USD,298.9999,303.0,287.0001,287.0001,41.580194,11933.519836019399
