https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume XRP
1661644800000,2022-08-28 00:00:00,XRP/USD,0.33501,0.33761,0.32132,0.32277,663019.9396657267,2054156.02337803
1661558400000,2022-08-27 00:00:00,XRP/USD,0.33937,0.3454,0.32812,0.33467,1097178.442297784,3278388.98705526
1661472000000,2022-08-26 00:00:00,XRP/USD,0.34907,0.37114,0.33256,0.33957,2813035.87327729,8284111.88643664
1661385600000,2022-08-25 00:00:00,XRP/USD,0.34582,0.3521,0.3437,0.3491,1048003.7821519044,3002015.9901229
1661299200000,2022-08-24 00:00:00,XRP/USD,0.34731,0.35262,0.33878,0.3455,1344196.3669689265,3890582.82769588
1661212800000,2022-08-23 00:00:00,XRP/USD,0.34406,0.34803,0.33257,0.34713,1120357.4709350776,3227486.73677031
1661126400000,2022-08-22 00:00:00,XRP/USD,0.34461,0.3452,0.3314,0.34411,1142461.5703579825,3320047.57303764
1661040000000,2022-08-21 00:00:00,XRP/USD,0.33677,0.3485,0.33551,0.34452,1226202.3479357276,3559161.58114399
1660953600000,2022-08-20 00:00:00,XRP/USD,0.33442,0.34287,0.33197,0.33678,1412803.769498549,4195034.65021245
1660867200000,2022-08-19 00:00:00,XRP/USD,0.37018,0.3704,0.32881,0.3345,3879245.092203514,11597145.26817194
1660780800000,2022-08-18 00:00:00,XRP/USD,0.37968,0.3815,0.3692,0.37033,901239.7631652515,2433612.62432223
1660694400000,2022-08-17 00:00:00,XRP/USD,0.37728,0.39265,0.36728,0.37956,2138781.427361727,5634896.79460883
1660608000000,2022-08-16 00:00:00,XRP/USD,0.3752,0.37848,0.3666,0.37683,1012036.7251708047,2685658.5865531
1660521600000,2022-08-15 00:00:00,XRP/USD,0.3755,0.385,0.3658,0.37508,1299715.2149643328,3465168.0040640202
1660435200000,2022-08-14 00:00:00,XRP/USD,0.37777,0.3921,0.3738,0.37511,1124857.5453848944,2998740.49048251
1660348800000,2022-08-13 00:00:00,XRP/USD,0.3798,0.38793,0.3762,0.37795,975302.0021132214,2580505.36344284
1660262400000,2022-08-12 00:00:00,XRP/USD,0.38009,0.3803,0.37,0.37959,801973.8475289572,2112737.02555114
1660176000000,2022-08-11 00:00:00,XRP/USD,0.38123,0.38592,0.377,0.38011,1046894.3975540248,2754187.99177613
1660089600000,2022-08-10 00:00:00,XRP/USD,0.36702,0.38155,0.3584,0.38149,2201046.1014378387,5769603.66310477
1660003200000,2022-08-09 00:00:00,XRP/USD,0.37884,0.37995,0.3602,0.36702,952367.2439562503,2594864.70480151
1659916800000,2022-08-08 00:00:00,XRP/USD,0.37228,0.38477,0.371,0.37861,1272366.0731623713,3360624.58245258
1659830400000,2022-08-07 00:00:00,XRP/USD,0.37113,0.37705,0.36784,0.37216,344960.74401784845,926915.1548201
1659744000000,2022-08-06 00:00:00,XRP/USD,0.37625,0.37813,0.37001,0.37109,573311.8068690887,1544940.06000994
1659657600000,2022-08-05 00:00:00,XRP/USD,0.37106,0.3785,0.36722,0.37631,1572392.4706498703,4178449.87018647
1659571200000,2022-08-04 00:00:00,XRP/USD,0.36939,0.37475,0.36404,0.37072,800645.3360302795,2159703.64703895
1659484800000,2022-08-03 00:00:00,XRP/USD,0.37152,0.37747,0.3631,0.36942,1001819.2911977011,2711870.74656949
1659398400000,2022-08-02 00:00:00,XRP/USD,0.37918,0.39427,0.36666,0.37143,1323116.0781698003,3562221.8942191
1659312000000,2022-08-01 00:00:00,XRP/USD,0.37899,0.38592,0.37085,0.37921,2130024.0485044513,5617003.89890681
1659225600000,2022-07-31 00:00:00,XRP/USD,0.38783,0.39905,0.37805,0.37904,2038923.2053980902,5379176.88211822
1659139200000,2022-07-30 00:00:00,XRP/USD,0.36795,0.41,0.36295,0.38796,7613383.504063665,19624145.5409415
1659052800000,2022-07-29 00:00:00,XRP/USD,0.37385,0.38016,0.35983,0.36794,2874531.8344715605,7812501.58849693
1658966400000,2022-07-28 00:00:00,XRP/USD,0.35929,0.37931,0.34902,0.37381,1963271.7553414286,5252057.87790971
1658880000000,2022-07-27 00:00:00,XRP/USD,0.33723,0.3597,0.33034,0.35929,1782917.306544289,4962334.9008998
1658793600000,2022-07-26 00:00:00,XRP/USD,0.33598,0.33872,0.32523,0.33726,1140822.4455545463,3382620.07221297
1658707200000,2022-07-25 00:00:00,XRP/USD,0.35849,0.36003,0.335,0.33567,3130865.1344649433,9327211.64973022
1658620800000,2022-07-24 00:00:00,XRP/USD,0.35905,0.3668,0.3558,0.3585,935505.1579241827,2609498.34846355
1658534400000,2022-07-23 00:00:00,XRP/USD,0.35806,0.36275,0.34952,0.3592,1487523.4178655297,4141212.18782163
1658448000000,2022-07-22 00:00:00,XRP/USD,0.36673,0.37163,0.35408,0.35772,1725793.1171869356,4824424.45819897
1658361600000,2022-07-21 00:00:00,XRP/USD,0.36311,0.36855,0.34872,0.36706,1348693.0479609342,3674312.23222616
1658275200000,2022-07-20 00:00:00,XRP/USD,0.37277,0.38163,0.3573,0.36291,1567041.247090853,4317988.61175182
1658188800000,2022-07-19 00:00:00,XRP/USD,0.36527,0.37675,0.35144,0.37278,1684506.9139823893,4518769.55304037
1658102400000,2022-07-18 00:00:00,XRP/USD,0.3432,0.37,0.34275,0.36531,2634717.5805757707,7212278.83325332
1658016000000,2022-07-17 00:00:00,XRP/USD,0.35071,0.36159,0.341,0.34323,1636853.6362805255,4768970.18407635
1657929600000,2022-07-16 00:00:00,XRP/USD,0.33443,0.35626,0.33125,0.35063,2104476.1074894993,6001985.30499244
1657843200000,2022-07-15 00:00:00,XRP/USD,0.33369,0.34892,0.32742,0.33411,1835398.4381526662,5493395.70247124
1657756800000,2022-07-14 00:00:00,XRP/USD,0.32344,0.33375,0.31241,0.33334,1212459.5369962093,3637305.86487133
1657670400000,2022-07-13 00:00:00,XRP/USD,0.31141,0.32595,0.30201,0.32354,3598242.6509893276,11121476.94563061
1657584000000,2022-07-12 00:00:00,XRP/USD,0.31472,0.31786,0.30739,0.31141,1548176.9782475072,4971506.94662184
1657497600000,2022-07-11 00:00:00,XRP/USD,0.3254,0.32933,0.31037,0.31526,2344033.8139555175,7435240.16353333
1657411200000,2022-07-10 00:00:00,XRP/USD,0.34478,0.34501,0.31919,0.32548,1890270.5145893542,5807639.53112128
1657324800000,2022-07-09 00:00:00,XRP/USD,0.34009,0.34769,0.33901,0.34478,852318.068721886,2472063.54406255
1657238400000,2022-07-08 00:00:00,XRP/USD,0.34189,0.35879,0.3356,0.34031,4378451.294225393,12866067.09830858
1657152000000,2022-07-07 00:00:00,XRP/USD,0.33226,0.34501,0.32663,0.3419,1599950.9252932346,4679587.38020835
1657065600000,2022-07-06 00:00:00,XRP/USD,0.32494,0.3339,0.31968,0.33206,994631.6118404616,2995337.02294905
1656979200000,2022-07-05 00:00:00,XRP/USD,0.32818,0.33088,0.31218,0.325,1306000.4786520023,4018463.01123693
1656892800000,2022-07-04 00:00:00,XRP/USD,0.3215,0.32998,0.31451,0.32809,1315206.729858934,4008676.67365337
1656806400000,2022-07-03 00:00:00,XRP/USD,0.31536,0.3256,0.30816,0.32124,1794860.0089372655,5587286.79161146
1656720000000,2022-07-02 00:00:00,XRP/USD,0.31419,0.31818,0.30915,0.31514,1057572.8147156674,3355882.51163187
1656633600000,2022-07-01 00:00:00,XRP/USD,0.33175,0.33625,0.30972,0.31415,2450210.843559645,7799493.37437417
1656547200000,2022-06-30 00:00:00,XRP/USD,0.32922,0.3331,0.30591,0.33182,3962665.5561481514,11942214.3214639
1656460800000,2022-06-29 00:00:00,XRP/USD,0.33727,0.34152,0.32004,0.32947,1358912.5533979526,4124541.09144369
1656374400000,2022-06-28 00:00:00,XRP/USD,0.35355,0.3557,0.3349,0.33734,1849030.3320600316,5481206.88936987
1656288000000,2022-06-27 00:00:00,XRP/USD,0.35925,0.36735,0.34778,0.35348,3278498.654995496,9274919.8115749
1656201600000,2022-06-26 00:00:00,XRP/USD,0.36666,0.3752,0.35765,0.35951,1404826.9815618885,3907615.87038438
1656115200000,2022-06-25 00:00:00,XRP/USD,0.36705,0.37406,0.35398,0.3673,1483074.696843527,4037774.8348585
1656028800000,2022-06-24 00:00:00,XRP/USD,0.33537,0.38649,0.33453,0.36674,6231149.816781978,16990646.82549484
1655942400000,2022-06-23 00:00:00,XRP/USD,0.32248,0.33638,0.32074,0.3351,1002088.0317660507,2990414.89634751
1655856000000,2022-06-22 00:00:00,XRP/USD,0.32875,0.32921,0.31853,0.32139,1064698.2221339191,3312792.00390155
1655769600000,2022-06-21 00:00:00,XRP/USD,0.32235,0.3372,0.31821,0.3287,1423222.4929115977,4329852.42747672
1655683200000,2022-06-20 00:00:00,XRP/USD,0.32581,0.32879,0.31346,0.32255,4291605.454046569,13305240.90543038
1655596800000,2022-06-19 00:00:00,XRP/USD,0.3075,0.33299,0.29808,0.32586,2197958.5652093706,6745100.85683843
1655510400000,2022-06-18 00:00:00,XRP/USD,0.32047,0.3256,0.287,0.30742,4756255.93184499,15471524.07730463
1655424000000,2022-06-17 00:00:00,XRP/USD,0.31318,0.33991,0.31055,0.32044,5776164.455059649,18025728.5453116
1655337600000,2022-06-16 00:00:00,XRP/USD,0.34385,0.34766,0.30725,0.31307,3332474.2917043273,10644502.16151125
1655251200000,2022-06-15 00:00:00,XRP/USD,0.32133,0.347,0.29821,0.3437,7573624.60311069,22035567.65525368
1655164800000,2022-06-14 00:00:00,XRP/USD,0.31141,0.32671,0.29338,0.3215,5422308.068546228,16865654.95659791
1655078400000,2022-06-13 00:00:00,XRP/USD,0.34379,0.35097,0.30031,0.3119,12824742.972480796,41118124.31061493
1654992000000,2022-06-12 00:00:00,XRP/USD,0.36013,0.36567,0.34,0.34376,5969715.690208162,17365940.45324692
1654905600000,2022-06-11 00:00:00,XRP/USD,0.38156,0.38865,0.35574,0.35997,4293613.402944247,11927697.87189001
1654819200000,2022-06-10 00:00:00,XRP/USD,0.40019,0.41197,0.376,0.38127,5979883.849773532,15684118.47187959
1654732800000,2022-06-09 00:00:00,XRP/USD,0.40092,0.40432,0.39658,0.40023,766835.9311672824,1915988.13474073
1654646400000,2022-06-08 00:00:00,XRP/USD,0.40787,0.41048,0.3948,0.40063,2176139.74961683,5431794.29802269
1654560000000,2022-06-07 00:00:00,XRP/USD,0.40276,0.41775,0.38434,0.40767,5535036.618257004,13577247.81871858
1654473600000,2022-06-06 00:00:00,XRP/USD,0.39534,0.40932,0.39408,0.4028,3824429.571669662,9494611.64764067
1654387200000,2022-06-05 00:00:00,XRP/USD,0.39239,0.39952,0.38944,0.39552,2869820.198441169,7255815.63117205
1654300800000,2022-06-04 00:00:00,XRP/USD,0.39047,0.39482,0.38443,0.39239,1561438.3992047668,3979302.2228007
1654214400000,2022-06-03 00:00:00,XRP/USD,0.40558,0.41094,0.38425,0.39045,2958655.5320267156,7577552.90569014
1654128000000,2022-06-02 00:00:00,XRP/USD,0.3982,0.40722,0.39097,0.40545,3286180.0562014054,8105019.25317895
1654041600000,2022-06-01 00:00:00,XRP/USD,0.42183,0.42651,0.38878,0.3982,3763429.2053712616,9451102.97682386
1653955200000,2022-05-31 00:00:00,XRP/USD,0.4186,0.43441,0.40638,0.42144,3199535.963754253,7591913.35363101
1653868800000,2022-05-30 00:00:00,XRP/USD,0.38912,0.41974,0.38664,0.41867,3730540.8605937087,8910456.59013951
1653782400000,2022-05-29 00:00:00,XRP/USD,0.38629,0.39053,0.37923,0.38911,2353573.2382428455,6048606.40498277
1653696000000,2022-05-28 00:00:00,XRP/USD,0.38206,0.38871,0.38052,0.38649,2126883.6934627765,5503075.61246805
1653609600000,2022-05-27 00:00:00,XRP/USD,0.39181,0.40325,0.37597,0.38145,4474037.142936837,11729026.45939661
1653523200000,2022-05-26 00:00:00,XRP/USD,0.40576,0.41071,0.37546,0.39188,6749733.790839749,17223981.29743735
1653436800000,2022-05-25 00:00:00,XRP/USD,0.4083,0.414,0.39451,0.4059,3189121.981640367,7856915.45119578
1653350400000,2022-05-24 00:00:00,XRP/USD,0.40479,0.41359,0.3902,0.4083,3588729.780607656,8789443.49891662
1653264000000,2022-05-23 00:00:00,XRP/USD,0.42156,0.42865,0.4,0.40471,2518720.8312136005,6223520.12852067
1653177600000,2022-05-22 00:00:00,XRP/USD,0.4142,0.42534,0.40968,0.42204,1983336.9264089663,4699405.09527288
1653091200000,2022-05-21 00:00:00,XRP/USD,0.4099,0.41839,0.40266,0.4142,1607004.0862537075,3879778.09332136
1653004800000,2022-05-20 00:00:00,XRP/USD,0.42045,0.44084,0.40147,0.4099,4176366.35387326,10188744.4593151
1652918400000,2022-05-19 00:00:00,XRP/USD,0.40505,0.42411,0.39033,0.4205,4392688.629483059,10446346.32457327
1652832000000,2022-05-18 00:00:00,XRP/USD,0.4375,0.44244,0.40302,0.40476,3498001.107463571,8642161.05213848
1652745600000,2022-05-17 00:00:00,XRP/USD,0.42302,0.43989,0.41679,0.43736,3042002.673644072,6955374.68822954
1652659200000,2022-05-16 00:00:00,XRP/USD,0.44779,0.44789,0.408,0.42301,7702001.795947597,18207611.63080683
1652572800000,2022-05-15 00:00:00,XRP/USD,0.42592,0.45009,0.41472,0.44774,4780355.8465919,10676633.41803703
1652486400000,2022-05-14 00:00:00,XRP/USD,0.42297,0.441,0.39542,0.42618,7089268.313308926,16634446.27459976
1652400000000,2022-05-13 00:00:00,XRP/USD,0.38591,0.46701,0.38143,0.42281,9633771.289692396,22785107.47071355
1652313600000,2022-05-12 00:00:00,XRP/USD,0.41764,0.42998,0.33661,0.38587,29645841.70985449,76828573.63841318
1652227200000,2022-05-11 00:00:00,XRP/USD,0.51372,0.52403,0.3653,0.41735,30403724.80196278,72849466.39981498
1652140800000,2022-05-10 00:00:00,XRP/USD,0.48725,0.53725,0.47261,0.51383,8415025.41096074,16377061.3061922
1652054400000,2022-05-09 00:00:00,XRP/USD,0.5668,0.57925,0.47121,0.48842,12818516.559202123,26244864.17264265
1651968000000,2022-05-08 00:00:00,XRP/USD,0.58131,0.5834,0.55737,0.5666,2982207.435763828,5263338.22055035
1651881600000,2022-05-07 00:00:00,XRP/USD,0.60271,0.60487,0.56948,0.58112,2073119.3318993044,3567454.79745888
1651795200000,2022-05-06 00:00:00,XRP/USD,0.59835,0.61655,0.58787,0.60279,7433518.052414742,12331853.63462357
1651708800000,2022-05-05 00:00:00,XRP/USD,0.64624,0.65806,0.5797,0.5985,11775533.82960458,19675077.40953146
1651622400000,2022-05-04 00:00:00,XRP/USD,0.60438,0.65044,0.60437,0.64597,6017437.241923503,9315350.93258743
1651536000000,2022-05-03 00:00:00,XRP/USD,0.61444,0.62841,0.59616,0.60511,2996413.4709749203,4951849.20258287
1651449600000,2022-05-02 00:00:00,XRP/USD,0.60713,0.63178,0.59849,0.61459,4562886.124846898,7424276.54997136
1651363200000,2022-05-01 00:00:00,XRP/USD,0.58478,0.6128,0.57586,0.60719,4848566.939832774,7985254.92816544
1651276800000,2022-04-30 00:00:00,XRP/USD,0.61201,0.62872,0.56557,0.58514,5535212.574978653,9459637.99258067
1651190400000,2022-04-29 00:00:00,XRP/USD,0.64316,0.64682,0.59847,0.6117,5673672.500145602,9275253.39242374
1651104000000,2022-04-28 00:00:00,XRP/USD,0.65213,0.65779,0.63332,0.64331,3057223.740190926,4752333.61861455
1651017600000,2022-04-27 00:00:00,XRP/USD,0.64254,0.6629,0.63679,0.65252,4022282.3413928626,6164228.43957712
1650931200000,2022-04-26 00:00:00,XRP/USD,0.69371,0.7068,0.62754,0.6428,8363452.322231303,13010971.25424907
1650844800000,2022-04-25 00:00:00,XRP/USD,0.69856,0.7002,0.646,0.69395,7685829.960056043,11075480.88487073
1650758400000,2022-04-24 00:00:00,XRP/USD,0.70606,0.71218,0.695,0.69875,1751597.8954560345,2506759.06326445
1650672000000,2022-04-23 00:00:00,XRP/USD,0.71824,0.72743,0.70253,0.7053,2401898.4096820457,3405498.95035027
1650585600000,2022-04-22 00:00:00,XRP/USD,0.73285,0.73894,0.7144,0.71819,3048622.1025570286,4244868.49240038
1650499200000,2022-04-21 00:00:00,XRP/USD,0.75182,0.76949,0.71797,0.73317,3121927.1050956976,4258121.72496924
1650412800000,2022-04-20 00:00:00,XRP/USD,0.77543,0.77543,0.7425,0.75199,4139699.4779106406,5504992.72318866
1650326400000,2022-04-19 00:00:00,XRP/USD,0.77012,0.78278,0.75921,0.77583,3405870.7751671574,4389970.45121632
1650240000000,2022-04-18 00:00:00,XRP/USD,0.7521,0.77056,0.72722,0.77056,5236625.815029279,6795870.29566715
1650153600000,2022-04-17 00:00:00,XRP/USD,0.78121,0.78644,0.74809,0.75211,3106375.963051621,4130214.94602069
1650067200000,2022-04-16 00:00:00,XRP/USD,0.78612,0.80048,0.76624,0.78121,2686533.5271431976,3438938.9884195
1649980800000,2022-04-15 00:00:00,XRP/USD,0.72646,0.79816,0.72646,0.78608,6693260.829224265,8514732.37994131
1649894400000,2022-04-14 00:00:00,XRP/USD,0.72346,0.74174,0.70839,0.72651,2912699.07974783,4009165.84733566
1649808000000,2022-04-13 00:00:00,XRP/USD,0.71539,0.72562,0.70173,0.72332,4252511.3852114845,5879156.36953421
1649721600000,2022-04-12 00:00:00,XRP/USD,0.69559,0.72658,0.69262,0.71496,5819666.149264331,8139848.59189931
1649635200000,2022-04-11 00:00:00,XRP/USD,0.75455,0.75605,0.68113,0.69546,7219202.441336243,10380471.11456625
1649548800000,2022-04-10 00:00:00,XRP/USD,0.76287,0.77358,0.75316,0.75482,2054441.8228648927,2721763.89452438
1649462400000,2022-04-09 00:00:00,XRP/USD,0.75538,0.76699,0.75361,0.76285,1686246.7892812965,2210456.56325791
1649376000000,2022-04-08 00:00:00,XRP/USD,0.78737,0.794,0.74647,0.75562,3636555.9641055693,4812678.28287442
1649289600000,2022-04-07 00:00:00,XRP/USD,0.76003,0.79138,0.75243,0.78755,3506626.187258588,4452575.94725235
1649203200000,2022-04-06 00:00:00,XRP/USD,0.81656,0.81843,0.75672,0.7603,8296514.488763652,10912159.00139899
1649116800000,2022-04-05 00:00:00,XRP/USD,0.82651,0.83643,0.81462,0.81656,4231588.537859,5182213.8457174
1649030400000,2022-04-04 00:00:00,XRP/USD,0.84276,0.84291,0.80404,0.82633,6219082.39306372,7526148.6247186
1648944000000,2022-04-03 00:00:00,XRP/USD,0.82453,0.85186,0.81416,0.8426,2366197.836552503,2808210.10746796
1648857600000,2022-04-02 00:00:00,XRP/USD,0.82827,0.84999,0.81838,0.82367,2933092.633417641,3561004.56908427
1648771200000,2022-04-01 00:00:00,XRP/USD,0.81523,0.83463,0.80726,0.82831,3937649.083615678,4753835.01782627
1648684800000,2022-03-31 00:00:00,XRP/USD,0.8611,0.87404,0.78101,0.8148,7111711.41417238,8728168.15681441
1648598400000,2022-03-30 00:00:00,XRP/USD,0.85802,0.87199,0.84542,0.86112,3105320.1087048594,3606140.96607309
1648512000000,2022-03-29 00:00:00,XRP/USD,0.86303,0.88527,0.84357,0.8581,5694159.413489888,6635776.03250191
1648425600000,2022-03-28 00:00:00,XRP/USD,0.85788,0.912,0.85157,0.86453,10597844.72145545,12258504.29881606
1648339200000,2022-03-27 00:00:00,XRP/USD,0.83314,0.858,0.82765,0.85776,3386414.08815976,3947973.894982
1648252800000,2022-03-26 00:00:00,XRP/USD,0.82458,0.83538,0.82098,0.83314,1865616.8405223112,2239259.71688109
1648166400000,2022-03-25 00:00:00,XRP/USD,0.84305,0.8461,0.819,0.82451,3756790.9601277346,4556392.23311753
1648080000000,2022-03-24 00:00:00,XRP/USD,0.83779,0.85,0.82675,0.84305,3767035.9269721005,4468342.24182682
1647993600000,2022-03-23 00:00:00,XRP/USD,0.83689,0.84608,0.81691,0.8379,2721483.985782261,3247981.84244213
1647907200000,2022-03-22 00:00:00,XRP/USD,0.83729,0.86489,0.82742,0.83699,3678274.7908329554,4394646.04216652
1647820800000,2022-03-21 00:00:00,XRP/USD,0.80574,0.8548,0.78758,0.8376,4451786.250526619,5314931.05363732
1647734400000,2022-03-20 00:00:00,XRP/USD,0.81983,0.82253,0.79522,0.80453,1829904.5011902254,2274501.26308556
1647648000000,2022-03-19 00:00:00,XRP/USD,0.79696,0.827,0.7914,0.81996,3918262.794846922,4778602.36456281
1647561600000,2022-03-18 00:00:00,XRP/USD,0.79445,0.80091,0.77648,0.7968,3644225.316096372,4573575.94891613
1647475200000,2022-03-17 00:00:00,XRP/USD,0.79282,0.80217,0.78355,0.79419,2428674.0650997665,3058051.68171315
1647388800000,2022-03-16 00:00:00,XRP/USD,0.76683,0.79509,0.75827,0.79225,3453472.3138404,4359068.87199798
1647302400000,2022-03-15 00:00:00,XRP/USD,0.77576,0.77778,0.74234,0.76691,1992902.4835792386,2598613.24481261
1647216000000,2022-03-14 00:00:00,XRP/USD,0.76031,0.77872,0.74557,0.77564,4218163.258462527,5438300.31775376
1647129600000,2022-03-13 00:00:00,XRP/USD,0.78621,0.80551,0.75108,0.76007,4586766.40473641,6034663.12936494
1647043200000,2022-03-12 00:00:00,XRP/USD,0.80336,0.84941,0.77872,0.78668,7710838.59166799,9801747.33267401
1646956800000,2022-03-11 00:00:00,XRP/USD,0.7366,0.814,0.72511,0.80286,5634434.234540358,7017953.60902319
1646870400000,2022-03-10 00:00:00,XRP/USD,0.76669,0.78,0.7229,0.73695,5030687.474805932,6826361.99851541
1646784000000,2022-03-09 00:00:00,XRP/USD,0.72146,0.7759,0.72072,0.76571,3823508.43280615,4993415.82688766
1646697600000,2022-03-08 00:00:00,XRP/USD,0.72021,0.7314,0.71366,0.72153,2257444.4677574113,3128691.07002815
1646611200000,2022-03-07 00:00:00,XRP/USD,0.72561,0.75481,0.70356,0.72036,5502918.4880446065,7639122.78311484
1646524800000,2022-03-06 00:00:00,XRP/USD,0.7543,0.75983,0.72158,0.72455,4040090.3795540617,5575999.41971439
1646438400000,2022-03-05 00:00:00,XRP/USD,0.71314,0.76963,0.70519,0.75448,4014414.1765312785,5320769.50552868
1646352000000,2022-03-04 00:00:00,XRP/USD,0.75179,0.75558,0.69493,0.71314,5408933.7768240785,7584673.10321126
1646265600000,2022-03-03 00:00:00,XRP/USD,0.76983,0.79047,0.7342,0.75282,4096712.622354449,5441822.24483203
1646179200000,2022-03-02 00:00:00,XRP/USD,0.78487,0.7853,0.75619,0.76961,3861632.049757222,5017647.96423802
1646092800000,2022-03-01 00:00:00,XRP/USD,0.78219,0.80393,0.75752,0.78444,7490853.570470377,9549300.86491048
1646006400000,2022-02-28 00:00:00,XRP/USD,0.72193,0.79463,0.70833,0.7822,6629157.956008998,8475016.56355024
1645920000000,2022-02-27 00:00:00,XRP/USD,0.75179,0.76816,0.70415,0.72244,5803544.624049092,8033254.83645575
1645833600000,2022-02-26 00:00:00,XRP/USD,0.76995,0.7968,0.74102,0.75093,11852866.958490713,15784250.14114593
1645747200000,2022-02-25 00:00:00,XRP/USD,0.69732,0.78074,0.68306,0.77091,11550924.329709414,14983492.66413643
1645660800000,2022-02-24 00:00:00,XRP/USD,0.69777,0.72263,0.6231,0.697,15052198.39158208,21595693.53168161
1645574400000,2022-02-23 00:00:00,XRP/USD,0.72219,0.74495,0.69348,0.69722,6441094.348322529,9238252.41433483
1645488000000,2022-02-22 00:00:00,XRP/USD,0.70324,0.7276,0.66886,0.7219,7178917.656141917,9944476.59806333
1645401600000,2022-02-21 00:00:00,XRP/USD,0.77822,0.80275,0.69683,0.70234,8966865.858881546,12767129.67918892
1645315200000,2022-02-20 00:00:00,XRP/USD,0.82216,0.8237,0.76515,0.77802,6476881.592283005,8324826.60122234
1645228800000,2022-02-19 00:00:00,XRP/USD,0.78454,0.85424,0.77039,0.822,16186140.93405698,19691169.01953404
1645142400000,2022-02-18 00:00:00,XRP/USD,0.7691,0.80566,0.75623,0.78565,12481225.41050887,15886495.78121157
1645056000000,2022-02-17 00:00:00,XRP/USD,0.83775,0.8455,0.75361,0.7688,12777724.08998917,16620348.71226479
1644969600000,2022-02-16 00:00:00,XRP/USD,0.85226,0.85358,0.80888,0.83695,8931714.88664462,10671742.50151696
1644883200000,2022-02-15 00:00:00,XRP/USD,0.80178,0.8595,0.79631,0.85186,8217176.666570766,9646158.60184862
1644796800000,2022-02-14 00:00:00,XRP/USD,0.80656,0.81387,0.77862,0.8014,8117574.053891228,10129241.39492292
1644710400000,2022-02-13 00:00:00,XRP/USD,0.82277,0.84789,0.79291,0.8061,9429099.379244434,11697183.20213923
1644624000000,2022-02-12 00:00:00,XRP/USD,0.76005,0.85284,0.74684,0.82287,12010862.683267292,14596306.443626931
1644537600000,2022-02-11 00:00:00,XRP/USD,0.82657,0.83435,0.75101,0.75973,16368114.491868032,21544646.77170578
1644451200000,2022-02-10 00:00:00,XRP/USD,0.87142,0.89881,0.82199,0.82569,13597203.429183438,16467685.72852213
1644364800000,2022-02-09 00:00:00,XRP/USD,0.87718,0.91697,0.8444,0.8707,21317971.617172368,24483716.11022438
1644278400000,2022-02-08 00:00:00,XRP/USD,0.83253,0.91522,0.805,0.87655,37955844.50353869,43301402.66218548
1644192000000,2022-02-07 00:00:00,XRP/USD,0.68332,0.83857,0.67222,0.8323,25441254.427399807,30567408.89991566
1644105600000,2022-02-06 00:00:00,XRP/USD,0.66636,0.6886,0.65921,0.68373,2610835.44826693,3818518.19909457
1644019200000,2022-02-05 00:00:00,XRP/USD,0.65611,0.6875,0.65069,0.66636,5754724.023154313,8636058.62169745
1643932800000,2022-02-04 00:00:00,XRP/USD,0.61103,0.65988,0.60475,0.65614,6594490.556462908,10050432.15847671
1643846400000,2022-02-03 00:00:00,XRP/USD,0.60132,0.61126,0.58932,0.61,2526868.841809541,4142407.93739269
1643760000000,2022-02-02 00:00:00,XRP/USD,0.62892,0.63172,0.596,0.6015,2358700.4328939407,3921363.97821104
1643673600000,2022-02-01 00:00:00,XRP/USD,0.61771,0.63144,0.61142,0.62892,3304943.635865492,5254950.76617931
1643587200000,2022-01-31 00:00:00,XRP/USD,0.60157,0.6249,0.58033,0.61781,3542125.8052064404,5733357.83688584
1643500800000,2022-01-30 00:00:00,XRP/USD,0.61837,0.62373,0.59769,0.6016,2106293.8606181527,3501153.35874028
1643414400000,2022-01-29 00:00:00,XRP/USD,0.6114,0.62592,0.60898,0.61812,2120606.586024037,3430736.08041163
1643328000000,2022-01-28 00:00:00,XRP/USD,0.6093,0.61426,0.59221,0.61189,2457209.1757014683,4015769.46134349
1643241600000,2022-01-27 00:00:00,XRP/USD,0.61994,0.62482,0.58986,0.60913,2889525.7889900785,4743693.11803733
1643155200000,2022-01-26 00:00:00,XRP/USD,0.61864,0.65867,0.60493,0.61937,5311822.192063781,8576169.64345025
1643068800000,2022-01-25 00:00:00,XRP/USD,0.6123,0.625,0.58753,0.6181,3594576.6865932574,5815526.10676793
1642982400000,2022-01-24 00:00:00,XRP/USD,0.6289,0.6289,0.55344,0.61262,10225604.471117714,16691594.25274675
1642896000000,2022-01-23 00:00:00,XRP/USD,0.59701,0.63593,0.59051,0.62896,5619215.122903419,8934137.50143637
1642809600000,2022-01-22 00:00:00,XRP/USD,0.63707,0.65432,0.54837,0.59761,16590801.139008334,27761920.21386579
1642723200000,2022-01-21 00:00:00,XRP/USD,0.71969,0.72898,0.61217,0.63757,15325686.407275945,24037652.97500815
1642636800000,2022-01-20 00:00:00,XRP/USD,0.73801,0.76291,0.71591,0.72051,3241962.073056214,4499537.92876742
1642550400000,2022-01-19 00:00:00,XRP/USD,0.75113,0.7537,0.72344,0.73794,3000384.8852063855,4065892.7354614
1642464000000,2022-01-18 00:00:00,XRP/USD,0.76183,0.76882,0.73579,0.75183,3824415.7162902756,5086809.14075027
1642377600000,2022-01-17 00:00:00,XRP/USD,0.77894,0.78069,0.74966,0.76225,3165014.2040277487,4152199.67730764
