https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume SHIB
1653177600000,2022-05-22 00:00:00,SHIB/USDT,1.184e-05,1.204e-05,1.174e-05,1.198e-05,1141.8629336815216,95314101.30897509
1653091200000,2022-05-21 00:00:00,SHIB/USDT,1.146e-05,1.2e-05,1.138e-05,1.176e-05,650.6981199042182,55331472.78097094
1653004800000,2022-05-20 00:00:00,SHIB/USDT,1.179e-05,1.2e-05,1.135e-05,1.172e-05,2667.6318003862007,227613634.84523898
1652918400000,2022-05-19 00:00:00,SHIB/USDT,1.157e-05,1.204e-05,1.122e-05,1.172e-05,2098.8852427411616,179085771.56494555
1652832000000,2022-05-18 00:00:00,SHIB/USDT,1.256e-05,1.263e-05,1.146e-05,1.146e-05,4456.164869876221,388845102.0834399
1652745600000,2022-05-17 00:00:00,SHIB/USDT,1.225e-05,1.27e-05,1.198e-05,1.25e-05,2155.9582806573403,172476662.45258722
1652659200000,2022-05-16 00:00:00,SHIB/USDT,1.269e-05,1.274e-05,1.181e-05,1.193e-05,3622.971318633821,303685776.91817445
1652572800000,2022-05-15 00:00:00,SHIB/USDT,1.256e-05,1.285e-05,1.202e-05,1.285e-05,4553.7646524425345,354378572.1745163
1652486400000,2022-05-14 00:00:00,SHIB/USDT,1.301e-05,1.346e-05,1.145e-05,1.247e-05,7170.642999543828,575031515.6009486
1652400000000,2022-05-13 00:00:00,SHIB/USDT,1.144e-05,1.429e-05,1.14e-05,1.292e-05,12364.078955837176,956972055.4053543
1652313600000,2022-05-12 00:00:00,SHIB/USDT,1.256e-05,1.408e-05,9.09e-06,1.09e-05,13394.89327563011,1228889291.3422117
1652227200000,2022-05-11 00:00:00,SHIB/USDT,1.652e-05,1.667e-05,1.231e-05,1.255e-05,9079.599450554831,723474059.8051659
1652140800000,2022-05-10 00:00:00,SHIB/USDT,1.425e-05,1.781e-05,1.376e-05,1.587e-05,6067.13215787134,382301963.318925
1652054400000,2022-05-09 00:00:00,SHIB/USDT,1.854e-05,1.95e-05,1.384e-05,1.395e-05,13401.794305944146,960702100.7845266
1651968000000,2022-05-08 00:00:00,SHIB/USDT,1.877e-05,1.899e-05,1.794e-05,1.838e-05,5619.878601126013,305760533.249511
1651881600000,2022-05-07 00:00:00,SHIB/USDT,1.987e-05,2.014e-05,1.877e-05,1.878e-05,2181.3646475353626,116153602.10518438
1651795200000,2022-05-06 00:00:00,SHIB/USDT,2.023e-05,2.031e-05,1.961e-05,1.996e-05,3637.886815681107,182258858.50105748
1651708800000,2022-05-05 00:00:00,SHIB/USDT,2.173e-05,2.184e-05,1.963e-05,2.017e-05,7351.969837149776,364500239.8190271
1651622400000,2022-05-04 00:00:00,SHIB/USDT,2.008e-05,2.177e-05,2.008e-05,2.177e-05,8625.77123949938,396222840.5833431
1651536000000,2022-05-03 00:00:00,SHIB/USDT,2.065e-05,2.094e-05,1.968e-05,2e-05,12534.60870624905,626730435.3124524
1651449600000,2022-05-02 00:00:00,SHIB/USDT,2.156e-05,2.29e-05,2.027e-05,2.065e-05,3339.8647031369533,161736789.49815753
1651363200000,2022-05-01 00:00:00,SHIB/USDT,2.075e-05,2.298e-05,2.074e-05,2.165e-05,805.8389887306836,37221200.40326483
1651276800000,2022-04-30 00:00:00,SHIB/USDT,2.253e-05,2.36e-05,2.033e-05,2.077e-05,3824.6426572147393,184142641.17548096
1651190400000,2022-04-29 00:00:00,SHIB/USDT,2.373e-05,2.373e-05,2.222e-05,2.353e-05,4344.170979815253,184622651.07587138
1651104000000,2022-04-28 00:00:00,SHIB/USDT,2.361e-05,2.412e-05,2.297e-05,2.373e-05,11167.073655739583,470588860.33457994
1651017600000,2022-04-27 00:00:00,SHIB/USDT,2.372e-05,2.548e-05,2.34e-05,2.361e-05,3285.6603818732606,139163929.7701508
1650931200000,2022-04-26 00:00:00,SHIB/USDT,2.419e-05,2.689e-05,2.336e-05,2.382e-05,8557.478305008999,359256016.1632661
1650844800000,2022-04-25 00:00:00,SHIB/USDT,2.363e-05,2.49e-05,2.242e-05,2.428e-05,10943.201781116382,450708475.3342826
1650672000000,2022-04-23 00:00:00,SHIB/USDT,2.415e-05,2.45e-05,2.392e-05,2.422e-05,2165.36696119938,89404085.92895871
1650585600000,2022-04-22 00:00:00,SHIB/USDT,2.458e-05,2.7e-05,2.4e-05,2.44e-05,3171.2900839952713,129970905.08177342
1650412800000,2022-04-20 00:00:00,SHIB/USDT,2.522e-05,2.522e-05,2.475e-05,2.501e-05,233.68149503180513,9343522.39231528
1650326400000,2022-04-19 00:00:00,SHIB/USDT,2.509e-05,2.53e-05,2.474e-05,2.517e-05,7694.323471006965,305694218.15681225
1650240000000,2022-04-18 00:00:00,SHIB/USDT,2.47e-05,2.513e-05,2.375e-05,2.513e-05,5820.812027113287,231628015.40442842
1650153600000,2022-04-17 00:00:00,SHIB/USDT,2.542e-05,2.579e-05,2.47e-05,2.476e-05,8881.7633263291,358714189.2701575
1650067200000,2022-04-16 00:00:00,SHIB/USDT,2.572e-05,2.59e-05,2.51e-05,2.556e-05,4078.0592510450783,159548484.0001987
1649980800000,2022-04-15 00:00:00,SHIB/USDT,2.557e-05,2.595e-05,2.535e-05,2.572e-05,7013.851086106096,272700275.5095683
1649894400000,2022-04-14 00:00:00,SHIB/USDT,2.642e-05,2.663e-05,2.502e-05,2.539e-05,7415.544564269965,292065559.8373362
1649808000000,2022-04-13 00:00:00,SHIB/USDT,2.656e-05,2.722e-05,2.546e-05,2.649e-05,21128.837865244404,797615623.452035
1649721600000,2022-04-12 00:00:00,SHIB/USDT,2.241e-05,2.771e-05,2.204e-05,2.643e-05,52187.18588617679,1974543544.6907601
1649635200000,2022-04-11 00:00:00,SHIB/USDT,2.442e-05,2.442e-05,2.208e-05,2.226e-05,11674.090950152457,524442540.4381158
1649548800000,2022-04-10 00:00:00,SHIB/USDT,2.49e-05,2.493e-05,2.489e-05,2.489e-05,29.805171178953746,1197475.74041598
1649462400000,2022-04-09 00:00:00,SHIB/USDT,2.405e-05,2.463e-05,2.387e-05,2.451e-05,4257.361327135448,173698952.5555058
1649376000000,2022-04-08 00:00:00,SHIB/USDT,2.504e-05,2.537e-05,2.4e-05,2.4e-05,4921.243681193179,205051820.04971582
1649289600000,2022-04-07 00:00:00,SHIB/USDT,2.482e-05,2.55e-05,2.404e-05,2.495e-05,4826.145046855625,193432667.20864227
1649203200000,2022-04-06 00:00:00,SHIB/USDT,2.641e-05,2.644e-05,2.432e-05,2.462e-05,13885.70114935226,564000859.0313672
1649116800000,2022-04-05 00:00:00,SHIB/USDT,2.665e-05,2.767e-05,2.635e-05,2.714e-05,12451.394082698584,458783864.5062116
