https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume UNI,Volume USDT,tradecount
1682380800000,2023-04-25,UNIUSDT,5.36,5.473,5.23,5.451,1055036.19,5620250.08969,45873
1682294400000,2023-04-24,UNIUSDT,5.428,5.52,5.3,5.36,1196737.2,6471137.25386,37118
1682208000000,2023-04-23,UNIUSDT,5.504,5.538,5.31,5.429,930848.08,5071402.01689,31677
1682121600000,2023-04-22,UNIUSDT,5.47,5.553,5.444,5.503,827009.51,4545078.41977,24462
1682035200000,2023-04-21,UNIUSDT,5.784,5.836,5.407,5.471,1563904.89,8820703.76178,52027
1681948800000,2023-04-20,UNIUSDT,5.83,5.964,5.656,5.785,1644558.63,9581878.68343,52435
1681862400000,2023-04-19,UNIUSDT,6.325,6.498,5.743,5.831,3274876.32,19867939.87203,94210
1681776000000,2023-04-18,UNIUSDT,6.128,6.372,6.027,6.325,1994173.0,12493014.33044,50056
1681689600000,2023-04-17,UNIUSDT,6.316,6.323,6.06,6.129,1563718.7,9642100.7158,43055
1681603200000,2023-04-16,UNIUSDT,6.265,6.489,6.129,6.314,2052339.3,12907888.76806,63472
1681516800000,2023-04-15,UNIUSDT,6.306,6.363,6.22,6.266,1424876.23,8950346.43651,38409
1681430400000,2023-04-14,UNIUSDT,6.205,6.47,6.121,6.308,2597969.29,16417365.1386,68699
1681344000000,2023-04-13,UNIUSDT,5.946,6.242,5.898,6.205,1478375.39,9028992.56711,42810
1681257600000,2023-04-12,UNIUSDT,5.932,6.017,5.702,5.946,1738104.89,10221142.57887,54462
1681171200000,2023-04-11,UNIUSDT,6.012,6.094,5.915,5.933,990338.1,5952794.76078,36205
1681084800000,2023-04-10,UNIUSDT,5.914,6.045,5.834,6.012,867070.94,5154340.91492,29212
1680998400000,2023-04-09,UNIUSDT,5.915,5.961,5.82,5.913,782314.69,4607707.34843,22222
1680912000000,2023-04-08,UNIUSDT,6.003,6.052,5.89,5.914,1176210.64,7018507.58257,22661
1680825600000,2023-04-07,UNIUSDT,6.077,6.098,5.951,6.002,715214.51,4299841.30625,24419
1680739200000,2023-04-06,UNIUSDT,6.23,6.238,6.038,6.076,875452.05,5368798.97325,30692
1680652800000,2023-04-05,UNIUSDT,6.151,6.345,6.128,6.232,1328299.44,8311836.03509,38839
1680566400000,2023-04-04,UNIUSDT,5.932,6.207,5.879,6.151,1350237.93,8164034.59221,43539
1680480000000,2023-04-03,UNIUSDT,5.949,6.083,5.815,5.93,1491724.65,8885123.86121,53364
1680393600000,2023-04-02,UNIUSDT,6.1,6.12,5.89,5.948,897584.05,5379668.07143,33651
1680307200000,2023-04-01,UNIUSDT,6.062,6.2,6.021,6.101,1133784.07,6935194.67044,38122
1680220800000,2023-03-31,UNIUSDT,5.898,6.129,5.869,6.062,1217277.43,7327571.00974,50870
1680134400000,2023-03-30,UNIUSDT,5.944,6.073,5.831,5.897,1509389.3,8951146.89008,55420
1680048000000,2023-03-29,UNIUSDT,5.809,6.032,5.809,5.945,1174607.95,7004225.79585,44033
1679961600000,2023-03-28,UNIUSDT,5.645,5.888,5.575,5.808,885141.31,5064620.89317,40888
1679875200000,2023-03-27,UNIUSDT,5.786,5.821,5.51,5.644,1312636.18,7442543.81729,47791
1679788800000,2023-03-26,UNIUSDT,5.711,5.869,5.681,5.786,886868.7,5119583.53238,33577
1679702400000,2023-03-25,UNIUSDT,5.882,5.913,5.675,5.712,1074861.53,6232903.76083,43801
1679616000000,2023-03-24,UNIUSDT,6.241,6.286,5.804,5.882,1983578.41,11931555.84038,69581
1679529600000,2023-03-23,UNIUSDT,6.071,6.441,6.012,6.238,1747019.74,10874063.98237,61119
1679443200000,2023-03-22,UNIUSDT,6.42,6.449,5.906,6.071,2255422.65,14058770.85183,92916
1679356800000,2023-03-21,UNIUSDT,6.18,6.511,6.035,6.421,1994621.42,12588811.97148,71995
1679270400000,2023-03-20,UNIUSDT,6.49,6.59,6.148,6.176,2035868.55,12990713.36851,69998
1679184000000,2023-03-19,UNIUSDT,6.507,6.713,6.41,6.488,1896557.22,12445325.98603,62235
1679097600000,2023-03-18,UNIUSDT,6.405,6.62,6.296,6.508,2241404.5,14574942.96426,79376
1679011200000,2023-03-17,UNIUSDT,5.904,6.43,5.826,6.404,2164548.39,13282905.95067,69801
1678924800000,2023-03-16,UNIUSDT,5.907,5.997,5.786,5.903,1492161.52,8810286.25359,56768
1678838400000,2023-03-15,UNIUSDT,6.316,6.428,5.73,5.909,2183607.3,13235473.1294,80718
1678752000000,2023-03-14,UNIUSDT,6.093,6.593,5.978,6.317,3163517.92,19903833.41892,93769
1678665600000,2023-03-13,UNIUSDT,5.896,6.213,5.8,6.09,3484762.12,21027024.46208,112612
1678579200000,2023-03-12,UNIUSDT,5.432,5.908,5.379,5.897,1865452.75,10378827.70839,64222
1678492800000,2023-03-11,UNIUSDT,5.621,5.786,5.23,5.434,2769564.15,15111898.43695,85909
1678406400000,2023-03-10,UNIUSDT,5.724,5.731,5.362,5.62,2270794.52,12669265.21265,73094
1678320000000,2023-03-09,UNIUSDT,6.103,6.2,5.606,5.722,1597430.2,9488500.66152,54799
1678233600000,2023-03-08,UNIUSDT,6.43,6.499,6.06,6.103,1525382.48,9649660.80807,56558
1678147200000,2023-03-07,UNIUSDT,6.337,6.483,6.264,6.429,1716188.55,10935901.86202,57694
1678060800000,2023-03-06,UNIUSDT,6.349,6.44,6.245,6.337,1198209.52,7607610.49085,42640
1677974400000,2023-03-05,UNIUSDT,6.161,6.387,6.123,6.351,1220975.73,7665935.77684,40571
1677888000000,2023-03-04,UNIUSDT,6.273,6.297,6.01,6.161,804547.11,4954205.63738,32991
1677801600000,2023-03-03,UNIUSDT,6.638,6.641,6.1,6.272,1906418.52,11902733.52189,69588
1677715200000,2023-03-02,UNIUSDT,6.84,6.895,6.56,6.637,950715.26,6365457.6027,35824
1677628800000,2023-03-01,UNIUSDT,6.501,6.874,6.468,6.843,1842392.66,12430601.85134,65791
1677542400000,2023-02-28,UNIUSDT,6.439,6.623,6.402,6.501,1387400.35,9037764.49723,49880
1677456000000,2023-02-27,UNIUSDT,6.607,6.646,6.373,6.439,1247815.26,8141891.0259,38579
1677369600000,2023-02-26,UNIUSDT,6.471,6.655,6.426,6.61,824115.1,5393770.48835,32687
1677283200000,2023-02-25,UNIUSDT,6.571,6.621,6.275,6.469,1266939.04,8215226.90128,51427
1677196800000,2023-02-24,UNIUSDT,6.943,7.048,6.467,6.572,2068847.84,14005131.49643,67118
1677110400000,2023-02-23,UNIUSDT,6.935,7.053,6.813,6.943,1390939.4,9672060.3016,51530
1677024000000,2023-02-22,UNIUSDT,7.034,7.05,6.705,6.931,1634392.1,11234527.86071,68249
1676937600000,2023-02-21,UNIUSDT,7.371,7.436,6.888,7.036,2192778.12,15687436.71381,75840
1676851200000,2023-02-20,UNIUSDT,7.209,7.383,7.042,7.371,2350171.06,17059676.23965,66010
1676764800000,2023-02-19,UNIUSDT,6.974,7.619,6.956,7.21,5658910.71,41384193.94438,112924
1676678400000,2023-02-18,UNIUSDT,6.737,7.149,6.727,6.976,3466674.12,24148780.75506,73624
1676592000000,2023-02-17,UNIUSDT,6.474,6.83,6.439,6.738,2509111.82,16673836.09388,64676
1676505600000,2023-02-16,UNIUSDT,6.932,7.04,6.465,6.477,2794294.56,19030667.64746,79346
1676419200000,2023-02-15,UNIUSDT,6.587,6.946,6.5,6.93,1918963.9,12802801.54382,52477
1676332800000,2023-02-14,UNIUSDT,6.245,6.59,6.224,6.589,1543949.17,9874732.29515,47127
1676246400000,2023-02-13,UNIUSDT,6.349,6.382,6.087,6.244,2126636.12,13204606.99628,65272
1676160000000,2023-02-12,UNIUSDT,6.481,6.556,6.292,6.346,860352.14,5559039.67733,29895
1676073600000,2023-02-11,UNIUSDT,6.361,6.504,6.334,6.481,1051958.78,6751218.77337,30149
1675987200000,2023-02-10,UNIUSDT,6.327,6.479,6.248,6.365,1764444.84,11232346.41499,60650
1675900800000,2023-02-09,UNIUSDT,6.813,6.867,6.161,6.33,4091890.38,26921610.86426,112132
1675814400000,2023-02-08,UNIUSDT,6.978,7.061,6.578,6.812,2225878.68,15247506.59688,58985
1675728000000,2023-02-07,UNIUSDT,6.646,7.013,6.63,6.979,1761499.44,12017730.93511,54899
1675641600000,2023-02-06,UNIUSDT,6.89,6.976,6.592,6.647,2188213.2,14898102.33215,54730
1675555200000,2023-02-05,UNIUSDT,7.204,7.325,6.75,6.886,2458849.32,17252532.24312,66029
1675468800000,2023-02-04,UNIUSDT,7.059,7.35,7.013,7.204,1641778.7,11821467.26317,50562
1675382400000,2023-02-03,UNIUSDT,7.114,7.295,6.909,7.061,3549490.22,25119557.18009,83503
1675296000000,2023-02-02,UNIUSDT,6.8,7.528,6.8,7.11,4439466.91,31719045.97733,119875
1675209600000,2023-02-01,UNIUSDT,6.558,6.92,6.317,6.798,2213092.62,14634203.72308,67518
1675123200000,2023-01-31,UNIUSDT,6.517,6.651,6.434,6.558,1282103.98,8387997.54273,34628
1675036800000,2023-01-30,UNIUSDT,6.927,7.02,6.357,6.517,2121655.82,14135165.04203,52029
1674950400000,2023-01-29,UNIUSDT,6.63,6.988,6.553,6.927,1694615.51,11632675.03915,44343
1674864000000,2023-01-28,UNIUSDT,6.871,6.912,6.546,6.631,1218433.63,8201068.30607,32637
1674777600000,2023-01-27,UNIUSDT,6.739,6.881,6.562,6.871,1650706.09,11119489.11779,44298
1674691200000,2023-01-26,UNIUSDT,6.598,6.797,6.44,6.74,1852369.96,12238371.11696,49930
1674604800000,2023-01-25,UNIUSDT,6.298,6.703,6.1,6.596,1992262.6,12649271.10682,63326
1674518400000,2023-01-24,UNIUSDT,6.721,6.829,6.212,6.296,2261133.47,14981084.10057,62162
1674432000000,2023-01-23,UNIUSDT,6.888,7.036,6.602,6.721,2915529.29,19913458.12108,79110
1674345600000,2023-01-22,UNIUSDT,6.661,7.109,6.604,6.888,3055847.21,21103909.412,85338
1674259200000,2023-01-21,UNIUSDT,6.67,6.826,6.52,6.66,2188789.99,14656217.88455,58097
1674172800000,2023-01-20,UNIUSDT,6.166,6.707,6.072,6.67,1516120.44,9561800.68438,47059
1674086400000,2023-01-19,UNIUSDT,6.046,6.193,5.986,6.164,1337154.65,8156676.56923,35995
1674000000000,2023-01-18,UNIUSDT,6.344,6.82,6.0,6.048,4635622.91,29602300.34062,109663
1673913600000,2023-01-17,UNIUSDT,6.538,6.653,6.312,6.342,1699782.2,11042995.3652,51687
1673827200000,2023-01-16,UNIUSDT,6.59,6.741,6.271,6.54,2092183.26,13698626.03072,57152
1673740800000,2023-01-15,UNIUSDT,6.628,6.683,6.388,6.592,1739529.53,11365704.64439,44676
1673654400000,2023-01-14,UNIUSDT,6.304,6.968,6.29,6.621,4123554.58,27349147.81584,97076
1673568000000,2023-01-13,UNIUSDT,6.181,6.363,6.017,6.307,1758626.38,10814263.59163,44333
1673481600000,2023-01-12,UNIUSDT,5.919,6.194,5.858,6.181,2463678.33,14858154.11989,59651
1673395200000,2023-01-11,UNIUSDT,5.78,5.958,5.607,5.919,1212140.69,6948084.77198,29272
1673308800000,2023-01-10,UNIUSDT,5.79,5.88,5.665,5.781,1259371.78,7266418.66085,30048
1673222400000,2023-01-09,UNIUSDT,5.582,5.967,5.564,5.79,1749532.99,10129040.34657,43216
1673136000000,2023-01-08,UNIUSDT,5.417,5.611,5.344,5.58,683456.6,3735528.27595,17542
1673049600000,2023-01-07,UNIUSDT,5.521,5.565,5.395,5.414,546115.79,2995492.03185,14103
1672963200000,2023-01-06,UNIUSDT,5.377,5.534,5.243,5.52,859961.5,4627853.62883,23968
1672876800000,2023-01-05,UNIUSDT,5.532,5.563,5.33,5.377,820778.6,4476647.60684,20557
1672790400000,2023-01-04,UNIUSDT,5.379,5.601,5.363,5.532,1516377.16,8376035.68363,32930
1672704000000,2023-01-03,UNIUSDT,5.371,5.422,5.278,5.379,860072.76,4608591.21135,21920
1672617600000,2023-01-02,UNIUSDT,5.249,5.465,5.179,5.371,1662826.88,8858668.69859,30763
1672531200000,2023-01-01,UNIUSDT,5.167,5.271,5.1,5.248,389616.4,2022933.50699,11620
1672444800000,2022-12-31,UNIUSDT,5.099,5.203,5.056,5.166,378957.61,1945470.0507,10842
1672358400000,2022-12-30,UNIUSDT,5.049,5.114,4.95,5.098,585425.43,2955684.50764,16410
1672272000000,2022-12-29,UNIUSDT,4.971,5.146,4.944,5.048,1004632.54,5070385.81812,23870
1672185600000,2022-12-28,UNIUSDT,5.193,5.203,4.943,4.97,1648770.08,8336667.72725,29674
1672099200000,2022-12-27,UNIUSDT,5.204,5.33,5.095,5.193,757475.92,3951506.50445,19111
1672012800000,2022-12-26,UNIUSDT,5.161,5.21,5.129,5.203,486780.77,2522557.28296,11338
1671926400000,2022-12-25,UNIUSDT,5.202,5.239,5.05,5.161,616106.04,3161644.81028,15069
1671840000000,2022-12-24,UNIUSDT,5.265,5.271,5.175,5.202,284307.17,1484660.91736,9793
1671753600000,2022-12-23,UNIUSDT,5.372,5.411,5.232,5.265,701601.65,3726346.03791,18640
1671667200000,2022-12-22,UNIUSDT,5.323,5.391,5.128,5.372,845462.84,4463278.88347,22156
1671580800000,2022-12-21,UNIUSDT,5.362,5.369,5.201,5.322,713931.26,3770151.5163,17436
1671494400000,2022-12-20,UNIUSDT,5.092,5.396,5.05,5.362,937182.55,4946597.40345,23642
1671408000000,2022-12-19,UNIUSDT,5.33,5.427,5.004,5.09,1266701.01,6634853.30603,31297
1671321600000,2022-12-18,UNIUSDT,5.387,5.408,5.306,5.328,659947.73,3531404.90386,16714
1671235200000,2022-12-17,UNIUSDT,5.298,5.44,5.24,5.386,1843589.52,9885932.32041,34352
1671148800000,2022-12-16,UNIUSDT,5.798,5.878,5.211,5.3,2542701.55,14073762.47785,50303
1671062400000,2022-12-15,UNIUSDT,5.909,6.013,5.761,5.799,2045005.07,12079420.11353,38730
1670976000000,2022-12-14,UNIUSDT,6.11,6.24,5.904,5.908,1934419.31,11733963.87151,36609
1670889600000,2022-12-13,UNIUSDT,5.93,6.26,5.83,6.11,1840137.97,11090321.651,24812
1670803200000,2022-12-12,UNIUSDT,5.92,5.98,5.74,5.92,1386337.13,8084178.7439,16639
1670716800000,2022-12-11,UNIUSDT,6.09,6.11,5.88,5.92,966345.11,5822341.2183,11597
1670630400000,2022-12-10,UNIUSDT,6.17,6.22,6.06,6.08,590170.21,3620850.5469,8106
1670544000000,2022-12-09,UNIUSDT,6.19,6.29,6.06,6.17,1541370.39,9501129.4098,20411
1670457600000,2022-12-08,UNIUSDT,6.0,6.23,5.92,6.19,1567224.99,9504760.6899,18718
1670371200000,2022-12-07,UNIUSDT,6.18,6.29,5.88,6.0,1575792.34,9487748.4413,21354
1670284800000,2022-12-06,UNIUSDT,6.18,6.24,6.04,6.18,1478434.32,9087324.4018,19011
1670198400000,2022-12-05,UNIUSDT,6.26,6.43,6.11,6.17,1982022.18,12469600.4301,27310
1670112000000,2022-12-04,UNIUSDT,6.1,6.3,6.09,6.27,1178424.41,7299088.5381,17926
1670025600000,2022-12-03,UNIUSDT,6.35,6.45,6.06,6.1,2191455.07,13774030.7812,29853
1669939200000,2022-12-02,UNIUSDT,5.92,6.55,5.85,6.34,3620090.5,22315211.5283,54131
1669852800000,2022-12-01,UNIUSDT,5.86,6.0,5.71,5.91,2310368.79,13462464.5883,29328
1669766400000,2022-11-30,UNIUSDT,5.46,5.9,5.46,5.86,3680518.7,21104502.7474,49059
1669680000000,2022-11-29,UNIUSDT,5.29,5.54,5.25,5.46,1482348.08,8050854.2323,19297
1669593600000,2022-11-28,UNIUSDT,5.41,5.46,5.14,5.29,1741272.08,9161873.888,22801
1669507200000,2022-11-27,UNIUSDT,5.42,5.62,5.38,5.41,1575180.9,8697993.1152,18513
1669420800000,2022-11-26,UNIUSDT,5.42,5.63,5.36,5.42,1995736.3,10995424.9596,21488
1669334400000,2022-11-25,UNIUSDT,5.46,5.52,5.29,5.41,2011725.37,10839587.9604,22921
1669248000000,2022-11-24,UNIUSDT,5.49,5.6,5.38,5.45,1805163.64,9880817.1243,19885
1669161600000,2022-11-23,UNIUSDT,5.32,5.55,5.25,5.49,2040961.3,11113908.6645,25760
1669075200000,2022-11-22,UNIUSDT,5.19,5.39,4.95,5.31,2987868.2,15475229.2902,34237
1668988800000,2022-11-21,UNIUSDT,5.44,5.48,5.08,5.19,2983854.29,15793322.3089,42177
1668902400000,2022-11-20,UNIUSDT,5.75,5.82,5.38,5.44,1595556.76,8904369.532,26572
1668816000000,2022-11-19,UNIUSDT,5.86,5.89,5.66,5.76,1138049.07,6577547.2237,18724
1668729600000,2022-11-18,UNIUSDT,5.73,6.06,5.72,5.85,2158402.94,12813599.3051,26094
1668643200000,2022-11-17,UNIUSDT,5.96,6.05,5.66,5.73,1586245.52,9254272.6751,28091
1668556800000,2022-11-16,UNIUSDT,6.29,6.42,5.83,5.96,2294924.86,14003915.3565,40683
1668470400000,2022-11-15,UNIUSDT,6.09,6.51,5.97,6.28,3232226.5,20115391.1353,60372
1668384000000,2022-11-14,UNIUSDT,5.8,6.12,5.38,6.09,4632784.5,26963728.1849,81352
1668297600000,2022-11-13,UNIUSDT,5.56,6.17,5.52,5.8,6047885.22,35643026.1165,87683
1668211200000,2022-11-12,UNIUSDT,6.1,6.19,5.28,5.56,5885301.5,32747254.3386,72514
1668124800000,2022-11-11,UNIUSDT,5.76,6.25,5.45,6.1,5737113.98,33796796.0181,91283
1668038400000,2022-11-10,UNIUSDT,4.89,5.91,4.79,5.77,8234747.54,45128139.7039,116096
1667952000000,2022-11-09,UNIUSDT,6.07,6.22,4.71,4.9,6577704.69,36151285.4787,116197
1667865600000,2022-11-08,UNIUSDT,7.0,7.1,5.45,6.07,7487956.51,48273511.4524,119097
1667779200000,2022-11-07,UNIUSDT,7.05,7.7,6.87,7.01,5156008.98,37214364.0026,79486
1667692800000,2022-11-06,UNIUSDT,7.68,7.77,7.04,7.06,2698935.24,20106350.6004,40222
1667606400000,2022-11-05,UNIUSDT,7.55,7.79,7.51,7.69,3072316.99,23532021.501,47238
1667520000000,2022-11-04,UNIUSDT,6.92,7.77,6.81,7.55,4736168.89,34907951.9123,74207
1667433600000,2022-11-03,UNIUSDT,7.1,7.41,6.89,6.91,3786516.87,27140517.0332,44532
1667347200000,2022-11-02,UNIUSDT,7.11,7.38,6.83,7.1,4285397.04,30305015.7637,63682
1667260800000,2022-11-01,UNIUSDT,6.95,7.46,6.91,7.12,3496980.2,25238712.8067,50624
1667174400000,2022-10-31,UNIUSDT,6.89,7.13,6.7,6.96,2275736.39,15743991.4691,34487
1667088000000,2022-10-30,UNIUSDT,7.1,7.37,6.78,6.89,2644418.17,18753317.807,42592
1667001600000,2022-10-29,UNIUSDT,6.86,7.24,6.71,7.1,3869923.53,27023736.2755,56476
1666915200000,2022-10-28,UNIUSDT,6.8,6.99,6.51,6.85,5842955.79,39687809.6437,59313
1666828800000,2022-10-27,UNIUSDT,6.69,7.22,6.68,6.8,4444778.43,30954266.47,56248
1666742400000,2022-10-26,UNIUSDT,6.58,6.9,6.52,6.69,2695553.59,18062415.3458,33198
1666656000000,2022-10-25,UNIUSDT,6.14,6.78,6.07,6.58,2743931.61,17584870.4699,33056
1666569600000,2022-10-24,UNIUSDT,6.29,6.37,6.06,6.15,2106358.09,13027442.3695,19476
1666483200000,2022-10-23,UNIUSDT,6.09,6.3,5.97,6.29,2051908.12,12562143.1122,18992
1666396800000,2022-10-22,UNIUSDT,6.04,6.16,5.98,6.09,1371657.2,8321351.8292,12890
1666310400000,2022-10-21,UNIUSDT,6.1,6.17,5.82,6.03,4786494.44,28668413.905,41318
1666224000000,2022-10-20,UNIUSDT,6.57,6.59,6.01,6.09,3308415.98,20958364.8063,37659
1666137600000,2022-10-19,UNIUSDT,6.53,6.77,6.38,6.57,3736310.05,24577491.9844,40348
1666051200000,2022-10-18,UNIUSDT,6.4,6.66,6.21,6.53,2725331.66,17479743.6879,33333
1665964800000,2022-10-17,UNIUSDT,6.11,6.45,6.04,6.39,1627806.78,10200582.4018,20429
1665878400000,2022-10-16,UNIUSDT,6.05,6.17,5.97,6.1,1073581.7,6524529.8659,13650
1665792000000,2022-10-15,UNIUSDT,6.29,6.34,5.99,6.04,1247305.22,7636361.5421,18429
1665705600000,2022-10-14,UNIUSDT,6.15,6.53,6.09,6.28,3412672.47,21542089.8599,45685
1665619200000,2022-10-13,UNIUSDT,6.06,6.22,5.38,6.14,4697466.68,27333801.6961,66611
1665532800000,2022-10-12,UNIUSDT,6.0,6.17,5.97,6.06,1162059.31,7067657.2953,17394
1665446400000,2022-10-11,UNIUSDT,6.4,6.51,5.94,6.0,2152592.06,13401034.6046,33454
1665360000000,2022-10-10,UNIUSDT,6.64,6.72,6.2,6.39,1298488.66,8339908.6853,24504
1665273600000,2022-10-09,UNIUSDT,6.52,6.65,6.49,6.63,1024713.14,6737720.8419,13818
1665187200000,2022-10-08,UNIUSDT,6.79,6.85,6.42,6.51,1382326.01,9177872.8689,22281
1665100800000,2022-10-07,UNIUSDT,6.88,7.08,6.68,6.79,2553847.66,17623891.2262,35948
1665014400000,2022-10-06,UNIUSDT,6.82,7.0,6.75,6.87,3232477.74,22272666.2238,40697
1664928000000,2022-10-05,UNIUSDT,6.65,6.82,6.47,6.81,1875783.47,12479962.517,27195
1664841600000,2022-10-04,UNIUSDT,6.63,6.85,6.57,6.65,4159895.25,27935059.6491,48165
1664755200000,2022-10-03,UNIUSDT,6.27,6.81,6.18,6.63,3976429.93,25435052.4165,44952
1664668800000,2022-10-02,UNIUSDT,6.4,6.54,6.17,6.26,4337227.16,27564004.5075,41532
1664582400000,2022-10-01,UNIUSDT,6.47,6.66,6.38,6.4,1748286.97,11402535.6218,27411
1664496000000,2022-09-30,UNIUSDT,6.38,6.77,6.26,6.46,4068677.81,26328238.6933,53538
1664409600000,2022-09-29,UNIUSDT,6.56,6.57,6.12,6.38,2598995.52,16510766.8679,39465
1664323200000,2022-09-28,UNIUSDT,6.38,6.63,6.0,6.56,3712680.15,23465269.9455,56830
1664236800000,2022-09-27,UNIUSDT,5.93,6.71,5.9,6.38,6339426.95,40465167.4532,88030
1664150400000,2022-09-26,UNIUSDT,5.66,5.99,5.55,5.92,2534723.74,14514625.0918,33950
1664064000000,2022-09-25,UNIUSDT,5.8,5.96,5.61,5.66,1344115.75,7817731.3366,18259
1663977600000,2022-09-24,UNIUSDT,5.92,6.06,5.76,5.8,1437096.64,8507280.8203,18951
1663891200000,2022-09-23,UNIUSDT,5.74,5.99,5.7,5.91,1970328.28,11508532.2167,32931
1663804800000,2022-09-22,UNIUSDT,5.34,5.86,5.32,5.74,2275079.32,12919661.3624,33283
1663718400000,2022-09-21,UNIUSDT,5.3,5.76,5.14,5.34,2589816.38,14041368.2642,43936
1663632000000,2022-09-20,UNIUSDT,5.48,5.55,5.26,5.3,1249696.73,6785067.8815,21554
1663545600000,2022-09-19,UNIUSDT,5.47,5.52,5.2,5.48,2149386.95,11495866.8165,31508
1663459200000,2022-09-18,UNIUSDT,6.02,6.05,5.33,5.47,1570359.47,8997896.2604,26578
1663372800000,2022-09-17,UNIUSDT,5.83,6.04,5.81,6.02,1013366.23,6007319.091,15089
1663286400000,2022-09-16,UNIUSDT,5.89,5.94,5.66,5.83,1047796.51,6095857.9029,20784
1663200000000,2022-09-15,UNIUSDT,6.18,6.24,5.78,5.89,2138227.19,12881297.7997,35757
1663113600000,2022-09-14,UNIUSDT,6.04,6.24,5.95,6.18,1385955.51,8485348.0941,23985
1663027200000,2022-09-13,UNIUSDT,6.66,6.77,5.99,6.03,2566863.34,16431777.9354,43713
1662940800000,2022-09-12,UNIUSDT,6.49,6.97,6.37,6.65,2670140.3,17916436.5903,47251
1662854400000,2022-09-11,UNIUSDT,6.68,6.73,6.36,6.49,1993817.61,13081658.5269,26457
1662768000000,2022-09-10,UNIUSDT,6.51,6.73,6.43,6.68,1761517.67,11564012.7951,26893
1662681600000,2022-09-09,UNIUSDT,6.18,6.72,6.17,6.51,3068327.74,19935640.5188,40211
1662595200000,2022-09-08,UNIUSDT,6.12,6.26,5.95,6.18,1355600.75,8274145.977,23310
1662508800000,2022-09-07,UNIUSDT,5.84,6.23,5.71,6.12,1489249.08,8833614.6547,21879
1662422400000,2022-09-06,UNIUSDT,6.58,6.75,5.78,5.82,2583144.95,16305072.2063,39425
1662336000000,2022-09-05,UNIUSDT,6.49,6.67,6.18,6.58,1890083.53,12187291.0002,26839
1662249600000,2022-09-04,UNIUSDT,6.31,6.52,6.22,6.48,866358.74,5552844.2392,16174
1662163200000,2022-09-03,UNIUSDT,6.41,6.41,6.22,6.31,543996.82,3437730.2612,9766
1662076800000,2022-09-02,UNIUSDT,6.32,6.7,6.19,6.4,1422913.91,9152042.1175,28057
1661990400000,2022-09-01,UNIUSDT,6.15,6.36,5.95,6.31,1820390.25,11163840.8327,28008
1661904000000,2022-08-31,UNIUSDT,6.18,6.43,6.1,6.15,4043991.47,25414917.3297,43081
1661817600000,2022-08-30,UNIUSDT,6.34,6.46,5.94,6.17,2274706.86,14182244.3907,32580
1661731200000,2022-08-29,UNIUSDT,5.74,6.4,5.68,6.34,1731326.51,10502530.9657,29263
1661644800000,2022-08-28,UNIUSDT,6.06,6.11,5.71,5.74,1641116.78,9792459.7816,28580
1661558400000,2022-08-27,UNIUSDT,6.16,6.2,5.95,6.06,2108020.78,12822078.5995,32675
1661472000000,2022-08-26,UNIUSDT,7.03,7.03,6.07,6.16,3447418.21,22928177.9693,53684
1661385600000,2022-08-25,UNIUSDT,7.05,7.25,6.92,7.03,1618060.83,11464562.1903,28576
1661299200000,2022-08-24,UNIUSDT,7.12,7.29,6.87,7.05,1454967.94,10258901.4372,29453
1661212800000,2022-08-23,UNIUSDT,6.99,7.22,6.74,7.11,1794566.82,12653509.9196,34864
1661126400000,2022-08-22,UNIUSDT,7.21,7.36,6.61,6.98,2950439.29,20595928.7917,43954
1661040000000,2022-08-21,UNIUSDT,7.01,7.32,6.97,7.21,1796500.88,12831762.8801,31593
1660953600000,2022-08-20,UNIUSDT,6.9,7.2,6.74,7.0,1861911.06,13062609.4125,37052
1660867200000,2022-08-19,UNIUSDT,7.58,7.7,6.79,6.9,3751478.06,26762096.2833,72235
1660780800000,2022-08-18,UNIUSDT,7.96,8.21,7.4,7.58,1930259.69,15192683.888,45105
1660694400000,2022-08-17,UNIUSDT,8.34,8.67,7.82,7.96,2509782.62,20599474.3166,52154
1660608000000,2022-08-16,UNIUSDT,8.47,8.57,8.19,8.33,2815218.35,23536041.5445,47623
1660521600000,2022-08-15,UNIUSDT,8.88,9.17,8.29,8.47,2949106.6,25693685.7865,61993
1660435200000,2022-08-14,UNIUSDT,8.99,9.62,8.75,8.87,3027701.99,27969520.7291,72882
1660348800000,2022-08-13,UNIUSDT,9.21,9.35,8.9,8.99,1945918.91,17764012.8957,40347
1660262400000,2022-08-12,UNIUSDT,8.96,9.25,8.74,9.21,1809218.5,16316102.4828,45535
1660176000000,2022-08-11,UNIUSDT,9.22,9.62,8.85,8.96,3138103.51,29080443.9344,70895
1660089600000,2022-08-10,UNIUSDT,8.44,9.44,8.08,9.22,3634726.46,32524294.4847,89515
1660003200000,2022-08-09,UNIUSDT,8.79,8.87,8.08,8.44,2765223.62,23565520.2455,48815
1659916800000,2022-08-08,UNIUSDT,8.79,9.28,8.73,8.79,2407847.58,21651427.9676,50412
1659830400000,2022-08-07,UNIUSDT,8.78,8.98,8.7,8.79,1069655.1,9458344.8991,24152
1659744000000,2022-08-06,UNIUSDT,8.97,9.15,8.73,8.77,1392030.35,12468168.3689,32811
