https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume UNI,Volume USDT,tradecount
1659657600000,2022-08-05,UNIUSDT,8.83,9.27,8.78,8.96,2609906.34,23550279.1746,62598
1659571200000,2022-08-04,UNIUSDT,8.91,9.12,8.51,8.82,3907337.17,34430598.3182,77518
1659484800000,2022-08-03,UNIUSDT,8.26,9.39,8.02,8.91,5385763.95,48063374.0797,115845
1659398400000,2022-08-02,UNIUSDT,8.36,8.68,7.81,8.25,5449833.97,44238738.3794,99606
1659312000000,2022-08-01,UNIUSDT,8.33,8.57,8.05,8.36,3186288.03,26479708.1028,64274
1659225600000,2022-07-31,UNIUSDT,8.78,9.15,8.29,8.32,3743212.8,33039835.1352,87315
1659139200000,2022-07-30,UNIUSDT,9.09,9.17,8.51,8.78,3750663.41,33206623.0075,87698
1659052800000,2022-07-29,UNIUSDT,9.28,9.41,8.61,9.08,5531524.94,49861541.9233,111666
1658966400000,2022-07-28,UNIUSDT,8.04,9.83,7.95,9.28,9994818.79,87049758.8123,211073
1658880000000,2022-07-27,UNIUSDT,6.66,8.2,6.5,8.03,5793578.3,43042428.8675,115476
1658793600000,2022-07-26,UNIUSDT,7.05,7.05,6.22,6.66,4654432.23,30609620.8862,65050
1658707200000,2022-07-25,UNIUSDT,7.25,7.53,6.81,7.04,6229298.83,44531751.6414,107951
1658620800000,2022-07-24,UNIUSDT,6.97,7.36,6.88,7.24,2525993.63,17835184.435,44035
1658534400000,2022-07-23,UNIUSDT,6.89,7.21,6.63,6.97,2235643.93,15394864.4959,41087
1658448000000,2022-07-22,UNIUSDT,7.23,7.46,6.82,6.89,2877264.23,20488044.535,49807
1658361600000,2022-07-21,UNIUSDT,6.87,7.29,6.67,7.23,3074675.99,21410645.8688,51464
1658275200000,2022-07-20,UNIUSDT,7.35,7.61,6.78,6.86,4550577.76,33362328.9069,75030
1658188800000,2022-07-19,UNIUSDT,7.33,7.76,7.21,7.35,6058507.79,45218062.2736,102219
1658102400000,2022-07-18,UNIUSDT,6.95,7.46,6.92,7.33,4645472.95,33610628.7884,73997
1658016000000,2022-07-17,UNIUSDT,7.38,7.48,6.89,6.94,2752228.05,19558498.0694,46838
1657929600000,2022-07-16,UNIUSDT,6.79,7.7,6.67,7.38,4888161.58,34888490.0288,80577
1657843200000,2022-07-15,UNIUSDT,7.02,7.26,6.72,6.78,4718959.43,32964469.6066,76462
1657756800000,2022-07-14,UNIUSDT,6.12,7.11,6.02,7.02,12068688.69,76873609.1601,155069
1657670400000,2022-07-13,UNIUSDT,5.54,6.27,5.24,6.12,6448203.92,36391158.3811,74885
1657584000000,2022-07-12,UNIUSDT,5.57,5.89,5.45,5.54,6679031.05,37585573.9692,70137
1657497600000,2022-07-11,UNIUSDT,6.24,6.28,5.23,5.57,5746929.26,33536490.3456,87463
1657411200000,2022-07-10,UNIUSDT,6.46,6.48,5.98,6.23,3500367.63,21812711.373,50084
1657324800000,2022-07-09,UNIUSDT,5.8,6.62,5.8,6.46,3944641.16,24634917.6798,64334
1657238400000,2022-07-08,UNIUSDT,5.73,5.97,5.52,5.8,3246478.2,18676601.4671,43932
1657152000000,2022-07-07,UNIUSDT,5.36,5.83,5.29,5.73,2522250.62,13989982.9364,37762
1657065600000,2022-07-06,UNIUSDT,5.31,5.5,5.19,5.35,3384862.08,18066156.5001,38351
1656979200000,2022-07-05,UNIUSDT,5.35,5.45,5.01,5.3,3012580.5,15836232.269,37368
1656892800000,2022-07-04,UNIUSDT,4.92,5.36,4.73,5.35,2282415.88,11398308.7046,32346
1656806400000,2022-07-03,UNIUSDT,4.92,4.96,4.72,4.91,1954557.14,9505357.9896,23480
1656720000000,2022-07-02,UNIUSDT,4.86,5.09,4.72,4.92,2773018.71,13518130.4408,28377
1656633600000,2022-07-01,UNIUSDT,5.01,5.13,4.74,4.86,3790068.99,18748202.5803,41742
1656547200000,2022-06-30,UNIUSDT,5.12,5.15,4.6,5.0,5100727.33,24734627.6485,54334
1656460800000,2022-06-29,UNIUSDT,4.93,5.26,4.78,5.11,4408158.23,22036785.3151,51096
1656374400000,2022-06-28,UNIUSDT,5.34,5.49,4.86,4.92,3338083.21,17379103.2636,42558
1656288000000,2022-06-27,UNIUSDT,5.6,5.93,5.27,5.33,3881305.15,21666465.0952,46471
1656201600000,2022-06-26,UNIUSDT,5.62,6.08,5.47,5.6,3795149.93,21697828.0062,57175
1656115200000,2022-06-25,UNIUSDT,5.47,5.77,5.24,5.62,2761812.5,15113299.948,41817
1656028800000,2022-06-24,UNIUSDT,5.63,5.8,5.35,5.47,4699338.84,26172866.0573,59145
1655942400000,2022-06-23,UNIUSDT,4.99,5.69,4.96,5.62,6511782.97,34880312.2399,72333
1655856000000,2022-06-22,UNIUSDT,4.78,5.37,4.56,4.98,9486178.31,46729215.3526,97208
1655769600000,2022-06-21,UNIUSDT,4.3,5.21,4.22,4.77,5883772.19,27858172.7232,71114
1655683200000,2022-06-20,UNIUSDT,4.2,4.4,3.98,4.29,4592702.26,19106073.7444,40076
1655596800000,2022-06-19,UNIUSDT,3.65,4.27,3.49,4.19,3544123.62,13690915.3487,39678
1655510400000,2022-06-18,UNIUSDT,3.94,4.09,3.33,3.64,3885227.55,14303384.7424,44957
1655424000000,2022-06-17,UNIUSDT,3.84,4.01,3.79,3.93,1993568.78,7804350.0355,24340
1655337600000,2022-06-16,UNIUSDT,4.43,4.47,3.75,3.83,4771731.28,19403634.7093,48328
1655251200000,2022-06-15,UNIUSDT,3.87,4.43,3.39,4.42,6369871.19,24314598.0598,72351
1655164800000,2022-06-14,UNIUSDT,3.68,3.93,3.35,3.86,4168211.001,15302623.583758,44538
1655078400000,2022-06-13,UNIUSDT,4.07,4.14,3.45,3.66,6519155.239,24228325.50823,66783
1654992000000,2022-06-12,UNIUSDT,4.39,4.48,4.05,4.06,2323564.16,9839049.3117,27325
1654905600000,2022-06-11,UNIUSDT,4.82,4.97,4.33,4.39,2353190.48,11063887.001,27880
1654819200000,2022-06-10,UNIUSDT,5.21,5.23,4.76,4.81,1581466.82,7900421.6036,24043
1654732800000,2022-06-09,UNIUSDT,5.09,5.36,5.02,5.2,853487.87,4438916.7154,15929
1654646400000,2022-06-08,UNIUSDT,5.22,5.33,5.03,5.09,2123447.57,10945068.5426,24993
1654560000000,2022-06-07,UNIUSDT,5.38,5.42,4.93,5.22,3231580.55,16600092.5464,38986
1654473600000,2022-06-06,UNIUSDT,5.1,5.42,5.09,5.37,1867925.83,9917813.1694,23015
1654387200000,2022-06-05,UNIUSDT,5.13,5.23,4.91,5.09,1087831.95,5518427.6016,16942
1654300800000,2022-06-04,UNIUSDT,5.08,5.18,4.94,5.13,1013048.94,5120531.127,16301
1654214400000,2022-06-03,UNIUSDT,5.3,5.34,4.96,5.08,1457460.12,7457626.4393,19973
1654128000000,2022-06-02,UNIUSDT,5.14,5.34,5.04,5.3,2429713.61,12628237.27,27254
1654041600000,2022-06-01,UNIUSDT,5.7,5.82,5.1,5.14,2830546.52,15586271.0359,38228
1653955200000,2022-05-31,UNIUSDT,5.66,5.88,5.54,5.7,3488946.0,19921104.8327,44323
1653868800000,2022-05-30,UNIUSDT,4.95,5.7,4.89,5.66,3675000.23,19739394.8685,44370
1653782400000,2022-05-29,UNIUSDT,4.99,5.03,4.77,4.95,2160832.05,10572178.7309,22685
1653696000000,2022-05-28,UNIUSDT,4.7,5.03,4.61,4.98,2470893.6,11915104.3145,25462
1653609600000,2022-05-27,UNIUSDT,4.95,5.09,4.59,4.69,5120258.03,24731584.9161,56433
1653523200000,2022-05-26,UNIUSDT,5.63,5.77,4.77,4.95,4505027.86,23269072.4675,54747
1653436800000,2022-05-25,UNIUSDT,5.6,5.8,5.38,5.62,3072355.39,17246424.2544,33582
1653350400000,2022-05-24,UNIUSDT,5.63,5.83,5.28,5.6,3734107.58,20811491.3944,42810
1653264000000,2022-05-23,UNIUSDT,5.49,6.08,5.36,5.62,4457774.11,25498972.9797,55929
1653177600000,2022-05-22,UNIUSDT,5.24,5.54,5.12,5.48,2259806.45,12013514.3786,25164
1653091200000,2022-05-21,UNIUSDT,5.1,5.38,4.98,5.24,1909543.26,9914029.7873,25263
1653004800000,2022-05-20,UNIUSDT,5.2,5.52,4.92,5.1,3301934.51,17298997.1651,42739
1652918400000,2022-05-19,UNIUSDT,4.9,5.35,4.73,5.19,3074014.69,15327168.1476,36556
1652832000000,2022-05-18,UNIUSDT,5.47,5.55,4.87,4.89,2512634.31,12979340.3973,34165
1652745600000,2022-05-17,UNIUSDT,5.06,5.51,5.04,5.47,3218048.3,16994979.896,41002
1652659200000,2022-05-16,UNIUSDT,5.46,5.46,4.89,5.06,2815061.2,14305514.2803,43200
1652572800000,2022-05-15,UNIUSDT,5.18,5.47,4.98,5.46,2656164.5,13853843.5623,40104
1652486400000,2022-05-14,UNIUSDT,5.14,5.38,4.72,5.17,3157543.73,15873648.9175,49703
1652400000000,2022-05-13,UNIUSDT,4.67,5.47,4.6,5.13,4218652.85,21640713.761,68596
1652313600000,2022-05-12,UNIUSDT,4.92,5.2,3.73,4.67,8726581.3,38932544.5541,147326
1652227200000,2022-05-11,UNIUSDT,6.08,6.22,4.65,4.91,9587421.08,52451214.32522,166986
1652140800000,2022-05-10,UNIUSDT,5.95,6.66,5.75,6.07,5405883.36,33758161.8898,110625
1652054400000,2022-05-09,UNIUSDT,7.1,7.22,5.9,5.95,5910358.919,38834568.506778,120067
1651968000000,2022-05-08,UNIUSDT,7.18,7.34,6.85,7.09,2402992.12,17084407.4032,57938
1651881600000,2022-05-07,UNIUSDT,7.59,7.65,6.97,7.18,2468567.96,18296348.6271,58590
1651795200000,2022-05-06,UNIUSDT,7.35,7.7,6.85,7.59,2686760.07,19609505.0659,65995
1651708800000,2022-05-05,UNIUSDT,7.93,8.11,6.96,7.34,2925514.8,21991120.2164,68704
1651622400000,2022-05-04,UNIUSDT,6.86,7.97,6.83,7.93,2536415.52,18694671.9071,60385
1651536000000,2022-05-03,UNIUSDT,6.94,7.13,6.69,6.85,1239669.15,8622309.8965,29041
1651449600000,2022-05-02,UNIUSDT,7.12,7.2,6.64,6.94,1762024.29,12132331.8956,38202
1651363200000,2022-05-01,UNIUSDT,6.76,7.24,6.53,7.12,2287673.78,15759635.3889,52559
1651276800000,2022-04-30,UNIUSDT,7.62,7.79,6.35,6.75,2622825.358,18806873.964197,63372
1651190400000,2022-04-29,UNIUSDT,8.17,8.23,7.51,7.61,1635435.76,12847676.9928,43739
1651104000000,2022-04-28,UNIUSDT,8.23,8.36,8.02,8.16,1363059.67,11176212.0898,36753
1651017600000,2022-04-27,UNIUSDT,8.01,8.41,7.98,8.23,1036909.08,8535821.9003,31351
1650931200000,2022-04-26,UNIUSDT,8.74,8.82,7.91,8.01,1315422.73,11051167.7767,39584
1650844800000,2022-04-25,UNIUSDT,8.71,8.78,8.16,8.73,1836789.57,15532551.3697,52314
1650758400000,2022-04-24,UNIUSDT,8.91,9.16,8.68,8.71,1087081.66,9667408.9285,32266
1650672000000,2022-04-23,UNIUSDT,8.91,9.22,8.83,8.9,995331.67,9006701.7383,27800
1650585600000,2022-04-22,UNIUSDT,8.86,9.14,8.74,8.91,1475388.63,13219653.0528,38789
1650499200000,2022-04-21,UNIUSDT,9.33,9.72,8.61,8.85,1951981.2,18042975.2115,58367
1650412800000,2022-04-20,UNIUSDT,9.55,9.7,9.1,9.32,1389404.39,13081335.4106,41319
1650326400000,2022-04-19,UNIUSDT,9.39,9.62,9.21,9.55,876687.55,8256263.3024,26942
1650240000000,2022-04-18,UNIUSDT,9.24,9.41,8.85,9.38,1295324.11,11796256.5582,37932
1650153600000,2022-04-17,UNIUSDT,9.67,9.72,9.19,9.24,679734.11,6487353.8214,22390
1650067200000,2022-04-16,UNIUSDT,9.77,9.83,9.49,9.67,604301.21,5841666.3735,17463
1649980800000,2022-04-15,UNIUSDT,9.48,9.98,9.45,9.77,1105710.14,10738048.3354,36241
1649894400000,2022-04-14,UNIUSDT,9.66,9.75,9.32,9.48,927401.63,8849099.1244,26456
1649808000000,2022-04-13,UNIUSDT,9.32,9.74,9.26,9.65,1235317.71,11728625.2136,40896
1649721600000,2022-04-12,UNIUSDT,8.99,9.49,8.94,9.32,1052819.76,9733530.2886,33388
1649635200000,2022-04-11,UNIUSDT,9.89,9.89,8.9,8.99,1608656.52,15076973.8834,46625
1649548800000,2022-04-10,UNIUSDT,10.05,10.32,9.83,9.88,928829.63,9349484.2874,27934
1649462400000,2022-04-09,UNIUSDT,9.74,10.09,9.72,10.05,857175.17,8479897.804,28142
1649376000000,2022-04-08,UNIUSDT,10.44,10.55,9.62,9.74,1472282.01,14838105.3297,47260
1649289600000,2022-04-07,UNIUSDT,9.96,10.55,9.81,10.44,1456826.8,14724046.9899,52492
1649203200000,2022-04-06,UNIUSDT,11.12,11.12,9.91,9.96,2810776.72,29676440.4138,89033
1649116800000,2022-04-05,UNIUSDT,11.55,11.9,11.04,11.12,1594119.81,18358062.5902,60589
1649030400000,2022-04-04,UNIUSDT,11.87,12.17,11.04,11.54,2864850.62,33382024.5043,97583
1648944000000,2022-04-03,UNIUSDT,11.65,12.04,11.46,11.87,2283837.64,26969734.5373,71329
1648857600000,2022-04-02,UNIUSDT,11.58,12.02,11.42,11.65,3441860.07,40373174.4213,102293
1648771200000,2022-04-01,UNIUSDT,11.3,12.09,10.87,11.58,3366731.25,38696626.4598,92208
1648684800000,2022-03-31,UNIUSDT,11.73,12.49,11.04,11.29,4407918.63,52102355.3372,142963
1648598400000,2022-03-30,UNIUSDT,11.25,11.85,10.8,11.72,3246794.45,37329807.3797,104807
1648512000000,2022-03-29,UNIUSDT,10.91,11.72,10.88,11.25,2920712.49,32917786.2635,96104
1648425600000,2022-03-28,UNIUSDT,11.41,11.58,10.76,10.9,3163768.27,35920341.2189,87078
1648339200000,2022-03-27,UNIUSDT,10.63,11.44,10.46,11.41,2256090.51,24641811.9299,77829
1648252800000,2022-03-26,UNIUSDT,10.58,10.75,10.36,10.63,1142328.95,12049121.6681,30712
1648166400000,2022-03-25,UNIUSDT,10.79,11.15,10.42,10.57,2828893.98,30599914.9653,82770
1648080000000,2022-03-24,UNIUSDT,10.01,10.8,9.96,10.79,3091213.21,32027018.4546,84233
1647993600000,2022-03-23,UNIUSDT,9.75,10.26,9.65,10.0,2078395.51,20551012.4391,54973
1647907200000,2022-03-22,UNIUSDT,9.35,10.17,9.27,9.75,2661212.89,26275283.1869,64604
1647820800000,2022-03-21,UNIUSDT,9.33,9.61,9.17,9.34,2120500.49,19912534.4121,47505
1647734400000,2022-03-20,UNIUSDT,9.74,9.78,9.13,9.32,1844603.94,17426167.7251,47376
1647648000000,2022-03-19,UNIUSDT,9.63,9.96,9.54,9.74,3247681.74,31588000.4966,63617
1647561600000,2022-03-18,UNIUSDT,9.23,9.77,9.0,9.63,2004333.01,18817662.4642,49479
1647475200000,2022-03-17,UNIUSDT,9.1,9.41,9.02,9.22,1661105.99,15298142.5149,32354
1647388800000,2022-03-16,UNIUSDT,8.72,9.22,8.5,9.1,2613174.5,23047092.1653,62742
1647302400000,2022-03-15,UNIUSDT,8.49,8.8,8.14,8.72,1550652.01,13092272.9365,45451
1647216000000,2022-03-14,UNIUSDT,8.2,8.58,8.1,8.49,1888909.71,15868582.2247,44012
1647129600000,2022-03-13,UNIUSDT,8.47,8.76,8.12,8.19,1345879.23,11410651.8048,34000
1647043200000,2022-03-12,UNIUSDT,8.51,8.87,8.44,8.46,1336697.32,11579403.7547,28048
1646956800000,2022-03-11,UNIUSDT,8.68,9.05,8.36,8.51,2280471.78,19846049.1556,47906
1646870400000,2022-03-10,UNIUSDT,9.22,9.3,8.49,8.68,2081355.46,18231298.0711,44683
1646784000000,2022-03-09,UNIUSDT,8.82,9.46,8.74,9.21,2637766.42,24320460.699,58839
1646697600000,2022-03-08,UNIUSDT,8.31,8.87,8.24,8.81,2274200.81,19548219.7228,48896
1646611200000,2022-03-07,UNIUSDT,8.48,8.8,8.1,8.3,2469944.16,20744732.3838,50312
1646524800000,2022-03-06,UNIUSDT,9.02,9.08,8.44,8.48,1828590.34,15883220.1895,46549
1646438400000,2022-03-05,UNIUSDT,8.8,9.14,8.66,9.01,1293852.52,11542631.4399,33178
1646352000000,2022-03-04,UNIUSDT,9.56,9.57,8.65,8.8,2100224.3,19168821.4411,53901
1646265600000,2022-03-03,UNIUSDT,10.05,10.12,9.42,9.55,1792211.69,17560924.6222,56106
1646179200000,2022-03-02,UNIUSDT,10.36,10.59,9.95,10.04,2734874.01,27992043.2965,77371
1646092800000,2022-03-01,UNIUSDT,10.54,10.83,10.02,10.35,3684418.62,38382869.6832,105198
1646006400000,2022-02-28,UNIUSDT,9.78,10.55,9.36,10.53,4566984.09,45162179.9277,106804
1645920000000,2022-02-27,UNIUSDT,9.06,10.15,8.64,9.77,5227479.72,50308533.9396,127673
1645833600000,2022-02-26,UNIUSDT,9.25,9.55,8.93,9.05,1434761.9,13198928.0143,38402
1645747200000,2022-02-25,UNIUSDT,8.82,9.43,8.45,9.25,1958327.84,17550744.0225,53764
1645660800000,2022-02-24,UNIUSDT,8.74,9.06,7.51,8.82,5800166.655,47020556.086934,109814
1645574400000,2022-02-23,UNIUSDT,8.87,9.46,8.71,8.74,1870091.15,16956982.7586,44124
1645488000000,2022-02-22,UNIUSDT,8.52,8.97,8.13,8.86,2363257.731,20322893.624,50083
1645401600000,2022-02-21,UNIUSDT,9.35,9.76,8.5,8.53,2516924.768,23129301.261672,62136
1645315200000,2022-02-20,UNIUSDT,10.02,10.05,9.18,9.35,1500266.051,14183379.686149,43603
1645228800000,2022-02-19,UNIUSDT,10.16,10.42,9.75,10.03,1056382.64,10613457.6741,33465
1645142400000,2022-02-18,UNIUSDT,10.41,10.7,10.04,10.16,1370733.24,14232283.923,45260
1645056000000,2022-02-17,UNIUSDT,11.23,11.38,10.22,10.4,1492563.74,16119565.4251,54798
1644969600000,2022-02-16,UNIUSDT,11.47,11.53,10.78,11.22,1491829.1,16674315.0766,56357
1644883200000,2022-02-15,UNIUSDT,10.61,11.53,10.6,11.47,1419334.1,15656851.2724,56697
1644796800000,2022-02-14,UNIUSDT,10.33,10.72,10.1,10.61,861079.98,8956692.1318,35874
1644710400000,2022-02-13,UNIUSDT,10.64,10.86,10.25,10.33,758608.08,8008466.177,31027
1644624000000,2022-02-12,UNIUSDT,10.65,10.98,10.4,10.65,1005286.41,10748565.9031,42153
1644537600000,2022-02-11,UNIUSDT,11.41,11.66,10.38,10.64,1308177.72,14648016.3784,57062
1644451200000,2022-02-10,UNIUSDT,12.32,12.35,11.33,11.41,2443921.95,28910234.7946,91113
1644364800000,2022-02-09,UNIUSDT,11.94,12.65,11.6,12.32,1725896.49,21077876.0302,65564
1644278400000,2022-02-08,UNIUSDT,12.37,13.0,11.5,11.94,3071005.14,37420879.2001,110977
1644192000000,2022-02-07,UNIUSDT,11.67,12.6,11.38,12.37,3428495.34,41336995.9807,121583
1644105600000,2022-02-06,UNIUSDT,11.25,11.73,11.01,11.67,1414908.03,16068450.5931,54721
1644019200000,2022-02-05,UNIUSDT,11.18,12.04,11.11,11.25,2268387.76,26140158.8517,95812
1643932800000,2022-02-04,UNIUSDT,10.4,11.5,10.32,11.18,2241922.29,24239227.731,85965
1643846400000,2022-02-03,UNIUSDT,10.51,10.59,9.97,10.41,1348397.8,13912493.6975,53563
1643760000000,2022-02-02,UNIUSDT,11.11,11.36,10.39,10.52,1659977.39,18122012.196,74099
1643673600000,2022-02-01,UNIUSDT,11.77,11.87,11.01,11.11,1723172.05,19631150.5301,74399
1643587200000,2022-01-31,UNIUSDT,10.79,11.9,10.29,11.77,1671188.24,18762199.2898,79365
1643500800000,2022-01-30,UNIUSDT,11.15,11.45,10.64,10.79,1062723.27,11754739.7823,49828
1643414400000,2022-01-29,UNIUSDT,10.66,11.24,10.57,11.16,1363190.07,14942679.5285,53978
1643328000000,2022-01-28,UNIUSDT,10.32,10.74,9.85,10.67,1332611.38,13702327.9922,53280
1643241600000,2022-01-27,UNIUSDT,10.59,10.92,9.89,10.32,2548189.29,26305496.5425,79612
1643155200000,2022-01-26,UNIUSDT,10.59,11.77,10.35,10.58,2025241.33,22289823.0505,88127
1643068800000,2022-01-25,UNIUSDT,10.69,10.94,10.32,10.58,1480467.38,15735867.9181,57906
1642982400000,2022-01-24,UNIUSDT,11.42,11.43,9.53,10.68,3978296.27,41014113.207956,133049
1642896000000,2022-01-23,UNIUSDT,11.14,11.93,10.82,11.42,2354356.17,26816986.4918,82282
1642809600000,2022-01-22,UNIUSDT,12.64,13.01,10.35,11.15,4555381.496,52771592.226402,169353
1642723200000,2022-01-21,UNIUSDT,14.45,14.67,12.31,12.64,2858141.448,38683886.027992,137900
1642636800000,2022-01-20,UNIUSDT,15.12,16.19,14.37,14.46,1317288.83,20225780.6107,68694
1642550400000,2022-01-19,UNIUSDT,15.97,16.23,15.1,15.11,1148456.18,17891367.3866,64014
1642464000000,2022-01-18,UNIUSDT,16.64,17.72,15.62,15.98,2159779.56,36176222.0144,119341
1642377600000,2022-01-17,UNIUSDT,17.83,17.96,16.23,16.63,1629800.43,27750362.9058,94812
1642291200000,2022-01-16,UNIUSDT,16.47,18.19,16.29,17.83,1883856.29,32609220.409,106352
1642204800000,2022-01-15,UNIUSDT,15.85,16.72,15.7,16.47,1097913.21,17952661.6198,59029
1642118400000,2022-01-14,UNIUSDT,15.46,15.96,15.13,15.86,959028.98,14939823.1389,49512
1642032000000,2022-01-13,UNIUSDT,16.29,16.59,15.39,15.45,1407495.12,22589036.5921,68086
1641945600000,2022-01-12,UNIUSDT,15.97,16.61,15.95,16.28,1250210.31,20389911.7503,56915
1641859200000,2022-01-11,UNIUSDT,15.12,16.32,14.98,15.96,1710488.91,26810435.0305,71692
1641772800000,2022-01-10,UNIUSDT,15.8,16.46,14.64,15.11,2523686.14,39110002.3532,119334
1641686400000,2022-01-09,UNIUSDT,14.93,16.3,14.81,15.8,1329527.16,20816332.9222,69883
1641600000000,2022-01-08,UNIUSDT,15.77,16.2,14.53,14.92,1535850.86,23777976.5359,72935
1641513600000,2022-01-07,UNIUSDT,17.07,17.16,15.23,15.76,2769810.35,44066666.1819,123749
1641427200000,2022-01-06,UNIUSDT,17.12,17.26,16.08,17.06,2682869.44,44852431.3596,118991
1641340800000,2022-01-05,UNIUSDT,18.21,19.87,16.31,17.11,4464972.53,82911399.7074,229422
1641254400000,2022-01-04,UNIUSDT,18.47,19.15,17.68,18.21,2349174.13,43352647.4968,133968
1641168000000,2022-01-03,UNIUSDT,18.39,19.18,17.84,18.46,2377836.01,44064914.4538,127860
1641081600000,2022-01-02,UNIUSDT,17.48,18.5,17.04,18.4,1239824.76,21904556.026,75655
1640995200000,2022-01-01,UNIUSDT,17.01,17.57,16.79,17.48,1236062.74,21240028.5665,62820
1640908800000,2021-12-31,UNIUSDT,17.8,18.65,16.77,17.0,2203063.81,39591873.721,122756
1640822400000,2021-12-30,UNIUSDT,17.12,17.91,16.71,17.8,1609634.43,27851540.6334,86583
1640736000000,2021-12-29,UNIUSDT,18.4,19.5,16.87,17.13,3638665.39,67282289.634,174632
1640649600000,2021-12-28,UNIUSDT,19.13,19.92,17.72,18.39,4013857.2,74420059.9643,211790
1640563200000,2021-12-27,UNIUSDT,18.65,20.07,18.53,19.12,2679326.94,51801075.554,172795
1640476800000,2021-12-26,UNIUSDT,17.47,18.79,16.71,18.66,1838091.86,32351244.1732,126436
1640390400000,2021-12-25,UNIUSDT,17.51,17.84,17.07,17.46,1217142.43,21264465.179,62952
1640304000000,2021-12-24,UNIUSDT,18.18,18.29,17.23,17.49,2296234.01,40939896.8448,128084
1640217600000,2021-12-23,UNIUSDT,16.22,18.26,15.92,18.17,4136178.14,70511842.5592,215392
1640131200000,2021-12-22,UNIUSDT,15.05,18.0,14.96,16.23,2472751.55,38622587.8692,132651
1640044800000,2021-12-21,UNIUSDT,14.51,15.1,14.31,15.05,1098347.03,16250791.2962,54243
1639958400000,2021-12-20,UNIUSDT,14.96,15.17,13.96,14.51,1821301.19,26319450.1363,81528
1639872000000,2021-12-19,UNIUSDT,15.57,15.97,14.83,14.97,1589950.01,24374674.0497,69181
1639785600000,2021-12-18,UNIUSDT,14.97,16.1,14.67,15.56,2701601.97,41690120.0717,117093
1639699200000,2021-12-17,UNIUSDT,14.41,15.1,13.67,14.97,1789860.25,25718173.7192,83730
1639612800000,2021-12-16,UNIUSDT,15.19,15.37,14.34,14.42,2163655.41,32383612.3345,79856
1639526400000,2021-12-15,UNIUSDT,14.98,15.52,14.15,15.19,2194474.09,32849047.0154,91824
1639440000000,2021-12-14,UNIUSDT,14.16,15.08,13.91,15.0,1352106.29,19550018.7233,65865
1639353600000,2021-12-13,UNIUSDT,16.0,16.09,13.76,14.16,1984501.11,29376105.485,86970
1639267200000,2021-12-12,UNIUSDT,15.9,16.19,15.27,16.0,991330.38,15667493.1451,45393
1639180800000,2021-12-11,UNIUSDT,15.14,16.74,14.94,15.9,1949767.09,31052432.8031,84684
1639094400000,2021-12-10,UNIUSDT,16.17,16.53,15.09,15.15,2357332.34,37374061.447,91483
1639008000000,2021-12-09,UNIUSDT,18.73,18.77,16.11,16.17,2103223.72,36150956.0699,97985
1638921600000,2021-12-08,UNIUSDT,17.15,18.75,16.96,18.73,2080951.57,37117659.9643,122521
1638835200000,2021-12-07,UNIUSDT,17.3,17.66,16.92,17.14,1715523.25,29585894.228,75640
1638748800000,2021-12-06,UNIUSDT,16.54,17.5,15.17,17.3,2275551.62,36815379.3563,115439
1638662400000,2021-12-05,UNIUSDT,17.18,17.48,15.88,16.53,2258446.65,37661371.253,97341
1638576000000,2021-12-04,UNIUSDT,19.95,20.03,13.18,17.19,7587852.105,124681083.421434,326772
1638489600000,2021-12-03,UNIUSDT,22.41,23.03,19.26,19.96,2887521.15,61797410.8206,195960
1638403200000,2021-12-02,UNIUSDT,20.95,23.05,20.51,22.44,4262256.77,94675961.7755,307183
1638316800000,2021-12-01,UNIUSDT,21.25,22.3,20.77,20.95,1865023.7,40565836.8622,160965
1638230400000,2021-11-30,UNIUSDT,20.26,21.48,19.55,21.25,1697883.41,35097353.4569,142548
1638144000000,2021-11-29,UNIUSDT,20.12,20.48,19.6,20.26,1139685.58,22871960.5774,69388
1638057600000,2021-11-28,UNIUSDT,19.49,20.26,18.47,20.12,1453479.11,27958906.047,89408
1637971200000,2021-11-27,UNIUSDT,19.25,20.16,19.22,19.49,837834.92,16534273.5129,63144
1637884800000,2021-11-26,UNIUSDT,21.4,21.45,18.71,19.27,1957267.01,38380095.389,133749
1637798400000,2021-11-25,UNIUSDT,20.8,21.65,20.57,21.39,1388461.25,29341703.8005,88210
1637712000000,2021-11-24,UNIUSDT,22.21,22.31,20.53,20.8,1368958.45,29208907.5092,100646
1637625600000,2021-11-23,UNIUSDT,20.96,22.34,20.76,22.2,1361092.98,29359585.5949,115039
1637539200000,2021-11-22,UNIUSDT,21.62,22.31,20.72,20.95,1865975.43,40036679.995,146707
1637452800000,2021-11-21,UNIUSDT,22.03,22.17,21.38,21.62,896799.46,19509170.8153,76086
1637366400000,2021-11-20,UNIUSDT,21.2,22.03,20.92,22.02,1230995.19,26336671.9874,99399
1637280000000,2021-11-19,UNIUSDT,20.09,21.31,19.77,21.2,1248029.43,25785521.3837,77075
1637193600000,2021-11-18,UNIUSDT,21.86,22.25,19.57,20.09,2178936.56,45478382.9519,134144
1637107200000,2021-11-17,UNIUSDT,21.69,21.95,21.04,21.88,1684296.15,36381208.7167,113369
1637020800000,2021-11-16,UNIUSDT,24.0,24.0,20.34,21.68,4692657.9,103447119.6946,289089
