https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LINK,Volume USD
1684800000,2023-05-23 00:00:00,LINK/USD,6.54,6.63,6.48,6.51,11468.87025111,74662.3453347261
1684713600,2023-05-22 00:00:00,LINK/USD,6.42,6.60,6.34,6.53,14860.66142394,97040.11909832821
1684627200,2023-05-21 00:00:00,LINK/USD,6.51,6.54,6.36,6.43,18535.76774448,119184.98659700638
1684540800,2023-05-20 00:00:00,LINK/USD,6.51,6.54,6.48,6.51,4413.10155470,28729.291121096998
1684454400,2023-05-19 00:00:00,LINK/USD,6.52,6.55,6.47,6.51,9946.93148998,64754.52399976979
1684368000,2023-05-18 00:00:00,LINK/USD,6.76,6.76,6.44,6.54,38249.98825944,250154.92321673757
1684281600,2023-05-17 00:00:00,LINK/USD,6.65,6.80,6.56,6.76,22512.57920943,152185.0354557468
1684195200,2023-05-16 00:00:00,LINK/USD,6.64,6.72,6.56,6.66,20585.99232498,137102.70888436682
1684108800,2023-05-15 00:00:00,LINK/USD,6.55,6.71,6.47,6.64,16130.87594503,107109.0162749992
1684022400,2023-05-14 00:00:00,LINK/USD,6.49,6.61,6.45,6.54,6382.00234499,41738.2953362346
1683936000,2023-05-13 00:00:00,LINK/USD,6.60,6.63,6.48,6.50,3013.99973123,19590.998252995
