https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USDT,tradecount
1653696000000,2022-05-28,LTCUSDT,61.6,64.0,61.3,63.0,336506.622,21113190.1241,38679
1653609600000,2022-05-27,LTCUSDT,63.4,64.1,60.9,61.6,739704.085,46191185.5631,80053
1653523200000,2022-05-26,LTCUSDT,68.2,68.9,60.4,63.5,730443.128,46950352.3473,76407
1653436800000,2022-05-25,LTCUSDT,70.3,71.7,67.9,68.2,414049.811,28692099.7793,50965
1653350400000,2022-05-24,LTCUSDT,69.0,70.8,67.0,70.2,492877.962,34106232.6075,65839
1653264000000,2022-05-23,LTCUSDT,71.6,74.0,68.3,69.1,613835.768,43935236.7129,78135
1653177600000,2022-05-22,LTCUSDT,69.8,72.6,69.4,71.7,290794.185,20705466.6139,39400
1653091200000,2022-05-21,LTCUSDT,68.6,70.7,67.9,69.8,274675.04,19073308.2698,37804
1653004800000,2022-05-20,LTCUSDT,72.1,73.5,66.7,68.6,755303.038,52665391.8079,86663
1652918400000,2022-05-19,LTCUSDT,65.9,72.7,64.6,72.1,690029.823,47612565.5462,89205
1652832000000,2022-05-18,LTCUSDT,73.1,74.4,65.7,66.0,701726.501,48778844.3157,91515
1652745600000,2022-05-17,LTCUSDT,67.2,73.9,67.1,73.2,639716.3,45399826.3005,87587
1652659200000,2022-05-16,LTCUSDT,71.5,71.6,64.9,67.3,577142.751,38763543.749,77970
1652572800000,2022-05-15,LTCUSDT,68.8,71.8,65.9,71.6,508046.555,34770176.7869,68165
1652486400000,2022-05-14,LTCUSDT,67.8,70.3,64.2,68.9,556982.007,37397191.7505,78273
1652400000000,2022-05-13,LTCUSDT,64.4,73.2,63.2,67.9,1132719.666,78702634.7715,135558
1652313600000,2022-05-12,LTCUSDT,66.7,69.9,54.4,64.5,2076325.53921,128073010.0872073,260361
1652227200000,2022-05-11,LTCUSDT,80.1,82.8,64.2,66.6,2156656.19047,160599149.8843953,244446
1652140800000,2022-05-10,LTCUSDT,76.2,85.0,73.3,80.2,1335840.74274,106955429.216176,171078
1652054400000,2022-05-09,LTCUSDT,93.8,94.9,75.2,76.2,1075917.38183,90805313.6444129,154330
1651968000000,2022-05-08,LTCUSDT,94.3,95.8,91.5,93.9,441180.21,41242686.1644,69508
1651881600000,2022-05-07,LTCUSDT,96.7,97.4,92.6,94.3,298037.215,28514206.6194,49389
1651795200000,2022-05-06,LTCUSDT,96.8,98.4,92.9,96.7,494007.711,47414482.9426,82469
1651708800000,2022-05-05,LTCUSDT,106.3,106.9,94.8,96.8,586614.195,58837204.1368,102432
1651622400000,2022-05-04,LTCUSDT,99.3,107.1,99.0,106.3,475753.421,49031775.2604,85432
1651536000000,2022-05-03,LTCUSDT,100.7,101.4,97.4,99.4,307980.668,30784594.2034,52421
1651449600000,2022-05-02,LTCUSDT,99.3,101.9,98.3,100.7,330388.68,33033440.2501,56631
1651363200000,2022-05-01,LTCUSDT,95.9,100.0,94.4,99.3,295463.925,28780882.3112,53743
1651276800000,2022-04-30,LTCUSDT,100.3,101.6,93.5,95.8,343937.913,33938296.3876,58217
1651190400000,2022-04-29,LTCUSDT,103.3,104.5,98.4,100.4,394065.385,39856752.5465,68460
1651104000000,2022-04-28,LTCUSDT,100.6,105.8,99.7,103.3,543891.391,55551406.2732,81507
1651017600000,2022-04-27,LTCUSDT,98.6,102.0,97.7,100.5,295862.61,29614413.7469,56245
1650931200000,2022-04-26,LTCUSDT,104.6,105.4,96.3,98.6,370089.57,37650909.2033,66716
1650844800000,2022-04-25,LTCUSDT,104.6,104.9,98.3,104.6,464513.108,47191487.1271,77161
1650758400000,2022-04-24,LTCUSDT,105.2,105.9,103.5,104.6,188484.103,19754621.9896,37022
1650672000000,2022-04-23,LTCUSDT,105.4,107.2,104.4,105.1,151820.201,16105353.4593,35654
1650585600000,2022-04-22,LTCUSDT,106.8,108.7,104.7,105.4,307003.595,32866235.4761,55003
1650499200000,2022-04-21,LTCUSDT,111.9,114.5,105.4,106.8,374445.22,41592571.9631,70993
1650412800000,2022-04-20,LTCUSDT,113.8,114.2,110.7,111.9,317572.869,35699408.6602,60619
1650326400000,2022-04-19,LTCUSDT,111.3,114.2,110.6,113.8,267982.503,30065024.3289,57327
1650240000000,2022-04-18,LTCUSDT,108.8,111.5,105.2,111.3,433957.577,46807603.8617,68148
1650153600000,2022-04-17,LTCUSDT,114.3,115.1,108.2,108.8,275657.857,31058754.5692,51536
1650067200000,2022-04-16,LTCUSDT,111.0,114.9,110.1,114.3,256441.818,28781162.2526,50115
1649980800000,2022-04-15,LTCUSDT,107.3,112.9,107.0,111.0,303062.025,33513216.8892,57270
1649894400000,2022-04-14,LTCUSDT,110.6,112.4,105.9,107.3,323593.487,35265161.0566,56538
1649808000000,2022-04-13,LTCUSDT,104.9,110.8,103.9,110.5,389766.945,42071491.6931,71509
1649721600000,2022-04-12,LTCUSDT,102.5,105.8,101.7,104.8,298962.751,31062167.4041,60340
1649635200000,2022-04-11,LTCUSDT,110.3,110.7,101.8,102.4,440456.851,46593421.7785,82493
1649548800000,2022-04-10,LTCUSDT,112.7,114.5,110.0,110.3,201089.865,22626041.2357,45274
1649462400000,2022-04-09,LTCUSDT,110.7,113.0,110.0,112.7,192659.628,21464020.9253,42130
1649376000000,2022-04-08,LTCUSDT,114.0,115.3,109.6,110.7,361955.502,40979150.2351,73798
1649289600000,2022-04-07,LTCUSDT,111.6,115.0,110.1,114.1,302722.598,34242742.7388,63737
1649203200000,2022-04-06,LTCUSDT,122.8,123.2,111.4,111.7,609814.446,71461742.4465,116507
1649116800000,2022-04-05,LTCUSDT,124.8,127.3,122.5,122.7,266800.707,33319919.9394,59272
1649030400000,2022-04-04,LTCUSDT,128.8,128.9,121.2,124.8,459946.591,57331197.0139,89264
1648944000000,2022-04-03,LTCUSDT,124.9,129.5,123.6,128.7,304078.019,38542464.3452,72138
1648857600000,2022-04-02,LTCUSDT,124.8,128.3,123.5,124.8,446188.67,56300292.0541,92441
1648771200000,2022-04-01,LTCUSDT,123.9,126.4,119.1,124.8,459214.201,56578287.7728,96660
1648684800000,2022-03-31,LTCUSDT,131.1,132.9,121.1,123.8,925439.976,117415876.0708,165734
1648598400000,2022-03-30,LTCUSDT,130.0,134.1,125.8,131.1,469285.075,61290275.3357,113830
1648512000000,2022-03-29,LTCUSDT,127.6,132.0,127.0,130.1,402240.888,52122445.0861,93018
1648425600000,2022-03-28,LTCUSDT,129.7,132.6,126.7,127.6,485087.181,63427481.586,115694
1648339200000,2022-03-27,LTCUSDT,124.8,129.8,123.2,129.7,360946.115,45525649.2539,87042
1648252800000,2022-03-26,LTCUSDT,124.0,125.6,121.9,124.8,222339.521,27547807.8954,54400
1648166400000,2022-03-25,LTCUSDT,126.4,127.3,121.5,123.9,388911.114,48635050.6202,90860
1648080000000,2022-03-24,LTCUSDT,122.5,127.7,120.0,126.5,494673.517,61177615.6988,112977
1647993600000,2022-03-23,LTCUSDT,122.7,124.5,118.5,122.4,404116.575,48865241.8013,91626
1647907200000,2022-03-22,LTCUSDT,116.1,123.7,115.6,122.7,613158.765,73997003.7879,130875
1647820800000,2022-03-21,LTCUSDT,114.9,116.8,113.1,116.0,414783.622,47735273.588,75476
1647734400000,2022-03-20,LTCUSDT,116.8,118.5,111.3,114.9,456736.029,52366931.9051,86233
1647648000000,2022-03-19,LTCUSDT,111.8,117.3,111.4,116.8,455077.798,51624315.6948,76056
1647561600000,2022-03-18,LTCUSDT,110.2,113.0,107.7,111.9,362061.811,39952210.6632,63255
1647475200000,2022-03-17,LTCUSDT,111.3,111.7,108.5,110.2,315598.565,34775865.187,57496
1647388800000,2022-03-16,LTCUSDT,106.9,112.2,105.6,111.4,627565.504,68133199.1295,119038
1647302400000,2022-03-15,LTCUSDT,105.5,108.6,102.4,106.8,455884.752,48097564.7259,79734
1647216000000,2022-03-14,LTCUSDT,101.7,106.4,100.8,105.6,461259.961,47902773.1175,86211
1647129600000,2022-03-13,LTCUSDT,105.5,107.4,101.0,101.7,267778.849,28038489.8458,58024
1647043200000,2022-03-12,LTCUSDT,104.6,108.0,104.5,105.6,273690.902,29034015.0906,58957
1646956800000,2022-03-11,LTCUSDT,102.6,107.0,99.6,104.6,462322.473,47911162.6248,87955
1646870400000,2022-03-10,LTCUSDT,106.9,107.1,99.5,102.5,544448.846,55842763.5875,98671
1646784000000,2022-03-09,LTCUSDT,100.8,109.3,100.4,106.9,548748.759,58288002.1566,106394
1646697600000,2022-03-08,LTCUSDT,98.3,102.6,97.8,100.7,489539.231,49167183.0775,90845
1646611200000,2022-03-07,LTCUSDT,101.1,103.9,96.2,98.4,518690.842,51890085.1185,101187
1646524800000,2022-03-06,LTCUSDT,104.9,106.0,100.6,101.1,312844.282,32298062.1464,74773
1646438400000,2022-03-05,LTCUSDT,101.0,105.4,99.4,104.9,298763.798,30659201.6284,63042
1646352000000,2022-03-04,LTCUSDT,111.7,112.7,99.0,101.0,635993.785,67300008.6318,116519
1646265600000,2022-03-03,LTCUSDT,110.3,113.0,107.9,111.7,638112.361,70741338.9202,110468
1646179200000,2022-03-02,LTCUSDT,112.5,114.7,109.1,110.3,513465.217,57357362.6786,104563
1646092800000,2022-03-01,LTCUSDT,113.7,116.0,109.4,112.5,601477.274,67746418.444,125001
1646006400000,2022-02-28,LTCUSDT,102.9,113.9,101.2,113.7,574622.74,61304491.8012,113098
1645920000000,2022-02-27,LTCUSDT,108.1,110.2,101.1,102.9,417924.626,44260691.3584,85785
1645833600000,2022-02-26,LTCUSDT,109.2,115.0,106.6,108.2,456598.44,50384457.7545,87279
1645747200000,2022-02-25,LTCUSDT,104.2,110.7,101.5,109.2,604602.878,63749774.8699,102495
1645660800000,2022-02-24,LTCUSDT,105.3,111.0,90.0,104.1,1288797.47718,126673943.9984597,208770
1645574400000,2022-02-23,LTCUSDT,107.4,111.5,104.9,105.4,432495.97,46926473.0808,81927
1645488000000,2022-02-22,LTCUSDT,102.7,107.9,100.2,107.4,537388.743,55907200.3844,89509
1645401600000,2022-02-21,LTCUSDT,110.6,114.5,102.0,102.8,631230.777,69230266.9777,126976
1645315200000,2022-02-20,LTCUSDT,115.5,115.8,108.4,110.6,468241.931,51881763.9404,86952
1645228800000,2022-02-19,LTCUSDT,114.9,117.2,113.0,115.5,361933.434,41745042.79,71126
1645142400000,2022-02-18,LTCUSDT,116.3,123.6,114.1,114.9,686552.347,81135471.4649,131631
1645056000000,2022-02-17,LTCUSDT,127.8,129.0,114.8,116.3,535445.236,65410011.7566,107541
1644969600000,2022-02-16,LTCUSDT,131.6,131.8,125.4,127.7,325088.116,41742888.5302,82753
1644883200000,2022-02-15,LTCUSDT,124.6,132.6,123.9,131.5,372015.055,48211845.5129,94771
1644796800000,2022-02-14,LTCUSDT,125.6,127.0,121.4,124.6,311463.001,38694309.5128,80407
1644710400000,2022-02-13,LTCUSDT,126.7,128.9,123.5,125.6,261891.161,33078037.6212,66008
1644624000000,2022-02-12,LTCUSDT,125.6,127.6,120.8,126.7,328295.304,40919324.5828,85358
1644537600000,2022-02-11,LTCUSDT,134.5,134.8,124.8,125.6,536508.563,70466834.063,129933
1644451200000,2022-02-10,LTCUSDT,140.0,143.8,134.0,134.6,722895.221,100340243.7827,188869
1644364800000,2022-02-09,LTCUSDT,133.6,141.0,132.0,140.1,615072.437,84741693.6644,147776
1644278400000,2022-02-08,LTCUSDT,137.4,142.9,130.4,133.7,974024.21,132891819.2365,238817
1644192000000,2022-02-07,LTCUSDT,127.5,139.9,125.0,137.4,694509.795,92105249.6786,185910
1644105600000,2022-02-06,LTCUSDT,121.8,128.0,120.5,127.6,415141.018,51542305.8607,108071
1644019200000,2022-02-05,LTCUSDT,121.3,123.8,118.8,121.7,442597.015,53774959.8168,115713
1643932800000,2022-02-04,LTCUSDT,110.9,121.5,108.7,121.3,649501.138,74351265.4302,143781
1643846400000,2022-02-03,LTCUSDT,108.3,111.1,105.4,111.0,380748.903,41132466.1185,81522
1643760000000,2022-02-02,LTCUSDT,115.1,116.0,107.3,108.3,512026.267,57495574.7136,107790
1643673600000,2022-02-01,LTCUSDT,109.4,116.9,108.2,115.0,597661.679,66796954.7952,124770
1643587200000,2022-01-31,LTCUSDT,108.5,111.3,104.3,109.5,447814.467,48109443.4869,95978
1643500800000,2022-01-30,LTCUSDT,110.9,112.2,107.0,108.6,276376.291,30340456.354,70578
1643414400000,2022-01-29,LTCUSDT,109.5,112.4,107.5,110.8,345775.899,37997380.4202,77714
1643328000000,2022-01-28,LTCUSDT,106.8,110.0,105.2,109.4,463842.238,49790123.0935,94096
1643241600000,2022-01-27,LTCUSDT,107.0,110.0,102.8,106.9,563991.766,60013921.5619,114479
1643155200000,2022-01-26,LTCUSDT,107.9,116.5,104.6,106.9,774954.382,85331363.8692,160638
1643068800000,2022-01-25,LTCUSDT,109.6,109.9,105.1,107.8,589373.563,63516664.0674,122810
1642982400000,2022-01-24,LTCUSDT,112.3,112.3,97.5,109.5,1098206.519,113950869.2282,209267
1642896000000,2022-01-23,LTCUSDT,108.4,112.8,105.6,112.3,588082.317,63983936.7643,135293
1642809600000,2022-01-22,LTCUSDT,114.5,117.0,96.3,108.4,1345786.1907,144289988.675799,295547
1642723200000,2022-01-21,LTCUSDT,129.6,131.1,109.8,114.5,1024703.15234,123808200.9253654,240712
1642636800000,2022-01-20,LTCUSDT,136.2,142.9,128.8,129.7,404805.365,55766928.6231,115355
1642550400000,2022-01-19,LTCUSDT,141.4,143.0,133.2,136.2,437642.165,59855431.9064,118375
1642464000000,2022-01-18,LTCUSDT,151.1,153.4,138.6,141.5,605404.359,87107198.8397,161058
1642377600000,2022-01-17,LTCUSDT,146.4,153.9,144.1,151.2,809014.895,120962062.7796,225768
1642291200000,2022-01-16,LTCUSDT,147.6,149.0,143.2,146.4,323952.665,47287761.5219,89758
1642204800000,2022-01-15,LTCUSDT,144.7,150.7,144.0,147.7,461786.036,68234093.5595,126411
1642118400000,2022-01-14,LTCUSDT,136.7,146.7,135.8,144.7,588107.752,83337246.4487,143988
1642032000000,2022-01-13,LTCUSDT,142.0,142.4,134.6,136.7,462389.154,63884795.9332,119269
1641945600000,2022-01-12,LTCUSDT,131.6,142.3,130.8,141.9,387745.567,52843604.3844,114015
1641859200000,2022-01-11,LTCUSDT,126.6,133.5,125.7,131.6,396300.22,51358756.3249,98375
1641772800000,2022-01-10,LTCUSDT,130.8,131.5,120.7,126.5,621002.30603,78374235.1079836,139018
1641686400000,2022-01-09,LTCUSDT,129.4,132.6,127.7,130.9,321828.343,41975958.0877,81126
1641600000000,2022-01-08,LTCUSDT,131.4,134.8,124.8,129.4,450291.35478,58767538.4008487,120442
1641513600000,2022-01-07,LTCUSDT,135.9,136.5,125.9,131.4,733975.31191,96720732.5891626,188649
1641427200000,2022-01-06,LTCUSDT,135.3,138.1,132.4,135.9,531427.357,71938065.6187,131399
1641340800000,2022-01-05,LTCUSDT,146.5,150.0,129.8,135.4,601964.057,85762767.2411,179121
1641254400000,2022-01-04,LTCUSDT,148.4,151.7,145.2,146.5,331705.663,49331426.6989,102746
1641168000000,2022-01-03,LTCUSDT,151.1,151.2,146.0,148.5,291038.873,43407161.3608,98334
1641081600000,2022-01-02,LTCUSDT,150.8,153.4,147.8,151.2,228350.087,34351559.7419,76697
1640995200000,2022-01-01,LTCUSDT,146.2,151.0,146.1,150.8,225155.54,33479057.5221,71058
1640908800000,2021-12-31,LTCUSDT,147.9,152.7,143.7,146.3,344892.41,51199866.6548,109825
1640822400000,2021-12-30,LTCUSDT,145.5,150.0,142.7,148.0,318121.046,46772529.0142,89290
1640736000000,2021-12-29,LTCUSDT,145.6,151.0,143.9,145.5,444947.628,65838630.9247,123757
1640649600000,2021-12-28,LTCUSDT,155.9,156.0,144.5,145.7,679901.014,102064945.0072,176380
1640563200000,2021-12-27,LTCUSDT,155.8,161.3,154.4,155.9,463944.984,73323596.7208,137691
1640476800000,2021-12-26,LTCUSDT,157.8,158.4,152.6,155.7,887961.059,137926395.7056,189278
1640390400000,2021-12-25,LTCUSDT,161.2,163.6,157.3,157.8,456068.094,73267865.9072,107574
1640304000000,2021-12-24,LTCUSDT,163.6,166.8,160.1,161.2,410835.441,67167600.745,130945
1640217600000,2021-12-23,LTCUSDT,155.4,165.2,153.0,163.6,521673.021,82928184.3903,158956
1640131200000,2021-12-22,LTCUSDT,154.8,160.2,152.9,155.4,414964.85,64939175.3963,135642
1640044800000,2021-12-21,LTCUSDT,152.7,156.4,149.1,154.7,375493.205,57592242.2859,116971
1639958400000,2021-12-20,LTCUSDT,153.2,157.4,145.2,152.6,550918.769,83033544.9229,167266
1639872000000,2021-12-19,LTCUSDT,148.6,161.1,147.6,153.2,738406.682,114153907.2822,185920
1639785600000,2021-12-18,LTCUSDT,144.1,150.3,142.8,148.6,300448.219,44331088.4219,97325
1639699200000,2021-12-17,LTCUSDT,148.9,150.3,141.2,144.1,472455.023,69220576.7976,148515
1639612800000,2021-12-16,LTCUSDT,153.5,156.7,148.5,148.9,434853.361,66670043.8163,129930
1639526400000,2021-12-15,LTCUSDT,150.3,155.0,141.7,153.6,611833.278,91447343.3403,190593
1639440000000,2021-12-14,LTCUSDT,144.6,151.9,142.9,150.4,511641.769,75616666.3361,168947
1639353600000,2021-12-13,LTCUSDT,158.9,159.9,142.7,144.6,628722.159,94940352.5681,177278
1639267200000,2021-12-12,LTCUSDT,158.0,162.9,153.2,159.0,382460.669,60315415.8381,109609
1639180800000,2021-12-11,LTCUSDT,148.4,159.5,145.7,158.0,558649.677,86140097.8902,143677
1639094400000,2021-12-10,LTCUSDT,151.4,159.8,147.5,148.3,704610.428,107815013.6248,172247
1639008000000,2021-12-09,LTCUSDT,165.2,167.1,151.1,151.3,648228.982,102345205.1354,169131
1638921600000,2021-12-08,LTCUSDT,161.8,170.3,155.8,165.1,890527.252,145257241.2209,216193
1638835200000,2021-12-07,LTCUSDT,161.3,165.8,158.2,161.8,672241.01,108575445.0966,183660
1638748800000,2021-12-06,LTCUSDT,156.3,164.5,141.3,161.3,1097434.113,164472107.1477,249060
1638662400000,2021-12-05,LTCUSDT,162.7,165.0,148.0,156.3,1075867.598,168034594.2961,248262
1638576000000,2021-12-04,LTCUSDT,188.0,189.3,129.3,162.7,2758066.76925,430175287.17576414,577143
1638489600000,2021-12-03,LTCUSDT,203.5,208.1,179.3,188.0,825086.4,161401372.4958,260547
1638403200000,2021-12-02,LTCUSDT,208.7,210.1,199.9,203.5,562121.73,114943226.9878,187258
1638316800000,2021-12-01,LTCUSDT,207.8,217.8,205.1,208.8,674057.314,142795136.8794,209245
1638230400000,2021-11-30,LTCUSDT,205.5,219.9,197.4,207.8,1032919.457,215010598.694,322903
1638144000000,2021-11-29,LTCUSDT,199.5,209.5,194.9,205.5,810923.688,163787693.9557,227226
1638057600000,2021-11-28,LTCUSDT,195.0,199.9,182.0,199.5,723846.344,137946609.3333,192383
1637971200000,2021-11-27,LTCUSDT,195.7,201.0,190.6,195.1,524367.982,103233598.0005,156659
1637884800000,2021-11-26,LTCUSDT,223.0,224.9,190.0,195.7,1536691.461,307420496.6228,437470
1637798400000,2021-11-25,LTCUSDT,212.2,229.8,210.7,222.9,892094.61,197840663.6525,288169
1637712000000,2021-11-24,LTCUSDT,216.2,217.7,205.9,212.2,586526.86,123647612.4483,189606
1637625600000,2021-11-23,LTCUSDT,209.1,218.8,205.1,216.2,709895.649,149838005.8464,212316
1637539200000,2021-11-22,LTCUSDT,221.2,221.7,205.2,209.1,865031.634,184972331.9398,240554
1637452800000,2021-11-21,LTCUSDT,226.8,230.8,219.6,221.1,698329.313,156766613.2712,206097
1637366400000,2021-11-20,LTCUSDT,217.9,227.8,212.4,226.8,841347.754,186040012.5484,278042
1637280000000,2021-11-19,LTCUSDT,204.1,221.3,199.5,217.9,1040819.801,219957203.1715,299488
1637193600000,2021-11-18,LTCUSDT,229.6,232.4,199.4,204.2,1689641.574,362559775.049,417681
1637107200000,2021-11-17,LTCUSDT,230.4,235.4,217.6,229.6,1422751.183,324060464.2185,348559
1637020800000,2021-11-16,LTCUSDT,263.0,263.3,222.5,230.2,2396155.13,575835892.2584,790004
1636934400000,2021-11-15,LTCUSDT,279.3,281.5,259.0,263.0,1155933.609,312897146.7494,463687
1636848000000,2021-11-14,LTCUSDT,257.7,279.7,248.4,279.3,1358747.997,356511979.1264,498337
1636761600000,2021-11-13,LTCUSDT,251.1,264.2,245.2,257.7,1167201.211,295930996.2662,387911
1636675200000,2021-11-12,LTCUSDT,262.2,282.7,243.7,251.2,2414623.352,636618307.4809,785094
1636588800000,2021-11-11,LTCUSDT,260.3,274.2,250.5,262.3,1666490.106,436992713.8862,609450
1636502400000,2021-11-10,LTCUSDT,262.0,295.7,251.6,260.4,3733558.8607,1027166414.2170992,1471691
1636416000000,2021-11-09,LTCUSDT,229.0,274.6,226.5,262.0,3256268.81184,830585795.1065484,1299197
1636329600000,2021-11-08,LTCUSDT,202.1,229.7,202.0,229.0,1380080.247,299667456.992,589935
1636243200000,2021-11-07,LTCUSDT,197.6,202.1,196.9,202.0,351383.08,70064882.6889,119484
1636156800000,2021-11-06,LTCUSDT,198.9,201.1,191.0,197.6,420636.051,82377992.1963,150287
1636070400000,2021-11-05,LTCUSDT,202.6,203.3,196.7,198.9,454701.028,90965420.0931,156790
1635984000000,2021-11-04,LTCUSDT,207.3,207.3,196.1,202.6,592543.494,119417154.6377,209962
1635897600000,2021-11-03,LTCUSDT,200.9,209.3,197.4,207.3,839855.941,171071614.8041,350887
1635811200000,2021-11-02,LTCUSDT,197.6,204.9,195.1,200.9,589454.742,117904274.5188,234997
1635724800000,2021-11-01,LTCUSDT,191.9,201.2,187.8,197.6,656176.592,127154969.2596,254885
1635638400000,2021-10-31,LTCUSDT,190.2,195.2,186.7,191.9,514684.875,98184786.2762,158261
1635552000000,2021-10-30,LTCUSDT,196.7,197.3,186.6,190.2,415371.62,79709873.3519,139763
1635465600000,2021-10-29,LTCUSDT,189.8,198.7,188.1,196.7,581094.6,112307310.5774,204785
1635379200000,2021-10-28,LTCUSDT,179.2,194.5,177.6,189.8,722390.735,134606102.6475,228824
1635292800000,2021-10-27,LTCUSDT,197.5,205.0,171.1,179.3,1380721.926,259457762.2993,451015
1635206400000,2021-10-26,LTCUSDT,195.5,199.4,190.3,197.6,571152.655,111116683.286,210054
1635120000000,2021-10-25,LTCUSDT,190.4,197.4,189.6,195.5,435121.822,84716413.2221,127222
1635033600000,2021-10-24,LTCUSDT,196.3,199.9,185.2,190.4,568204.06,109098359.2349,172179
1634947200000,2021-10-23,LTCUSDT,191.0,198.0,188.7,196.3,413109.664,80163188.7776,132913
1634860800000,2021-10-22,LTCUSDT,196.8,201.5,187.9,191.0,731846.105,143275061.182,214426
1634774400000,2021-10-21,LTCUSDT,207.4,214.7,195.2,196.8,1129324.235,231341654.3586,365110
1634688000000,2021-10-20,LTCUSDT,188.8,209.4,185.6,207.3,1121684.82,222585184.1791606,393227
1634601600000,2021-10-19,LTCUSDT,185.5,191.6,183.1,188.8,598824.688,112333891.5991,190855
1634515200000,2021-10-18,LTCUSDT,183.8,187.6,178.5,185.6,591931.083,108947835.1919,170031
1634428800000,2021-10-17,LTCUSDT,186.0,188.1,176.4,183.7,475002.963,87262505.3058,135575
1634342400000,2021-10-16,LTCUSDT,189.7,192.6,185.0,186.0,576811.605,108844697.3458,151429
1634256000000,2021-10-15,LTCUSDT,181.3,193.0,176.4,189.6,1143344.438,211824402.5954,353728
1634169600000,2021-10-14,LTCUSDT,177.7,186.7,176.9,181.3,746399.181,135168993.4822,234484
1634083200000,2021-10-13,LTCUSDT,172.6,179.7,167.6,177.6,657952.562,114214446.173,190801
1633996800000,2021-10-12,LTCUSDT,179.2,179.2,166.3,172.6,708173.9,121699473.5302,167807
1633910400000,2021-10-11,LTCUSDT,174.8,185.4,172.0,179.1,679614.987,122327312.9136,219432
1633824000000,2021-10-10,LTCUSDT,179.9,184.0,174.0,174.8,559785.153,100526588.5123,162639
1633737600000,2021-10-09,LTCUSDT,175.9,182.9,174.4,179.9,445979.888,80065420.2238,119499
1633651200000,2021-10-08,LTCUSDT,178.6,183.4,174.4,175.9,697493.034,125125424.6659,183091
1633564800000,2021-10-07,LTCUSDT,178.5,187.0,173.4,178.6,866672.447,156304829.0457,267395
1633478400000,2021-10-06,LTCUSDT,173.7,183.0,163.8,178.5,967921.404,170174412.5194,330024
1633392000000,2021-10-05,LTCUSDT,167.5,175.4,166.6,173.8,622714.612,106632729.7082,186522
1633305600000,2021-10-04,LTCUSDT,170.5,170.9,161.3,167.5,586624.931,97383586.2245,152724
1633219200000,2021-10-03,LTCUSDT,168.9,175.0,165.7,170.5,437060.787,74333713.9009,167180
1633132800000,2021-10-02,LTCUSDT,166.1,172.8,164.4,168.9,427845.773,72335144.5985,148076
1633046400000,2021-10-01,LTCUSDT,153.2,168.1,151.1,166.2,701432.917,113134956.7649,255565
1632960000000,2021-09-30,LTCUSDT,144.8,154.5,143.9,153.3,505878.24,76383184.6256,167123
1632873600000,2021-09-29,LTCUSDT,140.5,150.4,139.7,144.7,505249.15568,73600932.012,152576
1632787200000,2021-09-28,LTCUSDT,145.0,149.0,140.0,140.6,551914.7719,80089909.9230395,167575
1632700800000,2021-09-27,LTCUSDT,150.7,154.9,144.8,145.0,463173.188,69894991.7023,149102
1632614400000,2021-09-26,LTCUSDT,150.9,153.4,141.9,150.7,837958.065,124574377.2929,193909
1632528000000,2021-09-25,LTCUSDT,152.0,155.9,148.8,151.0,622457.078,94774250.5753,171198
1632441600000,2021-09-24,LTCUSDT,163.9,166.6,141.6,152.1,1236046.28455,186237491.03192952,243188
1632355200000,2021-09-23,LTCUSDT,161.4,165.0,157.1,163.9,559513.522,90086135.1178,127218
1632268800000,2021-09-22,LTCUSDT,148.6,161.8,145.3,161.4,822665.566,127922221.5472,168617
1632182400000,2021-09-21,LTCUSDT,157.2,162.3,144.7,148.5,988169.63393,153601638.9977284,240425
1632096000000,2021-09-20,LTCUSDT,175.6,176.0,153.3,157.2,1300459.67767,210410849.2483622,311880
1632009600000,2021-09-19,LTCUSDT,181.3,181.7,172.5,175.6,364865.775,64752004.4224,106682
1631923200000,2021-09-18,LTCUSDT,180.0,185.8,177.9,181.4,372409.224,67815916.0014,108725
1631836800000,2021-09-17,LTCUSDT,185.2,190.5,177.5,180.0,566767.069,103829576.8488,177962
1631750400000,2021-09-16,LTCUSDT,189.1,195.4,181.5,185.2,935286.231,176852389.6626,297580
1631664000000,2021-09-15,LTCUSDT,183.0,192.1,179.6,189.0,745508.059,137697994.3308,213470
1631577600000,2021-09-14,LTCUSDT,179.4,189.0,176.1,183.1,1091279.997,197408757.0389,362174
1631491200000,2021-09-13,LTCUSDT,183.1,240.0,170.7,179.4,5437062.6741,1066384966.6003321,1344016
1631404800000,2021-09-12,LTCUSDT,178.6,186.2,175.1,183.0,564714.696,102330739.3083,166366
1631318400000,2021-09-11,LTCUSDT,174.1,186.2,173.4,178.6,551963.071,99706178.4928,155726
1631232000000,2021-09-10,LTCUSDT,180.5,187.4,170.7,174.1,721100.842,128840044.1667,198446
1631145600000,2021-09-09,LTCUSDT,179.7,188.6,176.5,180.5,896655.718,164129604.9424,225836
1631059200000,2021-09-08,LTCUSDT,178.4,189.0,169.3,179.7,1419232.641,255703914.0537,352790
1630972800000,2021-09-07,LTCUSDT,219.4,221.9,162.1,178.5,2026882.59263,390578821.46507186,581890
1630886400000,2021-09-06,LTCUSDT,232.2,232.3,214.8,219.4,1001710.493,224156141.383,313412
1630800000000,2021-09-05,LTCUSDT,212.0,232.56,210.5,232.2,1007949.97992,223656696.2409005,403469
