https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNB,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1700092800000,2023-11-16 00:00:00,BNB/USDT,253.68,255.51,240.24,242.54,8431688.69,33881.106144,4373691.42,17575.755141,118498,248.93
1700006400000,2023-11-15 00:00:00,BNB/USDT,242.31,254.25,242.09,253.61,8154172.71,32821.203866,4262877.99,17157.860707,112784,248.49
1699920000000,2023-11-14 00:00:00,BNB/USDT,240.66,248.38,235.17,242.2,8881112.73,36457.595076,4590311.61,18843.907176,123358,243.61
1699833600000,2023-11-13 00:00:00,BNB/USDT,247.63,250.78,240.55,240.71,2807569.4,11404.662161,1421122.81,5772.359259,38434,246.18
1699747200000,2023-11-12 00:00:00,BNB/USDT,251.78,253.84,246.9,247.63,8483066.79,33762.493445,4380687.17,17434.67948,111567,251.26
1699660800000,2023-11-11 00:00:00,BNB/USDT,255.11,256.53,248.07,251.8,8478995.48,33470.417714,4260370.89,16817.330308,113933,253.34
1699574400000,2023-11-10 00:00:00,BNB/USDT,251.43,278.8,248.27,255.76,7457538.51,29229.669564,3720356.41,14579.825575,103914,255.2
1699488000000,2023-11-09 00:00:00,BNB/USDT,246.57,255.82,240.19,251.43,6354466.23,25571.038197,3088058.73,12429.128282,88163,248.52
1699401600000,2023-11-08 00:00:00,BNB/USDT,246.13,248.45,244.24,246.6,4154508.69,16866.171705,2012792.62,8171.457455,54655,246.32
1699315200000,2023-11-07 00:00:00,BNB/USDT,255.2,255.66,242.51,246.15,5397827,21717.262708,2659183.57,10700.688777,72107,248.57
1699228800000,2023-11-06 00:00:00,BNB/USDT,243.83,255.68,241.41,255.11,5060632.15,20427.91109,2306894.9,9315.304535,67182,247.8
1699142400000,2023-11-05 00:00:00,BNB/USDT,237.19,245.15,236.04,243.81,4014681.11,16578.707142,1852217.34,7648.852391,55782,242.17
1699056000000,2023-11-04 00:00:00,BNB/USDT,230.1,238.49,229.19,237.04,4356911.06,18657.489695,2067452.94,8854.795592,56530,233.54
1698969600000,2023-11-03 00:00:00,BNB/USDT,231.81,232.42,225.71,230.22,6744638.01,29431.284272,3207211.93,13992.60251,85516,229.17
1698883200000,2023-11-02 00:00:00,BNB/USDT,228.04,233.56,227.47,231.73,6594644.3,28603.367251,3212091.13,13931.208498,90137,230.56
1698796800000,2023-11-01 00:00:00,BNB/USDT,226.22,229.47,222.54,227.91,5085608.25,22543.228788,2474304.63,10966.611121,69842,225.6
1698710400000,2023-10-31 00:00:00,BNB/USDT,228.06,229.35,223.87,226.28,9325777.17,41193.852101,5047962.93,22297.751863,121128,226.39
1698624000000,2023-10-30 00:00:00,BNB/USDT,226.94,229.08,225.59,228.07,1949279.65,8549.857504,1019014.41,4469.309858,13941,227.99
1698537600000,2023-10-29 00:00:00,BNB/USDT,225.43,228.03,223.67,226.99,1320146.52,5838.377454,611025.19,2702.386535,11680,226.11
1698451200000,2023-10-28 00:00:00,BNB/USDT,226.5,228.44,224.7,225.54,1153413.87,5093.713525,509079.98,2248.406557,15200,226.44
1698364800000,2023-10-27 00:00:00,BNB/USDT,223.47,231.3,219.86,224.61,1711416.33,7625.630381,774401.27,3450.259233,21472,224.44
1698278400000,2023-10-26 00:00:00,BNB/USDT,222.21,228.06,219.33,223.47,1844594.83,8242.643272,794761.44,3551.762879,24655,223.8
1698192000000,2023-10-25 00:00:00,BNB/USDT,225.08,229.05,221.86,222.26,1880750.84,8344.970528,848869.49,3765.761994,25315,225.38
1698105600000,2023-10-24 00:00:00,BNB/USDT,228.56,237.4,221.85,225.36,2023631.07,8851.666318,1043069.52,4562.490422,26347,228.65
1698019200000,2023-10-23 00:00:00,BNB/USDT,217.83,230.79,216.95,228.26,1578623.28,7140.200528,810038.5,3664.176782,21008,221.11
1697932800000,2023-10-22 00:00:00,BNB/USDT,214.05,218,213.46,217.69,1009972.28,4701.048044,504990.9,2350.528791,13604,214.84
1697846400000,2023-10-21 00:00:00,BNB/USDT,212.14,215.69,211.38,214.12,1123991.14,5276.922539,567541.34,2664.401159,14797,213
1697760000000,2023-10-20 00:00:00,BNB/USDT,211.16,216.35,210.53,212.07,1516903.24,7120.560256,765235.61,3592.503512,20383,213.03
1697673600000,2023-10-19 00:00:00,BNB/USDT,210.2,211.46,208.32,211.18,1007050.35,4791.391235,515313.79,2451.661331,13887,210.18
1697587200000,2023-10-18 00:00:00,BNB/USDT,211.45,213.78,209.79,210.23,1087492.32,5131.476647,564564.28,2663.965428,14748,211.93
1697500800000,2023-10-17 00:00:00,BNB/USDT,214.66,214.89,209.34,211.46,1605971.83,7551.321534,807723.21,3797.655403,22182,212.68
1697414400000,2023-10-16 00:00:00,BNB/USDT,209.76,218.05,209.63,214.65,1346010.98,6310.796291,689825.36,3234.158874,18793,213.29
1697328000000,2023-10-15 00:00:00,BNB/USDT,206.55,212.32,206.31,209.75,530813.18,2547.363205,270494.57,1298.464579,7166,208.38
1697241600000,2023-10-14 00:00:00,BNB/USDT,205.99,207.02,205.67,206.55,643716.21,3119.841799,329581.04,1597.351746,8773,206.33
1697155200000,2023-10-13 00:00:00,BNB/USDT,205.01,208.1,204.26,205.99,821988.09,3996.556646,440978.39,2144.116716,11143,205.67
1697068800000,2023-10-12 00:00:00,BNB/USDT,206.53,206.66,202.88,205.14,930421.4,4531.602956,478778.08,2331.614739,12567,205.31
1696982400000,2023-10-11 00:00:00,BNB/USDT,208.42,208.66,204.42,206.51,1070744.02,5190.602518,557203.9,2701.191304,14545,206.28
1696896000000,2023-10-10 00:00:00,BNB/USDT,205.64,212.55,205.37,208.35,1430331.58,6890.619011,732802.58,3529.805589,18813,207.58
1696809600000,2023-10-09 00:00:00,BNB/USDT,211.26,212.19,202.55,205.66,1747086.97,8384.146506,868224.84,4166.012553,23841,208.41
1696723200000,2023-10-08 00:00:00,BNB/USDT,212.16,212.69,209.1,211.28,1616508.7,7646.635775,823848.57,3896.945141,21767,211.4
1696636800000,2023-10-07 00:00:00,BNB/USDT,213.51,213.98,211.38,212.16,2097516.11,9852.160248,1055852.06,4959.78149,28864,212.9
1696550400000,2023-10-06 00:00:00,BNB/USDT,210.66,214.57,210.41,213.48,2520579.2,11870.359719,1303798.88,6140.23514,34618,212.34
1696464000000,2023-10-05 00:00:00,BNB/USDT,213.19,213.96,210.31,210.62,2335141.43,11016.376032,1196635.68,5645.695357,31707,211.97
1696377600000,2023-10-04 00:00:00,BNB/USDT,213.25,213.74,210.77,213.43,2902646.16,13664.02616,1460435.75,6874.931673,40000,212.43
1696291200000,2023-10-03 00:00:00,BNB/USDT,214.58,216.25,212.66,213.53,3844511.56,17926.052278,1991439.5,9285.494605,51555,214.46
1696204800000,2023-10-02 00:00:00,BNB/USDT,218.26,221.33,213.3,214.54,1874216.69,8628.368035,942907.74,4340.981451,25587,217.23
1696118400000,2023-10-01 00:00:00,BNB/USDT,214.44,219.33,213.18,218.2,887825.41,4123.948804,463789.72,2154.388339,12277,215.29
1696032000000,2023-09-30 00:00:00,BNB/USDT,214.99,216.13,214.04,214.45,1054102.3,4905.933996,529864.46,2466.067204,14851,214.86
1695945600000,2023-09-29 00:00:00,BNB/USDT,214.94,217.58,214.3,215.01,1604330.37,7445.184426,833327.6,3867.314953,22228,215.48
1695859200000,2023-09-28 00:00:00,BNB/USDT,212.05,216.77,211.7,214.9,1643603.42,7690.983071,856809.64,4009.180202,22869,213.71
1695772800000,2023-09-27 00:00:00,BNB/USDT,212.38,215.75,210.64,212.05,1190368,5597.983599,606859.15,2853.876835,16764,212.64
1695686400000,2023-09-26 00:00:00,BNB/USDT,209.95,213.45,209.64,212.4,941058.22,4445.078663,480764.5,2270.733899,13100,211.71
1695600000000,2023-09-25 00:00:00,BNB/USDT,208.1,210.59,206.85,209.96,1085245.08,5187.831317,561742.68,2685.261971,14888,209.19
1695513600000,2023-09-24 00:00:00,BNB/USDT,210.35,211.18,207.07,208.37,431770.99,2054.549343,226671.5,1078.596248,5836,210.15
1695427200000,2023-09-23 00:00:00,BNB/USDT,211.14,211.65,209.95,210.45,527139.01,2502.373918,273785.06,1299.682859,7256,210.65
1695340800000,2023-09-22 00:00:00,BNB/USDT,210.61,212.12,209.73,211.07,809844.65,3838.642892,417267.38,1977.741965,11167,210.97
1695254400000,2023-09-21 00:00:00,BNB/USDT,214.28,215.16,209.35,210.63,1047004.42,4943.262983,527641.8,2491.05437,14086,211.81
1695168000000,2023-09-20 00:00:00,BNB/USDT,217,217.81,213.13,214.26,944952.9,4378.747175,476796.03,2209.465285,13214,215.8
1695081600000,2023-09-19 00:00:00,BNB/USDT,215.88,219.74,215.39,217.08,1078076.06,4965.54452,530598.48,2443.8747,14921,217.11
1694995200000,2023-09-18 00:00:00,BNB/USDT,216.14,221.37,214.74,215.94,973726.14,4478.841397,516765.29,2376.855246,13183,217.41
1694908800000,2023-09-17 00:00:00,BNB/USDT,214.84,216.6,213.34,216.17,635353.32,2953.52015,339680.17,1578.885631,8260,215.11
1694822400000,2023-09-16 00:00:00,BNB/USDT,214.15,215.88,213.24,214.81,856917.71,3994.528069,432911.42,2018.357832,11248,214.52
1694736000000,2023-09-15 00:00:00,BNB/USDT,212.06,215.17,210.96,214.16,864324.13,4067.800233,455642.03,2144.674763,11450,212.48
1694649600000,2023-09-14 00:00:00,BNB/USDT,212.48,214.89,211.11,212.14,1087980.28,5123.688818,553407.33,2606.145446,15297,212.34
1694563200000,2023-09-13 00:00:00,BNB/USDT,210.65,213.26,209.31,212.48,1197862.32,5665.887223,609538.36,2883.254205,16806,211.42
1694476800000,2023-09-12 00:00:00,BNB/USDT,206.15,214.08,205.03,210.76,1566127.51,7443.220717,792776.21,3767.743396,22054,210.43
1694390400000,2023-09-11 00:00:00,BNB/USDT,212.33,212.64,204.14,206.22,1321249.62,6348.571314,684215.98,3287.497106,18580,208.14
1694304000000,2023-09-10 00:00:00,BNB/USDT,214.06,214.18,211.32,212.3,846314.02,3977.684545,436431.43,2051.006272,12128,212.76
1694217600000,2023-09-09 00:00:00,BNB/USDT,214.19,215.33,213.91,214.09,1072656.56,4995.186247,567981.21,2644.882709,15223,214.73
1694131200000,2023-09-08 00:00:00,BNB/USDT,217.19,218.73,212.69,214.23,1994399,9258.322271,1002274.67,4652.374538,27845,215.42
1694044800000,2023-09-07 00:00:00,BNB/USDT,215.25,217.8,213.51,217.1,1767432.16,8210.993273,880613.68,4090.871389,24843,215.25
1693958400000,2023-09-06 00:00:00,BNB/USDT,214.58,218.15,212.2,215.26,1647387.53,7674.743321,829156.69,3862.972627,23090,214.65
1693872000000,2023-09-05 00:00:00,BNB/USDT,215.37,215.97,213.54,214.57,2161266.62,10063.562185,1126708.43,5245.993494,29551,214.76
1693785600000,2023-09-04 00:00:00,BNB/USDT,214.34,216.33,213.06,215.27,4408714.8,20518.534049,2244911.28,10448.156273,62408,214.86
1693699200000,2023-09-03 00:00:00,BNB/USDT,214.28,215.28,213.2,214.29,6392020.71,29853.981587,3316726.86,15490.850914,89561,214.1
1693612800000,2023-09-02 00:00:00,BNB/USDT,213.52,215.6,213,214.23,5952959.79,27772.730726,3048832.94,14223.989353,83559,214.34
1693526400000,2023-09-01 00:00:00,BNB/USDT,216.58,218.13,211.37,213.57,6224672.58,28964.816228,3195323.37,14867.94531,87138,214.91
1693440000000,2023-08-31 00:00:00,BNB/USDT,223.71,225.66,214.62,216.64,10218701.82,46189.532521,5345075.06,24162.54445,143388,221.27
1693353600000,2023-08-30 00:00:00,BNB/USDT,226.81,227.11,221.69,223.81,12130682.53,54170.751768,6343024.27,28326.208155,170165,223.93
1693267200000,2023-08-29 00:00:00,BNB/USDT,218.71,233.64,216.8,226.84,5589348.89,25250.071009,2882865.91,13021.681411,80630,221.46
1693180800000,2023-08-28 00:00:00,BNB/USDT,218.3,219.48,215.03,218.59,6981400.38,32100.294124,3622688.06,16657.327391,100023,217.49
1693094400000,2023-08-27 00:00:00,BNB/USDT,216.26,219.65,215.72,218.27,10287026.62,47344.161701,5339934.27,24575.903877,145570,217.28
1693008000000,2023-08-26 00:00:00,BNB/USDT,218.34,219.11,215.8,216.27,10236463.63,47190.631914,5323005.07,24539.557751,144254,216.91
1692921600000,2023-08-25 00:00:00,BNB/USDT,219.06,219.39,213.67,218.33,10335807.21,47685.151141,5371072.11,24779.752038,145440,216.75
1692835200000,2023-08-24 00:00:00,BNB/USDT,216.63,221.14,215.42,219.16,10147402.7,46541.333486,5241610.26,24040.873384,142117,218.03
1692748800000,2023-08-23 00:00:00,BNB/USDT,210.99,218.92,210.88,216.54,10216997.36,47484.306316,5304020.22,24651.482405,144442,215.17
1692662400000,2023-08-22 00:00:00,BNB/USDT,210.56,212.99,203.56,210.98,10310577.03,49403.895377,5340970.12,25591.500422,144770,208.71
1692576000000,2023-08-21 00:00:00,BNB/USDT,216.45,218.18,206.46,210.4,10598228.62,49837.81596,5504803.14,25881.759418,148661,212.69
1692489600000,2023-08-20 00:00:00,BNB/USDT,216.79,218.02,215.35,216.56,17637921.06,81430.122025,9580116.77,44229.078675,245411,216.6
1692403200000,2023-08-19 00:00:00,BNB/USDT,216.07,219.25,213.99,216.82,11372209.47,52540.279912,6143780.59,28384.317532,193014,216.45
1692316800000,2023-08-18 00:00:00,BNB/USDT,217.72,220.32,213.53,216.14,5435341.42,25005.957479,2896999.45,13328.307172,143598,217.36
1692230400000,2023-08-17 00:00:00,BNB/USDT,232.02,232.36,213.63,218.07,4872361.24,21364.094403,2554066.64,11200.00236,132698,228.14
1692144000000,2023-08-16 00:00:00,BNB/USDT,236.66,237.34,230.79,231.94,3487254.5,14883.043011,1812617.71,7735.797464,95363,234.32
1692057600000,2023-08-15 00:00:00,BNB/USDT,240.37,240.78,234.36,236.82,4962172.93,20741.041355,2589097.21,10822.119274,101217,239.24
1691971200000,2023-08-14 00:00:00,BNB/USDT,240.2,241.65,239.69,240.37,12440875.24,51704.291846,6738215.82,28003.83416,179483,240.61
1691884800000,2023-08-13 00:00:00,BNB/USDT,240.17,241.86,239.68,240.2,16509825.31,68639.20415,9047331.28,37614.008806,233589,240.53
1691798400000,2023-08-12 00:00:00,BNB/USDT,239.68,241.31,239.3,240.29,17561772.58,73000.409769,9563308.38,39752.435394,251088,240.57
1691712000000,2023-08-11 00:00:00,BNB/USDT,241.37,242.33,238.22,239.83,18189383.11,75718.035353,9827472.52,40912.939144,261151,240.22
1691625600000,2023-08-10 00:00:00,BNB/USDT,243.91,244.09,240.39,241.43,16694464.64,68920.792812,8705388.41,35938.66782,241747,242.23
1691539200000,2023-08-09 00:00:00,BNB/USDT,245.33,245.65,242.57,243.81,17334369.57,70973.538998,9026772.58,36958.411479,250476,244.23
1691452800000,2023-08-08 00:00:00,BNB/USDT,242.02,247.9,241.4,245.22,17801818.76,72975.611854,9272609.92,38012.31873,255894,243.95
1691366400000,2023-08-07 00:00:00,BNB/USDT,243.46,244.97,240,242.04,16436925.36,67828.722105,8608378.37,35523.151335,237953,242.33
1691280000000,2023-08-06 00:00:00,BNB/USDT,243.54,245.86,242.78,243.16,6701579.97,27442.468069,3486271.47,14276.500753,97497,244.2
1691193600000,2023-08-05 00:00:00,BNB/USDT,241.56,245.82,240.22,243.3,2726131.13,11225.06687,1344255.49,5536.167978,38607,242.86
1691107200000,2023-08-04 00:00:00,BNB/USDT,240.96,243.41,240.53,241.71,3813287.38,15764.403085,1984663.92,8204.675472,79916,241.89
1691020800000,2023-08-03 00:00:00,BNB/USDT,240.58,241.96,238.57,241.01,2769661.17,11492.862912,1440613.34,5977.854943,36975,240.99
1690934400000,2023-08-02 00:00:00,BNB/USDT,247.5,248.74,236.3,240.57,1016921.78,4202.438718,528411.17,2183.74547,13754,241.99
1690848000000,2023-08-01 00:00:00,BNB/USDT,240.91,248.92,237.74,247.58,161888.95,664.312419,88921.95,365.036817,2321,243.72
1690761600000,2023-07-31 00:00:00,BNB/USDT,242.51,244.55,240.58,240.94,144758.68,596.469578,72291.47,297.861084,2406,242.69
1690675200000,2023-07-30 00:00:00,BNB/USDT,242.74,243.76,240.53,242.52,144321.15,595.264679,76817.93,316.84076,2401,242.44
1690588800000,2023-07-29 00:00:00,BNB/USDT,241.73,242.85,241.12,242.48,168271.07,695.602197,84505.99,349.32585,2610,241.9
1690502400000,2023-07-28 00:00:00,BNB/USDT,240.65,242.86,239.75,241.74,160151.33,663.288032,78931.18,326.873744,2783,241.45
1690416000000,2023-07-27 00:00:00,BNB/USDT,238.9,244,238.5,240.64,168164.92,698.274408,85194.41,353.67771,2544,240.83
1690329600000,2023-07-26 00:00:00,BNB/USDT,237.79,240.21,236.53,239.04,153723.81,645.963539,78424.99,329.543707,2630,237.97
1690243200000,2023-07-25 00:00:00,BNB/USDT,238.91,239.74,236.49,237.79,197421.64,829.915542,98421.19,413.707033,2833,237.88
1690156800000,2023-07-24 00:00:00,BNB/USDT,242.34,242.94,235.77,238.92,189886.69,793.422692,97973.65,409.222898,2919,239.33
1690070400000,2023-07-23 00:00:00,BNB/USDT,241.06,243.77,240.5,242.34,164615.53,679.433323,83417.17,344.278501,2746,242.28
1689984000000,2023-07-22 00:00:00,BNB/USDT,243.66,244.9,240.17,241.16,170979.43,703.35918,86578.19,356.139008,2673,243.09
1689897600000,2023-07-21 00:00:00,BNB/USDT,242.76,245.13,242.14,243.57,169179.99,693.810397,88878.02,364.50046,2620,243.84
1689811200000,2023-07-20 00:00:00,BNB/USDT,240.87,244.93,240.56,242.73,255548.95,1052.344005,138664.14,570.624924,2699,242.84
1689724800000,2023-07-19 00:00:00,BNB/USDT,240.27,244.2,239.8,240.96,203722.43,842.427558,93900.96,388.419905,2704,241.83
1689638400000,2023-07-18 00:00:00,BNB/USDT,243.93,246.72,238.35,240.27,174653.4,722.67399,79357.67,328.477742,2716,241.69
1689552000000,2023-07-17 00:00:00,BNB/USDT,242.23,244.71,240.29,244.02,191546.06,788.447049,97689.51,402.036508,2835,242.94
1689465600000,2023-07-16 00:00:00,BNB/USDT,250.93,251.97,242.23,242.35,198824.75,804.171578,85147.22,343.466113,2569,247.26
1689379200000,2023-07-15 00:00:00,BNB/USDT,247.85,252.53,247.21,250.96,58334.02,233.158849,27077.03,108.212096,2777,250.19
1689292800000,2023-07-14 00:00:00,BNB/USDT,255.92,261.68,243.85,247.86,128953.8,508.669145,61312.81,241.089956,2807,253.63
1689206400000,2023-07-13 00:00:00,BNB/USDT,243.84,257.14,242.99,256.12,444294.79,1784.234857,181252.06,721.173019,2912,249.09
1689120000000,2023-07-12 00:00:00,BNB/USDT,248.59,250.52,242.73,243.93,93800.97,381.291498,39885.74,161.767517,2670,246.03
1689033600000,2023-07-11 00:00:00,BNB/USDT,246.21,249.38,244.62,248.6,70830.8,286.808691,37653.04,152.430761,2782,246.96
1688947200000,2023-07-10 00:00:00,BNB/USDT,234.11,246.26,231.5,246.2,112015.36,463.458796,64421.42,265.830064,2831,241.77
1688860800000,2023-07-09 00:00:00,BNB/USDT,236.65,237.08,233.3,234.1,70370.31,299.478929,34663.96,147.434835,2893,234.97
1688774400000,2023-07-08 00:00:00,BNB/USDT,235.72,237.72,234.62,236.32,55439.75,234.77918,26265.12,111.195495,2989,236.13
1688688000000,2023-07-07 00:00:00,BNB/USDT,232.35,236.25,231.75,235.73,58180.46,248.075305,31757.92,135.352491,2691,234.53
1688601600000,2023-07-06 00:00:00,BNB/USDT,238.85,244.49,231.82,232.51,63193.17,264.483198,30487.49,127.474315,2608,238.95
1688515200000,2023-07-05 00:00:00,BNB/USDT,242.7,243.96,236.66,238.97,88771.52,369.234918,29560.38,122.702319,2768,240.43
1688428800000,2023-07-04 00:00:00,BNB/USDT,246.41,246.98,240.95,242.45,106711.17,435.216896,30858.05,126.192378,2874,245.19
1688342400000,2023-07-03 00:00:00,BNB/USDT,246.43,254.34,245.55,246.27,87252.08,351.319558,49608.04,199.52574,2576,248.36
1688256000000,2023-07-02 00:00:00,BNB/USDT,247.49,248.77,243.09,246.38,68298.87,278.470536,38043.17,155.102571,2635,245.26
1688169600000,2023-07-01 00:00:00,BNB/USDT,240.31,248.71,240.25,247.47,77702.52,318.449281,45256.92,185.686275,2580,244.02
1688083200000,2023-06-30 00:00:00,BNB/USDT,232.99,241.69,232.01,240.3,137986.87,579.341433,46608.95,195.314147,2788,238.2
1687996800000,2023-06-29 00:00:00,BNB/USDT,230.46,236.43,230.46,233.01,52327.68,224.097861,25972.93,111.242152,2617,233.5
1687910400000,2023-06-28 00:00:00,BNB/USDT,237.53,237.53,226.02,230.56,79194.16,340.805738,30815.63,132.812425,2629,232.4
1687824000000,2023-06-27 00:00:00,BNB/USDT,236.04,240.86,234.59,237.33,64031.4,268.913549,29966.41,125.886095,2722,238.11
1687737600000,2023-06-26 00:00:00,BNB/USDT,238.91,241.4,233.64,236.04,84688.27,358.22129,38586.76,162.844678,2558,236.42
1687651200000,2023-06-25 00:00:00,BNB/USDT,236.35,241.83,235.36,238.9,67090.67,280.820449,36504.07,152.59621,2687,238.91
1687564800000,2023-06-24 00:00:00,BNB/USDT,244.26,248.57,231.28,236.37,63869.44,264.467269,24749.58,102.516189,2807,241.59
1687478400000,2023-06-23 00:00:00,BNB/USDT,240.91,249.94,240.1,244.35,65677.04,269.200608,32605.52,133.637036,2873,243.98
1687392000000,2023-06-22 00:00:00,BNB/USDT,249,256.8,239.67,240.87,92408.58,370.516435,46776.28,186.97555,3030,249.48
1687305600000,2023-06-21 00:00:00,BNB/USDT,247.72,254.26,245.31,249,78355.71,314.462414,40871.84,163.870406,2825,249.18
1687219200000,2023-06-20 00:00:00,BNB/USDT,243.01,247.83,238.84,247.69,67300.68,277.861137,32807.7,135.381621,2788,242.22
1687132800000,2023-06-19 00:00:00,BNB/USDT,244.16,244.77,238.86,243.01,79665.28,328.425746,44913.89,185.089811,2657,242.57
1687046400000,2023-06-18 00:00:00,BNB/USDT,244.48,248.5,242.56,244.17,64164.29,261.215841,31617.74,128.739688,3038,245.64
1686960000000,2023-06-17 00:00:00,BNB/USDT,239.19,249.51,237.37,244.48,73179.43,299.460434,37644.15,153.925056,3106,244.4
1686873600000,2023-06-16 00:00:00,BNB/USDT,236.35,243.31,232.46,239.18,67473.35,283.574583,35719.31,150.084558,2999,237.95
1686787200000,2023-06-15 00:00:00,BNB/USDT,237.7,240.44,230.99,236.35,64879.91,275.11663,31904.56,135.212886,2998,235.84
1686700800000,2023-06-14 00:00:00,BNB/USDT,244.84,252.14,233.05,237.65,90395.89,369.312201,41848.28,171.122727,2954,244.86
1686614400000,2023-06-13 00:00:00,BNB/USDT,231.24,246.3,228.77,244.14,74378.75,312.078343,39513.48,165.584946,2589,238.38
1686528000000,2023-06-12 00:00:00,BNB/USDT,235.29,238.89,221.42,231.24,161727.9,710.145745,103291.71,455.833224,2216,227.8
1686441600000,2023-06-11 00:00:00,BNB/USDT,239.01,239.27,233.55,235.33,73852.89,312.204633,29325.65,123.949837,2215,236.55
1686355200000,2023-06-10 00:00:00,BNB/USDT,260.44,260.76,229.26,238.73,137807.18,570.414657,65315.11,270.972514,2732,241.83
1686268800000,2023-06-09 00:00:00,BNB/USDT,261.71,264.14,256.11,260.49,64511.02,247.41941,32508.54,124.737913,2935,260.74
1686182400000,2023-06-08 00:00:00,BNB/USDT,259.15,267.03,257.31,261.89,79873.12,304.440534,35734.46,136.069351,2824,262.37
1686096000000,2023-06-07 00:00:00,BNB/USDT,281.46,283.81,250,259.14,174318.48,646.202089,56194.18,210.76498,2986,269.99
1686009600000,2023-06-06 00:00:00,BNB/USDT,277.12,285.66,273.29,281.55,173600.23,621.530215,86168.82,308.037375,3063,279.33
1685923200000,2023-06-05 00:00:00,BNB/USDT,305.27,305.27,272.43,277.06,94631.33,326.327873,32398.36,111.841167,2953,290.51
1685836800000,2023-06-04 00:00:00,BNB/USDT,307.02,308.11,305.1,305.34,68578.6,223.537832,36214.82,118.01703,3155,306.78
1685750400000,2023-06-03 00:00:00,BNB/USDT,307.32,308.4,305.07,306.84,76889.66,250.647829,43269.62,141.003059,2871,306.76
1685664000000,2023-06-02 00:00:00,BNB/USDT,305.02,308.39,303.78,307.33,60182.65,195.968056,29945.42,97.514183,3016,307.1
1685577600000,2023-06-01 00:00:00,BNB/USDT,307.21,307.98,303.49,305.01,66699.58,218.608471,32316.71,105.926945,2869,305.11
1685491200000,2023-05-31 00:00:00,BNB/USDT,311.74,312.11,305.3,307.02,66256.42,215.487841,33388.85,108.585558,2683,307.48
1685404800000,2023-05-30 00:00:00,BNB/USDT,311.52,314.35,311.02,311.73,56000.99,179.140515,28126.24,89.958774,3121,312.61
1685318400000,2023-05-29 00:00:00,BNB/USDT,314.73,317.65,310.51,311.73,72638.26,231.224052,33163.12,105.498156,3256,314.15
1685232000000,2023-05-28 00:00:00,BNB/USDT,307.43,315.06,306.73,314.69,91927.24,297.067003,53456.35,172.805455,3160,309.46
1685145600000,2023-05-27 00:00:00,BNB/USDT,306.82,307.92,304.5,307.48,66185.89,216.281738,31706.39,103.623483,3211,306.01
1685059200000,2023-05-26 00:00:00,BNB/USDT,305.08,308.55,301.51,306.83,82675.45,270.456795,41086.01,134.376394,3479,305.69
1684972800000,2023-05-25 00:00:00,BNB/USDT,305.86,309.22,302.6,305.09,80598.51,264.269086,44492.06,145.820296,3294,304.98
1684886400000,2023-05-24 00:00:00,BNB/USDT,313.18,313.55,304.1,305.84,80911.92,262.912217,38809.65,125.993933,3279,307.77
1684800000000,2023-05-23 00:00:00,BNB/USDT,309.26,315.4,309,313.14,83041.46,265.224004,41365.72,132.11579,3289,313.1
1684713600000,2023-05-22 00:00:00,BNB/USDT,306.41,311.09,304.61,309.19,84119.94,272.702465,44939.58,145.631502,3244,308.47
1684627200000,2023-05-21 00:00:00,BNB/USDT,310.76,311.63,305.57,306.41,83630.17,269.929321,40470.33,130.600821,3536,309.82
1684540800000,2023-05-20 00:00:00,BNB/USDT,308.79,312,307.42,310.64,132510.88,428.848183,71472.53,231.295526,4744,308.99
1684454400000,2023-05-19 00:00:00,BNB/USDT,308.99,311.49,307.52,309.04,119467.4,386.324966,57941.21,187.312047,4454,309.24
1684368000000,2023-05-18 00:00:00,BNB/USDT,314.82,319.41,306.06,309.36,146009.72,468.368827,62655.86,200.72912,5172,311.76
1684281600000,2023-05-17 00:00:00,BNB/USDT,311.99,315.43,307.84,314.82,111194.08,356.784535,57524.86,184.603298,4933,311.66
1684195200000,2023-05-16 00:00:00,BNB/USDT,313.68,330,300.28,311.93,112418.61,360.607326,56027.53,179.729137,5145,311.75
1684108800000,2023-05-15 00:00:00,BNB/USDT,312.42,318.36,310.88,313.38,121294.68,385.415735,61580.79,195.684712,4769,314.71
1684022400000,2023-05-14 00:00:00,BNB/USDT,311.08,314.96,309.47,312.4,110024.07,352.3515,59701.33,191.079874,4563,312.25
1683936000000,2023-05-13 00:00:00,BNB/USDT,309.34,312.12,307.66,311.14,103391.76,333.335346,55704.33,179.562202,4778,310.17
1683849600000,2023-05-12 00:00:00,BNB/USDT,307.67,309.34,301.12,308.84,156242.15,511.134942,87747.66,286.945418,4906,305.68
1683763200000,2023-05-11 00:00:00,BNB/USDT,314.28,315.14,304.59,307.81,287655.32,927.232397,172193.96,554.932846,5296,310.24
1683676800000,2023-05-10 00:00:00,BNB/USDT,312.11,316.86,308.01,314.26,174258.77,556.37144,97418.91,310.777057,4443,313.21
1683590400000,2023-05-09 00:00:00,BNB/USDT,314.05,315.77,311.1,312.11,134872.93,430.526293,68779.71,219.564439,4982,313.27
1683504000000,2023-05-08 00:00:00,BNB/USDT,320.64,322.32,311.26,314.05,90582.26,286.314689,47435.58,149.907085,4995,316.38
1683417600000,2023-05-07 00:00:00,BNB/USDT,321.59,325.57,320.59,320.72,82110.73,253.786389,46461.7,143.550294,4844,323.54
