https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNB,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1701734400000,2023-12-05 00:00:00,BNB/USDT,227.61,228.27,221.35,223,8231667.35,36745.260503,4277488.94,19094.53303,106207,224.03
1701648000000,2023-12-04 00:00:00,BNB/USDT,223.64,230.42,219.65,227.61,8358548.69,37092.676536,4370934.67,19397.551122,108993,225.35
1701561600000,2023-12-03 00:00:00,BNB/USDT,225.63,228.41,221.17,223.68,7971814.42,35565.202851,4191109.24,18699.005744,103981,224.16
1701475200000,2023-12-02 00:00:00,BNB/USDT,226.67,228,223.74,225.67,8139013.04,35952.418825,4144501.39,18307.509875,83823,226.38
1701388800000,2023-12-01 00:00:00,BNB/USDT,227.4,229.24,226,226.69,5343051.87,23473.77748,2757107.28,12112.81405,55150,227.61
1701302400000,2023-11-30 00:00:00,BNB/USDT,226.1,227.8,223.85,227.43,7556196.98,33428.167382,3951373.27,17481.08837,99224,226.04
1701216000000,2023-11-29 00:00:00,BNB/USDT,227.81,229.58,224.89,226,8394163.91,36913.878999,4488778.9,19739.551435,113652,227.4
1701129600000,2023-11-28 00:00:00,BNB/USDT,227.11,230.48,224.22,228.54,8352983.24,36675.899392,4362325.83,19155.104513,110255,227.76
1701043200000,2023-11-27 00:00:00,BNB/USDT,229.78,231.36,222.81,227.15,7862368.99,34589.29338,4100550.22,18039.225629,110154,227.32
1700956800000,2023-11-26 00:00:00,BNB/USDT,232.06,232.3,227.22,230.13,5895644.76,25534.103619,3092358.99,13392.97916,75126,230.89
1700870400000,2023-11-25 00:00:00,BNB/USDT,230.88,233.63,229.61,232.08,7551226.02,32647.359311,3958421.61,17114.306372,99963,231.29
1700784000000,2023-11-24 00:00:00,BNB/USDT,233.53,235.46,229.59,230.89,7296586,31368.59138,3838682.79,16504.325918,92865,232.61
1700697600000,2023-11-23 00:00:00,BNB/USDT,235.22,238.69,230.2,233.5,7910117.96,33824.083871,4106965.57,17560.584449,108122,233.87
1700611200000,2023-11-22 00:00:00,BNB/USDT,225.71,238.5,225.14,235.32,8114929.21,34720.70393,4221815.5,18063.237663,112390,233.74
1700524800000,2023-11-21 00:00:00,BNB/USDT,252.79,271.6,224.01,225.97,8246665.71,32552.251174,4262120.61,16824.69461,114506,253.78
1700438400000,2023-11-20 00:00:00,BNB/USDT,246.28,266.32,239.22,252.82,6905402.11,27668.450146,3600327.41,14424.213245,91718,249.65
1700352000000,2023-11-19 00:00:00,BNB/USDT,244.64,246.72,242.01,246.19,5505691.69,22564.487421,2812640.42,11527.345467,75774,244
1700265600000,2023-11-18 00:00:00,BNB/USDT,244.83,245.16,238.5,244.57,8321204.69,34224.87405,4309766.48,17726.145524,115816,243.14
1700179200000,2023-11-17 00:00:00,BNB/USDT,242.54,245.96,238.4,244.8,8071922.9,33121.014963,4222029.08,17323.614129,112797,243.71
