Timezones are UTC,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume DOG,Volume USD
1602460800.0,2020-10-12,DOGEUSD,0.002668,0.00268,0.00264,0.00264,186893.8,496.13
1602374400.0,2020-10-11,DOGEUSD,0.002655,0.0027,0.002623,0.002668,1619038.34,4289.63
1602288000.0,2020-10-10,DOGEUSD,0.002649,0.002725,0.002623,0.002655,1231006.41,3278.74
1602201600.0,2020-10-09,DOGEUSD,0.00263,0.0027,0.002613,0.002649,1075855.43,2833.61
1602115200.0,2020-10-08,DOGEUSD,0.002645,0.00267,0.0026,0.00263,773719.77,2033.61
1602028800.0,2020-10-07,DOGEUSD,0.00266,0.00268,0.00261,0.002645,385589.47,1014.47
1601942400.0,2020-10-06,DOGEUSD,0.002675,0.00274,0.00264,0.00266,864395.68,2321.75
1601856000.0,2020-10-05,DOGEUSD,0.002716,0.00275,0.002673,0.002675,579495.62,1568.75
1601769600.0,2020-10-04,DOGEUSD,0.002635,0.002759,0.002635,0.002716,718356.72,1936.51
1601683200.0,2020-10-03,DOGEUSD,0.002681,0.00271,0.00259,0.002635,597611.12,1578.39
1601596800.0,2020-10-02,DOGEUSD,0.002679,0.00271,0.002597,0.002681,1494336.45,3945.95
1601510400.0,2020-10-01,DOGEUSD,0.002685,0.002728,0.002632,0.002679,1117199.26,2984.09
1601424000.0,2020-09-30,DOGEUSD,0.002734,0.00276,0.002653,0.002685,612244.87,1658.55
1601337600.0,2020-09-29,DOGEUSD,0.002757,0.002761,0.002695,0.002734,608602.15,1664.11
1601251200.0,2020-09-28,DOGEUSD,0.002739,0.0028,0.002701,0.002757,1100934.97,3032.45
1601164800.0,2020-09-27,DOGEUSD,0.00275,0.0028,0.00272,0.002739,702843.8,1930.76
1601078400.0,2020-09-26,DOGEUSD,0.00276,0.00283,0.00272,0.00275,1181343.36,3270.4
1600992000.0,2020-09-25,DOGEUSD,0.00272,0.00277,0.002693,0.00276,832681.58,2272.72
1600905600.0,2020-09-24,DOGEUSD,0.002673,0.002752,0.002651,0.00272,432320.54,1166.58
1600819200.0,2020-09-23,DOGEUSD,0.002742,0.00278,0.002673,0.002673,527302.89,1444.95
1600732800.0,2020-09-22,DOGEUSD,0.002749,0.002778,0.0026,0.002742,1132474.54,3078.66
1600646400.0,2020-09-21,DOGEUSD,0.00281,0.002836,0.002732,0.002749,548607.52,1521.5
1600560000.0,2020-09-20,DOGEUSD,0.002863,0.00287,0.0028,0.00281,472868.77,1336.16
1600473600.0,2020-09-19,DOGEUSD,0.00282,0.00287,0.0028,0.002863,387051.42,1100.02
1600387200.0,2020-09-18,DOGEUSD,0.002857,0.00289,0.00282,0.00282,547723.06,1556.9
1600300800.0,2020-09-17,DOGEUSD,0.002881,0.00291,0.00283,0.002857,689794.76,1982.36
1600214400.0,2020-09-16,DOGEUSD,0.002895,0.002942,0.00285,0.002881,1181106.67,3399.39
1600128000.0,2020-09-15,DOGEUSD,0.0029,0.00293,0.00285,0.002895,843139.18,2438.35
1600041600.0,2020-09-14,DOGEUSD,0.002864,0.002921,0.00285,0.0029,1190542.97,3447.44
1599955200.0,2020-09-13,DOGEUSD,0.00291,0.00294,0.00282,0.002864,1044059.43,3018.13
1599868800.0,2020-09-12,DOGEUSD,0.00289,0.002933,0.002864,0.00291,451515.73,1307.47
1599782400.0,2020-09-11,DOGEUSD,0.00289,0.00292,0.002863,0.00289,455657.52,1321.78
1599696000.0,2020-09-10,DOGEUSD,0.00288,0.00298,0.00284,0.00289,739553.14,2151.53
1599609600.0,2020-09-09,DOGEUSD,0.00285,0.002949,0.00282,0.00288,656648.79,1902.81
1599523200.0,2020-09-08,DOGEUSD,0.002935,0.00294,0.00273,0.00285,991720.66,2847.47
1599436800.0,2020-09-07,DOGEUSD,0.00289,0.00295,0.00285,0.002935,868416.12,2512.26
1599350400.0,2020-09-06,DOGEUSD,0.00288,0.002951,0.00277,0.00289,947099.99,2729.31
1599264000.0,2020-09-05,DOGEUSD,0.003,0.00307,0.002828,0.00288,1670656.48,4923.49
1599177600.0,2020-09-04,DOGEUSD,0.00295,0.00304,0.00287,0.003,1289583.97,3790.47
1599091200.0,2020-09-03,DOGEUSD,0.003143,0.00319,0.002932,0.00295,1393926.78,4330.79
1599004800.0,2020-09-02,DOGEUSD,0.003265,0.003315,0.0031,0.003143,1986459.48,6406.62
1598918400.0,2020-09-01,DOGEUSD,0.003316,0.003335,0.003239,0.003265,1700780.34,5587.42
1598832000.0,2020-08-31,DOGEUSD,0.003381,0.003408,0.00329,0.003316,1362304.24,4520.24
1598745600.0,2020-08-30,DOGEUSD,0.00334,0.0034,0.00332,0.003381,389828.93,1312.85
1598659200.0,2020-08-29,DOGEUSD,0.00332,0.00337,0.003289,0.00334,791120.99,2634.7
1598572800.0,2020-08-28,DOGEUSD,0.003346,0.003408,0.0033,0.00332,715036.48,2397.79
1598486400.0,2020-08-27,DOGEUSD,0.00335,0.00344,0.00325,0.003346,2013358.92,6764.2
1598400000.0,2020-08-26,DOGEUSD,0.003385,0.00344,0.00335,0.00335,640021.67,2169.12
1598313600.0,2020-08-25,DOGEUSD,0.00345,0.00348,0.00335,0.003385,1238802.3,4245.13
1598227200.0,2020-08-24,DOGEUSD,0.003459,0.003487,0.003424,0.00345,1121201.35,3876.14
1598140800.0,2020-08-23,DOGEUSD,0.003451,0.003472,0.003423,0.003459,1036269.59,3575.17
1598054400.0,2020-08-22,DOGEUSD,0.003474,0.0035,0.00344,0.003451,430007.0,1487.28
1597968000.0,2020-08-21,DOGEUSD,0.00347,0.00355,0.003444,0.003474,761441.09,2656.76
1597881600.0,2020-08-20,DOGEUSD,0.003425,0.00354,0.003425,0.00347,782962.87,2720.13
1597795200.0,2020-08-19,DOGEUSD,0.00354,0.0036,0.00342,0.003425,1347505.26,4678.69
1597708800.0,2020-08-18,DOGEUSD,0.003611,0.0037,0.0035,0.00354,1214344.49,4335.78
1597622400.0,2020-08-17,DOGEUSD,0.003508,0.0037,0.003489,0.003611,1701598.7,6133.16
1597536000.0,2020-08-16,DOGEUSD,0.00355,0.00356,0.00345,0.003508,1594655.41,5581.88
1597449600.0,2020-08-15,DOGEUSD,0.003516,0.003681,0.003439,0.00355,2313973.7,8216.72
1597363200.0,2020-08-14,DOGEUSD,0.003423,0.00358,0.00338,0.003516,3119283.53,10885.18
1597276800.0,2020-08-13,DOGEUSD,0.0035,0.003575,0.003389,0.003423,2938225.91,10174.72
1597190400.0,2020-08-12,DOGEUSD,0.003375,0.00352,0.003316,0.0035,1752285.84,6006.56
1597104000.0,2020-08-11,DOGEUSD,0.00348,0.003534,0.003317,0.003375,1071587.74,3669.32
1597017600.0,2020-08-10,DOGEUSD,0.003474,0.003525,0.003407,0.00348,1120677.74,3893.38
1596931200.0,2020-08-09,DOGEUSD,0.003492,0.003556,0.00338,0.003474,876636.51,3037.27
1596844800.0,2020-08-08,DOGEUSD,0.003501,0.003556,0.00344,0.003492,633546.97,2219.99
1596758400.0,2020-08-07,DOGEUSD,0.00354,0.003597,0.00344,0.003501,788927.83,2767.72
1596672000.0,2020-08-06,DOGEUSD,0.003498,0.003605,0.003436,0.00354,1090101.09,3865.6
1596585600.0,2020-08-05,DOGEUSD,0.0035,0.00358,0.003435,0.003498,1226241.42,4293.53
1596499200.0,2020-08-04,DOGEUSD,0.003454,0.00352,0.00333,0.0035,1282504.19,4424.58
1596412800.0,2020-08-03,DOGEUSD,0.003388,0.00352,0.0033,0.003454,545396.58,1846.74
1596326400.0,2020-08-02,DOGEUSD,0.00367,0.003701,0.00326,0.003388,1765825.73,5992.78
1596240000.0,2020-08-01,DOGEUSD,0.003272,0.00374,0.003205,0.00367,2604529.97,9057.27
1596153600.0,2020-07-31,DOGEUSD,0.003176,0.003315,0.00316,0.003272,797139.07,2568.83
1596067200.0,2020-07-30,DOGEUSD,0.003209,0.00323,0.003142,0.003176,1093346.61,3468.33
1595980800.0,2020-07-29,DOGEUSD,0.00318,0.00333,0.003141,0.003209,1358075.6,4391.92
1595894400.0,2020-07-28,DOGEUSD,0.003146,0.00319,0.00309,0.00318,1279258.54,4015.36
1595808000.0,2020-07-27,DOGEUSD,0.00316,0.003205,0.00308,0.003146,1881955.51,5885.06
1595721600.0,2020-07-26,DOGEUSD,0.003243,0.00329,0.00314,0.00316,1492580.15,4771.51
1595635200.0,2020-07-25,DOGEUSD,0.003234,0.003281,0.003159,0.003243,931859.99,2992.78
1595548800.0,2020-07-24,DOGEUSD,0.00331,0.003311,0.00314,0.003234,1542251.67,4950.17
1595462400.0,2020-07-23,DOGEUSD,0.003281,0.00334,0.00324,0.00331,696348.84,2303.62
1595376000.0,2020-07-22,DOGEUSD,0.003289,0.003365,0.003215,0.003281,672098.81,2196.17
1595289600.0,2020-07-21,DOGEUSD,0.00237,0.003368,0.00237,0.003289,318967.23,1052.32
1595203200.0,2020-07-20,DOGEUSD,0.00237,0.00237,0.00237,0.00237,0.0,0.0
1595116800.0,2020-07-19,DOGEUSD,0.00237,0.00237,0.00237,0.00237,0.0,0.0
1595030400.0,2020-07-18,DOGEUSD,0.00237,0.00237,0.00237,0.00237,0.0,0.0
1594944000.0,2020-07-17,DOGEUSD,0.00237,0.00237,0.00237,0.00237,0.0,0.0
1594857600.0,2020-07-16,DOGEUSD,0.00237,0.00237,0.00237,0.00237,0.0,0.0
1594771200.0,2020-07-15,DOGEUSD,0.00237,0.00237,0.00237,0.00237,0.0,0.0
1594684800.0,2020-07-14,DOGEUSD,0.00237,0.00237,0.00237,0.00237,0.0,0.0
1594598400.0,2020-07-13,DOGEUSD,0.00237,0.00237,0.00237,0.00237,0.0,0.0
1594512000.0,2020-07-12,DOGEUSD,0.00237,0.00237,0.00237,0.00237,0.0,0.0
1594425600.0,2020-07-11,DOGEUSD,0.00237,0.00237,0.00237,0.00237,0.0,0.0
1594339200.0,2020-07-10,DOGEUSD,0.00237,0.00237,0.00237,0.00237,0.0,0.0
1594252800.0,2020-07-09,DOGEUSD,0.00237,0.00237,0.00237,0.00237,0.0,0.0
1594166400.0,2020-07-08,DOGEUSD,0.00237,0.00237,0.00237,0.00237,0.0,0.0
1594080000.0,2020-07-07,DOGEUSD,0.00237,0.00237,0.00237,0.00237,0.0,0.0
1593993600.0,2020-07-06,DOGEUSD,0.00237,0.00237,0.00237,0.00237,0.0,0.0
1593907200.0,2020-07-05,DOGEUSD,0.00237,0.00237,0.00237,0.00237,0.0,0.0
1593820800.0,2020-07-04,DOGEUSD,0.00237,0.00237,0.00237,0.00237,0.0,0.0
1593734400.0,2020-07-03,DOGEUSD,0.00237,0.00237,0.00237,0.00237,0.0,0.0
1593648000.0,2020-07-02,DOGEUSD,0.00237,0.00237,0.00237,0.00237,0.0,0.0
1593561600.0,2020-07-01,DOGEUSD,0.00237,0.00237,0.00237,0.00237,0.0,0.0
1593475200.0,2020-06-30,DOGEUSD,0.002373,0.002405,0.00237,0.00237,206448.59,490.74
1593388800.0,2020-06-29,DOGEUSD,0.002424,0.002437,0.002372,0.002373,543018.15,1303.37
1593302400.0,2020-06-28,DOGEUSD,0.002434,0.002437,0.00236,0.002424,459551.06,1098.81
1593216000.0,2020-06-27,DOGEUSD,0.002477,0.002477,0.00235,0.002434,642830.51,1562.28
1593129600.0,2020-06-26,DOGEUSD,0.002461,0.002485,0.00245,0.002477,132997.53,328.51
1593043200.0,2020-06-25,DOGEUSD,0.002477,0.002507,0.00246,0.002461,334329.22,828.84
1592956800.0,2020-06-24,DOGEUSD,0.002507,0.002523,0.00247,0.002477,616743.55,1540.78
1592870400.0,2020-06-23,DOGEUSD,0.002476,0.002526,0.002476,0.002507,293658.85,737.1
1592784000.0,2020-06-22,DOGEUSD,0.0025,0.002546,0.002476,0.002476,283591.64,713.62
1592697600.0,2020-06-21,DOGEUSD,0.002525,0.00254,0.0025,0.0025,122046.47,307.53
1592611200.0,2020-06-20,DOGEUSD,0.002497,0.00254,0.002489,0.002525,210714.25,529.01
1592524800.0,2020-06-19,DOGEUSD,0.002523,0.002549,0.00247,0.002497,585232.01,1474.3
1592438400.0,2020-06-18,DOGEUSD,0.00251,0.002556,0.00247,0.002523,576346.85,1440.7
1592352000.0,2020-06-17,DOGEUSD,0.002509,0.002556,0.002493,0.00251,225799.84,570.32
1592265600.0,2020-06-16,DOGEUSD,0.002502,0.002557,0.00249,0.002509,96253.62,243.25
1592179200.0,2020-06-15,DOGEUSD,0.002501,0.002555,0.00247,0.002502,355182.21,891.17
1592092800.0,2020-06-14,DOGEUSD,0.002541,0.002565,0.0025,0.002501,415735.4,1051.06
1592006400.0,2020-06-13,DOGEUSD,0.002543,0.00258,0.00253,0.002541,154385.06,394.24
1591920000.0,2020-06-12,DOGEUSD,0.002506,0.002586,0.002506,0.002543,172335.07,441.36
1591833600.0,2020-06-11,DOGEUSD,0.002592,0.002611,0.002506,0.002506,465636.87,1192.33
1591747200.0,2020-06-10,DOGEUSD,0.002583,0.002613,0.002554,0.002592,321136.82,833.01
1591660800.0,2020-06-09,DOGEUSD,0.002582,0.002608,0.002547,0.002583,854264.5,2201.66
1591574400.0,2020-06-08,DOGEUSD,0.002609,0.002646,0.00258,0.002582,352118.11,914.1
1591488000.0,2020-06-07,DOGEUSD,0.002581,0.002646,0.002576,0.002609,669353.3,1746.28
1591401600.0,2020-06-06,DOGEUSD,0.002593,0.002605,0.00258,0.002581,322918.14,837.47
1591315200.0,2020-06-05,DOGEUSD,0.00266,0.00266,0.00258,0.002593,631123.8,1648.53
1591228800.0,2020-06-04,DOGEUSD,0.002578,0.002691,0.002578,0.00266,701586.03,1850.84
1591142400.0,2020-06-03,DOGEUSD,0.002603,0.00264,0.002571,0.002578,551243.69,1440.22
1591056000.0,2020-06-02,DOGEUSD,0.00264,0.00265,0.002536,0.002603,759957.32,1973.54
1590969600.0,2020-06-01,DOGEUSD,0.00257,0.00264,0.00257,0.00264,717126.24,1863.31
1590883200.0,2020-05-31,DOGEUSD,0.002585,0.00262,0.00257,0.00257,737417.89,1903.09
1590796800.0,2020-05-30,DOGEUSD,0.00253,0.002639,0.0025,0.002585,959246.46,2462.14
1590710400.0,2020-05-29,DOGEUSD,0.00255,0.00255,0.0025,0.00253,255831.07,644.23
1590624000.0,2020-05-28,DOGEUSD,0.002517,0.00255,0.002496,0.00255,910199.32,2305.99
1590537600.0,2020-05-27,DOGEUSD,0.002532,0.002542,0.002503,0.002517,151047.27,381.04
1590451200.0,2020-05-26,DOGEUSD,0.002528,0.002556,0.0025,0.002532,237494.81,598.68
1590364800.0,2020-05-25,DOGEUSD,0.00247,0.002555,0.00247,0.002528,299185.67,755.58
1590278400.0,2020-05-24,DOGEUSD,0.002545,0.00257,0.00247,0.00247,415832.31,1047.81
1590192000.0,2020-05-23,DOGEUSD,0.002521,0.002576,0.002507,0.002545,681213.52,1724.12
1590105600.0,2020-05-22,DOGEUSD,0.00253,0.002552,0.002463,0.002521,362700.03,915.43
1590019200.0,2020-05-21,DOGEUSD,0.00253,0.00255,0.00246,0.00253,554822.93,1388.12
1589932800.0,2020-05-20,DOGEUSD,0.002541,0.002567,0.002494,0.00253,404788.32,1024.5
1589846400.0,2020-05-19,DOGEUSD,0.002523,0.002561,0.002493,0.002541,303477.81,762.42
1589760000.0,2020-05-18,DOGEUSD,0.00251,0.00258,0.0025,0.002523,498595.35,1274.15
1589673600.0,2020-05-17,DOGEUSD,0.002521,0.002563,0.002499,0.00251,209676.09,531.52
1589587200.0,2020-05-16,DOGEUSD,0.002525,0.002548,0.002483,0.002521,329596.65,828.08
1589500800.0,2020-05-15,DOGEUSD,0.002524,0.00255,0.002483,0.002525,588747.38,1477.29
1589414400.0,2020-05-14,DOGEUSD,0.002495,0.002603,0.002488,0.002524,485387.5,1238.22
1589328000.0,2020-05-13,DOGEUSD,0.0025,0.002516,0.00246,0.002495,345167.91,859.52
1589241600.0,2020-05-12,DOGEUSD,0.002469,0.002554,0.002422,0.0025,323645.7,802.95
1589155200.0,2020-05-11,DOGEUSD,0.00247,0.00254,0.002352,0.002469,807352.1,1975.98
1589068800.0,2020-05-10,DOGEUSD,0.0026,0.0026,0.002409,0.00247,689525.48,1697.88
1588982400.0,2020-05-09,DOGEUSD,0.002561,0.0026,0.0025,0.0026,366133.29,932.21
1588896000.0,2020-05-08,DOGEUSD,0.0026,0.002622,0.002511,0.002561,401835.29,1034.83
1588809600.0,2020-05-07,DOGEUSD,0.002494,0.002666,0.002475,0.0026,1047541.37,2730.51
1588723200.0,2020-05-06,DOGEUSD,0.002396,0.00253,0.002396,0.002494,579753.18,1438.63
1588636800.0,2020-05-05,DOGEUSD,0.002495,0.002495,0.002351,0.002396,592233.21,1431.38
1588550400.0,2020-05-04,DOGEUSD,0.002474,0.002533,0.00236,0.002495,395410.47,964.24
1588464000.0,2020-05-03,DOGEUSD,0.0025,0.00257,0.00247,0.002474,441331.61,1107.68
1588377600.0,2020-05-02,DOGEUSD,0.002456,0.0025,0.00244,0.0025,875456.39,2158.53
1588291200.0,2020-05-01,DOGEUSD,0.002431,0.002509,0.002424,0.002456,383052.95,947.67
1588204800.0,2020-04-30,DOGEUSD,0.00248,0.002639,0.00237,0.002431,1478512.04,3671.08
1588118400.0,2020-04-29,DOGEUSD,0.002347,0.00249,0.002321,0.00248,819737.8,1972.28
1588032000.0,2020-04-28,DOGEUSD,0.002376,0.002376,0.002311,0.002347,925510.42,2171.28
1587945600.0,2020-04-27,DOGEUSD,0.0024,0.0024,0.00231,0.002376,543281.68,1273.54
1587859200.0,2020-04-26,DOGEUSD,0.00213,0.00246,0.002125,0.0024,1715017.49,4005.49
1587772800.0,2020-04-25,DOGEUSD,0.002029,0.002148,0.002029,0.00213,871512.37,1814.97
1587686400.0,2020-04-24,DOGEUSD,0.002027,0.002065,0.002015,0.002029,247793.6,506.87
1587600000.0,2020-04-23,DOGEUSD,0.002018,0.00208,0.001975,0.002027,868513.8,1780.87
1587513600.0,2020-04-22,DOGEUSD,0.001956,0.00202,0.00192,0.002018,490451.4,970.48
1587427200.0,2020-04-21,DOGEUSD,0.001993,0.002019,0.0019,0.001956,400923.33,781.96
1587340800.0,2020-04-20,DOGEUSD,0.002021,0.002063,0.00195,0.001993,532339.36,1073.59
1587254400.0,2020-04-19,DOGEUSD,0.002034,0.00208,0.002017,0.002021,523802.25,1074.36
1587168000.0,2020-04-18,DOGEUSD,0.002011,0.00209,0.00199,0.002034,713240.07,1458.5
