https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XRP,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1638576000000,2021-12-04 00:00:00,XRP/USDT,0.91877392,0.924,0.612,0.84498936,9030184.72884464,11861247.30127964,0,0,0,0.7613183
1638489600000,2021-12-03 00:00:00,XRP/USDT,0.9718775,0.98304654,0.89382501,0.92029298,2072616.17180736,2201166.75106137,0,0,0,0.94159889
1638403200000,2021-12-02 00:00:00,XRP/USDT,0.98981054,0.98981054,0.956,0.97219473,1082286.66144166,1112322.66271583,0,0,0,0.97299704
1638316800000,2021-12-01 00:00:00,XRP/USDT,0.99770972,1.01715065,0.98009808,0.98988889,935907.05298816,931507.40021878,0,0,0,1.00472315
1638230400000,2021-11-30 00:00:00,XRP/USDT,0.98985182,1.02923076,0.970401,0.99751919,2440657.9353836,2452580.04476173,0,0,0,0.99513895
1638144000000,2021-11-29 00:00:00,XRP/USDT,0.969,1.00145115,0.96300121,0.98936824,2756813.0326958,2795982.54401652,0,0,0,0.98599078
1638057600000,2021-11-28 00:00:00,XRP/USDT,0.94592916,0.96886166,0.88364517,0.96886166,2937294.68147293,3198830.93175219,0,0,0,0.91824005
1637971200000,2021-11-27 00:00:00,XRP/USDT,0.93842233,0.96457587,0.934,0.94240428,1438390.49412663,1509767.74983243,0,0,0,0.95272302
1637884800000,2021-11-26 00:00:00,XRP/USDT,1.04329308,1.04609925,0.91,0.939917,5026696.42281684,5249209.25131077,0,0,0,0.95761021
1637798400000,2021-11-25 00:00:00,XRP/USDT,1.03242748,1.06444147,1.02,1.04222185,4431763.56464427,4276843.04051147,0,0,0,1.0362231
1637712000000,2021-11-24 00:00:00,XRP/USDT,1.06805628,1.07250682,1.0087,1.03322311,1443017.83703288,1403112.70642131,0,0,0,1.02844043
1637625600000,2021-11-23 00:00:00,XRP/USDT,1.03598225,1.071,1.02008978,1.06716362,1395446.20138763,1333714.33580164,0,0,0,1.04628567
1637539200000,2021-11-22 00:00:00,XRP/USDT,1.05884693,1.07103254,1.02670618,1.03604896,2269708.15104087,2175910.20741661,0,0,0,1.04310745
1637452800000,2021-11-21 00:00:00,XRP/USDT,1.09711153,1.09711153,1.05650866,1.0582186,1701013.39520273,1579596.63100088,0,0,0,1.07686567
1637366400000,2021-11-20 00:00:00,XRP/USDT,1.09084668,1.10058909,1.06104603,1.09556771,1101858.61884286,1016091.12723024,0,0,0,1.08440925
1637280000000,2021-11-19 00:00:00,XRP/USDT,1.04094826,1.1041,1.018,1.0891803,2656298.09948727,2486909.95849186,0,0,0,1.06811189
1637193600000,2021-11-18 00:00:00,XRP/USDT,1.09665568,1.16252116,1.0158428,1.04167977,4500304.73036861,4161580.31040248,0,0,0,1.08139321
1637107200000,2021-11-17 00:00:00,XRP/USDT,1.08723479,1.112,1.05987858,1.09803341,1655241.87778957,1524340.98799409,0,0,0,1.08587375
1637020800000,2021-11-16 00:00:00,XRP/USDT,1.17,1.17,1.04499332,1.08762357,5828642.84244355,5295965.35429788,0,0,0,1.10058175
1636934400000,2021-11-15 00:00:00,XRP/USDT,1.18839766,1.21951149,1.16615756,1.17097451,2468834.76783507,2072600.02184427,0,0,0,1.19117762
1636848000000,2021-11-14 00:00:00,XRP/USDT,1.18965263,1.19847213,1.1681984,1.18804,1180826.85859787,997981.46759164,0,0,0,1.18321521
1636761600000,2021-11-13 00:00:00,XRP/USDT,1.18872828,1.20315172,1.16792259,1.19,1557969.80954667,1313774.39103231,0,0,0,1.18587317
1636675200000,2021-11-12 00:00:00,XRP/USDT,1.21387672,1.23252984,1.155,1.18853767,3801926.40560694,3212027.54909804,0,0,0,1.18365311
1636588800000,2021-11-11 00:00:00,XRP/USDT,1.19116017,1.25464894,1.17734675,1.21532206,4234591.45582303,3484034.50840255,0,0,0,1.21542752
1636502400000,2021-11-10 00:00:00,XRP/USDT,1.25655715,1.348,1.12575527,1.19223751,17203121.77662184,13747991.56276719,0,0,0,1.2513189
1636416000000,2021-11-09 00:00:00,XRP/USDT,1.28140941,1.28788089,1.22687031,1.25682572,5296008.86879692,4218171.24237453,0,0,0,1.25552249
1636329600000,2021-11-08 00:00:00,XRP/USDT,1.22,1.29552133,1.21942771,1.28191668,6921864.75823227,5481829.81210376,0,0,0,1.26269238
1636243200000,2021-11-07 00:00:00,XRP/USDT,1.15033008,1.236,1.14610656,1.21965925,6066232.44198355,5061914.8329372,0,0,0,1.19840665
1636156800000,2021-11-06 00:00:00,XRP/USDT,1.15823673,1.1751072,1.1103907,1.15069391,4429478.26844018,3907238.0820648,0,0,0,1.13365967
1636070400000,2021-11-05 00:00:00,XRP/USDT,1.20053716,1.20053716,1.135,1.15974857,3930201.96754808,3385959.14535808,0,0,0,1.1607352
1635984000000,2021-11-04 00:00:00,XRP/USDT,1.20993951,1.25601472,1.16281714,1.20108252,5624305.74578268,4687705.97484962,0,0,0,1.19979917
1635897600000,2021-11-03 00:00:00,XRP/USDT,1.13533396,1.23419801,1.12592056,1.208237,8105081.98940266,6815736.94202959,0,0,0,1.18917177
1635811200000,2021-11-02 00:00:00,XRP/USDT,1.09253706,1.14544785,1.08708606,1.13550421,3707790.30604645,3304548.90809021,0,0,0,1.12202615
1635724800000,2021-11-01 00:00:00,XRP/USDT,1.11362886,1.13105995,1.07170942,1.09243491,2805495.93121221,2566598.01717682,0,0,0,1.09307959
1635638400000,2021-10-31 00:00:00,XRP/USDT,1.08461722,1.15323506,1.07,1.1123763,5367432.95159373,4865822.81289819,0,0,0,1.10308845
1635552000000,2021-10-30 00:00:00,XRP/USDT,1.08226306,1.116,1.06210815,1.08459651,4099193.84070883,3774068.94205311,0,0,0,1.08614704
1635465600000,2021-10-29 00:00:00,XRP/USDT,1.05803693,1.08957582,1.05452,1.08226306,3176562.09672543,2969396.58636574,0,0,0,1.06976687
1635379200000,2021-10-28 00:00:00,XRP/USDT,0.99460342,1.08094598,0.981641,1.05786228,7984073.89135102,7644104.09712387,0,0,0,1.04447477
1635292800000,2021-10-27 00:00:00,XRP/USDT,1.10630998,1.12401965,0.955,0.99399437,7319900.63468732,7064463.24114174,0,0,0,1.03615807
1635206400000,2021-10-26 00:00:00,XRP/USDT,1.09543559,1.15923628,1.09199999,1.10758869,5992964.33721736,5379033.51440155,0,0,0,1.11413403
1635120000000,2021-10-25 00:00:00,XRP/USDT,1.08252397,1.10261377,1.078716,1.09469534,1296310.21455084,1187011.20916741,0,0,0,1.09207916
1635033600000,2021-10-24 00:00:00,XRP/USDT,1.09428291,1.09487409,1.0566243,1.082,2290566.5318998,2128993.46334814,0,0,0,1.07589176
1634947200000,2021-10-23 00:00:00,XRP/USDT,1.08826077,1.10179,1.07663338,1.09284819,1196334.48229067,1099083.70155785,0,0,0,1.0884835
1634860800000,2021-10-22 00:00:00,XRP/USDT,1.08875985,1.12755099,1.07588104,1.08892032,2811145.03443752,2554088.13736277,0,0,0,1.10064527
1634774400000,2021-10-21 00:00:00,XRP/USDT,1.146,1.16388842,1.08591062,1.08916325,4221583.2403739,3754786.7053798,0,0,0,1.12432038
1634688000000,2021-10-20 00:00:00,XRP/USDT,1.09147624,1.15276575,1.08752486,1.14569237,2930677.51170823,2601368.41302275,0,0,0,1.12659071
1634601600000,2021-10-19 00:00:00,XRP/USDT,1.08273305,1.1,1.068,1.0918486,3467048.19427207,3200460.53897462,0,0,0,1.08329665
1634515200000,2021-10-18 00:00:00,XRP/USDT,1.09483127,1.10536585,1.065,1.08318569,2001068.40627552,1839925.2793385,0,0,0,1.08758134
1634428800000,2021-10-17 00:00:00,XRP/USDT,1.13295241,1.14,1.02280575,1.09278109,3320516.65813371,3052298.68073076,0,0,0,1.08787409
1634342400000,2021-10-16 00:00:00,XRP/USDT,1.14167983,1.18565994,1.1308184,1.13467413,2633761.56804512,2284573.31438868,0,0,0,1.15284615
1634256000000,2021-10-15 00:00:00,XRP/USDT,1.13403318,1.16509257,1.09288,1.14131684,4966336.66401046,4403695.63606701,0,0,0,1.12776564
1634169600000,2021-10-14 00:00:00,XRP/USDT,1.12786636,1.15705324,1.11811626,1.13294303,2584077.69054029,2280302.35265983,0,0,0,1.13321713
1634083200000,2021-10-13 00:00:00,XRP/USDT,1.09891805,1.138,1.0759336,1.1275175,2442407.84720799,2208405.16743026,0,0,0,1.10596003
1633996800000,2021-10-12 00:00:00,XRP/USDT,1.13539122,1.136,1.06552811,1.10122239,4301404.42404749,3931274.75415396,0,0,0,1.09415003
1633910400000,2021-10-11 00:00:00,XRP/USDT,1.13517544,1.18078942,1.10303718,1.13743574,3863954.04290236,3368410.15753946,0,0,0,1.14711506
1633824000000,2021-10-10 00:00:00,XRP/USDT,1.16000001,1.2283994,1.127,1.13651931,5682103.65607531,4834260.35148342,0,0,0,1.17538221
1633737600000,2021-10-09 00:00:00,XRP/USDT,1.063,1.20811851,1.05814507,1.16000001,5501066.4371005,4813024.06948211,0,0,0,1.14295427
1633651200000,2021-10-08 00:00:00,XRP/USDT,1.06637471,1.092,1.055,1.06132534,2087098.36918484,1946078.24533693,0,0,0,1.07246374
1633564800000,2021-10-07 00:00:00,XRP/USDT,1.07850866,1.09359709,1.044,1.06677957,1981347.46250961,1850273.16386996,0,0,0,1.07084051
1633478400000,2021-10-06 00:00:00,XRP/USDT,1.08396593,1.10779835,1.018,1.076,4348959.76716312,4065570.88530542,0,0,0,1.06970457
1633392000000,2021-10-05 00:00:00,XRP/USDT,1.04230879,1.08733862,1.03890422,1.08392567,2253616.88791825,2121416.69087187,0,0,0,1.06231694
1633305600000,2021-10-04 00:00:00,XRP/USDT,1.055,1.05881771,1.00675614,1.04189996,3102020.980915,2996035.55079341,0,0,0,1.03537522
1633219200000,2021-10-03 00:00:00,XRP/USDT,1.03727604,1.08797085,1.02231426,1.0548739,3243827.65280273,3077220.99161284,0,0,0,1.05414192
1633132800000,2021-10-02 00:00:00,XRP/USDT,1.04229562,1.07208366,1.00900227,1.03921771,1545302.65992855,1490515.60307303,0,0,0,1.03675711
1633046400000,2021-10-01 00:00:00,XRP/USDT,0.95368007,1.067,0.94480978,1.04211677,3754282.83640136,3711932.68209545,0,0,0,1.01140919
1632960000000,2021-09-30 00:00:00,XRP/USDT,0.92675516,0.963,0.92278538,0.9533597,1604468.10054986,1694713.38794042,0,0,0,0.94674893
1632873600000,2021-09-29 00:00:00,XRP/USDT,0.89231861,0.99210359,0.88671488,0.927,3959836.13843408,4183870.19149933,0,0,0,0.94645291
1632787200000,2021-09-28 00:00:00,XRP/USDT,0.92248495,0.941975,0.891,0.89324561,1726437.15632678,1878737.15067772,0,0,0,0.91893491
1632700800000,2021-09-27 00:00:00,XRP/USDT,0.94309572,0.98076213,0.92010155,0.92248495,1915699.90868249,2014276.02819041,0,0,0,0.95106126
1632614400000,2021-09-26 00:00:00,XRP/USDT,0.94012679,0.95629774,0.89215491,0.94395653,2522211.74450001,2728047.79168151,0,0,0,0.92454822
1632528000000,2021-09-25 00:00:00,XRP/USDT,0.94461067,0.95730634,0.917,0.94077573,1052133.62128441,1120447.70224085,0,0,0,0.93902965
1632441600000,2021-09-24 00:00:00,XRP/USDT,1.00066295,1.00245614,0.88671488,0.94402642,5868610.70387615,6306983.73547665,0,0,0,0.93049402
1632355200000,2021-09-23 00:00:00,XRP/USDT,1.00080345,1.01639805,0.96840591,1.00161379,1645168.76980622,1657618.50721336,0,0,0,0.99248938
1632268800000,2021-09-22 00:00:00,XRP/USDT,0.87327276,1.00843982,0.86818306,1.00226303,4916986.92582804,5210905.29038326,0,0,0,0.94359552
1632182400000,2021-09-21 00:00:00,XRP/USDT,0.9208926,0.96,0.85745366,0.87223025,4286507.7554978,4712988.91325208,0,0,0,0.9095094
1632096000000,2021-09-20 00:00:00,XRP/USDT,1.0485,1.04924841,0.87544236,0.91969702,9165040.0020094,9721053.07110005,0,0,0,0.9428032
1632009600000,2021-09-19 00:00:00,XRP/USDT,1.07606714,1.0833,1.0396,1.04824579,1037615.16749307,976941.0265671,0,0,0,1.06210624
1631923200000,2021-09-18 00:00:00,XRP/USDT,1.06481509,1.094444,1.05788857,1.07606714,710511.4683907,656607.37170528,0,0,0,1.08209486
1631836800000,2021-09-17 00:00:00,XRP/USDT,1.08967146,1.10179218,1.052,1.06524833,1511004.62567761,1413332.79118257,0,0,0,1.06910745
1631750400000,2021-09-16 00:00:00,XRP/USDT,1.12158447,1.12960877,1.06606083,1.09109036,2663532.26624081,2410135.20502259,0,0,0,1.10513811
1631664000000,2021-09-15 00:00:00,XRP/USDT,1.09572094,1.13,1.079,1.1213381,1781202.61659634,1615720.11680564,0,0,0,1.10242027
1631577600000,2021-09-14 00:00:00,XRP/USDT,1.06234707,1.09745395,1.05359237,1.096,1261645.18140836,1175380.90895926,0,0,0,1.0733926
1631491200000,2021-09-13 00:00:00,XRP/USDT,1.11795914,1.12621394,1.02531411,1.06409888,4288252.14050054,4049116.68701368,0,0,0,1.05905867
1631404800000,2021-09-12 00:00:00,XRP/USDT,1.07853211,1.12702375,1.05838752,1.11650514,3675122.98085427,3344444.20881317,0,0,0,1.09887405
1631318400000,2021-09-11 00:00:00,XRP/USDT,1.0565243,1.09991965,1.05124607,1.07861374,1916199.05566455,1781787.18475314,0,0,0,1.07543654
1631232000000,2021-09-10 00:00:00,XRP/USDT,1.08883042,1.2428614,1.03074593,1.0555,12462848.09616325,11113732.36410907,0,0,0,1.12139177
1631145600000,2021-09-09 00:00:00,XRP/USDT,1.099,1.13755035,1.0745235,1.08730428,5121227.776399,4633127.28066548,0,0,0,1.10535011
1631059200000,2021-09-08 00:00:00,XRP/USDT,1.12923252,1.14690665,1.011599,1.099,11562269.20876517,10678593.34662645,0,0,0,1.08275208
1630972800000,2021-09-07 00:00:00,XRP/USDT,1.3900053,1.39166553,0.9273142,1.1269137,22817118.90303657,19883024.24454172,0,0,0,1.14756782
1630886400000,2021-09-06 00:00:00,XRP/USDT,1.30846836,1.41400939,1.30736575,1.3900053,7929838.54060229,5852979.35293757,0,0,0,1.35483794
1630800000000,2021-09-05 00:00:00,XRP/USDT,1.256,1.31205715,1.23744019,1.30693438,3443910.15805304,2687198.73321388,0,0,0,1.2815986
1630713600000,2021-09-04 00:00:00,XRP/USDT,1.29,1.29645179,1.23686615,1.25515899,4575522.31312975,3624558.86098187,0,0,0,1.26236667
1630627200000,2021-09-03 00:00:00,XRP/USDT,1.25291533,1.32340822,1.2211,1.29019777,4821598.19663199,3755520.90271865,0,0,0,1.28386935
1630540800000,2021-09-02 00:00:00,XRP/USDT,1.23623569,1.29607081,1.22239654,1.25360189,5118410.03493778,4046117.10892737,0,0,0,1.26501776
1630454400000,2021-09-01 00:00:00,XRP/USDT,1.18169621,1.23749999,1.15917843,1.23616185,5510258.22767445,4600281.1842912,0,0,0,1.197809
1630368000000,2021-08-31 00:00:00,XRP/USDT,1.09951057,1.24115177,1.09153965,1.18584942,6825843.34273326,5842828.84703944,0,0,0,1.1682429
1630281600000,2021-08-30 00:00:00,XRP/USDT,1.142,1.1482,1.09542488,1.10072067,2590168.83941597,2298484.04391137,0,0,0,1.12690311
1630195200000,2021-08-29 00:00:00,XRP/USDT,1.146,1.16734693,1.113029,1.1401044,2437948.20800359,2139474.77035202,0,0,0,1.1395078
1630108800000,2021-08-28 00:00:00,XRP/USDT,1.19135225,1.19878097,1.13352663,1.145,2494029.16217785,2161501.3346376,0,0,0,1.15384113
1630022400000,2021-08-27 00:00:00,XRP/USDT,1.07062672,1.19198785,1.0507216,1.19135225,5105479.09618081,4562568.62094624,0,0,0,1.11899228
1629936000000,2021-08-26 00:00:00,XRP/USDT,1.174419,1.18565994,1.0642767,1.07192384,4860047.516946,4386917.44565113,0,0,0,1.10785023
1629849600000,2021-08-25 00:00:00,XRP/USDT,1.13587628,1.17724051,1.106388,1.17455037,3322552.5417173,2895614.88564851,0,0,0,1.14744283
1629763200000,2021-08-24 00:00:00,XRP/USDT,1.2466743,1.26523102,1.12499733,1.13676033,6096375.34984738,5152528.25560682,0,0,0,1.18318135
1629676800000,2021-08-23 00:00:00,XRP/USDT,1.23131582,1.30300635,1.2,1.24759116,4948226.52601045,3940684.04999892,0,0,0,1.25567705
1629590400000,2021-08-22 00:00:00,XRP/USDT,1.21501148,1.25493726,1.17908906,1.22552947,4308723.06987162,3549344.27258182,0,0,0,1.21394903
1629504000000,2021-08-21 00:00:00,XRP/USDT,1.26241517,1.28298692,1.20383277,1.21687874,3657080.81477069,2958213.88190484,0,0,0,1.23624624
1629417600000,2021-08-20 00:00:00,XRP/USDT,1.23561513,1.28903905,1.19954662,1.26378922,5076931.08291975,4074362.22957644,0,0,0,1.24606767
1629331200000,2021-08-19 00:00:00,XRP/USDT,1.14484774,1.23474906,1.09137835,1.23474906,4852181.60744496,4189094.97619897,0,0,0,1.15828875
1629244800000,2021-08-18 00:00:00,XRP/USDT,1.09943367,1.19535574,1.05145651,1.14325435,8315666.1798081,7388326.3861905,0,0,0,1.12551418
1629158400000,2021-08-17 00:00:00,XRP/USDT,1.18970911,1.22296635,1.08420954,1.09855466,8303660.42466285,7121848.82590388,0,0,0,1.16594168
1629072000000,2021-08-16 00:00:00,XRP/USDT,1.28921703,1.32784673,1.149,1.19228433,7496468.10568999,6157197.91310227,0,0,0,1.21751293
1628985600000,2021-08-15 00:00:00,XRP/USDT,1.28098873,1.34906596,1.22664264,1.28686465,8156837.98920516,6350737.50857611,0,0,0,1.28439224
1628899200000,2021-08-14 00:00:00,XRP/USDT,1.089,1.30998524,1.07006162,1.28014614,16760993.7537799,14228142.04427358,0,0,0,1.17801703
1628812800000,2021-08-13 00:00:00,XRP/USDT,0.96581933,1.09609835,0.95,1.09035601,7794689.0223081,7562520.96088893,0,0,0,1.03069982
1628726400000,2021-08-12 00:00:00,XRP/USDT,1.01117771,1.04461877,0.92287446,0.96627044,6841495.87383759,6974249.40748336,0,0,0,0.98096518
1628640000000,2021-08-11 00:00:00,XRP/USDT,0.85130896,1.08894562,0.84875204,1.01254781,7901401.39683098,8107076.72261158,0,0,0,0.97463014
1628553600000,2021-08-10 00:00:00,XRP/USDT,0.81705308,0.86209509,0.80050194,0.85327871,2945785.73856081,3541560.43919818,0,0,0,0.83177621
1628467200000,2021-08-09 00:00:00,XRP/USDT,0.77918269,0.82725659,0.7606,0.81890712,1935777.59781523,2402568.88241969,0,0,0,0.80571159
1628380800000,2021-08-08 00:00:00,XRP/USDT,0.81552181,0.84070405,0.77216334,0.77821202,3336775.27692717,4197554.85194926,0,0,0,0.79493309
1628294400000,2021-08-07 00:00:00,XRP/USDT,0.7475097,0.81847448,0.74211962,0.81705944,2175878.26393818,2764335.45862651,0,0,0,0.78712525
1628208000000,2021-08-06 00:00:00,XRP/USDT,0.73425769,0.75304155,0.72289404,0.74672269,869350.20894357,1176589.59207413,0,0,0,0.73887293
1628121600000,2021-08-05 00:00:00,XRP/USDT,0.73022808,0.73893433,0.70118405,0.73272566,1780192.47581657,2482930.09002432,0,0,0,0.71697245
1628035200000,2021-08-04 00:00:00,XRP/USDT,0.71430644,0.7391234,0.69631978,0.73085829,1062635.04670283,1472253.58565237,0,0,0,0.72177446
1627948800000,2021-08-03 00:00:00,XRP/USDT,0.73817916,0.74473887,0.70124621,0.713066,999464.96697219,1398737.08820383,0,0,0,0.71454812
1627862400000,2021-08-02 00:00:00,XRP/USDT,0.7235144,0.77316946,0.7154787,0.73842095,1543755.01902262,2073281.96452047,0,0,0,0.74459482
1627776000000,2021-08-01 00:00:00,XRP/USDT,0.7437,0.7777,0.70284767,0.72385714,2852661.76419991,3861451.35100959,0,0,0,0.73875377
1627689600000,2021-07-31 00:00:00,XRP/USDT,0.75246455,0.75838334,0.73753623,0.74548768,1039571.52500092,1387222.23923438,0,0,0,0.74939075
1627603200000,2021-07-30 00:00:00,XRP/USDT,0.75034999,0.769,0.71250306,0.75171891,2756516.82098008,3718158.37751602,0,0,0,0.74136616
1627516800000,2021-07-29 00:00:00,XRP/USDT,0.73142653,0.7659704,0.69769324,0.74971279,1567986.37567397,2161026.47610606,0,0,0,0.72557481
1627430400000,2021-07-28 00:00:00,XRP/USDT,0.64501457,0.75337174,0.63140614,0.73413675,6229124.82654126,8735567.02301263,0,0,0,0.71307618
1627344000000,2021-07-27 00:00:00,XRP/USDT,0.62420683,0.65249533,0.61245267,0.645503,802431.71484341,1266538.35778602,0,0,0,0.63356289
1627257600000,2021-07-26 00:00:00,XRP/USDT,0.60669879,0.67872813,0.60558519,0.6268742,3500079.60143499,5377687.89065543,0,0,0,0.65085212
1627171200000,2021-07-25 00:00:00,XRP/USDT,0.608,0.611,0.59054303,0.60670545,467128.24229456,775981.66982189,0,0,0,0.6019836
1627084800000,2021-07-24 00:00:00,XRP/USDT,0.60911127,0.62040663,0.60024498,0.609,749010.76618116,1228746.62046405,0,0,0,0.609573
1626998400000,2021-07-23 00:00:00,XRP/USDT,0.59262807,0.6096,0.57584306,0.60911127,1070537.48803044,1802415.63174358,0,0,0,0.59394596
1626912000000,2021-07-22 00:00:00,XRP/USDT,0.57169841,0.60335781,0.56129157,0.59223372,1397609.14139268,2391656.4364649,0,0,0,0.58436869
1626825600000,2021-07-21 00:00:00,XRP/USDT,0.52754822,0.58343743,0.51958218,0.57128998,1662984.97690248,2966261.50098757,0,0,0,0.5606333
1626739200000,2021-07-20 00:00:00,XRP/USDT,0.55722572,0.56946269,0.51609555,0.52926243,1316314.76721907,2469987.55733054,0,0,0,0.53292364
1626652800000,2021-07-19 00:00:00,XRP/USDT,0.58526866,0.58901871,0.55403714,0.55741948,1014141.57376975,1804156.52312317,0,0,0,0.56211396
1626566400000,2021-07-18 00:00:00,XRP/USDT,0.58298118,0.60111668,0.5723091,0.58608685,894334.28198601,1526288.84671363,0,0,0,0.58595349
1626480000000,2021-07-17 00:00:00,XRP/USDT,0.58995233,0.59712352,0.56302012,0.58333146,1076920.06507411,1866383.48681467,0,0,0,0.57700899
1626393600000,2021-07-16 00:00:00,XRP/USDT,0.598,0.61893394,0.58753849,0.5908,856089.4542893,1419493.19801691,0,0,0,0.60309514
1626307200000,2021-07-15 00:00:00,XRP/USDT,0.62080019,0.62604216,0.58815943,0.59786593,1158468.08100059,1911455.30746585,0,0,0,0.606066
1626220800000,2021-07-14 00:00:00,XRP/USDT,0.61788571,0.62400406,0.58607956,0.6195548,1355024.49855108,2251847.53331862,0,0,0,0.601739
1626134400000,2021-07-13 00:00:00,XRP/USDT,0.62728336,0.64427149,0.60914745,0.619,1375862.36202707,2213898.37416172,0,0,0,0.6214659
1626048000000,2021-07-12 00:00:00,XRP/USDT,0.63629312,0.6568,0.61763992,0.62929963,1942095.0325275,3049728.64750372,0,0,0,0.63680912
1625961600000,2021-07-11 00:00:00,XRP/USDT,0.626,0.64371337,0.61718226,0.63593863,349394.12513796,553684.15642789,0,0,0,0.63103507
1625875200000,2021-07-10 00:00:00,XRP/USDT,0.63733115,0.6486,0.61263514,0.6252384,397456.88180097,636337.38442978,0,0,0,0.62460086
1625788800000,2021-07-09 00:00:00,XRP/USDT,0.62,0.64568705,0.59222406,0.63602081,1085773.97133579,1749318.12034814,0,0,0,0.62068411
1625702400000,2021-07-08 00:00:00,XRP/USDT,0.65201763,0.65349778,0.61147611,0.62152601,874055.12836791,1395768.45954712,0,0,0,0.62621785
1625616000000,2021-07-07 00:00:00,XRP/USDT,0.66310664,0.673501,0.6504818,0.65101047,1105753.64276748,1660717.22036601,0,0,0,0.66582897
1625529600000,2021-07-06 00:00:00,XRP/USDT,0.652,0.679586,0.652,0.66539265,1036592.74192645,1550040.70515707,0,0,0,0.66875194
1625443200000,2021-07-05 00:00:00,XRP/USDT,0.69594873,0.69617024,0.64510182,0.652,1781228.95743759,2697313.55268644,0,0,0,0.66037148
1625356800000,2021-07-04 00:00:00,XRP/USDT,0.6725912,0.70871559,0.66570485,0.69612799,782755.56330746,1130261.01463358,0,0,0,0.69254407
1625270400000,2021-07-03 00:00:00,XRP/USDT,0.65597443,0.6842327,0.64392773,0.67311513,1024371.51360483,1529815.5721819,0,0,0,0.66960457
1625184000000,2021-07-02 00:00:00,XRP/USDT,0.65931033,0.667,0.63359399,0.6568,1531145.67149273,2372356.21153573,0,0,0,0.64541136
1625097600000,2021-07-01 00:00:00,XRP/USDT,0.70436661,0.70436661,0.64568179,0.65945529,2266649.98291319,3414479.92908648,0,0,0,0.66383461
1625011200000,2021-06-30 00:00:00,XRP/USDT,0.70515821,0.71345783,0.64792225,0.70635937,2691811.80122074,3971543.41054177,0,0,0,0.67777473
1624924800000,2021-06-29 00:00:00,XRP/USDT,0.64437803,0.73343121,0.64211342,0.70543763,3863922.94264583,5526871.48179444,0,0,0,0.69911575
1624838400000,2021-06-28 00:00:00,XRP/USDT,0.64826876,0.65691873,0.62464227,0.64384099,2437719.13098126,3793890.54271694,0,0,0,0.64253807
1624752000000,2021-06-27 00:00:00,XRP/USDT,0.617075,0.65230294,0.59662191,0.64640196,2196787.22422433,3558762.51674409,0,0,0,0.61728963
1624665600000,2021-06-26 00:00:00,XRP/USDT,0.61059783,0.63238927,0.5819973,0.61681946,4049336.55734161,6707364.04016952,0,0,0,0.60371504
1624579200000,2021-06-25 00:00:00,XRP/USDT,0.67387069,0.68856198,0.6023696,0.61134082,6315627.91734291,9956185.44537738,0,0,0,0.63434213
1624492800000,2021-06-24 00:00:00,XRP/USDT,0.63865904,0.69208,0.61708827,0.66935901,3039247.4043055,4675008.73485564,0,0,0,0.65010518
1624406400000,2021-06-23 00:00:00,XRP/USDT,0.5460029,0.66518775,0.52128489,0.63862143,5460352.0909544,8972117.03080329,0,0,0,0.60859126
1624320000000,2021-06-22 00:00:00,XRP/USDT,0.60997485,0.649411,0.50946364,0.546526,10697870.15806434,18830045.36618108,0,0,0,0.56812768
1624233600000,2021-06-21 00:00:00,XRP/USDT,0.77436861,0.7793741,0.60427427,0.60715093,5798830.53253646,8543084.65075413,0,0,0,0.67877479
1624147200000,2021-06-20 00:00:00,XRP/USDT,0.7575885,0.78411446,0.69745677,0.77307344,2096147.77287988,2820486.16572163,0,0,0,0.74318668
1624060800000,2021-06-19 00:00:00,XRP/USDT,0.79754324,0.80513757,0.75611009,0.76,920888.4022293,1168737.25114003,0,0,0,0.7879345
1623974400000,2021-06-18 00:00:00,XRP/USDT,0.8418014,0.84435647,0.76987806,0.79610702,1995157.50040847,2476871.97226545,0,0,0,0.80551498
1623888000000,2021-06-17 00:00:00,XRP/USDT,0.83189079,0.86130969,0.82414425,0.84152636,1612971.34061376,1906112.43950245,0,0,0,0.84620996
1623801600000,2021-06-16 00:00:00,XRP/USDT,0.86625816,0.87240225,0.82638914,0.83088554,2170494.15134156,2569924.71415468,0,0,0,0.84457499
1623715200000,2021-06-15 00:00:00,XRP/USDT,0.89062463,0.90138321,0.85634365,0.86653061,1900164.90731257,2164557.89995746,0,0,0,0.87785358
1623628800000,2021-06-14 00:00:00,XRP/USDT,0.88318212,0.92948291,0.863,0.89087212,3075217.15818505,3447484.73673608,0,0,0,0.89201762
1623542400000,2021-06-13 00:00:00,XRP/USDT,0.83205633,0.888,0.81780487,0.88318292,1623329.67192439,1910080.71905131,0,0,0,0.8498749
1623456000000,2021-06-12 00:00:00,XRP/USDT,0.84528156,0.84571353,0.806,0.83145581,1725276.3930962,2096455.69265624,0,0,0,0.82294913
1623369600000,2021-06-11 00:00:00,XRP/USDT,0.86869932,0.87970869,0.83449187,0.84732323,1577838.81443836,1836183.69937166,0,0,0,0.85930335
1623283200000,2021-06-10 00:00:00,XRP/USDT,0.92244897,0.92868312,0.85298393,0.86743958,4292669.68529527,4853809.7186296,0,0,0,0.88439183
