https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DAI,Volume USD
1705104000,2024-01-13 00:00:00,DAI/USD,0.99870,0.99870,0.99870,0.99870,0.00000,0.0
1705017600,2024-01-12 00:00:00,DAI/USD,0.99870,0.99870,0.99870,0.99870,0.00000,0.0
1704931200,2024-01-11 00:00:00,DAI/USD,1.00211,1.00211,0.97523,0.99870,1756.58503,1754.3014694610001
1704844800,2024-01-10 00:00:00,DAI/USD,0.99806,1.00211,0.99806,1.00211,1608.34091,1611.7345093201
1704758400,2024-01-09 00:00:00,DAI/USD,1.00000,1.00211,0.97576,1.00211,26842.61565,26899.2535690215
1704672000,2024-01-08 00:00:00,DAI/USD,0.98375,0.99790,0.95364,0.99789,35082.10217,35008.0789344213
1704585600,2024-01-07 00:00:00,DAI/USD,0.98779,0.98779,0.98779,0.98779,0.00000,0.0
1704499200,2024-01-06 00:00:00,DAI/USD,0.98779,0.98779,0.98779,0.98779,299.75120,296.091237848
1704412800,2024-01-05 00:00:00,DAI/USD,0.99880,0.99880,0.99880,0.99880,0.00000,0.0
1704326400,2024-01-04 00:00:00,DAI/USD,0.99997,1.00000,0.99005,0.99880,4671.82550,4666.2193094
1704240000,2024-01-03 00:00:00,DAI/USD,0.99790,0.99999,0.98053,0.98053,662.39996,649.5030327787999
1704153600,2024-01-02 00:00:00,DAI/USD,0.98201,1.00250,0.97223,1.00250,8935.79675,8958.136241875
1704067200,2024-01-01 00:00:00,DAI/USD,0.98072,0.99662,0.98072,0.99662,968.57000,965.2962334
1703980800,2023-12-31 00:00:00,DAI/USD,0.99775,1.00000,0.98049,0.98049,2400.08318,2353.2575571582
1703894400,2023-12-30 00:00:00,DAI/USD,0.97976,0.99636,0.97001,0.99636,4113.85870,4098.884254332
1703808000,2023-12-29 00:00:00,DAI/USD,0.98201,0.99800,0.97220,0.99129,11912.18963,11808.434458322701
1703721600,2023-12-28 00:00:00,DAI/USD,0.98223,0.99800,0.98201,0.99797,2589.88695,2584.6294794915
1703635200,2023-12-27 00:00:00,DAI/USD,0.99799,0.99799,0.99797,0.99799,60.00000,59.879400000000004
1703548800,2023-12-26 00:00:00,DAI/USD,0.98200,0.99875,0.98200,0.99872,2255.17406,2252.2874372032
1703462400,2023-12-25 00:00:00,DAI/USD,0.99651,0.99651,0.99651,0.99651,0.00000,0.0
1703376000,2023-12-24 00:00:00,DAI/USD,1.00000,1.00000,0.98031,0.99651,3591.00627,3578.4736581177
1703289600,2023-12-23 00:00:00,DAI/USD,0.98011,0.99611,0.98010,0.99611,1624.00000,1617.68264
1703203200,2023-12-22 00:00:00,DAI/USD,0.98425,0.99974,0.97137,0.99618,12592.03767,12543.936086100599
1703116800,2023-12-21 00:00:00,DAI/USD,1.00335,1.00335,1.00335,1.00335,336.02000,337.14566699999995
1703030400,2023-12-20 00:00:00,DAI/USD,0.98994,0.98994,0.98994,0.98994,0.00000,0.0
1702944000,2023-12-19 00:00:00,DAI/USD,0.98231,1.13593,0.98231,0.98994,5560.40630,5504.4686126219995
1702857600,2023-12-18 00:00:00,DAI/USD,0.98239,0.98239,0.98239,0.98239,291.05121,285.9257981919
1702771200,2023-12-17 00:00:00,DAI/USD,1.03782,1.03782,1.03782,1.03782,0.00000,0.0
1702684800,2023-12-16 00:00:00,DAI/USD,1.03782,1.03782,1.03782,1.03782,0.00000,0.0
1702598400,2023-12-15 00:00:00,DAI/USD,1.03782,1.03782,1.03782,1.03782,0.00000,0.0
1702512000,2023-12-14 00:00:00,DAI/USD,0.99795,1.06803,0.99795,1.03782,10457.58015,10853.085831273
1702425600,2023-12-13 00:00:00,DAI/USD,0.99373,1.02506,0.99373,1.02506,544.91193,558.5674229658
1702339200,2023-12-12 00:00:00,DAI/USD,0.98956,1.13493,0.98309,0.99861,5562.81299,5555.080679943901
1702252800,2023-12-11 00:00:00,DAI/USD,1.02403,1.02999,1.02403,1.02999,963.21970,992.106658803
1702166400,2023-12-10 00:00:00,DAI/USD,1.02985,1.02985,0.99498,0.99617,367.61930,366.211318081
1702080000,2023-12-09 00:00:00,DAI/USD,1.02859,1.02859,1.02859,1.02859,320.30000,329.45737699999995
1701993600,2023-12-08 00:00:00,DAI/USD,0.99900,0.99900,0.98607,0.98607,3948.62293,3893.6186125851
1701907200,2023-12-07 00:00:00,DAI/USD,1.01998,1.02999,0.98200,0.99900,3098.51936,3095.42084064
1701820800,2023-12-06 00:00:00,DAI/USD,0.99699,1.01999,0.99699,0.99900,27338.90287,27311.56396713
