https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DAI,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1701043200000,2023-11-27 00:00:00,DAI/USDT,0.99,0.99699,0.98699,0.99657,192180.5367,193294.5708,95417.3426,95959.5786,1891,0.99424
1700956800000,2023-11-26 00:00:00,DAI/USDT,0.98365,0.99259,0.98194,0.98998,200150.2996,202787.5552,101387.1349,102725.2968,1930,0.987
1700870400000,2023-11-25 00:00:00,DAI/USDT,0.98557,0.98745,0.98,0.98363,179915.9133,183061.5286,92767.6617,94389.8907,1737,0.98281
1700784000000,2023-11-24 00:00:00,DAI/USDT,0.9944,0.99444,0.98162,0.98556,193816.1707,196193.5858,100326.6502,101545.2268,1917,0.9879
1700697600000,2023-11-23 00:00:00,DAI/USDT,0.99074,0.99606,0.99074,0.99438,180457.2538,181741.0278,88670.0243,89298.9625,1829,0.99293
1700611200000,2023-11-22 00:00:00,DAI/USDT,0.99707,0.99725,0.99,0.99073,154035.1402,154889.3227,80595.7735,81046.1269,1841,0.99448
1700524800000,2023-11-21 00:00:00,DAI/USDT,0.99703,0.99713,0.99559,0.99692,190805.3158,191445.1465,97097.677,97422.8774,1817,0.99665
1700438400000,2023-11-20 00:00:00,DAI/USDT,0.99697,0.99752,0.99643,0.99703,194077.8332,194664.8701,100297.8537,100602.216,1870,0.99698
1700352000000,2023-11-19 00:00:00,DAI/USDT,0.99879,0.9989,0.99695,0.99696,188108.4877,188517.4416,99492.2586,99710.6166,1792,0.99783
1700265600000,2023-11-18 00:00:00,DAI/USDT,0.99972,0.9999,0.99797,0.99879,155039.743,155170.6756,78622.5767,78688.4459,1716,0.99915
1700179200000,2023-11-17 00:00:00,DAI/USDT,0.99985,1,0.99926,0.9996,161167.7228,161192.3898,78521.2671,78533.4628,1678,0.99984
1700092800000,2023-11-16 00:00:00,DAI/USDT,0.99935,1.00016,0.99924,0.99985,163818.6198,163859.4683,79506.58,79526.5273,1783,0.99975
1700006400000,2023-11-15 00:00:00,DAI/USDT,0.99983,1.00013,0.99916,0.99934,165862.848,165892.2882,81381.4105,81395.8266,1696,0.99982
1699920000000,2023-11-14 00:00:00,DAI/USDT,0.99952,1.00021,0.99891,0.99987,177051.4242,177094.9558,84096.8686,84117.7849,1802,0.99975
1699833600000,2023-11-13 00:00:00,DAI/USDT,0.9997,0.99997,0.99886,0.99951,183736.7512,183803.9859,90294.3471,90327.241,1896,0.99963
1699747200000,2023-11-12 00:00:00,DAI/USDT,0.99924,0.99995,0.99846,0.99971,155580.3089,155670.2302,74991.2036,75033.8754,1513,0.99942
1699660800000,2023-11-11 00:00:00,DAI/USDT,0.99937,0.99972,0.99786,0.99924,196143.7554,196290.8685,99209.2806,99283.6831,1792,0.99925
1699574400000,2023-11-10 00:00:00,DAI/USDT,0.99921,1,0.99874,0.99947,125152.9493,125234.2153,63119.0349,63160.1409,1269,0.99935
1699488000000,2023-11-09 00:00:00,DAI/USDT,0.99918,0.99963,0.99768,0.99944,61146.7478,61200.8141,30522.6113,30549.7851,697,0.99911
1699401600000,2023-11-08 00:00:00,DAI/USDT,0.99838,0.99937,0.99722,0.99884,157769.596,158063.4142,83510.9575,83667.0471,1573,0.99814
1699315200000,2023-11-07 00:00:00,DAI/USDT,0.99952,0.99963,0.99628,0.99839,137552.3279,137728.8355,65218.9231,65304.7561,1556,0.99871
1699228800000,2023-11-06 00:00:00,DAI/USDT,1.00001,1.00001,0.99875,0.99951,164511.4023,164577.1948,82302.4535,82335.3954,1556,0.9996
1699142400000,2023-11-05 00:00:00,DAI/USDT,0.99992,1.00009,0.99906,1,115108.8113,115137.15,58270.9887,58285.4861,1316,0.99975
1699056000000,2023-11-04 00:00:00,DAI/USDT,0.99964,0.99997,0.99902,0.99991,143965.2668,144002.7737,70909.8145,70927.5523,1481,0.99973
1698969600000,2023-11-03 00:00:00,DAI/USDT,0.99908,0.99994,0.99774,0.99949,149946.4784,150075.2208,78201.6144,78269.2681,1723,0.99914
1698883200000,2023-11-02 00:00:00,DAI/USDT,0.99962,1.00011,0.99744,0.99851,100256.1985,100340.8447,44240.1756,44281.838,1195,0.99915
1698796800000,2023-11-01 00:00:00,DAI/USDT,1.0013,1.01508,0.99802,0.9996,124879.3665,124804.746,57415.8567,57381.6307,1513,1.00059
1698710400000,2023-10-31 00:00:00,DAI/USDT,1.00106,1.01806,0.99999,1.0013,151037.4247,150843.5579,76402.832,76303.2067,1541,1.00128
1698624000000,2023-10-30 00:00:00,DAI/USDT,1.00215,1.02043,1.00008,1.00107,102443.9057,102073.3483,51925.0387,51732.8311,1017,1.00364
1698537600000,2023-10-29 00:00:00,DAI/USDT,1.00224,1.01211,1.00015,1.00213,183352.0716,182779.9213,96870.3802,96570.8156,1730,1.00313
1698451200000,2023-10-28 00:00:00,DAI/USDT,1.02232,1.03048,1,1.00264,180061.9146,179506.5781,90479.4361,90204.7463,1775,1.00309
1698364800000,2023-10-27 00:00:00,DAI/USDT,1.01798,1.04376,1.00091,1.00091,173957.7205,173522.3372,86332.5879,86121.3455,1692,1.00251
1698278400000,2023-10-26 00:00:00,DAI/USDT,1.00013,1.01655,0.99994,1.0065,85956.7633,85795.5323,41847.3226,41760.1232,895,1.00188
1698192000000,2023-10-25 00:00:00,DAI/USDT,1.00229,1.00455,0.99998,1.00014,54043.2688,54000.6693,20504.7104,20488.3233,697,1.00078
1698105600000,2023-10-24 00:00:00,DAI/USDT,1.00022,1.03302,0.99987,1.00229,85841.3395,85686.3872,49289.0221,49221.8975,793,1.00181
1698019200000,2023-10-23 00:00:00,DAI/USDT,1.00083,1.00542,0.99799,1.0004,83542.9714,83513.1075,30619.3078,30608.7985,806,1.00035
1697932800000,2023-10-22 00:00:00,DAI/USDT,1.00085,1.00515,0.99832,1.00081,83175.6135,83149.9092,31652.9744,31630.876,755,1.00031
1697846400000,2023-10-21 00:00:00,DAI/USDT,0.9999,1.00427,0.99926,1.00084,52698.4128,52675.4746,19338.6709,19332.4331,704,1.00043
1697760000000,2023-10-20 00:00:00,DAI/USDT,1.00434,1.00517,0.99858,0.9993,51822.2887,51809.6177,20030.5563,20025.4226,863,1.00024
1697673600000,2023-10-19 00:00:00,DAI/USDT,0.99978,1.00989,0.99928,1.00104,42511.4142,42395.5191,20072.4029,20021.3388,1609,1.00273
1697587200000,2023-10-18 00:00:00,DAI/USDT,1.00343,1.01931,0.99848,1.00064,48484.5219,48352.468,19416.0738,19375.0978,1838,1.00273
1697500800000,2023-10-17 00:00:00,DAI/USDT,0.99969,1.04129,0.99741,1.00098,41624.4851,41538.323,25168.1875,25124.5603,1766,1.0021
1697414400000,2023-10-16 00:00:00,DAI/USDT,0.99566,1.02057,0.99548,0.99969,45603.2986,45690.7389,25785.7213,25831.9014,1890,0.99808
1697328000000,2023-10-15 00:00:00,DAI/USDT,0.99569,1.04582,0.98381,0.99565,56730.7486,56959.9837,33873.9865,33999.4677,2221,0.996
1697241600000,2023-10-14 00:00:00,DAI/USDT,0.99593,0.99689,0.99405,0.9957,48156.2688,48362.6322,28729.5299,28854.9619,1845,0.99573
1697155200000,2023-10-13 00:00:00,DAI/USDT,0.99595,0.99686,0.99421,0.99595,60328.0706,60572.954,26966.6031,27079.7208,2343,0.99595
1697068800000,2023-10-12 00:00:00,DAI/USDT,0.99581,0.99661,0.99017,0.99595,32841.9061,32999.4664,11358.7075,11419.3142,1334,0.99522
1696982400000,2023-10-11 00:00:00,DAI/USDT,1.00008,1.001,0.99026,0.99508,42162.4714,42354.111,21369.9144,21468.0635,1477,0.99548
1696896000000,2023-10-10 00:00:00,DAI/USDT,0.99359,1.001,0.99157,1.00008,25042.4534,25103.1637,13549.4628,13585.9202,956,0.99758
1696809600000,2023-10-09 00:00:00,DAI/USDT,0.9954,0.99656,0.99144,0.99226,41508.4092,41696.4489,27385.0304,27511.2003,1558,0.99549
1696723200000,2023-10-08 00:00:00,DAI/USDT,0.99461,0.99656,0.99356,0.99557,24068.4351,24169.6528,14070.0314,14130.4258,998,0.99581
1696636800000,2023-10-07 00:00:00,DAI/USDT,0.99558,0.99655,0.99119,0.99462,31538.5166,31709.532,25110.6731,25250.9278,1208,0.9946
1696550400000,2023-10-06 00:00:00,DAI/USDT,0.99617,1.00003,0.99045,0.99468,48130.0156,48376.5239,33065.4782,33248.1152,1788,0.9949
1696464000000,2023-10-05 00:00:00,DAI/USDT,0.99564,0.99626,0.99525,0.99616,70752.5574,71040.1892,37628.3608,37783.7621,2555,0.99595
1696377600000,2023-10-04 00:00:00,DAI/USDT,0.99585,0.99627,0.99506,0.99566,55681.338,55909.0072,14903.3593,14967.8344,1953,0.99592
1696291200000,2023-10-03 00:00:00,DAI/USDT,0.99609,0.99634,0.9953,0.99584,26950.5757,27059.3446,14163.8299,14220.9801,1101,0.99598
1696204800000,2023-10-02 00:00:00,DAI/USDT,0.9972,0.99762,0.99504,0.9961,47868.8188,48031.4503,24147.3491,24229.3235,2088,0.99661
1696118400000,2023-10-01 00:00:00,DAI/USDT,0.99592,0.99831,0.99437,0.99719,48346.7118,48522.6035,24704.774,24797.1044,2330,0.99637
1696032000000,2023-09-30 00:00:00,DAI/USDT,0.9963,0.99654,0.99506,0.99588,45418.4802,45596.9333,22222.982,22311.7971,480,0.99608
1695945600000,2023-09-29 00:00:00,DAI/USDT,0.99637,0.99706,0.99489,0.99631,125135.5943,125593.437,57036.1982,57254.3099,1367,0.99635
1695859200000,2023-09-28 00:00:00,DAI/USDT,0.99665,0.99884,0.995,0.99638,131221.8542,131665.4096,87246.182,87548.1397,1351,0.99663
1695772800000,2023-09-27 00:00:00,DAI/USDT,0.99478,1,0.99381,0.99709,152863.9552,153551.2389,81600.5622,81971.1287,1433,0.99552
1695686400000,2023-09-26 00:00:00,DAI/USDT,0.99593,0.99742,0.99054,0.99477,159851.4366,160668.9451,67275.9507,67654.9442,1424,0.99491
1695600000000,2023-09-25 00:00:00,DAI/USDT,0.99589,0.9971,0.98583,0.99592,151540.7775,152209.3385,118383.9025,118913.5767,1472,0.9956
1695513600000,2023-09-24 00:00:00,DAI/USDT,0.99584,0.99935,0.99,0.99573,157415.9595,158098.9894,111478.5722,111971.4373,1426,0.99567
1695427200000,2023-09-23 00:00:00,DAI/USDT,0.99561,0.9978,0.99437,0.99585,139890.4905,140501.7057,48603.4491,48821.4924,1417,0.99564
1695340800000,2023-09-22 00:00:00,DAI/USDT,0.99774,0.99826,0.85,0.99574,126056.3033,126839.0643,85062.8264,85490.2164,1419,0.99395
1695254400000,2023-09-21 00:00:00,DAI/USDT,0.99799,0.99871,0.99685,0.99771,156803.2089,157166.9108,99227.2269,99467.3208,1328,0.99768
1695168000000,2023-09-20 00:00:00,DAI/USDT,0.99783,0.99847,0.99747,0.99799,110709.6016,110941.8872,74320.1624,74476.7154,1103,0.9979
1695081600000,2023-09-19 00:00:00,DAI/USDT,0.99877,0.99987,0.995,0.99782,121816.3988,122065.9948,78944.1281,79116.4826,1222,0.99795
1694995200000,2023-09-18 00:00:00,DAI/USDT,0.99913,0.99945,0.99873,0.99878,164283.23,164418.5011,105887.3097,105976.2045,1623,0.99917
1694908800000,2023-09-17 00:00:00,DAI/USDT,0.99971,0.99996,0.99907,0.99911,204279.58,204390.525,72865.6505,72907.4914,2133,0.99945
1694822400000,2023-09-16 00:00:00,DAI/USDT,1.00022,1.00035,0.99939,0.9997,294602.1307,294664.5032,240947.8985,241007.2176,2856,0.99978
1694736000000,2023-09-15 00:00:00,DAI/USDT,1.0008,1.00274,0.99912,1.00022,179397.6364,179229.2481,115021.4293,114927.1419,1890,1.00094
1694649600000,2023-09-14 00:00:00,DAI/USDT,0.99805,1.098,0.99779,1.0008,109887.5791,109604.6992,78222.8504,77984.2207,1346,1.00266
1694563200000,2023-09-13 00:00:00,DAI/USDT,0.99776,0.99875,0.99683,0.99801,105683.2387,105884.0071,70006.7376,70145.5473,1251,0.9981
1694476800000,2023-09-12 00:00:00,DAI/USDT,0.99806,0.99887,0.9974,0.99776,170586.9477,170899.0909,76483.899,76634.7871,2720,0.99817
1694390400000,2023-09-11 00:00:00,DAI/USDT,0.99799,0.99889,0.99712,0.99806,174290.885,174609.8476,86895.5631,87063.2134,2941,0.99817
1694304000000,2023-09-10 00:00:00,DAI/USDT,0.998,0.99909,0.99638,0.99797,138320.54,138573.123,76621.1226,76767.0135,2534,0.99817
1694217600000,2023-09-09 00:00:00,DAI/USDT,0.99798,0.99925,0.99713,0.99813,90600.6244,90783.0399,48994.7766,49094.4428,1566,0.99799
1694131200000,2023-09-08 00:00:00,DAI/USDT,0.99772,0.99904,0.99564,0.99798,83620.4208,83806.9053,41339.0663,41432.7227,1572,0.99777
1694044800000,2023-09-07 00:00:00,DAI/USDT,0.99722,0.99884,0.99452,0.99772,89602.2552,89825.0111,65968.4476,66135.0715,1697,0.99752
1693958400000,2023-09-06 00:00:00,DAI/USDT,0.99748,1.001,0.99539,0.99723,116142.9335,116441.7894,52257.6001,52398.9281,2055,0.99743
1693872000000,2023-09-05 00:00:00,DAI/USDT,0.99694,0.99828,0.99545,0.99748,167415.5614,167854.9011,96370.4724,96639.9807,2788,0.99738
1693785600000,2023-09-04 00:00:00,DAI/USDT,0.99842,0.99949,0.99583,0.99694,114712.193,114920.3849,54642.9714,54753.4343,2074,0.99818
1693699200000,2023-09-03 00:00:00,DAI/USDT,0.9985,0.99928,0.99645,0.99842,276207.4331,276579.4025,114494.8023,114680.8462,4804,0.99865
1693612800000,2023-09-02 00:00:00,DAI/USDT,0.99724,0.99977,0.99586,0.99849,259547.2638,260075.768,186932.7408,187313.0113,4606,0.99796
1693526400000,2023-09-01 00:00:00,DAI/USDT,0.996,0.999,0.99411,0.99724,338497.9111,339635.1287,274706.4651,275646.649,5598,0.99665
1693440000000,2023-08-31 00:00:00,DAI/USDT,0.99601,0.99994,0.99377,0.99586,251357.9829,252312.6804,177394.5557,178072.8224,4225,0.99621
1693353600000,2023-08-30 00:00:00,DAI/USDT,0.9956,0.99697,0.99184,0.99601,260306.1731,261386.5273,161163.1733,161840.5271,4330,0.99586
1693267200000,2023-08-29 00:00:00,DAI/USDT,0.99513,0.9976,0.98086,0.9956,234079.6818,235232.8111,90766.0513,91231.9532,4156,0.99509
1693180800000,2023-08-28 00:00:00,DAI/USDT,0.99383,0.99733,0.99251,0.99513,303910.7317,305549.6656,234763.7639,236047.5431,5096,0.99463
1693094400000,2023-08-27 00:00:00,DAI/USDT,0.99661,1.001,0.8857,0.99383,179684.0674,180861.9241,113413.7856,114011.8433,3073,0.99364
1693008000000,2023-08-26 00:00:00,DAI/USDT,0.99682,0.99694,0.9952,0.99661,124405.8301,124843.9712,34922.7542,35049.1657,1987,0.99649
1692921600000,2023-08-25 00:00:00,DAI/USDT,0.99679,0.99683,0.99523,0.99622,140203.2754,140720.0944,77605.8249,77904.0929,746,0.99632
1692835200000,2023-08-24 00:00:00,DAI/USDT,0.99708,0.9976,0.99533,0.99679,215627.3136,216324.2186,103100.3457,103432.6367,1096,0.99677
1692748800000,2023-08-23 00:00:00,DAI/USDT,0.9964,0.9974,0.99521,0.9974,229541.387,230332.4113,115182.7222,115580.6887,1046,0.99656
1692662400000,2023-08-22 00:00:00,DAI/USDT,0.99674,0.99729,0.99519,0.9969,139075.6724,139565.2485,73691.112,73950.5737,762,0.99649
1692576000000,2023-08-21 00:00:00,DAI/USDT,0.99645,0.9977,0.99562,0.99672,145752.4451,146252.6288,72233.6821,72483.8013,956,0.99658
1692489600000,2023-08-20 00:00:00,DAI/USDT,0.99685,0.998,0.99545,0.9966,166511.9794,167012.0747,83821.2451,84073.7621,1127,0.997
1692403200000,2023-08-19 00:00:00,DAI/USDT,0.9977,0.99853,0.99551,0.99685,124759.7196,125019.4615,64871.3385,65006.6995,677,0.99792
1692316800000,2023-08-18 00:00:00,DAI/USDT,0.99772,0.99916,0.99691,0.99691,14046.4833,14075.0992,7255.5506,7270.688,83,0.99796
1692230400000,2023-08-17 00:00:00,DAI/USDT,0.99758,0.99921,0.9962,0.9977,174372.5691,174700.9601,84372.1963,84531.508,927,0.99812
1692144000000,2023-08-16 00:00:00,DAI/USDT,0.9983,0.99882,0.99677,0.99767,168971.8184,169313.5866,85528.6668,85701.0381,945,0.99798
1692057600000,2023-08-15 00:00:00,DAI/USDT,0.99811,0.99902,0.99753,0.9983,116918.922,117127.0276,60510.72,60619.0291,633,0.99822
1691971200000,2023-08-14 00:00:00,DAI/USDT,0.99827,0.99884,0.99689,0.99811,150186.7049,150494.2754,75540.2009,75695.0418,881,0.99795
1691884800000,2023-08-13 00:00:00,DAI/USDT,0.99887,0.99945,0.99645,0.99826,129464.5455,129653.5384,67957.394,68055.2166,823,0.99854
1691798400000,2023-08-12 00:00:00,DAI/USDT,0.99939,0.99984,0.99601,0.99883,185058.393,185223.1816,92117.9081,92200.1801,1498,0.99911
1691712000000,2023-08-11 00:00:00,DAI/USDT,0.99923,0.9998,0.99826,0.99939,213176.6324,213390.0282,104601.0813,104705.2404,1786,0.999
1691625600000,2023-08-10 00:00:00,DAI/USDT,0.99897,1.00005,0.99808,0.99922,262222.2343,262369.1838,130749.1859,130822.432,2346,0.99944
1691539200000,2023-08-09 00:00:00,DAI/USDT,0.99907,1.00009,0.99827,0.99896,237438.5597,237619.9412,117871.1063,117963.0996,2301,0.99923
1691452800000,2023-08-08 00:00:00,DAI/USDT,0.99914,0.99946,0.99794,0.99871,88901.3412,88991.8126,41268.4486,41310.8394,874,0.99898
1691366400000,2023-08-07 00:00:00,DAI/USDT,0.99941,0.99951,0.99847,0.99914,81391.7855,81460.4484,37626.7673,37658.4799,825,0.99915
1691280000000,2023-08-06 00:00:00,DAI/USDT,0.99792,1.00007,0.99699,0.9994,118496.4427,118667.1896,59285.2426,59372.5565,1271,0.99856
1691193600000,2023-08-05 00:00:00,DAI/USDT,0.99785,0.99846,0.99651,0.99793,173980.0774,174319.6,85597.5157,85764.7418,1608,0.99805
1691107200000,2023-08-04 00:00:00,DAI/USDT,0.99809,0.9985,0.99602,0.99823,190631.1552,191020.5815,100801.2267,101006.9125,1767,0.99796
1691020800000,2023-08-03 00:00:00,DAI/USDT,0.99833,0.99869,0.99652,0.99843,198613.9588,198987.4185,94683.9776,94862.2045,1960,0.99812
1690934400000,2023-08-02 00:00:00,DAI/USDT,0.99954,1.00018,0.99,0.99787,162276.3993,162401.948,80774.7443,80833.8064,1581,0.99922
1690848000000,2023-08-01 00:00:00,DAI/USDT,0.99929,1.00034,0.99902,0.9996,202588.7329,202640.0813,98439.605,98464.2726,1797,0.99974
1690761600000,2023-07-31 00:00:00,DAI/USDT,0.99934,0.99969,0.99925,0.99928,285518.6176,285707.5595,144488.9959,144584.8102,2391,0.99933
1690675200000,2023-07-30 00:00:00,DAI/USDT,0.99935,0.99997,0.99827,0.99935,286142.3012,286344.6605,139755.9958,139854.8558,2384,0.99929
1690588800000,2023-07-29 00:00:00,DAI/USDT,0.99909,0.99964,0.99783,0.99934,308841.0553,309096.8699,158951.0836,159082.4877,2566,0.99917
1690502400000,2023-07-28 00:00:00,DAI/USDT,0.99939,0.99997,0.99755,0.9991,331851.8179,332111.0486,161304.0172,161429.9147,2780,0.99921
1690416000000,2023-07-27 00:00:00,DAI/USDT,0.9995,1.00002,0.99774,0.99938,304860.5687,305030.799,152778.937,152863.8269,2634,0.99944
1690329600000,2023-07-26 00:00:00,DAI/USDT,0.99826,0.99999,0.99678,0.99956,290388.7585,290622.7224,145222.2951,145338.7949,2593,0.99919
1690243200000,2023-07-25 00:00:00,DAI/USDT,0.99826,0.99944,0.99672,0.99827,261771.0165,262138.7052,123290.327,123461.1,2306,0.99859
1690156800000,2023-07-24 00:00:00,DAI/USDT,1.00003,1.001,0.98,0.99822,266340.7847,266445.0747,129975.9387,130024.3954,2118,0.9996
1690070400000,2023-07-23 00:00:00,DAI/USDT,1.00055,1.00071,0.99835,1.00011,306082.7647,306029.3387,158407.2829,158378.3554,2550,1.00017
1689984000000,2023-07-22 00:00:00,DAI/USDT,1.00202,1.00295,0.99873,1.00055,302567.4421,302112.0083,152714.4657,152490.376,2527,1.0015
1689897600000,2023-07-21 00:00:00,DAI/USDT,1.00133,1.00288,0.99972,1.00202,280157.3448,279659.0244,143012.7953,142758.0265,2500,1.00178
1689811200000,2023-07-20 00:00:00,DAI/USDT,1.00088,1.00373,0.99607,1.00137,303037.9941,302582.2335,149860.2351,149633.6836,2588,1.0015
