https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DAI,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1689724800000,2023-07-19 00:00:00,DAI/USDT,1.0011,1.00316,0.99864,1.00088,248555.9165,248184.3396,124161.7586,123976.9,2251,1.00149
1689638400000,2023-07-18 00:00:00,DAI/USDT,0.99989,1.00257,0.99863,1.00112,155851.7603,155785.1833,82999.8572,82966.4482,2633,1.00042
1689552000000,2023-07-17 00:00:00,DAI/USDT,0.99823,1.0036,0.99643,0.99989,137172.2318,137300.0704,72151.2074,72219.1028,2258,0.99907
1689465600000,2023-07-16 00:00:00,DAI/USDT,0.99806,1,0.99643,0.99823,102495.1242,102675.607,52889.0684,52982.0477,2172,0.99824
1689379200000,2023-07-15 00:00:00,DAI/USDT,0.9981,0.99881,0.99569,0.99806,45540.2891,45629.4105,23206.3635,23251.6469,2297,0.99804
1689292800000,2023-07-14 00:00:00,DAI/USDT,0.99771,0.99862,0.99609,0.99803,68390.8816,68534.797,33672.7917,33743.5141,2276,0.9979
1689206400000,2023-07-13 00:00:00,DAI/USDT,0.99772,0.9986,0.99649,0.99772,69860.4757,70013.0482,35017.1806,35093.6981,2186,0.99782
1689120000000,2023-07-12 00:00:00,DAI/USDT,0.99818,0.99862,0.99694,0.99772,52529.9184,52620.8925,25896.6229,25941.3653,1824,0.99827
1689033600000,2023-07-11 00:00:00,DAI/USDT,0.99837,0.99858,0.99543,0.99819,69784.4188,69932.5555,35068.808,35143.887,2225,0.99788
1688947200000,2023-07-10 00:00:00,DAI/USDT,0.99795,0.99867,0.99612,0.99838,70364.125,70516.1815,36283.6755,36361.8286,2355,0.99784
1688860800000,2023-07-09 00:00:00,DAI/USDT,0.99777,0.999,0.99697,0.99817,71902.5013,72054.2729,35966.7824,36042.4992,2192,0.99789
1688774400000,2023-07-08 00:00:00,DAI/USDT,0.99753,0.99858,0.99608,0.99778,75705.9608,75873.4277,38578.6746,38664.1289,2336,0.99779
1688688000000,2023-07-07 00:00:00,DAI/USDT,0.99775,0.99864,0.99599,0.99739,66039.4054,66195.5721,32304.7776,32381.1697,2158,0.99764
1688601600000,2023-07-06 00:00:00,DAI/USDT,0.99809,0.99845,0.99589,0.99775,70406.4581,70565.7019,35870.2601,35951.484,2204,0.99774
1688515200000,2023-07-05 00:00:00,DAI/USDT,0.9974,0.99849,0.99638,0.99805,63999.2625,64144.9515,32890.7241,32965.4763,2181,0.99772
1688428800000,2023-07-04 00:00:00,DAI/USDT,0.99761,0.99844,0.9964,0.99739,70211.1608,70371.4368,33246.6,33322.2732,2263,0.99772
1688342400000,2023-07-03 00:00:00,DAI/USDT,0.99796,0.99822,0.99635,0.99762,77587.3923,77772.0063,38421.7588,38512.9742,2340,0.99762
1688256000000,2023-07-02 00:00:00,DAI/USDT,0.99795,0.99878,0.99644,0.99814,71011.2444,71155.8585,34443.4581,34513.7581,2300,0.99796
1688169600000,2023-07-01 00:00:00,DAI/USDT,0.99721,0.99855,0.99615,0.99795,67699.6583,67839.7654,34556.3551,34628.1287,2251,0.99793
1688083200000,2023-06-30 00:00:00,DAI/USDT,0.99768,0.99848,0.99515,0.99722,74729.3792,74926.4511,37667.5572,37767.3407,2505,0.99736
1687996800000,2023-06-29 00:00:00,DAI/USDT,0.99823,0.99852,0.99576,0.99769,74285.6297,74459.4,36824.2962,36910.028,2386,0.99766
1687910400000,2023-06-28 00:00:00,DAI/USDT,0.99764,0.99851,0.99533,0.99823,75037.8166,75212.5223,37152.557,37238.7458,2492,0.99767
1687824000000,2023-06-27 00:00:00,DAI/USDT,0.99793,0.99827,0.9946,0.99765,61803.6949,61939.7243,29875.8069,29941.3907,2103,0.9978
1687737600000,2023-06-26 00:00:00,DAI/USDT,0.9981,0.99838,0.99777,0.99795,68167.3252,68297.681,34164.201,34229.5807,2227,0.99809
1687651200000,2023-06-25 00:00:00,DAI/USDT,0.99817,0.99867,0.99452,0.99811,60886.5552,60993.2276,29913.8657,29966.1595,2067,0.99825
1687564800000,2023-06-24 00:00:00,DAI/USDT,0.99812,0.99829,0.9978,0.99805,89250.4698,89421.82,45921.3392,46009.5433,2726,0.99808
1687478400000,2023-06-23 00:00:00,DAI/USDT,0.99775,0.99824,0.9974,0.99814,70539.6495,70690.4315,34819.285,34893.5382,2263,0.99786
1687392000000,2023-06-22 00:00:00,DAI/USDT,0.9979,0.99801,0.99763,0.99775,89673.4652,89873.8952,45418.0772,45519.6093,2813,0.99776
1687305600000,2023-06-21 00:00:00,DAI/USDT,0.99778,0.99802,0.9976,0.99772,90610.4917,90811.3512,45056.4082,45156.2676,2731,0.99778
1687219200000,2023-06-20 00:00:00,DAI/USDT,0.99765,0.99899,0.997,0.99778,71092.503,71257.0689,36259.4979,36343.3016,2409,0.99769
1687132800000,2023-06-19 00:00:00,DAI/USDT,0.99753,0.99779,0.9972,0.99765,65386.9551,65542.8861,32570.3065,32648.0554,2178,0.99762
1687046400000,2023-06-18 00:00:00,DAI/USDT,0.99772,0.99779,0.997,0.99752,73338.9313,73513.102,36593.704,36680.5459,2432,0.99763
1686960000000,2023-06-17 00:00:00,DAI/USDT,0.99806,0.99823,0.99739,0.99772,87359.5074,87545.0981,42639.8952,42730.183,2759,0.99788
1686873600000,2023-06-16 00:00:00,DAI/USDT,0.99853,0.99869,0.9966,0.99805,64932.4577,65042.4493,32652.78,32708.253,2293,0.9983
1686787200000,2023-06-15 00:00:00,DAI/USDT,0.99841,0.999,0.99816,0.99853,71915.3601,72023.0133,34710.2561,34762.2107,2431,0.9985
1686700800000,2023-06-14 00:00:00,DAI/USDT,0.99524,0.999,0.99471,0.99841,76726.3917,76941.4169,39885.0395,39993.714,2341,0.9972
1686614400000,2023-06-13 00:00:00,DAI/USDT,0.99584,0.99589,0.99495,0.99522,49310.6836,49536.6473,24820.6794,24934.7241,1676,0.99543
1686528000000,2023-06-12 00:00:00,DAI/USDT,0.99589,0.99591,0.99508,0.99564,42689.766,42876.0318,20632.1059,20722.0908,1518,0.99565
1686441600000,2023-06-11 00:00:00,DAI/USDT,0.99601,0.99602,0.99512,0.99565,38930.7656,39097.4809,18346.5993,18425.1072,1488,0.99573
1686355200000,2023-06-10 00:00:00,DAI/USDT,0.99609,0.99645,0.99525,0.99581,47175.7797,47369.803,24495.8517,24596.4591,1597,0.9959
1686268800000,2023-06-09 00:00:00,DAI/USDT,0.99603,0.99641,0.99564,0.99608,56902.6185,57128.5372,27607.343,27716.847,1920,0.99604
1686182400000,2023-06-08 00:00:00,DAI/USDT,0.99602,0.99645,0.99553,0.99606,55509.7014,55732.5525,27633.0694,27743.733,1936,0.996
1686096000000,2023-06-07 00:00:00,DAI/USDT,0.9966,0.99799,0.9902,0.99613,67215.8242,67493.9187,34401.4226,34543.3673,2441,0.99587
1686009600000,2023-06-06 00:00:00,DAI/USDT,0.99569,0.998,0.99003,0.99681,84987.4394,85373.6261,42814.4537,43008.3779,3035,0.99547
1685923200000,2023-06-05 00:00:00,DAI/USDT,0.99653,0.998,0.99002,0.99572,69179.2056,69445.8364,34452.7953,34584.103,2383,0.99616
1685836800000,2023-06-04 00:00:00,DAI/USDT,0.99645,0.99798,0.99641,0.99654,70402.3942,70643.6664,35363.8137,35484.849,2291,0.99658
1685750400000,2023-06-03 00:00:00,DAI/USDT,0.99646,0.99678,0.9964,0.99642,62536.7314,62752.9532,30441.572,30546.7046,2180,0.99655
1685664000000,2023-06-02 00:00:00,DAI/USDT,0.99627,0.99685,0.99617,0.99647,71957.5815,72215.7514,33953.4155,34075.3641,2315,0.99642
1685577600000,2023-06-01 00:00:00,DAI/USDT,0.99647,0.99658,0.99619,0.99642,68553.0372,68799.538,34361.2081,34484.7928,2222,0.99641
1685491200000,2023-05-31 00:00:00,DAI/USDT,0.99643,0.99658,0.99621,0.99648,66927.0148,67168.1974,33595.2614,33716.3674,2177,0.9964
1685404800000,2023-05-30 00:00:00,DAI/USDT,0.99662,0.99674,0.99616,0.99642,67167.8151,67403.841,34648.4743,34770.3431,2372,0.99649
1685318400000,2023-05-29 00:00:00,DAI/USDT,0.9964,0.99673,0.99633,0.99666,72574.2957,72826.2663,35189.7173,35311.8362,2337,0.99654
1685232000000,2023-05-28 00:00:00,DAI/USDT,0.99682,0.99715,0.996,0.99664,59192.2585,59383.0505,30746.0449,30845.1549,2037,0.99678
1685145600000,2023-05-27 00:00:00,DAI/USDT,0.99657,0.99799,0.99646,0.99682,72171.7776,72409.474,34395.2366,34508.4601,2444,0.99671
1685059200000,2023-05-26 00:00:00,DAI/USDT,0.9967,0.99701,0.9964,0.99665,61980.0833,62185.5321,29662.1457,29760.318,2375,0.99669
1684972800000,2023-05-25 00:00:00,DAI/USDT,0.99691,0.9975,0.9966,0.99672,74806.0524,75045.4443,37445.9472,37565.9808,2479,0.99681
1684886400000,2023-05-24 00:00:00,DAI/USDT,0.99671,0.99711,0.99618,0.9969,61868.5109,62079.5778,33016.9154,33129.4339,2209,0.9966
1684800000000,2023-05-23 00:00:00,DAI/USDT,0.99664,0.99672,0.9962,0.99654,49769.4442,49939.8014,25157.0326,25243.1178,1741,0.99658
1684713600000,2023-05-22 00:00:00,DAI/USDT,0.99672,0.99711,0.99652,0.99661,61084.6299,61286.1924,30778.5068,30880.0041,2127,0.99671
1684627200000,2023-05-21 00:00:00,DAI/USDT,0.99674,0.99694,0.99641,0.99661,85077.2926,85356.3345,41891.0545,42028.3853,2689,0.99673
1684540800000,2023-05-20 00:00:00,DAI/USDT,0.99589,0.99709,0.9956,0.99674,115956.513,116400.0452,60282.2083,60513.2615,3671,0.99618
1684454400000,2023-05-19 00:00:00,DAI/USDT,0.99632,0.998,0.99003,0.99589,95870.4922,96266.248,47015.5013,47209.5081,3383,0.99588
1684368000000,2023-05-18 00:00:00,DAI/USDT,0.99603,0.99799,0.99589,0.99654,111371.8683,111787.4266,56626.3105,56837.6181,3658,0.99628
1684281600000,2023-05-17 00:00:00,DAI/USDT,0.99562,0.99799,0.99385,0.99602,127926.2649,128480.3559,63338.7456,63613.2117,4223,0.99568
1684195200000,2023-05-16 00:00:00,DAI/USDT,0.99601,0.998,0.99001,0.99562,111075.0489,111561.7538,55856.1376,56100.1882,4013,0.99563
1684108800000,2023-05-15 00:00:00,DAI/USDT,0.99601,0.99602,0.99574,0.99601,134681.2642,135224.3759,66356.4161,66623.9449,4587,0.99598
1684022400000,2023-05-14 00:00:00,DAI/USDT,0.99586,0.99603,0.99574,0.99602,141408.4969,141979.0468,72284.1534,72575.7515,4540,0.99598
1683936000000,2023-05-13 00:00:00,DAI/USDT,0.99623,0.99624,0.9924,0.99587,116231.6594,116696.1429,58689.3121,58923.7425,3832,0.99601
1683849600000,2023-05-12 00:00:00,DAI/USDT,0.99623,0.99656,0.99573,0.99624,118378.1249,118822.4799,58035.8626,58253.6999,4088,0.99626
1683763200000,2023-05-11 00:00:00,DAI/USDT,0.99658,0.99685,0.99264,0.99624,124928.4014,125386.113,60232.7269,60453.4816,3740,0.99634
1683676800000,2023-05-10 00:00:00,DAI/USDT,0.99601,0.99691,0.99601,0.99652,111730.1648,112152.2476,55711.4717,55921.9911,3669,0.99623
1683590400000,2023-05-09 00:00:00,DAI/USDT,0.99557,0.9981,0.99547,0.99601,73181.6755,73494.3808,37948.2468,38109.7138,3357,0.99574
1683504000000,2023-05-08 00:00:00,DAI/USDT,0.99609,0.99636,0.99,0.99558,78871.3278,79197.9736,38115.3925,38272.3602,4347,0.99587
1683417600000,2023-05-07 00:00:00,DAI/USDT,0.99612,0.99618,0.99577,0.99608,84497.717,84833.4783,42047.1273,42214.1966,4408,0.99604
1683331200000,2023-05-06 00:00:00,DAI/USDT,0.99728,0.99735,0.991,0.99609,75701.0951,75987.4617,38713.5316,38859.5268,4002,0.99623
1683244800000,2023-05-05 00:00:00,DAI/USDT,0.99718,0.99739,0.99674,0.99728,55083.4401,55238.6656,27474.9623,27552.3919,2848,0.99718
1683158400000,2023-05-04 00:00:00,DAI/USDT,0.99713,0.99736,0.99696,0.99718,48551.8794,48688.6323,24154.2522,24222.2651,2501,0.99719
1683072000000,2023-05-03 00:00:00,DAI/USDT,0.99797,0.99797,0.99645,0.99715,58887.7141,59051.0081,26677.2798,26752.026,3019,0.99723
1682985600000,2023-05-02 00:00:00,DAI/USDT,0.99797,0.99797,0.99791,0.99796,2544.6478,2549.8946,1298.0945,1300.7657,549,0.99794
1682899200000,2023-05-01 00:00:00,DAI/USDT,0.99808,0.99808,0.99795,0.99796,2777.0805,2782.7192,1317.2799,1319.9481,556,0.99797
1682812800000,2023-04-30 00:00:00,DAI/USDT,0.99803,0.9981,0.99801,0.99807,3212.4077,3218.628,1579.3088,1582.3641,582,0.99806
1682726400000,2023-04-29 00:00:00,DAI/USDT,0.99813,0.99818,0.99802,0.99802,2702.4902,2707.6016,1297.239,1299.6849,563,0.99811
1682640000000,2023-04-28 00:00:00,DAI/USDT,0.99825,0.99827,0.99811,0.99813,2704.6225,2709.5139,1217.3919,1219.588,575,0.99819
1682553600000,2023-04-27 00:00:00,DAI/USDT,0.99822,0.99825,0.99819,0.99825,2990.6514,2995.9756,1526.5197,1529.2318,563,0.99822
1682467200000,2023-04-26 00:00:00,DAI/USDT,0.99818,0.99823,0.99817,0.99822,2377.3889,2381.7025,1203.51,1205.6895,495,0.99818
1682380800000,2023-04-25 00:00:00,DAI/USDT,0.99824,0.99826,0.99817,0.99817,2628.5084,2633.1772,1261.1155,1263.3497,558,0.99822
1682294400000,2023-04-24 00:00:00,DAI/USDT,0.99828,0.99829,0.9982,0.99825,2873.0793,2878.1143,1418.7594,1421.2391,563,0.99825
1682208000000,2023-04-23 00:00:00,DAI/USDT,0.99827,0.99829,0.99821,0.99829,2582.3254,2586.8698,1276.8259,1279.066,552,0.99824
1682121600000,2023-04-22 00:00:00,DAI/USDT,0.99827,0.9983,0.99824,0.99827,8096.9801,8110.9016,3981.6627,3988.5045,834,0.99828
1682035200000,2023-04-21 00:00:00,DAI/USDT,0.99826,0.99828,0.99823,0.99827,2248.8484,2252.7655,1153.7603,1155.7655,495,0.99826
1681948800000,2023-04-20 00:00:00,DAI/USDT,0.99825,0.99828,0.99821,0.99826,2449.3162,2453.6039,1233.177,1235.3306,542,0.99825
1681862400000,2023-04-19 00:00:00,DAI/USDT,0.99829,0.9983,0.99822,0.99826,10435.6338,10453.5787,4967.6219,4976.1605,889,0.99828
1681776000000,2023-04-18 00:00:00,DAI/USDT,0.99826,0.99832,0.99825,0.99828,18394.4606,18425.9529,9976.4139,9993.4945,1298,0.99829
1681689600000,2023-04-17 00:00:00,DAI/USDT,0.99828,0.9983,0.99823,0.99825,3311.063,3316.7999,1686.7064,1689.6223,581,0.99827
1681603200000,2023-04-16 00:00:00,DAI/USDT,0.99841,0.9992,0.9979,0.99827,47554.2326,47630.0017,22426.9256,22462.228,2724,0.9984
1681516800000,2023-04-15 00:00:00,DAI/USDT,0.99839,0.99892,0.99801,0.99822,51342.3193,51423.5724,26339.5245,26381.2111,2752,0.99841
1681430400000,2023-04-14 00:00:00,DAI/USDT,0.99869,0.99979,0.99799,0.9982,52499.6026,52582.3451,25509.3736,25549.6914,2960,0.99842
1681344000000,2023-04-13 00:00:00,DAI/USDT,0.99782,0.99999,0.99491,0.99835,52796.7191,52888.4185,26035.3535,26080.8276,2830,0.99826
1681257600000,2023-04-12 00:00:00,DAI/USDT,0.9978,0.99789,0.99623,0.99759,16168.4903,16206.216,8235.152,8254.3136,1216,0.99767
1681171200000,2023-04-11 00:00:00,DAI/USDT,0.99782,0.99789,0.99634,0.9978,11809.315,11835.8003,5830.2338,5843.2775,862,0.99776
1681084800000,2023-04-10 00:00:00,DAI/USDT,0.99732,1.0017,0.99616,0.99782,38360.3069,38443.9677,19676.4239,19718.9691,2246,0.99782
1680998400000,2023-04-09 00:00:00,DAI/USDT,0.9977,0.99913,0.99674,0.99733,42565.8187,42669.9525,21363.0505,21415.1027,2431,0.99755
1680912000000,2023-04-08 00:00:00,DAI/USDT,0.99778,0.99984,0.99566,0.9977,27121.7379,27185.6253,14289.0416,14322.8507,1856,0.99765
1680825600000,2023-04-07 00:00:00,DAI/USDT,0.99725,1.00021,0.99635,0.99778,34513.1602,34596.2623,17524.4645,17566.6159,2062,0.99759
1680739200000,2023-04-06 00:00:00,DAI/USDT,0.9979,0.99991,0.99597,0.99724,42775.6082,42879.0659,21224.3196,21275.6843,2392,0.99758
1680652800000,2023-04-05 00:00:00,DAI/USDT,0.99597,1.00069,0.99373,0.99788,47563.7644,47702.3863,25267.418,25340.6898,3037,0.99709
1680566400000,2023-04-04 00:00:00,DAI/USDT,0.99565,0.99791,0.99273,0.99597,47320.5923,47530.3291,24647.1447,24755.9994,3885,0.99558
1680480000000,2023-04-03 00:00:00,DAI/USDT,0.9967,0.99988,0.98947,0.99564,51417.4778,51629.4936,25218.2869,25323.9249,4087,0.99589
1680393600000,2023-04-02 00:00:00,DAI/USDT,0.99703,0.99869,0.95001,0.99671,47134.0619,47284.4293,23688.207,23754.7892,3816,0.99683
1680307200000,2023-04-01 00:00:00,DAI/USDT,0.99589,1.07,0.99516,0.99703,33033.1946,33068.0183,18226.2108,18215.8118,2607,0.99904
1680220800000,2023-03-31 00:00:00,DAI/USDT,0.99708,0.99851,0.99484,0.99682,14504.1077,14550.5413,6789.4951,6811.2218,1618,0.9968
1680134400000,2023-03-30 00:00:00,DAI/USDT,0.99534,1,0.99462,0.99728,8964.082,8995.4693,5218.583,5236.8856,1288,0.99651
1680048000000,2023-03-29 00:00:00,DAI/USDT,0.99329,1,0.9918,0.9954,11813.5358,11880.7656,5801.2634,5833.7479,1730,0.99434
1679961600000,2023-03-28 00:00:00,DAI/USDT,0.99586,0.99848,0.98835,0.9933,13502.674,13575.2423,6548.7305,6578.9988,1391,0.99465
1679875200000,2023-03-27 00:00:00,DAI/USDT,0.992,0.99616,0.99146,0.99586,14091.5745,14182.7286,7140.2997,7186.5698,1932,0.99357
1679788800000,2023-03-26 00:00:00,DAI/USDT,0.99312,0.99512,0.97526,0.99204,5350.2674,5385.9377,2834.2357,2852.5806,950,0.99337
1679702400000,2023-03-25 00:00:00,DAI/USDT,0.99315,0.99531,0.98906,0.99311,10753.9718,10824.8822,5621.7142,5658.2584,1629,0.99345
1679616000000,2023-03-24 00:00:00,DAI/USDT,0.99347,0.99567,0.9894,0.99316,10625.1278,10695.1461,5632.4295,5669.406,1894,0.99345
1679529600000,2023-03-23 00:00:00,DAI/USDT,0.99396,0.99553,0.9896,0.99347,10549.9119,10618.5691,5242.3422,5276.2943,1618,0.99353
1679443200000,2023-03-22 00:00:00,DAI/USDT,0.99531,0.99583,0.96,0.99396,13222.0916,13304.1745,7027.5614,7068.3017,2211,0.99384
1679356800000,2023-03-21 00:00:00,DAI/USDT,0.99337,0.996,0.99156,0.99531,14998.0557,15087.5494,7465.6365,7509.2523,1566,0.99406
1679270400000,2023-03-20 00:00:00,DAI/USDT,0.99354,0.99567,0.99118,0.99336,12261.4672,12341.2185,6313.1807,6354.0416,1209,0.99353
1679184000000,2023-03-19 00:00:00,DAI/USDT,0.99321,0.99567,0.98867,0.99361,14863.9361,14960.5161,7410.1472,7458.161,1478,0.99354
1679097600000,2023-03-18 00:00:00,DAI/USDT,0.99283,0.99552,0.98914,0.99299,8290.5445,8350.5655,3914.259,3942.4311,1280,0.99281
1679011200000,2023-03-17 00:00:00,DAI/USDT,0.99155,0.99568,0.98972,0.99283,10220.224,10294.4852,5720.9714,5761.8507,1309,0.99278
1678924800000,2023-03-16 00:00:00,DAI/USDT,0.99269,0.996,0.98863,0.9925,5128.561,5169.268,2362.8369,2381.2829,857,0.99212
1678838400000,2023-03-15 00:00:00,DAI/USDT,0.9936,0.99465,0.98614,0.99229,6335.0707,6392.5533,3814.7775,3848.7479,949,0.99101
1678752000000,2023-03-14 00:00:00,DAI/USDT,0.98927,0.99669,0.98574,0.992,8325.9802,8396.0331,4399.9882,4437.1154,1039,0.99166
1678665600000,2023-03-13 00:00:00,DAI/USDT,0.97327,0.997,0.97327,0.98612,15886.8948,16145.1617,10809.5644,10983.8617,1232,0.98401
1678579200000,2023-03-12 00:00:00,DAI/USDT,0.97036,0.997,0.88,0.97818,25153.4102,26170.72,12471.6383,12934.875,1760,0.96131
1678492800000,2023-03-11 00:00:00,DAI/USDT,0.99896,0.99948,0.86,0.97057,43369.1684,45403.0671,18312.5412,19352.3074,2346,0.95652
1678406400000,2023-03-10 00:00:00,DAI/USDT,0.99843,1.00252,0.99791,0.99896,30522.4084,30560.963,15202.3919,15221.4367,2925,0.99873
1678320000000,2023-03-09 00:00:00,DAI/USDT,0.99844,0.99939,0.99821,0.99882,24710.0441,24746.3682,13236.1998,13255.6982,2491,0.99853
1678233600000,2023-03-08 00:00:00,DAI/USDT,0.99946,0.99947,0.99518,0.99847,24292.4423,24320.2397,11617.7089,11630.3152,2564,0.99885
1678147200000,2023-03-07 00:00:00,DAI/USDT,0.99964,0.99972,0.99791,0.99946,58597.1977,58620.2669,29198.3853,29209.8276,5837,0.9996
1678060800000,2023-03-06 00:00:00,DAI/USDT,0.99999,1,0.99789,0.99964,43686.7742,43700.1004,21430.1425,21436.7191,4344,0.99969
1677974400000,2023-03-05 00:00:00,DAI/USDT,1.00087,1.00212,0.99852,0.99999,30969.5838,30957.7048,15456.9634,15451.1186,3593,1.00038
1677888000000,2023-03-04 00:00:00,DAI/USDT,1.00043,1.006,0.99774,1.00111,45878.696,45843.6535,23314.3031,23295.7767,5311,1.00076
1677801600000,2023-03-03 00:00:00,DAI/USDT,0.99731,1.00137,0.99598,1.00051,61135.1045,61272.3461,32294.4379,32365.6583,6647,0.99776
1677715200000,2023-03-02 00:00:00,DAI/USDT,0.99744,0.99787,0.99621,0.99731,69740.9935,69930.0683,34615.374,34709.2411,7128,0.99729
1677628800000,2023-03-01 00:00:00,DAI/USDT,0.9974,0.99887,0.99601,0.99745,60136.0014,60286.6389,29554.0776,29627.8486,6847,0.9975
1677542400000,2023-02-28 00:00:00,DAI/USDT,0.9981,0.9986,0.99605,0.99745,59804.2718,59946.069,33360.19,33440.9013,6356,0.99763
1677456000000,2023-02-27 00:00:00,DAI/USDT,0.99813,0.99874,0.99718,0.99808,65753.968,65884.6422,32069.3684,32133.0893,7019,0.99801
1677369600000,2023-02-26 00:00:00,DAI/USDT,0.99889,0.99894,0.9969,0.99816,60728.927,60842.8509,30465.9976,30523.2715,6931,0.99812
1677283200000,2023-02-25 00:00:00,DAI/USDT,0.99885,0.99896,0.99709,0.99889,52442.4536,52503.0964,25392.1389,25421.4951,6229,0.99884
1677196800000,2023-02-24 00:00:00,DAI/USDT,0.99998,1.00007,0.95001,0.99882,59867.3147,59931.8317,29319.3771,29327.9257,6507,0.99896
1677110400000,2023-02-23 00:00:00,DAI/USDT,0.99947,1.00497,0.99855,0.99995,62975.8396,62977.6198,31035.1245,31036.0882,6800,0.99997
1677024000000,2023-02-22 00:00:00,DAI/USDT,0.99775,1.01,0.99709,0.99956,64470.9843,64550.5451,33223.2706,33262.0859,7403,0.99876
1676937600000,2023-02-21 00:00:00,DAI/USDT,0.99778,0.99911,0.99648,0.99775,80149.9046,80321.0909,39648.1091,39732.6947,8520,0.99786
1676851200000,2023-02-20 00:00:00,DAI/USDT,0.99765,0.99874,0.99635,0.99776,70135.8939,70307.1949,34947.7673,35033.0432,7954,0.99756
1676764800000,2023-02-19 00:00:00,DAI/USDT,0.99839,0.9987,0.99601,0.9977,67439.4306,67621.1521,34338.2711,34430.8922,7561,0.99731
1676678400000,2023-02-18 00:00:00,DAI/USDT,0.99816,0.99883,0.99758,0.99846,82448.6611,82582.8952,40390.0393,40455.7766,9111,0.99837
1676592000000,2023-02-17 00:00:00,DAI/USDT,0.99821,0.99896,0.99705,0.99824,77999.3043,78127.6566,39331.1686,39395.9238,8150,0.99835
1676505600000,2023-02-16 00:00:00,DAI/USDT,0.99782,0.99898,0.99625,0.99818,50175.5926,50274.6121,26365.5089,26417.5181,5937,0.99803
1676419200000,2023-02-15 00:00:00,DAI/USDT,0.99835,0.99969,0.99679,0.99784,62934.6143,63046.0231,30398.4581,30452.2086,6414,0.99823
1676332800000,2023-02-14 00:00:00,DAI/USDT,0.99837,0.99992,0.99635,0.99837,68759.8658,68876.5502,35417.7376,35477.9633,6665,0.9983
1676246400000,2023-02-13 00:00:00,DAI/USDT,1.00045,1.00075,0.95001,0.9984,71239.9562,71387.843,34818.7853,34865.5273,7300,0.99796
1676160000000,2023-02-12 00:00:00,DAI/USDT,1.0003,1.00167,0.99925,1.00048,48902.453,48883.6719,25096.2327,25086.6098,6230,1.00038
1676073600000,2023-02-11 00:00:00,DAI/USDT,1.0003,1.00143,0.99892,1.0003,59032.609681804,59015.9453,29543.975470585,29535.459,7052,1.000282395457554879
1675987200000,2023-02-10 00:00:00,DAI/USDT,1.00071,1.00224,0.99909,1.00031,64905.171913976,64865.4096,33061.922477963,33041.5142,6817,1.000613036820600485
1675900800000,2023-02-09 00:00:00,DAI/USDT,0.99823,1.00277,0.99728,1.0007,62655.870160122,62642.5443,31431.245595799,31424.4558,7209,1.000213820162149784
1675814400000,2023-02-08 00:00:00,DAI/USDT,0.99835,0.99935,0.99758,0.99824,67361.259249004,67480.8813,33567.66677174,33627.1329,7079,0.998227339269633522
1675728000000,2023-02-07 00:00:00,DAI/USDT,0.99989,1.00043,0.99728,0.99835,59891.653838141,59975.5107,28167.531275253,28207.7465,6731,0.9986022291397483
1675641600000,2023-02-06 00:00:00,DAI/USDT,0.99982,1.00059,0.9995,0.99987,89257.766460217,89271.7372,44315.820119558,44322.7501,9958,0.99984351484696493
1675555200000,2023-02-05 00:00:00,DAI/USDT,1.00132,1.00316,0.99934,0.99982,62904.351572095,62828.626,29644.112748336,29607.9731,7607,1.001205720928634342
1675468800000,2023-02-04 00:00:00,DAI/USDT,1.00231,1.0079,1.0011,1.00135,56797.342135229,56688.0265,27854.567849836,27800.2664,7175,1.00192916906110967
1675382400000,2023-02-03 00:00:00,DAI/USDT,0.99903,1.1,0.99799,1.00233,52227.93294283,51882.2607,27274.952369942,27049.8396,6333,1.006846643330421186
1675296000000,2023-02-02 00:00:00,DAI/USDT,0.9979,1.00159,0.99689,0.99901,89141.89037522,89297.9643,44758.205875609,44836.4149,9975,0.998252290530246768
1675209600000,2023-02-01 00:00:00,DAI/USDT,0.99728,0.99992,0.99666,0.9978,53059.056945908,53167.3651,26197.128349307,26250.5381,6831,0.997962963797019213
1675123200000,2023-01-31 00:00:00,DAI/USDT,1.00074,1.01762,0.99626,0.99731,55262.531160138,55343.2192,30030.483596857,30077.3504,6801,0.998545153799219948
1675036800000,2023-01-30 00:00:00,DAI/USDT,1.00009,1.039,0.997,1.00167,45733.971093169,45699.3483,25639.986379925,25611.6984,5003,1.000765272756845796
1674950400000,2023-01-29 00:00:00,DAI/USDT,1.00175,1.0058,0.98879,1.00007,11588.443266801,11583.8644,5806.440203059,5804.2423,2010,1.000396580681416534
1674864000000,2023-01-28 00:00:00,DAI/USDT,1.00155,1.00999,1.00013,1.00175,39220.907952509,39131.5525,19247.790699746,19202.1747,5708,1.002286408910874948
1674777600000,2023-01-27 00:00:00,DAI/USDT,1.00095,1.00999,1.00016,1.00151,34310.585140664,34227.2138,16795.783563519,16753.6501,5200,1.002438274611515671
1674691200000,2023-01-26 00:00:00,DAI/USDT,1.00317,1.00991,0.99979,1.00149,35962.638084288,35888.9714,18106.129245092,18068.9018,5348,1.002054865379539359
1674604800000,2023-01-25 00:00:00,DAI/USDT,1.0005,1.01194,0.99865,1.00317,44870.827548596,44849.8237,22417.68654821,22407.2676,6095,1.000468887598007292
