https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume NEAR
1650326400000,2022-04-19 00:00:00,NEAR/USDT,16.5051,17.5662,16.5051,17.2456,15434.490901241848,894.98138083
1650240000000,2022-04-18 00:00:00,NEAR/USDT,15.6286,16.2829,14.7361,16.2579,19146.096337239604,1177.64879457
1650153600000,2022-04-17 00:00:00,NEAR/USDT,15.8152,16.6904,15.6481,15.6975,53218.686787914376,3390.26512425
1650067200000,2022-04-16 00:00:00,NEAR/USDT,16.2218,16.48,15.7,16.0775,16900.159959842626,1051.16840055
1649980800000,2022-04-15 00:00:00,NEAR/USDT,16.5,16.5,15.7,15.8879,27659.79735100206,1740.93475859
1649894400000,2022-04-14 00:00:00,NEAR/USDT,16.9999,17.6918,15.976,16.2517,8449.256289534256,519.89984368
1649808000000,2022-04-13 00:00:00,NEAR/USDT,16.2714,16.9003,15.7177,16.8433,4841.223814943912,287.42727464
1649721600000,2022-04-12 00:00:00,NEAR/USDT,16.2416,17.05,15.6342,16.1503,13305.073604004052,823.8282635
1649635200000,2022-04-11 00:00:00,NEAR/USDT,15.5,16.6031,15.0,15.7462,3098.54981485187,196.78079885
1649548800000,2022-04-10 00:00:00,NEAR/USDT,17.5,17.5,17.3887,17.4403,1048.976189071989,60.14668263
1649462400000,2022-04-09 00:00:00,NEAR/USDT,17.7542,17.9822,16.2,17.5325,8935.227940278675,509.63798319
1649376000000,2022-04-08 00:00:00,NEAR/USDT,17.478,19.64,16.1,17.7542,28868.909851643628,1626.03270503
1649289600000,2022-04-07 00:00:00,NEAR/USDT,15.2,17.4,14.7,17.4,17663.142824267998,1015.12315082
1649203200000,2022-04-06 00:00:00,NEAR/USDT,16.0,17.0,15.2,15.2,23105.394596808,1520.09174979
1649116800000,2022-04-05 00:00:00,NEAR/USDT,17.1674,17.6117,16.1106,16.1543,21424.315913784438,1326.22991487
