https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GALA,Volume USD
1692748800000,2023-08-23 00:00:00,GALA/USD,0.0196,0.02073,0.01919,0.02001,894496.853776,17898.88204405776
1692662400000,2023-08-22 00:00:00,GALA/USD,0.01943,0.02067,0.01859,0.0196,1387008.53074,27185.367202504
1692576000000,2023-08-21 00:00:00,GALA/USD,0.02031,0.02033,0.01859,0.01943,806474.576549,15669.80102234707
1692489600000,2023-08-20 00:00:00,GALA/USD,0.0202,0.02125,0.01951,0.02031,496986.346791,10093.79270332521
1692403200000,2023-08-19 00:00:00,GALA/USD,0.01961,0.02048,0.0195,0.0202,749588.692507,15141.6915886414
1692316800000,2023-08-18 00:00:00,GALA/USD,0.02007,0.02059,0.01891,0.01961,1666061.140784,32671.458970774238
1692230400000,2023-08-17 00:00:00,GALA/USD,0.02072,0.02216,0.01798,0.02007,3913132.070007,78536.5606450405
1692144000000,2023-08-16 00:00:00,GALA/USD,0.02151,0.0232,0.02,0.02072,2648197.216855,54870.64633323559
1692057600000,2023-08-15 00:00:00,GALA/USD,0.0233,0.02428,0.0205,0.02151,2680918.579783,57666.558651132334
1691971200000,2023-08-14 00:00:00,GALA/USD,0.02343,0.02456,0.02305,0.0233,934701.369327,21778.5419053191
1691884800000,2023-08-13 00:00:00,GALA/USD,0.0237,0.02426,0.02316,0.02343,404599.114378,9479.75724987654
1691798400000,2023-08-12 00:00:00,GALA/USD,0.02299,0.024,0.02282,0.0237,631117.244874,14957.478703513798
1691712000000,2023-08-11 00:00:00,GALA/USD,0.02289,0.02307,0.0226,0.02299,400724.802946,9212.66321972854
1691625600000,2023-08-10 00:00:00,GALA/USD,0.02381,0.02391,0.02268,0.02289,1380446.48336,31598.4200041104
1691539200000,2023-08-09 00:00:00,GALA/USD,0.02377,0.02405,0.02316,0.02381,522097.399327,12431.139077975871
1691452800000,2023-08-08 00:00:00,GALA/USD,0.02309,0.0239,0.02282,0.02377,1345229.832249,31976.113112558727
1691366400000,2023-08-07 00:00:00,GALA/USD,0.02378,0.02474,0.0225,0.02309,1174061.083133,27109.070409540967
1691280000000,2023-08-06 00:00:00,GALA/USD,0.02446,0.026,0.02339,0.02378,1641907.604597,39044.562837316655
1691193600000,2023-08-05 00:00:00,GALA/USD,0.02217,0.02474,0.02115,0.02446,10327648.904605,252614.2922066383
1691107200000,2023-08-04 00:00:00,GALA/USD,0.0227,0.0232,0.02213,0.02217,862046.513553,19111.57120547001
1691020800000,2023-08-03 00:00:00,GALA/USD,0.02327,0.02428,0.02249,0.0227,1187176.192589,26948.899571770304
1690934400000,2023-08-02 00:00:00,GALA/USD,0.02343,0.02463,0.02281,0.02327,2520464.253197,58651.20317189419
1690848000000,2023-08-01 00:00:00,GALA/USD,0.02308,0.02343,0.02213,0.02343,1302012.659856,30506.156620426078
1690761600000,2023-07-31 00:00:00,GALA/USD,0.02293,0.0239,0.02269,0.02308,4941904.016602,114059.14470317417
1690675200000,2023-07-30 00:00:00,GALA/USD,0.02339,0.024,0.022,0.02293,4367111.75076,100137.8724449268
1690588800000,2023-07-29 00:00:00,GALA/USD,0.02352,0.02426,0.02329,0.02339,2200693.443358,51474.21964014362
1690502400000,2023-07-28 00:00:00,GALA/USD,0.02378,0.0245,0.02327,0.02352,1833623.212701,43126.81796272752
1690416000000,2023-07-27 00:00:00,GALA/USD,0.02413,0.02465,0.023,0.02378,1946858.902279,46296.30469619462
1690329600000,2023-07-26 00:00:00,GALA/USD,0.02422,0.0246,0.0235,0.02413,2008886.779896,48474.43799889048
1690243200000,2023-07-25 00:00:00,GALA/USD,0.02488,0.025,0.024,0.02422,796810.610099,19298.75297659778
1690156800000,2023-07-24 00:00:00,GALA/USD,0.02655,0.02681,0.02434,0.02488,2214144.023535,55087.903305550804
1690070400000,2023-07-23 00:00:00,GALA/USD,0.02598,0.02689,0.02597,0.02655,1484116.10642,39403.282625451
1689984000000,2023-07-22 00:00:00,GALA/USD,0.02699,0.02732,0.02598,0.02598,1313284.97971,34119.143772865806
1689897600000,2023-07-21 00:00:00,GALA/USD,0.02654,0.02773,0.02629,0.02699,1361762.876223,36753.98002925877
1689811200000,2023-07-20 00:00:00,GALA/USD,0.02589,0.02688,0.02544,0.02654,775039.188985,20569.540075661902
