https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SOL,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1689120000000,2023-07-12 00:00:00,SOL/USDT,22.098,22.73,21.759,21.932,1238566.78,55997.874815,594629.31,26887.339799,29504,22.119
1689033600000,2023-07-11 00:00:00,SOL/USDT,21.295,22.334,21.213,22.069,1266375.02,57714.680859,625303.54,28506.187504,30732,21.943
1688947200000,2023-07-10 00:00:00,SOL/USDT,21.337,21.819,20.541,21.294,1208988.38,57400.725825,605759.95,28755.19512,29955,21.065
1688860800000,2023-07-09 00:00:00,SOL/USDT,21.838,22.344,21.029,21.33,1278592.33,59277.748577,657121.43,30462.12093,14374,21.572
1688774400000,2023-07-08 00:00:00,SOL/USDT,21.514,22.44,21.327,21.826,1092525.57,50173.172867,536257.06,24620.167482,2923,21.777
1688688000000,2023-07-07 00:00:00,SOL/USDT,19.642,21.7,19.304,21.521,1300417.67,62912.454367,690860.75,33402.613632,21045,20.691
1688601600000,2023-07-06 00:00:00,SOL/USDT,18.97,20.893,18.834,19.661,1339458.01,67313.844997,726352.1,36423.01548,29337,19.909
1688515200000,2023-07-05 00:00:00,SOL/USDT,19.117,19.381,18.395,18.989,1145132.14,60399.052611,585816.13,30886.981769,26869,18.962
1688428800000,2023-07-04 00:00:00,SOL/USDT,19.241,19.939,19.069,19.135,1282104.82,66251.386881,634595.12,32800.993936,28717,19.353
1688342400000,2023-07-03 00:00:00,SOL/USDT,19.45,19.668,18.864,19.262,1169083.54,60597.115711,582411.8,30189.397642,28680,19.293
1688256000000,2023-07-02 00:00:00,SOL/USDT,18.684,19.727,18.55,19.459,1176694.66,61523.014363,587544.8,30730.83601,27233,19.129
1688169600000,2023-07-01 00:00:00,SOL/USDT,18.848,19.009,17.922,18.685,1102670.13,60024.672307,550931.87,29986.208776,27939,18.372
1688083200000,2023-06-30 00:00:00,SOL/USDT,17.998,19.966,17.268,18.882,1303837.5,69452.501367,667114.28,35533.253033,30029,18.782
1687996800000,2023-06-29 00:00:00,SOL/USDT,15.972,18.27,15.873,17.997,1145507.98,67317.758778,566359.6,33262.88971,28143,17.054
1687910400000,2023-06-28 00:00:00,SOL/USDT,16.651,16.651,15.62,15.976,1174489.05,72619.602039,610809,37756.508005,28305,16.174
1687824000000,2023-06-27 00:00:00,SOL/USDT,16.257,16.927,16.146,16.625,1253760.93,75676.084111,643612.15,38851.815917,28439,16.569
1687737600000,2023-06-26 00:00:00,SOL/USDT,16.961,17.125,16,16.273,1198348.17,71865.299747,580212.49,34812.705243,24730,16.679
1687651200000,2023-06-25 00:00:00,SOL/USDT,16.633,17.37,16.572,16.962,1171277.9,68825.428996,580486.74,34100.682776,17233,17.019
1687564800000,2023-06-24 00:00:00,SOL/USDT,17.147,17.528,16.387,16.646,1230330.22,72279.76424,607502.07,35697.753779,15590,17.027
1687478400000,2023-06-23 00:00:00,SOL/USDT,16.622,17.518,16.203,17.14,1267442.14,75425.587209,618731.05,36806.044429,14500,16.807
1687392000000,2023-06-22 00:00:00,SOL/USDT,17.252,17.743,16.581,16.634,1220112.83,71259.640865,590496.72,34464.933684,14558,17.126
1687305600000,2023-06-21 00:00:00,SOL/USDT,16.621,17.404,16.572,17.251,1203522.98,71152.594289,579292.39,34241.994815,13059,16.916
1687219200000,2023-06-20 00:00:00,SOL/USDT,16.094,16.683,15.748,16.637,1263116.92,78437.227024,615889.63,38263.919047,13676,16.106
1687132800000,2023-06-19 00:00:00,SOL/USDT,15.438,16.127,15.375,16.124,1297908.79,83112.009273,673495.76,43136.768107,14046,15.618
1687046400000,2023-06-18 00:00:00,SOL/USDT,15.638,15.98,15.343,15.447,1187203.67,75861.777788,605257.61,38666.841609,13171,15.65
1686960000000,2023-06-17 00:00:00,SOL/USDT,15.314,16.119,15.171,15.645,1323601.57,84458.635937,672390.59,42896.603322,14116,15.674
1686873600000,2023-06-16 00:00:00,SOL/USDT,14.78,15.46,14.435,15.313,1220306.62,81782.76175,635484.03,42582.103405,14140,14.925
1686787200000,2023-06-15 00:00:00,SOL/USDT,14.456,15.051,14.19,14.777,1220168.6,83187.980588,619346.05,42212.247074,14388,14.669
1686700800000,2023-06-14 00:00:00,SOL/USDT,15.013,15.381,14.15,14.488,1272170.13,84672.702459,628138.59,41824.806104,14999,15.029
1686614400000,2023-06-13 00:00:00,SOL/USDT,15.188,15.994,14.764,15.024,880374.33,58167.317511,434898.48,28738.950378,13135,15.139
1686528000000,2023-06-12 00:00:00,SOL/USDT,15.547,15.671,14.735,15.187,1378351.11,90556.253483,691513.31,45445.767342,16670,15.222
1686441600000,2023-06-11 00:00:00,SOL/USDT,15.616,16.142,15.137,15.542,1291709.68,83012.889467,635574.51,40860.378932,17480,15.562
1686355200000,2023-06-10 00:00:00,SOL/USDT,17.364,17.395,12.908,15.616,933467.17,61472.879855,469804.6,30863.330622,18455,15.243
1686268800000,2023-06-09 00:00:00,SOL/USDT,18.871,19.352,17.112,17.382,1385842.74,74968.128651,682665.52,36891.086823,14885,18.503
1686182400000,2023-06-08 00:00:00,SOL/USDT,18.616,19.102,18.254,18.875,1191058.17,63556.280875,602045.66,32128.629521,12736,18.741
1686096000000,2023-06-07 00:00:00,SOL/USDT,20.383,20.509,18.531,18.636,1275969.48,65101.620825,588451.76,30000.095752,11708,19.615
1686009600000,2023-06-06 00:00:00,SOL/USDT,20.007,20.705,19.239,20.381,963766.35,48273.653551,465665.11,23329.662527,14935,19.967
1685923200000,2023-06-05 00:00:00,SOL/USDT,21.81,22.039,19.248,20.001,1386986.56,66067.354684,692180.52,32926.726287,13730,21.022
1685836800000,2023-06-04 00:00:00,SOL/USDT,21.178,22.227,21.028,21.809,1392798.97,64151.337217,722864.61,33259.202439,12246,21.716
1685750400000,2023-06-03 00:00:00,SOL/USDT,21.255,21.339,20.955,21.178,1166985.49,55187.423758,578055.09,27333.700339,9775,21.146
1685664000000,2023-06-02 00:00:00,SOL/USDT,20.491,21.369,20.332,21.255,1186696.56,56360.082396,579420.89,27528.288881,11175,21.057
1685577600000,2023-06-01 00:00:00,SOL/USDT,20.81,20.959,20.433,20.498,1304940.81,63064.888911,660493.22,31916.348252,10852,20.692
1685491200000,2023-05-31 00:00:00,SOL/USDT,21.229,21.297,20.416,20.824,1253550.56,60381.590816,628208.55,30247.750012,3411,20.762
1685404800000,2023-05-30 00:00:00,SOL/USDT,20.582,21.387,20.481,21.228,1141878.72,54222.899749,540360.29,25648.732327,3449,21.061
1685318400000,2023-05-29 00:00:00,SOL/USDT,20.842,20.975,20.276,20.58,1197412.48,57946.94228,593936.48,28743.308753,3539,20.664
1685232000000,2023-05-28 00:00:00,SOL/USDT,20.417,21.172,20.297,20.826,1319614.68,64115.564845,705065.98,34260.334783,3804,20.583
1685145600000,2023-05-27 00:00:00,SOL/USDT,19.348,20.51,19.332,20.413,1165366.79,59424.172235,598182.53,30497.709394,3679,19.613
1685059200000,2023-05-26 00:00:00,SOL/USDT,19.255,19.549,19.092,19.347,518522.81,26824.374252,266447.73,13784.257124,3376,19.33
1684972800000,2023-05-25 00:00:00,SOL/USDT,19.226,19.529,18.809,19.255,536656.26,27806.868568,273971.23,14196.995037,3556,19.299
1684886400000,2023-05-24 00:00:00,SOL/USDT,20.014,20.051,18.795,19.208,577846.56,29792.631654,278582.45,14361.615959,3572,19.399
1684800000000,2023-05-23 00:00:00,SOL/USDT,19.538,20.221,19.433,20.013,560958.45,28164.484014,283988.28,14256.362579,3648,19.918
1684713600000,2023-05-22 00:00:00,SOL/USDT,19.605,20.022,19.317,19.525,548516.78,27865.491044,273372.99,13890.105121,3937,19.685
1684627200000,2023-05-21 00:00:00,SOL/USDT,20.289,20.386,19.418,19.598,745572.42,37039.277475,369196.7,18342.813781,4278,20.131
1684540800000,2023-05-20 00:00:00,SOL/USDT,20.358,20.364,20.118,20.284,786264.07,38833.621999,382030.19,18868.227277,4620,20.247
1684454400000,2023-05-19 00:00:00,SOL/USDT,20.354,20.593,20.303,20.353,839519.21,41121.460155,419454.87,20543.71842,5241,20.415
1684368000000,2023-05-18 00:00:00,SOL/USDT,21.064,21.078,20.168,20.369,817686.07,39505.465037,393587.79,19014.417683,5458,20.7
1684281600000,2023-05-17 00:00:00,SOL/USDT,20.656,21.188,20.437,21.04,882008.16,42499.629382,459626.36,22149.376874,5848,20.754
1684195200000,2023-05-16 00:00:00,SOL/USDT,20.973,21.118,20.467,20.678,885170.52,42553.920827,446516.14,21467.296078,5371,20.801
1684108800000,2023-05-15 00:00:00,SOL/USDT,20.944,21.742,20.615,20.984,870621.07,40957.728069,419879.15,19761.481389,5397,21.258
1684022400000,2023-05-14 00:00:00,SOL/USDT,20.827,21.265,20.633,20.945,837892.01,39937.269323,439794,20961.755071,5532,20.98
1683936000000,2023-05-13 00:00:00,SOL/USDT,20.909,21.277,20.779,20.843,798297.47,38024.541833,402071.6,19146.610306,5140,20.994
1683849600000,2023-05-12 00:00:00,SOL/USDT,20.172,20.934,19.839,20.904,827748.51,40757.811911,421848.49,20762.558192,5310,20.311
1683763200000,2023-05-11 00:00:00,SOL/USDT,20.917,20.926,19.839,20.199,819155.37,40203.17047,396664.02,19458.259104,5694,20.378
1683676800000,2023-05-10 00:00:00,SOL/USDT,20.667,21.304,20.086,20.917,800165.47,38438.573449,397084.6,19073.894211,5658,20.819
1683590400000,2023-05-09 00:00:00,SOL/USDT,20.6,21.003,20.431,20.67,685870.18,33219.87737,352610.12,17077.034167,5375,20.646
1683504000000,2023-05-08 00:00:00,SOL/USDT,21.758,21.832,20.186,20.628,633916.78,30067.181014,279643.19,13257.572669,5556,21.089
1683417600000,2023-05-07 00:00:00,SOL/USDT,21.907,22.73,21.718,21.768,517729.06,23365.253304,252685.87,11405.121715,5259,22.161
1683331200000,2023-05-06 00:00:00,SOL/USDT,22.825,23.209,21.676,21.907,560325.25,25088.502313,284918.68,12745.786232,5471,22.341
1683244800000,2023-05-05 00:00:00,SOL/USDT,21.739,22.9,21.636,22.804,666294.86,29943.407097,365213.64,16393.363552,5652,22.26
1683158400000,2023-05-04 00:00:00,SOL/USDT,22.246,22.486,21.617,21.738,473965.77,21499.56327,237527.95,10768.665251,4763,22.048
1683072000000,2023-05-03 00:00:00,SOL/USDT,22.257,22.284,21.24,22.216,525929.83,24263.472569,238942.53,11010.520215,4963,21.678
1682985600000,2023-05-02 00:00:00,SOL/USDT,21.95,22.375,21.763,22.252,513695.61,23321.371937,244391.65,11099.642331,4586,22.028
1682899200000,2023-05-01 00:00:00,SOL/USDT,22.724,22.875,21.629,21.964,540407.31,24426.298871,269396.6,12169.131338,4902,22.126
1682812800000,2023-04-30 00:00:00,SOL/USDT,23.186,23.941,22.734,22.734,490447.07,21018.381053,236321.63,10127.521666,5030,23.336
1682726400000,2023-04-29 00:00:00,SOL/USDT,23.356,23.78,22.945,23.182,490597.6,21058.973823,259395.94,11130.825275,4997,23.297
1682640000000,2023-04-28 00:00:00,SOL/USDT,22.348,23.456,22.176,23.343,700500.03,30912.334617,429184.67,18936.836052,5173,22.666
1682553600000,2023-04-27 00:00:00,SOL/USDT,21.214,22.482,21.194,22.325,578016.97,26364.127905,264816.12,12094.302859,5058,21.928
1682467200000,2023-04-26 00:00:00,SOL/USDT,21.951,22.946,20.6,21.269,510562.25,23246.170258,246254.35,11151.770816,4787,21.98
1682380800000,2023-04-25 00:00:00,SOL/USDT,21.38,21.958,20.775,21.917,609293.55,28874.45861,280160.65,13269.602354,4778,21.104
1682294400000,2023-04-24 00:00:00,SOL/USDT,21.458,21.967,21.023,21.371,503818.17,23435.749044,241955.62,11252.593045,5369,21.499
1682208000000,2023-04-23 00:00:00,SOL/USDT,21.77,22.217,20.997,21.46,446359.36,20644.157904,226994.84,10484.743589,4517,21.625
1682121600000,2023-04-22 00:00:00,SOL/USDT,21.271,21.96,21.086,21.786,490860.42,22822.325434,240901.68,11203.497277,4695,21.51
1682035200000,2023-04-21 00:00:00,SOL/USDT,22.18,22.399,21.074,21.255,467945.88,21431.174168,233055.57,10678.273364,4179,21.841
1681948800000,2023-04-20 00:00:00,SOL/USDT,22.658,23.122,21.62,22.194,535428.51,23786.430387,236092.03,10494.174788,4590,22.516
1681862400000,2023-04-19 00:00:00,SOL/USDT,24.824,24.922,22.188,22.695,525265.98,22382.966691,253266.94,10793.754557,4910,23.487
1681776000000,2023-04-18 00:00:00,SOL/USDT,24.561,25.42,24.026,24.829,419578.85,16951.40324,212729.76,8598.167286,3860,24.755
1681689600000,2023-04-17 00:00:00,SOL/USDT,25.394,25.821,24.354,24.562,787972.01,31348.707136,358635.86,14267.311055,5325,25.139
1681603200000,2023-04-16 00:00:00,SOL/USDT,24.038,25.442,23.935,25.358,431337.28,17626.052712,213894.98,8721.232464,4097,24.479
1681516800000,2023-04-15 00:00:00,SOL/USDT,24.732,24.784,23.84,24.042,474482.14,19570.245902,240380.73,9916.612161,4296,24.246
1681430400000,2023-04-14 00:00:00,SOL/USDT,24.419,25.469,23.822,24.735,523735.86,21094.604009,263103.74,10599.427568,4695,24.834
1681344000000,2023-04-13 00:00:00,SOL/USDT,23.836,25.2,23.652,24.426,463489.72,19074.524029,220046.56,9047.582374,4493,24.304
1681257600000,2023-04-12 00:00:00,SOL/USDT,22.995,24.394,22.329,23.79,549498.67,23325.126867,253649.26,10769.926208,4684,23.567
1681171200000,2023-04-11 00:00:00,SOL/USDT,20.897,23.665,20.826,22.994,615772.93,27398.900795,335568.8,14958.424081,4777,22.499
1681084800000,2023-04-10 00:00:00,SOL/USDT,20.295,20.937,20.095,20.893,381015.8,18701.028176,184308.89,9047.538436,4065,20.376
1680998400000,2023-04-09 00:00:00,SOL/USDT,20.042,20.424,19.914,20.296,442058.22,21926.394412,221194.94,10970.874163,4236,20.161
1680912000000,2023-04-08 00:00:00,SOL/USDT,20.444,20.731,19.871,20.043,387134.79,18964.665774,189278.26,9271.878976,3947,20.415
1680825600000,2023-04-07 00:00:00,SOL/USDT,20.618,20.769,20.238,20.444,426492.88,20843.843308,216839.88,10597.504013,4282,20.461
1680739200000,2023-04-06 00:00:00,SOL/USDT,20.973,20.982,20.456,20.613,471373.98,22754.834188,263982.97,12738.588013,4192,20.715
1680652800000,2023-04-05 00:00:00,SOL/USDT,20.925,21.345,20.589,20.974,420012.72,19971.375323,189734.05,9025.768099,4094,21.032
1680566400000,2023-04-04 00:00:00,SOL/USDT,20.49,21.262,20.354,20.932,442784,21319.097156,219112.19,10548.1095,4326,20.772
1680480000000,2023-04-03 00:00:00,SOL/USDT,20.598,20.992,20.066,20.485,450319.75,22079.558541,212783.23,10430.973503,4589,20.396
1680393600000,2023-04-02 00:00:00,SOL/USDT,21.071,21.294,20.346,20.612,481838.31,23146.852963,248024.43,11917.582346,4723,20.819
1680307200000,2023-04-01 00:00:00,SOL/USDT,21.167,21.336,20.778,21.061,484504.86,23029.299955,234189.34,11126.568163,4705,21.039
1680220800000,2023-03-31 00:00:00,SOL/USDT,20.555,21.486,20.099,21.173,297423.5,14299.401483,160710.66,7722.768251,4387,20.805
1680134400000,2023-03-30 00:00:00,SOL/USDT,21.112,21.658,20.179,20.422,203125.68,9776.249503,98890.26,4758.546643,4872,20.781
1680048000000,2023-03-29 00:00:00,SOL/USDT,20.457,21.543,20.436,21.103,162064.46,7690.261863,81432.23,3865.514121,4527,21.076
1679961600000,2023-03-28 00:00:00,SOL/USDT,19.948,20.816,19.648,20.435,140362.29,6986.852336,65542.01,3268.10663,3782,20.093
1679875200000,2023-03-27 00:00:00,SOL/USDT,20.932,21.015,19.449,19.908,120602.49,5968.371687,53822.89,2656.04768,3740,20.215
1679788800000,2023-03-26 00:00:00,SOL/USDT,20.417,21.116,20.287,20.966,162261.1,7806.992072,80799.37,3886.988293,7234,20.785
1679702400000,2023-03-25 00:00:00,SOL/USDT,20.635,20.959,20.115,20.418,276324.16,13405.859645,119941.94,5818.19437,7775,20.613
1679616000000,2023-03-24 00:00:00,SOL/USDT,22.157,22.266,20.27,20.649,318659.25,15000.718865,140438.14,6606.787576,8323,21.259
1679529600000,2023-03-23 00:00:00,SOL/USDT,21.403,22.651,21.109,22.166,370418.74,17061.765395,192757.26,8876.897559,7802,21.715
1679443200000,2023-03-22 00:00:00,SOL/USDT,22.496,23.068,20.997,21.418,524822.8,23553.375813,168093.51,7544.711301,7688,22.29
1679356800000,2023-03-21 00:00:00,SOL/USDT,22.106,23.186,21.499,22.517,697849.03,31132.267738,335256.9,14968.134141,7563,22.42
1679270400000,2023-03-20 00:00:00,SOL/USDT,21.821,23.783,21.407,22.103,759209.06,33521.590395,396203.45,17479.810069,8060,22.659
1679184000000,2023-03-19 00:00:00,SOL/USDT,21.192,22.388,21.192,21.83,671719.45,30847.369672,342497.11,15721.337506,8067,21.778
1679097600000,2023-03-18 00:00:00,SOL/USDT,21.601,22.866,21.062,21.191,661476.26,30331.269382,356068.97,16321.007039,8567,21.82
1679011200000,2023-03-17 00:00:00,SOL/USDT,19.682,21.644,19.427,21.6,303569.33,14981.302405,148421.26,7331.815473,8916,20.273
1678924800000,2023-03-16 00:00:00,SOL/USDT,19.312,20.054,19.026,19.681,230506.22,11783.755985,111942.39,5718.999397,7342,19.562
1678838400000,2023-03-15 00:00:00,SOL/USDT,20.845,21.429,18.839,19.317,541905.3,26545.070246,291227.4,14255.99695,9097,20.437
1678752000000,2023-03-14 00:00:00,SOL/USDT,20.4,22.048,19.76,20.873,736326.58,36029.638925,375150.68,18366.31229,9443,20.446
1678665600000,2023-03-13 00:00:00,SOL/USDT,20.122,21.2,18.869,20.385,791134.34,39560.421739,415053.09,20733.059586,8777,20.012
1678579200000,2023-03-12 00:00:00,SOL/USDT,18.043,20.338,17.723,20.126,992212.21,54426.923836,492738.46,26993.580668,10159,18.248
1678492800000,2023-03-11 00:00:00,SOL/USDT,18.176,18.839,16.959,18.069,910921.5,51299.692303,475743.95,26789.281557,9866,17.766
1678406400000,2023-03-10 00:00:00,SOL/USDT,17.324,18.322,16.06,18.177,955521.72,55678.784296,476295.91,27725.982195,10843,17.173
1678320000000,2023-03-09 00:00:00,SOL/USDT,18.469,18.774,16.799,17.33,947898.97,52257.490956,467823.56,25792.424864,11489,18.154
1678233600000,2023-03-08 00:00:00,SOL/USDT,20.252,20.39,18.126,18.418,605405.44,31342.277228,300930.38,15599.934414,8277,19.33
1678147200000,2023-03-07 00:00:00,SOL/USDT,20.723,21.063,19.754,20.247,794078.59,38712.69275,388221.99,18933.951792,10533,20.516
1678060800000,2023-03-06 00:00:00,SOL/USDT,20.977,21.153,20.435,20.715,1396848.86,67170.502737,686879.14,33036.069727,16062,20.796
1677974400000,2023-03-05 00:00:00,SOL/USDT,21.008,21.692,20.86,20.98,1177103.95,55455.458619,583754.55,27501.680625,15635,21.226
1677888000000,2023-03-04 00:00:00,SOL/USDT,21.413,21.6,20.223,21.007,1190156.8,56390.514436,589848.54,27932.629554,14630,21.108
1677801600000,2023-03-03 00:00:00,SOL/USDT,21.988,21.994,20.369,21.414,1179050.75,55691.726464,571453.74,26984.99645,14455,21.173
1677715200000,2023-03-02 00:00:00,SOL/USDT,22.498,22.64,21.685,22,1298511.21,59026.014778,633204.66,28774.103223,16372,22
1677628800000,2023-03-01 00:00:00,SOL/USDT,21.887,22.88,21.68,22.508,1556342.52,69300.573697,789926.88,35167.44247,18601,22.46
1677542400000,2023-02-28 00:00:00,SOL/USDT,23.131,24.5,21.828,21.89,703476.4,31008.585516,338062.88,14894.718776,10824,22.698
1677456000000,2023-02-27 00:00:00,SOL/USDT,23.362,24.406,22.567,23.203,685775.34,29595.780219,351131.13,15150.287608,10452,23.172
1677369600000,2023-02-26 00:00:00,SOL/USDT,22.399,23.644,22.26,23.377,1096881.48,47931.516533,557893.31,24373.156578,14719,22.888
1677283200000,2023-02-25 00:00:00,SOL/USDT,23.069,23.349,21.602,22.416,1327128.95,58693.167725,652022.94,28831.074975,17433,22.619
1677196800000,2023-02-24 00:00:00,SOL/USDT,23.913,24.121,22.531,23.076,1400651.61,59594.189982,647307.69,27492.730938,16854,23.51
1677110400000,2023-02-23 00:00:00,SOL/USDT,24.162,24.682,23.602,23.918,1506820.06,62449.293478,758566.64,31440.481598,18509,24.131
1677024000000,2023-02-22 00:00:00,SOL/USDT,24.981,25.23,23.236,24.162,1537680.18,64355.215753,769216.84,32193.101952,18016,23.9
1676937600000,2023-02-21 00:00:00,SOL/USDT,26.252,26.597,24.529,24.982,1587253.31,62316.96111,797267.86,31293.531069,19529,25.479
1676851200000,2023-02-20 00:00:00,SOL/USDT,24.803,27.108,24.116,26.247,1550132.42,59317.443361,762072.45,29150.144429,19986,26.142
1676764800000,2023-02-19 00:00:00,SOL/USDT,23.46,25.577,23.237,24.811,1544123.6,64124.964725,773809.69,32121.616402,18450,24.094
1676678400000,2023-02-18 00:00:00,SOL/USDT,23.16,23.842,22.923,23.46,1427183.29,61165.449801,729144.05,31245.159304,17809,23.334
1676592000000,2023-02-17 00:00:00,SOL/USDT,22.295,23.543,22.068,23.16,1382144.23,60482.39005,691797.49,30263.748839,18074,22.855
1676505600000,2023-02-16 00:00:00,SOL/USDT,23.842,24.169,22.204,22.299,1628096.57,69117.636258,810804.95,34407.08352,20279,23.561
1676419200000,2023-02-15 00:00:00,SOL/USDT,21.821,23.93,21.438,23.854,1738286.2,77995.283774,886758.12,39757.258421,19840,22.31
1676332800000,2023-02-14 00:00:00,SOL/USDT,20.76,22.344,20.676,21.819,1437556.8,67136.418626,714295.89,33351.96473,17829,21.42
1676246400000,2023-02-13 00:00:00,SOL/USDT,21.521,21.636,19.78,20.765,1580625.45,76680.057866,774828.29,37590.194402,19514,20.619
1676160000000,2023-02-12 00:00:00,SOL/USDT,20.831,22.463,20.643,21.521,1210550.84,56982.961123,599521.72,28219.713883,16421,21.256
1676073600000,2023-02-11 00:00:00,SOL/USDT,20.129,20.951,20.123,20.828,1090275.543243395,53336.62522,544168.006584598,26620.806456,15586,20.442363416428644794
1675987200000,2023-02-10 00:00:00,SOL/USDT,20.51,22.591,19.733,20.132,1296284.444551307,62453.94123,646158.756573658,31128.322184,17570,20.759240735192118277
1675900800000,2023-02-09 00:00:00,SOL/USDT,23.212,23.353,20.094,20.499,1742754.294695524,77664.139977,855588.851768456,38091.243484,20563,22.458546549402669801
1675814400000,2023-02-08 00:00:00,SOL/USDT,23.915,24.284,22.808,23.212,1593755.002943618,67719.227473,786769.068589283,33431.723407,20006,23.539530418589033365
1675728000000,2023-02-07 00:00:00,SOL/USDT,22.662,24.035,22.583,23.924,1237198.183197432,53169.215884,623071.970089945,26776.283323,16090,23.272253738664444482
1675641600000,2023-02-06 00:00:00,SOL/USDT,23.447,23.72,22.622,22.701,1377026.201435678,59189.248921,702919.568575836,30218.85532,17972,23.266699057624953592
1675555200000,2023-02-05 00:00:00,SOL/USDT,24.33,24.463,23.045,23.451,1412245.228374549,59065.378065,678785.174598349,28372.480306,18505,23.917352081164675268
1675468800000,2023-02-04 00:00:00,SOL/USDT,24.678,24.9,24.191,24.332,1381637.029585173,56194.115461,687031.957194672,27939.474688,18121,24.587449807603465836
1675382400000,2023-02-03 00:00:00,SOL/USDT,24.316,25.054,24.025,24.693,1552372.095154073,63376.176407,764104.823370023,31197.792327,20148,24.496470233408249869
1675296000000,2023-02-02 00:00:00,SOL/USDT,25.016,26.145,24.152,24.297,1877779.137051786,74903.551449,933488.235447477,37239.889591,22448,25.073118199609847638
1675209600000,2023-02-01 00:00:00,SOL/USDT,23.918,25.23,22.571,25.012,1404043.499907263,59230.700279,702869.140591476,29634.052974,17501,23.722180573580107032
1675123200000,2023-01-31 00:00:00,SOL/USDT,23.939,24.446,23.525,23.943,1407351.667964448,58660.803488,692066.767286392,28845.139725,18180,23.992623375013657211
1675036800000,2023-01-30 00:00:00,SOL/USDT,26.069,26.325,23.249,23.951,1455344.435662584,59122.938611,736155.848972241,29899.6401,18850,24.640793325705996289
1674950400000,2023-01-29 00:00:00,SOL/USDT,23.956,26.769,23.742,26.066,1247386.110329508,49978.541616,643838.266207944,25812.93809,16908,24.991494985769484461
1674864000000,2023-01-28 00:00:00,SOL/USDT,24.431,24.96,23.755,24.009,1215745.909894512,50072.179336,633618.430858011,26086.323612,16307,24.282804208221553615
1674777600000,2023-01-27 00:00:00,SOL/USDT,24.34,24.949,23.441,24.437,1182727.472596842,49200.850886,599422.905983609,24940.530037,15884,24.042669327837905528
1674691200000,2023-01-26 00:00:00,SOL/USDT,24.502,25.345,23.893,24.335,1459581.984948849,59492.425365,732964.350257983,29870.31933,17941,24.535868600130557084
1674604800000,2023-01-25 00:00:00,SOL/USDT,22.831,25.38,22.304,24.501,1145396.986428356,48739.477409,568720.055902105,24190.064279,15452,23.517706548617594135
1674518400000,2023-01-24 00:00:00,SOL/USDT,24.325,25.193,22.621,22.83,1240748.725131039,50846.630752,628449.753342972,25757.99905,15575,24.409997653512950466
1674432000000,2023-01-23 00:00:00,SOL/USDT,24.241,24.963,23.841,24.34,1245590.765588153,50902.511381,612627.746575139,25032.92546,15756,24.471776644117498404
1674345600000,2023-01-22 00:00:00,SOL/USDT,24.753,25.532,23.678,24.249,1082140.288912862,43355.19759,518045.18264416,20764.329653,15136,24.965886892851149317
1674259200000,2023-01-21 00:00:00,SOL/USDT,25.493,26.483,24.399,24.774,1507015.534701083,59702.795606,709636.333788563,28120.816251,17463,25.245254475408781809
1674172800000,2023-01-20 00:00:00,SOL/USDT,21.417,25.75,20.949,25.512,1781313.953502312,80628.813817,888419.625506313,40320.690566,18455,22.174048502638145953
1674086400000,2023-01-19 00:00:00,SOL/USDT,20.814,21.878,20.564,21.427,1269807.900068296,59647.791368,633430.849146938,29758.562006,17294,21.291251731279037067
1674000000000,2023-01-18 00:00:00,SOL/USDT,22.879,23.624,20.545,20.838,1353317.378568968,60445.805531,696330.894618326,31086.304232,18424,22.411978378140447148
1673913600000,2023-01-17 00:00:00,SOL/USDT,23.558,23.907,22.763,22.884,1260250.53956976,53918.046905,642405.55685478,27484.940949,17315,23.375060837143990951
1673827200000,2023-01-16 00:00:00,SOL/USDT,22.951,24.9,22.334,23.575,1548131.889676864,65979.429904,796415.483767141,33932.426791,18721,23.46997828554261222
1673740800000,2023-01-15 00:00:00,SOL/USDT,24.128,24.77,21.88,22.953,1365545.709484003,59354.191826,709047.246061215,30821.671227,16463,23.013000376117808898
1673654400000,2023-01-14 00:00:00,SOL/USDT,18.275,24.603,18.203,24.199,1448684.228195474,64998.253113,751298.399927009,33660.99701,16892,22.359049558919108766
1673568000000,2023-01-13 00:00:00,SOL/USDT,16.586,18.577,16.347,18.29,1505155.551736593,88719.906899,762718.082899585,44933.733126,18753,16.98216521273992789
1673481600000,2023-01-12 00:00:00,SOL/USDT,16.369,16.974,15.683,16.599,1413581.402698389,86801.315207,711255.181814627,43673.90588,17610,16.288603497357314172
1673395200000,2023-01-11 00:00:00,SOL/USDT,16.189,16.585,15.335,16.374,1426001.545238375,89473.264298,718627.270522802,45083.187124,18229,15.941122113440081574
1673308800000,2023-01-10 00:00:00,SOL/USDT,16.324,16.722,15.668,16.215,1132498.07575286,69793.620712,565717.314069391,34870.18746,15040,16.228443717335984903
1673222400000,2023-01-09 00:00:00,SOL/USDT,14.462,17.47,14.283,16.326,1506639.033070635,92468.694306,770686.585987169,47328.240146,17861,16.30946684139237279
1673136000000,2023-01-08 00:00:00,SOL/USDT,13.095,14.75,12.848,14.486,1152656.228690508,85326.798107,580387.53214144,42941.591502,15976,13.513407530398310034
1673049600000,2023-01-07 00:00:00,SOL/USDT,13.471,13.482,13.043,13.098,1163652.750388662,87911.729355,585486.777220951,44232.188512,15524,13.237055982312960856
