https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ATOM,Volume USD
1693612800,2023-09-02,ATOM/USD,6.686,6.812,6.675,6.812,13.52,92.09824
1693526400,2023-09-01,ATOM/USD,6.822,6.822,6.7,6.7,155.0,1038.5
1693440000,2023-08-31,ATOM/USD,7.0201,7.0201,6.905,6.9142,690.034332,4771.0353783144
1693267200,2023-08-29,ATOM/USD,7.29,7.35,7.29,7.35,101.95,749.3325
1693180800,2023-08-28,ATOM/USD,7.1001,7.1001,7.1,7.1,153.761739,1091.7083469
1692921600,2023-08-25,ATOM/USD,7.158,7.158,7.07,7.07,4.999939,35.34956873
1692835200,2023-08-24,ATOM/USD,7.3,7.3,7.13,7.13,15.45,110.15849999999999
1692662400,2023-08-22,ATOM/USD,7.43,7.46,7.28,7.28,57.0,414.96000000000004
1692576000,2023-08-21,ATOM/USD,7.45,7.45,7.45,7.45,15.0,111.75
1692230400,2023-08-17,ATOM/USD,7.5,7.5,7.35,7.35,125.573191,922.96295385
1692144000,2023-08-16,ATOM/USD,7.71,7.71,7.71,7.71,1.800369,13.88084499
1692057600,2023-08-15,ATOM/USD,8.45,8.45,8.0,8.0,39.5,316.0
1691712000,2023-08-11,ATOM/USD,8.4,8.4,8.4,8.4,4.6,38.64
1691366400,2023-08-07,ATOM/USD,8.38,8.38,8.38,8.38,2.0,16.76
1691107200,2023-08-04,ATOM/USD,8.6,8.6,8.5,8.5,2.833967,24.0887195
1690156800,2023-07-24,ATOM/USD,9.0,9.0,8.5,8.5,11.223033,95.39578049999999
1689552000,2023-07-17,ATOM/USD,9.39,9.39,9.39,9.39,31.85,299.0715
1689292800,2023-07-14,ATOM/USD,10.054,10.054,10.054,10.054,10.0,100.54
1688256000,2023-07-02,ATOM/USD,9.575,9.575,9.575,9.575,10.0,95.75
1688169600,2023-07-01,ATOM/USD,9.537,9.537,9.537,9.537,5.246739,50.038149843
1687737600,2023-06-26,ATOM/USD,9.51,9.51,9.2653,9.2653,26.201864,242.7681305192
1687651200,2023-06-25,ATOM/USD,9.51,9.5101,9.51,9.51,96.59352,918.6043751999999
1687305600,2023-06-21,ATOM/USD,8.8,8.9267,8.8,8.9267,15.015139,134.0356413113
1687219200,2023-06-20,ATOM/USD,8.4829,8.4829,8.4,8.4,101.726996,854.5067664000001
1687132800,2023-06-19,ATOM/USD,8.4829,8.4829,8.4829,8.4829,202.030378,1713.8034935362002
1686787200,2023-06-15,ATOM/USD,8.4829,8.4829,8.4829,8.4829,47.342626,401.60276209540007
1686614400,2023-06-13,ATOM/USD,8.65,8.65,8.65,8.65,73.595406,636.6002619
1686355200,2023-06-10,ATOM/USD,9.2,9.2,7.5599,8.2961,621.922409,5159.5304973049
1686268800,2023-06-09,ATOM/USD,9.411,9.411,9.2001,9.317,98.221839,915.1328739630001
1686096000,2023-06-07,ATOM/USD,10.08,10.08,9.52,9.52,60.45,575.484
1686009600,2023-06-06,ATOM/USD,10.011,10.011,9.85,9.85,2.1,20.685
1685923200,2023-06-05,ATOM/USD,10.39,10.39,9.99,9.99,402.4,4019.9759999999997
1685232000,2023-05-28,ATOM/USD,10.68,10.7361,10.68,10.7361,16.12995,173.172756195
1685145600,2023-05-27,ATOM/USD,10.5271,10.5301,10.5271,10.5301,10.0,105.30099999999999
1684972800,2023-05-25,ATOM/USD,10.3119,10.5507,10.3119,10.5507,14.302392,150.90024727440002
1684886400,2023-05-24,ATOM/USD,10.4,10.4021,10.34,10.4021,217.000678,2257.2627526238
1684800000,2023-05-23,ATOM/USD,10.48,10.5409,10.48,10.5122,196.127863,2061.7353214286
1684454400,2023-05-19,ATOM/USD,10.5746,10.5746,10.5746,10.5746,14.4,152.27424000000002
1684368000,2023-05-18,ATOM/USD,10.8419,10.8419,10.7737,10.7737,32.4,349.06788
1684281600,2023-05-17,ATOM/USD,10.7713,10.8074,10.7379,10.7691,149.785134,1613.0510865594
1684195200,2023-05-16,ATOM/USD,10.9098,10.92,10.9098,10.92,139.2,1520.0639999999999
