https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ATOM,Volume USD
1684108800,2023-05-15,ATOM/USD,10.9951,10.9951,10.9951,10.9951,8.5,93.45835000000001
1684022400,2023-05-14,ATOM/USD,10.9382,10.9382,10.9382,10.9382,10.0,109.382
1683849600,2023-05-12,ATOM/USD,11.1666,11.1666,11.1666,11.1666,3.1,34.616460000000004
1683763200,2023-05-11,ATOM/USD,10.9131,10.9131,10.7061,10.7061,122.450917,1310.9717624937
1683676800,2023-05-10,ATOM/USD,11.0,11.0444,11.0,11.0,124.9,1373.9
1683590400,2023-05-09,ATOM/USD,10.63,10.63,10.34,10.34,79.963117,826.8186297799999
1683504000,2023-05-08,ATOM/USD,11.1,11.1,10.7,10.7,68.582535,733.8331244999998
1683417600,2023-05-07,ATOM/USD,10.9,11.04,10.8329,10.853,17.808564,193.276345092
1683331200,2023-05-06,ATOM/USD,11.0022,11.0595,10.7775,10.8626,20.762881,225.53887115060002
1683244800,2023-05-05,ATOM/USD,11.2136,11.37,11.2136,11.37,169.368305,1925.7176278499999
1683158400,2023-05-04,ATOM/USD,10.9312,11.16,10.9312,11.16,13.45703,150.1804548
1683072000,2023-05-03,ATOM/USD,11.1298,11.1298,10.9,10.9,80.147352,873.6061368000001
1682985600,2023-05-02,ATOM/USD,11.0264,11.2661,10.9001,10.9501,89.128774,975.9689881774002
1682899200,2023-05-01,ATOM/USD,11.3497,11.35,10.9001,10.9001,229.057227,2496.7466800227003
1682812800,2023-04-30,ATOM/USD,11.8,11.9,11.66,11.6979,61.875294,723.8110016826
1682726400,2023-04-29,ATOM/USD,11.8,11.8,11.5626,11.76,139.788843,1643.9167936800002
1682640000,2023-04-28,ATOM/USD,11.3501,11.7201,11.33,11.7201,130.833543,1533.3822073142999
1682553600,2023-04-27,ATOM/USD,11.124,11.7,11.124,11.7,308.536636,3609.8786411999995
1682467200,2023-04-26,ATOM/USD,11.1298,11.3001,10.44,10.74,180.469542,1938.24288108
1682380800,2023-04-25,ATOM/USD,10.6308,11.18,10.6308,10.9309,70.235413,767.7362759616999
1682294400,2023-04-24,ATOM/USD,10.8,11.01,10.7108,10.89,500.494614,5450.386346460001
1682208000,2023-04-23,ATOM/USD,11.04,11.04,10.8,10.8,52.664638,568.7780904
1682121600,2023-04-22,ATOM/USD,10.8299,11.0895,10.8198,11.0895,114.571315,1270.5385976925
1682035200,2023-04-21,ATOM/USD,11.3599,11.3599,10.7592,10.7799,456.039447,4916.0596347153
1681948800,2023-04-20,ATOM/USD,12.0595,12.0595,11.4,11.4,170.584645,1944.664953
1681862400,2023-04-19,ATOM/USD,12.5201,12.5201,11.75,11.75,477.761758,5613.7006565
1681776000,2023-04-18,ATOM/USD,12.117,12.9973,12.0001,12.5269,1260.600774,15791.4198358206
1681689600,2023-04-17,ATOM/USD,12.9999,13.0,12.1167,12.8447,376.55865,4836.782891655
1681603200,2023-04-16,ATOM/USD,12.4,12.9982,12.0,12.7,269.661161,3424.6967446999997
1681516800,2023-04-15,ATOM/USD,12.1,12.4874,12.1,12.4874,4.026095,50.27545870299999
1681430400,2023-04-14,ATOM/USD,11.93,12.4614,11.6113,12.3,888.956573,10934.165847900002
1681344000,2023-04-13,ATOM/USD,11.77,11.9798,11.554,11.93,176.322896,2103.53214928
1681257600,2023-04-12,ATOM/USD,11.22,12.0,11.06,12.0,118.644115,1423.72938
1681171200,2023-04-11,ATOM/USD,11.2594,11.42,11.22,11.22,84.787165,951.3119913
1681084800,2023-04-10,ATOM/USD,10.8994,12.77,10.8994,11.31,762.430937,8623.09389747
1680998400,2023-04-09,ATOM/USD,10.9101,10.9101,10.88,10.88,101.755652,1107.10149376
1680912000,2023-04-08,ATOM/USD,11.2798,11.4422,11.01,11.4422,30.260019,346.2411894018
1680825600,2023-04-07,ATOM/USD,11.35,11.35,10.9001,11.1598,166.696181,1860.2960407238002
1680739200,2023-04-06,ATOM/USD,11.2901,11.658,11.2602,11.3501,227.487019,2582.0004143519
1680652800,2023-04-05,ATOM/USD,11.3001,11.57,11.25,11.5,65.40553,752.163595
1680566400,2023-04-04,ATOM/USD,10.991,11.42,10.991,11.3998,118.361155,1349.293494769
1680480000,2023-04-03,ATOM/USD,11.06,11.29,10.8025,11.1205,71.001203,789.5688779615
1680393600,2023-04-02,ATOM/USD,11.3425,11.3425,10.9912,11.0556,474.479573,5245.6563672588
1680307200,2023-04-01,ATOM/USD,11.1995,11.4798,11.1995,11.2201,168.12199,1886.3455399990003
1680220800,2023-03-31,ATOM/USD,11.1316,11.1999,11.0411,11.1999,72.72138,814.472183862
1680134400,2023-03-30,ATOM/USD,11.36,11.52,11.0019,11.22,155.383211,1743.39962742
1680048000,2023-03-29,ATOM/USD,11.25,11.51,11.2019,11.36,143.115944,1625.79712384
1679961600,2023-03-28,ATOM/USD,10.8,12.3264,10.8,11.35,55.238893,626.9614355499999
1679875200,2023-03-27,ATOM/USD,11.43,11.43,10.7122,10.97,215.72302,2366.4815294
1679788800,2023-03-26,ATOM/USD,11.29,12.4699,11.29,11.378,48.497903,551.8091403340001
1679702400,2023-03-25,ATOM/USD,11.2,11.37,11.2,11.21,71.555327,802.1352156700001
1679616000,2023-03-24,ATOM/USD,11.7698,12.1415,10.9901,10.9901,194.300358,2135.3803644557997
1679529600,2023-03-23,ATOM/USD,11.2817,12.9999,11.2817,11.7,287.881744,3368.2164048
1679443200,2023-03-22,ATOM/USD,11.8428,11.96,11.0,11.165,615.346154,6870.339809409999
1679356800,2023-03-21,ATOM/USD,11.6898,12.9999,11.42,12.9999,277.810288,3611.5059629712005
1679270400,2023-03-20,ATOM/USD,12.15,12.1999,11.6001,11.6001,242.25462,2810.177817462
1679184000,2023-03-19,ATOM/USD,12.1698,13.0,12.15,12.34,395.689586,4882.80949124
1679097600,2023-03-18,ATOM/USD,12.9501,13.4502,12.3699,12.3699,1323.474991,16371.2532911709
1679011200,2023-03-17,ATOM/USD,12.9999,13.15,12.6827,12.9,470.708658,6072.1416882
1678924800,2023-03-16,ATOM/USD,12.2825,12.88,12.2825,12.88,335.800292,4325.107760960001
1678838400,2023-03-15,ATOM/USD,13.1301,13.3898,11.75,12.6,582.655028,7341.4533528
1678752000,2023-03-14,ATOM/USD,12.07,13.5,11.8618,13.2018,428.020142,5650.6363106556
1678665600,2023-03-13,ATOM/USD,11.7801,12.1599,11.4,12.1599,498.332267,6059.6705334933
1678579200,2023-03-12,ATOM/USD,11.11,11.4505,11.0627,11.4505,481.074109,5508.5390851045
1678492800,2023-03-11,ATOM/USD,10.9,13.0,10.606,10.8101,321.923734,3480.0277569134005
1678406400,2023-03-10,ATOM/USD,10.91,11.0299,10.4301,11.0299,130.932707,1444.1746649392999
1678320000,2023-03-09,ATOM/USD,10.97,12.5,10.62,11.02,290.533638,3201.68069076
1678233600,2023-03-08,ATOM/USD,11.6718,12.85,11.0039,11.0039,596.808535,6567.2214382864995
1678147200,2023-03-07,ATOM/USD,11.98,11.98,11.5223,11.5223,140.327309,1616.8933524907002
1678060800,2023-03-06,ATOM/USD,11.8629,12.85,11.8629,12.23,304.03843,3718.3899989
1677974400,2023-03-05,ATOM/USD,11.94,12.26,11.94,12.1,52.763314,638.4360994
1677888000,2023-03-04,ATOM/USD,12.1,12.1,11.9399,11.9399,26.963141,321.9372072259
1677801600,2023-03-03,ATOM/USD,12.41,12.41,11.7,12.08,143.227554,1730.18885232
1677715200,2023-03-02,ATOM/USD,12.6923,12.74,12.33,12.33,8.302247,102.36670550999999
1677628800,2023-03-01,ATOM/USD,12.2028,13.0821,12.2028,12.69,106.549745,1352.11626405
1677542400,2023-02-28,ATOM/USD,12.4033,12.62,12.29,12.29,54.257142,666.82027518
1677456000,2023-02-27,ATOM/USD,13.0,13.2,12.8,12.8,57.455411,735.4292608000001
1677369600,2023-02-26,ATOM/USD,13.2,13.2,13.1,13.2,17.696276,233.5908432
1677283200,2023-02-25,ATOM/USD,13.4998,13.4998,12.8,12.8,97.540372,1248.5167616
1677196800,2023-02-24,ATOM/USD,13.6502,13.89,13.1,13.1,170.17282,2229.263942
1677110400,2023-02-23,ATOM/USD,13.88,13.8999,13.5037,13.5037,222.504893,3004.6393236041004
1677024000,2023-02-22,ATOM/USD,13.9,14.2,13.38,14.2,320.07698,4545.093116
1676937600,2023-02-21,ATOM/USD,14.3306,14.4499,13.7809,14.0,214.493356,3002.906984
1676851200,2023-02-20,ATOM/USD,14.2999,14.6299,13.97,14.6299,517.617979,7572.6992709721
1676764800,2023-02-19,ATOM/USD,14.5,14.5,14.1319,14.3199,159.065342,2277.7997909058
1676678400,2023-02-18,ATOM/USD,14.1114,14.4498,14.0801,14.0801,39.053435,549.8762701435
1676592000,2023-02-17,ATOM/USD,13.8499,14.3,13.8003,14.1326,120.751879,1706.5380051554
1676505600,2023-02-16,ATOM/USD,14.1599,14.2,13.6899,13.6899,2005.066532,27449.1603164268
1676419200,2023-02-15,ATOM/USD,13.251,14.26,13.251,14.26,144.424685,2059.4960081
1676332800,2023-02-14,ATOM/USD,13.27,13.5599,13.26,13.45,76.610971,1030.41755995
1676246400,2023-02-13,ATOM/USD,13.1001,13.9511,12.8,13.1,371.637893,4868.4563983
1676160000,2023-02-12,ATOM/USD,13.6,13.69,13.4553,13.4553,254.152092,3419.6926434876
1676073600,2023-02-11,ATOM/USD,13.73,13.79,13.5201,13.79,40.255737,555.12661323
1675987200,2023-02-10,ATOM/USD,13.61,14.26,13.61,13.7999,86.991271,1200.4708406728998
1675900800,2023-02-09,ATOM/USD,14.4001,14.4001,13.31,13.31,397.752068,5294.08002508
1675814400,2023-02-08,ATOM/USD,15.16,15.3599,14.84,14.8918,85.242312,1269.4114618416
1675728000,2023-02-07,ATOM/USD,14.42,15.0,14.42,15.0,129.260899,1938.913485
1675641600,2023-02-06,ATOM/USD,14.585,14.67,14.0041,14.0041,265.097921,3712.4577954761
1675555200,2023-02-05,ATOM/USD,14.4601,14.79,14.1901,14.79,405.889963,6003.11255277
1675468800,2023-02-04,ATOM/USD,14.98,15.1396,14.85,14.9998,75.951981,1139.2645246038
1675382400,2023-02-03,ATOM/USD,14.6372,15.25,14.6372,15.0,242.919305,3643.7895750000002
1675296000,2023-02-02,ATOM/USD,14.8,15.0,13.8991,14.0041,493.459138,6910.4511144658
1675209600,2023-02-01,ATOM/USD,13.4899,15.4089,13.3301,14.85,1157.925312,17195.1908832
1675123200,2023-01-31,ATOM/USD,13.0001,13.3093,13.0001,13.1401,14.771383,194.0974497583
1675036800,2023-01-30,ATOM/USD,13.88,13.9129,12.86,13.05,431.875499,5635.9752619500005
1674950400,2023-01-29,ATOM/USD,13.3599,13.8198,13.3532,13.6001,15.669252,213.1033941252
1674864000,2023-01-28,ATOM/USD,13.4501,13.6993,13.0427,13.0427,130.302121,1699.4914735667
1674777600,2023-01-27,ATOM/USD,12.9599,13.42,12.9599,13.42,211.616917,2839.89902614
1674691200,2023-01-26,ATOM/USD,13.19,13.5356,12.9201,12.9201,500.953101,6472.3641602300995
1674604800,2023-01-25,ATOM/USD,12.3006,13.5327,12.2,13.5327,626.743893,8481.5370808011
1674518400,2023-01-24,ATOM/USD,13.377,13.4825,12.3898,12.3898,184.930062,2291.2464821676
1674432000,2023-01-23,ATOM/USD,13.4881,13.4881,13.0827,13.2131,63.314326,836.5785208706001
1674345600,2023-01-22,ATOM/USD,13.1178,14.0554,12.7513,12.7677,304.808876,3891.7082861052
1674259200,2023-01-21,ATOM/USD,13.0,13.4141,12.4593,13.33,203.609229,2714.11102257
1674172800,2023-01-20,ATOM/USD,12.0898,13.3499,11.7109,13.0,388.054651,5044.710462999999
1674086400,2023-01-19,ATOM/USD,11.3236,12.132,11.3236,12.0902,134.665383,1628.1314135465998
1674000000,2023-01-18,ATOM/USD,12.4798,12.4882,11.3757,11.7677,433.509566,5101.4105198182
1673913600,2023-01-17,ATOM/USD,11.9807,12.6599,11.9804,11.9862,23.102303,276.9088242186
1673827200,2023-01-16,ATOM/USD,12.8639,13.0,12.0183,12.3,541.230212,6657.131607600001
1673740800,2023-01-15,ATOM/USD,12.2559,12.95,11.7262,12.8639,210.105167,2702.7718577713
1673654400,2023-01-14,ATOM/USD,12.3894,13.2,12.087,12.874,780.7427,10051.2815198
1673568000,2023-01-13,ATOM/USD,11.878,12.3897,11.716,12.012,1834.832659,22040.009899908
1673481600,2023-01-12,ATOM/USD,11.8999,12.28,11.4605,12.25,2495.815133,30573.73537925
1673395200,2023-01-11,ATOM/USD,11.35,11.8811,10.9293,11.8811,423.341206,5029.7592026066
1673308800,2023-01-10,ATOM/USD,11.2199,11.3355,10.8925,11.25,887.185736,9980.839530000001
1673222400,2023-01-09,ATOM/USD,10.7,12.0,10.67,11.2199,1169.760065,13124.5909532935
1673136000,2023-01-08,ATOM/USD,10.27,10.55,10.0228,10.55,59.750076,630.3633018
1673049600,2023-01-07,ATOM/USD,10.015,10.3,10.0012,10.0012,7.316824,73.17702018880001
1672963200,2023-01-06,ATOM/USD,9.895,10.04,9.895,10.0199,140.186039,1404.6500921760999
1672876800,2023-01-05,ATOM/USD,10.2694,10.55,9.8981,9.8981,289.308988,2863.6092941228
1672790400,2023-01-04,ATOM/USD,10.41,10.4998,9.9617,10.3398,140.419368,1451.9081812463999
1672704000,2023-01-03,ATOM/USD,9.9462,10.2011,9.5001,10.0323,733.058322,7354.2610038006
1672617600,2023-01-02,ATOM/USD,9.4699,10.03,9.4699,9.91,428.29908,4244.4438828
1672531200,2023-01-01,ATOM/USD,9.4298,9.45,9.4298,9.45,26.487284,250.30483379999998
1672444800,2022-12-31,ATOM/USD,9.1069,9.45,9.1069,9.45,14.906548,140.8668786
1672358400,2022-12-30,ATOM/USD,9.4001,9.4001,9.1069,9.1069,53.390663,486.2234288747
1672272000,2022-12-29,ATOM/USD,8.902,9.4,8.8927,8.8927,352.181298,3131.8426287246
1672185600,2022-12-28,ATOM/USD,9.0799,9.2699,8.8039,9.2699,303.887072,2817.0027687327997
1672099200,2022-12-27,ATOM/USD,9.2298,9.28,8.831,8.831,134.231556,1185.398871036
1672012800,2022-12-26,ATOM/USD,9.0,9.19,9.0,9.19,69.253068,636.43569492
1671926400,2022-12-25,ATOM/USD,9.05,9.05,9.0,9.0,249.786963,2248.0826669999997
1671840000,2022-12-24,ATOM/USD,8.9898,9.09,8.9898,9.09,6.145214,55.85999526
1671753600,2022-12-23,ATOM/USD,9.04,9.04,9.0,9.01,21.859923,196.95790623
1671667200,2022-12-22,ATOM/USD,8.81,9.05,8.78,9.05,14.516861,131.37759205
1671580800,2022-12-21,ATOM/USD,8.9899,8.9899,8.6999,8.6999,6.255061,54.4184051939
1671494400,2022-12-20,ATOM/USD,8.7,9.0199,8.7,8.9699,59.839288,536.7524294312001
1671408000,2022-12-19,ATOM/USD,8.98,8.98,8.5151,8.5269,59.923352,510.9604301688
1671321600,2022-12-18,ATOM/USD,8.8799,9.92,8.6832,8.9851,204.910251,1841.1390962600997
1671235200,2022-12-17,ATOM/USD,8.7199,8.85,8.501,8.5062,128.023326,1088.9920156212
1671148800,2022-12-16,ATOM/USD,9.5498,9.5498,8.55,8.55,672.629306,5750.980566300001
1671062400,2022-12-15,ATOM/USD,9.4001,9.6698,9.4,9.4,76.093409,715.2780445999999
1670976000,2022-12-14,ATOM/USD,9.7698,9.941,9.4848,9.7398,77.314667,753.0293936466
1670889600,2022-12-13,ATOM/USD,9.27,9.53,9.27,9.53,22.211066,211.67145897999998
1670803200,2022-12-12,ATOM/USD,9.5002,9.68,9.5,9.58,282.12718,2702.7783844
1670716800,2022-12-11,ATOM/USD,9.98,9.99,9.559,9.559,124.860776,1193.544157784
1670630400,2022-12-10,ATOM/USD,9.5653,10.1238,9.5652,10.1238,313.123497,3169.9996589285997
1670544000,2022-12-09,ATOM/USD,9.93,9.93,9.9299,9.9299,20.190061,200.4852867239
1670457600,2022-12-08,ATOM/USD,9.6599,9.7899,9.6599,9.7899,43.832105,429.11192473949995
1670371200,2022-12-07,ATOM/USD,10.1698,10.1698,9.5001,9.6,271.084137,2602.4077152
1670284800,2022-12-06,ATOM/USD,10.4433,10.4433,10.1,10.1228,117.698778,1191.4411899384
1670198400,2022-12-05,ATOM/USD,10.5797,10.7,10.1062,10.2,281.264591,2868.8988281999996
1670112000,2022-12-04,ATOM/USD,10.1799,10.1899,9.9006,9.9009,118.439147,1172.6541505323
1670025600,2022-12-03,ATOM/USD,10.25,10.25,10.0,10.0039,77.029042,770.5908332638
1669939200,2022-12-02,ATOM/USD,10.27,10.6,10.25,10.2516,94.207915,965.781861414
1669852800,2022-12-01,ATOM/USD,10.2506,10.4,10.0333,10.0333,153.878205,1543.9061942265002
1669766400,2022-11-30,ATOM/USD,10.3298,10.6,10.3298,10.4,310.333094,3227.4641776000003
1669680000,2022-11-29,ATOM/USD,9.9669,10.2596,9.4885,9.882,570.335478,5636.055193595999
1669593600,2022-11-28,ATOM/USD,9.9,9.9,9.1604,9.7268,503.704434,4899.4322886312
1669507200,2022-11-27,ATOM/USD,10.1924,10.2599,9.9569,9.9569,485.037523,4829.4701127586995
1669420800,2022-11-26,ATOM/USD,10.1999,10.4199,9.8801,10.2187,280.664199,2868.0232503213
1669334400,2022-11-25,ATOM/USD,9.9075,10.0846,9.9075,10.0299,118.829651,1191.8495165649
1669248000,2022-11-24,ATOM/USD,9.8034,10.1807,9.7833,10.1515,28.511412,289.43359891800003
1669161600,2022-11-23,ATOM/USD,9.7344,9.9957,9.7,9.865,201.069196,1983.54761854
1669075200,2022-11-22,ATOM/USD,9.2759,9.4856,8.55,9.1602,559.70314,5126.992703028
1668988800,2022-11-21,ATOM/USD,9.2416,9.2416,8.906,8.906,494.487097,4403.902085882
1668902400,2022-11-20,ATOM/USD,10.0142,10.0354,9.3693,9.3695,359.567379,3368.9665575405
1668816000,2022-11-19,ATOM/USD,9.9,10.0563,9.7993,10.0563,188.421823,1894.8263786349
1668729600,2022-11-18,ATOM/USD,9.9701,10.1899,9.6824,9.8922,382.585998,3784.6172094156004
1668643200,2022-11-17,ATOM/USD,10.1342,10.1862,9.6056,10.0202,307.834484,3084.5630965768
1668556800,2022-11-16,ATOM/USD,10.5145,10.9,8.801,10.11,1656.271733,16744.90722063
1668470400,2022-11-15,ATOM/USD,10.2911,10.89,10.2222,10.5581,651.005366,6873.3797547646
1668384000,2022-11-14,ATOM/USD,10.0019,10.9999,9.6,10.1725,1070.446529,10889.1173162525
1668297600,2022-11-13,ATOM/USD,11.0507,11.0507,10.0659,10.099,213.853925,2159.710788575
1668211200,2022-11-12,ATOM/USD,11.4575,11.4575,10.9066,11.0853,156.884895,1739.1161265435
1668124800,2022-11-11,ATOM/USD,11.9967,12.6894,11.3367,11.61,734.129175,8523.23972175
1668038400,2022-11-10,ATOM/USD,9.9908,12.3863,9.8245,12.17,1229.580101,14963.98982917
1667952000,2022-11-09,ATOM/USD,12.0996,12.2271,9.4745,10.0833,1856.966658,18724.3519026114
1667865600,2022-11-08,ATOM/USD,14.2923,16.5,11.3935,12.1941,4263.723551,51992.2713532491
1667779200,2022-11-07,ATOM/USD,14.6074,14.6542,14.0325,14.274,862.921888,12317.347029311999
1667692800,2022-11-06,ATOM/USD,15.3634,15.3634,14.68,14.68,147.403028,2163.87645104
1667606400,2022-11-05,ATOM/USD,15.0411,15.6929,15.0225,15.3459,1282.078586,19674.649772897403
1667520000,2022-11-04,ATOM/USD,13.5051,15.1371,13.5051,14.9337,2281.787417,34075.5287492529
1667433600,2022-11-03,ATOM/USD,13.6726,13.8232,13.3738,13.8232,530.215894,7329.2803459408005
1667347200,2022-11-02,ATOM/USD,13.9746,14.0598,13.2,13.3008,795.754754,10584.174832003202
1667260800,2022-11-01,ATOM/USD,14.3538,14.3538,13.8446,14.0468,619.136458,8696.885998234398
1667174400,2022-10-31,ATOM/USD,14.0998,14.4187,13.8109,14.4187,644.486984,9292.6644762008
1667088000,2022-10-30,ATOM/USD,13.4536,14.0402,13.3309,14.0056,849.912439,11903.533655658399
1667001600,2022-10-29,ATOM/USD,13.8237,13.8999,13.4716,13.7675,1667.653656,22959.42170898
1666915200,2022-10-28,ATOM/USD,12.7246,13.7755,12.7129,13.5703,1804.699945,24490.3196636335
1666828800,2022-10-27,ATOM/USD,12.3213,13.16,12.3213,12.5557,1591.705482,19984.9765203474
1666742400,2022-10-26,ATOM/USD,12.041,12.5,11.3682,12.2489,698.9794,8561.72877266
1666656000,2022-10-25,ATOM/USD,11.6729,12.3153,11.0,11.963,1093.013239,13075.717378157
1666569600,2022-10-24,ATOM/USD,12.1258,12.2,11.5958,11.6344,566.063166,6585.8052985104
1666483200,2022-10-23,ATOM/USD,11.7643,12.1125,11.5689,12.1125,403.916018,4892.432768025001
1666396800,2022-10-22,ATOM/USD,11.7002,11.8194,11.5554,11.8194,282.991196,3344.7861420024
1666310400,2022-10-21,ATOM/USD,11.2062,11.7641,11.0,11.7641,506.868462,5962.8512738142
1666224000,2022-10-20,ATOM/USD,11.7756,11.9034,11.3041,11.3285,274.920022,3114.431469227
1666137600,2022-10-19,ATOM/USD,12.36,12.4388,11.7724,11.7724,356.581591,4197.8211218884
1666051200,2022-10-18,ATOM/USD,12.4718,12.7466,12.2234,12.7466,345.30886,4401.513914876
1665964800,2022-10-17,ATOM/USD,11.695,13.0776,11.695,12.4522,776.98489,9675.171247257998
1665878400,2022-10-16,ATOM/USD,11.5862,11.7733,11.5567,11.7372,486.939345,5715.304480134
1665792000,2022-10-15,ATOM/USD,11.7016,11.7264,11.47,11.6399,495.413561,5766.564308683901
1665705600,2022-10-14,ATOM/USD,11.4,12.2,11.4,11.6453,1208.333117,14071.4016474001
1665619200,2022-10-13,ATOM/USD,11.7,11.7,10.7179,11.4,2761.403337,31479.9980418
1665532800,2022-10-12,ATOM/USD,12.1,12.2188,11.7161,11.7446,513.460979,6030.393813963399
1665446400,2022-10-11,ATOM/USD,12.3913,12.5204,12.1376,12.5204,382.742076,4792.0838883504
1665360000,2022-10-10,ATOM/USD,13.2569,13.2569,12.3679,12.3679,313.587295,3878.4163058305
1665273600,2022-10-09,ATOM/USD,13.1498,13.2399,13.0572,13.1,145.714021,1908.8536751
1665187200,2022-10-08,ATOM/USD,13.1348,13.3,12.9519,13.0136,751.632062,9781.4390020432
1665100800,2022-10-07,ATOM/USD,12.9895,13.0999,12.7376,13.0999,661.061307,8659.837015569301
1665014400,2022-10-06,ATOM/USD,13.1053,13.4939,12.9,12.9952,1234.237783,16039.166837641602
1664928000,2022-10-05,ATOM/USD,13.0158,13.1099,12.7474,13.1099,684.031233,8967.5810615067
1664841600,2022-10-04,ATOM/USD,12.9136,13.2531,12.8811,13.0606,577.210151,7538.710898150601
1664755200,2022-10-03,ATOM/USD,11.9001,12.85,11.89,12.7033,770.419692,9786.8724733836
1664668800,2022-10-02,ATOM/USD,12.4357,12.6199,12.0,12.0,566.481929,6797.783148
1664582400,2022-10-01,ATOM/USD,12.9814,13.0322,12.6397,12.7693,270.889278,3459.0664575653996
1664496000,2022-09-30,ATOM/USD,12.7961,13.2184,12.7672,12.9346,561.637962,7264.5623832852
1664409600,2022-09-29,ATOM/USD,12.8557,12.885,12.2997,12.82,417.257236,5349.23776552
1664323200,2022-09-28,ATOM/USD,13.5302,13.5595,12.7,13.0214,1948.404752,25370.957637692798
1664236800,2022-09-27,ATOM/USD,14.0,14.6588,13.184,13.502,2509.944814,33889.274878628
1664150400,2022-09-26,ATOM/USD,13.9101,14.8673,13.8824,13.9684,1955.077487,27309.304369410802
1664064000,2022-09-25,ATOM/USD,13.7702,14.7074,13.7602,14.2248,1220.918648,17367.3235840704
1663977600,2022-09-24,ATOM/USD,14.0723,14.2222,13.6748,13.6748,733.183256,10026.1343891488
1663891200,2022-09-23,ATOM/USD,14.6499,19.0,13.5312,14.3894,3153.374087,45375.161087477805
1663804800,2022-09-22,ATOM/USD,13.5007,14.9647,13.4026,14.5846,1850.624945,26990.624572847002
1663718400,2022-09-21,ATOM/USD,13.9318,16.9,13.0,13.4291,2120.873122,28481.4172426502
1663632000,2022-09-20,ATOM/USD,15.5426,15.8413,13.9,13.969,1873.96581,26177.42839989
1663545600,2022-09-19,ATOM/USD,14.6249,15.9864,14.6141,15.6612,2190.787723,34310.364687447596
1663459200,2022-09-18,ATOM/USD,16.2768,16.2768,14.6452,14.6452,1148.670083,16822.5030995516
1663372800,2022-09-17,ATOM/USD,16.3888,16.9,16.0782,16.3937,4227.123486,69298.1942924382
1663286400,2022-09-16,ATOM/USD,14.9847,16.73,14.6285,16.5722,14571.265822,241477.9314553484
1663200000,2022-09-15,ATOM/USD,13.9571,15.4615,13.2388,14.7581,5546.507456,81855.9116863936
1663113600,2022-09-14,ATOM/USD,13.8718,14.451,13.5,14.0497,1124.684056,15801.473581583201
1663027200,2022-09-13,ATOM/USD,15.4419,16.123,13.8002,13.9046,4584.128076,63740.467245549604
1662940800,2022-09-12,ATOM/USD,15.4988,16.4268,15.0576,15.6898,1026.843519,16110.9694444062
1662854400,2022-09-11,ATOM/USD,16.0157,16.2654,15.4501,15.6805,379.411661,5949.3645503105
1662768000,2022-09-10,ATOM/USD,16.2471,16.3227,15.5312,16.059,1206.10744,19368.879378960002
1662681600,2022-09-09,ATOM/USD,13.9077,16.7073,13.7919,15.9907,5542.229223,88624.12483622611
1662595200,2022-09-08,ATOM/USD,12.9124,14.2189,12.7375,13.7697,1900.067426,26163.3584357922
1662508800,2022-09-07,ATOM/USD,11.75,13.2,11.7448,12.986,1708.716657,22189.394507802
1662422400,2022-09-06,ATOM/USD,12.9283,12.9283,11.8005,11.8181,4058.161623,47959.7598767763
1662336000,2022-09-05,ATOM/USD,13.0,13.3,12.5827,12.773,487.684675,6229.196353775
1662249600,2022-09-04,ATOM/USD,12.424,12.9677,12.424,12.85,602.114461,7737.17082385
1662163200,2022-09-03,ATOM/USD,12.81,12.81,12.2305,12.7142,438.879646,5580.0035951732
1662076800,2022-09-02,ATOM/USD,12.5339,13.05,12.3438,12.5431,1499.76737,18811.732098647
1661990400,2022-09-01,ATOM/USD,11.8381,12.8,11.51,12.6764,878.135032,11131.5909196448
1661904000,2022-08-31,ATOM/USD,12.1151,12.3096,11.6689,12.0874,563.689182,6813.5366185068
1661817600,2022-08-30,ATOM/USD,11.5289,12.1026,11.2242,12.1026,2540.935521,30751.9262364546
1661731200,2022-08-29,ATOM/USD,10.5709,11.6823,10.2133,11.6823,5618.294813,65634.6054939099
1661644800,2022-08-28,ATOM/USD,11.1834,11.3497,10.4917,10.5352,1031.931497,10871.6047071944
1661558400,2022-08-27,ATOM/USD,11.4837,11.4837,10.7669,11.18,2844.197506,31798.12811708
1661472000,2022-08-26,ATOM/USD,12.8056,13.0529,11.4218,11.4837,6288.724997,72217.83124804891
1661385600,2022-08-25,ATOM/USD,12.9583,13.3,12.5845,12.8403,3580.324268,45972.4376984004
1661299200,2022-08-24,ATOM/USD,12.1355,13.3957,11.6451,12.9934,5424.192106,70478.6977101004
1661212800,2022-08-23,ATOM/USD,11.1423,12.3,11.1423,12.1892,2784.721347,33943.5254428524
1661126400,2022-08-22,ATOM/USD,10.4523,11.0929,10.14,11.0359,1395.062117,15395.766017000298
1661040000,2022-08-21,ATOM/USD,10.2592,10.721,10.2592,10.53,1120.323098,11797.00222194
1660953600,2022-08-20,ATOM/USD,10.8452,10.8889,10.0,10.2567,1086.265559,11141.4999589953
1660867200,2022-08-19,ATOM/USD,11.3347,11.3347,10.1939,10.8937,2422.9459,26394.845750830005
1660780800,2022-08-18,ATOM/USD,11.6155,12.2556,11.3147,11.3147,878.436928,9939.2503092416
1660694400,2022-08-17,ATOM/USD,11.5108,11.9068,11.22,11.7475,1598.868556,18782.70836161
