https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume DOT
1685404800000,2023-05-30 00:00:00,DOT/USD,5.4639,5.532,5.4335,5.4462,32377.876303761233,5945.03990007
1685318400000,2023-05-29 00:00:00,DOT/USD,5.514,5.5419,5.4241,5.4648,99672.49283776093,18239.00103165
1685232000000,2023-05-28 00:00:00,DOT/USD,5.3461,5.5617,5.323,5.5134,174563.99283357646,31661.7682072
1685145600000,2023-05-27 00:00:00,DOT/USD,5.2455,5.3721,5.2379,5.3404,43850.17929675329,8211.02900471
1685059200000,2023-05-26 00:00:00,DOT/USD,5.249,5.2782,5.1945,5.2482,22476.481224481402,4282.70287422
1684972800000,2023-05-25 00:00:00,DOT/USD,5.2567,5.3057,5.157,5.2435,76832.70574027365,14652.94283213
1684886400000,2023-05-24 00:00:00,DOT/USD,5.3945,5.3998,5.2,5.2607,61239.00251182367,11640.84675268
1684800000000,2023-05-23 00:00:00,DOT/USD,5.3131,5.4577,5.2935,5.4034,194072.642274963,35916.76394029
1684713600000,2023-05-22 00:00:00,DOT/USD,5.2924,5.3413,5.235,5.324,32141.01665254348,6037.00538177
1684627200000,2023-05-21 00:00:00,DOT/USD,5.41,5.4342,5.25,5.271,46064.62332446751,8739.25693881
1684540800000,2023-05-20 00:00:00,DOT/USD,5.3676,5.4467,5.3497,5.4108,72904.54816440439,13473.89446374
1684454400000,2023-05-19 00:00:00,DOT/USD,5.3474,5.3931,5.3243,5.3751,29562.37195032411,5499.87385357
1684368000000,2023-05-18 00:00:00,DOT/USD,5.4261,5.4659,5.26,5.3553,119407.71995081392,22297.111263759998
1684281600000,2023-05-17 00:00:00,DOT/USD,5.3051,5.4438,5.2255,5.4223,59099.59541878974,10899.35920528
1684195200000,2023-05-16 00:00:00,DOT/USD,5.3201,5.3344,5.2351,5.3004,51616.81030852718,9738.28584796
1684108800000,2023-05-15 00:00:00,DOT/USD,5.3535,5.435,5.2654,5.3274,49328.24285223681,9259.34655784
1684022400000,2023-05-14 00:00:00,DOT/USD,5.3501,5.4525,5.3134,5.3533,65737.74453178991,12279.85439482
1683936000000,2023-05-13 00:00:00,DOT/USD,5.356,5.39,5.3187,5.3561,32121.902023102542,5997.25584345
1683849600000,2023-05-12 00:00:00,DOT/USD,5.2827,5.3491,5.1152,5.3491,63960.735325187285,11957.28913746
1683763200000,2023-05-11 00:00:00,DOT/USD,5.4705,5.4705,5.1846,5.2898,204870.96876823303,38729.43566264
1683676800000,2023-05-10 00:00:00,DOT/USD,5.3265,5.5204,5.229,5.4705,317628.31352315535,58062.02605304
1683590400000,2023-05-09 00:00:00,DOT/USD,5.376,5.4088,5.294,5.3363,84312.36130519552,15799.77911759
1683504000000,2023-05-08 00:00:00,DOT/USD,5.6314,5.6541,5.18,5.375,353120.661424675,65696.8672418
1683417600000,2023-05-07 00:00:00,DOT/USD,5.6471,5.7025,5.6105,5.6401,45990.97916187099,8154.2843499
1683331200000,2023-05-06 00:00:00,DOT/USD,5.8539,5.8978,5.6,5.6542,129581.04916496125,22917.66282851
1683244800000,2023-05-05 00:00:00,DOT/USD,5.6711,5.9039,5.6711,5.8502,137463.69922445362,23497.2649182
1683158400000,2023-05-04 00:00:00,DOT/USD,5.7698,5.8019,5.6225,5.665,71794.55501853414,12673.354813509999
1683072000000,2023-05-03 00:00:00,DOT/USD,5.7051,5.8168,5.5668,5.7822,314621.1302486714,54412.01104228
1682985600000,2023-05-02 00:00:00,DOT/USD,5.6585,5.7559,5.6336,5.7151,100421.56739154409,17571.27038749
1682899200000,2023-05-01 00:00:00,DOT/USD,5.8829,5.9115,5.6024,5.6687,152023.5441167058,26818.06130448
1682812800000,2023-04-30 00:00:00,DOT/USD,6.0271,6.0896,5.8543,5.8847,103808.18917358646,17640.3536584
1682726400000,2023-04-29 00:00:00,DOT/USD,5.9475,6.063,5.9293,6.0474,67110.2358220339,11097.37008004
1682640000000,2023-04-28 00:00:00,DOT/USD,5.9763,5.9776,5.7833,5.954,153270.80160177033,25742.49271108
1682553600000,2023-04-27 00:00:00,DOT/USD,5.849,6.1095,5.835,5.9732,967373.3145516801,161952.27257612
1682467200000,2023-04-26 00:00:00,DOT/USD,6.0048,6.221,5.6001,5.8503,344528.5587873313,58890.750694379996
1682380800000,2023-04-25 00:00:00,DOT/USD,5.891,6.0119,5.7864,6.0084,198482.7462900586,33034.20982126
1682294400000,2023-04-24 00:00:00,DOT/USD,5.9164,6.0182,5.803,5.8845,290543.0251490021,49374.29265851
1682208000000,2023-04-23 00:00:00,DOT/USD,5.9435,5.9783,5.7638,5.9135,170116.73894777478,28767.52159428
1682121600000,2023-04-22 00:00:00,DOT/USD,5.8506,5.9739,5.8171,5.9539,93710.87482911827,15739.41027379
1682035200000,2023-04-21 00:00:00,DOT/USD,6.1086,6.1751,5.7794,5.8536,296693.5131169358,50685.64868063
1681948800000,2023-04-20 00:00:00,DOT/USD,6.312,6.4367,6.0598,6.1089,613158.0242510804,100371.26557172
1681862400000,2023-04-19 00:00:00,DOT/USD,6.9183,6.9183,6.2454,6.3141,563094.7543242458,89180.52522517
1681776000000,2023-04-18 00:00:00,DOT/USD,6.7102,6.9802,6.5804,6.9199,286044.47803767526,41336.50457921
1681689600000,2023-04-17 00:00:00,DOT/USD,6.8185,6.827,6.6121,6.6919,250987.65599834887,37506.18748014
1681603200000,2023-04-16 00:00:00,DOT/USD,6.7994,6.8737,6.6748,6.8211,146840.2458877141,21527.35568863
1681516800000,2023-04-15 00:00:00,DOT/USD,6.7138,6.8651,6.6414,6.7932,209476.3488532039,30836.18160119
1681430400000,2023-04-14 00:00:00,DOT/USD,6.6405,6.8421,6.5408,6.7177,302834.25393658556,45080.0503054
1681344000000,2023-04-13 00:00:00,DOT/USD,6.4151,6.65,6.3552,6.6396,377828.0729319834,56905.24623953
1681257600000,2023-04-12 00:00:00,DOT/USD,6.423,6.4648,6.2027,6.4044,300809.5627730158,46969.20285632
1681171200000,2023-04-11 00:00:00,DOT/USD,6.2934,6.4821,6.2772,6.423,294661.0184817139,45875.91755904
1681084800000,2023-04-10 00:00:00,DOT/USD,6.2224,6.3,6.1161,6.2824,92374.15821501159,14703.64163616
1680998400000,2023-04-09 00:00:00,DOT/USD,6.1358,6.256,6.0961,6.2099,72412.74365290838,11660.85503034
1680912000000,2023-04-08 00:00:00,DOT/USD,6.1721,6.2328,6.0802,6.1289,62700.10334284394,10230.23761896
1680825600000,2023-04-07 00:00:00,DOT/USD,6.2687,6.3144,6.1358,6.1785,137902.01830716766,22319.65983769
1680739200000,2023-04-06 00:00:00,DOT/USD,6.4073,6.4084,6.2446,6.2732,114207.03761140743,18205.54702726
1680652800000,2023-04-05 00:00:00,DOT/USD,6.4373,6.5855,6.3156,6.3884,203327.89562020634,31827.67134497
1680566400000,2023-04-04 00:00:00,DOT/USD,6.4219,6.5307,6.3673,6.4386,253772.1637859638,39414.18379554
1680480000000,2023-04-03 00:00:00,DOT/USD,6.2681,6.5025,6.1,6.4227,379061.145653141,59018.9710952
1680393600000,2023-04-02 00:00:00,DOT/USD,6.3546,6.446,6.1756,6.2615,198452.40929567916,31694.06840145
1680307200000,2023-04-01 00:00:00,DOT/USD,6.345,6.3903,6.1907,6.3469,136819.70042464943,21556.93337293
1680220800000,2023-03-31 00:00:00,DOT/USD,6.1215,6.3802,6.0986,6.3361,230529.1691298989,36383.44867188
1680134400000,2023-03-30 00:00:00,DOT/USD,6.1854,6.2934,6.0258,6.1158,165560.9023704054,27071.01317414
1680048000000,2023-03-29 00:00:00,DOT/USD,6.0587,6.2836,6.0504,6.1792,128768.99836195302,20839.10512072
1679961600000,2023-03-28 00:00:00,DOT/USD,5.8778,6.1299,5.7817,6.0599,128737.86286660092,21244.22232489
1679875200000,2023-03-27 00:00:00,DOT/USD,6.0459,6.1198,5.7467,5.8683,100447.16598873027,17116.91051731
1679788800000,2023-03-26 00:00:00,DOT/USD,5.9054,6.1105,5.888,6.0498,98568.36261705098,16292.82994761
1679702400000,2023-03-25 00:00:00,DOT/USD,6.0179,6.08,5.8315,5.9088,95672.4010467218,16191.51114384
1679616000000,2023-03-24 00:00:00,DOT/USD,6.3273,6.3412,5.9503,6.0229,201294.59909562513,33421.54096791
1679529600000,2023-03-23 00:00:00,DOT/USD,6.0577,6.4172,5.992,6.3244,132217.33618286237,20905.90983854
1679443200000,2023-03-22 00:00:00,DOT/USD,6.3642,6.3854,5.9264,6.0521,229621.8020829836,37940.84732291
1679356800000,2023-03-21 00:00:00,DOT/USD,6.0856,6.4621,6.0,6.3691,169910.3414934536,26677.29215956
1679270400000,2023-03-20 00:00:00,DOT/USD,6.4558,6.4832,6.0507,6.091,309574.9194773397,50824.97446681
1679184000000,2023-03-19 00:00:00,DOT/USD,6.3149,6.5974,6.3138,6.4484,244781.45448947608,37960.02954058
1679097600000,2023-03-18 00:00:00,DOT/USD,6.615,6.6937,6.284,6.3142,445604.09764723055,70571.74268272
1679011200000,2023-03-17 00:00:00,DOT/USD,6.0982,6.6289,6.039,6.6219,573512.3828936551,86608.43306206
1678924800000,2023-03-16 00:00:00,DOT/USD,5.8908,6.1483,5.7804,6.1044,340893.93775885116,55843.97119436
1678838400000,2023-03-15 00:00:00,DOT/USD,6.2438,6.3904,5.7908,5.8825,762948.863030274,129698.06426354
1678752000000,2023-03-14 00:00:00,DOT/USD,6.1267,6.5577,6.0027,6.2381,1003929.6451185652,160935.16377079
1678665600000,2023-03-13 00:00:00,DOT/USD,5.9258,6.1622,5.7156,6.1198,759815.4784208575,124156.91336659
1678579200000,2023-03-12 00:00:00,DOT/USD,5.4774,5.9168,5.3866,5.9114,705857.7147049333,119406.18376441
1678492800000,2023-03-11 00:00:00,DOT/USD,5.5671,5.7091,5.2509,5.4822,737494.2639447643,134525.23876268
1678406400000,2023-03-10 00:00:00,DOT/USD,5.3863,5.5947,5.1566,5.5604,518501.00978732447,93248.86874817
1678320000000,2023-03-09 00:00:00,DOT/USD,5.5973,5.8001,5.2527,5.3853,458514.2999496547,85141.83052934
1678233600000,2023-03-08 00:00:00,DOT/USD,5.8534,5.951,5.5134,5.5947,291214.0137822771,52051.76573941
1678147200000,2023-03-07 00:00:00,DOT/USD,5.9159,6.0187,5.7382,5.8449,105206.75298015271,17999.75243035
1678060800000,2023-03-06 00:00:00,DOT/USD,5.9674,6.039,5.8562,5.922,98211.80445915005,16584.22905423
1677974400000,2023-03-05 00:00:00,DOT/USD,5.918,6.06,5.89,5.976,95738.22992082384,16020.45346734
1677888000000,2023-03-04 00:00:00,DOT/USD,6.0317,6.0559,5.7334,5.9137,291953.48533787037,49369.00507937
1677801600000,2023-03-03 00:00:00,DOT/USD,6.3353,6.3424,5.7842,6.0394,358528.3944918826,59364.90288636
1677715200000,2023-03-02 00:00:00,DOT/USD,6.5392,6.5609,6.2186,6.3299,225136.26439159774,35567.11233852
1677628800000,2023-03-01 00:00:00,DOT/USD,6.3507,6.5966,6.3176,6.5363,321436.35227370233,49177.11125158
1677542400000,2023-02-28 00:00:00,DOT/USD,6.5833,6.5908,6.2773,6.3427,211811.82246565042,33394.58313741
1677456000000,2023-02-27 00:00:00,DOT/USD,6.6933,6.7776,6.499,6.583,172683.27625807186,26231.69926448
1677369600000,2023-02-26 00:00:00,DOT/USD,6.5396,6.7228,6.511,6.6917,88489.8429939308,13223.82100123
1677283200000,2023-02-25 00:00:00,DOT/USD,6.6096,6.6514,6.3458,6.5479,120790.24661615377,18447.1733863
1677196800000,2023-02-24 00:00:00,DOT/USD,7.0933,7.1449,6.4625,6.6157,371896.9284201545,56214.29756793
1677110400000,2023-02-23 00:00:00,DOT/USD,7.1944,7.3794,7.0174,7.0989,239270.37876377683,33705.27529107
1677024000000,2023-02-22 00:00:00,DOT/USD,7.2609,7.2706,6.8849,7.1839,763897.599518716,106334.66494783
1676937600000,2023-02-21 00:00:00,DOT/USD,7.5561,7.5632,7.1183,7.2496,560518.0592538454,77317.10153027
1676851200000,2023-02-20 00:00:00,DOT/USD,7.4554,7.5655,7.2525,7.5499,370773.98415067454,49109.78743436
1676764800000,2023-02-19 00:00:00,DOT/USD,7.2334,7.8877,7.1822,7.4457,800086.9876628553,107456.24825911
1676678400000,2023-02-18 00:00:00,DOT/USD,7.2959,7.3708,7.1123,7.2395,299346.74977769726,41349.0917574
1676592000000,2023-02-17 00:00:00,DOT/USD,6.322,7.4064,6.2997,7.2856,1472658.6749233676,202132.79275878
1676505600000,2023-02-16 00:00:00,DOT/USD,6.6197,6.7246,6.3224,6.3329,234511.78772217812,37030.71068897
1676419200000,2023-02-15 00:00:00,DOT/USD,6.2371,6.6177,6.1643,6.6114,211604.91243749135,32006.0671624
1676332800000,2023-02-14 00:00:00,DOT/USD,6.1398,6.2619,6.0105,6.228,144038.8092685824,23127.6187008
1676246400000,2023-02-13 00:00:00,DOT/USD,6.1747,6.2429,5.8789,6.1381,409461.79427325155,66708.23125613
1676160000000,2023-02-12 00:00:00,DOT/USD,6.2718,6.3796,6.0788,6.1813,112502.7808884869,18200.50489193
1676073600000,2023-02-11 00:00:00,DOT/USD,6.1832,6.2896,6.1615,6.2729,56572.48928659868,9018.55430289
1675987200000,2023-02-10 00:00:00,DOT/USD,6.2239,6.3044,6.1212,6.1869,167171.16877760945,27020.18276966
1675900800000,2023-02-09 00:00:00,DOT/USD,6.7574,6.9726,6.0873,6.2332,541326.5974959027,86845.69683243
1675814400000,2023-02-08 00:00:00,DOT/USD,6.9447,7.0114,6.6179,6.7491,129029.22064299557,19117.98916048
1675728000000,2023-02-07 00:00:00,DOT/USD,6.4847,6.9478,6.4754,6.9394,162699.7349470082,23445.7928563
1675641600000,2023-02-06 00:00:00,DOT/USD,6.6476,6.7858,6.4284,6.4909,193456.67748202296,29804.29177495
1675555200000,2023-02-05 00:00:00,DOT/USD,6.8711,6.8909,6.5119,6.6395,225641.19179467624,33984.66628431
1675468800000,2023-02-04 00:00:00,DOT/USD,7.0005,7.0718,6.8227,6.8711,147765.33794347369,21505.33945707
1675382400000,2023-02-03 00:00:00,DOT/USD,6.5471,7.1187,6.5035,7.0098,478727.4710789389,68294.02708764
1675296000000,2023-02-02 00:00:00,DOT/USD,6.4643,6.913,6.4527,6.5426,532763.5010623469,81429.9362734
1675209600000,2023-02-01 00:00:00,DOT/USD,6.2625,6.4912,6.0306,6.4594,247117.72619948382,38257.07127589
1675123200000,2023-01-31 00:00:00,DOT/USD,6.1926,6.3193,6.15,6.2564,147729.7741372823,23612.58457536
1675036800000,2023-01-30 00:00:00,DOT/USD,6.6206,6.6471,6.0234,6.1871,287630.4570736576,46488.73576856
1674950400000,2023-01-29 00:00:00,DOT/USD,6.392,6.6984,6.3294,6.6134,181211.91101775313,27400.71839262
1674864000000,2023-01-28 00:00:00,DOT/USD,6.5895,6.6589,6.3232,6.403,402484.4805617751,62858.73505572
1674777600000,2023-01-27 00:00:00,DOT/USD,6.4541,6.6164,6.2786,6.585,205344.1178197533,31183.61698098
1674691200000,2023-01-26 00:00:00,DOT/USD,6.4091,6.5592,6.3108,6.4761,256357.0006283396,39585.08988872
1674604800000,2023-01-25 00:00:00,DOT/USD,6.18,6.5592,6.0166,6.4031,405783.2126071103,63372.93070655
1674518400000,2023-01-24 00:00:00,DOT/USD,6.5637,6.7091,6.1091,6.1893,389271.12221344525,62894.20810325
1674432000000,2023-01-23 00:00:00,DOT/USD,6.2081,6.8138,6.2081,6.555,484627.639987425,73932.515635
1674345600000,2023-01-22 00:00:00,DOT/USD,6.2432,6.4495,6.0796,6.2102,284029.2069832324,45735.91945239
1674259200000,2023-01-21 00:00:00,DOT/USD,6.2582,6.457,6.0019,6.2339,788885.9956322656,126547.74629562
1674172800000,2023-01-20 00:00:00,DOT/USD,5.7953,6.2895,5.7578,6.2556,402039.1739396181,64268.68309029
1674086400000,2023-01-19 00:00:00,DOT/USD,5.6599,5.8379,5.6506,5.802,163679.71433526953,28210.91250177
1674000000000,2023-01-18 00:00:00,DOT/USD,5.9621,6.2136,5.5924,5.6502,877252.721169227,155260.47240261
1673913600000,2023-01-17 00:00:00,DOT/USD,5.8085,6.2088,5.6874,5.9542,352299.01764613617,59168.15317694
1673827200000,2023-01-16 00:00:00,DOT/USD,5.9343,6.09,5.613,5.8157,482247.17365161126,82921.60421817
1673740800000,2023-01-15 00:00:00,DOT/USD,6.0223,6.066,5.7756,5.9293,500730.8176528228,84450.24162259
1673654400000,2023-01-14 00:00:00,DOT/USD,5.4087,6.5386,5.4031,6.0311,1520242.5925604564,252067.21701853
1673568000000,2023-01-13 00:00:00,DOT/USD,5.2377,5.421,5.1641,5.3996,164363.85269315043,30440.00531394
1673481600000,2023-01-12 00:00:00,DOT/USD,5.1407,5.2573,5.017,5.2308,174727.93372544282,33403.67319061
1673395200000,2023-01-11 00:00:00,DOT/USD,4.9212,5.1438,4.8291,5.1344,104290.73253070396,20312.15575933
1673308800000,2023-01-10 00:00:00,DOT/USD,4.8889,4.9697,4.8229,4.9183,147199.66003543962,29928.97139976
1673222400000,2023-01-09 00:00:00,DOT/USD,4.8307,5.0807,4.8051,4.8868,461409.0665588616,94419.47011518
1673136000000,2023-01-08 00:00:00,DOT/USD,4.6721,4.8307,4.6069,4.8307,204996.11403126942,42436.10947301
1673049600000,2023-01-07 00:00:00,DOT/USD,4.6849,4.7092,4.6428,4.6723,150387.68442385402,32187.07797527
1672963200000,2023-01-06 00:00:00,DOT/USD,4.626,4.7095,4.5543,4.6889,150053.87411030947,32001.93523221
1672876800000,2023-01-05 00:00:00,DOT/USD,4.6336,4.6521,4.551,4.6226,236914.3557105001,51251.32083903
1672790400000,2023-01-04 00:00:00,DOT/USD,4.5337,4.6909,4.5302,4.6341,190371.65658531387,41080.61038504
1672704000000,2023-01-03 00:00:00,DOT/USD,4.4964,4.5493,4.4703,4.5277,168479.27938702513,37210.78679838
1672617600000,2023-01-02 00:00:00,DOT/USD,4.3835,4.5413,4.3303,4.4916,176757.94285667277,39353.00179372
1672531200000,2023-01-01 00:00:00,DOT/USD,4.3133,4.3892,4.2811,4.3765,120530.86108501938,27540.46865875
1672444800000,2022-12-31 00:00:00,DOT/USD,4.3355,4.3951,4.3064,4.3082,54903.85622619901,12744.03607683
1672358400000,2022-12-30 00:00:00,DOT/USD,4.3104,4.3448,4.2366,4.3277,90881.47220904371,20999.94736443
1672272000000,2022-12-29 00:00:00,DOT/USD,4.2867,4.356,4.2309,4.3124,181352.64038972193,42053.76133701
1672185600000,2022-12-28 00:00:00,DOT/USD,4.4751,4.4843,4.2503,4.2866,284015.3936005852,66256.56548327
1672099200000,2022-12-27 00:00:00,DOT/USD,4.5847,4.5878,4.4646,4.4795,105330.61300443596,23513.92186727
1672012800000,2022-12-26 00:00:00,DOT/USD,4.4965,4.5844,4.47,4.5771,71563.96220035854,15635.2192874
1671926400000,2022-12-25 00:00:00,DOT/USD,4.4529,4.5012,4.4027,4.5003,107086.16036591097,23795.33816988
1671840000000,2022-12-24 00:00:00,DOT/USD,4.4806,4.4985,4.4346,4.456,28946.784217754164,6496.13649411
1671753600000,2022-12-23 00:00:00,DOT/USD,4.533,4.5503,4.4598,4.4731,125251.58475944035,28001.06967415
1671667200000,2022-12-22 00:00:00,DOT/USD,4.4871,4.5394,4.3759,4.5361,109283.59156574657,24091.97142165
1671580800000,2022-12-21 00:00:00,DOT/USD,4.6179,4.622,4.4467,4.4874,162276.320955895,36162.66010516
1671494400000,2022-12-20 00:00:00,DOT/USD,4.4828,4.6574,4.4657,4.612,83569.94823764965,18120.11019897
1671408000000,2022-12-19 00:00:00,DOT/USD,4.6595,4.706,4.4136,4.4799,220086.56025102927,49127.56093909
1671321600000,2022-12-18 00:00:00,DOT/USD,4.7157,4.7188,4.6219,4.6567,81451.54016391802,17491.25779284
1671235200000,2022-12-17 00:00:00,DOT/USD,4.652,4.7223,4.5909,4.7133,67670.17178321914,14357.28084001
1671148800000,2022-12-16 00:00:00,DOT/USD,5.2333,5.252,4.51,4.6591,469816.330328668,100838.43023946
1671062400000,2022-12-15 00:00:00,DOT/USD,5.215,5.2581,5.1211,5.2278,124530.14898831873,23820.75614758
1670976000000,2022-12-14 00:00:00,DOT/USD,5.2808,5.3563,5.161,5.2117,981150.3610898155,188259.17859619998
1670889600000,2022-12-13 00:00:00,DOT/USD,5.1782,5.3417,5.0,5.2852,365518.10407401284,69158.80270832
1670803200000,2022-12-12 00:00:00,DOT/USD,5.1627,5.2086,5.0186,5.1778,291948.17240286554,56384.59816966
1670716800000,2022-12-11 00:00:00,DOT/USD,5.2734,5.3242,5.1316,5.1688,167267.58940081007,32361.0101766
1670630400000,2022-12-10 00:00:00,DOT/USD,5.2951,5.3198,5.2607,5.2754,67968.306624417,12884.01005126
1670544000000,2022-12-09 00:00:00,DOT/USD,5.4362,5.444,5.2601,5.2947,153317.63982468838,28956.81338408
1670457600000,2022-12-08 00:00:00,DOT/USD,5.2879,5.4637,5.255,5.4315,157235.97525576304,28948.90458543
1670371200000,2022-12-07 00:00:00,DOT/USD,5.5063,5.5206,5.2454,5.2968,140245.75300757366,26477.44921605
1670284800000,2022-12-06 00:00:00,DOT/USD,5.4917,5.5125,5.4222,5.5041,103785.61423173494,18856.05534633
1670198400000,2022-12-05 00:00:00,DOT/USD,5.5918,5.7362,5.4406,5.4932,159264.9440456684,28993.10857891
1670112000000,2022-12-04 00:00:00,DOT/USD,5.494,5.6093,5.494,5.5951,77338.48658647793,13822.53875471
1670025600000,2022-12-03 00:00:00,DOT/USD,5.6315,5.707,5.4836,5.4957,167713.26311430146,30517.17945199
1669939200000,2022-12-02 00:00:00,DOT/USD,5.4158,5.6934,5.3718,5.622,231353.36235452682,41151.43407231
1669852800000,2022-12-01 00:00:00,DOT/USD,5.4742,5.4772,5.3222,5.4064,92952.79270845457,17193.10312009
1669766400000,2022-11-30 00:00:00,DOT/USD,5.3137,5.5086,5.3137,5.4677,219685.24469672833,40178.73048937
1669680000000,2022-11-29 00:00:00,DOT/USD,5.1334,5.3541,5.098,5.3062,136328.97426359888,25692.3927224
1669593600000,2022-11-28 00:00:00,DOT/USD,5.2974,5.3174,5.0611,5.1398,164715.48644713475,32047.06145125
1669507200000,2022-11-27 00:00:00,DOT/USD,5.3051,5.44,5.2689,5.2967,81022.97014756089,15296.87732882
1669420800000,2022-11-26 00:00:00,DOT/USD,5.2654,5.4585,5.2435,5.3022,158817.0012198513,29953.0385915
1669334400000,2022-11-25 00:00:00,DOT/USD,5.3843,5.3865,5.2518,5.27,200487.00482529067,38043.07491941
1669248000000,2022-11-24 00:00:00,DOT/USD,5.44,5.5152,5.3359,5.3904,220639.1476320226,40931.86918077
1669161600000,2022-11-23 00:00:00,DOT/USD,5.2829,5.484,5.2546,5.4369,262493.5145949064,48279.99679871
1669075200000,2022-11-22 00:00:00,DOT/USD,5.1823,5.309,4.972,5.2791,480848.82571344264,91085.37927174
1668988800000,2022-11-21 00:00:00,DOT/USD,5.2882,5.2973,5.0738,5.1871,308847.4631108704,59541.45150679
1668902400000,2022-11-20 00:00:00,DOT/USD,5.6003,5.6591,5.2537,5.2958,204445.39313485596,38605.19527453
1668816000000,2022-11-19 00:00:00,DOT/USD,5.6348,5.6502,5.5303,5.5982,131660.724629485,23518.40317057
1668729600000,2022-11-18 00:00:00,DOT/USD,5.6652,5.7625,5.6045,5.6425,101749.61432510449,18032.71853347
1668643200000,2022-11-17 00:00:00,DOT/USD,5.7095,5.7271,5.5589,5.6715,105413.85674521845,18586.5920383
1668556800000,2022-11-16 00:00:00,DOT/USD,5.9112,5.9987,5.6065,5.7097,131813.73997359222,23085.93095497
1668470400000,2022-11-15 00:00:00,DOT/USD,5.8688,6.0528,5.804,5.92,227012.7605883888,38346.75009939
1668384000000,2022-11-14 00:00:00,DOT/USD,5.7413,5.8932,5.4486,5.8656,298299.1788117981,50855.69742427
1668297600000,2022-11-13 00:00:00,DOT/USD,5.793,5.968,5.619,5.7487,372991.65404400806,64882.7828977
1668211200000,2022-11-12 00:00:00,DOT/USD,5.7548,5.8802,5.5623,5.7806,314003.626087897,54320.24808634
1668124800000,2022-11-11 00:00:00,DOT/USD,5.9562,5.9992,5.5129,5.7526,501140.3138536032,87115.44585989
1668038400000,2022-11-10 00:00:00,DOT/USD,5.4035,6.1723,5.3301,5.9584,1473818.7807922487,247351.43340364
1667952000000,2022-11-09 00:00:00,DOT/USD,6.2964,6.3804,5.3465,5.419,1321573.1740349196,243877.68481914
1667865600000,2022-11-08 00:00:00,DOT/USD,7.1185,7.1969,5.8372,6.3076,1469666.0024107404,232999.23939545
1667779200000,2022-11-07 00:00:00,DOT/USD,6.8144,7.4158,6.6636,7.128,542944.0567454983,76170.60279819
1667692800000,2022-11-06 00:00:00,DOT/USD,7.0294,7.1491,6.7915,6.824,362032.2008675449,53052.78441787
1667606400000,2022-11-05 00:00:00,DOT/USD,7.0643,7.2552,6.9482,7.0231,470370.69496959436,66974.79673785
1667520000000,2022-11-04 00:00:00,DOT/USD,6.4292,7.1042,6.3927,7.0588,895940.3084312915,126925.3001121
1667433600000,2022-11-03 00:00:00,DOT/USD,6.2591,6.5279,6.2283,6.4292,488106.34888411016,75920.23095939
1667347200000,2022-11-02 00:00:00,DOT/USD,6.4621,6.5297,6.1641,6.2591,676506.8897464995,108083.732445
1667260800000,2022-11-01 00:00:00,DOT/USD,6.6241,6.7195,6.456,6.4621,477138.06527490384,73836.37908341001
1667174400000,2022-10-31 00:00:00,DOT/USD,6.6565,6.8358,6.5788,6.6238,573245.9236143429,86543.36236214
1667088000000,2022-10-30 00:00:00,DOT/USD,6.6395,6.7457,6.5232,6.6565,322266.77069580706,48413.84672062
1667001600000,2022-10-29 00:00:00,DOT/USD,6.5212,6.7893,6.4963,6.641,378126.0865229252,56938.12475876
1666915200000,2022-10-28 00:00:00,DOT/USD,6.3329,6.5897,6.2757,6.5212,464626.5541862774,71248.62819516
1666828800000,2022-10-27 00:00:00,DOT/USD,6.468,6.645,6.2858,6.3328,535687.0484103449,84589.28884701
1666742400000,2022-10-26 00:00:00,DOT/USD,6.4441,6.6221,6.415,6.468,647436.7335757398,100098.44365735
1666656000000,2022-10-25 00:00:00,DOT/USD,5.922,6.6308,5.9004,6.4417,1382692.992724371,214647.21932477
1666569600000,2022-10-24 00:00:00,DOT/USD,5.9658,5.9918,5.8089,5.922,346625.2151126465,58531.78235607
1666483200000,2022-10-23 00:00:00,DOT/USD,5.85,5.9819,5.7565,5.9649,521522.7040916593,87431.92745757
1666396800000,2022-10-22 00:00:00,DOT/USD,5.8373,5.8735,5.7728,5.8528,315309.89937116276,53873.34256615
1666310400000,2022-10-21 00:00:00,DOT/USD,5.8878,5.8962,5.7348,5.8373,816640.9858346459,139900.46525528
1666224000000,2022-10-20 00:00:00,DOT/USD,6.098,6.1533,5.8299,5.8876,1292611.5726999445,219548.13042665
1666137600000,2022-10-19 00:00:00,DOT/USD,6.1633,6.2565,6.0686,6.1057,576376.0644867547,94399.66989645
1666051200000,2022-10-18 00:00:00,DOT/USD,6.26,6.3014,6.0722,6.1572,547208.6584866027,88872.97123475
1665964800000,2022-10-17 00:00:00,DOT/USD,6.1805,6.2953,6.1273,6.2503,382494.0531268261,61196.11108696
1665878400000,2022-10-16 00:00:00,DOT/USD,6.0485,6.2443,6.0479,6.1892,341416.7340778513,55163.30609414
1665792000000,2022-10-15 00:00:00,DOT/USD,6.0429,6.0986,6.021,6.0443,253987.5870340362,42021.00938637
1665705600000,2022-10-14 00:00:00,DOT/USD,6.1137,6.2704,6.0151,6.0436,473457.2509519268,78340.26920245
1665619200000,2022-10-13 00:00:00,DOT/USD,6.1717,6.1789,5.6557,6.1137,1362429.2576747513,222848.56268295
