https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume BNB,Volume USDT,tradecount
1656633600000,2022-07-01,BNBUSDT,219.6,226.8,213.5,216.9,816261.885,179748144.2187,292502
1656547200000,2022-06-30,BNBUSDT,219.7,220.3,205.4,219.6,791526.898,168111073.7277,312512
1656460800000,2022-06-29,BNBUSDT,227.0,229.8,215.4,219.7,711780.691,157422165.4455,286457
1656374400000,2022-06-28,BNBUSDT,233.9,242.8,225.9,226.9,632626.779,149006957.8704,295208
1656288000000,2022-06-27,BNBUSDT,234.0,241.0,230.0,233.8,483616.798,113847391.7689,224326
1656201600000,2022-06-26,BNBUSDT,239.7,245.2,233.2,233.9,456762.547,109213172.7113,231565
1656115200000,2022-06-25,BNBUSDT,240.3,242.1,229.7,239.7,490948.31,116387757.5903,238844
1656028800000,2022-06-24,BNBUSDT,229.0,243.3,228.3,240.2,707275.387,166839422.1564,313643
1655942400000,2022-06-23,BNBUSDT,214.4,231.7,214.0,228.9,783796.952,175743668.5606,299259
1655856000000,2022-06-22,BNBUSDT,220.2,221.0,211.2,214.4,690466.465,149052138.7577,251238
1655769600000,2022-06-21,BNBUSDT,216.5,228.4,213.1,220.1,829003.565,183872676.7358,302528
1655683200000,2022-06-20,BNBUSDT,215.1,219.8,204.8,216.5,880400.844,187322962.2861,315623
1655596800000,2022-06-19,BNBUSDT,197.0,217.0,189.7,215.1,1102166.171,224920974.6115,354926
1655510400000,2022-06-18,BNBUSDT,215.8,219.0,183.4,197.0,1404690.4959,279072472.256769,457262
1655424000000,2022-06-17,BNBUSDT,210.3,222.1,207.7,215.8,690834.308,149392114.506,249702
1655337600000,2022-06-16,BNBUSDT,233.6,237.2,207.7,210.2,975592.873,214986177.6497,356855
1655251200000,2022-06-15,BNBUSDT,223.1,234.7,198.4,233.6,2105397.5515,448547539.3195364,667284
1655164800000,2022-06-14,BNBUSDT,222.9,231.4,204.1,223.0,1922025.0844,422925306.5654336,587234
1655078400000,2022-06-13,BNBUSDT,254.8,257.8,213.2,223.0,2377589.4089,546805495.733613,738817
1654992000000,2022-06-12,BNBUSDT,269.9,272.0,251.1,254.8,827755.035,215061279.4901,344673
1654905600000,2022-06-11,BNBUSDT,286.4,290.6,265.2,269.9,584351.456,161677600.7792,269404
1654819200000,2022-06-10,BNBUSDT,289.9,298.9,283.2,286.4,817523.364,236828890.8988,339014
1654732800000,2022-06-09,BNBUSDT,288.5,293.4,286.3,289.9,335495.073,97246541.1366,191304
1654646400000,2022-06-08,BNBUSDT,290.3,294.6,283.9,288.5,509510.455,147774213.8302,267476
1654560000000,2022-06-07,BNBUSDT,295.1,295.9,273.5,290.3,969784.619,276622300.0833,415694
1654473600000,2022-06-06,BNBUSDT,299.1,312.3,288.0,295.1,758590.86,229336066.1504,357412
1654387200000,2022-06-05,BNBUSDT,301.4,302.5,295.0,299.1,269695.901,80515666.7129,172367
1654300800000,2022-06-04,BNBUSDT,298.6,302.9,294.8,301.3,293533.108,87900097.3429,170227
1654214400000,2022-06-03,BNBUSDT,308.4,310.3,293.3,298.6,468996.677,140826605.1582,240420
1654128000000,2022-06-02,BNBUSDT,300.5,309.2,298.2,308.3,477670.4,144758528.4928,245840
1654041600000,2022-06-01,BNBUSDT,321.0,324.5,297.6,300.4,817984.609,254597660.7454,352811
1653955200000,2022-05-31,BNBUSDT,321.8,324.8,313.5,320.9,701746.39,224420165.5609,351755
1653868800000,2022-05-30,BNBUSDT,305.9,324.0,303.9,321.8,1006928.231,318483358.1724,359039
1653782400000,2022-05-29,BNBUSDT,307.6,308.2,298.6,305.8,519507.747,157551407.3438,223923
1653696000000,2022-05-28,BNBUSDT,301.5,310.5,296.9,307.5,601654.504,182686636.394,238331
1653609600000,2022-05-27,BNBUSDT,303.0,309.8,290.6,301.6,1460549.008,439011128.0486,485013
1653523200000,2022-05-26,BNBUSDT,325.7,331.8,296.7,303.0,1539437.598,482675425.1862,472567
1653436800000,2022-05-25,BNBUSDT,328.3,337.9,324.0,325.7,1057736.755,348647272.3531,324800
1653350400000,2022-05-24,BNBUSDT,317.1,330.4,312.1,328.3,1087140.698,350658423.566,360566
1653264000000,2022-05-23,BNBUSDT,319.3,337.0,315.3,317.2,1016212.871,332787923.2211,403707
1653177600000,2022-05-22,BNBUSDT,312.5,323.7,311.5,319.4,640675.573,203402231.0268,264728
1653091200000,2022-05-21,BNBUSDT,302.3,314.2,299.3,312.4,470778.483,144965150.0549,233370
1653004800000,2022-05-20,BNBUSDT,307.1,316.1,294.1,302.2,918118.177,281005765.1526,374986
1652918400000,2022-05-19,BNBUSDT,287.8,308.9,286.8,307.1,685238.844,205598123.8996,352294
1652832000000,2022-05-18,BNBUSDT,306.2,308.6,286.8,287.7,731091.091,217141792.4776,327144
1652745600000,2022-05-17,BNBUSDT,297.3,310.7,295.8,306.2,702265.607,213433635.73,340424
1652659200000,2022-05-16,BNBUSDT,312.4,312.5,290.3,297.2,967622.834,288647095.5697,416224
1652572800000,2022-05-15,BNBUSDT,296.9,312.6,285.7,312.4,774709.231,231142840.1901,392238
1652486400000,2022-05-14,BNBUSDT,290.7,299.5,272.1,296.9,1092874.023,313368698.1198,518046
1652400000000,2022-05-13,BNBUSDT,269.0,313.5,265.4,290.6,1912387.361,570629505.735,777961
1652313600000,2022-05-12,BNBUSDT,271.4,285.0,218.8,269.0,4499625.6033,1160044030.817458,1678892
1652227200000,2022-05-11,BNBUSDT,319.1,323.0,260.8,271.5,3387753.9826,994453854.0525911,1310616
1652140800000,2022-05-10,BNBUSDT,296.1,332.8,289.0,319.1,2160654.1754,681797899.107798,770073
1652054400000,2022-05-09,BNBUSDT,355.9,359.3,295.4,296.1,2137566.8702,689731241.244785,691845
1651968000000,2022-05-08,BNBUSDT,365.5,367.0,349.5,355.9,785184.087,280783573.4153,311749
1651881600000,2022-05-07,BNBUSDT,379.1,380.6,360.1,365.5,554852.531,207175988.6536,265003
1651795200000,2022-05-06,BNBUSDT,378.5,383.3,370.6,379.1,702441.419,265287421.9414,322398
1651708800000,2022-05-05,BNBUSDT,402.6,413.6,370.7,378.4,1224114.512,480461812.5141,535227
1651622400000,2022-05-04,BNBUSDT,383.9,403.1,382.7,402.6,599066.682,235145614.8909,290822
1651536000000,2022-05-03,BNBUSDT,389.5,392.3,379.8,383.9,388317.42,150137733.5287,213156
1651449600000,2022-05-02,BNBUSDT,389.9,392.6,382.1,389.5,454918.112,176653828.6666,242777
1651363200000,2022-05-01,BNBUSDT,377.1,391.4,375.5,389.9,564144.673,216874708.715,285078
1651276800000,2022-04-30,BNBUSDT,393.0,399.9,376.3,377.1,574905.822,224484821.4371,278317
1651190400000,2022-04-29,BNBUSDT,407.2,410.7,389.7,393.0,694888.526,277495560.7687,343294
1651104000000,2022-04-28,BNBUSDT,391.4,408.6,388.5,407.1,946336.334,379597709.6867,390114
1651017600000,2022-04-27,BNBUSDT,386.0,394.8,383.3,391.3,567371.495,221200838.1662,250590
1650931200000,2022-04-26,BNBUSDT,404.4,407.5,380.8,385.9,629808.812,248264999.2856,297370
1650844800000,2022-04-25,BNBUSDT,398.8,405.7,382.3,404.3,849798.678,334326205.4269,337734
1650758400000,2022-04-24,BNBUSDT,401.2,405.5,397.1,398.8,322889.805,129744963.581,172618
1650672000000,2022-04-23,BNBUSDT,406.6,408.1,397.3,401.1,339347.45,137157329.9267,187741
1650585600000,2022-04-22,BNBUSDT,404.9,413.9,403.3,406.6,563521.049,230501976.6605,255825
1650499200000,2022-04-21,BNBUSDT,418.4,426.0,401.2,404.9,771718.154,322432006.8005,323273
1650412800000,2022-04-20,BNBUSDT,422.3,431.4,414.9,418.4,677255.09,286561981.3284,355369
1650326400000,2022-04-19,BNBUSDT,416.9,424.7,414.6,422.3,567586.931,238184351.9582,299856
1650240000000,2022-04-18,BNBUSDT,406.7,418.0,396.2,416.8,628747.772,255406129.1018,298174
1650153600000,2022-04-17,BNBUSDT,417.3,418.2,405.5,406.6,302390.726,125179818.3567,167160
1650067200000,2022-04-16,BNBUSDT,417.3,419.0,411.6,417.3,237289.02,98579512.0048,153106
1649980800000,2022-04-15,BNBUSDT,414.7,420.0,412.5,417.3,331730.773,138219013.2094,192015
1649894400000,2022-04-14,BNBUSDT,423.4,426.9,411.3,414.7,464220.208,194192225.9607,264015
1649808000000,2022-04-13,BNBUSDT,413.7,424.6,410.3,423.4,630077.277,263365818.4243,338150
1649721600000,2022-04-12,BNBUSDT,394.6,417.1,392.4,413.6,729790.918,297678247.1116,364735
1649635200000,2022-04-11,BNBUSDT,418.1,419.7,391.2,394.6,856354.224,348015114.8186,361757
1649548800000,2022-04-10,BNBUSDT,426.6,429.5,417.0,418.1,386650.883,164022002.1582,212728
1649462400000,2022-04-09,BNBUSDT,421.5,428.2,419.6,426.6,356426.659,151083668.0967,207253
1649376000000,2022-04-08,BNBUSDT,436.1,442.0,418.4,421.5,684600.074,294837274.727,363605
1649289600000,2022-04-07,BNBUSDT,420.1,450.0,416.2,436.0,717661.036,308674406.1649,400142
1649203200000,2022-04-06,BNBUSDT,444.7,448.6,418.3,420.1,928930.806,401489681.8239,504090
1649116800000,2022-04-05,BNBUSDT,447.6,460.0,444.1,444.7,761168.725,344439007.4977,424545
1649030400000,2022-04-04,BNBUSDT,450.4,450.5,433.4,447.6,736637.271,326915235.4488,380099
1648944000000,2022-04-03,BNBUSDT,437.3,455.7,432.2,450.4,676230.892,300737395.2241,362521
1648857600000,2022-04-02,BNBUSDT,447.8,454.2,435.7,437.2,827864.885,369703437.968,416135
1648771200000,2022-04-01,BNBUSDT,428.9,448.2,412.8,447.7,971822.655,420007037.5609,502046
1648684800000,2022-03-31,BNBUSDT,442.1,452.3,423.9,428.9,957924.695,420218726.6781,511531
1648598400000,2022-03-30,BNBUSDT,434.2,449.3,425.5,442.1,768982.427,337640530.5811,435588
1648512000000,2022-03-29,BNBUSDT,430.2,441.6,429.4,434.2,629773.894,274292494.9875,372204
1648425600000,2022-03-28,BNBUSDT,430.6,441.0,427.6,430.2,719102.183,312557900.7517,410910
1648339200000,2022-03-27,BNBUSDT,415.9,431.6,411.7,430.5,490998.1,206354927.6384,302985
1648252800000,2022-03-26,BNBUSDT,410.3,416.4,407.5,415.8,280157.687,115642732.4925,197760
1648166400000,2022-03-25,BNBUSDT,414.2,421.5,405.5,410.3,609691.876,252564500.671,324808
1648080000000,2022-03-24,BNBUSDT,408.4,416.6,405.0,414.2,598366.115,246062725.2176,312271
1647993600000,2022-03-23,BNBUSDT,404.3,411.7,397.9,408.4,535891.79,216596978.3039,283766
1647907200000,2022-03-22,BNBUSDT,396.0,410.0,394.8,404.3,609034.607,246686059.4737,315030
1647820800000,2022-03-21,BNBUSDT,390.8,399.5,384.8,396.0,541479.78,213220417.4339,282212
1647734400000,2022-03-20,BNBUSDT,399.9,400.8,386.2,390.8,398984.429,156927918.921,265148
1647648000000,2022-03-19,BNBUSDT,397.2,406.4,394.9,399.9,459996.613,184226934.2762,285223
1647561600000,2022-03-18,BNBUSDT,391.9,400.0,384.0,397.2,553763.586,216435335.2584,309939
1647475200000,2022-03-17,BNBUSDT,385.3,393.5,381.7,391.8,569457.408,220668680.0061,292447
1647388800000,2022-03-16,BNBUSDT,371.7,386.6,367.8,385.4,668878.615,252390066.8971,348707
1647302400000,2022-03-15,BNBUSDT,373.4,374.7,361.7,371.7,440890.823,162504505.4955,232435
1647216000000,2022-03-14,BNBUSDT,361.4,373.9,359.5,373.4,467814.984,171918309.3804,250927
1647129600000,2022-03-13,BNBUSDT,372.4,377.2,360.1,361.4,424762.642,157468699.6473,252852
1647043200000,2022-03-12,BNBUSDT,371.9,379.2,371.1,372.4,402475.646,151304077.1742,227739
1646956800000,2022-03-11,BNBUSDT,372.1,380.0,364.7,371.9,510174.586,189829352.1348,273544
1646870400000,2022-03-10,BNBUSDT,393.2,394.5,363.0,372.0,791332.984,296391848.9077,385923
1646784000000,2022-03-09,BNBUSDT,381.4,402.7,381.0,393.2,1012850.747,399432781.3146,464185
1646697600000,2022-03-08,BNBUSDT,380.6,388.7,375.3,381.4,647492.047,247897754.6279,298402
1646611200000,2022-03-07,BNBUSDT,375.0,385.9,362.8,380.6,949294.91,356471656.4455,394557
1646524800000,2022-03-06,BNBUSDT,384.8,387.3,371.6,375.0,489079.158,185729892.8404,260216
1646438400000,2022-03-05,BNBUSDT,374.1,387.3,367.2,384.7,453970.242,171261274.7136,269443
1646352000000,2022-03-04,BNBUSDT,402.6,403.5,372.0,374.2,756176.61,294267657.1117,366024
1646265600000,2022-03-03,BNBUSDT,409.3,413.2,397.4,402.6,577002.325,233991241.5175,320905
1646179200000,2022-03-02,BNBUSDT,408.7,415.7,403.8,409.3,788499.443,323372980.944,430117
1646092800000,2022-03-01,BNBUSDT,395.7,424.9,390.4,408.7,1403695.832,570619625.5918,680260
1646006400000,2022-02-28,BNBUSDT,360.1,397.2,355.8,395.6,773064.48,289850493.0347,417256
1645920000000,2022-02-27,BNBUSDT,373.7,381.2,358.1,360.1,677364.949,249999154.4557,354177
1645833600000,2022-02-26,BNBUSDT,375.0,386.1,370.5,373.7,548687.941,206711446.3645,304302
1645747200000,2022-02-25,BNBUSDT,361.2,377.2,356.8,375.0,783242.16,286459035.4918,383154
1645660800000,2022-02-24,BNBUSDT,365.6,371.3,323.5,361.2,1949035.935,670530462.9295,727590
1645574400000,2022-02-23,BNBUSDT,374.3,384.2,365.3,365.6,698692.661,262913145.3207,340110
1645488000000,2022-02-22,BNBUSDT,356.7,375.4,348.7,374.3,940456.822,340225406.7727,395255
1645401600000,2022-02-21,BNBUSDT,380.7,393.7,355.0,356.6,1219652.481,457114758.2113,537899
1645315200000,2022-02-20,BNBUSDT,399.8,400.0,375.0,380.6,624148.525,239051430.9718,344722
1645228800000,2022-02-19,BNBUSDT,399.2,406.4,393.0,399.8,410279.304,164154087.3112,253423
1645142400000,2022-02-18,BNBUSDT,402.4,411.0,392.2,399.2,611936.679,245671823.9169,332933
1645056000000,2022-02-17,BNBUSDT,427.3,431.1,400.0,402.4,661874.717,275709832.7181,399164
1644969600000,2022-02-16,BNBUSDT,432.4,433.5,422.2,427.3,606252.493,259874383.3159,376834
1644883200000,2022-02-15,BNBUSDT,403.4,443.0,402.7,432.4,1184143.99,505124380.0128,555199
1644796800000,2022-02-14,BNBUSDT,398.0,404.5,390.6,403.4,472210.318,187826631.9452,281617
1644710400000,2022-02-13,BNBUSDT,403.6,407.8,394.7,397.9,388657.052,156144929.8226,267677
1644624000000,2022-02-12,BNBUSDT,400.0,407.1,393.3,403.6,521080.237,208673604.9611,338979
1644537600000,2022-02-11,BNBUSDT,414.7,418.9,390.5,400.0,700843.2,286858834.3641,438186
1644451200000,2022-02-10,BNBUSDT,422.9,434.9,410.0,414.7,956240.339,403767915.0088,518995
1644364800000,2022-02-09,BNBUSDT,407.9,427.7,407.1,422.9,633880.431,265055577.1978,390401
1644278400000,2022-02-08,BNBUSDT,433.5,445.4,406.2,407.8,1148555.321,484080748.7926,608313
1644192000000,2022-02-07,BNBUSDT,419.9,439.0,413.3,433.5,758247.667,326074842.5938,475365
1644105600000,2022-02-06,BNBUSDT,413.8,422.5,407.0,419.9,542631.176,225211627.8565,345411
1644019200000,2022-02-05,BNBUSDT,399.6,431.0,396.3,413.7,1031046.87,429828793.049,526783
1643932800000,2022-02-04,BNBUSDT,372.2,399.7,369.5,399.5,849825.828,326468411.3554,412637
1643846400000,2022-02-03,BNBUSDT,367.1,372.4,359.6,372.3,495715.227,181299666.3064,300375
1643760000000,2022-02-02,BNBUSDT,384.1,386.1,366.1,366.9,572340.04,215596317.4431,346326
1643673600000,2022-02-01,BNBUSDT,374.4,388.4,373.7,384.2,555347.277,212697945.1107,333563
1643587200000,2022-01-31,BNBUSDT,377.2,385.4,365.2,374.3,620113.734,232898450.6479,360853
1643500800000,2022-01-30,BNBUSDT,389.4,389.6,372.2,377.2,536436.123,204652766.3272,322360
1643414400000,2022-01-29,BNBUSDT,385.9,397.3,380.7,389.3,534573.782,207593040.2279,342125
1643328000000,2022-01-28,BNBUSDT,389.9,395.9,375.8,385.9,752320.615,290426869.6174,439977
1643241600000,2022-01-27,BNBUSDT,375.1,393.8,360.0,389.9,962060.888,358493434.8504,530658
1643155200000,2022-01-26,BNBUSDT,385.1,402.4,366.4,375.1,1073520.172,413788334.1036,609665
1643068800000,2022-01-25,BNBUSDT,371.2,389.5,357.4,385.1,1006111.155,374436795.3877,496841
1642982400000,2022-01-24,BNBUSDT,384.0,384.0,336.0,371.3,1900214.42,674434639.6883,747043
1642896000000,2022-01-23,BNBUSDT,358.3,389.0,356.3,383.9,1297043.923,486432084.5722,564987
1642809600000,2022-01-22,BNBUSDT,383.8,389.6,336.3,358.3,2635609.386,949889475.2338,1039653
1642723200000,2022-01-21,BNBUSDT,440.2,444.6,373.7,383.9,1891179.594,780737529.9346,871503
1642636800000,2022-01-20,BNBUSDT,461.9,478.7,438.2,440.2,1137854.894,528565003.8169,688607
1642550400000,2022-01-19,BNBUSDT,471.5,473.1,453.7,461.9,585750.3,272375832.0181,397483
1642464000000,2022-01-18,BNBUSDT,475.1,479.6,457.2,471.4,707501.577,330240013.3563,451974
1642377600000,2022-01-17,BNBUSDT,498.6,499.1,466.9,475.2,757806.035,363254557.7459,517026
1642291200000,2022-01-16,BNBUSDT,494.5,506.0,488.6,498.6,507042.332,251862226.2236,389752
1642204800000,2022-01-15,BNBUSDT,489.9,500.9,485.0,494.5,548626.203,270831128.9543,408859
1642118400000,2022-01-14,BNBUSDT,475.1,492.3,467.6,490.0,797022.181,383070562.1503,532865
1642032000000,2022-01-13,BNBUSDT,487.8,489.8,466.5,475.2,908052.937,434855256.5301,574157
1641945600000,2022-01-12,BNBUSDT,463.6,489.9,456.6,487.8,836124.928,395395226.9867,542753
1641859200000,2022-01-11,BNBUSDT,424.8,467.7,421.3,463.6,1266092.819,571335667.7927,670993
1641772800000,2022-01-10,BNBUSDT,438.8,445.5,405.6,424.7,1221504.738,518143646.508,550883
1641686400000,2022-01-09,BNBUSDT,429.8,444.5,427.0,438.7,688777.347,299514285.4251,367892
1641600000000,2022-01-08,BNBUSDT,448.1,459.7,415.0,429.9,1062788.589,464082732.8109,512468
1641513600000,2022-01-07,BNBUSDT,472.6,473.9,437.5,448.1,1331260.03,600028684.1946,615848
1641427200000,2022-01-06,BNBUSDT,474.2,481.3,458.8,472.6,986669.9,462959866.6669,543241
1641340800000,2022-01-05,BNBUSDT,506.9,516.0,457.0,474.1,985152.004,487039058.787,629399
1641254400000,2022-01-04,BNBUSDT,511.9,520.0,502.0,506.9,687436.638,351709153.0318,481805
1641168000000,2022-01-03,BNBUSDT,531.0,532.8,510.0,511.9,663841.021,345896511.2778,463331
1641081600000,2022-01-02,BNBUSDT,527.4,533.9,518.0,531.0,404475.541,212693827.9376,346252
1640995200000,2022-01-01,BNBUSDT,511.5,527.9,511.4,527.3,446171.541,231696121.2996,329538
1640908800000,2021-12-31,BNBUSDT,518.6,528.3,506.0,511.4,677844.749,350384267.7,449243
1640822400000,2021-12-30,BNBUSDT,514.5,527.8,508.3,518.5,639166.717,331680388.3552,431967
1640736000000,2021-12-29,BNBUSDT,534.2,540.5,510.3,514.5,740117.867,390415720.3118,498434
1640649600000,2021-12-28,BNBUSDT,563.7,563.7,528.4,534.2,1002556.271,547720713.5012,627465
1640563200000,2021-12-27,BNBUSDT,546.5,572.0,543.1,563.7,803370.283,448414224.8962,556275
1640476800000,2021-12-26,BNBUSDT,547.4,549.3,535.6,546.4,536338.775,291474552.8352,398373
1640390400000,2021-12-25,BNBUSDT,542.1,550.5,539.1,547.4,455399.793,248401383.1592,359677
1640304000000,2021-12-24,BNBUSDT,549.0,554.4,537.4,542.1,665439.81,363633383.3102,514371
1640217600000,2021-12-23,BNBUSDT,533.6,552.6,524.3,549.0,844421.954,452954925.0665,601818
1640131200000,2021-12-22,BNBUSDT,528.4,545.0,527.2,533.6,721787.109,386718252.4613,534390
1640044800000,2021-12-21,BNBUSDT,524.0,535.7,509.8,528.3,686439.708,362435440.6159,468897
1639958400000,2021-12-20,BNBUSDT,529.8,534.8,505.6,524.0,727454.212,377351552.6286,503004
1639872000000,2021-12-19,BNBUSDT,533.9,544.4,527.1,529.8,540256.684,289149894.6572,398493
1639785600000,2021-12-18,BNBUSDT,525.5,537.8,515.0,533.9,580436.098,306816951.2816,429085
1639699200000,2021-12-17,BNBUSDT,526.2,535.8,511.0,525.5,921732.763,484731644.0489,636038
1639612800000,2021-12-16,BNBUSDT,541.1,545.3,524.8,526.2,735504.682,394779330.6026,562102
1639526400000,2021-12-15,BNBUSDT,528.0,546.7,501.6,541.1,1147515.305,604825337.5588,798472
1639440000000,2021-12-14,BNBUSDT,521.0,535.8,509.7,528.1,1263782.101,660926721.8958,832636
1639353600000,2021-12-13,BNBUSDT,570.3,572.2,511.1,521.0,1037150.705,558660545.4829,678583
1639267200000,2021-12-12,BNBUSDT,564.6,574.8,559.3,570.3,544940.336,308334857.2714,476827
1639180800000,2021-12-11,BNBUSDT,552.5,572.7,542.0,564.5,950448.474,529027286.0263,649423
1639094400000,2021-12-10,BNBUSDT,570.2,595.1,550.2,552.4,1083121.564,621292933.926,730571
1639008000000,2021-12-09,BNBUSDT,607.3,617.0,567.7,570.2,1096635.012,648380380.7178,772261
1638921600000,2021-12-08,BNBUSDT,578.7,607.6,567.0,607.2,1113215.449,651285928.0383,805159
1638835200000,2021-12-07,BNBUSDT,587.5,594.1,572.2,578.7,1017363.943,595103047.9773,807295
1638748800000,2021-12-06,BNBUSDT,557.7,593.0,533.0,587.5,2005928.932,1119432809.5291,1152308
1638662400000,2021-12-05,BNBUSDT,568.5,582.0,539.9,557.8,1258393.72,707167735.8036,749846
1638576000000,2021-12-04,BNBUSDT,595.1,596.0,489.2,568.6,2611783.647,1425050943.3721,1498320
1638489600000,2021-12-03,BNBUSDT,619.9,628.0,574.0,595.0,1250950.167,758470254.7318,903964
1638403200000,2021-12-02,BNBUSDT,627.5,630.9,605.5,619.9,1104596.881,685357094.9824,776160
1638316800000,2021-12-01,BNBUSDT,622.5,649.8,618.2,627.5,1384101.087,879872431.1519,973369
1638230400000,2021-11-30,BNBUSDT,623.5,635.0,602.6,622.5,1380656.205,858030125.9787,1002401
1638144000000,2021-11-29,BNBUSDT,611.4,629.0,601.6,623.4,1090520.864,672538451.6903,866073
1638057600000,2021-11-28,BNBUSDT,599.9,612.9,571.6,611.3,1281130.351,757806021.786,850287
1637971200000,2021-11-27,BNBUSDT,587.2,621.3,582.6,599.9,1183849.36,712876474.9266,834017
1637884800000,2021-11-26,BNBUSDT,639.1,657.9,564.2,587.3,2413553.439,1447846558.5572999,1595124
1637798400000,2021-11-25,BNBUSDT,590.4,650.0,587.4,639.1,1536194.042,958625175.4105,1281222
1637712000000,2021-11-24,BNBUSDT,591.1,594.3,576.8,590.3,1079667.803,632805869.1918,849926
1637625600000,2021-11-23,BNBUSDT,559.4,605.0,557.9,591.1,1202541.917,700415875.4591,861890
1637539200000,2021-11-22,BNBUSDT,584.0,585.5,553.8,559.3,1141002.755,650028588.5166,773893
1637452800000,2021-11-21,BNBUSDT,604.4,605.2,579.6,584.0,970133.807,572049351.412,813817
1637366400000,2021-11-20,BNBUSDT,581.0,604.8,572.6,604.3,1119517.131,657161664.3158,879969
1637280000000,2021-11-19,BNBUSDT,531.9,585.5,523.9,581.0,1300787.958,726611378.2376,899077
1637193600000,2021-11-18,BNBUSDT,577.9,588.2,510.0,531.8,1750338.428,965930426.1507,1064211
1637107200000,2021-11-17,BNBUSDT,588.8,592.6,553.7,578.0,1453408.555,832762537.5207,931271
1637020800000,2021-11-16,BNBUSDT,633.9,635.2,573.7,588.7,2200954.903,1320193365.0954,1606754
1636934400000,2021-11-15,BNBUSDT,650.7,659.5,630.3,633.8,953989.634,615298900.6627,1026712
1636848000000,2021-11-14,BNBUSDT,649.5,661.0,634.5,650.8,933689.139,605300515.2465,849977
1636761600000,2021-11-13,BNBUSDT,626.8,655.0,619.6,649.5,900107.757,574247361.3526,837297
1636675200000,2021-11-12,BNBUSDT,628.4,634.5,602.7,626.9,1012909.088,628792038.9268,808543
1636588800000,2021-11-11,BNBUSDT,614.2,635.2,605.7,628.4,1019740.949,635981486.4901,964876
1636502400000,2021-11-10,BNBUSDT,635.0,662.9,573.0,614.1,1814654.086,1144508386.2603,1566685
1636416000000,2021-11-09,BNBUSDT,653.6,656.7,631.9,635.0,879119.398,565719151.0885,913767
1636329600000,2021-11-08,BNBUSDT,649.5,655.7,631.0,653.5,1290096.384,829833782.4209,1107452
1636243200000,2021-11-07,BNBUSDT,637.7,669.3,630.5,649.6,1476373.2487,968328578.1423631,1237108
1636156800000,2021-11-06,BNBUSDT,607.3,637.8,595.1,637.7,1366385.957,838291690.0841609,1130633
1636070400000,2021-11-05,BNBUSDT,558.8,616.9,554.1,607.3,1989945.5433,1187156588.997054,1493105
1635984000000,2021-11-04,BNBUSDT,568.4,568.9,543.6,558.7,1052950.033,584534661.6208,949944
1635897600000,2021-11-03,BNBUSDT,554.4,570.1,537.5,568.4,1262766.5996,699196827.647012,1110367
1635811200000,2021-11-02,BNBUSDT,551.3,564.0,537.4,554.4,1153919.1399,635985237.925595,1103251
1635724800000,2021-11-01,BNBUSDT,524.6,551.9,511.0,551.3,1274272.0851,679389556.770091,1045678
1635638400000,2021-10-31,BNBUSDT,528.4,535.0,508.9,524.6,1018991.819,532431987.4044,914156
1635552000000,2021-10-30,BNBUSDT,530.3,540.5,510.2,528.3,1095033.1264,575511112.876323,1048477
1635465600000,2021-10-29,BNBUSDT,492.0,533.61,487.6,530.3,1411851.4394,720241822.825672,1222937
1635379200000,2021-10-28,BNBUSDT,448.7,494.8,446.4,491.9,1523900.006,724786890.2403,1074597
1635292800000,2021-10-27,BNBUSDT,478.2,486.4,435.3,448.7,1370950.214,630367975.4475,973507
1635206400000,2021-10-26,BNBUSDT,485.1,489.8,473.5,478.1,702610.184,340191955.2634,589181
1635120000000,2021-10-25,BNBUSDT,475.8,488.6,474.7,485.1,632116.761,305600064.9152,548234
1635033600000,2021-10-24,BNBUSDT,485.5,486.5,467.8,475.8,590939.031,281745798.0897,483168
1634947200000,2021-10-23,BNBUSDT,479.3,485.7,472.6,485.5,521970.795,250907116.8612,425737
1634860800000,2021-10-22,BNBUSDT,470.9,498.0,470.7,479.3,1118876.638,541705782.6395,722480
1634774400000,2021-10-21,BNBUSDT,501.3,504.9,466.0,470.9,1851835.929,900310066.4435,1225287
1634688000000,2021-10-20,BNBUSDT,488.1,505.9,481.3,501.3,946412.94,467959376.3972,693317
1634601600000,2021-10-19,BNBUSDT,485.0,497.6,480.3,488.1,912494.969,445294411.0935,685710
1634515200000,2021-10-18,BNBUSDT,471.0,487.6,466.4,484.9,1091006.031,518750531.8773,694852
1634428800000,2021-10-17,BNBUSDT,465.8,472.4,454.2,470.9,890609.849,414577714.959,546483
1634342400000,2021-10-16,BNBUSDT,474.5,484.7,423.0,465.8,1040477.571,490585492.1044,718791
1634256000000,2021-10-15,BNBUSDT,472.7,478.0,450.8,474.5,1508188.787,702474058.1554,882619
1634169600000,2021-10-14,BNBUSDT,470.7,482.8,461.2,472.7,1431305.925,676261023.816744,845772
1634083200000,2021-10-13,BNBUSDT,444.1,471.8,432.3,470.8,3383303.439,1542057671.3891,1576761
1633996800000,2021-10-12,BNBUSDT,413.2,444.5,392.2,444.2,1966630.183,829580710.1162,953219
1633910400000,2021-10-11,BNBUSDT,404.0,424.0,399.8,413.1,759924.884,314882971.6098,509680
1633824000000,2021-10-10,BNBUSDT,421.9,422.3,402.0,404.1,729380.963,302884829.9452,500068
