Created on 11-22-2020,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
1605830400.0,2020-11-20,BTCUSD,17824.16,18230.93,17763.37,18147.86,250.31,4514250.84
1605744000.0,2020-11-19,BTCUSD,17794.82,18186.95,17347.51,17824.16,1247.35,22202630.74
1605657600.0,2020-11-18,BTCUSD,17676.53,18484.53,17250.41,17794.82,2106.93,37652084.6
1605571200.0,2020-11-17,BTCUSD,16711.11,17870.55,16562.37,17676.53,1606.16,27905772.43
1605484800.0,2020-11-16,BTCUSD,15967.08,16885.76,15885.09,16711.11,1074.56,17605986.19
1605398400.0,2020-11-15,BTCUSD,16080.12,16172.41,15796.28,15967.08,489.0,7819590.94
1605312000.0,2020-11-14,BTCUSD,16336.82,16340.85,15714.25,16080.12,650.27,10386010.74
1605225600.0,2020-11-13,BTCUSD,16305.96,16490,15963.73,16336.82,733.7,11927993.46
1605139200.0,2020-11-12,BTCUSD,15710.97,16351.9,15468.82,16305.96,1199.91,19108924.81
1605052800.0,2020-11-11,BTCUSD,15318.08,15998.21,15299.93,15710.97,1294.47,20225712.4
1604966400.0,2020-11-10,BTCUSD,15330.32,15480.85,15092.22,15318.08,1109.88,17003259.51
1604880000.0,2020-11-09,BTCUSD,15487.97,15853.52,14827.18,15330.32,1273.94,19570413.72
1604793600.0,2020-11-08,BTCUSD,14836.38,15653.68,14744.71,15487.97,445.45,6798251.57
1604707200.0,2020-11-07,BTCUSD,15599.96,15765.22,14364.68,14836.38,1211.63,18351963.25
1604620800.0,2020-11-06,BTCUSD,15600.13,15964.09,15200.99,15599.96,1065.11,16608680.18
1604534400.0,2020-11-05,BTCUSD,14158.49,15771.1,14112.81,15600.13,1186.15,17585241.37
1604448000.0,2020-11-04,BTCUSD,14029.99,14270.39,13533.4,14158.49,1662.99,23074149.69
1604361600.0,2020-11-03,BTCUSD,13567.6,14079.44,13287.68,14029.99,1128.48,15362645.48
1604275200.0,2020-11-02,BTCUSD,13758.33,13831.54,13213.43,13567.6,724.16,9805014.72
1604188800.0,2020-11-01,BTCUSD,13800.93,13895.01,13623.66,13758.33,323.96,4454793.94
1604102400.0,2020-10-31,BTCUSD,13560.75,14092.97,13423.68,13800.93,510.94,7010348.72
1604016000.0,2020-10-30,BTCUSD,13464.45,13674.34,13126.46,13560.75,1374.96,18396976.77
1603929600.0,2020-10-29,BTCUSD,13285.93,13649.01,12982.86,13464.45,1112.86,14856902.67
1603843200.0,2020-10-28,BTCUSD,13648.44,13859.29,12900,13285.93,1600.79,21568394.58
1603756800.0,2020-10-27,BTCUSD,13068.16,13791.97,13062.34,13648.44,1341.05,17988829.7
1603670400.0,2020-10-26,BTCUSD,13039.25,13247.25,12780.59,13068.16,1193.13,15571137.57
1603584000.0,2020-10-25,BTCUSD,13131.59,13364.18,12908.65,13039.25,495.42,6476895.22
1603497600.0,2020-10-24,BTCUSD,12938.6,13180.35,12880.73,13131.59,334.82,4368328.64
1603411200.0,2020-10-23,BTCUSD,12988.51,13037.15,12729.6,12938.6,756.11,9768171.17
1603324800.0,2020-10-22,BTCUSD,12827.24,13203.39,12700,12988.51,1673.41,21655240.2
1603238400.0,2020-10-21,BTCUSD,11918.86,13236.52,11899.04,12827.24,1772.38,22189286.58
1603152000.0,2020-10-20,BTCUSD,11757.54,12048.43,11685.09,11918.86,1350.2,16038501.57
1603065600.0,2020-10-19,BTCUSD,11509.07,11833.68,11413.15,11757.54,996.13,11615460.42
1602979200.0,2020-10-18,BTCUSD,11372.21,11519.4,11351.66,11509.07,343.3,3929419.49
1602892800.0,2020-10-17,BTCUSD,11325.58,11426.56,11268.45,11372.21,404.56,4587740.04
1602806400.0,2020-10-16,BTCUSD,11505.15,11550.02,11198.89,11325.58,1124.55,12752194.98
1602720000.0,2020-10-15,BTCUSD,11425.55,11619.76,11261.98,11505.15,1213.78,13869429.65
1602633600.0,2020-10-14,BTCUSD,11426.88,11553.58,11300,11425.55,704.64,8040744.18
1602547200.0,2020-10-13,BTCUSD,11537.98,11560.06,11312.74,11426.88,1767.23,20250325.89
1602460800.0,2020-10-12,BTCUSD,11373.87,11729.48,11186.64,11537.98,1236.73,14147809.56
1602374400.0,2020-10-11,BTCUSD,11297.33,11450.11,11280.62,11373.87,540.22,6137860.36
1602288000.0,2020-10-10,BTCUSD,11058.57,11491.52,11058.56,11297.33,766.31,8693328.8
1602201600.0,2020-10-09,BTCUSD,10925.54,11109.22,10836.88,11058.57,857.62,9429915.24
1602115200.0,2020-10-08,BTCUSD,10670.84,10958.31,10537.46,10925.54,1064.38,11445380.8
1602028800.0,2020-10-07,BTCUSD,10601.95,10681.12,10550.01,10670.84,741.59,7875205.17
1601942400.0,2020-10-06,BTCUSD,10791.15,10802.75,10525.01,10601.95,1082.07,11536032.87
