Timezones are UTC,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
1528675200.0,2018-06-11,LTCUSD,107.11,108.92,104.8,107.13,14274.0,1526468.78
1528588800.0,2018-06-10,LTCUSD,117.55,117.55,103.91,107.11,60408.4,6726829.36
1528502400.0,2018-06-09,LTCUSD,119.79,120.87,117.13,117.55,41443.2,4957296.18
1528416000.0,2018-06-08,LTCUSD,121.73,122.28,118.39,119.79,33688.1,4029067.06
1528329600.0,2018-06-07,LTCUSD,121.77,123.69,119.81,121.73,42450.5,5167380.41
1528243200.0,2018-06-06,LTCUSD,122.2,122.55,118.55,121.77,41631.9,5035205.89
1528156800.0,2018-06-05,LTCUSD,120.17,122.62,117.02,122.2,45887.6,5490754.06
1528070400.0,2018-06-04,LTCUSD,125.06,126.75,119.02,120.17,41038.3,4977344.55
1527984000.0,2018-06-03,LTCUSD,123.15,127.62,122.15,125.06,19938.5,2492995.95
1527897600.0,2018-06-02,LTCUSD,120.66,124.26,119.08,123.15,18601.9,2272713.12
1527811200.0,2018-06-01,LTCUSD,118.7,120.71,117.29,120.66,20786.4,2473041.93
1527724800.0,2018-05-31,LTCUSD,117.61,120.99,116.5,118.7,22254.5,2649876.47
1527638400.0,2018-05-30,LTCUSD,119.6,122.99,115.45,117.61,25662.4,3054843.21
1527552000.0,2018-05-29,LTCUSD,111.3,123,110.3,119.6,24672.5,2879210.95
1527465600.0,2018-05-28,LTCUSD,118.79,119.45,110.78,111.3,28261.6,3245554.99
1527379200.0,2018-05-27,LTCUSD,118.98,119.5,117.34,118.79,19182.6,2270630.2
1527292800.0,2018-05-26,LTCUSD,119.5,122.66,117.87,118.98,19668.4,2368312.77
1527206400.0,2018-05-25,LTCUSD,122.77,124.21,117.48,119.5,10320.0,1228609.42
1527120000.0,2018-05-24,LTCUSD,118.54,124.78,116.11,122.77,18580.6,2241388.22
1527033600.0,2018-05-23,LTCUSD,128.51,129.91,117.69,118.54,23928.3,2948419.22
1526947200.0,2018-05-22,LTCUSD,134.64,135.98,128.03,128.51,20455.1,2710911.97
1526860800.0,2018-05-21,LTCUSD,139.64,139.84,133.72,134.64,16468.2,2247850.41
1526774400.0,2018-05-20,LTCUSD,134.9,140.35,132.85,139.64,16961.3,2320976.71
1526688000.0,2018-05-19,LTCUSD,135.79,137.5,133,134.9,16520.9,2232313.89
1526601600.0,2018-05-18,LTCUSD,132.86,137.37,129.19,135.79,15484.2,2059462.32
1526515200.0,2018-05-17,LTCUSD,139.03,141.01,132.32,132.86,16778.8,2304187.54
1526428800.0,2018-05-16,LTCUSD,139.46,141.64,133.9,139.03,13339.0,1834276.6
1526342400.0,2018-05-15,LTCUSD,147.76,149.87,138.26,139.46,14698.7,2109991.39
1526256000.0,2018-05-14,LTCUSD,145.33,152.88,136.01,147.76,20859.1,2993696.23
1526169600.0,2018-05-13,LTCUSD,142.45,147.61,137.46,145.33,15449.4,2201816.28
1526083200.0,2018-05-12,LTCUSD,137.07,145.78,132.16,142.45,16690.3,2320226.57
1525996800.0,2018-05-11,LTCUSD,148.36,149.3,134.16,137.07,22506.7,3197095.35
1525910400.0,2018-05-10,LTCUSD,156.86,160.77,147.92,148.36,13975.7,2180873.67
1525824000.0,2018-05-09,LTCUSD,159.92,160.35,150.88,156.86,14444.8,2259923.44
1525737600.0,2018-05-08,LTCUSD,164.87,168.58,157.24,159.92,14237.1,2301993.71
1525651200.0,2018-05-07,LTCUSD,172.32,172.65,158.21,164.87,15291.4,2510717.67
1525564800.0,2018-05-06,LTCUSD,179.37,184.79,165.9,172.32,15598.6,2700254.58
1525478400.0,2018-05-05,LTCUSD,169.32,184.02,168.24,179.37,15105.7,2660245.69
1525392000.0,2018-05-04,LTCUSD,161.75,171.78,158.23,169.32,17087.8,2785271.93
1525305600.0,2018-05-03,LTCUSD,151.64,165.35,150.69,161.75,20472.8,3226959.42
1525219200.0,2018-05-02,LTCUSD,147.89,153.75,146.37,151.64,13723.5,2048700.35
1525132800.0,2018-05-01,LTCUSD,148.62,148.71,144.12,147.89,16854.5,2462678.65
1525046400.0,2018-04-30,LTCUSD,153.87,155.45,147.71,148.62,18125.3,2748212.34
1524960000.0,2018-04-29,LTCUSD,152.67,156.75,148.68,153.87,18866.1,2883941.07
1524873600.0,2018-04-28,LTCUSD,147.03,154.24,146.63,152.67,20303.7,3058486.21
1524787200.0,2018-04-27,LTCUSD,153.97,154.01,146.3,147.03,18770.4,2830857.74
1524700800.0,2018-04-26,LTCUSD,146.79,154.81,143.26,153.97,15942.9,2367742.58
1524614400.0,2018-04-25,LTCUSD,165.91,165.91,143.69,146.79,20728.7,3156851.03
1524528000.0,2018-04-24,LTCUSD,155.55,167.4,155.47,165.91,21627.4,3522638.62
1524441600.0,2018-04-23,LTCUSD,150.56,157.04,149.75,155.55,12977.2,2000358.57
