Timezones are UTC,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
1528675200.0,2018-06-11,BTCUSD,6806.12,6830.49,6727.39,6811.9,2591.46,17587448.97
1528588800.0,2018-06-10,BTCUSD,7496.81,7499.01,6732.03,6806.12,8199.93,58293789.94
1528502400.0,2018-06-09,BTCUSD,7620.77,7679.81,7472.82,7496.81,7288.46,55592105.24
1528416000.0,2018-06-08,BTCUSD,7708.73,7712.03,7543.91,7620.77,7176.63,54729919.27
1528329600.0,2018-06-07,BTCUSD,7660.93,7755.61,7660.03,7708.73,6832.76,52680059.51
1528243200.0,2018-06-06,BTCUSD,7638.39,7699.85,7503.79,7660.93,6290.84,47905088.75
1528156800.0,2018-06-05,BTCUSD,7533.02,7691.67,7433.34,7638.39,7640.29,57571254.92
1528070400.0,2018-06-04,BTCUSD,7720.28,7759.27,7502.41,7533.02,6513.66,49479523.64
1527984000.0,2018-06-03,BTCUSD,7626.37,7756.51,7606.9,7720.28,6938.24,53374123.62
1527897600.0,2018-06-02,BTCUSD,7538.91,7695.14,7485.56,7626.37,7222.73,54962491.13
1527811200.0,2018-06-01,BTCUSD,7514.18,7616.99,7384.42,7538.91,8608.27,64564627.97
1527724800.0,2018-05-31,BTCUSD,7409.86,7607.72,7354.9,7514.18,8796.17,66124018.54
1527638400.0,2018-05-30,BTCUSD,7485.58,7593.68,7317.6,7409.86,8998.07,67076818.83
1527552000.0,2018-05-29,BTCUSD,7150.72,7534.04,7106,7485.58,8601.03,63129059.04
1527465600.0,2018-05-28,BTCUSD,7394.14,7470.11,7124.37,7150.72,9592.47,69889090.4
1527379200.0,2018-05-27,BTCUSD,7380.18,7441.08,7300,7394.14,8277.34,60982686.11
1527292800.0,2018-05-26,BTCUSD,7517.98,7697.12,7341.75,7380.18,9441.88,71036440.16
1527206400.0,2018-05-25,BTCUSD,7592.88,7665.14,7366.01,7517.98,10209.05,76544478.84
1527120000.0,2018-05-24,BTCUSD,7526.83,7751.48,7350,7592.88,9806.52,74037548.35
1527033600.0,2018-05-23,BTCUSD,8029.57,8064.35,7521.12,7526.83,9997.13,77978202.21
1526947200.0,2018-05-22,BTCUSD,8419.85,8429.29,7999.01,8029.57,8831.02,72751238.39
1526860800.0,2018-05-21,BTCUSD,8510.85,8566.31,8356.7,8419.85,7978.18,67543512.98
1526774400.0,2018-05-20,BTCUSD,8219.46,8566.4,8172.2,8510.85,7960.37,66508625.19
1526688000.0,2018-05-19,BTCUSD,8237.46,8380.43,8142.53,8219.46,8394.69,69265996.84
1526601600.0,2018-05-18,BTCUSD,8079.32,8271.94,7944.08,8237.46,6656.83,54069995.71
1526515200.0,2018-05-17,BTCUSD,8332.74,8448.98,8050.02,8079.32,7434.99,61411377.76
1526428800.0,2018-05-16,BTCUSD,8488.93,8512.05,8129.25,8332.74,6923.32,57458881.39
1526342400.0,2018-05-15,BTCUSD,8699.44,8834.54,8451.91,8488.93,6976.34,60349840.33
1526256000.0,2018-05-14,BTCUSD,8739.22,8888.78,8348.68,8699.44,4266.76,37051469.68
1526169600.0,2018-05-13,BTCUSD,8511.07,8792.09,8360.68,8739.22,5730.16,49235516.85
1526083200.0,2018-05-12,BTCUSD,8460.54,8729.07,8269.96,8511.07,7671.18,64951985.07
1525996800.0,2018-05-11,BTCUSD,9029.76,9031.2,8389.42,8460.54,8615.74,75364330.85
1525910400.0,2018-05-10,BTCUSD,9320.07,9398.39,9013.42,9029.76,6348.98,58871828.14
1525824000.0,2018-05-09,BTCUSD,9225.57,9375.31,8976.34,9320.07,6505.91,59854613.48
1525737600.0,2018-05-08,BTCUSD,9385.1,9472.48,9075.45,9225.57,6032.23,55916216.47
1525651200.0,2018-05-07,BTCUSD,9651.17,9674.16,9211.08,9385.1,5953.58,55754654.5
1525564800.0,2018-05-06,BTCUSD,9916.46,9988.88,9478.07,9651.17,5403.89,52267701.7
1525478400.0,2018-05-05,BTCUSD,9710.59,9999.99,9705.42,9916.46,5914.46,58389627.5
1525392000.0,2018-05-04,BTCUSD,9780.26,9841.03,9575.14,9710.59,6025.4,58443747.69
1525305600.0,2018-05-03,BTCUSD,9230.47,9855,9178.26,9780.26,6041.95,56964545.72
