https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,volto,volfrom
1701648000,2023-12-04T00:00:00Z,DOGE/USDT,0.085380260000,0.087999490000,0.084905080000,0.087899270000,13210.068851740000,1134.245957350000
1701561600,2023-12-03T00:00:00Z,DOGE/USDT,0.086153280000,0.089999990000,0.082400030000,0.085400000000,706616.036405140000,59667.575473870000
1701475200,2023-12-02T00:00:00Z,DOGE/USDT,0.084996060000,0.089999990000,0.080000710000,0.086707220000,412898.590680790000,35127.491020430000
1701388800,2023-12-01T00:00:00Z,DOGE/USDT,0.083384030000,0.085000000000,0.076000010000,0.083600590000,474443.994622620000,38664.330980880000
1701302400,2023-11-30T00:00:00Z,DOGE/USDT,0.080495520000,0.084000000000,0.079000000000,0.083885340000,294809.429944940000,24110.931796730000
1701216000,2023-11-29T00:00:00Z,DOGE/USDT,0.080740000000,0.084987270000,0.078100020000,0.080696100000,500798.772653070000,40471.009339730000
1701129600,2023-11-28T00:00:00Z,DOGE/USDT,0.077290160000,0.084990000000,0.074000010000,0.080700000000,866889.343940150000,68542.680535020000
1701043200,2023-11-27T00:00:00Z,DOGE/USDT,0.078727600000,0.084999990000,0.074000010000,0.078071090000,457789.701386520000,35746.091726210000
1700956800,2023-11-26T00:00:00Z,DOGE/USDT,0.078662210000,0.079000000000,0.074000010000,0.077924580000,165472.107775810000,12797.033414730000
1700870400,2023-11-25T00:00:00Z,DOGE/USDT,0.078636080000,0.079999990000,0.074000010000,0.078662210000,103895.102880630000,8100.940698940000
1700784000,2023-11-24T00:00:00Z,DOGE/USDT,0.076126450000,0.079999990000,0.073000010000,0.078271390000,219011.066638030000,16752.140402310000
1700697600,2023-11-23T00:00:00Z,DOGE/USDT,0.075346920000,0.078526520000,0.073000010000,0.076226450000,505462.363343690000,38111.842539450000
1700611200,2023-11-22T00:00:00Z,DOGE/USDT,0.071106170000,0.076347100000,0.071106170000,0.075784260000,1500402.509111460000,110457.671351040000
1700524800,2023-11-21T00:00:00Z,DOGE/USDT,0.077447380000,0.078600000000,0.070872790000,0.070872790000,2203304.005676510000,166026.634664120000
1700438400,2023-11-20T00:00:00Z,DOGE/USDT,0.080320480000,0.081469750000,0.077197440000,0.077800950000,542705.674430940000,42954.789776250000
1700352000,2023-11-19T00:00:00Z,DOGE/USDT,0.079860540000,0.080304040000,0.077838460000,0.080304040000,145219.785986530000,11437.768537340000
1700265600,2023-11-18T00:00:00Z,DOGE/USDT,0.084950000000,0.085791050000,0.079617320000,0.080611000000,434353.051248650000,36178.672714460000
1700179200,2023-11-17T00:00:00Z,DOGE/USDT,0.079488170000,0.087000000000,0.079092280000,0.085951740000,581556.197210650000,48506.967103460000
1700092800,2023-11-16T00:00:00Z,DOGE/USDT,0.076666660000,0.083008950000,0.076098150000,0.077948540000,524881.934535290000,41593.553380310000
1700006400,2023-11-15T00:00:00Z,DOGE/USDT,0.072815250000,0.075996410000,0.072635610000,0.075988990000,181045.617848190000,13471.820230510000
1699920000,2023-11-14T00:00:00Z,DOGE/USDT,0.074640450000,0.075502220000,0.069367640000,0.072355160000,270144.464820680000,19606.480868780000
1699833600,2023-11-13T00:00:00Z,DOGE/USDT,0.077619010000,0.079272350000,0.073680700000,0.074542310000,299409.786766260000,22875.928856040000
1699747200,2023-11-12T00:00:00Z,DOGE/USDT,0.078577710000,0.079952540000,0.075405530000,0.078103860000,257417.643438100000,20281.134080010000
1699660800,2023-11-11T00:00:00Z,DOGE/USDT,0.075555550000,0.081757140000,0.074857010000,0.077891130000,502482.788241740000,39677.603617020000
1699574400,2023-11-10T00:00:00Z,DOGE/USDT,0.073332830000,0.075545790000,0.072913170000,0.075545790000,278418.763875280000,20653.399060650000
1699488000,2023-11-09T00:00:00Z,DOGE/USDT,0.075309230000,0.077614610000,0.067294190000,0.073306290000,462954.372936640000,33957.377560720000
1699401600,2023-11-08T00:00:00Z,DOGE/USDT,0.073359520000,0.076754520000,0.073151380000,0.075731270000,509572.043657100000,38014.083535960000
1699315200,2023-11-07T00:00:00Z,DOGE/USDT,0.075439720000,0.075594310000,0.071612600000,0.073388680000,211863.742358090000,15538.819946900000
1699228800,2023-11-06T00:00:00Z,DOGE/USDT,0.071811890000,0.076226320000,0.070498200000,0.076000000000,596115.818516580000,44658.828962020000
1699142400,2023-11-05T00:00:00Z,DOGE/USDT,0.069398140000,0.071691310000,0.069148310000,0.071373000000,210320.749177280000,14817.004943990000
1699056000,2023-11-04T00:00:00Z,DOGE/USDT,0.068030000000,0.069147000000,0.067867300000,0.069147000000,141745.475250560000,9708.886585240000
1698969600,2023-11-03T00:00:00Z,DOGE/USDT,0.067554100000,0.068252210000,0.066383050000,0.068061960000,172696.123244650000,11629.481340530000
1698883200,2023-11-02T00:00:00Z,DOGE/USDT,0.068930000000,0.070522940000,0.066976540000,0.067934100000,128866.943086540000,8846.868407840000
1698796800,2023-11-01T00:00:00Z,DOGE/USDT,0.068300000000,0.069439600000,0.066208900000,0.068854600000,185142.890641250000,12518.462344160000
1698710400,2023-10-31T00:00:00Z,DOGE/USDT,0.069797110000,0.070653810000,0.066231870000,0.068300000000,810148.588178440000,56132.063809150000
1698624000,2023-10-30T00:00:00Z,DOGE/USDT,0.069595440000,0.070189540000,0.068003570000,0.069581050000,86184.544157450000,5960.968193030000
1698537600,2023-10-29T00:00:00Z,DOGE/USDT,0.068880680000,0.070221980000,0.067498260000,0.069906020000,71728.052053450000,4936.347810730000
1698451200,2023-10-28T00:00:00Z,DOGE/USDT,0.067849830000,0.069941550000,0.067849830000,0.068894080000,81386.805020930000,5608.702574470000
1698364800,2023-10-27T00:00:00Z,DOGE/USDT,0.071859100000,0.072288310000,0.067523830000,0.067782000000,137164.950221310000,9525.560965150000
1698278400,2023-10-26T00:00:00Z,DOGE/USDT,0.068277550000,0.075100000000,0.068277550000,0.071686030000,569676.648378330000,41029.637257020000
1698192000,2023-10-25T00:00:00Z,DOGE/USDT,0.066336410000,0.068967420000,0.065000000000,0.068501090000,272909.207720390000,18210.926673120000
1698105600,2023-10-24T00:00:00Z,DOGE/USDT,0.067000000000,0.069939650000,0.065000000000,0.066438140000,475941.098424030000,31589.484833510000
1698019200,2023-10-23T00:00:00Z,DOGE/USDT,0.061535980000,0.067610730000,0.061348310000,0.067000000000,244494.945362700000,15784.500493490000
1697932800,2023-10-22T00:00:00Z,DOGE/USDT,0.061323730000,0.061700700000,0.060109370000,0.061411550000,265637.519170350000,16298.519030980000
1697846400,2023-10-21T00:00:00Z,DOGE/USDT,0.059937160000,0.061507800000,0.059466750000,0.061300000000,337845.573412360000,20673.818190300000
1697760000,2023-10-20T00:00:00Z,DOGE/USDT,0.058795170000,0.060230760000,0.058641510000,0.059904030000,97883.274540170000,5865.949857010000
1697673600,2023-10-19T00:00:00Z,DOGE/USDT,0.058701910000,0.058791200000,0.057970760000,0.058690230000,79702.704361700000,4655.732788710000
1697587200,2023-10-18T00:00:00Z,DOGE/USDT,0.059021880000,0.059362040000,0.058319240000,0.058828170000,50151.720464740000,2951.072754000000
1697500800,2023-10-17T00:00:00Z,DOGE/USDT,0.060092440000,0.060092440000,0.058638690000,0.059046920000,37559.419599400000,2220.187089810000
1697414400,2023-10-16T00:00:00Z,DOGE/USDT,0.059254470000,0.061461950000,0.059254470000,0.059930150000,178633.657311700000,10778.860848690000
1697328000,2023-10-15T00:00:00Z,DOGE/USDT,0.059817990000,0.059817990000,0.059000000000,0.059359710000,17216.972006680000,1023.489367080000
1697241600,2023-10-14T00:00:00Z,DOGE/USDT,0.058372810000,0.059931950000,0.058217610000,0.059931950000,85330.178885620000,4989.514537210000
1697155200,2023-10-13T00:00:00Z,DOGE/USDT,0.057882490000,0.058829020000,0.057721200000,0.058506040000,72804.733495190000,4235.519142500000
1697068800,2023-10-12T00:00:00Z,DOGE/USDT,0.058420690000,0.058420690000,0.057250720000,0.057870920000,116739.930302880000,6765.866910840000
1696982400,2023-10-11T00:00:00Z,DOGE/USDT,0.058965640000,0.059322170000,0.057843610000,0.058210250000,21383.103707550000,1254.951680630000
1696896000,2023-10-10T00:00:00Z,DOGE/USDT,0.058770980000,0.059233200000,0.058546520000,0.058853980000,54097.193851940000,3183.726304290000
1696809600,2023-10-09T00:00:00Z,DOGE/USDT,0.060866900000,0.060899540000,0.058054450000,0.058903700000,308920.748469430000,18309.400786030000
1696723200,2023-10-08T00:00:00Z,DOGE/USDT,0.061600000000,0.061600000000,0.060854010000,0.060897780000,59866.643504870000,3660.650560690000
1696636800,2023-10-07T00:00:00Z,DOGE/USDT,0.061390530000,0.061722180000,0.061122270000,0.061122270000,124285.720844210000,7653.143447510000
1696550400,2023-10-06T00:00:00Z,DOGE/USDT,0.061207800000,0.061467700000,0.060606700000,0.061205700000,168968.875035100000,10342.836692250000
1696464000,2023-10-05T00:00:00Z,DOGE/USDT,0.061169530000,0.061327510000,0.060781900000,0.061107000000,125965.357427570000,7703.333539350000
1696377600,2023-10-04T00:00:00Z,DOGE/USDT,0.061303820000,0.061323030000,0.060538200000,0.061323030000,153018.983356060000,9297.256233190000
1696291200,2023-10-03T00:00:00Z,DOGE/USDT,0.062374490000,0.062374490000,0.061225210000,0.061417600000,129931.862382780000,8008.805318480000
1696204800,2023-10-02T00:00:00Z,DOGE/USDT,0.062881660000,0.064000000000,0.061838390000,0.062067090000,147562.530058360000,9340.907949280000
1696118400,2023-10-01T00:00:00Z,DOGE/USDT,0.062080780000,0.063299050000,0.061917880000,0.063299050000,11814.496220410000,735.509727270000
1696032000,2023-09-30T00:00:00Z,DOGE/USDT,0.062085000000,0.062386330000,0.061626460000,0.062386330000,29742.661682830000,1840.299529650000
1695945600,2023-09-29T00:00:00Z,DOGE/USDT,0.061473910000,0.062168290000,0.061348240000,0.062168290000,93695.444102330000,5782.214585400000
1695859200,2023-09-28T00:00:00Z,DOGE/USDT,0.060490520000,0.061489380000,0.060450790000,0.061341620000,84878.600433150000,5178.529059770000
1695772800,2023-09-27T00:00:00Z,DOGE/USDT,0.060650000000,0.061268330000,0.060267950000,0.060480720000,150723.670063000000,9169.910778810000
1695686400,2023-09-26T00:00:00Z,DOGE/USDT,0.060886350000,0.061002960000,0.059649840000,0.060419830000,146870.686797600000,8839.792192900000
1695600000,2023-09-25T00:00:00Z,DOGE/USDT,0.060691910000,0.060992700000,0.060423510000,0.060898530000,16687.853608220000,1013.002829650000
1695513600,2023-09-24T00:00:00Z,DOGE/USDT,0.061523600000,0.061577590000,0.060709000000,0.060709000000,14421.544616240000,881.037198960000
1695427200,2023-09-23T00:00:00Z,DOGE/USDT,0.061295560000,0.061800000000,0.061177970000,0.061523600000,2538.145395240000,155.883905710000
1695340800,2023-09-22T00:00:00Z,DOGE/USDT,0.061340880000,0.061785500000,0.060700240000,0.061416660000,13209.850199430000,812.664173690000
1695254400,2023-09-21T00:00:00Z,DOGE/USDT,0.062470180000,0.063217330000,0.061256570000,0.061352240000,136499.172634490000,8489.373128500000
1695168000,2023-09-20T00:00:00Z,DOGE/USDT,0.062666050000,0.062927900000,0.061955090000,0.062354100000,227703.479109380000,14199.717223950000
1695081600,2023-09-19T00:00:00Z,DOGE/USDT,0.061916400000,0.063261300000,0.061771560000,0.062539080000,36761.017036620000,2294.431205120000
1694995200,2023-09-18T00:00:00Z,DOGE/USDT,0.061358480000,0.062736960000,0.060842130000,0.061768740000,27565.576429790000,1693.910830660000
1694908800,2023-09-17T00:00:00Z,DOGE/USDT,0.062078490000,0.062450740000,0.061055820000,0.061358480000,21098.389189550000,1305.432006480000
1694822400,2023-09-16T00:00:00Z,DOGE/USDT,0.062516760000,0.062862350000,0.061968500000,0.062127760000,25226.674254560000,1568.479434580000
1694736000,2023-09-15T00:00:00Z,DOGE/USDT,0.061995500000,0.062884390000,0.061505400000,0.062653230000,22759.482472870000,1404.078836300000
1694649600,2023-09-14T00:00:00Z,DOGE/USDT,0.061270560000,0.062364390000,0.061055820000,0.062065090000,17605.828168470000,1085.552170640000
1694563200,2023-09-13T00:00:00Z,DOGE/USDT,0.060917860000,0.061699200000,0.060481180000,0.061192580000,29376.800912650000,1794.023885520000
1694476800,2023-09-12T00:00:00Z,DOGE/USDT,0.060353430000,0.062324620000,0.060353430000,0.060917860000,32384.268202270000,1991.638764090000
1694390400,2023-09-11T00:00:00Z,DOGE/USDT,0.061358520000,0.061869550000,0.059229630000,0.060436110000,120154.672947970000,7309.836372790000
1694304000,2023-09-10T00:00:00Z,DOGE/USDT,0.063387690000,0.063387690000,0.060044490000,0.061180600000,168537.218221070000,10396.280208160000
1694217600,2023-09-09T00:00:00Z,DOGE/USDT,0.063620430000,0.063659710000,0.063220740000,0.063306360000,141193.994276630000,8947.452983810000
1694131200,2023-09-08T00:00:00Z,DOGE/USDT,0.063521110000,0.063822130000,0.062404080000,0.063633160000,24654.441372990000,1555.603160790000
1694044800,2023-09-07T00:00:00Z,DOGE/USDT,0.063554890000,0.063856560000,0.062903920000,0.063668680000,76765.640487670000,4868.433551340000
