https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume UNI
1685232000000,2023-05-28 00:00:00,UNI/USD,5.0359,5.1718,5.0359,5.152,4706.55311197792,913.53903571
1685145600000,2023-05-27 00:00:00,UNI/USD,4.9784,5.0508,4.9707,5.0443,13459.067308714386,2668.17344502
1685059200000,2023-05-26 00:00:00,UNI/USD,4.9537,5.0113,4.9482,4.978,6361.81081583344,1277.98529848
1684972800000,2023-05-25 00:00:00,UNI/USD,4.9762,4.9854,4.9126,4.9583,6675.426634126431,1346.3135821
1684886400000,2023-05-24 00:00:00,UNI/USD,5.0745,5.0745,4.8743,4.9857,13603.16809194274,2728.43694806
1684800000000,2023-05-23 00:00:00,UNI/USD,5.0802,5.1995,5.0481,5.0768,8368.99753026208,1648.4788706
1684713600000,2023-05-22 00:00:00,UNI/USD,5.1244,5.1481,5.0642,5.092,11920.1152137498,2340.94957065
1684627200000,2023-05-21 00:00:00,UNI/USD,5.2924,5.2956,5.0969,5.1183,58757.91534336507,11479.96704831
1684540800000,2023-05-20 00:00:00,UNI/USD,5.3149,5.3149,5.2469,5.292,5406.62320299528,1021.65971334
1684454400000,2023-05-19 00:00:00,UNI/USD,5.3015,5.3703,5.2794,5.323,16081.71782994424,3021.1756208799998
1684368000000,2023-05-18 00:00:00,UNI/USD,5.3354,5.4227,5.2234,5.3184,102054.57803788953,19188.96247704
1684281600000,2023-05-17 00:00:00,UNI/USD,5.1456,5.3161,5.1196,5.3161,31559.781792690253,5936.64186014
1684195200000,2023-05-16 00:00:00,UNI/USD,5.1224,5.1638,5.0492,5.1576,19588.75748473829,3798.03735938
1684108800000,2023-05-15 00:00:00,UNI/USD,5.1189,5.2202,5.083,5.1365,17779.737065714915,3461.44983271
1684022400000,2023-05-14 00:00:00,UNI/USD,5.0983,5.1841,5.0781,5.1453,3969.2138733811616,771.42515954
1683936000000,2023-05-13 00:00:00,UNI/USD,5.1815,5.1815,5.0817,5.1115,7184.912818886241,1405.63686176
1683849600000,2023-05-12 00:00:00,UNI/USD,5.0711,5.2093,4.9181,5.2042,86120.32851872107,16548.23575549
1683763200000,2023-05-11 00:00:00,UNI/USD,5.1319,5.1973,4.9324,5.0816,190432.57109895244,37474.92346878
1683676800000,2023-05-10 00:00:00,UNI/USD,4.9536,5.1384,4.8659,5.1365,98710.6655554665,19217.49548437
1683590400000,2023-05-09 00:00:00,UNI/USD,4.9781,5.0064,4.9237,4.9622,66604.63845686478,13422.40104326
1683504000000,2023-05-08 00:00:00,UNI/USD,5.2694,5.2828,4.7977,4.9817,236195.39007630135,47412.60816113
1683417600000,2023-05-07 00:00:00,UNI/USD,5.2992,5.3491,5.2511,5.277,13065.13373671215,2475.86388795
1683331200000,2023-05-06 00:00:00,UNI/USD,5.5522,5.6054,5.272,5.299,92587.50087348469,17472.63651132
1683244800000,2023-05-05 00:00:00,UNI/USD,5.2724,5.615,5.2466,5.5567,105374.74531232819,18963.5476654
1683158400000,2023-05-04 00:00:00,UNI/USD,5.3945,5.3945,5.2196,5.2617,40059.70864069243,7613.45356837
1683072000000,2023-05-03 00:00:00,UNI/USD,5.3195,5.3933,5.189,5.3836,75675.85543693733,14056.73813748
1682985600000,2023-05-02 00:00:00,UNI/USD,5.3314,5.3574,5.2545,5.3235,57322.245347193646,10767.77408607
1682899200000,2023-05-01 00:00:00,UNI/USD,5.4592,5.4888,5.2732,5.3343,48902.16585181921,9167.49448884
1682812800000,2023-04-30 00:00:00,UNI/USD,5.6227,5.6689,5.4471,5.4568,47651.40367523234,8732.48124821
1682726400000,2023-04-29 00:00:00,UNI/USD,5.5136,5.6316,5.5042,5.6306,21064.10127260265,3741.00473708
1682640000000,2023-04-28 00:00:00,UNI/USD,5.5651,5.5651,5.4567,5.5313,78783.36029991403,14243.19062425
1682553600000,2023-04-27 00:00:00,UNI/USD,5.3526,5.5915,5.3476,5.5611,145779.01476240155,26214.06102433
1682467200000,2023-04-26 00:00:00,UNI/USD,5.4422,5.6749,5.1398,5.3521,186156.7093639031,34781.99386482
1682380800000,2023-04-25 00:00:00,UNI/USD,5.361,5.46,5.2389,5.46,113618.87994420601,20809.3186711
1682294400000,2023-04-24 00:00:00,UNI/USD,5.4347,5.5122,5.2997,5.363,244364.65011995047,45564.91704642
1682208000000,2023-04-23 00:00:00,UNI/USD,5.4972,5.5338,5.324,5.4335,97958.97347586403,18028.70589415
1682121600000,2023-04-22 00:00:00,UNI/USD,5.4699,5.5436,5.4492,5.5082,53259.59147152482,9669.14626766
1682035200000,2023-04-21 00:00:00,UNI/USD,5.7896,5.8274,5.415,5.4649,184042.50262673164,33677.19493984
1681948800000,2023-04-20 00:00:00,UNI/USD,5.83,5.9512,5.6675,5.7864,424741.4991997285,73403.41130923
1681862400000,2023-04-19 00:00:00,UNI/USD,6.3208,6.4923,5.7504,5.835,487524.00207862066,83551.67130739
1681776000000,2023-04-18 00:00:00,UNI/USD,6.1361,6.3722,6.0498,6.3364,174243.5483885309,27498.8239992
1681689600000,2023-04-17 00:00:00,UNI/USD,6.3176,6.3176,6.0772,6.1261,278393.9583897378,45443.91348325
1681603200000,2023-04-16 00:00:00,UNI/USD,6.2626,6.4764,6.1412,6.3053,395215.0502620699,62679.81702093
1681516800000,2023-04-15 00:00:00,UNI/USD,6.2979,6.3585,6.2258,6.267,236467.30833267,37732.13791809
1681430400000,2023-04-14 00:00:00,UNI/USD,6.2064,6.4629,6.1276,6.314,794888.110368021,125892.95381185
1681344000000,2023-04-13 00:00:00,UNI/USD,5.9167,6.2408,5.9043,6.1916,118478.33107995197,19135.33352929
1681257600000,2023-04-12 00:00:00,UNI/USD,5.9465,5.9943,5.73,5.9451,52767.18977375979,8875.7446929
1681171200000,2023-04-11 00:00:00,UNI/USD,6.0055,6.0745,5.915,5.9357,41370.19792335808,6969.72520905
1681084800000,2023-04-10 00:00:00,UNI/USD,5.9264,6.0369,5.8411,6.0142,31514.613513453452,5240.03417137
1680998400000,2023-04-09 00:00:00,UNI/USD,5.9137,5.9519,5.8208,5.9161,38716.0029299326,6544.17655718
1680912000000,2023-04-08 00:00:00,UNI/USD,6.01,6.0508,5.8817,5.9118,31629.273137512602,5350.19336539
1680825600000,2023-04-07 00:00:00,UNI/USD,6.0632,6.0905,5.9501,6.0012,52368.905623207276,8726.40565607
1680739200000,2023-04-06 00:00:00,UNI/USD,6.2155,6.2182,6.04,6.0476,30209.20172890922,4995.23806616
1680652800000,2023-04-05 00:00:00,UNI/USD,6.1511,6.3373,6.1356,6.213,60273.91675703025,9701.25812925
1680566400000,2023-04-04 00:00:00,UNI/USD,5.9376,6.2044,5.8751,6.1536,39328.7720402206,6391.18110378
1680480000000,2023-04-03 00:00:00,UNI/USD,5.9365,6.0751,5.8359,5.9309,65344.84774107566,11017.6950785
1680393600000,2023-04-02 00:00:00,UNI/USD,6.1066,6.1143,5.8901,5.9411,30384.638062345897,5114.31183827
1680307200000,2023-04-01 00:00:00,UNI/USD,6.0646,6.1848,6.0268,6.0988,29965.263146949914,4913.30477257
1680220800000,2023-03-31 00:00:00,UNI/USD,5.9104,6.1204,5.875,6.0555,64453.20745957682,10643.74658733
1680134400000,2023-03-30 00:00:00,UNI/USD,5.9363,6.0693,5.8393,5.8958,38712.50160273327,6566.11513327
1680048000000,2023-03-29 00:00:00,UNI/USD,5.8178,6.0324,5.8151,5.9467,44159.904305570504,7425.95125121
1679961600000,2023-03-28 00:00:00,UNI/USD,5.6552,5.8748,5.5829,5.8038,18506.409902666834,3188.67119864
1679875200000,2023-03-27 00:00:00,UNI/USD,5.8047,5.8173,5.51,5.6474,20391.905401331245,3610.84842606
1679788800000,2023-03-26 00:00:00,UNI/USD,5.7102,5.8716,5.6888,5.7926,19113.383595818712,3299.62082585
1679702400000,2023-03-25 00:00:00,UNI/USD,5.8835,5.9104,5.6838,5.7149,63354.00831383767,11085.75973575
1679616000000,2023-03-24 00:00:00,UNI/USD,6.2551,6.288,5.8151,5.889,174232.7655424785,29586.1378065
1679529600000,2023-03-23 00:00:00,UNI/USD,6.0701,6.4296,6.029,6.2479,61095.17360388756,9778.51335711
1679443200000,2023-03-22 00:00:00,UNI/USD,6.4163,6.4442,5.9199,6.0821,133088.1308665621,21881.93730234
1679356800000,2023-03-21 00:00:00,UNI/USD,6.1776,6.5027,6.0369,6.4246,97780.27430827766,15219.66726462
1679270400000,2023-03-20 00:00:00,UNI/USD,6.5125,6.5811,6.1545,6.1566,108619.65908832905,17642.7994491
1679184000000,2023-03-19 00:00:00,UNI/USD,6.5094,6.6906,6.4267,6.4881,134290.55184102082,20697.9781201
1679097600000,2023-03-18 00:00:00,UNI/USD,6.4066,6.6124,6.3031,6.4645,124152.36863993209,19205.25464304
1679011200000,2023-03-17 00:00:00,UNI/USD,5.917,6.4206,5.8494,6.408,237044.50860263617,36991.96451352
1678924800000,2023-03-16 00:00:00,UNI/USD,5.9127,5.9988,5.8117,5.9261,98941.08505305985,16695.81766306
1678838400000,2023-03-15 00:00:00,UNI/USD,6.3438,6.4398,5.7499,5.9027,253083.33930956302,42875.8600826
1678752000000,2023-03-14 00:00:00,UNI/USD,6.1055,6.593,6.0017,6.3305,179918.01852459434,28420.8227667
1678665600000,2023-03-13 00:00:00,UNI/USD,5.9119,6.2242,5.8174,6.0985,418619.5972129805,68643.04291432
1678579200000,2023-03-12 00:00:00,UNI/USD,5.4435,5.9185,5.404,5.9185,177638.41955232096,30014.09471189
1678492800000,2023-03-11 00:00:00,UNI/USD,5.6356,5.7943,5.2678,5.4511,387103.1089771091,71013.76033775
1678406400000,2023-03-10 00:00:00,UNI/USD,5.7205,5.722,5.3708,5.6258,178221.28029552058,31679.27766638
1678320000000,2023-03-09 00:00:00,UNI/USD,6.0948,6.1978,5.6216,5.7367,186421.456050661,32496.28811872
1678233600000,2023-03-08 00:00:00,UNI/USD,6.4347,6.4911,6.0659,6.0993,80869.89442874063,13258.88125338
1678147200000,2023-03-07 00:00:00,UNI/USD,6.3456,6.4901,6.2727,6.4305,45272.610050309326,7040.29391965
1678060800000,2023-03-06 00:00:00,UNI/USD,6.3548,6.437,6.2511,6.3394,53484.05488550627,8436.76923455
1677974400000,2023-03-05 00:00:00,UNI/USD,6.1609,6.386,6.1329,6.3568,30347.872848493997,4774.08017375
1677888000000,2023-03-04 00:00:00,UNI/USD,6.2766,6.2956,6.01,6.1444,320944.5027196092,52233.66036059
1677801600000,2023-03-03 00:00:00,UNI/USD,6.6366,6.6366,6.0958,6.2683,485555.60066959896,77462.08711606
1677715200000,2023-03-02 00:00:00,UNI/USD,6.8496,6.8953,6.5627,6.6338,49117.61894148147,7404.14527744
1677628800000,2023-03-01 00:00:00,UNI/USD,6.5117,6.8612,6.4767,6.8565,93430.57648259916,13626.56989464
1677542400000,2023-02-28 00:00:00,UNI/USD,6.4413,6.6214,6.4162,6.4896,31312.268162373122,4824.9920122
1677456000000,2023-02-27 00:00:00,UNI/USD,6.5929,6.6379,6.3798,6.4392,60823.96820823148,9445.88896264
1677369600000,2023-02-26 00:00:00,UNI/USD,6.4572,6.6461,6.4342,6.5973,27598.516849534142,4183.30481402
1677283200000,2023-02-25 00:00:00,UNI/USD,6.5694,6.6148,6.2847,6.4767,89051.79457478109,13749.56298343
1677196800000,2023-02-24 00:00:00,UNI/USD,6.9367,7.0415,6.5,6.5757,117065.15408366348,17802.69082891
1677110400000,2023-02-23 00:00:00,UNI/USD,6.9394,7.0434,6.8257,6.9535,29562.252430270204,4251.42049763
1677024000000,2023-02-22 00:00:00,UNI/USD,7.0415,7.0556,6.72,6.9344,117214.63704366348,16903.35674949
1676937600000,2023-02-21 00:00:00,UNI/USD,7.3678,7.4332,6.9013,7.0335,200546.48747699236,28513.0429341
1676851200000,2023-02-20 00:00:00,UNI/USD,7.255,7.37,7.0428,7.3679,126428.5663234181,17159.37598548
1676764800000,2023-02-19 00:00:00,UNI/USD,6.9651,7.5974,6.9651,7.2136,599258.1547453321,83073.3828803
1676678400000,2023-02-18 00:00:00,UNI/USD,6.7597,7.137,6.7511,6.9808,246507.14437434543,35312.16255649
1676592000000,2023-02-17 00:00:00,UNI/USD,6.4635,6.8209,6.4532,6.7367,123946.44801518782,18398.6889746
1676505600000,2023-02-16 00:00:00,UNI/USD,6.9301,7.0,6.4675,6.4865,88703.35003253118,13675.07130695
1676419200000,2023-02-15 00:00:00,UNI/USD,6.5981,6.9469,6.512,6.9231,38537.69305052556,5566.53710773
1676332800000,2023-02-14 00:00:00,UNI/USD,6.2515,6.5878,6.2224,6.5814,54053.21685802626,8213.0271459
1676246400000,2023-02-13 00:00:00,UNI/USD,6.3566,6.38,6.095,6.2564,160399.865995131,25637.72552828
1676160000000,2023-02-12 00:00:00,UNI/USD,6.4852,6.5509,6.3081,6.3376,20343.097287625136,3209.90553011
1676073600000,2023-02-11 00:00:00,UNI/USD,6.3779,6.4947,6.3518,6.4781,27558.31872451431,4254.07430026
1675987200000,2023-02-10 00:00:00,UNI/USD,6.3181,6.4713,6.2565,6.3677,80553.13451762483,12650.2716079
1675900800000,2023-02-09 00:00:00,UNI/USD,6.8105,6.861,6.1607,6.3072,509309.0222307621,80750.41575196
1675814400000,2023-02-08 00:00:00,UNI/USD,6.9927,7.0566,6.5889,6.8027,288950.77791103616,42475.896028200004
1675728000000,2023-02-07 00:00:00,UNI/USD,6.6359,7.0023,6.6359,6.9772,106524.11750010712,15267.45936767
1675641600000,2023-02-06 00:00:00,UNI/USD,6.906,6.9595,6.038,6.644,395968.47625876113,59597.90431348
1675555200000,2023-02-05 00:00:00,UNI/USD,7.1958,7.3204,6.7456,6.8935,84756.9961581104,12295.20507117
1675468800000,2023-02-04 00:00:00,UNI/USD,7.0565,7.3427,7.0147,7.196,66949.72003674276,9303.74097231
1675382400000,2023-02-03 00:00:00,UNI/USD,7.15,7.2812,6.9278,7.0723,89375.83527914615,12637.44966689
1675296000000,2023-02-02 00:00:00,UNI/USD,6.841,7.522,6.8243,7.1066,248270.61578047447,34935.21737265
1675209600000,2023-02-01 00:00:00,UNI/USD,6.5642,6.9025,6.3336,6.8005,77053.1118185319,11330.50684781
1675123200000,2023-01-31 00:00:00,UNI/USD,6.507,6.6496,6.4425,6.5567,48719.91127057849,7430.55367343
1675036800000,2023-01-30 00:00:00,UNI/USD,6.9298,7.0105,6.367,6.5117,259912.2315181171,39914.65078522
1674950400000,2023-01-29 00:00:00,UNI/USD,6.624,6.9892,6.5677,6.9322,57832.974095597645,8342.65804443
1674864000000,2023-01-28 00:00:00,UNI/USD,6.8785,6.9114,6.5483,6.6373,106516.23878267278,16048.12782045
1674777600000,2023-01-27 00:00:00,UNI/USD,6.7565,6.872,6.5787,6.8599,49108.40150631291,7158.76346686
1674691200000,2023-01-26 00:00:00,UNI/USD,6.6028,6.7774,6.4554,6.7381,68629.92674952192,10185.35295551
1674604800000,2023-01-25 00:00:00,UNI/USD,6.3001,6.6862,6.1123,6.6111,80994.92998200681,12251.35453737
1674518400000,2023-01-24 00:00:00,UNI/USD,6.7277,6.8262,6.2344,6.2884,88478.70873438525,14070.14641791
1674432000000,2023-01-23 00:00:00,UNI/USD,6.888,7.0028,6.6267,6.7184,172492.27207526122,25674.60586974
1674345600000,2023-01-22 00:00:00,UNI/USD,6.6579,7.0958,6.6142,6.8936,227234.92864360355,32963.17289132
1674259200000,2023-01-21 00:00:00,UNI/USD,6.7033,6.8208,6.5326,6.6592,233497.60220465678,35063.91191204
1674172800000,2023-01-20 00:00:00,UNI/USD,6.1609,6.7016,6.075,6.6819,66309.53373195119,9923.75428126
1674086400000,2023-01-19 00:00:00,UNI/USD,6.0687,6.194,5.9933,6.1709,53672.42945378975,8697.66637829
1674000000000,2023-01-18 00:00:00,UNI/USD,6.3709,6.8147,6.0,6.0445,524589.0806293576,86787.83698062
1673913600000,2023-01-17 00:00:00,UNI/USD,6.5448,6.6484,6.3287,6.3511,93021.67370894522,14646.54527703
1673827200000,2023-01-16 00:00:00,UNI/USD,6.6007,6.7453,6.2965,6.5424,862205.0857890213,131787.27772515
1673740800000,2023-01-15 00:00:00,UNI/USD,6.6436,6.6634,6.3956,6.5964,128349.89037535741,19457.56630516
1673654400000,2023-01-14 00:00:00,UNI/USD,6.3049,6.9644,6.3049,6.638,480231.82099652925,72345.86034898
1673568000000,2023-01-13 00:00:00,UNI/USD,6.1873,6.3582,6.0194,6.2963,135778.76163277205,21564.84945647
1673481600000,2023-01-12 00:00:00,UNI/USD,5.8948,6.1946,5.8598,6.18,297420.83000716794,48126.3478976
1673395200000,2023-01-11 00:00:00,UNI/USD,5.7796,5.9503,5.61,5.9356,87604.43846714635,14759.15467133
1673308800000,2023-01-10 00:00:00,UNI/USD,5.8182,5.8679,5.6755,5.7852,56692.14182387895,9799.51286453
1673222400000,2023-01-09 00:00:00,UNI/USD,5.5843,5.9558,5.5768,5.7989,115250.182970946,19874.49050181
1673136000000,2023-01-08 00:00:00,UNI/USD,5.4144,5.5994,5.351,5.5726,71436.40477763217,12819.22348233
1673049600000,2023-01-07 00:00:00,UNI/USD,5.5288,5.5649,5.3978,5.4246,8306.43039037791,1531.25214585
1672963200000,2023-01-06 00:00:00,UNI/USD,5.3652,5.5364,5.2455,5.5242,95957.19110314836,17370.332555510002
1672876800000,2023-01-05 00:00:00,UNI/USD,5.5368,5.5601,5.333,5.371,72297.3845800515,13460.69346119
1672790400000,2023-01-04 00:00:00,UNI/USD,5.401,5.6001,5.3683,5.5291,51414.34528650379,9298.86333879
1672704000000,2023-01-03 00:00:00,UNI/USD,5.383,5.4209,5.2858,5.3801,18970.030610978225,3525.96245627
1672617600000,2023-01-02 00:00:00,UNI/USD,5.2568,5.4628,5.1928,5.376,91491.95362368769,17018.59256393
1672531200000,2023-01-01 00:00:00,UNI/USD,5.1647,5.2769,5.1083,5.2485,18322.09031428476,3490.91937016
1672444800000,2022-12-31 00:00:00,UNI/USD,5.1089,5.2132,5.0602,5.166,128442.50154492246,24863.04714381
1672358400000,2022-12-30 00:00:00,UNI/USD,5.04,5.1135,4.9721,5.0976,27401.339598870814,5375.34125841
1672272000000,2022-12-29 00:00:00,UNI/USD,4.9793,5.1394,4.9504,5.0544,43029.449606486305,8513.26559166
1672185600000,2022-12-28 00:00:00,UNI/USD,5.1944,5.1944,4.9441,4.9752,50535.87378479993,10157.55623589
1672099200000,2022-12-27 00:00:00,UNI/USD,5.2179,5.3246,5.1043,5.1955,23390.317842246888,4502.03403758
1672012800000,2022-12-26 00:00:00,UNI/USD,5.1555,5.211,5.1338,5.2056,27380.395676073094,5259.79631091
1671926400000,2022-12-25 00:00:00,UNI/USD,5.1971,5.2443,5.0595,5.1658,106711.81366030048,20657.36452443
1671840000000,2022-12-24 00:00:00,UNI/USD,5.2611,5.2679,5.1808,5.2062,8363.607179358498,1606.47058879
1671753600000,2022-12-23 00:00:00,UNI/USD,5.3689,5.4059,5.2397,5.2534,39383.47906553277,7496.76001552
1671667200000,2022-12-22 00:00:00,UNI/USD,5.328,5.3907,5.1368,5.3589,102266.60023346636,19083.50598695
1671580800000,2022-12-21 00:00:00,UNI/USD,5.3673,5.3673,5.2078,5.3243,11399.018641607174,2140.94221618
1671494400000,2022-12-20 00:00:00,UNI/USD,5.0886,5.3947,5.0565,5.3703,79882.57108253823,14874.88056208
1671408000000,2022-12-19 00:00:00,UNI/USD,5.3367,5.4325,5.014,5.0983,101785.18060349692,19964.53339417
1671321600000,2022-12-18 00:00:00,UNI/USD,5.3472,5.3974,5.3115,5.334,21983.143910025057,4121.32431759
1671235200000,2022-12-17 00:00:00,UNI/USD,5.2739,5.4385,5.2607,5.3901,50976.9992877686,9457.52384701
1671148800000,2022-12-16 00:00:00,UNI/USD,5.8094,5.8885,5.2678,5.2959,135243.64524450494,25537.42428001
1671062400000,2022-12-15 00:00:00,UNI/USD,5.9103,6.0186,5.7833,5.8013,137333.39031774277,23672.86475751
1670976000000,2022-12-14 00:00:00,UNI/USD,6.1172,6.1814,5.9137,5.917,103732.41251101437,17531.25105814
1670889600000,2022-12-13 00:00:00,UNI/USD,5.9398,6.2566,5.8541,6.1019,83486.51437177838,13682.05220862
1670803200000,2022-12-12 00:00:00,UNI/USD,5.925,5.9753,5.7657,5.9301,82939.09907927853,13986.1214953
1670716800000,2022-12-11 00:00:00,UNI/USD,6.0792,6.1103,5.9215,5.9269,14455.852126350537,2439.02413173
1670630400000,2022-12-10 00:00:00,UNI/USD,6.1804,6.2176,6.0663,6.0718,135114.6815209783,22252.82148967
1670544000000,2022-12-09 00:00:00,UNI/USD,6.1864,6.2833,6.0434,6.1573,123783.15204548654,20103.47912973
1670457600000,2022-12-08 00:00:00,UNI/USD,5.9995,6.2348,5.9238,6.1835,42602.158200208636,6889.65120081
1670371200000,2022-12-07 00:00:00,UNI/USD,6.1724,6.2913,5.8768,6.0266,200916.57526975128,33338.29609892
1670284800000,2022-12-06 00:00:00,UNI/USD,6.173,6.2424,6.0496,6.1856,102782.5997879935,16616.43167809
1670198400000,2022-12-05 00:00:00,UNI/USD,6.2411,6.4274,6.1313,6.1778,141848.08104976668,22960.93772051
1670112000000,2022-12-04 00:00:00,UNI/USD,6.0903,6.3,6.0903,6.2768,245950.89410449186,39184.12154354
1670025600000,2022-12-03 00:00:00,UNI/USD,6.325,6.451,6.07,6.0982,180359.40044014994,29575.84212393
1669939200000,2022-12-02 00:00:00,UNI/USD,5.9241,6.5353,5.8767,6.3408,369646.134657466,58296.45070929
1669852800000,2022-12-01 00:00:00,UNI/USD,5.8739,6.0,5.7221,5.9025,157708.80095274845,26718.98364299
1669766400000,2022-11-30 00:00:00,UNI/USD,5.5064,5.8948,5.4889,5.8831,399919.4846098867,67977.67921842
1669680000000,2022-11-29 00:00:00,UNI/USD,5.2806,5.5223,5.2733,5.4592,100375.77624170746,18386.53580043
1669593600000,2022-11-28 00:00:00,UNI/USD,5.4277,5.4531,5.1728,5.3004,65781.12425341069,12410.59622923
1669507200000,2022-11-27 00:00:00,UNI/USD,5.4193,5.6084,5.4,5.4,158108.501194092,29279.35207298
1669420800000,2022-11-26 00:00:00,UNI/USD,5.4159,5.6214,5.3663,5.4248,159949.25131613287,29484.819959469998
1669334400000,2022-11-25 00:00:00,UNI/USD,5.4265,5.5024,5.2928,5.4065,151111.71723887598,27950.00781261
1669248000000,2022-11-24 00:00:00,UNI/USD,5.4888,5.5858,5.3915,5.4514,102460.25718815414,18795.21906082
1669161600000,2022-11-23 00:00:00,UNI/USD,5.2666,5.5376,5.2617,5.4949,125937.27452503274,22918.93838378
1669075200000,2022-11-22 00:00:00,UNI/USD,5.1681,5.3691,4.965,5.297,156063.7544581221,29462.6683893
1668988800000,2022-11-21 00:00:00,UNI/USD,5.4079,5.456,5.0898,5.1876,363322.0378914517,70036.63310422
1668902400000,2022-11-20 00:00:00,UNI/USD,5.7585,5.8128,5.3868,5.4379,117315.96440145333,21573.76273956
1668816000000,2022-11-19 00:00:00,UNI/USD,5.833,5.875,5.671,5.755,132842.00286992747,23082.88494699
1668729600000,2022-11-18 00:00:00,UNI/USD,5.7253,6.0432,5.7253,5.8467,212811.40411378932,36398.55031279
1668643200000,2022-11-17 00:00:00,UNI/USD,5.9727,6.0467,5.6621,5.7332,204322.16086183238,35638.41499718
1668556800000,2022-11-16 00:00:00,UNI/USD,6.2551,6.4002,5.8298,5.9546,420106.90667350887,70551.6586628
1668470400000,2022-11-15 00:00:00,UNI/USD,6.1068,6.5,5.9785,6.2758,285165.0339125002,45438.83391958
1668384000000,2022-11-14 00:00:00,UNI/USD,5.7831,6.0975,5.4228,6.0693,401512.0812921296,66154.59464718
1668297600000,2022-11-13 00:00:00,UNI/USD,5.5509,6.1579,5.5207,5.8016,387939.0880433596,66867.60342722
1668211200000,2022-11-12 00:00:00,UNI/USD,6.1284,6.1683,5.3072,5.5633,643812.5773332692,115724.94334896
1668124800000,2022-11-11 00:00:00,UNI/USD,5.776,6.2258,5.4631,6.0873,265480.8957450919,43612.2576093
1668038400000,2022-11-10 00:00:00,UNI/USD,4.8433,5.9051,4.8368,5.7618,448478.4274682966,77836.51419145
1667952000000,2022-11-09 00:00:00,UNI/USD,6.0642,6.198,4.7553,4.8865,382690.48619830754,78315.86743033
1667865600000,2022-11-08 00:00:00,UNI/USD,7.0091,7.0818,5.4323,6.0477,547270.8929236557,90492.40090012
1667779200000,2022-11-07 00:00:00,UNI/USD,7.0625,7.7192,6.8813,7.0042,314009.50084214035,44831.60115961
1667692800000,2022-11-06 00:00:00,UNI/USD,7.6622,7.771,7.0708,7.0863,291940.6401283352,41197.89454699
1667606400000,2022-11-05 00:00:00,UNI/USD,7.5885,7.77,7.5313,7.6841,294880.7614396003,38375.44558759
1667520000000,2022-11-04 00:00:00,UNI/USD,6.9242,7.7555,6.8237,7.5579,340387.9300138807,45037.36884768
1667433600000,2022-11-03 00:00:00,UNI/USD,7.1013,7.4049,6.9212,6.9242,141193.34473929822,20391.28632034
1667347200000,2022-11-02 00:00:00,UNI/USD,7.1062,7.37,6.8582,7.0935,225126.1295226761,31736.96053044
1667260800000,2022-11-01 00:00:00,UNI/USD,6.9954,7.4456,6.9267,7.1191,213971.19978759633,30055.93400677
1667174400000,2022-10-31 00:00:00,UNI/USD,6.901,7.1135,6.7032,6.9862,76582.21431497257,10961.92698677
1667088000000,2022-10-30 00:00:00,UNI/USD,7.0975,7.3636,6.7897,6.9042,170112.6133980983,24639.00428697
1667001600000,2022-10-29 00:00:00,UNI/USD,6.8524,7.2457,6.7237,7.0789,222798.84444029804,31473.65331341
1666915200000,2022-10-28 00:00:00,UNI/USD,6.8494,6.9714,6.5481,6.8744,275222.99102813797,40035.92910336
1666828800000,2022-10-27 00:00:00,UNI/USD,6.6867,7.1914,6.6867,6.808,331316.8430038883,48665.81125204
1666742400000,2022-10-26 00:00:00,UNI/USD,6.588,6.89,6.5265,6.7007,294853.79993383813,44003.43246733
1666656000000,2022-10-25 00:00:00,UNI/USD,6.1368,6.7592,6.0851,6.569,175929.07865081314,26781.71390635
1666569600000,2022-10-24 00:00:00,UNI/USD,6.2943,6.3659,6.0738,6.1473,71033.32527822167,11555.20720938
1666483200000,2022-10-23 00:00:00,UNI/USD,6.1283,6.2927,5.992,6.2927,103913.14580992631,16513.28456941
1666396800000,2022-10-22 00:00:00,UNI/USD,6.0368,6.15,5.9898,6.092,92263.27049162023,15144.98859022
1666310400000,2022-10-21 00:00:00,UNI/USD,6.0913,6.1608,5.8347,6.018,216453.51278297842,35967.68241658
1666224000000,2022-10-20 00:00:00,UNI/USD,6.567,6.5811,6.0544,6.0963,383541.4799200791,62913.81328348
1666137600000,2022-10-19 00:00:00,UNI/USD,6.5892,6.7731,6.3972,6.585,501291.0088414674,76126.19724244
1666051200000,2022-10-18 00:00:00,UNI/USD,6.4019,6.6514,6.2291,6.5291,375775.90962015453,57554.01351184
1665964800000,2022-10-17 00:00:00,UNI/USD,6.1105,6.445,6.0476,6.408,117263.24376805153,18299.50745444
1665878400000,2022-10-16 00:00:00,UNI/USD,6.0356,6.1579,5.9717,6.1031,111518.40148024727,18272.41917718
1665792000000,2022-10-15 00:00:00,UNI/USD,6.295,6.3273,5.9967,6.042,108123.17187535438,17895.2618132
1665705600000,2022-10-14 00:00:00,UNI/USD,6.1563,6.5277,6.107,6.291,201026.45625995667,31954.61075504
1665619200000,2022-10-13 00:00:00,UNI/USD,6.0543,6.2,5.3901,6.137,504127.10914615646,82145.52862085
1665532800000,2022-10-12 00:00:00,UNI/USD,5.9976,6.1579,5.9874,6.0579,66427.29712882088,10965.40007739
1665446400000,2022-10-11 00:00:00,UNI/USD,6.3809,6.5015,5.9546,5.9907,283031.37784348766,47245.12625294
