https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT
1700438400,2023-11-20 00:00:00,BTC/USDT,37367,37739,36680,37488,29.60537593,1109846.33286384
1700352000,2023-11-19 00:00:00,BTC/USDT,36536,37500,36387,37369,80.49656992,3008076.32134048
1700265600,2023-11-18 00:00:00,BTC/USDT,36576,36816,36212,36559,11.69284384,427478.67794656
1700179200,2023-11-17 00:00:00,BTC/USDT,36141,36780,35900,36525,30.19468461,1102860.85538025
1700092800,2023-11-16 00:00:00,BTC/USDT,37878,37921,35520,36198,30.22291204,1094008.97002392
1700006400,2023-11-15 00:00:00,BTC/USDT,35536,37955,35376,37840,73.20764445,2770177.265988
1699920000,2023-11-14 00:00:00,BTC/USDT,36459,36734,34812,35544,70.64494845,2511004.0477068
1699833600,2023-11-13 00:00:00,BTC/USDT,37075,37400,36363,36511,19.82935236,723989.48401596
1699747200,2023-11-12 00:00:00,BTC/USDT,37172,37224,36834,37061,3.38094564,125301.22636404
1699660800,2023-11-11 00:00:00,BTC/USDT,37316,37388,36688,37148,18.88746096,701631.3997420799
1699574400,2023-11-10 00:00:00,BTC/USDT,36692,37500,36100,37314,40.63171842,1516131.94112388
1699488000,2023-11-09 00:00:00,BTC/USDT,35616,37985,35570,36728,115.86184742,4255373.9320417605
1699401600,2023-11-08 00:00:00,BTC/USDT,35398,36095,35100,35626,28.17463285,1003749.4699140999
1699315200,2023-11-07 00:00:00,BTC/USDT,35056,35892,34523,35417,86.52768176,3064550.90489392
1699228800,2023-11-06 00:00:00,BTC/USDT,34998,35267,34750,35025,10.74007753,376171.21548825
1699142400,2023-11-05 00:00:00,BTC/USDT,35082,35354,34457,35011,6.94051026,242994.20471286
1699056000,2023-11-04 00:00:00,BTC/USDT,34680,35250,34587,35057,42.16133251,1478049.83380307
1698969600,2023-11-03 00:00:00,BTC/USDT,34938,34938,34122,34719,42.95327487,1491294.7502115301
1698883200,2023-11-02 00:00:00,BTC/USDT,35479,35914,34332,34918,66.97987129,2338803.14570422
1698796800,2023-11-01 00:00:00,BTC/USDT,34643,35600,34090,35423,46.43773611,1644963.9262245302
1698710400,2023-10-31 00:00:00,BTC/USDT,34475,34700,34087,34635,16.64955604,576657.3734454
1698624000,2023-10-30 00:00:00,BTC/USDT,34550,34831,34073,34478,37.78317164,1302688.19180392
1698537600,2023-10-29 00:00:00,BTC/USDT,34080,34729,33928,34528,5.15089939,177850.25413792
1698451200,2023-10-28 00:00:00,BTC/USDT,33890,34483,33862,34084,17.85683219,608632.26836396
1698364800,2023-10-27 00:00:00,BTC/USDT,34134,34242,33399,33899,38.58591111,1308023.80071789
1698278400,2023-10-26 00:00:00,BTC/USDT,34486,34817,33782,34188,20.00674373,683990.55464124
1698192000,2023-10-25 00:00:00,BTC/USDT,33898,35134,33700,34459,39.59587891,1364434.39135969
1698105600,2023-10-24 00:00:00,BTC/USDT,33071,35232,32871,33833,74.43644014,2518408.0792566203
1698019200,2023-10-23 00:00:00,BTC/USDT,29933,34655,29893,33069,143.64603804,4750230.83194476
1697932800,2023-10-22 00:00:00,BTC/USDT,29913,30198,29662,29988,8.42589018,252675.59471784
1697846400,2023-10-21 00:00:00,BTC/USDT,29657,30350,29470,29880,9.11915703,272480.41205640003
1697760000,2023-10-20 00:00:00,BTC/USDT,28732,30225,28583,29692,31.02812832,921287.18607744
1697673600,2023-10-19 00:00:00,BTC/USDT,28301,28900,28157,28692,26.48612258,759939.82906536
1697587200,2023-10-18 00:00:00,BTC/USDT,28394,28952,28166,28333,10.79779057,305933.80021981
1697500800,2023-10-17 00:00:00,BTC/USDT,28521,28611,28078,28399,27.72856563,787463.5353263699
1697414400,2023-10-16 00:00:00,BTC/USDT,27139,29987,27110,28511,130.25310392,3713646.24586312
1697328000,2023-10-15 00:00:00,BTC/USDT,26851,27278,26812,27159,17.41613291,473004.75370269007
1697241600,2023-10-14 00:00:00,BTC/USDT,26873,26964,26810,26854,14.05216654,377356.88026516
1697155200,2023-10-13 00:00:00,BTC/USDT,26754,27130,26693,26862,20.74870311,557351.66294082
1697068800,2023-10-12 00:00:00,BTC/USDT,26875,26930,26559,26762,9.12892507,244308.29272333998
1696982400,2023-10-11 00:00:00,BTC/USDT,27385,27470,26559,26879,12.20644859,328097.13165061
1696896000,2023-10-10 00:00:00,BTC/USDT,27588,27717,27295,27409,20.30220470,556463.1286223
1696809600,2023-10-09 00:00:00,BTC/USDT,27902,27983,27278,27574,28.62253379,789237.7467254599
1696723200,2023-10-08 00:00:00,BTC/USDT,27957,28092,27700,27917,8.03841353,224408.39051701
1696636800,2023-10-07 00:00:00,BTC/USDT,27935,28031,27867,27951,7.39752702,206768.27773602
1696550400,2023-10-06 00:00:00,BTC/USDT,27414,28312,27200,27935,57.26543694,1599709.9809189
1696464000,2023-10-05 00:00:00,BTC/USDT,27779,28100,27353,27421,49.71725879,1363296.95328059
1696377600,2023-10-04 00:00:00,BTC/USDT,27433,27839,27213,27795,35.20740604,978589.8508818
1696291200,2023-10-03 00:00:00,BTC/USDT,27501,27663,27181,27431,38.58395954,1058396.5941417401
1696204800,2023-10-02 00:00:00,BTC/USDT,27997,28598,27300,27553,50.30161544,1385960.41021832
1696118400,2023-10-01 00:00:00,BTC/USDT,26954,28113,26954,27962,43.14268010,1206355.6209562
1696032000,2023-09-30 00:00:00,BTC/USDT,26902,27094,26887,26969,21.95451425,592091.2948082499
1695945600,2023-09-29 00:00:00,BTC/USDT,27032,27244,26695,26916,41.55909015,1118604.4704774
1695859200,2023-09-28 00:00:00,BTC/USDT,26368,27293,26346,27017,39.52915714,1067959.23845138
1695772800,2023-09-27 00:00:00,BTC/USDT,26220,26850,26114,26375,44.27727630,1167813.1624125
1695686400,2023-09-26 00:00:00,BTC/USDT,26303,26403,26093,26229,32.35620423,848670.8807486701
1695600000,2023-09-25 00:00:00,BTC/USDT,26220,26426,26000,26303,40.58500615,1067507.41676345
1695513600,2023-09-24 00:00:00,BTC/USDT,26580,26731,26143,26254,46.78394082,1228265.58228828
1695427200,2023-09-23 00:00:00,BTC/USDT,26589,26640,26510,26573,18.51934499,492114.55441927
1695340800,2023-09-22 00:00:00,BTC/USDT,26558,26744,26482,26586,46.20269273,1228344.7889197802
1695254400,2023-09-21 00:00:00,BTC/USDT,27122,27168,26376,26562,34.75067148,923047.33585176
1695168000,2023-09-20 00:00:00,BTC/USDT,27196,27376,26834,27133,25.99758819,705392.56035927
1695081600,2023-09-19 00:00:00,BTC/USDT,26747,27483,26695,27202,57.85007786,1573637.81794772
1694995200,2023-09-18 00:00:00,BTC/USDT,26523,27412,26365,26738,44.49009330,1189576.1146554
1694908800,2023-09-17 00:00:00,BTC/USDT,26567,26625,26414,26528,21.48498884,569953.78394752
1694822400,2023-09-16 00:00:00,BTC/USDT,26614,26751,26448,26553,27.43446225,728467.27612425
1694736000,2023-09-15 00:00:00,BTC/USDT,26511,26888,26222,26603,41.69433609,1109194.42300227
1694649600,2023-09-14 00:00:00,BTC/USDT,26228,26828,26148,26518,54.74095110,1451620.5412698
1694563200,2023-09-13 00:00:00,BTC/USDT,25832,26407,25771,26222,64.24121741,1684533.2029250201
1694476800,2023-09-12 00:00:00,BTC/USDT,25158,26540,25131,25835,123.33066462,3186247.7204576996
1694390400,2023-09-11 00:00:00,BTC/USDT,25852,25898,24908,25120,45.82437916,1151108.4044992
1694304000,2023-09-10 00:00:00,BTC/USDT,25906,26014,25577,25847,14.37291087,371496.62725689
1694217600,2023-09-09 00:00:00,BTC/USDT,25903,25926,25801,25906,11.66840260,302281.6377556
1694131200,2023-09-08 00:00:00,BTC/USDT,26273,26443,25663,25914,26.88198535,696619.7683599
1694044800,2023-09-07 00:00:00,BTC/USDT,25758,26418,25627,26245,44.06311548,1156436.4657726
1693958400,2023-09-06 00:00:00,BTC/USDT,25801,26050,25417,25757,51.97819295,1338802.31581315
1693872000,2023-09-05 00:00:00,BTC/USDT,25827,25894,25593,25798,37.40038375,964855.0999825001
1693785600,2023-09-04 00:00:00,BTC/USDT,25977,26093,25642,25833,37.36853283,965341.30859739
1693699200,2023-09-03 00:00:00,BTC/USDT,25875,26125,25801,25978,27.94853637,726047.07781986
1693612800,2023-09-02 00:00:00,BTC/USDT,25812,25946,25753,25867,26.07960953,674601.2597125099
1693526400,2023-09-01 00:00:00,BTC/USDT,25945,26153,25366,25810,60.98500797,1574023.0557056998
1693440000,2023-08-31 00:00:00,BTC/USDT,27303,27572,25682,25944,68.31564296,1772381.0409542401
1693353600,2023-08-30 00:00:00,BTC/USDT,27735,27762,27013,27303,41.10954415,1122413.88392745
1693267200,2023-08-29 00:00:00,BTC/USDT,26109,28126,25924,27740,63.13047349,1751239.3346126
1693180800,2023-08-28 00:00:00,BTC/USDT,26079,26245,25865,26115,9.09184811,237433.61339265003
1693094400,2023-08-27 00:00:00,BTC/USDT,26033,26167,25978,26079,2.10814546,54978.325451339995
1693008000,2023-08-26 00:00:00,BTC/USDT,26070,26118,25996,26014,2.09800466,54577.493225239996
1692921600,2023-08-25 00:00:00,BTC/USDT,26180,26285,25830,26049,9.34572984,243446.91660216002
1692835200,2023-08-24 00:00:00,BTC/USDT,26509,26569,25944,26168,10.59686196,277298.68376928
1692748800,2023-08-23 00:00:00,BTC/USDT,26090,26817,25841,26435,26.23837129,693611.34505115
1692662400,2023-08-22 00:00:00,BTC/USDT,26111,26122,25354,26009,29.88573249,777298.0163324099
1692576000,2023-08-21 00:00:00,BTC/USDT,26129,26248,25813,26128,20.73809554,541844.9602691199
1692489600,2023-08-20 00:00:00,BTC/USDT,26082,26282,25980,26157,8.43274303,220575.25943570997
1692403200,2023-08-19 00:00:00,BTC/USDT,26064,26264,25805,26105,21.15687730,552300.2819165001
1692316800,2023-08-18 00:00:00,BTC/USDT,26606,26797,25615,26030,57.30113093,1491548.4381079
1692230400,2023-08-17 00:00:00,BTC/USDT,28700,28758,25800,26660,132.64605801,3536343.9065465997
1692144000,2023-08-16 00:00:00,BTC/USDT,29225,29260,28741,28752,20.08854685,577585.8990312
1692057600,2023-08-15 00:00:00,BTC/USDT,29439,29494,29071,29202,19.70754336,575499.68119872
1691971200,2023-08-14 00:00:00,BTC/USDT,29285,29696,29101,29432,18.49336818,544296.81227376
1691884800,2023-08-13 00:00:00,BTC/USDT,29428,29455,29271,29300,3.51303971,102932.063503
1691798400,2023-08-12 00:00:00,BTC/USDT,29414,29482,29383,29433,3.96382365,116667.22149045
1691712000,2023-08-11 00:00:00,BTC/USDT,29484,29550,29260,29429,10.35354315,304694.42136135
1691625600,2023-08-10 00:00:00,BTC/USDT,29585,29735,29357,29479,10.48350905,309043.36328495
1691539200,2023-08-09 00:00:00,BTC/USDT,29828,30131,29400,29593,27.02844389,799852.74003677
1691452800,2023-08-08 00:00:00,BTC/USDT,29213,30200,29154,29785,34.02558136,1013451.9408075999
1691366400,2023-08-07 00:00:00,BTC/USDT,29082,29277,28700,29208,34.57530041,1009875.3743752799
1691280000,2023-08-06 00:00:00,BTC/USDT,29059,29200,28990,29090,5.29199846,153944.2352014
1691193600,2023-08-05 00:00:00,BTC/USDT,29123,29132,29001,29078,54.82839325,1594300.0189234999
1691107200,2023-08-04 00:00:00,BTC/USDT,29181,29311,28813,29063,9.46039517,274947.46482571
1691020800,2023-08-03 00:00:00,BTC/USDT,29187,29429,28963,29214,20.52709769,599678.63191566
1690934400,2023-08-02 00:00:00,BTC/USDT,29729,30025,28952,29158,33.93746670,989548.6540386
1690848000,2023-08-01 00:00:00,BTC/USDT,29226,29700,28598,29660,99.13049540,2940210.493564
1690761600,2023-07-31 00:00:00,BTC/USDT,29307,29500,29133,29233,25.02230734,731477.11047022
1690675200,2023-07-30 00:00:00,BTC/USDT,29351,29442,28995,29281,19.25544348,563818.64053788
1690588800,2023-07-29 00:00:00,BTC/USDT,29344,29398,29259,29358,3.57098895,104837.09359409999
1690502400,2023-07-28 00:00:00,BTC/USDT,29224,29528,29132,29320,36.32202230,1064961.693836
1690416000,2023-07-27 00:00:00,BTC/USDT,29316,29548,29078,29203,47.04072395,1373730.26151185
1690329600,2023-07-26 00:00:00,BTC/USDT,29217,29675,29102,29316,20.28941573,594804.5115406801
1690243200,2023-07-25 00:00:00,BTC/USDT,29169,29369,29065,29221,11.96702381,349688.40275201004
1690156800,2023-07-24 00:00:00,BTC/USDT,30101,30101,28870,29186,37.98147824,1108527.42391264
1690070400,2023-07-23 00:00:00,BTC/USDT,29784,30340,29771,30085,9.43236458,283772.6883893
1689984000,2023-07-22 00:00:00,BTC/USDT,29907,29987,29627,29783,4.95898302,147693.39128466
1689897600,2023-07-21 00:00:00,BTC/USDT,29806,30030,29734,29914,10.11323180,302527.2160652
1689811200,2023-07-20 00:00:00,BTC/USDT,29909,30420,29572,29798,20.96739956,624786.57208888
1689724800,2023-07-19 00:00:00,BTC/USDT,29854,30192,29788,29922,17.09108583,511399.47020526003
1689638400,2023-07-18 00:00:00,BTC/USDT,30141,30239,29513,29856,19.75773810,589887.0287136
1689552000,2023-07-17 00:00:00,BTC/USDT,30231,30331,29665,30140,18.32625102,552353.2057428
1689465600,2023-07-16 00:00:00,BTC/USDT,30292,30439,30058,30233,9.11810515,275667.67299995
1689379200,2023-07-15 00:00:00,BTC/USDT,30294,30386,30238,30284,48.82950503,1478752.73032852
1689292800,2023-07-14 00:00:00,BTC/USDT,31461,31616,29935,30315,55.08639477,1669944.05745255
1689206400,2023-07-13 00:00:00,BTC/USDT,30385,31800,30262,31461,99.79961784,3139795.77686424
1689120000,2023-07-12 00:00:00,BTC/USDT,30616,30973,30224,30384,30.44330109,924989.26031856
1689033600,2023-07-11 00:00:00,BTC/USDT,30416,30800,30313,30616,17.36051387,531509.49264392
1688947200,2023-07-10 00:00:00,BTC/USDT,30165,31019,29939,30379,19.66402237,597373.3355782301
1688860800,2023-07-09 00:00:00,BTC/USDT,30311,30446,30096,30139,4.77618615,143949.47437485
1688774400,2023-07-08 00:00:00,BTC/USDT,30329,30365,30063,30262,9.32035835,282052.6843877
1688688000,2023-07-07 00:00:00,BTC/USDT,29886,30434,29700,30332,16.27653251,493699.78409331996
1688601600,2023-07-06 00:00:00,BTC/USDT,30497,31488,29862,29885,85.36171105,2551034.73472925
1688515200,2023-07-05 00:00:00,BTC/USDT,30763,30868,30204,30489,26.01829128,793271.68283592
1688428800,2023-07-04 00:00:00,BTC/USDT,31162,31323,30650,30765,18.88746760,581072.940714
1688342400,2023-07-03 00:00:00,BTC/USDT,30620,31382,30586,31117,25.61593880,797091.1676396
1688256000,2023-07-02 00:00:00,BTC/USDT,30585,30780,30185,30569,18.82793098,575551.0221276201
1688169600,2023-07-01 00:00:00,BTC/USDT,30469,30656,30320,30583,14.64778365,447973.16736794997
1688083200,2023-06-30 00:00:00,BTC/USDT,30446,31500,29533,30472,76.21704405,2322485.7662915997
1687996800,2023-06-29 00:00:00,BTC/USDT,30102,30832,30069,30484,38.04743813,1159838.10395492
1687910400,2023-06-28 00:00:00,BTC/USDT,30677,30677,29848,30063,95.17857926,2861353.62829338
1687824000,2023-06-27 00:00:00,BTC/USDT,30265,30977,30223,30677,44.88728965,1377007.38459305
1687737600,2023-06-26 00:00:00,BTC/USDT,30466,30650,29927,30276,39.12695911,1184607.81401436
1687651200,2023-06-25 00:00:00,BTC/USDT,30528,31037,30285,30448,17.91398329,545444.96321392
1687564800,2023-06-24 00:00:00,BTC/USDT,30651,30796,30281,30527,23.11173841,705532.03844207
1687478400,2023-06-23 00:00:00,BTC/USDT,29889,31500,29795,30674,129.85886864,3983290.93666336
1687392000,2023-06-22 00:00:00,BTC/USDT,29991,30500,29550,29886,97.42339568,2911595.60329248
1687305600,2023-06-21 00:00:00,BTC/USDT,28309,30784,28272,30006,140.72700289,4222654.44871734
1687219200,2023-06-20 00:00:00,BTC/USDT,26816,28384,26669,28312,61.39411313,1738190.13093656
1687132800,2023-06-19 00:00:00,BTC/USDT,26343,27061,26250,26774,27.26854414,730088.00080436
1687046400,2023-06-18 00:00:00,BTC/USDT,26512,26701,26253,26343,11.33054067,298480.43286980997
1686960000,2023-06-17 00:00:00,BTC/USDT,26344,26833,26227,26518,26.75214505,709413.3824358999
1686873600,2023-06-16 00:00:00,BTC/USDT,25553,26518,25196,26343,77.91738554,2052577.68728022
1686787200,2023-06-15 00:00:00,BTC/USDT,25130,25714,24805,25595,68.49797127,1753205.57465565
1686700800,2023-06-14 00:00:00,BTC/USDT,25937,26087,24838,25130,108.79621071,2734048.7751423
1686614400,2023-06-13 00:00:00,BTC/USDT,25913,26394,25716,25924,32.41491251,840324.19190924
1686528000,2023-06-12 00:00:00,BTC/USDT,25929,26086,25633,25908,12.73482170,329933.7606036
1686441600,2023-06-11 00:00:00,BTC/USDT,25847,26189,25637,25929,16.65458265,431836.6735318499
1686355200,2023-06-10 00:00:00,BTC/USDT,26477,26533,25385,25840,70.14882092,1812645.5325728
1686268800,2023-06-09 00:00:00,BTC/USDT,26491,26751,26274,26465,20.87556834,552471.9161181
1686182400,2023-06-08 00:00:00,BTC/USDT,26334,26816,26218,26520,51.59272516,1368239.0712432
1686096000,2023-06-07 00:00:00,BTC/USDT,27235,27375,26136,26368,44.72371317,1179274.86886656
1686009600,2023-06-06 00:00:00,BTC/USDT,25729,27347,25350,27226,73.35990411,1997296.74929886
1685923200,2023-06-05 00:00:00,BTC/USDT,27113,27129,25391,25750,156.51524020,4030267.43515
1685836800,2023-06-04 00:00:00,BTC/USDT,27064,27448,26958,27118,8.22324168,222997.86787823998
1685750400,2023-06-03 00:00:00,BTC/USDT,27234,27326,26948,27075,13.26372488,359115.351126
1685664000,2023-06-02 00:00:00,BTC/USDT,26817,27294,26556,27239,28.01184771,763014.7197726901
